abadžija	âbad͡ʒija
skroman	skrôman
skromno	skrômno
skromnost	skrômnoːst
skrovit	skrǒʋit
skrovito	skrǒʋito
skrovište	skrôʋiːʃte
skroz	skrôːz
skrpati	skr̂pati
skrpavati	skrpǎːʋati
skrpiti	skr̂piti
skrstiti	skřstiti
skrupula	skrûpula
skrupulozan	skrûpuloːzan
skrupulozno	skrûpuloːzno
skrušen	skrûːʃen
skrušeno	skrûːʃeno
skrušenost	skrûːʃenoːst
skršiti	skřʃiti
skrštavati	skrʃtǎːʋati
skucati	skût͡sati
skucavati	skut͡sǎːʋati
skuhati	skûxati
skulptura	skulptǔːra
skunjiti	skǔːɲiti
skup	skûp
skup	skûːp
skupa	skûpa
skupina	skûpina
skupiti	skûpiti
skupljati	skǔːpʎati
skupljač	skǔpʎaːt͡ʃ
skupljačica	skupʎǎt͡ʃit͡sa
skupni	skûpniː
skupnik	skûpniːk
skupno	skûpno
skupocen	skupǒt͡sen
skupocjen	skupǒt͡sjen
skupoća	skupǒt͡ɕa
skupština	skûpʃtina
skupštinar	skûpʃtinaːr
skupštinarka	skûpʃtinaːrka
skut	skûːt
skuter	skûter
skutriti	skûtriti
skutrivati	skutrǐːʋati
skuvati	skûxati
skučiti	skǔːt͡ʃiti
skvoš	skʋôʃ
skvrniti	skʋřːniti
skvrčiti	skʋr̂t͡ʃiti
slab	slâb
slabašan	slâbaːʃan
slabeti	slâbeti
slabine	slâbine
slabiti	slâbiti
slabić	slǎbiːt͡ɕ
slabjeti	slâbjeti
slabo	slâbo
slabokrvan	slâbokrːʋan
slabokrvnost	slabokřːʋnoːst
slabost	slâboːst
slabouman	slâbouːman
slaboumnost	slaboǔːmnoːst
slaboća	slabǒt͡ɕa
slad	slâːd
sladak	slâdak
sladiti	slǎːditi
sladić	slǎdit͡ɕ
sladokusac	sladokǔːsat͡s
sladoled	slâdoleːd
slador	slâːdor
sladorača	sladǒrat͡ʃa
slaganje	slǎːɡaːɲe
slagar	slǎɡaːr
slagati	slǎɡati
slagati	slǎːɡati
slak	slâːk
slalom	slǎlom
slama	slâma
slamarica	slâmarit͡sa
slamati	slǎːmati
slamka	slâːmka
slamnat	slǎmnat
slamnjača	slǎmɲat͡ʃa
slamčica	slǎmt͡ʃit͡sa
slan	slâːn
slana	slǎːna
slanac	slǎːnat͡s
slanik	slǎniːk
slanina	slǎnina
slanost	slǎːnoːst
slanoća	slanǒt͡ɕa
slap	slâːp
slasno	slâsno
slast	slâːst
slastan	slâstan
slastica	slǎstit͡sa
slastičar	slǎstit͡ʃaːr
slastičarna	slǎstit͡ʃaːrna
slastičarnica	slǎstit͡ʃaːrnit͡sa
slati	slâti
slatkiš	slǎtkiːʃ
slatko	slǎtkoː
slatkorečiv	slatkorět͡ʃiʋ
slatkorečivo	slatkorět͡ʃiʋo
slatkorječiv	slatkorjět͡ʃiʋ
slatkorječivo	slatkorjět͡ʃiʋo
slatkovodni	slâtkoʋodniː
slatkoća	slatkǒt͡ɕa
slava	slâʋa
slavan	slâːʋan
slaven	slǎʋeːn
slavenka	slǎʋeːnka
slavenski	slǎʋeːnski
slavenski	slǎʋeːnskiː
slavina	slǎʋina
slavist	slǎʋist
slaviti	slâʋiti
slavić	slǎʋiːt͡ɕ
slavno	slâːʋno
slavohlepan	slâʋoxleːpan
slavohlepno	slâʋoxleːpno
slavonac	slaʋǒːnat͡s
slavonija	slǎʋoːnija
slavonski	slǎʋoːnskiː
slavuj	slǎʋuːj
slačica	slât͡ʃit͡sa
sledbenik	slêdbeniːk
sledeći	slědeːt͡ɕiː
slediti	slěditi
slediti	slěːditi
sleme	slême
sleng	slênɡ
slep	slêːp
slepoočni	slepǒot͡ʃniː
slepoočnica	slepoǒt͡ʃnit͡sa
sleđ	slêd͡ʑ
sleđivati	sled͡ʑǐːʋati
slijediti	sljěːditi
slijep	sljêːp
slikar	slîkaːr
slikati	slîkati
slikopis	slîkopiːs
slina	slîna
slinav	slînaʋ
sliv	slîːʋ
slizati	slǐːzati
sličan	slît͡ʃan
sličiti	slǐt͡ʃiti
slično	slǐt͡ʃno
slišati	slîʃati
sljedba	sʎědba
sljedbenik	sʎêdbeniːk
sljedeći	sʎědeːt͡ɕiː
sljeme	sʎême
sljepoočni	sʎepǒot͡ʃniː
sljepoočnica	sʎepoǒt͡ʃnit͡sa
sljubiti	sʎǔːbiti
sljubljivati	sʎubʎǐːʋati
sloboda	slobǒda
slobodan	slobǒdan
slobodan	slôbodan
slobodno	slôbodno
slobodouman	slôbodouːman
sloga	slôɡa
slogan	slǒɡaːn
sloj	slôːj
slojevit	slojěʋit
slom	slôm
slomiti	slǒmiti
slon	slôn
slonica	slǒnit͡sa
slonov	slǒnoʋ
slonovača	slǒnoʋat͡ʃa
slonovski	slǒnoʋski
slonovski	slǒnoʋskiː
slovak	slǒʋaːk
slovakinja	sloʋǎkiɲa
slovačka	slǒʋaːt͡ʃkaː
slovački	slǒʋaːt͡ʃkiː
sloven	slǒʋeːn
slovenac	sloʋěːnat͡s
slovenački	slǒʋenat͡ʃkiː
slovenija	slǒʋeːnija
slovenka	slǒʋeːnka
slovenski	slǒʋeːnski
slovenski	slǒʋeːnskiː
slovinski	slǒviːnskiː
slovjenski	slǒʋjeːnski
slovjenski	slǒʋjeːnskiː
slovnica	slǒːʋnit͡sa
slovo	slôʋo
složan	slôʒan
složen	slôʒen
složenica	sloʒěnit͡sa
složiti	slǒʒiti
sluga	slǔːɡa
slugan	slǔɡaːn
sluh	slûːx
slupati	slǔːpati
sluti	slûti
slutiti	slǔːtiti
sluzav	slûzaʋ
slučaj	slût͡ʃaːj
slučajan	slût͡ʃaːjan
slučajno	slût͡ʃaːjno
slušalac	slǔʃalat͡s
slušalica	slûʃalit͡sa
slušateljstvo	sluʃatěːʎstʋo
slušati	slûʃati
slušač	slǔʃaːt͡ʃ
slušačica	sluʃǎt͡ʃit͡sa
sluškinja	slûʃkiɲa
služba	slǔʒba
služben	slûʒben
službenica	slûʒbenit͡sa
službenik	slûʒbeniːk
službeno	slûʒbeno
služinčad	slǔʒiːnt͡ʃaːd
služinče	sluʒǐːnt͡ʃe
služiti	slǔːʒiti
smagati	smǎːɡati
smaknuti	smǎknuti
smaknuće	smaknǔːt͡ɕe
smalaksati	smalǎksati
smanjiti	smǎːɲiti
smanjivati	smaɲǐːʋati
smaragd	smǎraɡd
smatrati	smǎːtrati
smazati	smâzati
smaći	smât͡ɕi
smejati	smějati
smena	smêna
smeniti	směːniti
smenjivati	smeɲǐːʋati
smeo	směo
smeon	směon
smeono	směono
smerati	směːrati
smernica	směːrnit͡sa
smesa	smêsa
smesta	smêsta
smestiti	smêstiti
smetati	směːtati
smetenjak	smetěɲaːk
smeti	smêti
smetnja	směːtɲa
smeće	smět͡ɕe
smeđ	smêd͡ʑ
smeđast	smêd͡ʑast
smešak	směːʃak
smešan	směːʃan
smešiti	směːʃiti
smešno	směːʃno
smeštaj	smêʃtaːj
smeštajni	smêʃtaːjniː
smeštati	směːʃtati
smežurati	smeʒǔrati
smicalica	smît͡salit͡sa
smicati	smît͡sati
smijati	smǐjati
smijeniti	smjěːniti
smiješak	smjěːʃak
smiješan	smjěːʃan
smiješiti	smjěːʃiti
smiješno	smjěːʃno
smilovati	smîloʋati
smio	smǐo
smion	smǐon
smiono	smǐono
smirak	smǐːrak
smiren	smîːren
smireno	smîːreno
smiriti	smǐːriti
smirivati	smirǐːʋati
smisao	smîːsao
smislen	smîslen
smisleno	smîsleno
smisliti	smîsliti
smišljati	smǐːʃʎati
smjena	smjêna
smjenjivati	smjeɲǐːʋati
smjerati	smjěːrati
smjernica	smjěːrnit͡sa
smjesa	smjêsa
smjesta	smjêsta
smjestiti	smjêstiti
smjeti	smjêti
smještaj	smjêʃtaːj
smještajni	smjêʃtaːjniː
smještati	smjěːʃtati
smog	smôɡ
smognuti	smôɡnuti
smoking	smǒkinɡ
smokov	smǒkoʋ
smokva	smôkʋa
smokvik	smǒkʋiːk
smokvin	smôkʋin
smotak	smôtak
smotati	smǒtati
smotriti	smǒtriti
smotuljak	smotǔːʎak
smoći	smôt͡ɕi
smočiti	smǒt͡ʃiti
smočnica	smǒt͡ʃnit͡sa
smrad	smrâːd
smrdeti	smřdeti
smrditi	smřditi
smrdjeti	smřdjeti
smrdljiv	smřdʎiʋ
smreka	smrêka
smrskati	smřːskati
smrskavati	smrskǎːʋati
smrtan	smr̂tan
smrtnički	smr̂tnitʃki
smrtnički	smr̂tnitʃkiː
smrtnost	smr̂tnoːst
smrtonosan	smrtǒnosan
smrtonosno	smrtǒnosno
smrzavati	smrzǎːʋati
smrznuti	smr̂znuti
smrzotina	smřzotina
smuda	smuda
snabdeti	snǎbdeti
snabdevati	snabděːʋati
snabdijevati	snabdjěːʋati
snabdjeti	snǎbdjeti
snaga	snǎːɡa
snagator	snǎɡaːtor
snaha	snǎxa
snajperist	snajpěrist
snalaziti	snǎlaziti
snalažljiv	snalǎʒʎiʋ
snalažljivo	snalǎʒʎiʋo
snalažljivost	snalǎʒʎiʋoːst
snaći	snâːt͡ɕi
snaša	snǎːʃa
snažan	snǎːʒan
snažno	snâːʒno
snebiti	sněbiti
snebivati	snebǐːʋati
snegovit	sneɡǒʋit
snen	snên
sneno	snêno
snežan	snêʒan
snežiti	sněːʒiti
snifati	snîfati
sniježiti	snjěːʒiti
snimak	snîmak
snimati	snǐːmati
snimiti	snǐːmiti
snimka	snîːmka
snishodljiv	snisxǒdʎiʋ
snishodljivo	snisxǒdʎiʋo
snivati	snǐːʋati
sniziti	snǐːziti
snizivati	snizǐːʋati
snižavati	sniʒǎːʋati
sniženje	sniʒěːɲe
snjegovit	sɲeɡǒʋit
snježan	sɲêʒan
snob	snôb
snop	snôp
snoplje	snôpʎe
snošaj	snôʃaːj
snošljiv	snǒʃʎiʋ
snošljivo	snǒʃʎiʋo
snužden	snûʒden
snuždeno	snûʒdeno
so	sôː
sobica	sôbit͡sa
sobom	sôboːm
socijalan	sôt͡sijaːlan
socijaldemokracija	sot͡sijaldemokrǎt͡sija
socijalistički	sotsijalǐstitʃki
socijalistički	sotsijalǐstitʃkiː
socijalizam	sot͡sijalǐzam
socijalno	sôt͡sijaːlno
sociolog	sot͡siǒloɡ
sociologija	sot͡siolǒɡija
sociološki	sotsiǒloʃki
sociološki	sotsiǒloʃkiː
sodomija	sodǒmija
sodomizirati	sodomizǐːrati
sofija	sǒfija
sofizam	sofǐzam
softver	sôftʋeːr
soha	sǒxa
soj	sôj
soja	sǒːja
sokak	sǒkaːk
sokl	sǒkl
sokna	sǒkna
soko	sôko
sokol	sôkol
sokoliti	sokǒliti
sol	sôːl
solidan	sôliːdan
solidaran	sôlidaːran
solidarno	sôlidaːrno
solidarnost	solidǎːrnoːst
soliti	sǒliti
solsticij	sǒlstiːt͡siːj
solun	sǒluːn
solvatacija	solʋatǎːt͡sija
som	sôm
somalija	sǒmaːlija
soman	sǒman
somerica	sômerit͡sa
somnambul	somnǎmbul
somun	sǒmuːn
sonar	sǒnaːr
sonatina	sonatǐːna
sonet	sǒneːt
sonorizacija	sonorizǎːt͡sija
sopran	sǒpraːn
sopranistica	sopranǐstit͡sa
sos	sôːs
sotona	sotǒna
sotonizam	sotonǐzam
sotonizirati	sotonizǐːrati
sovjetski	sǒʋjetskiː
sočan	sôt͡ʃan
sočno	sôt͡ʃno
spackati	spât͡skati
spada	spâːda
spadati	spâdati
spahija	spǎxija
spajati	spǎːjati
spaliti	spǎːliti
spaljivati	spaʎǐːʋati
sparta	spâːrta
spartanac	spartǎːnat͡s
spartanski	spǎrtaːnski
spartanski	spǎrtaːnskiː
spas	spâːs
spasavati	spasǎːʋati
spasilac	spǎsilat͡s
spasilački	spǎsilat͡ʃkiː
spasiti	spǎːsiti
spasti	spâsti
spasti	spâːsti
spati	spâti
spavalica	spǎːʋalit͡sa
spavalo	spǎːʋalo
spavaonica	spaʋaǒːnit͡sa
spavati	spǎːʋati
spavaći	spǎʋaːt͡ɕiː
spavaćica	spaʋǎt͡ɕit͡sa
spavač	spǎʋaːt͡ʃ
spavačica	spaʋǎt͡ʃit͡sa
spaziti	spâziti
spazmatičan	spazmǎtit͡ʃan
spačka	spât͡ʃka
spašavati	spaʃǎːʋati
specificirati	spet͡sifit͡sǐːrati
specifikacija	spet͡sifikǎːt͡sija
specifičan	spet͡sǐfit͡ʃan
specifično	spet͡sǐfit͡ʃno
specijalan	spêt͡sijaːlan
specijalitet	spet͡sijalǐteːt
specijalizacija	spet͡sijalizǎːt͡sija
specijalizirati	spet͡sijalizǐːrati
specijalna	spêt͡sijaːlna
specijalno	spêt͡sijaːlno
specijalnost	spet͡sijǎːlnoːst
spektakl	spektǎkl
spektakularan	spêktakulaːran
spektakularno	spêktakulaːrno
spektralan	spêktraːlan
spekulacija	spekulǎːt͡sija
spekulativan	spêkulatiːʋan
spekulirati	spekulǐːrati
speleolog	speleǒloɡ
speleologija	speleolǒɡija
speleološki	speleǒloʃki
speleološki	speleǒloʃkiː
spelovati	spêloʋati
spenza	spêːnza
sperma	spěrma
spev	spêːʋ
spevati	spêʋati
speći	spêt͡ɕi
spika	spîka
spiker	spîker
spilja	spîʎa
spinalan	spǐnaːlan
spirala	spirǎːla
spiralan	spǐraːlan
spiralno	spǐraːlno
spirati	spǐːrati
spiritizam	spiritǐzam
spiritualan	spîrituaːlan
spiritualizam	spiritualǐzam
spiritualno	spîrituaːlno
spiritualnost	spirituǎːlnoːst
spis	spîs
spisak	spîsak
spisatelj	spǐsateʎ
spisateljica	spisatěʎit͡sa
spiskati	spîskati
spiskavati	spiskǎːʋati
spiza	spîːza
spjev	spjêːʋ
spjevati	spjêʋati
splav	splâːʋ
splavar	splǎʋaːr
spletka	splêtka
spletkariti	spletkǎːriti
split	splît
splitski	splîtskiː
splićanin	splît͡ɕanin
spljošten	spʎôʃten
spljoštiti	spʎôʃtiti
spoj	spôːj
spojen	spôjen
spojiti	spǒjiti
spojiv	spǒjiʋ
spojnica	spǒːjnit͡sa
spokoj	spǒkoj
spokojan	spôkoːjaːn
spokojno	spôkoːjno
spokojstvo	spokǒːjstʋo
spol	spôːl
spolja	spôʎa
spoljašnji	spǒʎaʃɲiː
spomenar	spoměnaːr
spomenuti	spoměːnuti
spominjati	spǒmiɲati
spona	spôna
spontan	spôntaːn
spontano	spôntaːno
spontanost	spôntaːnoːst
sponzor	spônzor
spopadati	spǒpadati
spopasti	spǒpasti
spor	spôr
sporadičan	sporǎdit͡ʃan
sporadično	sporǎdit͡ʃno
sporan	spôːran
sporazum	spôrazuːm
sporazumeti	sporazǔmeti
sporazumevati	sporazuměːʋati
sporazumijevati	sporazumjěːʋati
sporazumjeti	sporazǔmjeti
sporedan	spôredan
sporno	spôːrno
sport	spôrt
sportaš	spǒrtaːʃ
sportski	spôrtski
sportski	spôrtskiː
sposobnost	sposǒːbnoːst
spoznaja	spôznaja
spoznati	spǒznati
spoznavati	spoznǎːʋati
sprat	sprât
sprati	sprâti
sprava	sprâʋa
sprdati	spřːdati
sprdačina	sprdǎt͡ʃina
sprdnja	spřːdɲa
spreda	sprěːda
sprej	sprêj
spreman	sprêman
spremati	sprěːmati
spremiti	sprěːmiti
spremno	sprêmno
spremnost	sprêmnoːst
spretan	sprêtan
spretno	sprêtno
spretnost	sprêtnoːst
sprečavati	spret͡ʃǎːʋati
sprečiti	sprěːt͡ʃiti
sprijateljiti	sprijatěʎiti
sprijateljivati	sprijateʎǐːʋati
sprijeda	sprjěːda
spriječiti	sprijěːt͡ʃiti
sprovesti	sprǒʋesti
sprovoditi	sproʋǒditi
spustiti	spǔstiti
sputan	spûtaːn
sputati	spǔtati
sputavati	sputǎːʋati
spuštati	spǔːʃtati
sram	srâːm
sraman	srâːman
sramežljivac	sraměʒʎiʋat͡s
sramežljivica	sraměʒʎiʋit͡sa
sramiti	srǎːmiti
sramno	srâːmno
sramota	sramǒta
sramotan	srâmotan
sramotiti	sramǒtiti
sramotno	srâmotno
sranje	srǎːɲe
srati	srâti
sraz	srâːz
sračunati	srat͡ʃǔnati
sračunavati	srat͡ʃunǎːʋati
srbijanac	srbijǎːnat͡s
srbijanka	sr̩bǐjaːnka
srbijanski	srbǐjaːnskiː
srbosjek	sr̩bosjek
srcolik	srt͡sǒlik
srditi	sřːditi
srdobolja	srdǒboʎa
srebren	srêbren
srebrenica	srêbrenit͡sa
srebrn	srêbrn
srebro	srěbro
sred	srêd
sreda	srěːda
sredina	sredǐna
sredinom	sredǐnoːm
srediti	srěːditi
središni	srědiːʃniː
središnji	srědiʃɲiː
središte	srêdiːʃte
srednji	srêdɲiː
srednjoafrički	sredɲoǎfrit͡ʃkiː
srednjoamerički	sredɲoaměrit͡ʃkiː
srednjovekovni	sredɲoʋěkoːʋniː
srednjovjekovni	sredɲoʋjěkoːʋniː
srednjoškolac	sredɲoʃkǒːlat͡s
sredozemlje	srêdozeːmʎe
sredozemni	srêdozeːmniː
sredstvo	srědstʋo
sresti	srêsti
sretan	srêtan
sretati	srêtati
sreća	srêt͡ɕa
srećan	srêt͡ɕan
srećom	srêt͡ɕoːm
sređivati	sred͡ʑǐːʋati
srijeda	srjěːda
srkati	sřːkati
srknuti	sřːknuti
srljati	sřʎati
srnuti	sřːnuti
srodan	srôdan
srodnost	srôdnoːst
srodstvo	srǒdstʋo
srok	rǐːma
srpanj	sr̂ːpaɲ
srpanjski	sr̂ːpaɲskiː
srpstvo	sřpstʋo
srtati	sr̂tati
srušiti	srûʃiti
srž	sr̂ːʒ
stabilan	stâbiːlan
stabilizacija	stabilizǎːt͡sija
stabilno	stâbiːlno
stabilnost	stabǐːlnoːst
stabljika	stǎbʎika
stablo	stǎːblo
stagnacija	staɡnǎːt͡sija
stagnantan	staɡnǎntan
stagnirati	staɡnǐːrati
staja	stâja
stajalište	stâjaliːʃte
stajati	stâjati
stajati	stǎjati
staklar	stǎklaːr
staklast	stâklast
staklen	stǎklen
staklenik	staklěniːk
staklenka	stǎkleːnka
staklo	stǎklo
stalan	stǎːlan
staleški	stǎːleʃkiː
stalež	stǎːleʒ
staljinizam	staʎinǐzam
stalno	stâːlno
stambeni	stǎmbeniː
stampedo	stampêːdo
stan	stâːn
stanar	stǎnaːr
stanarka	stǎnaːrka
stanarski	stǎnaːrski
stanarski	stǎnaːrskiː
standard	stǎndard
standardizacija	standardizǎːt͡sija
stanica	stǎnit͡sa
stanični	stǎnit͡ʃniː
stanište	stâniːʃte
stanje	stǎːɲe
stanka	stâːnka
stanovati	stanǒʋati
stanovništvo	stanoʋnǐːʃtʋo
stapati	stǎːpati
star	stâr
staralac	stǎralat͡s
starati	stârati
starački	stârat͡ʃkiː
starenje	stâreːɲe
stareti	stâreti
starina	starǐna
starinski	starǐnskiː
stariti	stâriti
starjeti	stârjeti
staromodan	stâromoːdan
staromodno	stâromoːdno
staroslavenski	staroslǎʋeːnskiː
staroslovenski	staroslǒʋeːnskiː
starost	stâroːst
starčev	stâːrt͡ʃeʋ
starčić	stǎrt͡ʃit͡ɕ
stati	stâti
stati	stâːti
statika	stǎtika
statist	stǎtist
statistika	statǐstika
statističar	statǐstit͡ʃaːr
statističarka	statǐstit͡ʃaːrka
statistički	statǐstitʃki
statistički	statǐstitʃkiː
statičan	stǎtit͡ʃan
statički	stǎtitʃki
statički	stǎtitʃkiː
status	stǎːtus
statusni	stǎːtusniː
statut	stǎtuːt
stav	stâʋ
stavak	stâʋak
staviti	stâʋiti
stavka	stâːʋka
stavljati	stǎːʋʎati
staž	stâːʒ
stearin	steǎriːn
stegno	stêːɡno
stegnuti	stěːɡnuti
steknuti	stêknuti
steon	stêon
stepa	stêpa
stepen	stêpeːn
stepski	stêpskiː
stetoskop	stêtoskop
stevan	stêʋaːn
steći	stêːt͡ɕi
stečaj	stêt͡ʃaːj
stečajni	stêt͡ʃaːjniː
stečevina	stět͡ʃeʋina
sticati	stit͡sati
stid	stîːd
stidan	stǐːdan
stideti	stǐːdeti
stidjeti	stǐːdjeti
stidljiv	stǐdʎiʋ
stidljivo	stǐdʎiʋo
stignuti	stîɡnuti
stih	stîx
stil	stîl
stilistika	stilǐstika
stilski	stîlskiː
stipendija	stipěndija
stiska	stîska
stiskati	stǐːskati
stisnuti	stîsnuti
stizati	stîzati
stići	stît͡ɕi
stišati	stǐʃati
stišavati	stiʃǎːʋati
stjecati	stjêt͡sati
sto	stôː
stog	stôːɡ
stoga	stôɡaː
stogodišnjica	stoɡǒdiʃɲit͡sa
stojećke	stǒjeːt͡ɕke
stolac	stǒlat͡s
stolećima	stǒlet͡ɕima
stoljećima	stǒʎet͡ɕima
stolnjak	stôːlɲaːk
stolčić	stǒːlt͡ʃit͡ɕ
stopa	stǒpa
stopalo	stǒpalo
stopiti	stǒpiti
stotina	stotǐna
stotina	stôtina
stotinjak	stotǐːɲaːk
stotinka	stǒtiːnka
stočarski	stôt͡ʃarskiː
stočić	stǒːt͡ʃit͡ɕ
stradalac	strǎːdalat͡s
stradati	strǎːdati
stradavati	stradǎːʋati
strah	strâːx
strahopoštovanje	straxopoʃtoʋǎːɲe
strahota	straxǒta
strahotan	strâxotan
strahovati	straxǒʋati
strahovit	straxǒʋit
stran	strâːn
strana	strǎːna
stranac	strǎːnat͡s
stranica	strǎnit͡sa
stranka	strânka
strast	strâːst
strastven	strâstʋen
strategija	strǎteːɡija
strategijski	strǎteɡiːjskiː
strateški	strǎteːʃkiː
stratigrafija	stratiɡrǎfija
stratopauza	stratopâuza
stratosfera	stratosfěːra
strava	strǎːʋa
strašan	strǎːʃan
strašilo	strâʃilo
strašiti	strâʃiti
strašno	strǎːʃno
straža	strâːʒa
stražar	strǎʒaːr
stražnjica	strâʒɲit͡sa
streha	strěxa
strejtaš	strêjtaːʃ
strelica	strělit͡sa
strepiti	strěːpiti
strepnja	strěːpɲa
stres	strês
strip	strîp
striper	strîper
striptiz	strǐptiːz
striptizer	striptǐzeːr
striptizeta	striptizěta
strizati	strǐːzati
strići	strît͡ɕi
stričev	strǐːt͡ʃeʋ
strm	str̂m
strmo	str̂mo
strmoglavce	strmǒɡlaʋt͡seː
strmoglavo	strmǒɡlaʋo
strog	strôɡ
strogo	strôɡo
stroj	strôːj
strojopis	strôjopiːs
strpeti	střːpeti
strpjeti	střːpjeti
strpljenje	strpʎěːɲe
strpljiv	střpʎiʋ
strpljivo	střpʎiʋo
strpljivost	střpʎiʋoːst
strugati	strǔːɡati
strugnuti	strûɡnuti
struk	strûːk
struka	strûka
struktura	struktǔːra
stručan	strût͡ʃan
stručnjak	strût͡ʃɲaːk
stručno	strût͡ʃno
strvina	střʋina
strvinar	střʋinaːr
stub	stûːb
studenac	studěːnat͡s
studeni	stǔdeniː
student	stǔdent
studij	stûːdiːj
studija	stûːdija
studirati	studǐːrati
stup	stûːp
stupa	stûpa
stupac	stǔːpat͡s
stupati	stǔːpati
stupiti	stǔːpiti
stupić	stǔpit͡ɕ
stvaran	stʋâːran
stvarati	stʋǎːrati
stvarno	stʋâːrno
stvor	stʋôr
stvorenje	stʋorěːɲe
stvoriti	stʋǒriti
subliman	sûbliːman
subota	sǔbota
subotnji	sǔbotɲiː
sud	sûːd
sudac	sǔːdat͡s
sudan	sǔdaːn
sudanac	sudǎːnat͡s
sudanski	sǔdanskiː
sudar	sûdaːr
sudba	sǔdba
sudbina	sûdbina
sudbonosan	sudbǒnosan
sudbonosno	sudbǒnosno
sudbonosnost	sudbǒnosnoːst
sudelovati	sǔdeloʋati
sudeonica	sudeǒnit͡sa
sudeonik	sudeǒniːk
sudionica	sudiǒnit͡sa
sudionik	sudiǒniːk
suditi	sǔːditi
sudjelovati	sǔdjeloʋati
sudopera	sǔdopera
sudski	sǔdskiː
sudstvo	sǔdstʋo
sudžuk	sǔd͡ʒuk
suez	sǔez
sufizam	sufǐzam
sugestija	suɡěstija
sugestivan	sûɡestiːʋan
sugestivno	sûɡestiːʋno
sugestivnost	suɡestǐːʋnoːst
suglasan	sǔɡlasan
suglasnik	sǔɡlasniːk
suglasnički	sǔɡlasnitʃki
suglasnički	sǔɡlasnitʃkiː
sugrađanin	sǔɡrad͡ʑanin
sugrađanka	sǔɡrad͡ʑaːnka
sugreb	sǔːɡreb
suh	sûːx
suhoparan	sûxopaːran
suhoća	suxǒt͡ɕa
suicid	suǐt͡siːd
suicidalan	sûit͡sidaːlan
suicidalno	sûit͡sidaːlno
suicidalnost	suit͡sidǎːlnoːst
suigrač	suǐɡraːt͡ʃ
sujetan	sǔjetan
sujeveran	sûjeʋeːran
sujeverje	sûjeʋeːrje
sujevernost	sujeʋěːrnoːst
sujevjeran	sûjeʋjeːran
sujevjerje	sûjeʋjeːrje
sujevjernost	sujeʋjěːrnoːst
sukladan	sǔkladan
sukladno	sǔkladno
suknja	sûkɲa
sukno	sǔːkno
sukob	sǔːkob
sukobiti	sukǒbiti
sukobljavati	sukobʎǎːʋati
sultanat	sultǎnaːt
sultanstvo	sultǎːnstʋo
sulud	sûluːd
sulundar	sulǔndaːr
suma	sûma
sumaglica	sǔmaɡlit͡sa
sumanut	sǔmaːnuːt
sumatra	sǔmatra
sumer	sǔmeːr
sumeranin	suměːranin
sumerski	sǔmeːrskiː
sumnja	sǔːmɲa
sumnjati	sǔːmɲati
sumnjiv	sǔmɲiʋ
sumnjivac	sǔmɲiʋat͡s
sumnjivo	nesǔmɲiʋ
sumnjičav	sǔmɲit͡ʃaʋ
sumnjičavo	sǔmɲit͡ʃaʋo
sumnjičavost	sǔmɲit͡ʃaʋoːst
sumnjičiti	sǔmɲit͡ʃiti
sumoran	sûmoːran
sumorno	sûmoːrno
sumpor	sûːmpor
sumrak	sûmraːk
sunce	sûːnt͡se
suncobran	sûnt͡sobraːn
suncostaj	sûnt͡sostaːj
sunovrat	sûnoʋraːt
sunuti	sǔːnuti
sunčanik	sunt͡ʃǎniːk
sunčati	sǔnt͡ʃati
suočavati	suot͡ʃǎːʋati
suočiti	suǒt͡ʃiti
sup	sûp
supa	sûpa
suparnik	sǔpaːrniːk
superioran	sûperioːran
superiorno	sûperioːrno
superiornost	superiǒːrnoːst
superlativ	sûperlatiːʋ
superlativan	sûperlatiːʋan
supersoničan	supersǒnit͡ʃan
supervizija	superʋǐːzija
supervizor	sûperʋiːzor
suprotan	sǔprotan
suprotstaviti	suprǒtstaʋiti
suprotstavljati	suprǒtstaʋʎati
suprug	sûpruɡ
supstanca	supstǎnt͡sa
supstancija	supstǎnt͡sija
supstitucija	supstitǔːt͡sija
supstrat	sǔpstraːt
suptilan	sûptiːlan
suptilno	sûptiːlno
sur	sûːr
surađivati	surad͡ʑǐːʋati
surjekcija	surjěkt͡sija
surla	sûːrla
surogat	sûroɡaːt
surov	sǔroʋ
surovo	sǔroʋo
surovost	sǔroʋoːst
surutka	sûrutka
survati	sǔrʋati
survavati	surʋǎːʋati
sused	sǔːsed
susedni	sǔːsedniː
susjed	sǔːsjed
susjedni	sǔːsjedniː
suspenzija	suspěnzija
susresti	sǔsresti
susret	sǔsret
susretati	sǔsretati
susretljiv	susrětʎiʋ
susretljivo	susrětʎiʋo
susretljivost	susrětʎiʋoːst
sustajati	sǔstajati
sustanar	sûstanaːr
sustanarka	sûstanaːrka
sustati	sǔstati
sustav	sǔːstaʋ
sustavan	sǔːstaːʋan
sustavno	sǔːstaːʋno
sustignuti	sǔstiɡnuti
sustizati	sǔstizati
sustići	sǔstit͡ɕi
sutkinja	sûtkiɲa
suton	sǔːton
sutra	sûtra
sutradan	sutrǎdaːn
sutrašnji	sǔtraʃɲiː
sutrašnjica	sǔtraʃɲit͡sa
suv	sûːʋ
suvenir	suʋěniːr
suveren	suʋěreːn
suveren	sǔʋeren
suverenitet	suʋerenǐteːt
suvereno	sǔʋereno
suverenost	sǔʋerenoːst
suvisao	sǔʋisao
