'day	daɪ̯
distribusyon	dɪstɾɪbʊʃon
distrito	dɪstɾito
disyembre	dɪʃembɾe
dita	ditɐʔ
dita	dɪtaʔ
ditdit	dɪtdit
ditse	dɪt͡ʃe
diwa	diwɐ
diwa	diwɐʔ
diwang	diwɐŋ
diwata	dɪwatɐʔ
diyabetes	dɪɐbetes
diyabetes	d͡ʒɐbetɪs
diyabetiko	dɪɐbetɪxo
diyablo	d͡ʒablo
diyakono	d͡ʒaxono
diyalekto	dɪɐlekto
diyalogo	d͡ʒaloɰo
diyamante	dɪɐmante
diyametro	dɪɐmetɾo
diyametro	d͡ʒametɾo
diyan	dɪʔan
diyan	d͡ʒan
diyan	d͡ʒɐʔan
diyaryo	d͡ʒaɾjo
diyes	d͡ʒes
diyes	d͡ʒɪs
diyeta	d͡ʒetɐ
diyos	d͡ʒos
diyosa	d͡ʒosɐ
diyosesis	d͡ʒosesis
doktora	doktoɾɐ
doktrina	doktɾinɐ
dokumentado	doxʊmentado
dokumentaryo	doxʊmentaɾjo
dokumentasyon	doxʊmentɐʃon
dokumento	doxʊmento
dolar	dolɐɾ
domantay	domantaɪ̯
dominado	domɪnado
dominante	domɪnante
dominikano	domɪnɪxano
domino	domɪno
donasyon	donɐʃon
donat	donɐt
dormitoryo	doɾmɪtoɾjo
dosena	dosenɐ
dosis	dosɪs
dosyentos	doʃentos
dragon	dɾɐɰon
drakula	dɾaxʊlɐ
drama	dɾamɐ
dramatiko	dɾɐmatɪxo
droga	dɾoɰɐ
drowing	dɾowɪŋ
duag	dwaɡ
dubdob	dʊbdob
duda	dudɐ
dueñas	dueɲɐs
dugas	duɰɐs
dugo	dʊɰoʔ
dugong	duɰoŋ
dugso	dʊɡsoʔ
dugtong	dʊɡtoŋ
duguan	dʊɰʊʔan
dugyot	dʊɡjot
duhagi	dʊhaɰɪ
duhagi	dʊhɐɰi
duhakay	dʊhaxaɪ̯
duhambindahon	dʊhɐmbɪndahon
duhandas	dʊhɐndas
duhansipat	dʊhɐnsipɐt
duhasik	dʊhasɪk
duhat	duhɐt
duhol	dʊhol
dukado	dʊxado
dukal	dʊxal
duke	duxe
dukesa	dʊxesɐ
dukha	dʊkhaʔ
dukot	duxot
dukwang	dʊkwaŋ
dukwangin	dʊkwɐŋin
dula	dulɐʔ
dula	dʊlaʔ
dulaan	dulaɐn
dulang	dulɐŋ
dulang	dʊlaŋ
dulas	dʊlas
dulay	dulaɪ̯
duldol	dʊldol
duling	dʊliŋ
dulis	dulɪs
dulit	dulɪt
dulog	dʊloɡ
dulos	dʊlos
dulugan	duluɰɐn
dulugan	dʊlʊɰan
duluhan	dʊluhɐn
dumaan	dʊmɐʔan
dumagit	dʊmaɰɪt
dumagsin	dʊmɐɡsin
dumaguete	dʊmɐɰete
dumaguing	dʊmaɰɪŋ
dumal	dumɐl
dumalaw	dʊmalaʊ̯
dumali	dʊmɐliʔ
dumapa	dʊmɐpaʔ
dumating	dʊmɐtiŋ
dumausdos	dʊmɐʔʊsdos
dumi	dʊmi
dumighay	dʊmɪɡhaɪ̯
dumihan	dumihɐn
dumihan	dʊmɪhan
dumilim	dʊmɪlim
dumlao	dumlɐo
dumog	dʊmoɡ
dumpit	dumpɪt
dumugo	dʊmʊɰoʔ
dumukot	dʊmuxot
dumulas	dʊmʊlas
dumumi	dʊmʊmi
dumungaw	dʊmuŋaʊ̯
dumura	dʊmʊɾaʔ
dungaw	duŋaʊ̯
dunggol	dʊŋɡol
dunggot	dʊŋɡot
dungis	duŋɪs
dungon	dʊŋon
dupa	dʊpaʔ
dupikal	dʊpɪxal
dupil	dupɪl
dura	dʊɾaʔ
durante	dʊɾante
durian	dʊɾjan
durog	dʊɾoɡ
durugista	dʊɾʊɰistɐ
durungawan	duɾʊŋɐwan
duryan	dʊɾjan
dusa	dusɐ
dusdos	dʊsdos
dusing	dusɪŋ
dusta	dʊstaʔ
dutaan	dutɐʔɐn
dutaliknayan	dʊtɐlɪknajɐn
dutdot	dʊtdot
dutdutin	dʊtdʊtin
duwag	dwaɡ
duwende	dwende
duyan	dujɐn
dy	dɪ
dyahe	d͡ʒahe
dyaket	d͡ʒaxet
dyanitor	d͡ʒanɪtoɾ
dyaryo	d͡ʒaɾjo
dyas	d͡ʒɐs
dyip	d͡ʒɪp
dyipni	d͡ʒipnɪ
dyologin	d͡ʒoloɰɪn
dyologs	d͡ʒoloɡs
dyudo	d͡ʒudo
dyumologs	d͡ʒʊmoloɡs
eba	ʔebɐ
ebak	ʔebɐk
ebakwasyon	ʔebɐkwɐʃon
ebanghelista	ʔebɐŋhelistɐ
ebanghelyo	ʔebɐŋheljo
ebaporada	ʔebɐpoɾadɐ
ebidensiya	ʔebɪdenʃa
ebidensya	ʔebɪdenʃɐ
ebolusyon	ʔebolʊʃon
echevarria	ʔet͡ʃebaɾjɐ
edipisyo	ʔedɪpiʃo
edisyon	ʔedɪʃon
editoryal	ʔedɪtoɾjal
edukada	ʔedʊxadɐ
edukado	ʔedʊxado
edukasyon	ʔedʊxɐʃon
ehekutibo	ʔehexʊtibo
ehersisyo	ʔeheɾsiʃo
ehersito	ʔeheɾsɪto
ekipahe	ʔexɪpahe
ekis	ʔexɪs
ekisan	ʔexisɐn
ekonomista	ʔexonomistɐ
ekonomiya	ʔexonomiɐ
eksaherado	ʔeksɐheɾado
eksaherasyon	ʔeksɐheɾɐʃon
eksaminador	ʔeksɐmɪnɐdoɾ
eksena	ʔeksenɐ
eksklusibo	ʔeksklʊsibo
eksklusyon	ʔeksklʊʃon
eksperimento	ʔekspeɾɪmento
eksplanasyon	ʔeksplɐnɐʃon
ekspresyon	ʔekspɾeʃon
ektarya	ʔektaɾjɐ
ekwador	ʔekwɐdoɾ
elaborasyon	ʔelɐboɾɐʃon
elamparo	ʔelɐmpaɾo
elastiko	ʔelastɪxo
elegansiya	ʔeleɰanʃa
elegante	ʔeleɰante
elehiya	ʔelehiɐ
eleksiyon	ʔelekʃon
elektrisidad	ʔelektɾɪsɪdad
elektrisista	ʔelektɾɪsistɐ
eliseo	ʔelɪsejo
elizaga	ʔelɪsaɰɐ
embahada	ʔembɐhadɐ
embahador	ʔembɐhɐdoɾ
embalsama	ʔembɐlsɐma
embalsamador	ʔembɐlsɐmɐdoɾ
emiko	ʔemixo
emosyon	ʔemoʃon
emosyonal	ʔemoʃonal
empake	ʔempaxe
emperador	ʔempeɾɐdoɾ
emperadora	ʔempeɾɐdoɾɐ
emperatris	ʔempeɾɐtɾis
encarnado	ʔeŋkɐɾnado
encinas	ʔensinɐs
endaya	ʔendajɐ
enerhiya	ʔeneɾhiɐ
engganyo	ʔeŋɡaɲo
engkuwentro	ʔeŋkwentɾo
ensaymada	ʔensaɪ̯madɐ
ensemada	ʔensemadɐ
ensiklopedya	ʔensɪkloped͡ʒɐ
entrada	ʔentɾadɐ
entusyasmo	ʔentʊʃɐsmo
epal	ʔepɐl
epidemia	ʔepɪdemjɐ
epidemya	ʔepɪdemjɐ
epiko	ʔepɪxo
epilepsiya	ʔepɪlepʃa
epistemolohiya	ʔepɪstemolohiɐ
episyente	ʔepɪʃente
eredera	ʔeɾedeɾɐ
erehiya	ʔeɾehiɐ
ermita	ʔeɾmitɐ
ermitanyo	ʔeɾmɪtaɲo
escalona	ʔeskɐlonɐ
esena	ʔesenɐ
esguerra	ʔesɡeɾɾɐ
eskabetse	ʔeskɐbet͡ʃe
eskalador	ʔeskɐlɐdoɾ
eskandalo	ʔeskandɐlo
eskandalosa	ʔeskɐndɐlosɐ
eskandaloso	ʔeskɐndɐloso
eskaparate	ʔeskɐpɐɾate
eskapularyo	ʔeskɐpʊlaɾjo
eskina	ʔeskinɐ
eskinita	ʔeskɪnitɐ
eskoba	ʔeskobɐ
eskosya	ʔeskoʃɐ
eskriba	ʔeskɾibɐ
eskrima	ʔeskɾimɐ
eskultor	ʔeskʊltoɾ
eskultura	ʔeskʊltuɾɐ
eskuwela	ʔeskwelɐ
eskuwelahan	ʔeskwelɐhan
eskwela	ʔeskwelɐ
eslobakya	ʔeslobakjɐ
eslobenya	ʔeslobeɲɐ
esmeralda	ʔesmeɾaldɐ
esmeril	ʔesmeɾɪl
esopago	ʔesopɐɰo
espada	ʔespadɐ
espadahan	ʔespɐdɐhan
espantaho	ʔespɐntaho
espanya	ʔespaɲɐ
espanyol	ʔespɐɲol
espanyola	ʔespɐɲolɐ
esparago	ʔespaɾɐɰo
espasol	ʔespɐsol
espasyo	ʔespaʃo
españa	ʔespaɲɐ
esperma	ʔespeɾmɐ
espesyal	ʔespeʃal
espesyalista	ʔespeʃɐlistɐ
espina	ʔespinɐ
espinaka	ʔespɪnaxɐ
espinoza	ʔespɪnosɐ
espiritu	ʔespiɾɪtu
espiritwalidad	ʔespɪɾɪtwɐlɪdad
espiya	ʔespiɐ
espiya	ʔespja
espongha	ʔespoŋhɐ
estabillo	ʔestɐbillo
establisimiyento	ʔestɐblɪsɪmjento
establisimyento	ʔestɐblɪsɪmjento
estampa	ʔestampɐ
estampita	ʔestɐmpitɐ
estapa	ʔestapɐ
estapador	ʔestɐpɐdoɾ
estasyon	ʔestɐʃon
estatwa	ʔestatwɐ
estola	ʔestolɐ
estonya	ʔestoɲɐ
estrada	ʔestɾadɐ
estratehiko	ʔestɾɐtehɪxo
estratehiya	ʔestɾɐtehiɐ
estratehiya	ʔestɾɐtehɪa
estrella	ʔestɾellɐ
estronsiyo	ʔestɾonʃo
estruktura	ʔestɾʊktuɾɐ
estudyante	ʔestʊd͡ʒante
etika	ʔetɪxa
etiyopiya	ʔetɪopiɐ
eugenio	jʊheɲo
eva	ʔebɐ
ewan	ʔewɐn
eyre	ʔeɪ̯ɾe
ezra	ʔesɾɐ
fabregas	fabɾeɰɐs
fajardo	pɐhaɾdo
faltado	fɐltado
felicidad	felɪsɪdad
ferriols	feɾɾɪols
figueras	pɪɰeɾɐs
figueroa	fɪɰeɾoɐ
filipina	fɪlɪpinɐ
filipinas	fɪlɪpinɐs
filipino	fɪlɪpino
flora	floɾɐ
fojas	pohɐs
fonacier	fonasɪeɾ
fontelera	fonteleɾɐ
fontillas	pontiljɐs
forteza	foɾtesɐ
franco	fɾaŋko
frias	fɾɪɐs
fronda	fɾondɐ
fuentebella	pʊentebeljɐ
fulgencio	fʊlhenʃo
fung	fʊŋ
furagganan	fʊɾɐɡɡanɐn
ga	ɡɐ
gaan	ɡɐʔan
gaano	ɡɐʔano
gaano	ɡɐʔɐno
gaas	ɡɐʔas
gaban	ɡɐban
gabay	ɡɐbaɪ̯
gabi	ɡabɪ
gabi	ɡɐbi
gabiana	ɡɐbiɐnɐ
gabinete	ɡɐbɪnete
gabok	ɡɐbok
gabon	ɡɐbon
gabriel	ɡɐbɾjel
gabrielle	ɡɐbɾielle
gabya	ɡabjɐ
gacula	ɡɐxulɐ
gacusan	ɡɐxusɐn
gacutan	ɡɐxutɐn
gadgad	ɡɐdɡad
gadya	ɡɐd͡ʒa
gaffud	ɡaffʊd
gaga	ɡaɰɐ
gaga	ɡɐɰa
gagad	ɡɐɰad
gagamba	ɡɐɰɐmba
gagapang	ɡɐɰapɐŋ
gagapang	ɡɐɰɐpaŋ
gago	ɡaɰo
gaguhin	ɡɐɰuhɪn
gahak	ɡahɐk
gahak	ɡɐhak
gahaman	ɡɐhamɐn
gahaman	ɡɐhɐman
gahasa	ɡɐhasɐʔ
gahasa	ɡɐhɐsaʔ
gahi	ɡahɪʔ
gahi	ɡɐhiʔ
gahol	ɡɐhol
gahum	ɡɐhum
gahumay	ɡɐhumaɪ̯
gakgak	ɡɐkɡak
gala	ɡalɐ
gala	ɡalɐʔ
gala	ɡɐlaʔ
galabok	ɡɐlɐbok
galagala	ɡɐlɐɰalɐ
galagala	ɡɐlɐɰɐla
galaiti	ɡɐlɐʔitɪ
galak	ɡɐlak
galakgak	ɡɐlɐkɡak
galalan	ɡɐlalɐn
galalan	ɡɐlɐlan
galamay	ɡɐlɐmaɪ̯
galang	ɡalɐŋ
galang	ɡɐlaŋ
galanggalangan	ɡɐlaŋɡɐlɐŋan
galante	ɡɐlante
galapong	ɡɐlɐpoŋ
galauran	ɡɐlɐʔuɾɐn
galaw	ɡalaʊ̯
galaw	ɡɐlaʊ̯
galawan	ɡɐlawɐn
galawgaw	ɡɐlaʊ̯ɰaʊ̯
galawin	ɡɐlɐwin
gales	ɡɐles
galgal	ɡɐlɡal
galing	ɡalɪŋ
galing	ɡɐliŋ
galis	ɡɐlis
galit	ɡalɪt
galit	ɡɐlit
galitin	ɡɐlitɪn
galon	ɡɐlon
galugad	ɡɐluɰɐd
galugad	ɡɐlʊɰad
galunggong	ɡɐlʊŋɡoŋ
galusgos	ɡɐlʊsɡos
gamay	ɡamaɪ̯
gamay	ɡɐmaɪ̯
gambagamba	ɡɐmbaɰɐmba
gambala	ɡɐmbalɐʔ
gambala	ɡɐmbɐlaʔ
gambang	ɡɐmbaŋ
gambi	ɡɐmbi
gamboa	ɡɐmboɐ
gambol	ɡɐmbol
gamit	ɡamɪt
gamit	ɡɐmit
gamot	ɡɐmot
gamugamo	ɡɐmuɰɐmo
gamutin	ɡɐmʊtin
gan	ɡɐn
gana	ɡanɐ
gana	ɡɐna
ganap	ɡɐnap
gancayco	ɡɐŋkaɪ̯xo
gangsa	ɡɐŋsa
gangsal	ɡɐŋsal
ganid	ɡanɪd
ganire	ɡɐnɪɾe
ganiri	ɡɐnɪɾi
ganito	ɡɐnɪto
ganiyan	ɡɐɲan
ganoon	ɡɐnon
ganoon	ɡɐnoʔon
gansa	ɡansɐ
gansa	ɡɐnsaʔ
gansal	ɡɐnsal
ganta	ɡantɐ
ganta	ɡɐnta
ganti	ɡɐnti
gantihan	ɡantihɐn
gantihan	ɡɐntɪhan
gantimpala	ɡɐntɪmpalɐʔ
ganyak	ɡɐɲak
ganyan	ɡɐɲan
gao	ɡɐo
gaong	ɡɐʔoŋ
gapang	ɡapɐŋ
gapang	ɡɐpaŋ
gapi	ɡapɪʔ
gapi	ɡɐpiʔ
gapo	ɡɐpo
gapo	ɡɐpoʔ
gapok	ɡɐpok
gapong	ɡɐpoŋ
gapos	ɡɐpos
gara	ɡaɾɐʔ
garahe	ɡɐɾahe
garalde	ɡɐɾalde
garapal	ɡɐɾɐpal
garapata	ɡɐɾɐpatɐ
garapon	ɡɐɾɐpon
garay	ɡaɾaɪ̯
garay	ɡɐɾaɪ̯
garbansos	ɡɐɾbansos
garchitorena	ɡɐɾt͡ʃɪtoɾenɐ
garcia	ɡɐɾsiɐ
garciano	ɡɐɾsiɐno
garil	ɡaɾɪl
garil	ɡɐɾil
garing	ɡaɾɪŋ
garote	ɡɐɾote
garupa	ɡɐɾupɐ
gas	ɡɐs
gascon	ɡɐskon
gasela	ɡɐselɐ
gasera	ɡɐseɾɐ
gaseta	ɡɐsetɐ
gasgas	ɡɐsɡas
gasino	ɡɐsino
gaslaw	ɡɐslaʊ̯
gaso	ɡɐso
gasolina	ɡɐsolinɐ
gasolinahan	ɡɐsolɪnɐhan
gaspang	ɡɐspaŋ
gasta	ɡɐsta
gastador	ɡɐstɐdoɾ
gastadora	ɡɐstɐdoɾɐ
gastusin	ɡastʊsin
gastusin	ɡɐstusɪn
gat	ɡɐt
gata	ɡɐtaʔ
gatang	ɡatɐŋ
gatas	ɡatɐs
gatbonton	ɡɐtbonton
gatchalian	ɡɐtt͡ʃaljɐn
gatid	ɡatɪd
gatilyo	ɡɐtiljo
gatlang	ɡɐtlaŋ
gatos	ɡɐtos
gawa	ɡɐwaʔ
gawad	ɡawɐd
gawain	ɡawaʔɪn
gawain	ɡɐwain
gawain	ɡɐwɐʔin
gawak	ɡawɐk
gawak	ɡɐwak
gawalagad	ɡɐwɐlɐɰad
gawan	ɡɐwan
gawangan	ɡɐwaŋɐn
gaway	ɡawaɪ̯
gawgaw	ɡaʊ̯ɰaʊ̯
gawi	ɡawɪʔ
gawi	ɡɐwi
gawi	ɡɐwiʔ
gawin	ɡɐwin
gawis	ɡawɪs
gaya	ɡajɐ
gayak	ɡɐjak
gayang	ɡajɐŋ
gayari	ɡɐjɐɾi
gayas	ɡajɐs
gayas	ɡɐjas
gayat	ɡajɐt
gayon	ɡɐjon
gayot	ɡɐjot
gayuma	ɡɐjumɐ
gayumahin	ɡɐjʊmahɪn
gayundin	ɡɐjʊndin
gayunman	ɡɐjʊmman
gera	ɡeɾɐ
gerilya	ɡeɾiljɐ
gerodias	d͡ʒeɾod͡ʒɐs
gets	ɡet͡s
giba	ɡɪbaʔ
gibang	ɡibɐŋ
gibay	ɡibaɪ̯
gibik	ɡɪbik
giggi	ɡɪɡɡiʔ
gigil	ɡiɰɪl
gigil	ɡɪɰil
giginto	ɡɪɰɪntoʔ
giit	ɡiɪt
giit	ɡɪit
gikla	ɡɪklaʔ
gilagid	ɡɪlaɰɪd
gilagiran	ɡɪlɐɰiɾɐn
gilas	ɡilɐs
gilgil	ɡɪlɡil
gili	ɡɪli
gilib	ɡɪlib
gilid	ɡilɪd
gilik	ɡilɪk
giling	ɡilɪŋ
giling	ɡɪliŋ
gilit	ɡilɪt
gilit	ɡɪlit
giliw	ɡilɪʊ̯
gilong	ɡɪloŋ
gilyotina	ɡɪljotinɐ
gimbal	ɡɪmbal
gimik	ɡimɪk
ginang	ɡinɐŋ
ginataan	ɡɪnɐtɐʔan
ginatan	ɡɪnɐtan
ginaw	ɡɪnaʊ̯
ginawin	ɡɪnɐwin
ginhawa	ɡɪŋhawɐ
gining	ɡinɪŋ
ginintuan	ɡɪnɪntʊʔan
ginip	ɡinɪp
ginisa	ɡɪnɪsa
ginoo	ɡɪnoʔo
ginto	ɡɪntoʔ
gipalpal	ɡɪpɐlpal
gipit	ɡɪpit
gipo	ɡɪpoʔ
gipos	ɡɪpos
girimpula	ɡɪɾɪmpʊla
gisa	ɡɪsa
gisado	ɡɪsado
gisahin	ɡɪsɐhin
gisantes	ɡɪsantes
gisi	ɡisɪʔ
gisi	ɡɪsiʔ
gising	ɡisɪŋ
gising	ɡɪsiŋ
gitang	ɡɪtaŋ
gitara	ɡɪtaɾɐ
gitarista	ɡɪtɐɾistɐ
gitata	ɡɪtatɐʔ
gitata	ɡɪtɐtaʔ
gitgit	ɡɪtɡit
giting	ɡitɪŋ
gitisig	ɡɪtisɪɡ
gitla	ɡɪtlaʔ
gitlapi	ɡɪtlapɪʔ
gitlawas	ɡɪtlawɐs
gitling	ɡɪtliŋ
gitna	ɡɪtnaʔ
gituldok	ɡɪtʊldok
giwa	ɡiwɐʔ
giwang	ɡewɐŋ
giwang	ɡiwɐŋ
giya	ɡiɐ
giyera	ɡjeɾɐ
gladyador	ɡlɐd͡ʒɐdoɾ
gliserina	ɡlɪseɾinɐ
gobernador	ɡobeɾnɐdoɾ
gobernadora	ɡobeɾnɐdoɾɐ
godoy	ɡodoɪ̯
golondrina	ɡolondɾinɐ
goma	ɡomɐ
gorilya	ɡoɾiljɐ
gotiko	ɡotɪxo
graba	ɡɾabɐ
gradweyt	ɡɾadweɪ̯t
gramatika	ɡɾɐmatɪxa
granada	ɡɾɐnadɐ
grapito	ɡɾɐpito
grasa	ɡɾasɐ
grasya	ɡɾaʃɐ
gresya	ɡɾeʃɐ
griyego	ɡɾjeɰo
grumadweyt	ɡɾʊmadweɪ̯t
guanzon	ɡuɐnson
gubat	ɡubɐt
guerra	ɡeɾɐ
gugo	ɡuɰoʔ
gugol	ɡuɰol
guham	ɡʊham
guhit	ɡuhɪt
guho	ɡʊhoʔ
guimaras	ɡɪmɐɾas
gukgok	ɡʊkɡok
gulaman	ɡʊlamɐn
gulang	ɡulɐŋ
gulangan	ɡʊlaŋɐn
gulangan	ɡʊlɐŋan
gulanit	ɡʊlɐnit
gulantang	ɡʊlɐntaŋ
gulat	ɡulɐt
gulat	ɡʊlat
gulay	ɡulaɪ̯
gulo	ɡʊlo
gulo	ɡʊloʔ
gulod	ɡʊlod
gulong	ɡʊloŋ
gulpi	ɡʊlpi
guluhin	ɡʊlʊhin
gulunggulungan	ɡʊlʊŋɡʊluŋɐn
gulyabaw	ɡʊljabaʊ̯
gulyasan	ɡʊljasɐn
gumagad	ɡʊmɐɰad
gumagapang	ɡʊmɐɰapɐŋ
gumala	ɡʊmalɐʔ
gumalaw	ɡʊmɐlaʊ̯
gumaling	ɡɐɰɐliŋ
gumamela	ɡʊmɐmelɐ
gumamit	ɡʊmamɪt
gumanap	ɡʊmɐnap
gumanda	ɡʊmɐnda
gumapac	ɡʊmapɐk
gumapang	ɡʊmapɐŋ
gumastos	ɡʊmɐstos
gumawa	ɡʊmɐwaʔ
gumayak	ɡʊmɐjak
gumi	ɡumɪ
gumi	ɡumɪʔ
gumi	ɡʊmi
gumilid	ɡʊmilɪd
gumimik	ɡʊmimɪk
gumiran	ɡʊmiɾɐn
gumising	ɡʊmisɪŋ
gumuho	ɡʊmuhoʔ
gumulang	ɡʊmulɐŋ
gumulo	ɡʊmʊlo
gumulong	ɡʊmuloŋ
gumuwapo	ɡʊmwɐpo
gunaw	ɡunaʊ̯
gunaw	ɡʊnaʊ̯
gunggong	ɡʊŋɡoŋ
guni	ɡʊni
guniguni	ɡʊniɰʊni
gunimbilang	ɡʊnɪmbilɐŋ
gunita	ɡʊnɪtaʔ
guno	ɡʊno
gunot	ɡʊnot
gunting	ɡʊntiŋ
gupiling	ɡʊpilɪŋ
gupit	ɡʊpit
gupo	ɡʊpoʔ
gurami	ɡʊɾamɪ
gurlis	ɡʊɾlis
guro	ɡʊɾoʔ
gusali	ɡʊsalɪʔ
gusgos	ɡʊsɡos
gusgusin	ɡʊsɡusɪn
gusi	ɡusɪʔ
gusilaw	ɡʊsilaʊ̯
gusot	ɡʊsot
gusto	ɡʊsto
gutay	ɡʊtaɪ̯
gutom	ɡʊtom
gutoy	ɡʊtoɪ̯
guwano	ɡwɐno
guwantes	ɡwɐntes
guwapa	ɡwɐpɐ
guwapo	ɡwɐpo
guwardakosta	ɡwaɾdɐxostɐ
guwardiya	ɡwaɾd͡ʒa
guwatemala	ɡʊɐtemalɐ
guya	ɡujɐʔ
guyabano	ɡʊjɐbano
guyam	ɡujɐm
guyana	ɡʊjanɐ
guzman	ɡʊsman
ha	hɐ
haba	habɐ
haba	habɐʔ
haba	hɐbaʔ
habag	hɐbaɡ
habagat	hɐbaɰɐt
habambuhay	hɐbɐmbuhaɪ̯
haban	hɐban
habang	habɐŋ
habang	hɐbaŋ
habhab	habhɐb
habi	habɪ
habi	habɪʔ
habi	hɐbi
habid	hɐbid
habilin	hɐbilɪn
habilog	hɐbɪloɡ
habitsuwelas	hɐbɪt͡ʃʊelɐs
habla	hɐbla
hablot	hɐblot
habol	hɐbol
habonera	hɐboneɾɐ
habonero	hɐboneɾo
habonete	hɐbonete
habubos	hɐbubos
habulin	hɐbulɪn
hadlang	hɐdlaŋ
hagad	haɰɐd
hagahas	hɐɰɐhas
hagak	haɰɐk
hagak	hɐɰak
hagakhak	hɐɰɐkhak
hagap	haɰɐp
hagdan	hɐɡdan
hagdanan	hɐɡdanɐn
hagdanan	hɐɡdɐnan
hagibis	hɐɰibɪs
hagibis	hɐɰɪbis
hagikgik	hɐɰɪkɡik
hagilap	hɐɰilɐp
hagip	hɐɰip
hagis	haɰɪs
hagkan	hɐɡkan
hagod	haɰod
hagod	hɐɰod
hagok	haɰok
hagonoy	hɐɰonoɪ̯
hagulgol	hɐɰʊlɡol
hagulhol	hɐɰʊlhol
hagunoy	hɐɰunoɪ̯
hagupit	hɐɰʊpit
haha	hahɐʔ
haha	hɐha
haha	hɐhaʔ
hahagkan	hahɐɡkan
hain	haʔɪn
haka	haxɐʔ
hakay	hɐxaɪ̯
hakbang	hɐkbaŋ
hakhak	hɐkhak
haklit	hɐklit
hakot	haxot
hakot	hɐxot
halaan	hɐlaʔɐn
halaan	hɐlɐʔan
halabos	hɐlɐbos
halaga	hɐlɐɰa
halak	hɐlak
halakhak	hɐlɐkhak
halal	hɐlal
halalan	hɐlalɐn
halaman	hɐlamɐn
halang	halɐŋ
halang	hɐlaŋ
halangan	hɐlaŋɐn
halari	hɐlaɾɪʔ
halas	halɐs
halasan	hɐlasɐn
halata	hɐlɐtaʔ
halay	halaɪ̯
halayhay	hɐlɐjhaɪ̯
halea	haleɐ
halea	hɐleja
halhal	hɐlhal
halibhib	hɐlɪbhib
haligi	hɐliɰɪ
haligutgot	hɐlɪɰʊtɡot
halihaw	hɐlihaʊ̯
halik	hɐlik
halika	hɐlixɐ
halika	hɐlɪxa
halikan	halixɐn
halikan	hɐlɪxan
halili	hɐlilɪ
halili	hɐlɪli
halimaw	hɐlimaʊ̯
halimbawa	hɐlɪmbawɐʔ
halimunmon	hɐlɪmʊmmon
halimuyak	hɐlɪmujɐk
halina	hɐlinɐ
haling	halɪŋ
haling	hɐliŋ
halintulad	hɐlɪntulɐd
halip	hɐlip
haliparot	hɐlɪpaɾot
haliparot	hɐlɪpɐɾot
haliryo	hɐlɪɾjo
halo	hɐlo
halo	hɐloʔ
haltak	hɐltak
halubid	hɐlʊbid
halubilo	hɐlʊbilo
halughog	hɐlʊɡhoɡ
halukay	hɐluxaɪ̯
halukay	hɐlʊxaɪ̯
halukipkip	hɐlʊxɪpkip
halumigmig	hɐlʊmɪɡmiɡ
halungkat	hɐlʊŋkat
hamak	hamɐk
hamayka	hɐmaɪ̯xɐ
hambalang	hɐmbalɐŋ
hambalos	hɐmbalos
hambaw	hɐmbaʊ̯
hambing	hɐmbiŋ
hambo	hɐmbo
hambog	hɐmboɡ
hamil	hamɪl
hamil	hɐmil
hamog	hɐmoɡ
hamon	hɐmon
hampas	hɐmpas
hampaslupa	hɐmpaslupɐʔ
hampol	hɐmpol
hanako	hɐnaxo
hanap	hanɐp
hanapbuhay	hɐnɐpbuhaɪ̯
hanapin	hɐnapɪn
hanay	hanaɪ̯
hanayan	hɐnajɐn
hanayan	hɐnɐjan
handa	hɐndaʔ
handak	hɐndak
handalapak	hɐndɐlɐpak
handog	hɐndoɡ
handusay	hɐndʊsaɪ̯
hanga	haŋɐ
hanga	haŋɐʔ
hangad	hɐŋad
hangal	haŋɐl
hangal	hɐŋal
hangarin	hɐŋaɾɪn
hangarin	hɐŋɐɾin
hanggan	hɐŋɡan
hangganan	hɐŋɡanɐn
hangganan	hɐŋɡɐnan
hanggang	hɐŋɡaŋ
hangin	haŋɪn
hanginsigan	hɐŋɪnsiɰɐn
hangintigilan	hɐŋɪntiɰilɐn
hango	hɐŋoʔ
hangos	hɐŋos
hanip	hanɪp
hantik	hɐntik
hantikan	hɐntixɐn
hantong	hɐntoŋ
hantungan	hɐntuŋɐn
hantungan	hɐntʊŋan
hanunuo	hanʊnuʔo
hapag	hɐpaɡ
hapak	hɐpak
hapdi	hɐpdiʔ
hapin	hɐpin
hapis	hapɪs
hapis	hɐpis
hapit	hapɪt
hapit	hɐpit
haplos	hɐplos
hapo	hɐpoʔ
hapon	hɐpon
hapones	hɐpones
haponesa	hɐponesɐ
hapunan	hɐpunɐn
hapunan	hɐpʊnan
harakiri	hɐɾɐxiɾɪ
harana	hɐɾanɐ
harang	haɾɐŋ
harang	hɐɾaŋ
harap	hɐɾap
harapan	haɾapɐn
harapan	hɐɾɐpan
haraya	hɐɾajɐʔ
hardin	hɐɾdin
hardinera	hɐɾdɪneɾɐ
hardinero	hɐɾdɪneɾo
hari	haɾɪ
hari	haɾɪʔ
haribon	haɾɪbon
harimanawari	haɾɪmɐnɐwaɾɪʔ
harina	hɐɾinɐ
haro	hɐɾo
harot	hɐɾot
haruko	hɐɾuxo
harurot	hɐɾuɾot
hasa	hasɐʔ
hasa	hɐsaʔ
hasain	hɐsaʔɪn
hasang	hasɐŋ
hasik	hɐsik
hasinto	hɐsinto
hasmin	hɐsmin
haso	hɐsoʔ
