'ch	χ
ddeuddegfed	ðeɨ̯ðɛɡvɛd
ddigon	ðɪɡɔn
ddigwydd	ðɪɡwɨ̞ð
ddim	m
ddim	ðɪm
ddim	əm
ddiod	ðiːɔd
ddod	ðoːd
ddoe	ðoːɨ̯
ddoi	ðɔi̯
ddoli	ðɔli
ddolis	ðɔlɪs
ddolur	ðɔlɨ̞r
ddos	ðoːs
ddrama	ðrama
ddringo	ðrɪŋɔ
ddrud	ðrɨːd
dduw	ðɨu̯
ddweud	ðweɨ̯d
ddwfr	ðʊvr
ddwylo	ðʊɨ̯lɔ
ddwywaith	ðʊɨ̯wai̯θ
ddwywaith	ðʊɨ̯wɛθ
ddyn	ðɨːn
ddysgu	ðəsɡɨ̞
ddôn	ðoːn
de	deː
deall	dɛaɬ
deall	dɨ̞aɬ
debyg	dɛbɨ̞ɡ
debyg	dɛbɪɡ
decaf	dɛkav
dechrau	dɛχra
dechrau	dɛχraɨ̯
dechrau	dɛχrɛ
deddfu	dɛðvɨ
deffro	dɛfrɔ
deffry	dɛfrɨ
defnydd	dɛvnɨ̞ð
defnyddiau	dɛvnəðja
defnyddiau	dɛvnəðjaɨ̯
defnyddiau	dɛvnəðjɛ
defnyddio	dɛvnəðjɔ
defnyddiwr	dɛvnəðjʊr
deg	deːɡ
deg ar hugain	deːɡarhɪɡai̯n
degan	dɛɡan
degau	dɛɡa
degau	dɛɡaɨ̯
degau	dɛɡɛ
degfed	dɛɡvad
degfed	dɛɡvɛd
dei	dei̯
deigr	dei̯ɡr
deigrod	dei̯ɡrɔd
deigryn	dei̯ɡrɨn
deil	dei̯l
deildai	dei̯ldai̯
deildy	dei̯ldɨ
deilen	dei̯lan
deilen	dei̯lɛn
deiliad	dei̯ljad
deiliadaeth	dei̯ljadaɨ̯θ
deiliadaeth	dei̯ljadɛθ
deiliadaethau	dei̯ljadeɨ̯θa
deiliadaethau	dei̯ljadeɨ̯θaɨ̯
deiliadaethau	dei̯ljadeɨ̯θɛ
deiliaid	dei̯ljai̯d
deiliaid	dei̯ljɛd
deirw	dei̯ru
deisen	dei̯san
deisen	dei̯sɛn
deisen	dei̯ʃan
deisen	dei̯ʃɛn
deisen	dɪʃan
deisen	dɪʃɛn
delais	dɛlai̯s
deledu	dɛlɛdɨ
delem	deːlɛm
delem	dɛlɛm
delen	dɛlɛn
delent	deːlɛnt
delent	dɛlɛnt
deler	dɛlɛr
deles	dɛlɛs
delet	dɛlɛt
delfryd	dɛlvrɨ̞d
deli	dɛlɨ̞
delir	dɛlɪt
delit	dɛlɪt
delo	dɛlɔ
delom	dɛlɔm
delw	dɛlu
delyn	dɛlɨn
delynor	dɛlənɔr
delynores	dɛlənɔras
delynores	dɛlənɔrɛs
delysg	dɛlɨ̞sɡ
denfyn	dɛnvɨ̞n
deng	deːŋ
dengys	dɛŋɡɨ̞s
dengys	dɛŋɨ̞s
denmarc	dɛnmark
denu	dɛnɨ
derbyn	dɛrbɨ̞n
derbynfa	dɛrbənva
derbyniad	dɛrbənjad
derbynneb	dɛrbənɛb
derbynnydd	dɛrbənɨ̞ð
derbynnydd	dɛrbənɪð
deri	dɛri
derw	dɛru
derwen	dɛrwɛn
derwydd	dɛrwɨ̞ð
derwyddiaeth	dɛrwəðjaɨ̯θ
derwyddiaeth	dɛrwəðjɛθ
des	deːs
desen	dɛsɛn
deses	dɛsɛs
deset	ðɛsɛt
dest	dɛsd
detyd	dɛtɨ̞d
deud	deɨ̯d
deuddeg	deɨ̯ðaɡ
deuddeg	deɨ̯ðɛɡ
deuddegfed	deɨ̯ðɛɡvad
deuddegfed	deɨ̯ðɛɡvɛd
deugain	dei̯ɡai̯n
deugain	dei̯ɡɛn
deugeiniau	dei̯ɡei̯nja
deugeiniau	dei̯ɡei̯njaɨ̯
deugeiniau	dei̯ɡei̯njɛ
deulo	deɨ̯lɔ
deulu	deɨ̯lɨ
deunaw	deɨ̯nau̯
deunydd	deɨ̯nɨ̞ð
deunyddiau	deɨ̯nəðja
deunyddiau	deɨ̯nəðjaɨ̯
deunyddiau	deɨ̯nəðjɛ
deuparth	deɨ̯parθ
deusaith	deɨ̯sai̯θ
dew	deːu̯
dewch	dɛu̯χ
dewed	dɛu̯ɛd
dewi	dɛu̯i
dewis	dɛu̯is
dewr	dɛu̯r
deyrnaddoliant	deɨ̯rnaðɔljant
deyrnas	deɨ̯rnas
di	diː
dial	dɪal
diamod	diamɔd
diamod	diːamɔd
diarhebion	diarhɛbjɔn
dibwys	dɪbʊɨ̯s
dichon	dɪχɔn
diddordeb	dɪðɔrdab
diddordeb	dɪðɔrdɛb
diddorol	dɪðɔrɔl
didranc	dɪdraŋk
dienw	diɛnʊ
difetha	dɪvɛθa
diffodd	dɪfɔð
diffydd	dɪfɨ̞ð
digalon	dɪɡalɔn
digalondid	dɪɡalɔndɪd
digalonni	dɪɡalɔni
digon	dɪɡɔn
digoni	dɪɡɔni
digwydd	dɪɡwɨ̞ð
digwyddaf	dɪɡwəðaf
digwyddiad	dɪɡʊi̯ðjad
dihareb	dɪharɛb
dihuno	dɪhɨ̞nɔ
dileu	dɪleɨ̯
dillad	dɪɬad
dilledyn	dɪɬɛdɨ̞n
dilyn	dɪlin
dilyn	dɪlɨ̞n
dim	dɪm
dinas	dɪnas
diobaith	diɔbai̯θ
diod	diːɔd
diodydd	diɔdɨ̞ð
diodydd	djɔdɨ̞ð
diogel	djɔɡal
diogel	djɔɡɛl
diogel	dɪɔɡɛl
diolch yn fawr	diɔlχənvau̯r
diolch yn fawr iawn	djɔlχənvau̯rjau̯n
diolchgarwch	dɪɔlχɡarʊχ
dirmyg	dɪrmɨ̞ɡ
dirmygu	dɪrməɡɨ
dirmygus	dɪrməɡɨ̞s
dirwy	dɪrʊɨ̯
diryw	dɪrɨ̞u̯
disgwyl	dɪsɡʊɨ̯l
disgybl	dɪsɡɨ̞bl
disgybl	dɪsɡɪbl
disgyblion	dɪsɡəbljɔn
disgyn	dɪsɡɨ̞n
disgyn	dɪsɡɪn
diwedd	dɪu̯að
diwedd	dɪu̯ɛð
diweddar	dɪu̯ɛðar
diweithdra	dɪwei̯θdra
diwerth	dɪu̯ɛrθ
diwethaf	dwɛθa
diwethaf	dwɪθa
diwethaf	dɪu̯ɛθa
diwethaf	dɪu̯ɛθav
diwrnod	dɪu̯rnɔd
diwrnod	dʊrnɔd
diwyd	dɪu̯ɨ̞d
diwydiant	dɪu̯ɨ̞djant
diwyr	dɪʊɨ̯r
do	doː
do'ch	doːχ
do'n	doːn
dod	doːd
dodi	dɔdɪ
doedd	doːɨ̯ð
doeddech	dɔɨ̯ðaχ
doeddech	dɔɨ̯ðɛχ
doedden	dɔɨ̯ðan
doedden	dɔɨ̯ðɛn
doeddet	dɔɨ̯ðat
doeddet	dɔɨ̯ðɛt
doeddwn	dɔɨ̯ðʊn
doem	doːɨ̯m
doen	doːɨ̯n
doer	doːɨ̯r
doet	doːɨ̯t
dof	doːv
dogfen	dɔɡvɛn
doi	dɔi̯
doid	dɔi̯d
doir	dɔi̯r
dois	dɔi̯s
dois	dɔi̯ʃ
doit	dɔi̯t
dolen	dɔlan
dolen	dɔlɛn
dolffin	dɔlfɪn
dolffiniaid	dɔlfɪnjai̯d
dolffiniaid	dɔlfɪnjɛd
doli	dɔli
doliau	dɔlja
doliau	dɔljaɨ̯
doliau	dɔljɛ
dolis	dɔlɪs
dolur	dɔlɨ̞r
dolïau	dɔlɪa
dolïau	dɔlɪaɨ̯
dolïau	dɔlɪɛ
doniol	dɔnjɔl
dor	dɔr
dorra	dɔra
dorrai	dɔrai̯
dorrai	dɔrɛ
dorrent	dɔrɛnt
dorrid	dɔrɪd
dorsen	dɔrsɛn
dos	doːs
dosbarthiad	dɔsbarθjad
dosbarthiadau	dɔsbarθjada
dosbarthiadau	dɔsbarθjadaɨ̯
dosbarthiadau	dɔsbarθjadɛ
dosbarthol	dɔsbarθɔl
dosbarthu	dɔsbarθɨ
dosbarthwr	dɔsbarθʊr
dosbarthwyr	dɔsbarθwɨ̞r
dost	dɔst
draed	draːɨ̯d
drama	drama
drannoeth	dranɔɨ̯θ
drawant	drau̯ant
dre	dreː
drefydd	drɛvɨ̞ð
dreidl	drei̯dl
dreisiwr	drei̯ʃʊr
drennydd	drɛnɨ̞ð
dringo	drɪŋɔ
dro	droː
droed	droːɨ̯d
droednoeth	drɔɨ̯dnɔɨ̯θ
droen	droːɨ̯n
droet	droːɨ̯t
droi	drɔi̯
droid	drɔi̯d
dros	drɔs
dros dro	droːsdroː
drud	drɨːd
drudwen	drɨ̞dwɛn
drwg	druːɡ
drws	druːs
drwy	druːɨ̯
drwydded	drʊɨ̯ðad
drwydded	drʊɨ̯ðɛd
drwyddedau	drʊɨ̯ðɛda
drwyddedau	drʊɨ̯ðɛdaɨ̯
drwyddedau	drʊɨ̯ðɛdɛ
drwyn	druːɨ̯n
dry	drɨː
drych	drɨːχ
drycin	drəkɪn
drydanwr	drədanʊr
drygioni	drəɡjɔni
drysfa	drəsva
drysfeydd	drəsveɨ̯ð
drysgoed	drəsɡɔɨ̯d
drysi	drəsi
drysle	drəslɛ
drysleoedd	drəsleːɔɨ̯ð
dryslwyn	drəslʊɨ̯n
dryslwyni	drəslʊɨ̯ni
dryslyd	drəslɨ̞d
drysni	drəsni
drysu	drəsɨ
dryswch	drəsʊχ
dryw	drɨu̯
dryw	drɪu̯
drôn	droːn
du	dɨː
dudalen	dɨ̞dalan
dudalen	dɨ̞dalɛn
dudno	dɨ̞dnɔ
dueg	dɨːɛɡ
dug	dɨːɡ
dull	dɨ̞ɬ
dur	dɨːr
duw	dɨu̯
duwies	dɨ̞u̯jas
duwies	dɨ̞u̯jɛs
dw	dw
dw	dʊ
dw i angen condom	duiaŋɡɛnkɔndɔm
dw i angen cyfreithiwr	duiaŋɡɛnkəvrəiθɪur
dw i angen dŵr	duiaŋɡɛnduːr
dw i angen meddyg	duiaŋɡɛnmɛðɨ̞ɡ
dw i'n iawn	duinjaun
dw i'n meddwl	duiːnmɛðʊl
dweud	dweɨ̯d
dwfn	dɨ̞vn
dwfn	dʊvn
dwfr	dʊvr
dwg	duːɡ
dwrci	dʊrki
dwrgi	dʊrɡɪ
dwy	duːɨ̯
dwyieithog	dʊɨ̯jei̯θɔɡ
dwylo	dʊɨ̯lɔ
dwymyn	dʊɨ̯mɨ̞n
dwyn	duːɨ̯n
dwyrain	dʊɨ̯rain
dwyrain	dʊɨ̯rɛn
dwys	duːɨ̯s
dwyt	duːt
dwyt	duːɨ̯t
dwywaith	dʊɨ̯wai̯θ
dwywaith	dʊɨ̯wɛθ
dy	də
dybarth	dəbarθ
dyblu	dəblɨ
dychmygu	dəχməɡɨ
dychryn	dəχrɨ̞n
dychryniadau	dəχrənjada
dychryniadau	dəχrənjadaɨ̯
dychryniadau	dəχrənjadɛ
dychrynllyd	dəχrənɬɨ̞d
dychwelyd	dəχwɛlɨ̞d
dyd	dɨːd
dydd	dɨːð
dydd gwener	dɨːðɡwɛnar
dydd gwener	dɨːðɡwɛnɛr
dydd gwener	dɨ̞ðɡwɛnar
dydd gwener	dɨ̞ðɡwɛnɛr
dydd gwener	dɨ̞ɡwɛnar
dydd gwener	dɨ̞ɡwɛnɛr
dydd iau	dɨːðjaɨ̯
dydd iau	dɨ̞jaɨ̯
dydd iau	dɨ̞ðjaɨ̯
dydd llun	dɨːðɬɨːn
dydd llun	dɨ̞ðɬɨːn
dydd llun	dɨ̞ɬɨːn
dydd mawrth	dɨːðmau̯rθ
dydd mawrth	dɨ̞mau̯rθ
dydd mawrth	dɨ̞ðmau̯rθ
dydd mercher	dɨːðmɛrχar
dydd mercher	dɨːðmɛrχɛr
dydd mercher	dɨ̞mɛrχar
dydd mercher	dɨ̞mɛrχɛr
dydd mercher	dɨ̞ðmɛrχar
dydd mercher	dɨ̞ðmɛrχɛr
dydd sadwrn	dɨːðsadʊn
dydd sadwrn	dɨːðsadʊrn
dydd sadwrn	dɨ̞sadʊn
dydd sadwrn	dɨ̞sadʊrn
dydd sadwrn	dɨ̞ðsadʊn
dydd sadwrn	dɨ̞ðsadʊrn
dydd sul	dɨːðsɨːl
dydd sul	dɨ̞sɨːl
dydd sul	dɨ̞ðsɨːl
dyddiad	dəðjad
dyddiadau	dəðjada
dyddiadau	dəðjadaɨ̯
dyddiadau	dəðjadɛ
dyddio	dəðjɔ
dydw	dədʊ
dydw i ddim yn siarad cymraeg	dəduiðɪmənʃaradkəmraɪɡ
dydw i ddim yn siarad y saesneg	dəduiðɪmənʃaradəsəisnɛɡ
dydy	dədi
dydy	dədɨ̞
dyfarniad	dəvarnjad
dyfarniadau	dəvarnjada
dyfarniadau	dəvarnjadaɨ̯
dyfarniadau	dəvarnjadɛ
dyfarnu	dəvarni
dyfarnu	dəvarnɨ
dyfarnwr	dəvarnʊr
dyfarnwyr	dəvarnwɨ̞r
dyfeiswragedd	dəvei̯swraɡɛð
dyfeiswraig	dəvei̯swrai̯ɡ
dyffryn	dəfrɨ̞n
dyfi	dəvɪ
dyfnion	dəvnjɔn
dyfrdwy	dəvrdʊɨ̯
dyfrfarch	dəvrvarχ
dyfrgi	dəvrɡɪ
dyfynnod	dəvənɔd
dylai	dəlai̯
dylan	dəlan
dylanwad	dəlanwad
dylid	dəlid
dylu	dəlɨ̞
dylwn	dəlʊn
dyma	dəma
dymuno	dəmɨ̞nɔ
dyn	dɨːn
dyna	dəna
dyna	dənɛ
dyna	dɛnɛ
dynes	dənɛs
dynfarch	dənvarχ
dynfeirch	dənvei̯rχ
dyngarol	dəŋɡarɔl
dynion	dənjɔn
dynladdiad	dɨːnlaðjad
dynleiddiad	dɨːnlei̯ðjad
dynleiddiaid	dɨːnlei̯ðjai̯d
dynleiddiaid	dɨːnlei̯ðjɛd
dynn	dɨ̞n
dynnu	dənɨ
dyr	dɨ̞r
dyrchafu	dərχavɨ
dyrchaif	dərχai̯v
dyrnfedd	dərnvɛð
dyrnu	dərnɨ
dyrrau	dəra
dyrrau	dəraɨ
dyrrau	dərɛ
dyry	dərɨ
dyrys	dərɨ̞s
dyrysfa	dərəsva
dyrysfeydd	dərəsveɨ̯ð
dyrysgoed	dərəsɡɔɨ̯d
dyrysle	dərəslɛ
dyrysleoedd	dərəsleːɔɨ̯ð
dyryslwyn	dərəslʊɨ̯n
dyryslwyni	dərəslʊɨ̯ni
dyryslyd	dərəslɨ̞d
dyrysni	dərəsni
dyrysu	dərəsɨ
dysg	dɨːsɡ
dysglaid	dɨ̞sɡlai̯d
dysglaid	dɨ̞sɡlɛd
dysgleidiau	dɨ̞sɡlei̯dja
dysgleidiau	dɨ̞sɡlei̯djaɨ̯
dysgleidiau	dɨ̞sɡlei̯djɛ
dysgu	dəsɡɨ̞
dysgwr	dəsɡʊr
dywed	dəu̯ɛd
dyweddïo	dəwɛðiːɔ
dywedodd	dəu̯ɛdɔð
dywyll	dəu̯ɨ̞ɬ
dâl	daːl
dân	daːn
dâr	daːr
dîm	diːm
dòl	dɔl
dôn	doːn
düwch	dɨːʊχ
dŵr	duːr
dŷ	dɨː
e	eː
eang	eːaŋ
eangderau	ɛaŋdɛra
eangderau	ɛaŋdɛraɨ̯
eangderau	ɛaŋdɛrɛ
eangfrydig	ɛaŋvrədɪɡ
eangiadau	ɛaŋjada
eangiadau	ɛaŋjadaɨ̯
eangiadau	ɛaŋjadɛ
ebargofiant	ɛbarɡɔvjant
ebol	ɛbɔl
eboles	ɛbɔlɛs
ebrill	ɛbrɪɬ
ebychnod	ɛbəχnɔd
ec	ɛk
echddoe	ɛχðɔɨ̯
echdoe	ɛχdɔɨ̯
echlysur	ɛχləsɨ̞r
echnos	ɛχnɔs
echryd	ɛχrɨ̞d
echrydu	ɛχrədɨ
echrydus	ɛχrədɨ̞s
ecogyfeillgar	ɛkɔɡəvei̯ɬɡar
economeg	ɛkɔnɔmɛɡ
economegwyr	ɛkɔnɔmɛɡwɨ̞r
economegydd	ɛkɔnɔmɛɡɨ̞ð
ecs	ɛks
edau	ɛda
edau	ɛdaɨ̯
edau	ɛdɛ
eddy	ɛðɨ̞
edfryd	ɛdvrɨ̞d
edliw	ɛdlɪu̯
edn	ɛdn
edrych	ɛdraχ
edrych	ɛdrɨ̞χ
edrydd	ɛdrɨ̞ð
edwyn	ɛdwɨ̞n
ef	eːv
efallai	vaɬa
efallai	vaɬɛ
efallai	ɛvaɬa
efallai	ɛvaɬai̯
efallai	ɛvaɬɛ
efallai	ɛɬa
efengyl	ɛvɛŋɨ̞l
efengylu	ɛvɛŋəlɨ
effaith	ɛfai̯θ
effaith	ɛfɛθ
efo	ɛvɔ
efrog	ɛvrɔɡ
efwr	ɛvʊr
efydd	ɛvɨ̞ð
efyrnwy	ɛvərnʊɨ̯
egluro	ɛɡlɨrɔ
eglwys	ɛɡlʊɨ̯s
egni	ɛɡni
egwyddor	ɛɡʊɨ̯ðɔr
egwyl	ɛɡʊɨ̯l
egyr	ɛɡɨ̞r
ehangach	ɛhaŋaχ
ehangder	ɛhaŋdɛr
ehanged	ɛhaŋɛd
ehangiad	ɛhaŋjad
ehangu	ɛhaŋɨ̞
ehedydd	ɛhɛdɨ̞ð
ehöeg	ɛhoːɛɡ
ei	ei̯
eid	ei̯d
eidal	ei̯dal
eiddew	ei̯ðɛu̯
eiddgar	ei̯ðɡar
eiddgarwch	ei̯ðɡarʊχ
eiliad	ei̯ljad
eiliadau	ei̯ljada
eiliadau	ei̯ljadaɨ̯
eiliadau	ei̯ljadɛ
eilir	ei̯lɪr
eir	ei̯r
eira	ei̯ra
eiriadurwr	ei̯rjadɨ̞rʊr
eiriadurwyr	ei̯rjadɨ̞rwɨ̞r
eirin	ei̯rɪn
eirin gwlanog	ei̯rɪŋɡwlanɔɡ
eirin mair	ei̯rɪmmai̯r
eirin ysgaw	ei̯rɪnəsɡau̯
eirina	ei̯rɪna
eirinen	ei̯rɪnan
eirinen	ei̯rɪnɛn
eirinen fair	ei̯rɪnanvai̯r
eirinen fair	ei̯rɪnɛnvai̯r
eirinen wlanog	ei̯rɪnaŋwlanɔɡ
eirinen wlanog	ei̯rɪnɛŋwlanɔɡ
eirinen ysgaw	ei̯rɪnanəsɡau̯
eirinen ysgaw	ei̯rɪnɛnəsɡau̯
eirlithrad	eirlɪθrad
eirlys	ei̯rlɨ̞s
eirth	ei̯rθ
eisiau	ei̯ʃaɨ̯
eisiau	ɪʃɔ
eisoes	ei̯sɔɨ̯s
eisoes	ei̯ʃɔɨ̯s
eistedd	ei̯sdɛð
eistedd	ɪsda
eistedd	ɪsdɛ
eisteddfodau	ei̯sdɛðvɔdaɨ̯
eisteddfodau	sdɛðvɔda
eisteddfodau	sdɛðvɔdɛ
eisteddle	ei̯sdɛðlɛ
eith	ei̯θ
eithaf	əi̯θav
el	ɛl
elai	ɛlai̯
elain	ɛlai̯n
elc	ɛlk
elciaid	ɛlkjai̯d
elciaid	ɛlkjɛd
elech	ɛlɛχ
eled	ɛlɛd
elem	ɛlɛm
elen	ɛlɛn
eleni	lɛnɪ
eleni	ɛlɛnɪ
elent	ɛlɛnt
eler	ɛlɛr
elet	ɛlɛt
elfed	ɛlvɛd
elfen	ɛlvɛn
eli	ɛli
elid	ɛlɪd
eliffant	ɛlɪfant
elin	ɛlɪn
elir	ɛlɪr
elit	ɛlɪt
elli	ɛɬɪ
elltydd	ɛɬdɨ̞ð
ellyll	ɛɬɨ̞ɬ
ellyn	ɛɬɨ̞n
elo	ɛlɔ
eloch	ɛlɔχ
elom	ɛlɔm
elont	ɛlɔnt
elsai	ɛlsai̯
elsech	ɛlsɛχ
elsem	ɛlsɛm
elsent	ɛlsɛnt
elsid	ɛlsɪd
elsit	ɛlsɪt
elswn	ɛlsʊn
elw	ɛlu
elwa	ɛlwa
elwn	ɛlʊn
elwyf	ɛlʊɨ̯v
elych	ɛlɨ̞χ
elyn	ɛlɨ̞n
em	ɛm
emiw	ɛmɪu̯
emrallt	ɛmraɬd
emrys	ɛmrɨ̞s
enfawr	ɛnvau̯r
enfyn	ɛnvɨ̞n
enfys	ɛnvɨ̞s
eng	ɛŋ
enghraifft	ɛŋ̊rai̯fd
enghraifft	ɛŋ̊rɛfd
engyl	ɛŋɨ̞l
eni	ɛnɪ
enillion	ɛnɪɬjɔn
enillwr	ɛnɨ̞ɬʊr
enillwyr	ɛnɨ̞ɬwɨ̞r
enillydd	ɛnɨ̞ɬɨ̞ð
ennill	ɛnɪɬ
enw	ɛnu
enwog	ɛnwɔɡ
eog	ɛɔɡ
eogiaid	ɛɔɡjai̯d
eogiaid	ɛɔɡjɛd
epidemig	ɛpɪdɛmɪɡ
epidemigau	ɛpɪdɛmɪɡa
epidemigau	ɛpɪdɛmɪɡaɨ̯
epidemigau	ɛpɪdɛmɪɡɛ
er	ɛr
eraill	ɛrai̯ɬ
eraill	ɛrɪɬ
erbyn	ɛrbɨ̞n
erbyn hyn	ɛrbɨ̞nhɨ̞n
erch	ɛrχ
erchi	ɛrχi
erchwyn	ɛrχwɨ̞n
erchyll	ɛrχɨ̞ɬ
erfyn	ɛrvɨn
ergyd	ɛrɡɨ̞d
erioed	rjoːɨ̯d
erioed	ɛrjoːɨ̯d
ers	ɛrs
erthygl	ɛrθɨ̞ɡl
erw	ɛru
eryr	ɛrɨ̞r
eryri	ɛrəri
erys	ɛrɨ̞s
es	eːs
esgaladur	ɛsɡaladɨ̞r
esgid	ɛsɡɪd
esgidiau	sɡɪdja
esgidiau	sɡɪdjɛ
esgidiau	ɛsɡɪdjaɨ̯
esgob	ɛsɡɔb
esgobion	ɛsɡɔbjɔn
esgyll	ɛsɡɨ̯ɬ
esgyn	ɛsɡɨ̞n
esgyrn	ɛsɡɨ̞rn
est	ɛsd
estron	ɛsdrɔn
estrys	ɛsdrɨ̞s
etholiad	ɛθɔljad
ethrefig	ɛθrɛvɪɡ
etifeddu	ɛtɪvɛðɨ
eto	ɛtɔ
etyl	ɛtɨ̞l
euog	eɨ̯ɔɡ
eurgylch	eɨ̯rɡɨ̞lχ
euro	eɨ̯rɔ
euthum	eɨ̯θɨ̞m
ewin	ɛu̯ɪn
ewinfedd	ɛu̯ɪnvɛð
ewro	ɛu̯rɔ
ewythr	ɛu̯ɨ̞rθ
ewythr	ɛu̯ɨ̞θr
fa's	vaːs
fab	vaːb
facebook	feːsbʊk
fach	vaːχ
fadfall	vadvaɬ
faen	vaːɨ̯n
faet	vaːɨ̯t
fag	vaɡ
fag	vaːɡ
faint	vai̯nt
faint o'r gloch	vai̯ntoːrɡloːχ
faint o'r gloch	vai̯ntɔrɡloːχ
fair	vai̯r
fam	mam
fampir	vampɪr
faneg	vanaɡ
faneg	vanɛɡ
fara	vara
farchnad	varχnad
farn	varn
farnau	varna
farnau	varnaɨ̯
farnau	varnɛ
farnwr	varnʊr
farus	varɨ̞s
fas	vaːs
fasen	san
fasen	sɛn
fasen	vasan
fasen	vasɛn
fasen	vəsan
fasen	vəsɛn
fath	vaːθ
fathemateg	vaθɛmatɛɡ
fawn	vau̯n
fawr	vau̯r
fawrth	vau̯rθ
fe	veː
fechan	vɛχan
feddwl	vɛðʊl
fedi	vɛdɪ
fedra	vɛdra
feirws	vei̯rʊs
feirysau	vei̯rəsa
feirysau	vei̯rəsaɨ̯
feirysau	vei̯rəsɛ
fel	vɛl
fel hyn	vəlɨ̞n
fel hyn	vɛlhɨ̞n
felly	vɛɬɨ̞
felly	ɬɨ̞
felyn	vɛlɨ̞n
fenig	vɛnɪɡ
fenyn	vɛnɨ̞n
ferch	vɛrχ
ferdis	vɛrdɪs
ferfenw	vɛrvɛnu
fersiwn	vɛrʃʊn
ferwi	vɛrwi
fether	vɛθɛr
fewn	vɛu̯n
fewn	vɨ̞u̯n
ffa	faː
ffair	fai̯r
ffarm	farm
ffatri	fatri
ffawydd	fau̯ɨ̞ð
ffedog	fɛdɔɡ
ffeindiaf	fei̯ndja
ffeindiaf	fei̯ndjav
ffeindiaf	fɪndja
ffeindio	fei̯ndjɔ
ffeindio	fɪndjɔ
ffenest	fɛnasd
ffenest	fɛnɛsd
ffenestr	fɛnasd
ffenestr	fɛnɛsd
ffenestr	fɛnɛsdr
ffenestri	fɛnɛsdri
ffens	fɛns
ffensiau	fɛnʃa
ffensiau	fɛnʃaɨ̯
ffensiau	fɛnʃɛ
ffensio	fɛnʃɔ
ffensys	fɛnsɨ̞s
fferm	fɛrm
ffermio	fɛrmjɔ
ffesant	fɛsant
ffi	fiː
ffigys	fɨ̞ɡɨ̞s
ffili	fɪlɪ
ffilm	fɪlm
ffilmiau	fɪlmja
ffilmiau	fɪlmjaɨ̯
ffilmiau	fɪlmjɛ
ffin	fiːn
ffindir	əfɪndɪr
ffion	fɪɔn
ffionau	fɪɔna
ffionau	fɪɔnaɨ̯
ffionau	fɪɔnɛ
fflamgwr	flamɡʊr
fflapjac	flapdʒak
fflwcs	flʊks
fflwcsyn	flʊksɨ̞n
fflworin	flʊɔrɪn
fflyd	flɨːd
fflŵr	fluːr
ffon	fɔn
ffon gof	fɔŋɡoːv
ffonau	fɔna
ffonau	fɔnaɨ
ffonau	fɔnɛ
ffonia	fɔnja
ffoniaf	fɔnjav
ffonian	fɔnjan
ffoniff	fɔnɪf
ffonio	fɔnjɔ
ffonioch	fɔnjɔχ
ffoniodd	fɔnjɔð
ffonion	fɔnjɔn
ffoniwch	fɔnjʊχ
ffoniwn	fɔnjʊn
fforc	fɔrk
fforch	fɔrχ
ffordd	fɔrð
ffordd laethog	əfɔrðɬeɨ̯θɔɡ
ffordd laethwen	əfɔrðɬeɨ̯θwɛn
ffordd wen	əfɔrðwɛn
fforest	fɔrast
fforest	fɔrɛst
ffraeau	freɨ̯a
ffraeau	freɨ̯aɨ̯
ffraeau	freɨ̯ɛ
ffraegar	freɨ̯ɡar
ffraeo	freɨ̯ɔ
ffraeon	freɨ̯ɔn
ffrainc	frai̯ŋk
ffrancwr	fraŋkʊr
ffrancwyr	fraŋkwɨ̞r
ffrengig	frɛŋɪɡ
ffres	frɛʃ
ffrind	frɪnd
ffroenuchel	frɔɨ̯nɨ̞χal
ffroenuchel	frɔɨ̯nɨ̞χɛl
ffrwchnedd	frʊχnɛð
ffrwd	fruːd
ffrwgwd	frʊɡʊd
ffrwydro	frʊɨ̯drɔ
ffrwyth	fruːɨ̯θ
ffrygydau	frəɡəda
ffrygydau	frəɡədaɨ̯
ffrygydau	frəɡədɛ
ffugenw	fɨ̞ɡɛnʊ
ffugenwau	fɨ̞ɡɛnwa
ffugenwau	fɨ̞ɡɛnwaɨ̯
ffugenwau	fɨ̞ɡɛnwɛ
ffurf	fɨ̞rv
ffurfio	fɨ̞rvjɔ
ffurfiol	fɨ̞rvjɔl
ffwciaf	fʊkjav
ffwcio	fʊkjɔ
ffwng	fʊŋ
ffwrcho	fʊrχɔ
ffwrn	fʊrn
ffy	fɨː
ffydd	fɨːð
ffyn	fɨ̞n
ffyrc	fɨ̞rk
ffyrdd	fɨ̞rð
ffyrnau	fərna
ffyrnau	fərnaɨ̯
ffyrnau	fərnɛ
ffêr	feːr
ffôi	foːi̯
ffôn	foːn
ffôn clyfar	foːnkləvar
ffôn symudol	foːnsəmɨdɔl
fi	viː
ficer	vɪkar
ficer	vɪkɛr
fil	viːl
finegr	vɪnɛɡr
finegr balsamig	vɪnɛɡrbalsamiɡ
firws	vɪrʊs
flaidd	vlai̯ð
flasus	vlasɨ̞s
fleiddiaid	vlei̯ðjai̯d
fleiddiaid	vlei̯ðjɛd
fleiddiau	vlei̯ðja
fleiddiau	vlei̯ðjaɨ̯
fleiddiau	vlei̯ðjɛ
flew	vleːu̯
flewyn	vlɛu̯ɨ̞n
flin	vliːn
flodau	vlɔda
flodau	vlɔdaɨ̯
flodau	vlɔdɛ
flodyn	vlɔdɨ̞n
