--nya	--ɲa
suster	sustər
susu	susu
susuh	susuh
susuk	susuʔ
susul	susul
susulan	susulan
susun	susun
susunan	susunan
susup	susup
susur	susur
susut	susut
susutan	susutan
sutera	sutəra
sutra	sutra
sutradara	sutradara
suvenir	suvənir
swadaya	swadaja
swadési	swadesi
swakarsa	swakarsa
swalayan	swalajan
swanama	swanama
swasta	swasta
swt	swt
swéter	swetər
syabas	sjabas
syafaat	sjafaʔat
syah	sjah
syahadan	sjahadan
syahadat	sjahadat
syahbandar	sjahbandar
syahid	sjahid
syahwat	sjahwat
syair	sjair
syaitan	sjaitan
syak	sjaʔ
syakir	sjakir
syal	sjal
syarahan	sjarahan
syarak	sjaraʔ
syarat	sjarat
syariah	sjariah
syariat	sjariat
syarik	sjariʔ
syarikat	sjarikat
syirik	sjiriʔ
syor	sjor
syuhada	sjuhada
syukur	sjukur
syukuran	sjukuran
syurga	sjurga
syuruk	sjuruʔ
syékh	sjeʔh
sé	se
séba	seba
sébak	sebaʔ
sébat	sebat
sébuk	sebuʔ
sédak	sedaʔ
sédan	sedan
sédatif	sedatif
sédeng	sedəŋ
sédimén	sedimen
sédiméntasi	sedimentasi
sédiméntér	sedimenter
sédéng	sedeŋ
ségak	segaʔ
ségel	segəl
ségmén	segmen
ségméntasi	segmentasi
ségéh	segeh
séh	seh
séhat	sehat
séin	sein
séismik	seismiʔ
séismograf	seismograf
séismogram	seismogram
séismologi	seismologi
séka	seka
sékah	sekah
séko	seko
sékretariat	seʔrətariat
sékretaris	seʔrətaris
sékretarisnya	seʔrətarisɲa
sékring	seʔriŋ
sékrési	seʔresi
sékrétaris	seʔretaris
séks	seʔs
séksi	seʔsi
séksmaniak	seʔsmaniaʔ
séksolog	seʔsolog
sékstan	seʔstan
sékstét	seʔstet
séksual	seʔsual
séksualitas	seʔsualitas
séktarian	seʔtarian
sékte	seʔtə
séktor	seʔtor
séktoral	seʔtoral
sékular	sekular
sékularis	sekularis
sékularisasi	sekularisasi
sékularisme	sekularismə
sékularitas	sekularitas
sékulér	sekuler
sékundér	sekunder
sékuriti	sekuriti
sél	sel
séla	sela
sélak	selaʔ
sélakarang	selakaraŋ
sélar	selar
sélebran	seləbran
sélibat	selibat
sélo	selo
sélofan	selofan
sélokan	selokan
sélong	seloŋ
sélter	seltər
sélular	selular
séluloid	seluloid
sélulosa	selulosa
sélulér	seluler
sélébriti	selebriti
séléksi	seleʔsi
séléktif	seleʔtif
séléktivitas	seleʔtivitas
sélénium	selenium
séma	sema
sémafor	semafor
sémah	semah
sémahan	semahan
sémak	semaʔ
séman	seman
sémantik	semantiʔ
sémantis	semantis
sémbai	sembai
sémbar	sembar
sémbat	sembat
sémi	semi
sémifinal	semifinal
sémifinalis	semifinalis
sémikonduktor	semikonduʔtor
séminar	seminar
séminari	seminari
séminaris	seminaris
sémiologi	semiologi
sémiotik	semiotiʔ
sémipérmanén	semipermanen
sémok	semoʔ
sémpak	sempaʔ
sémpang	sempaŋ
sémén	semen
séméster	semestər
sén	sen
séna	sena
sénamaki	senamaki
sénan	senan
sénapati	senapati
sénario	senario
sénat	senat
sénator	senator
sénder	sendər
sénding	sendiŋ
séndok	sendoʔ
séndél	sendel
séndéng	sendeŋ
séndér	sender
séng	seŋ
sénggang	seŋgaŋ
sénggol	seŋgol
sénggolan	seŋgolan
sénggét	seŋget
séngkang	seŋkaŋ
séngkéd	seŋked
séngkédan	seŋkedan
séngon	seŋon
séngét	seŋet
séni	seni
sénil	senil
sénilitas	senilitas
sénior	senior
sénioritas	senioritas
sénioriti	senioriti
sénjang	sendʒaŋ
sénjong	sendʒoŋ
sénsasi	sensasi
sénsasional	sensasional
sénsitif	sensitif
sénsitivitas	sensitivitas
sénsor	sensor
sénsoran	sensoran
sénsual	sensual
sénsualisme	sensualismə
sénsualitas	sensualitas
sénsus	sensus
sénta	senta
séntak	sentaʔ
séntakan	sentakan
sénter	sentər
sénterpor	sentərpor
sénti	senti
séntiare	sentiarə
séntigram	sentigram
séntiliter	sentilitər
séntimén	sentimen
séntiméntal	sentimental
séntiméntalitas	sentimentalitas
séntiméter	sentimetər
séntol	sentol
séntra	sentra
séntral	sentral
séntralisasi	sentralisasi
séntralistis	sentralistis
séntrifugal	sentrifugal
séntripetal	sentripətal
sénténg	senteŋ
séntér	senter
sénu	senu
séok	seoʔ
sép	sep
sépah	sepah
sépak	sepaʔ
sépakan	sepakan
séparasi	separasi
séparatis	separatis
séparatisme	separatismə
sépeda	sepəda
sépsis	sepsis
sépét	sepet
sérah	serah
sérai	serai
sérak	seraʔ
séramik	seramiʔ
séran	seran
sérang	seraŋ
sérangan	seraŋan
sérap	serap
sérep	serəp
séri	seri
sérial	serial
sériosa	seriosa
sérius	serius
séro	sero
sérok	seroʔ
sérokan	serokan
sérologi	serologi
sérong	seroŋ
sérsan	sersan
sérsi	sersi
sértifikasi	sertifikasi
sértifikat	sertifikat
sértu	sertu
sérum	serum
sérun	serun
sérvis	servis
séréalia	serealia
sérémoni	seremoni
sérémonial	seremonial
sérét	seret
sésar	sesar
sési	sesi
sésium	sesium
séspan	sespan
sésér	seser
sét	set
sétan	setan
séter	setər
sétra	setra
sétti	setti
séwa	sewa
séwaan	sewaʔan
séwaka	sewaka
séwakan	sewakan
séwal	sewal
séwang	sewaŋ
séwar	sewar
séwat	sewat
séwot	sewot
séwu	sewu
taat	taʔat
tabah	tabah
tabal	tabal
tabernakel	tabərnakəl
tabiat	tabiat
tabib	tabib
tabii	tabiʔi
tabik	tabiʔ
tabir	tabir
tablo	tablo
tablét	tablet
tabrak	tabraʔ
tabrakan	tabrakan
tabu	tabu
tabuh	tabuh
tabuhan	tabuhan
tabulasi	tabulasi
tabulator	tabulator
tabung	tabuŋ
tabungan	tabuŋan
tabur	tabur
taburan	taburan
tabut	tabut
tabél	tabel
tadah	tadah
tadahan	tadahan
tadbir	tadbir
tadi	tadi
tadinya	tadiɲa
tafakur	tafakur
tafsir	tafsir
tafsiran	tafsiran
tagak	tagaʔ
tagih	tagih
tahajud	tahadʒud
tahan	tahan
tahanan	tahanan
tahap	tahap
tahapan	tahapan
tahbisan	tahbisan
tahi	tahi
tahil	tahil
tahir	tahir
tahniah	tahniah
tahta	tahta
tahu	tahu
tahui	tahui
tahun	tahun
tahun.	tahun.
tahunan	tahunan
tahyul	tahjul
taib	taib
taifun	taifun
taja	tadʒa
tajam	tadʒam
taji	tadʒi
tajin	tadʒin
tajuk	tadʒuʔ
tajwid	tadʒwid
tak	taʔ
takabur	takabur
takar	takar
takaran	takaran
takbir	taʔbir
takbur	taʔbur
takdir	taʔdir
takhayul	taʔhajul
takhta	taʔhta
takik	takiʔ
takjub	taʔdʒub
takkan	taʔkan
taklik	taʔliʔ
taklimat	taʔlimat
takluk	taʔluʔ
takraw	taʔraw
takrif	taʔrif
taksi	taʔsi
taksir	taʔsir
taksiran	taʔsiran
taksub	taʔsub
taktik	taʔtiʔ
taktis	taʔtis
takuk	takuʔ
takung	takuŋ
takungan	takuŋan
takut	takut
takuti	takuti
takwa	taʔwa
takziah	takziah
takzim	takzim
talak	talaʔ
talam	talam
talang	talaŋ
talas	talas
tali	tali
talian	talian
talib	talib
talinya	taliɲa
talu	talu
talun	talun
tama	tama
tamadun	tamadun
tamah	tamah
tamak	tamaʔ
taman	taman
tamar	tamar
tamasya	tamasja
tamat	tamat
tamatan	tamatan
tambah	tambah
tambahan	tambahan
tambak	tambaʔ
tambal	tambal
tambalan	tambalan
tamban	tamban
tambang	tambaŋ
tambat	tambat
tambatan	tambatan
tambul	tambul
tambun	tambun
tambur	tambur
tampak	tampaʔ
tampaknya	tampaʔɲa
tampal	tampal
tampan	tampan
tampang	tampaŋ
tampar	tampar
tamparan	tamparan
tampian	tampian
tampil	tampil
tampilan	tampilan
tampuk	tampuʔ
tampung	tampuŋ
tamsil	tamsil
tamtama	tamtama
tamu	tamu
tamunya	tamuɲa
tan	tan
tanah	tanah
tanak	tanaʔ
tanam	tanam
tanaman	tanaman
tancap	tantʃap
tanda	tanda
tandan	tandan
tandang	tandaŋ
tandanya	tandaɲa
tandas	tandas
tandatangan	tandataŋan
tanding	tandiŋ
tandingan	tandiŋan
tandon	tandon
tandu	tandu
tanduk	tanduʔ
tandukan	tandukan
tanduknya	tanduʔɲa
tandus	tandus
tang	taŋ
tangan	taŋan
tanganku	taŋanku
tangannya	taŋanɲa
tangga	taŋga
tanggal	taŋgal
tangganya	taŋgaɲa
tanggap	taŋgap
tanggapan	taŋgapan
tangguh	taŋguh
tangguhkan	taŋguhkan
tangguk	taŋguʔ
tanggul	taŋgul
tanggung	taŋguŋ
tanggung-jawab	taŋguŋ-dʒawab
tanggung-jawabnya	taŋguŋ-dʒawabɲa
tanggungan	taŋguŋan
tanggungjawab	taŋguŋdʒawab
tangis	taŋis
tangisan	taŋisan
tangkai	taŋkai
tangkal	taŋkal
tangkap	taŋkap
tangkapan	taŋkapan
tangkas	taŋkas
tangki	taŋki
tangkis	taŋkis
tanglung	taŋluŋ
tangsi	taŋsi
tani	tani
tanjak	tandʒaʔ
tanjakan	tandʒakan
tanjung	tandʒuŋ
tank	tanʔ
tanpa	tanpa
tantang	tantaŋ
tantangan	tantaŋan
tante	tantə
tanur	tanur
tanya	taɲa
tanyakan	taɲakan
tapa	tapa
tapai	tapai
tapak	tapaʔ
tapal	tapal
tapi	tapi
tapioka	tapioka
tapis	tapis
taplak	taplaʔ
tapuk	tapuʔ
tar	tar
tara	tara
taraf	taraf
tarafkan	tarafkan
taranya	taraɲa
tarawih	tarawih
tarbantin	tarbantin
tarbiah	tarbiah
targét	target
tari	tari
tarian	tarian
tarif	tarif
tarik	tariʔ
tarikan	tarikan
tarikh	tariʔh
taring	tariŋ
taruh	taruh
taruhan	taruhan
taruhlah	taruhlah
tas	tas
tasauf	tasauf
tasawuf	tasawuf
tasbih	tasbih
tasik	tasiʔ
tata	tata
tatabahasa	tatabahasa
tatacara	tatatʃara
tatah	tatah
tatahan	tatahan
tatanan	tatanan
tatang	tataŋ
tatap	tatap
tatapan	tatapan
tataran	tataran
tatatertib	tatatərtib
tatih	tatih
tating	tatiŋ
tatkala	tatkala
tau	tau
taubat	taubat
taufan	taufan
taufik	taufiʔ
tauge	taugə
taugé	tauge
tauhid	tauhid
taukua	taukua
tauké	tauke
taulan	taulan
tauliah	tauliah
taun	taun
tautan	tautan
tawa	tawa
tawakal	tawakal
tawan	tawan
tawanan	tawanan
tawar	tawar
tawaran	tawaran
tawas	tawas
tawi	tawi
tawon	tawon
tayang	tajaŋ
tayangan	tajaŋan
ta’rif	taʔrif
ta’un	taʔun
tebah	təbah
tebak	təbaʔ
tebakan	təbakan
tebal	təbal
tebang	təbaŋ
tebangan	təbaŋan
tebar	təbar
tebas	təbas
tebasan	təbasan
tebat	təbat
teberau	təbərau
tebing	təbiŋ
tebu	təbu
tebuk	təbuʔ
tebukan	təbukan
tebus	təbus
tebusan	təbusan
tedak	tədaʔ
tedas	tədas
teduh	təduh
teduhan	təduhan
tedung	təduŋ
tegah	təgah
tegahan	təgahan
tegak	təgaʔ
tegakan	təgakan
tegakkan	təgaʔkan
tegal	təgal
tegang	təgaŋ
tegangan	təgaŋan
tegap	təgap
tegar	təgar
tegari	təgari
tegarun	təgarun
tegas	təgas
tegasnya	təgasɲa
tegel	təgəl
tegil	təgil
teguh	təguh
teguhkan	təguhkan
teguk	təguʔ
tegun	təgun
tegur	təgur
teguran	təguran
teka	təka
tekah	təkah
tekak	təkaʔ
tekam	təkam
tekan	təkan
tekanan	təkanan
tekang	təkaŋ
tekap	təkap
tekapan	təkapan
tekat	təkat
tekatan	təkatan
tekek	təkəʔ
teken	təkən
tekerjakan	təkərdʒakan
tekerlap	təkərlap
tekersik	təkərsiʔ
teki	təki
tekik	təkiʔ
tekis	təkis
teklék	təʔleʔ
tekong	təkoŋ
tekor	təkor
tekoran	təkoran
tekuk	təkuʔ
tekukan	təkukan
tekukur	təkukur
tekun	təkun
tekung	təkuŋ
tekur	təkur
tekék	təkeʔ
tela	təla
telaah	təlaʔah
telabang	təlabaŋ
telabat	təlabat
telacak	təlatʃaʔ
teladan	təladan
teladas	təladas
telaga	təlaga
telah	təlah
telak	təlaʔ
telampung	təlampuŋ
telan	təlan
telancang	təlantʃaŋ
telang	təlaŋ
telangkai	təlaŋkai
telangkup	təlaŋkup
telanjang	təlandʒaŋ
telanjur	təlandʒur
telantar	təlantar
telap	təlap
telapak	təlapaʔ
telapakan	təlapakan
telas	təlas
telat	təlat
telatah	təlatah
telatap	təlatap
telatén	təlaten
telau	təlau
telek	tələʔ
telekan	tələkan
telekap	tələkap
teleku	tələku
telekung	tələkuŋ
telempap	tələmpap
teleng	tələŋ
telentang	tələntaŋ
telepok	tələpoʔ
telepuk	tələpuʔ
telesan	tələsan
telik	təliʔ
telikung	təlikuŋ
telimpuh	təlimpuh
telinak	təlinaʔ
telinga	təliŋa
telinganya	təliŋaɲa
telingkah	təliŋkah
telingkung	təliŋkuŋ
teliti	təliti
telor	təlor
teluh	təluh
teluk	təluʔ
teluki	təluki
telungkup	təluŋkup
telunjuk	təlundʒuʔ
telur	təlur
telus	təlus
telusur	təlusur
telut	təlut
telutuh	təlutuh
telutut	təlutut
telédor	təledor
telédék	təledeʔ
telék	təleʔ
telémpong	təlempoŋ
telépok	təlepoʔ
telérang	təleraŋ
tem	təm
temaah	təmaʔah
temabur	təmabur
temaha	təmaha
temak	təmaʔ
temalang	təmalaŋ
temali	təmali
teman	təman
temangau	təmaŋau
temanmu	təmanmu
temannya	təmanɲa
temanten	təmantən
temantén	təmanten
temara	təmara
temaram	təmaram
temas	təmas
temayun	təmajun
tembadau	təmbadau
tembaga	təmbaga
tembaganya	təmbagaɲa
tembakang	təmbakaŋ
tembakau	təmbakau
tembakul	təmbakul
tembam	təmbam
tembang	təmbaŋ
tembarau	təmbarau
tembatar	təmbatar
tembatu	təmbatu
tembelang	təmbəlaŋ
tembelian	təmbəlian
tembeliung	təmbəliuŋ
tembera	təmbəra
temberam	təmbəram
temberas	təmbəras
temberih	təmbərih
tembesu	təmbəsu
tembikai	təmbikai
tembikar	təmbikar
tembilang	təmbilaŋ
tembilar	təmbilar
tembis	təmbis
tembolok	təmboloʔ
tembosa	təmbosa
tembra	təmbra
tembuk	təmbuʔ
tembuku	təmbuku
tembung	təmbuŋ
tembuni	təmbuni
tembus	təmbus
tembusan	təmbusan
tembélok	təmbeloʔ
tembérang	təmberaŋ
tembérék	təmbereʔ
tembéréng	təmbereŋ
temenggung	təməŋguŋ
temenung	təmənuŋ
temesar	təməsar
temiang	təmiaŋ
temilang	təmilaŋ
temin	təmin
temoléh	təmoleh
tempa	təmpa
tempaan	təmpaʔan
tempah	təmpah
tempahan	təmpahan
tempala	təmpala
tempap	təmpap
tempat	təmpat
tempatan	təmpatan
tempati	təmpati
tempatkan	təmpatkan
tempatku	təmpatku
tempatnya	təmpatɲa
tempaus	təmpaus
tempawak	təmpawaʔ
tempawan	təmpawan
tempayak	təmpajaʔ
tempayan	təmpajan
tempayung	təmpajuŋ
tempelak	təmpəlaʔ
temperas	təmpəras
tempiar	təmpiar
tempias	təmpias
tempik	təmpiʔ
tempikan	təmpikan
tempinah	təmpinah
tempinis	təmpinis
tempolong	təmpoloŋ
tempoyan	təmpojan
tempua	təmpua
tempuh	təmpuh
tempui	təmpui
tempuling	təmpuliŋ
tempunai	təmpunai
tempur	təmpur
tempuran	təmpuran
tempurung	təmpuruŋ
tempuyung	təmpujuŋ
tempéléng	təmpeleŋ
temu	təmu
temuan	təmuan
temucut	təmutʃut
temui	təmui
temukut	təmukut
temuras	təmuras
temurun	təmurun
tenaga	tənaga
tenaganya	tənagaɲa
tenahak	tənahaʔ
tenak	tənaʔ
tenam	tənam
tenang	tənaŋ
tenar	tənar
tenat	tənat
tendang	təndaŋ
tendangan	təndaŋan
tendas	təndas
teng	təŋ
tengadah	təŋadah
tengah	təŋah
tengahan	təŋahan
tengahari	təŋahari
tengak	təŋaʔ
tengalan	təŋalan
tengar	təŋar
tengara	təŋara
tengas	təŋas
tenggadai	təŋgadai
tenggak	təŋgaʔ
tenggala	təŋgala
tenggalung	təŋgaluŋ
tenggara	təŋgara
tenggarang	təŋgaraŋ
tenggat	təŋgat
tenggayun	təŋgajun
tenggelam	təŋgəlam
tenggiling	təŋgiliŋ
tenggiri	təŋgiri
tenggorok	təŋgoroʔ
tenggorokan	təŋgorokan
tengguli	təŋguli
tengik	təŋiʔ
tengil	təŋil
tengkalak	təŋkalaʔ
tengkalang	təŋkalaŋ
tengkaluk	təŋkaluʔ
tengkam	təŋkam
tengkang	təŋkaŋ
tengkar	təŋkar
tengkarah	təŋkarah
tengkarap	təŋkarap
tengkaras	təŋkaras
tengkawang	təŋkawaŋ
tengking	təŋkiŋ
tengkingan	təŋkiŋan
tengkorak	təŋkoraʔ
tengku	təŋku
tengkujuh	təŋkudʒuh
tengkuk	təŋkuʔ
tengkuknya	təŋkuʔɲa
tengkulak	təŋkulaʔ
tengkuluk	təŋkuluʔ
tengkurap	təŋkurap
tengkuyung	təŋkujuŋ
tengkélék	təŋkeleʔ
tengkérong	təŋkeroŋ
tengu	təŋu
tentang	təntaŋ
tentangan	təntaŋan
tentara	təntara
tentawan	təntawan
tentera	təntəra
tenteram	təntəram
tentu	təntu
tentunya	təntuɲa
tenuk	tənuʔ
tenun	tənun
tenunan	tənunan
tenung	tənuŋ
tenungan	tənuŋan
tenusu	tənusu
tepa	təpa
tepak	təpaʔ
tepam	təpam
tepas	təpas
tepat	təpat
tepatan	təpatan
tepatnya	təpatɲa
teperam	təpəram
tepercaya	təpərtʃaja
tepercit	təpərtʃit
tepercul	təpərtʃul
tepergok	təpərgoʔ
teperling	təpərliŋ
teperlus	təpərlus
tepermanai	təpərmanai
tepersil	təpərsil
tepi	təpi
tepian	təpian
tepik	təpiʔ
tepinya	təpiɲa
tepis	təpis
tepok	təpoʔ
teptibau	təptibau
tepu	təpu
tepuk	təpuʔ
tepukan	təpukan
tepung	təpuŋ
tepus	təpus
ter	tər
tera	təra
teraan	təraʔan
terabai	tərabai
terabaikan	tərabaikan
terabar	tərabar
teracak	təratʃaʔ
teracung	təratʃuŋ
terada	tərada
teradat	təradat
teradil	təradil
teradili	təradili
teraduh	təraduh
teraduk	təraduʔ
teragak	təragaʔ
teragung	təraguŋ
terajam	təradʒam
terajang	təradʒaŋ
teraju	təradʒu
terajun	təradʒun
terak	təraʔ
terakhir	təraʔhir
terakuk	tərakuʔ
terakumulasi	tərakumulasi
terakup	tərakup
teral	təral
terala	tərala
teralahkan	təralahkan
teralang	təralaŋ
terali	tərali
teralih	təralih
teraling	təraliŋ
teralpa	təralpa
teralun	təralun
teramai	təramai
teramat	təramat
terambang	tərambaŋ
terambau	tərambau
terambil	tərambil
terambung	tərambuŋ
terampai	tərampai
terampil	tərampil
terampuni	tərampuni
teramputasi	təramputasi
teramung	təramuŋ
teran	təran
teranas	təranas
terancam	tərantʃam
terandal	tərandal
terandalkan	tərandalkan
terang	təraŋ
terangah	təraŋah
terangan	təraŋan
teranggar	təraŋgar
terangin	təraŋin
terangkat	təraŋkat
terangkum	təraŋkum
terangkup	təraŋkup
terangnya	təraŋɲa
terangsang	təraŋsaŋ
teraniaya	təraniaja
teranja	tərandʒa
teranjur	tərandʒur
terantar	tərantar
terantuk	tərantuʔ
terap	tərap
terapan	tərapan
terapi	tərapi
terapung	tərapuŋ
terarah	tərarah
teras	təras
terasa	tərasa
terasak	tərasaʔ
terasakan	tərasakan
terasi	tərasi
terasing	tərasiŋ
teraspal	təraspal
teratai	təratai
teratak	tərataʔ
teratas	təratas
teratasi	təratasi
teratu	təratu
teratur	təratur
terau	tərau
terawai	tərawai
terawang	tərawaŋ
terayomi	tərajomi
terbabang	tərbabaŋ
terbabas	tərbabas
terbabit	tərbabit
terbaca	tərbatʃa
terbada	tərbada
terbadai	tərbadai
terbagi	tərbagi
terbagus	tərbagus
terbahak	tərbahaʔ
terbahana	tərbahana
terbahaya	tərbahaja
terbaik	tərbaiʔ
terbakar	tərbakar
terbalik	tərbaliʔ
terbambang	tərbambaŋ
terban	tərban
terbancut	tərbantʃut
terbang	tərbaŋ
terbangai	tərbaŋai
terbangkit	tərbaŋkit
terbangun	tərbaŋun
terbantahkan	tərbantahkan
terbantu	tərbantu
terbantun	tərbantun
terbantut	tərbantut
terbanyak	tərbaɲaʔ
terbaring	tərbariŋ
terbaru	tərbaru
terbasmi	tərbasmi
terbatas	tərbatas
terbau	tərbau
terbaur	tərbaur
terbawa	tərbawa
terbawah	tərbawah
terbayang	tərbajaŋ
terbayangkan	tərbajaŋkan
terbayar	tərbajar
terbebang	tərbəbaŋ
terbebani	tərbəbani
terbebar	tərbəbar
terbedol	tərbədol
terbela	tərbəla
terbelah	tərbəlah
terbelakang	tərbəlakaŋ
terbelalak	tərbəlalaʔ
terbelam	tərbəlam
terbelangah	tərbəlaŋah
terbelenggu	tərbələŋgu
terbeli	tərbəli
terbeliak	tərbəliaʔ
terbelingkang	tərbəliŋkaŋ
terbelingut	tərbəliŋut
terbelintang	tərbəlintaŋ
terbelit	tərbəlit
terbelélang	tərbəlelaŋ
terbenam	tərbənam
terbenar	tərbənar
terbendung	tərbənduŋ
terbengang	tərbəŋaŋ
terbengkalai	tərbəŋkalai
terbentang	tərbəntaŋ
terbentuk	tərbəntuʔ
terbentur	tərbəntur
terbentus	tərbəntus
terberumbun	tərbərumbun
terbesar	tərbəsar
terbesit	tərbəsit
terbeti	tərbəti
terbetik	tərbətiʔ
terbeting	tərbətiŋ
terbiar	tərbiar
terbiasa	tərbiasa
terbikin	tərbikin
terbilang	tərbilaŋ
terbina	tərbina
terbis	tərbis
terbit	tərbit
terbitan	tərbitan
terbitlah	tərbitlah
terbius	tərbius
terbongkar	tərboŋkar
terbuai	tərbuai
terbuang	tərbuaŋ
terbuat	tərbuat
terbudur	tərbudur
terbujuk	tərbudʒuʔ
terbujur	tərbudʒur
terbuka	tərbuka
terbukti	tərbuʔti
terbuku	tərbuku
terbul	tərbul
terbuncang	tərbuntʃaŋ
terbungkuk	tərbuŋkuʔ
terbungkus	tərbuŋkus
terbuntang	tərbuntaŋ
terbunuh	tərbunuh
terbunuhnya	tərbunuhɲa
terburai	tərburai
terburu	tərburu
terburuk	tərburuʔ
terbusung	tərbusuŋ
terbut	tərbut
terbébas	tərbebas
terbéla	tərbela
tercabik	tərtʃabiʔ
tercabut	tərtʃabut
tercacak	tərtʃatʃaʔ
tercacat	tərtʃatʃat
tercagak	tərtʃagaʔ
tercakup	tərtʃakup
tercalar	tərtʃalar
tercampak	tərtʃampaʔ
tercampung	tərtʃampuŋ
tercampur	tərtʃampur
tercanang	tərtʃanaŋ
tercancang	tərtʃantʃaŋ
tercangah	tərtʃaŋah
tercanggih	tərtʃaŋgih
tercanggung	tərtʃaŋguŋ
tercantik	tərtʃantiʔ
tercantol	tərtʃantol
tercantum	tərtʃantum
tercapai	tərtʃapai
tercapak	tərtʃapaʔ
tercaplok	tərtʃaploʔ
tercatat	tərtʃatat
tercatuk	tərtʃatuʔ
tercebur	tərtʃəbur
tercecah	tərtʃətʃah
tercedera	tərtʃədəra
tercegah	tərtʃəgah
tercekam	tərtʃəkam
tercekih	tərtʃəkih
tercekik	tərtʃəkiʔ
tercekluk	tərtʃəʔluʔ
tercela	tərtʃəla
tercelomok	tərtʃəlomoʔ
tercelus	tərtʃəlus
tercemar	tərtʃəmar
tercemas	tərtʃəmas
tercemplung	tərtʃəmpluŋ
tercengang	tərtʃəŋaŋ
tercengung	tərtʃəŋuŋ
tercengut	tərtʃəŋut
tercenung	tərtʃənuŋ
tercerabut	tərtʃərabut
tercerai	tərtʃərai
tercerap	tərtʃərap
tercerna	tərtʃərna
tercetus	tərtʃətus
terciduk	tərtʃiduʔ
tercingangah	tərtʃiŋaŋah
tercinta	tərtʃinta
terciprat	tərtʃiprat
tercipta	tərtʃipta
tercirit	tərtʃirit
tercium	tərtʃium
tercoang	tərtʃoaŋ
tercocok	tərtʃotʃoʔ
tercogok	tərtʃogoʔ
tercolok	tərtʃoloʔ
tercondong	tərtʃondoŋ
terconggok	tərtʃoŋgoʔ
terconténg	tərtʃonteŋ
tercoréng	tərtʃoreŋ
tercuar	tərtʃuar
tercuci	tərtʃutʃi
tercungap	tərtʃuŋap
tercupai	tərtʃupai
tercurah	tərtʃurah
tercuri	tərtʃuri
tercécér	tərtʃetʃer
tercéma	tərtʃema
terdadék	tərdadeʔ
terdaftar	tərdaftar
terdaging	tərdagiŋ
terdahulu	tərdahulu
terdaki	tərdaki
terdakwa	tərdaʔwa
terdamaikan	tərdamaikan
terdampar	tərdampar
terdanguk	tərdaŋuʔ
terdapat	tərdapat
terdaya	tərdaja
terdayuh	tərdajuh
terdayuk	tərdajuʔ
terdedah	tərdədah
terdekat	tərdəkat
terdekatnya	tərdəkatɲa
terdempok	tərdəmpoʔ
terdengar	tərdəŋar
terdenguk	tərdəŋuʔ
terdepan	tərdəpan
terderita	tərdərita
terdesak	tərdəsaʔ
terdiam	tərdiam
terdidik	tərdidiʔ
terdinding	tərdindiŋ
terdiri	tərdiri
terdistribusi	tərdistribusi
terdodong	tərdodoŋ
terdongkrak	tərdoŋʔraʔ
terdorong	tərdoroŋ
terduduk	tərduduʔ
terduga	tərduga
terdétéksi	tərdeteʔsi
terekam	tərəkam
terenang	tərənaŋ
terencat	tərəntʃat
terendah	tərəndah
terendap	tərəndap
terentang	tərəntaŋ
terenyuh	tərəɲuh
terfokus	tərfokus
tergabung	tərgabuŋ
tergadai	tərgadai
tergali	tərgali
tergamak	tərgamaʔ
tergamam	tərgamam
terganggu	tərgaŋgu
tergantung	tərgantuŋ
tergelincir	tərgəlintʃir
tergelétak	tərgəletaʔ
tergerak	tərgəraʔ
tergesa	tərgəsa
tergigit	tərgigit
tergila	tərgila
tergilas	tərgilas
tergiring	tərgiriŋ
tergiur	tərgiur
tergoda	tərgoda
tergolong	tərgoloŋ
tergoncang	tərgontʃaŋ
tergoncangkan	tərgontʃaŋkan
tergugat	tərgugat
terguling	tərguliŋ
tergulung	tərguluŋ
terguris	tərguris
tergésér	tərgeser
terhad	tərhad
terhadap	tərhadap
terhadapnya	tərhadapɲa
terhalang	tərhalaŋ
terhalau	tərhalau
terhampar	tərhampar
terhampiri	tərhampiri
terhandal	tərhandal
terhantar	tərhantar
terhapus	tərhapus
terharu	tərharu
terhenti	tərhənti
terhias	tərhias
terhibur	tərhibur
terhimpun	tərhimpun
terhina	tərhina
terhindar	tərhindar
terhindarkan	tərhindarkan
terhingga	tərhiŋga
terhitung	tərhituŋ
terhormat	tərhormat
terhubung	tərhubuŋ
terhukum	tərhukum
terhunus	tərhunus
terhébat	tərhebat
teri	təri
teriak	təriaʔ
teriakan	təriakan
teriba	təriba
terigu	tərigu
terik	təriʔ
terika	tərika
terikat	tərikat
terikut	tərikut
terima	tərima
terimanya	tərimaɲa
terimpit	tərimpit
terinci	tərintʃi
terindikasi	tərindikasi
terindil	tərindil
teringat	təriŋat
teringin	təriŋin
terinjak	tərindʒaʔ
teripang	təripaŋ
teriring	təririŋ
terisak	tərisaʔ
terisi	tərisi
teristiméwa	təristimewa
teritik	təritiʔ
teritip	təritip
teritis	təritis
terjadi	tərdʒadi
terjadilah	tərdʒadilah
terjadinya	tərdʒadiɲa
terjaga	tərdʒaga
terjajah	tərdʒadʒah
terjal	tərdʒal
terjalin	tərdʒalin
terjamin	tərdʒamin
terjang	tərdʒaŋ
terjaring	tərdʒariŋ
terjatuh	tərdʒatuh
terjawab	tərdʒawab
terjebak	tərdʒəbaʔ
terjeblos	tərdʒəblos
terjemah	tərdʒəmah
terjemahan	tərdʒəmahan
terjepit	tərdʒəpit
