㔂	lan²⁴
紡織	hɔŋ⁵³⁻⁴⁴t͡ɕit̚³²
紡織	pʰaŋ⁵³⁻⁴⁴t͡ɕit̚³²
紡織業	pʰaŋ⁵³⁻⁴⁴t͡ɕit̚³²⁻⁴ɡiap̚⁴
紡見	pʰaŋ²¹⁻⁵³kĩ²¹
紡車	pʰaŋ⁵³⁻⁴⁴t͡ɕʰia⁴⁴
索	soʔ³²
索	sɔk̚³²
索	ɕiɪk̚³²
索仔	soʔ³²⁻⁵³a⁵³
索取	soʔ³²⁻⁵³t͡sʰu⁵³
索引	soʔ³²⁻⁵³in⁵³
索引	ɕiɪk̚³²⁻⁴in⁵³
索性	soʔ³²⁻⁵³ɕiɪŋ²¹
索道	soʔ³²⁻⁵³to²²
索非亞	soʔ³²⁻⁵³hui⁴⁴⁻²²a⁴⁴
索非亞	ɕiɪk̚³²⁻⁴hui⁴⁴⁻²²a⁴⁴
索馬里	ɕiɪk̚³²⁻⁴mã⁵³⁻⁴⁴li⁵³
紩	tʰĩ²²
紫	t͡su⁵³
紫	t͡ɕi⁵³
紫外線	t͡ɕi⁵³⁻⁴⁴ɡua²²⁻²¹suã²¹
紫杉	t͡ɕi⁵³⁻⁴⁴sam⁴⁴
紫檀	t͡su⁵³⁻⁴⁴tuã²⁴
紫檀	t͡ɕi⁵³⁻⁴⁴tuã²⁴
紫禁城	t͡ɕi⁵³⁻⁴⁴kim²¹⁻⁵³ɕiã²⁴
紫羅蘭	t͡ɕi⁵³⁻⁴⁴lo²⁴⁻²²lan²⁴
紫色	t͡ɕi⁵³⁻⁴⁴ɕiɪk̚³²
紫荊	t͡ɕi⁵³⁻⁴⁴kiɪŋ⁴⁴
紫菜	t͡ɕi⁵³⁻⁴⁴t͡sʰaɪ²¹
紫薇	t͡ɕi⁵³⁻⁴⁴bi²⁴
紫藤	t͡ɕi⁵³⁻⁴⁴tin²⁴
紫蘇	t͡ɕi⁵³⁻⁴⁴sɔ⁴⁴
紫陽花	t͡ɕi⁵³⁻⁴⁴iɔŋ²⁴⁻²²hue⁴⁴
紫雲	t͡ɕi⁵³⁻⁴⁴hun²⁴
紬	tʰiu⁴⁴
紮	t͡sat̚³²
紮	t͡saʔ³²
累	lui²²
累	lui⁵³
累及	lui⁵³⁻⁴⁴kip̚⁴
累積	lui⁵³⁻⁴⁴t͡ɕiɪk̚³²
累計	lui²²⁻²¹ke²¹
累計	lui⁵³⁻⁴⁴ke²¹
累進	lui⁵³⁻⁴⁴t͡ɕin²¹
細	se²¹
細	sue²¹
細分	se²¹⁻⁵³hun⁴⁴
細分	sue²¹⁻⁵³hun⁴⁴
細力	se²¹⁻⁵³lat̚⁴
細力	sue²¹⁻⁵³lat̚⁴
細叔	sue²¹⁻⁵³t͡ɕiɪk̚³²
細圓	sue²¹⁻⁵³ĩ²⁴
細姨	sue²¹⁻⁵³i²⁴
細嫩	se²¹⁻⁵³lun²²
細小	se²¹⁻⁵³ɕiaʊ⁵³
細微	se²¹⁻⁵³bi²⁴
細心	se²¹⁻⁵³ɕim⁴⁴
細數	se²¹⁻⁵³ɕiaʊ²¹
細格種	sue²¹⁻⁵³keʔ³²⁻⁵³t͡ɕiɪŋ⁵³
細漢	sue²¹⁻⁵³han²¹
細漢囝	sue²¹⁻⁵³han²¹⁻⁵³kiã⁵³
細漢囡仔	sue²¹⁻⁵³han²¹⁻⁵³kin⁵³⁻⁴⁴a⁵³
細漢囡仔	sue²¹⁻⁵³han²¹⁻⁵³ɡin⁵³⁻⁴⁴a⁵³
細潤	se²¹⁻⁵³lun²²
細目	se²¹⁻⁵³bak̚⁴
細目	sue²¹⁻⁵³bak̚⁴
細碎	se²¹⁻⁵³t͡sʰui²¹
細箍把	sue²¹⁻⁵³kɔ⁴⁴⁻²²pe⁵³
細箍把	sue²¹⁻⁵³kʰɔ⁴⁴⁻²²pe⁵³
細節	se²¹⁻⁵³t͡ɕiɛt̚³²
細粒	sue²¹⁻⁵³liap̚⁴
細粒子	sue²¹⁻⁵³liap̚⁴⁻³²t͡ɕi⁵³
細緻	se²¹⁻⁵³ti²¹
細聲	sue²¹⁻⁵³ɕiã⁴⁴
細胞	se²¹⁻⁵³paʊ⁴⁴
細胞學	se²¹⁻⁵³paʊ⁴⁴⁻²²hak̚⁴
細膩	se²¹⁻⁵³li²²
細膩	sue²¹⁻⁵³d͡ʑi²²
細膩	sue²¹⁻⁵³li²²
細膩無蝕本	sue²¹⁻⁵³li²²⁻²¹bo²⁴⁻²²ɕiʔ⁴⁻²¹pun⁵³
細菌	se²¹⁻⁵³kʰun⁵³
細軟	se²¹⁻⁵³luan⁵³
細辛	se²¹⁻⁵³ɕin⁴⁴
細辛	sue²¹⁻⁵³ɕin⁴⁴
細陣雨	sue²¹⁻⁵³t͡sun²²⁻²¹hɔ²²
紲	sua²¹
紲	ɕiɛt̚³²
紲喙	sua²¹⁻⁵³t͡sʰui²¹
紲喙尾	sua²¹⁻⁵³t͡sʰui²¹⁻⁵³be⁵³
紲班	sua²¹⁻⁵³pan⁴⁴
紲落	sua²¹⁻⁵³loʔ⁴
紳	ɕin⁴⁴
紳士	ɕin⁴⁴⁻²²su²²
紹	ɕiaʊ²²
紹介	ɕiaʊ²²⁻²¹kaɪ²¹
紹興	ɕiaʊ²²⁻²¹hiɪŋ⁴⁴
紹興酒	ɕiaʊ²²⁻²¹hin⁴⁴⁻²²t͡ɕiu⁵³
紹興酒	ɕiaʊ²²⁻²¹hiɪŋ⁴⁴⁻²²t͡ɕiu⁵³
紹酒	ɕiaʊ²²⁻²¹t͡ɕiu⁵³
紺	kam²¹
終	t͡ɕiɔŋ⁴⁴
終局	t͡ɕiɔŋ⁴⁴⁻²²kiɔk̚⁴
終年	t͡ɕiɔŋ⁴⁴⁻²²liɛn²⁴
終年	t͡ɕiɔŋ⁴⁴⁻²²nĩ²⁴
終於	t͡ɕiɔŋ⁴⁴⁻²²u⁴⁴
終日	t͡ɕiɔŋ⁴⁴⁻²²lit̚⁴
終極	t͡ɕiɔŋ⁴⁴⁻²²kiɪk̚⁴
終止	tiɔŋ⁴⁴⁻²²t͡ɕi⁵³
終歸	t͡ɕiɔŋ⁴⁴⁻²²kui⁴⁴
終生	t͡ɕiɔŋ⁴⁴⁻²²ɕiɪŋ⁴⁴
終究	t͡ɕiɔŋ⁴⁴⁻²²kiu²¹
終端	t͡ɕiɔŋ⁴⁴⁻²²tuan⁴⁴
終端機	t͡ɕiɔŋ⁴⁴⁻²²tuan⁴⁴⁻²²ki⁴⁴
終結	t͡ɕiɔŋ⁴⁴⁻²²kiɛt̚³²
終身	t͡ɕiɔŋ⁴⁴⁻²²ɕin⁴⁴
終點	t͡ɕiɔŋ⁴⁴⁻²²tiam⁵³
組	t͡sɔ⁵³
組件	t͡sɔ⁴⁴⁻²²kiã²²
組別	t͡sɔ⁴⁴⁻²²piɛt̚⁴
組別	t͡sɔ⁵³⁻⁴⁴piɛt̚⁴
組合	t͡sɔ⁵³⁻⁴⁴hap̚⁴
組建	t͡sɔ⁵³⁻⁴⁴kiɛn²¹
組成	t͡sɔ⁵³⁻⁴⁴ɕiɪŋ²⁴
組曲	t͡sɔ⁵³⁻⁴⁴kʰiɔk̚³²
組歌	t͡sɔ⁵³⁻⁴⁴kua⁴⁴
組織	t͡sɔ⁵³⁻⁴⁴t͡ɕit̚³²
組裝	t͡sɔ⁵³⁻⁴⁴t͡sɔŋ⁴⁴
組長	t͡sɔ⁵³⁻⁴⁴tiũ⁵³
組閣	t͡sɔ⁴⁴⁻²²koʔ³²
絆	puan²¹
絆	puã²²
絆	puã²¹
絆腳石	puã²²⁻²¹kʰa⁴⁴⁻²²t͡ɕioʔ⁴
絆馬索	puã²¹⁻⁵³be⁵³⁻⁴⁴soʔ³²
結	kat̚³²
結	kiɛt̚³²
結交	kiɛt̚³²⁻⁴kaʊ⁴⁴
結伴	kiɛt̚³²⁻⁴pʰuã²²
結冤仇	kiɛt̚³²⁻⁴uan⁴⁴⁻²²ɕiu²⁴
結冰	kiɛt̚³²⁻⁴piɪŋ⁴⁴
結匯	kiɛt̚³²⁻⁴hue²²
結合	kiɛt̚³²⁻⁴hap̚⁴
結婚	kiɛt̚³²⁻⁴hun⁴⁴
結存	kiɛt̚³²⁻⁴t͡sun²⁴
結實	kiɛt̚³²⁻⁴ɕit̚⁴
結尾	kiɛt̚³²⁻⁴be⁵³
結尾	kiɛt̚³²⁻⁴bue⁵³
結局	kiɛt̚³²⁻⁴kiɔk̚⁴
結彩	kiɛt̚³²⁻⁴t͡sʰaɪ⁵³
結怨	kiɛt̚³²⁻⁴uan²¹
結成	kiɛt̚³²⁻⁴ɕiɪŋ²⁴
結拜	kiɛt̚³²⁻⁴paɪ²¹
結數	kiɛt̚³²⁻⁴ɕiaʊ²¹
結晶	kiɛt̚³²⁻⁴t͡ɕiɪŋ⁴⁴
結束	kiɛt̚³²⁻⁴sɔk̚³²
結束語	kiɛt̚³²⁻⁴sɔk̚³²⁻⁴ɡu⁵³
結果	kiɛt̚³²⁻⁴ko⁵³
結核	kiɛt̚³²⁻⁴hut̚⁴
結核病	kiɛt̚³²⁻⁴hut̚⁴⁻³²pĩ²²
結核病	kiɛt̚³²⁻⁴hut̚⁴⁻³²pẽ²²
結業	kiɛt̚³²⁻⁴ɡiap̚⁴
結構	kiɛt̚³²⁻⁴kɔ²¹
結盟	kiɛt̚³²⁻⁴biɪŋ²⁴
結石	kiɛt̚³²⁻⁴t͡ɕioʔ⁴
結社	kiɛt̚³²⁻⁴ɕia²²
結算	kiɛt̚³²⁻⁴suan²¹
結算	kiɛt̚³²⁻⁴sŋ̍²¹
結紮	kiɛt̚³²⁻⁴t͡sat̚³²
結緣	kiɛt̚³²⁻⁴iɛn²⁴
結義	kiɛt̚³²⁻⁴ɡi²²
結腸	kiɛt̚³²⁻⁴tŋ̍²⁴
結膜	kiɛt̚³²⁻⁴mɔ̃ʔ⁴
結親	kiɛt̚³²⁻⁴t͡ɕʰin⁴⁴
結論	kiɛt̚³²⁻⁴lun²²
結識	kiɛt̚³²⁻⁴ɕiɪk̚³²
結霜	kiɛt̚³²⁻⁴sŋ̍⁴⁴
結餘	kiɛt̚³²⁻⁴u²⁴
結黨	kiɛt̚³²⁻⁴tɔŋ⁵³
絕	t͡seʔ⁴
絕	t͡suat̚⁴
絕不	t͡suat̚⁴⁻³²put̚³²
絕交	t͡suat̚⁴⁻³²kaʊ⁴⁴
絕代	t͡suat̚⁴⁻³²taɪ²²
絕倫	t͡suat̚⁴⁻³²lun²⁴
絕口	t͡suat̚⁴⁻³²kʰaʊ⁵³
絕句	t͡suat̚⁴⁻³²ku²¹
絕嗣	t͡suat̚⁴⁻³²su²⁴
絕境	t͡suat̚⁴⁻³²kiɪŋ⁵³
絕妙	t͡suat̚⁴⁻³²biaʊ²²
絕對	t͡suat̚⁴⁻³²tui²¹
絕後	t͡suat̚⁴⁻³²aʊ²²
絕情	t͡suat̚⁴⁻³²t͡ɕiɪŋ²⁴
絕技	t͡suat̚⁴⁻³²ki⁴⁴
絕招	t͡suat̚⁴⁻³²t͡ɕiaʊ⁴⁴
絕望	t͡suat̚⁴⁻³²bɔŋ²²
絕無僅有	t͡suat̚⁴⁻³²bo²⁴⁻²²kin⁵³⁻⁴⁴iu⁵³
絕版	t͡suat̚⁴⁻³²pan⁵³
絕種	t͡seʔ⁴⁻²¹t͡ɕiɪŋ⁵³
絕種	t͡suat̚⁴⁻³²t͡ɕiɪŋ⁵³
絕筆	t͡suat̚⁴⁻³²pit̚³²
絕緣	t͡suat̚⁴⁻³²iɛn²⁴
絕育	t͡suat̚⁴⁻³²iɔk̚⁴
絕處逢生	t͡suat̚⁴⁻³²t͡sʰu²¹⁻⁵³hɔŋ²⁴⁻²²ɕiɪŋ⁴⁴
絕跡	t͡suat̚⁴⁻³²t͡ɕiɪk̚³²
絕路	t͡suat̚⁴⁻³²lɔ²²
絕非	t͡suat̚⁴⁻³²hui⁴⁴
絕頂	t͡suat̚⁴⁻³²tiɪŋ⁵³
絕食	t͡suat̚⁴⁻³²ɕit̚⁴
絚	an²⁴
絞	kaʊ⁵³
絞	ka⁵³
絞架	ka⁵³⁻⁴⁴ke²¹
絞殺	ka⁵³⁻⁴⁴sat̚³²
絞痛	ka⁵³⁻⁴⁴tʰiã²¹
絞盡腦汁	ka⁵³⁻⁴⁴t͡ɕin²²⁻²¹nãʊ⁵³⁻⁴⁴t͡ɕiap̚³²
絞米	ka⁵³⁻⁴⁴bi⁵³
絞車	ka⁵³⁻⁴⁴t͡ɕʰia⁴⁴
絡	loʔ⁴
絡	lɔk̚⁴
絡繹	lɔk̚⁴⁻³²iɪk̚⁴
絢	hiɛn²¹
絢麗	hiɛn²¹⁻⁵³le²²
給	hɔ²²
給	kip̚³²
給予	kip̚³²⁻⁴u⁵³
給以	kip̚³²⁻⁴i⁵³
給養	kip̚³²⁻⁴iɔŋ⁵³
絨	liɔŋ²⁴
絨布	liɔŋ²⁴⁻²²pɔ²¹
絨線	liɔŋ²⁴⁻²²suã²¹
絮	su²¹
絮叨	su²¹⁻⁵³tʰo⁴⁴
統	tʰaŋ⁵³
統	tʰɔŋ⁵³
統一	tʰɔŋ⁵³⁻⁴⁴it̚³²
統制	tʰɔŋ⁵³⁻⁴⁴t͡se²¹
統合	tʰɔŋ⁵³⁻⁴⁴hap̚⁴
統帥	tʰɔŋ⁵³⁻⁴⁴sue²¹
統戰	tʰɔŋ⁵³⁻⁴⁴t͡ɕiɛn²¹
統攝	tʰɔŋ⁵³⁻⁴⁴ɕiap̚³²
統治	tʰɔŋ⁵³⁻⁴⁴ti²²
統稱	tʰɔŋ⁵³⁻⁴⁴t͡ɕʰiɪŋ⁴⁴
統籌	tʰɔŋ⁵³⁻⁴⁴tiu²⁴
統艙	tʰɔŋ⁵³⁻⁴⁴t͡sʰŋ̍⁴⁴
統計	tʰɔŋ⁵³⁻⁴⁴ke²¹
統計學	tʰɔŋ⁵³⁻⁴⁴ke²¹⁻⁵³hak̚⁴
統購	tʰɔŋ⁵³⁻⁴⁴kɔ²¹
統轄	tʰɔŋ⁵³⁻⁴⁴hat̚⁴
統銷	tʰɔŋ⁵³⁻⁴⁴ɕiaʊ⁴⁴
統領	tʰɔŋ⁵³⁻⁴⁴liɪŋ⁵³
絲	su⁴⁴
絲	ɕi⁴⁴
絲丁魚	ɕi⁴⁴⁻²²tiɪŋ⁴⁴⁻²²hi²⁴
絲仔襪	ɕi⁴⁴⁻²²a⁵³⁻⁴⁴beʔ⁴
絲字爿	ɕi⁴⁴⁻²²li²²⁻²¹piɪŋ²⁴
絲弦	ɕi⁴⁴⁻²²hiɛn²⁴
絲毫	ɕi⁴⁴⁻²²ho²⁴
絲絲	ɕi⁴⁴⁻²²ɕi⁴⁴
絲綢	ɕi⁴⁴⁻²²tiu²⁴
絲綢之路	ɕi⁴⁴⁻²²tiu²⁴⁻²²t͡ɕi⁴⁴⁻²²lɔ²²
絲織品	ɕi⁴⁴⁻²²t͡ɕit̚³²⁻⁴pʰin⁵³
絳	kaŋ²¹
絳	kɔŋ²¹
絹	kin²¹
絹	kuan²¹
綁	paŋ⁵³
綁匪	paŋ⁵³⁻⁴⁴hui⁵³
綁架	paŋ⁵³⁻⁴⁴ka²¹
綁票	paŋ⁵³⁻⁴⁴pʰio²¹
綁腿	paŋ⁵³⁻⁴⁴tʰui⁵³
綏	sui⁴⁴
經	kiɪŋ⁴⁴
經	kĩ⁴⁴
經典	kiɪŋ⁴⁴⁻²²tiɛn⁵³
經受	kiɪŋ⁴⁴⁻²²ɕiu²²
經售	kiɪŋ⁴⁴⁻²²ɕiu²²
經售	kiɪŋ⁴⁴⁻²²ɕiu²⁴
經商	kiɪŋ⁴⁴⁻²²ɕiɔŋ⁴⁴
經常	kiɪŋ⁴⁴⁻²²ɕiɔŋ²⁴
經建	kiɪŋ⁴⁴⁻²²kiɛn²¹
經心	kiɪŋ⁴⁴⁻²²ɕim⁴⁴
經手	kiɪŋ⁴⁴⁻²²t͡ɕʰiu⁵³
經援	kiɪŋ⁴⁴⁻²²uan²²
經文	kiɪŋ⁴⁴⁻²²bun²⁴
經歷	kiɪŋ⁴⁴⁻²²liɪk̚⁴
經濟	kiɪŋ⁴⁴⁻²²t͡se²¹
經濟增長	kiɪŋ⁴⁴⁻²²t͡se²¹⁻⁵³t͡ɕiɪŋ⁴⁴⁻²²tiɔŋ⁵³
經濟學	kiɪŋ⁴⁴⁻²²t͡se²¹⁻⁵³hak̚⁴
經濟學家	kiɪŋ⁴⁴⁻²²t͡se²¹⁻⁵³hak̚⁴⁻³²ka⁴⁴
經濟部	kiɪŋ⁴⁴⁻²²t͡se²¹⁻⁵³pɔ²²
經營	kiɪŋ⁴⁴⁻²²iɪŋ²⁴
經理	kiɪŋ⁴⁴⁻²²li⁵³
經理人	kiɪŋ⁴⁴⁻²²li⁵³⁻⁴⁴d͡ʑin²⁴
經痛	kiɪŋ⁴⁴⁻²²tʰiã²¹
經管	kiɪŋ⁴⁴⁻²²kuan⁵³
經紀	kiɪŋ⁴⁴⁻²²ki⁵³
經絡	kiɪŋ⁴⁴⁻²²lɔk̚⁴
經綸	kiɪŋ⁴⁴⁻²²lun²⁴
經緯	kiɪŋ⁴⁴⁻²²hui²²
經緯	kiɪŋ⁴⁴⁻²²ui⁵³
經緯	kĩ⁴⁴⁻²²hui²²
經衣	kiɪŋ⁴⁴⁻²²i⁴⁴
經衣紙	kiɪŋ⁴⁴⁻²²i⁴⁴⁻²²t͡sua⁵³
經費	kiɪŋ⁴⁴⁻²²hui²¹
經貿	kiɪŋ⁴⁴⁻²²bɔ²²
經辦	kiɪŋ⁴⁴⁻²²pan²²
經過	kiɪŋ⁴⁴⁻²²ke²¹
經銷	kiɪŋ⁴⁴⁻²²ɕiaʊ⁴⁴
經驗	kiɪŋ⁴⁴⁻²²ɡiam²²
綜	t͡sɔŋ⁴⁴
綜合	t͡sɔŋ⁴⁴⁻²²hap̚⁴
綜括	t͡sɔŋ⁴⁴⁻²²kuat̚³²
綜藝	t͡sɔŋ⁴⁴⁻²²ɡe²²
綜觀	t͡sɔŋ⁴⁴⁻²²kuan⁴⁴
綜述	t͡sɔŋ⁴⁴⁻²²sut̚⁴
綠	liɔk̚⁴
綠	liɪk̚⁴
綠化	liɪk̚⁴⁻³²hua²¹
綠林	liɪk̚⁴⁻³²lim²⁴
綠洲	liɪk̚⁴⁻³²t͡ɕiu⁴⁴
綠燈	liɪk̚⁴⁻³²tiɪŋ⁴⁴
綠色	liɪk̚⁴⁻³²ɕiɪk̚³²
綠茶	liɪk̚⁴⁻³²te²⁴
綠豆	liɪk̚⁴⁻³²taʊ²²
綢	tiu²⁴
綢緞	tiu²⁴⁻²²tuan²²
維	bi²⁴
維	ui²⁴
維也納	ui²⁴⁻²²ia⁵³⁻⁴⁴lap̚⁴
維他命	ui²⁴⁻²²tʰa⁴⁴⁻²²biɪŋ²²
維修	ui²⁴⁻²²ɕiu⁴⁴
維吾爾	ui²⁴⁻²²ŋɔ̃²⁴⁻²²nĩ⁵³
維吾爾族	ui²⁴⁻²²ŋɔ̃²⁴⁻²²nĩ⁵³⁻⁴⁴t͡sɔk̚⁴
維和	ui²⁴⁻²²ho²⁴
維基	ui²⁴⁻²²ki⁴⁴
維基百科	ui²⁴⁻²²ki⁴⁴⁻²²piɪk̚³²⁻⁴kʰo⁴⁴
維持	bi²⁴⁻²²ti²⁴
維持	ui²⁴⁻²²t͡ɕʰi²⁴
維新	ui²⁴⁻²²ɕin⁴⁴
維權	ui²⁴⁻²²kuan²⁴
維爾京群島	ui²⁴⁻²²nĩ⁵³⁻⁴⁴kiɪŋ⁴⁴⁻²²kun²⁴⁻²²to⁵³
維爾紐斯	ui²⁴⁻²²nĩ⁵³⁻⁴⁴liu⁵³⁻⁴⁴su⁴⁴
維生素	ui²⁴⁻²²ɕiɪŋ⁴⁴⁻²²sɔ²¹
維繫	ui²⁴⁻²²he²²
維護	ui²⁴⁻²²hɔ²²
綱	kaŋ⁴⁴
綱	kɔŋ⁴⁴
綱目	kaŋ⁴⁴⁻²²bɔk̚⁴
綱要	kaŋ⁴⁴⁻²²iaʊ²¹
綱領	kaŋ⁴⁴⁻²²liɪŋ⁵³
綱領	kɔŋ⁴⁴⁻²²liɪŋ⁵³
網	baŋ²²
網	bɔŋ⁵³
網兜	baŋ²²⁻²¹taʊ⁴⁴
網友	baŋ²²⁻²¹iu⁵³
網吧	baŋ²²⁻²¹pa⁴⁴
網孔	baŋ²²⁻²¹kʰaŋ⁴⁴
網民	baŋ²²⁻²¹bin²⁴
網球	baŋ²²⁻²¹kiu²⁴
網白	baŋ²²⁻²¹peʔ⁴
網站	baŋ²²⁻²¹t͡sam²²
網紗	baŋ²²⁻²¹se⁴⁴
網紗髻	baŋ²²⁻²¹se⁴⁴⁻²²ke²¹
網絡	baŋ²²⁻²¹lɔk̚⁴
網羅	baŋ²²⁻²¹lo²⁴
網誌	baŋ²²⁻²¹t͡ɕi²¹
網路	baŋ²²⁻²¹lɔ²²
網開一面	baŋ²²⁻²¹kʰui⁴⁴⁻²²t͡ɕit̚⁴⁻³²bin²²
網際網路	baŋ²²⁻²¹t͡se²¹⁻⁵³baŋ²²⁻²¹lɔ²²
綴	te²¹
綴	t͡sue²¹
綴人走	te²¹⁻⁵³laŋ²⁴⁻²²t͡saʊ⁵³
綴尾	te²¹⁻⁵³be⁵³
綴樣	te²¹⁻⁵³iũ²²
綴船	te²¹⁻⁵³t͡sun²⁴
綴車	te²¹⁻⁵³t͡ɕʰia⁴⁴
綹	liu⁵³
綺麗	kʰi⁵³⁻⁴⁴le²²
綻	tiɛn²²
綽	t͡ɕʰiɔk̚³²
綽號	t͡ɕʰiɔk̚³²⁻⁴ho²²
綾	lin²⁴
綿	biɛn²⁴
綿	mĩ²⁴
綿延	biɛn²⁴⁻²²iɛn²⁴
綿爛	mĩ²⁴⁻²²nuã²²
綿綿	mĩ²⁴⁻²²mĩ²⁴
綿羊	mĩ²⁴⁻²²iũ²⁴
綿薄	biɛn²⁴⁻²²pɔk̚⁴
緊	kin⁵³
緊促	kin⁵³⁻⁴⁴t͡ɕʰiɔk̚³²
緊俏	kin⁵³⁻⁴⁴t͡ɕʰiaʊ²¹
緊密	kin⁵³⁻⁴⁴bit̚⁴
緊張	kin⁵³⁻⁴⁴tiũ⁴⁴
緊快	kin⁵³⁻⁴⁴kʰuai²¹
緊急	kin⁵³⁻⁴⁴kip̚³²
緊性	kin⁵³⁻⁴⁴ɕiɪŋ²¹
緊手	kin⁵³⁻⁴⁴t͡ɕʰiu⁵³
緊捷快	kin⁵³⁻⁴⁴t͡ɕiap̚⁴⁻³²kʰuai²¹
緊欲	kin⁵³⁻⁴⁴beʔ³²
緊氣	kin⁵³⁻⁴⁴kʰui²¹
緊湊	kin⁵³⁻⁴⁴t͡sʰɔ²¹
緊狂	kin⁵³⁻⁴⁴kɔŋ²⁴
緊猛	kin⁵³⁻⁴⁴mĩʔ³²
緊猛	kin⁵³⁻⁴⁴mĩ⁵³
緊緊	kin⁵³⁻⁴⁴kin⁵³
緊縮	kin⁵³⁻⁴⁴sɔk̚³²
緊要	kin⁵³⁻⁴⁴iaʊ²¹
緊跤手	kin⁵³⁻⁴⁴kʰa⁴⁴⁻²²t͡ɕʰiu⁵³
緊跤捷手	kin⁵³⁻⁴⁴kʰa⁴⁴⁻²²t͡ɕʰiap̚⁴⁻³²t͡ɕʰiu⁵³
緊迫	kin⁵³⁻⁴⁴piɪk̚³²
緋聞	hui⁴⁴⁻²²bun²⁴
緒	su²²
緒言	su²²⁻²¹ɡiɛn²⁴
線	suã²¹
線	ɕiɛn²¹
線上	suã²¹⁻⁵³ɕiaŋ²²
線上	suã²¹⁻⁵³ɕiɔŋ²²
線圈	suã²¹⁻⁵³kʰuan²⁴
線形	suã²¹⁻⁵³hiɪŋ²⁴
線條	suã²¹⁻⁵³tiaʊ²⁴
線索	suã²¹⁻⁵³soʔ³²
線裝	suã²¹⁻⁵³t͡sŋ̍⁴⁴
線裝	suã²¹⁻⁵³t͡sɔŋ⁴⁴
線西	suã²¹⁻⁵³saɪ⁴⁴
線路	suã²¹⁻⁵³lɔ²²
線頂	suã²¹⁻⁵³tiɪŋ⁵³
線頭	suã²¹⁻⁵³tʰaʊ²⁴
緝	t͡ɕip̚³²
緝捕	t͡ɕip̚³²⁻⁴pɔ²⁴
緝捕	t͡ɕʰip̚³²⁻⁴pɔ²⁴
緝掠	t͡ɕip̚³²⁻⁴liaʔ⁴
緝私	t͡ɕip̚³²⁻⁴su⁴⁴
緝私	t͡ɕʰip̚³²⁻⁴su⁴⁴
緞	tuan²²
締	te²²
締交	te²²⁻²¹kaʊ⁴⁴
締約	te²¹⁻⁵³iɔk̚³²
締結	te²²⁻²¹kiɛt̚³²
締造	te²¹⁻⁵³t͡so²²
緣	iɛn²⁴
緣分	iɛn²⁴⁻²²hun²²
緣投	iɛn²⁴⁻²²taʊ²⁴
緣故	iɛn²⁴⁻²²kɔ²¹
緣木求魚	iɛn²⁴⁻²²bɔk̚⁴⁻³²kiu²⁴⁻²²hi²⁴
緣木求魚	iɛn²⁴⁻²²bɔk̚⁴⁻³²kiu²⁴⁻²²hu²⁴
緣由	iɛn²⁴⁻²²iu²⁴
緣起	iɛn²⁴⁻²²kʰi⁵³
編	piɛn⁴⁴
編	pĩ⁴⁴
編	pʰiɛn⁴⁴
編入	piɛn⁴⁴⁻²²d͡ʑip̚⁴
編入	pʰiɛn⁴⁴⁻²²d͡ʑip̚⁴
編制	piɛn⁴⁴⁻²²t͡se²¹
編制	pʰiɛn⁴⁴⁻²²t͡se²¹
編審	piɛn⁴⁴⁻²²ɕim⁵³
編審	pʰiɛn⁴⁴⁻²²ɕim⁵³
編寫	piɛn⁴⁴⁻²²ɕia⁵³
編寫	pʰiɛn⁴⁴⁻²²ɕia⁵³
編導	piɛn⁴⁴⁻²²to²²
編年	pʰiɛn⁴⁴⁻²²liɛn²⁴
編年紀	pʰiɛn⁴⁴⁻²²liɛn²⁴⁻²²ki⁵³
編成	pʰiɛn⁴⁴⁻²²ɕiɪŋ²⁴
編排	piɛn⁴⁴⁻²²paɪ²⁴
編排	pʰiɛn⁴⁴⁻²²paɪ²⁴
編撰	piɛn⁴⁴⁻²²t͡suan²²
編曲	piɛn⁴⁴⁻²²kʰiɪk̚³²
編班	pʰiɛn⁴⁴⁻²²pan⁴⁴
編目	piɛn⁴⁴⁻²²bɔk̚⁴
編目	pʰiɛn⁴⁴⁻²²bɔk̚⁴
編碼	piɛn⁴⁴⁻²²mã⁵³
編組	pʰiɛn⁴⁴⁻²²t͡sɔ⁴⁴
編纂	piɛn⁴⁴⁻²²t͡suan⁵³
編者	piɛn⁴⁴⁻²²t͡ɕia⁵³
編者	pʰiɛn⁴⁴⁻²²t͡ɕia⁵³
編號	piɛn⁴⁴⁻²²ho²²
編號	pʰiɛn⁴⁴⁻²²ho²²
編譯	piɛn⁴⁴⁻²²iɪk̚⁴
編輯	piɛn⁴⁴⁻²²t͡ɕip̚³²
編輯	pʰiɛn⁴⁴⁻²²t͡ɕʰip̚³²
編造	piɛn⁴⁴⁻²²t͡so²²
編隊	pʰiɛn⁴⁴⁻²²tui²²
編頭鬃尾	pĩ⁴⁴⁻²²tʰaʊ²⁴⁻²²t͡saŋ⁴⁴⁻²²be⁵³
編髻仔	pĩ⁴⁴⁻²²ke²¹⁻⁵³a⁵³
緩	huan²²
緩	uan²²
緩不濟急	uan²²⁻²¹put̚³²⁻⁴t͡se²¹⁻⁵³kip̚³²
緩刑	uan²²⁻²¹hiɪŋ²⁴
緩和	huan²²⁻²¹ho²⁴
緩和	uan²²⁻²¹ho²⁴
