aarōn	aaɾoːn
sēriceus	s̠eːɾɪkeʊs̠
sēricus	s̠eːɾɪkʊs̠
sēricārius	s̠eːɾɪkaːɾiʊs̠
sēricātus	s̠eːɾɪkaːt̪ʊs̠
sērius	s̠eːɾiʊs̠
sēriās	s̠eːɾiaːs̠
sēriō	s̠eːɾioː
sēriōsus	s̠eːɾioːs̠ʊs̠
sērus	s̠eːɾʊs̠
sērēs	s̠eːɾeːs̠
sērō	s̠eːɾoː
sērōtinus	s̠eːɾoːt̪ɪnʊs̠
sēsaminus	s̠eːs̠amɪnʊs̠
sēsamum	s̠eːs̠amʊ̃ˑ
sēscūncia	s̠eːs̠kuːŋkia
sēsqui	s̠eːs̠kᶣɪ
sēsquidiurnus	s̠eːs̠kᶣɪd̪iʊrnʊs̠
sēsquidiēs	s̠eːs̠kᶣɪd̪ieːs̠
sēsquipedālis	s̠eːs̠kᶣɪpɛd̪aːl̪ɪs̠
sēstertius	s̠eːs̠t̪ɛrt̪iʊs̠
sēstus	s̠eːs̠t̪ʊs̠
sēsē	s̠eːs̠eː
sēta	s̠eːt̪a
sētania	s̠eːt̪ania
sētia	s̠eːt̪ia
sētiferus	s̠eːt̪ɪfɛɾʊs̠
sētiger	s̠eːt̪ɪɡɛr
sētulōsus	s̠eːt̪ʊɫ̪oːs̠ʊs̠
sētōsus	s̠eːt̪oːs̠ʊs̠
sēvir	s̠eːwɪr
sēvirātus	s̠eːwɪɾaːt̪ʊs̠
sēvit	s̠eːwɪt̪
sēvocō	s̠eːwɔkoː
sī	s̠iː
sīaletae	s̠iːaɫ̪ɛt̪ae̯
sībilus	s̠iːbɪɫ̪ʊs̠
sībilātrīx	s̠iːbɪɫ̪aːt̪ɾiːks̠
sībilō	s̠iːbɪɫ̪oː
sīca	s̠iːka
sīcera	s̠iːkɛɾa
sīcut	s̠iːkʊt̪
sīcārius	s̠iːkaːɾiʊs̠
sīcīlicus	s̠iːkiːl̪ɪkʊs̠
sīcīlis	s̠iːkiːl̪ɪs̠
sīderea	s̠iːd̪ɛɾea
sīderea	s̠iːd̪ɛɾeaː
sīderee	s̠iːd̪ɛɾeɛ
sīdereus	s̠iːd̪ɛɾeʊs̠
sīdereī	s̠iːd̪ɛɾeiː
sīdereō	s̠iːd̪ɛɾeoː
sīderālis	s̠iːd̪ɛɾaːl̪ɪs̠
sīdus	s̠iːd̪ʊs̠
sīdō	s̠iːd̪oː
sīdōn	s̠iːd̪oːn
sīgēum	s̠iːɡeːʊ̃ˑ
sīla	s̠iːɫ̪a
sīlius	s̠iːl̪iʊs̠
sīlā	s̠iːɫ̪aː
sīmia	s̠iːmia
sīmius	s̠iːmiʊs̠
sīmus	s̠iːmʊs̠
sīn	s̠iːn
sīna	s̠iːna
sīnae	s̠iːnae̯
sīnēnsis	s̠ɪnẽːs̠ɪs̠
sīpariō	s̠iːpaɾioː
sīpontum	s̠iːpɔn̪t̪ʊ̃ˑ
sīquidem	s̠iːkᶣɪd̪ɛ̃ˑ
sīquis	s̠iːkᶣɪs̠
sīrach	s̠iːɾakʰ
sīriacus	s̠iːɾiakʊs̠
sīrēn	s̠iːɾeːn
sīstrum	s̠iːs̠t̪ɾʊ̃ˑ
sītanius	s̠iːt̪aniʊs̠
sītis	s̠iːt̪ɪs̠
sītistus	s̠iːt̪ɪs̠t̪ʊs̠
sīve	s̠iːwɛ
sōbrietās	s̠oːbɾiɛt̪aːs̠
sōbrius	s̠oːbɾiʊs̠
sōbrīnō	s̠oːbɾiːnoː
sōcratiōn	s̠oːkɾat̪ioːn
sōcratēs	s̠oːkɾat̪eːs̠
sōdēs	s̠oːd̪eːs̠
sōl	s̠oːɫ̪
sōlam	s̠oːɫ̪ãˑ
sōle	s̠oːɫ̪ɛ
sōlemnis	s̠oːɫ̪ɛmnɪs̠
sōlempnis	s̠oːɫ̪ɛmpnɪs̠
sōlennis	s̠oːɫ̪ɛnnɪs̠
sōlertia	s̠oːɫ̪ɛrt̪ia
sōlicitus	s̠oːl̪ɪkɪt̪ʊs̠
sōligenitus	s̠oːl̪ɪɡɛnɪt̪ʊs̠
sōliloquium	s̠oːl̪ɪɫ̪ɔkᶣiʊ̃ˑ
sōlitārius	s̠oːl̪ɪt̪aːɾiʊs̠
sōlitūdō	s̠oːl̪ɪt̪uːd̪oː
sōlivagus	s̠oːl̪ɪwaɡʊs̠
sōlor	s̠oːɫ̪ɔr
sōlum	s̠oːɫ̪ʊ̃ˑ
sōlus	s̠oːɫ̪ʊs̠
sōlācium	s̠oːɫ̪aːkiʊ̃ˑ
sōlāmen	s̠oːɫ̪aːmɛn
sōlānus	s̠oːɫ̪aːnʊs̠
sōlāris	s̠oːɫ̪aːɾɪs̠
sōlārium	s̠oːɫ̪aːɾiʊ̃ˑ
sōlātium	s̠oːɫ̪aːt̪iʊ̃ˑ
sōlēn	s̠oːɫ̪eːn
sōlī	s̠oːl̪iː
sōlī	s̠ɔl̪iː
sōmena	s̠oːmɛna
sōns	s̠õːs̠
sōnus	s̠ɔnʊs̠
sōphronistērium	s̠oːpʰɾɔnɪs̠t̪eːɾiʊ̃ˑ
sōphrosynē	s̠oːpʰɾɔs̠ʏneː
sōphrosynēn	s̠oːpʰɾɔs̠ʏneːn
sōpiō	s̠oːpioː
sōpīmus	s̠oːpiːmʊs̠
sōpītis	s̠oːpiːt̪ɪs̠
sōpītīs	s̠oːpiːt̪iːs̠
sōpīverimus	s̠oːpiːwɛɾiːmʊs̠
sōpīverimus	s̠oːpiːwɛɾɪmʊs̠
sōpīveris	s̠oːpiːwɛɾiːs̠
sōpīveris	s̠oːpiːwɛɾɪs̠
sōpīveritis	s̠oːpiːwɛɾiːt̪ɪs̠
sōpīveritis	s̠oːpiːwɛɾɪt̪ɪs̠
sōra	s̠oːɾa
sōracus	s̠oːɾakʊs̠
sōrex	s̠oːɾɛks̠
sōrex	s̠ɔɾɛks̠
sōricīnus	s̠oːɾɪkiːnʊs̠
sōrītēs	s̠oːɾiːt̪eːs̠
sōsipater	s̠oːs̠ɪpat̪ɛr
sōzūsa	s̠oːzzuːs̠a
sūber	s̠uːbɛr
sūbulātus	s̠uːbʊɫ̪aːt̪ʊs̠
sūbulō	s̠uːbʊɫ̪oː
sūcidus	s̠uːkɪd̪ʊs̠
sūcidāva	s̠uːkɪd̪aːwa
sūcinum	s̠uːkɪnʊ̃ˑ
sūculentus	s̠uːkʊɫ̪ɛn̪t̪ʊs̠
sūcus	s̠uːkʊs̠
sūcōsus	s̠uːkoːs̠ʊs̠
sūdor	s̠uːd̪ɔr
sūdus	s̠uːd̪ʊs̠
sūdābundus	s̠uːd̪aːbʊn̪d̪ʊs̠
sūdō	s̠uːd̪oː
sūdōrifer	s̠uːd̪oːɾɪfɛr
sūfrentia	s̠uːfɾɛn̪t̪ia
sūgar	s̠uːɡar
sūgillō	s̠uːɡɪl̠l̠oː
sūgō	s̠uːɡoː
sūmptuārius	s̠uːmpt̪ʊaːɾiʊs̠
sūmptuōsus	s̠uːmpt̪ʊoːs̠ʊs̠
sūmō	s̠uːmoː
sūnium	s̠uːniʊ̃ˑ
sūra	s̠uːɾa
sūrsum	s̠uːrs̠ʊ̃ˑ
sūrēnās	s̠uːɾeːnaːs̠
sūs	s̠uːs̠
sūtilis	s̠uːt̪ɪl̪ɪs̠
sūtor	s̠uːt̪ɔr
sūtriballus	s̠uːt̪ɾɪbal̠l̠ʊs̠
sūtrium	s̠uːt̪ɾiʊ̃ˑ
sūtrius	s̠uːt̪ɾiʊs̠
sūtrī	s̠uːt̪ɾiː
sūtrīna	s̠uːt̪ɾiːna
sūtrīnum	s̠uːt̪ɾiːnʊ̃ˑ
sūtrīnus	s̠uːt̪ɾiːnʊs̠
sūtrīx	s̠uːt̪ɾiːks̠
sūtum	s̠uːt̪ʊ̃ˑ
sūtēla	s̠uːt̪eːɫ̪a
sūtōrius	s̠uːt̪oːɾiʊs̠
sūtōrīcius	s̠uːt̪oːɾiːkiʊs̠
sūtūra	s̠uːt̪uːɾa
sūtūrus	s̠uːt̪uːɾʊs̠
sūtūrālis	s̠uːt̪uːɾaːl̪ɪs̠
sȳcophanta	s̠yːkɔpʰan̪t̪a
sȳcē	s̠yːkeː
sȳcītis	s̠yːkiːt̪ɪs̠
sȳria	s̠yːɾia
sȳricus	s̠yːɾɪkʊs̠
sȳringa	s̠yːɾɪŋɡa
sȳringas	s̠yːɾɪŋɡas̠
sȳringe	s̠yːɾɪŋɡɛ
sȳringītis	s̠yːɾɪŋɡiːt̪ɪs̠
sȳrinx	s̠yːɾɪŋks̠
sȳros	s̠yːɾɔs̠
sȳzygia	s̠yːzzʏɡia
tabala	t̪abaɫ̪a
tabella	t̪abɛl̠l̠a
tabellārius	t̪abɛl̠l̠aːɾiʊs̠
taberna	t̪abɛrna
tabernāculum	t̪abɛrnaːkʊɫ̪ʊ̃ˑ
tabernāria	t̪abɛrnaːɾia
tabernāria	t̪abɛrnaːɾiaː
tabernārius	t̪abɛrnaːɾiʊs̠
tabernāriās	t̪abɛrnaːɾiaːs̠
tabernāriō	t̪abɛrnaːɾioː
tabernāriōs	t̪abɛrnaːɾioːs̠
tabla	t̪abɫ̪a
tablīnum	t̪abl̪iːnʊ̃ˑ
tabudium	t̪abʊd̪iʊ̃ˑ
tabula	t̪abʊɫ̪a
tabulāris	t̪abʊɫ̪aːɾɪs̠
tabulārium	t̪abʊɫ̪aːɾiʊ̃ˑ
tabulātus	t̪abʊɫ̪aːt̪ʊs̠
taburnus	t̪abʊrnʊs̠
tabācārius	t̪abaːkaːɾiʊs̠
tabānus	t̪abaːnʊs̠
tacapē	t̪akapeː
tacendus	t̪akɛn̪d̪ʊs̠
taceō	t̪akeoː
tacfarīnas	t̪akfaɾiːnas̠
tacitulus	t̪akɪt̪ʊɫ̪ʊs̠
taciturnus	t̪akɪt̪ʊrnʊs̠
tacueritis	t̪akʊɛɾɪt̪ɪs̠
tacēre	t̪akeːɾɛ
tader	t̪ad̪ɛr
tadinum	t̪ad̪ɪnʊ̃ˑ
tadius	t̪ad̪iʊs̠
taeda	t̪ae̯d̪a
taedium	t̪ae̯d̪iʊ̃ˑ
taediōsus	t̪ae̯d̪ioːs̠ʊs̠
taeieonum	t̪ae̯jjeɔnʊ̃ˑ
taenarus	t̪ae̯naɾʊs̠
taenia	t̪ae̯nia
taeniātus	t̪ae̯niaːt̪ʊs̠
taeter	t̪ae̯t̪ɛr
taetricus	t̪ae̯t̪ɾɪkʊs̠
taezalī	t̪ae̯zzal̪iː
tagastē	t̪aɡas̠t̪eː
tagorae	t̪aɡɔɾae̯
tagus	t̪aɡʊs̠
tagāx	t̪aɡaːks̠
tagēs	t̪aɡeːs̠
tahitēnsis	t̪ahɪt̪ẽːs̠ɪs̠
tahoēnsis	t̪ahoːẽːs̠ɪs̠
taigānus	t̪ajɡaːnʊs̠
taiwanēnsis	t̪ajwanẽːs̠ɪs̠
taiwānus	t̪aɪwaːnʊs̠
talabrīga	t̪aɫ̪abɾiːɡa
talamina	t̪aɫ̪amɪna
talarus	t̪aɫ̪aɾʊs̠
talaura	t̪aɫ̪au̯ra
talaus	t̪aɫ̪au̯s̠
talcum	t̪aɫ̪kʊ̃ˑ
talentum	t̪aɫ̪ɛn̪t̪ʊ̃ˑ
talius	t̪al̪iʊs̠
talla	t̪al̠l̠a
tallāgia	t̪al̠l̠aːɡia
tallāgium	t̪al̠l̠aːɡiʊ̃ˑ
tallōnius	t̪al̠l̠oːniʊs̠
talmis	t̪aɫ̪mɪs̠
talpa	t̪aɫ̪pa
taludaeī	t̪aɫ̪ʊd̪ae̯iː
talutium	t̪aɫ̪ʊt̪iʊ̃ˑ
talīsius	t̪al̪iːs̠iʊs̠
tam	t̪ãˑ
tamaris	t̪amaɾɪs̠
tamarus	t̪amaɾʊs̠
tamarīx	t̪amaɾiːks̠
tamassus	t̪amas̠s̠ʊs̠
tamdiū	t̪an̪d̪iuː
tamen	t̪amɛn
tamesa	t̪amɛs̠a
tamesis	t̪amɛs̠ɪs̠
tametsī	t̪amɛt̪s̠iː
tamiagī	t̪amiaɡiː
tamisius	t̪amɪs̠iʊs̠
tamnum	t̪amnʊ̃ˑ
tamphilus	t̪ampʰɪɫ̪ʊs̠
tampius	t̪ampiʊs̠
tampsapor	t̪amps̠apɔr
tamquam	t̪aŋkʷãˑ
tamudius	t̪amʊd̪iʊs̠
tamulicus	t̪amʊl̪ɪkʊs̠
tamynae	t̪amʏnae̯
tamyraca	t̪amʏɾaka
tamyrās	t̪amʏɾaːs̠
tanager	t̪anaɡɛr
tanarus	t̪anaɾʊs̠
tandem	t̪an̪d̪ɛ̃ˑ
tangent	t̪aŋɡɛn̪t̪
tangibilis	t̪aŋɡɪbɪl̪ɪs̠
tangēns	t̪aŋɡẽːs̠
tangō	t̪aŋɡoː
taniacae	t̪aniakae̯
tanos	t̪anɔs̠
tantadem	t̪an̪t̪ad̪ɛ̃ˑ
tantadem	t̪an̪t̪aːd̪ɛ̃ˑ
tantalum	t̪an̪t̪aɫ̪ʊ̃ˑ
tantasius	t̪an̪t̪as̠iʊs̠
tantillus	t̪an̪t̪ɪl̠l̠ʊs̠
tantulus	t̪an̪t̪ʊɫ̪ʊs̠
tantum	t̪an̪t̪ʊ̃ˑ
tantumdem	t̪an̪t̪ʊmd̪ɛ̃ˑ
tantundem	t̪an̪t̪ʊn̪d̪ɛ̃ˑ
tantus	t̪an̪t̪ʊs̠
tantusdem	t̪an̪t̪ʊs̠d̪ɛ̃ˑ
tanus	t̪anʊs̠
tanās	t̪anaːs̠
tanūsius	t̪anuːs̠iʊs̠
taphiae	t̪apʰiae̯
taphiassus	t̪apʰias̠s̠ʊs̠
taphrae	t̪apʰɾae̯
taphros	t̪apʰɾɔs̠
tappulus	t̪appʊɫ̪ʊs̠
tappōnius	t̪appoːniʊs̠
taprobanēnsis	t̪apɾɔbanẽːs̠ɪs̠
tapyrī	t̪apʏɾiː
tapēs	t̪apeːs̠
tapēte	t̪apeːt̪ɛ
tarbellī	t̪arbɛl̠l̠ɪ
tarcondimotus	t̪arkɔn̪d̪ɪmɔt̪ʊs̠
tarda	t̪ard̪a
tarda	t̪ard̪aː
tardiloquus	t̪ard̪ɪɫ̪ɔkʊs̠
tardipēs	t̪ard̪ɪpeːs̠
tarditās	t̪ard̪ɪt̪aːs̠
tardiusculus	t̪ard̪iʊs̠kʊɫ̪ʊs̠
tardivītālis	t̪ard̪ɪwiːt̪aːl̪ɪs̠
tardus	t̪ard̪ʊs̠
tardās	t̪ard̪aːs̠
tardī	t̪ard̪iː
tardō	t̪ard̪oː
tardōs	t̪ard̪oːs̠
taricheae	t̪aɾɪkʰeae̯
tariona	t̪aɾiɔna
tarius	t̪aɾiʊs̠
tarmes	t̪armɛs̠
tarmite	t̪armɪt̪ɛ
tarmitem	t̪armɪt̪ɛ̃ˑ
tarmitēs	t̪armɪt̪eːs̠
tarmitī	t̪armɪt̪iː
tarnaiae	t̪arnajjae̯
tarnis	t̪arnɪs̠
tarphē	t̪arpʰeː
tarpēius	t̪arpeːjʊs̠
tarquinius	t̪arkᶣɪniʊs̠
tarquitius	t̪arkᶣɪt̪iʊs̠
tarracō	t̪arrakoː
tarracōnēnsis	t̪arrakoːnẽːs̠ɪs̠
tarraeliī	t̪arrae̯l̪iiː
tarrutēnius	t̪arrʊt̪eːniʊs̠
tarsatica	t̪ars̠at̪ɪka
tarsus	t̪ars̠ʊs̠
tarsālis	t̪ars̠aːl̪ɪs̠
tarsūrās	t̪ars̠uːɾaːs̠
taruenna	t̪aɾʊɛnna
tarum	t̪aɾʊ̃ˑ
tarus	t̪aɾʊs̠
tarusātēs	t̪aɾʊs̠aːt̪eːs̠
tarutius	t̪aɾʊt̪iʊs̠
tarvus	t̪arwʊs̠
tarīcānus	t̪aɾiːkaːnʊs̠
tarōna	t̪aɾoːna
tasciaca	t̪as̠kiaka
tasconium	t̪as̠kɔniʊ̃ˑ
tasgetius	t̪as̠ɡɛt̪iʊs̠
tasmanicus	t̪as̠manɪkʊs̠
tasmaniēnsis	t̪as̠maniẽːs̠ɪs̠
tasmanēnsis	t̪as̠manẽːs̠ɪs̠
tastris	t̪as̠t̪ɾɪs̠
tata	t̪at̪a
tatae	t̪at̪ae̯
tataricus	t̪at̪aɾɪkʊs̠
taura	t̪au̯ra
taureus	t̪au̯reʊs̠
tauricornis	t̪au̯rɪkɔrnɪs̠
tauricus	t̪au̯rɪkʊs̠
taurifer	t̪au̯rɪfɛr
taurifōrmis	t̪au̯rɪfoːrmɪs̠
taurigenus	t̪au̯rɪɡɛnʊs̠
taurobolicus	t̪au̯rɔbɔl̪ɪkʊs̠
taurobolior	t̪au̯rɔbɔl̪iɔr
taurobolīnus	t̪au̯rɔbɔl̪iːnʊs̠
taurocenta	t̪au̯rɔkɛn̪t̪a
tauromenium	t̪au̯rɔmɛniʊ̃ˑ
taurophthalmon	t̪au̯rɔpʰt̪ʰaɫ̪mɔn
taurulus	t̪au̯rʊɫ̪ʊs̠
taurus	t̪au̯rʊs̠
taurīnus	t̪au̯riːnʊs̠
taurūnum	t̪au̯ruːnʊ̃ˑ
tavium	t̪awiʊ̃ˑ
tavēnī	t̪aweːniː
taxeus	t̪aks̠eʊs̠
taxicus	t̪aks̠ɪkʊs̠
taxifolius	t̪aks̠ɪfɔl̪iʊs̠
taxila	t̪aks̠ɪɫ̪a
taxilēs	t̪aks̠ɪɫ̪eːs̠
taximagulus	t̪aks̠ɪmaɡʊɫ̪ʊs̠
taxiraeda	t̪aks̠ɪɾae̯d̪a
tearus	t̪eaɾʊs̠
techna	t̪ɛkʰna
technicus	t̪ɛkʰnɪkʊs̠
technocraticus	t̪ɛkʰnɔkɾat̪ɪkʊs̠
technologicus	t̪ɛkʰnɔɫ̪ɔɡɪkʊs̠
technophysiotameum	t̪ɛkʰnɔpʰʏs̠iɔt̪ameʊ̃ˑ
technētium	t̪ɛkʰneːt̪iʊ̃ˑ
tecmessa	t̪ɛkmɛs̠s̠a
tecmōn	t̪ɛkmoːn
tectonicus	t̪ɛkt̪ɔnɪkʊs̠
tectosagēs	t̪ɛkt̪ɔs̠aɡeːs̠
tecum	t̪ɛkʊ̃ˑ
tedanius	t̪ɛd̪aniʊs̠
tedius	t̪ɛd̪iʊs̠
tegea	t̪ɛɡea
tegimen	t̪ɛɡɪmɛn
tegiānum	t̪ɛɡiaːnʊ̃ˑ
tegmen	t̪ɛɡmɛn
tegmentum	t̪ɛɡmɛn̪t̪ʊ̃ˑ
tegna	t̪ɛŋna
tegumen	t̪ɛɡʊmɛn
tegumentum	t̪ɛɡʊmɛn̪t̪ʊ̃ˑ
tegyra	t̪ɛɡʏɾa
tegō	t̪ɛɡoː
teichium	t̪iːkʰiʊ̃ˑ
telamōn	t̪ɛɫ̪amoːn
telendos	t̪ɛɫ̪ɛn̪d̪ɔs̠
teleptē	t̪ɛɫ̪ɛpt̪eː
telesia	t̪ɛɫ̪ɛs̠ia
telethrius	t̪ɛɫ̪ɛt̪ʰɾiʊs̠
telirrhizos	t̪ɛl̪ɪrrɪzzɔs̠
tellēnae	t̪ɛl̠l̠eːnae̯
tellūrium	t̪ɛl̠l̠uːɾiʊ̃ˑ
tellūs	t̪ɛl̠l̠uːs̠
telmedius	t̪ɛɫ̪mɛd̪iʊs̠
telmessus	t̪ɛɫ̪mɛs̠s̠ʊs̠
telonnum	t̪ɛɫ̪ɔnnʊ̃ˑ
telīcardios	t̪ɛl̪iːkard̪iɔs̠
telōnium	t̪ɛɫ̪oːniʊ̃ˑ
telōnēum	t̪ɛɫ̪oːneːʊ̃ˑ
temarunda	t̪ɛmaɾʊn̪d̪a
temenītis	t̪ɛmɛniːt̪ɪs̠
temeritās	t̪ɛmɛɾɪt̪aːs̠
temerāria	t̪ɛmɛɾaːɾia
temerāria	t̪ɛmɛɾaːɾiaː
temerārie	t̪ɛmɛɾaːɾiɛ
temerāris	t̪ɛmɛɾaːɾɪs̠
temerārius	t̪ɛmɛɾaːɾiʊs̠
temerāriās	t̪ɛmɛɾaːɾiaːs̠
temerāriōs	t̪ɛmɛɾaːɾioːs̠
temerō	t̪ɛmɛɾoː
temesa	t̪ɛmɛs̠a
temnō	t̪ɛmnoː
temperāns	t̪ɛmpɛɾãːs̠
temperātus	t̪ɛmpɛɾaːt̪ʊs̠
temperātūra	t̪ɛmpɛɾaːt̪uːɾa
temperō	t̪ɛmpɛɾoː
tempestās	t̪ɛmpɛs̠t̪aːs̠
tempestīvitās	t̪ɛmpɛs̠t̪iːwɪt̪aːs̠
tempestīvus	t̪ɛmpɛs̠t̪iːwʊs̠
templāris	t̪ɛmpɫ̪aːɾɪs̠
templātim	t̪ɛmpɫ̪aːt̪ɪ̃ˑ
temporālis	t̪ɛmpɔɾaːl̪ɪs̠
temporālēs	t̪ɛmpɔɾaːɫ̪eːs̠
temporāneus	t̪ɛmpɔɾaːneʊs̠
temporārius	t̪ɛmpɔɾaːɾiʊs̠
temporī	t̪ɛmpɔɾiː
temporīvus	t̪ɛmpɔɾiːwʊs̠
temptābundus	t̪ɛmpt̪aːbʊn̪d̪ʊs̠
temptātiō	t̪ɛmpt̪aːt̪ioː
temptō	t̪ɛmpt̪oː
tempē	t̪ɛmpeː
tempȳra	t̪ɛmpyːɾa
tenasserimēnsis	t̪ɛnas̠s̠ɛɾɪmẽːs̠ɪs̠
tenctērī	t̪ɛŋkt̪eːɾiː
tendentia	t̪ɛn̪d̪ɛn̪t̪ia
tendinus	t̪ɛn̪d̪ɪnʊs̠
tendor	t̪ɛn̪d̪ɔr
tendō	t̪ɛn̪d̪oː
tenea	t̪ɛnea
tenebra	t̪ɛnɛbɾa
tenebrae	t̪ɛnɛbrae̯
tenebrae	t̪ɛnɛbɾae̯
tenebricus	t̪ɛnɛbɾɪkʊs̠
tenebricō	t̪ɛnɛbɾɪkoː
tenebricōsus	t̪ɛnɛbɾɪkoːs̠ʊs̠
tenebriō	t̪ɛnɛbɾioː
tenebrārius	t̪ɛnɛbɾaːɾiʊs̠
tenebrātiō	t̪ɛnɛbɾaːt̪ioː
tenebrēscō	t̪ɛnɛbɾeːs̠koː
tenebrīs	t̪ɛnɛbɾiːs̠
tenebrōsa	t̪ɛnɛbɾoːs̠a
tenebrōsa	t̪ɛnɛbɾoːs̠aː
tenebrōse	t̪ɛnɛbɾoːs̠ɛ
tenebrōsus	t̪ɛnɛbɾoːs̠ʊs̠
tenebrōsās	t̪ɛnɛbɾoːs̠aːs̠
tenebrōsī	t̪ɛnɛbɾoːs̠iː
tenebrōsō	t̪ɛnɛbɾoːs̠oː
tenebrōsōs	t̪ɛnɛbɾoːs̠oːs̠
tenedos	t̪ɛnɛd̪ɔs̠
tenellulus	t̪ɛnɛl̠l̠ʊɫ̪ʊs̠
tenellus	t̪ɛnɛl̠l̠ʊs̠
tener	t̪ɛnɛr
teneritās	t̪ɛnɛɾɪt̪aːs̠
teneritūdō	t̪ɛnɛɾɪt̪uːd̪oː
teneō	t̪ɛneoː
tennesīa	t̪ɛnnɛs̠iːa
tenor	t̪ɛnɔr
tentam	t̪ɛn̪t̪ãˑ
tentandō	t̪ɛn̪t̪an̪d̪oː
tentante	t̪ɛn̪t̪an̪t̪ɛ
tentantī	t̪ɛn̪t̪an̪t̪iː
tentantō	t̪ɛn̪t̪an̪t̪oː
tentem	t̪ɛn̪t̪ɛ̃ˑ
tentipellium	t̪ɛn̪t̪ɪpɛl̠l̠iʊ̃ˑ
tentor	t̪ɛn̪t̪ɔr
tentyra	t̪ɛn̪t̪ʏɾa
tentā	t̪ɛn̪t̪aː
tentābundus	t̪ɛn̪t̪aːbʊn̪d̪ʊs̠
tentāmen	t̪ɛn̪t̪aːmɛn
tentārem	t̪ɛn̪t̪aːɾɛ̃ˑ
tentārās	t̪ɛn̪t̪aːɾaːs̠
tentārēs	t̪ɛn̪t̪aːɾeːs̠
tentās	t̪ɛn̪t̪aːs̠
tentāsse	t̪ɛn̪t̪aːs̠s̠ɛ
tentāssem	t̪ɛn̪t̪aːs̠s̠ɛ̃ˑ
tentāssēs	t̪ɛn̪t̪aːs̠s̠eːs̠
tentāta	t̪ɛn̪t̪aːt̪a
tentāta	t̪ɛn̪t̪aːt̪aː
tentāte	t̪ɛn̪t̪aːt̪ɛ
tentātī	t̪ɛn̪t̪aːt̪iː
tentātō	t̪ɛn̪t̪aːt̪oː
tentēs	t̪ɛn̪t̪eːs̠
tentīgō	t̪ɛn̪t̪iːɡoː
tentīs	t̪ɛn̪t̪iːs̠
tentō	t̪ɛn̪t̪oː
tentōs	t̪ɛn̪t̪oːs̠
tenue	t̪ɛnʊɛ
tenuicornis	t̪ɛnʊɪkɔrnɪs̠
tenuifolius	t̪ɛnʊɪfɔl̪iʊs̠
tenuipēs	t̪ɛnʊɪpeːs̠
tenuirōstris	t̪ɛnʊɪɾoːs̠t̪ɾɪs̠
tenuis	t̪ɛnwɪs̠
tenuis	t̪ɛnʊɪs̠
tenuistīpitāta	t̪ɛnʊɪs̠t̪iːpɪt̪aːt̪a
tenuistīpitāta	t̪ɛnʊɪs̠t̪iːpɪt̪aːt̪aː
tenuistīpitātus	t̪ɛnʊɪs̠t̪iːpɪt̪aːt̪ʊs̠
tenuitarsis	t̪ɛnʊɪt̪ars̠ɪs̠
tenuēs	t̪ɛnʊeːs̠
tenuō	t̪ɛnʊoː
tenācitās	t̪ɛnaːkɪt̪aːs̠
tenācēs	t̪ɛnaːkeːs̠
tenāx	t̪ɛnaːks̠
tenōn	t̪ɛnoːn
tepefaciō	t̪ɛpɛfakioː
tepeō	t̪ɛpeoː
tephrītis	t̪ɛpʰɾiːt̪ɪs̠
tepidus	t̪ɛpɪd̪ʊs̠
tepor	t̪ɛpɔr
tepēns	t̪ɛpẽːs̠
ter	t̪ɛr
teraneī	t̪ɛɾaneiː
terbium	t̪ɛrbiʊ̃ˑ
terebinthus	t̪ɛɾɛbɪn̪t̪ʰʊs̠
terebinthīzūsa	t̪ɛɾɛbɪn̪t̪ʰiːzzuːs̠a
terebrō	t̪ɛɾɛbɾoː
terentius	t̪ɛɾɛn̪t̪iʊs̠
terenūthis	t̪ɛɾɛnuːt̪ʰɪs̠
teres	t̪ɛɾɛs̠
tergeō	t̪ɛrɡeoː
tergila	t̪ɛrɡɪɫ̪a
tergiversor	t̪ɛrɡɪwɛrs̠ɔr
tergiversātiō	t̪ɛrɡɪwɛrs̠aːt̪ioː
tergiversātōrius	t̪ɛrɡɪwɛrs̠aːt̪oːɾiʊs̠
tergolapē	t̪ɛrɡɔɫ̪apeː
tergum	t̪ɛrɡʊ̃ˑ
tergus	t̪ɛrɡʊs̠
tergēste	t̪ɛrɡeːs̠t̪ɛ
terina	t̪ɛɾɪna
termen	t̪ɛrmɛn
termes	t̪ɛrmɛs̠
terminantēs	t̪ɛrmɪnan̪t̪eːs̠
terminus	t̪ɛrmɪnʊs̠
terminālis	t̪ɛrmɪnaːl̪ɪs̠
terminō	t̪ɛrmɪnoː
termite	t̪ɛrmɪt̪ɛ
termitem	t̪ɛrmɪt̪ɛ̃ˑ
termitēs	t̪ɛrmɪt̪eːs̠
termitī	t̪ɛrmɪt̪iː
termēs	t̪ɛrmeːs̠
terniō	t̪ɛrnioː
ternārius	t̪ɛrnaːɾiʊs̠
ternī	t̪ɛrniː
terra	t̪ɛrra
terracia	t̪ɛrrakia
terrestre	t̪ɛrrɛs̠t̪ɾɛ
terrestris	t̪ɛrrɛs̠t̪ɾɪs̠
terrestrēs	t̪ɛrrɛs̠t̪ɾeːs̠
terreus	t̪ɛrreʊs̠
terreō	t̪ɛrreoː
terribilis	t̪ɛrrɪbɪl̪ɪs̠
terricolus	t̪ɛrrɪkɔɫ̪ʊs̠
terriloquus	t̪ɛrrɪɫ̪ɔkʊs̠
