άβλαβοσ	avlavos
προάλειψα	pɾoalipsa
προέβλεψα	pɾoevlepsa
προέκυψε	proecipse
προέρχομαι	proerxome
προέτρεψα	pɾoetɾepsa
προήλθα	proilθa
προήρθα	proirθa
προαγωγή	pɾoaɣoʝi
προαισθάνομαι	proesθanome
προαλείφθηκα	pɾoalifθika
προαλείφομαι	pɾoalifome
προαλείφομε	pɾoalifome
προαλείφουμε	pɾoalifume
προαλείφω	pɾoalifo
προβλέπομαι	pɾovlepome
προβλέπομε	pɾovlepome
προβλέπουμε	pɾovlepume
προβλέπω	pɾovlepo
προβλέφθηκα	pɾovlefθika
προβλήματα	provlimata
προβολέασ	pɾovoleas
προείδα	pɾoiða
προειδοποίησα	pɾoiðopiisa
προειδοποιήθηκα	pɾoiðopiiθika
προειδοποιημένοσ	pɾoiðopiimenos
προειδοποιούμαι	pɾoiðopiume
προειδοποιούμε	pɾoiðopiume
προειδοποιώ	pɾoiðopio
προετοίμασα	pɾoetimasa
προετοιμάζομαι	pɾoetimazome
προετοιμάζω	pɾoetimazo
προετοιμάστηκα	pɾoetimastika
προετοιμασία	pɾoetimasia
προηγουμένη	proiɣumeni
προηγουμένησ	proiɣumenis
προηγουμένου	proiɣumenu
προηγουμένουσ	proiɣumenus
προηγουμένων	proiɣumenon
προηγουμένωσ	proiɣumenos
προηγούμενα	proiɣumena
προηγούμενε	proiɣumene
προηγούμενεσ	proiɣumenes
προηγούμενη	proiɣumeni
προηγούμενησ	proiɣumenis
προηγούμενο	proiɣumeno
προηγούμενοι	proiɣumeni
προηγούμενοσ	pɾoiɣumenos
προηγούμενου	proiɣumenu
προηγούμενουσ	proiɣumenus
προηγούμενων	proiɣumenon
προκατέβαλα	pɾokatevala
προκατέβαλλα	pɾokatevala
προκαταβάλλομαι	pɾokatavalome
προκαταβάλλομε	pɾokatavalome
προκαταβάλλουμε	pɾokatavalume
προκαταβάλλω	pɾokatavalo
προκαταβάλομε	pɾokatavalome
προκαταβάλουμε	pɾokatavalume
προκαταβάλω	pɾokatavalo
προκαταβλήθηκα	pɾokatavliθika
προκοπή	pɾokopi
προκόβω	pɾokovo
προκύπτει	procipti
προμήθευσα	pɾomiθefsa
προμήθεψα	pɾomiθepsa
προμήνυσα	prominisa
προμηθέα	promiθea
προμηθέασ	promiθeas
προμηθέων	promiθeon
προμηθείσ	promiθis
προμηθεύθηκα	pɾomiθefθika
προμηθεύομαι	pɾomiθevome
προμηθεύτηκα	pɾomiθeftika
προμηθεύω	pɾomiθevo
προμηνύθηκα	prominiθika
προμηνύομαι	prominiome
προμηνύω	minio
προμνησία	pɾomnisia
προμνησίασ	pɾomnisias
προμνησίεσ	pɾomnisies
προμνησιών	pɾomnision
προπονήσεισ	proponisis
προπονήσεων	proponiseon
προπονήσεωσ	proponiseos
προπόνηση	proponisi
προπόνησησ	proponisis
προσάρμοσα	pɾosaɾmosa
προσάρτησα	pɾosaɾtisa
προσέβλεψα	pɾosevlepsa
προσέγραψα	pɾoseɣrapsa
προσέκοψα	pɾosekopsa
προσέκρουσα	prosekrusa
προσέλκυσα	prosilcisa
προσέρχομαι	proserxome
προσέφερα	pɾosefeɾa
προσήλθα	prosilθa
προσήρθα	pɾosiɾθa
προσαρμόζομαι	pɾosaɾmozome
προσαρμόζω	pɾosaɾmozo
προσαρμόστηκα	pɾosaɾmostika
προσαρτημένοσ	pɾosaɾtimenos
προσαρτώ	pɾosaɾto
προσαρτώμαι	pɾosaɾtome
προσβλέπω	pɾosvlepo
προσγείωση	pɾozʝiosi
προσγειώθηκα	pɾozʝioθika
προσγειώνομαι	pɾozʝionome
προσγειώνω	pɾozʝiono
προσγειώσεισ	pɾozʝiosis
προσγράφηκα	pɾozɣrafika
προσγράφομαι	pɾozɣrafome
προσγράφομε	pɾozɣrafome
προσγράφουμε	pɾozɣrafume
προσγράφτηκα	pɾozɣraftika
προσγράφω	pɾozɣrafo
προσδοκώ	pɾosðoko
προσδοκώμαι	pɾosðokome
προσείλκυσα	prosilcisa
προσεκλήθη	pɾosekliθi
προσεκλήθην	pɾosekliθin
προσεκλήθησαν	pɾosekliθisan
προσελκύομαι	proselciome
προσελκύομε	proselciome
προσελκύουμε	proselciume
προσελκύσθηκα	proselcisθika
προσελκύστηκα	proselcistika
προσελκύω	proselcio
προσευχή	pɾosefçi
προσευχήθηκα	prosefçiθika
προσεχήσ	pɾoseçis
προσεύχομαι	prosefxome
προσθέτω	prosθeto
προσθήκη	prosθici
προσκάλεσα	pɾoskalesa
προσκαλέστηκα	pɾoskalestika
προσκαλεσμένοσ	pɾoskalezmenos
προσκαλούμαι	pɾoskalume
προσκαλούμε	pɾoskalume
προσκαλώ	pɾoskalo
προσκεκλημένοσ	pɾosceklimenos
προσκλήθηκα	pɾoskliθika
προσκρούω	proskruo
προσκόπτω	pɾoskopto
προσοχή	pɾosoçi
προσπαθώ	pɾospaθo
προσπαθώντασ	pɾospaθondas
προστάτευσα	pɾostatefsa
προστάτεψα	pɾostatepsa
προστέθηκα	prosteθika
προστίθεμαι	prostiθeme
προστατευόμενοσ	pɾostatevomenos
προστατεύθηκα	pɾostatefθika
προστατεύομαι	pɾostatevome
προστατεύτηκα	pɾostateftika
προστατεύω	pɾostatevo
προσφέρθηκα	pɾosfeɾθika
προσφέρομαι	pɾosfeɾome
προσφέρομε	pɾosfeɾome
προσφέρουμε	pɾosfeɾume
προσφέρω	pɾosfeɾo
προσφύομαι	prosfiome
προτρέπομαι	pɾotɾepome
προτρέπομε	pɾotɾepome
προτρέπουμε	pɾotɾepume
προτρέπω	pɾotɾepo
προφήτευσα	pɾofitefsa
προφήτεψα	pɾofitepsa
προφασίζομαι	pɾofasizome
προφασίστηκα	pɾofasistika
προφητεύθηκα	pɾofitefθika
προφητεύομαι	pɾofitevome
προφητεύτηκα	pɾofiteftika
προφητεύω	pɾofitevo
προφθάνω	pɾofθano
προφορά	pɾofoɾa
προφτάνω	pɾoftano
προχωράω	pɾoxoɾao
προχωρώ	pɾoxoɾo
προχώρησα	pɾoxoɾisa
προωθώ	pɾooθo
προϊόν	pɾoion
προϊών	pɾoion
πρωθυπουργόσ	pɾoθipuɾɣos
πρωκτικόσ	pɾoktikos
πρωκτόσ	proktos
πρωτάθλημα	pɾotaθlima
πρωταγωνιστέσ	pɾotaɣonistes
πρωταγωνιστή	pɾotaɣonisti
πρωταγωνιστήσ	pɾotaɣonistis
πρωταγωνιστών	pɾotaɣoniston
πρωταθλήτρια	pɾotaθlitɾia
πρωταθλητήσ	pɾotaθlitis
πρωταπριλιά	pɾotapɾiʎa
πρωτευουσιάνα	pɾotevusiana
πρωτευουσιάνοσ	pɾotevusianos
πρωτεύον	pɾotevon
πρωτεύουσα	pɾotevusa
πρωτεύων	pɾotevon
πρωτοανακάλυψα	pɾotoanakalipsa
πρωτοανακαλύπτομαι	pɾotoanakaliptome
πρωτοανακαλύπτω	pɾotoanakalipto
πρωτοανακαλύφθηκα	pɾotoanakalifθika
πρωτοανακαλύφτηκα	pɾotoanakaliftika
πρωτοβουλία	pɾotovulia
πρωτοκολλήθηκα	pɾotokoliθika
πρωτοκολλημένοσ	pɾotokolimenos
πρωτοκολλούμαι	pɾotokolume
πρωτοκολλώ	pɾotokolo
πρωτοκολλώμαι	pɾotokolome
πρωτοκόλλησα	pɾotokolisa
πρωτομάρτυρα	pɾotomaɾtiɾa
πρωτομάρτυρασ	pɾotomaɾtiɾas
πρωτομάρτυρεσ	pɾotomaɾtiɾes
πρωτομάρτυροσ	pɾotomaɾtiɾos
πρωτομαγιά	pɾotomaʝa
πρωτομαρτύρων	pɾotomaɾtiɾon
πρωτοχρονιά	pɾotoxɾoɲa
πρωτόγονοσ	pɾotoɣonos
πρωτόκολλο	pɾotokolo
πρωτότυποσ	pɾototipos
πρόβλεψα	provlepsa
πρόβλημα	provlima
πρόεδροσ	pɾoeðɾos
πρόκειται	pɾocite
πρόκυψε	procipse
πρόσφερα	pɾosfeɾa
πρόσωπο	prosopo
πρότρεψα	pɾotɾepsa
πρόφθασα	pɾofθasa
πρόφτασα	pɾoftasa
πρώτοσ	pɾotos
πταίσμα	ptezma
πταισματοδίκησ	ptezmatoðicis
πταισματοδικείο	ptezmatoðicio
πτολεμαΐδα	ptolemaiða
πυρά	piɾa
πυραυλικόσ	piɾavlikos
πυροτέχνημα	piɾotexnima
πυροφάνι	piɾofani
πυρών	piɾon
πωλήθηκα	poliθika
πωλήσεισ	polisis
πωλήσιμοσ	polisimos
πωλούμαι	polume
πωλούμε	polume
πωλώ	polo
πωσ	pos
πόδι	poði
πόλη	poli
πόνταρα	pondaɾa
πόνταρε	pondaɾe
πόρδοσ	poɾðos
πόρνη	poɾni
πόρνοσ	poɾnos
πόροι	pori
πότε	pote
πύο	pio
πύον	pion
πύραυλοσ	piɾavlos
πύργε	pirʝe
πύργο	pirɣo
πύργοι	pirʝi
πύργοσ	pirɣos
πύργου	pirɣu
πύργουσ	pirɣus
πύργων	pirɣon
πώλησα	polisa
πώσ	pos
ράβομαι	ɾavome
ράβω	ɾavo
ράφτηκα	ɾavo
ρέθυμνο	ɾeθimno
ρέπω	ɾepo
ρέω	reo
ρίπτω	ɾipto
ρίχνομαι	ɾixnome
ρίχνω	ɾixno
ραγιά	ɾaʝa
ραγιάδεσ	ɾaʝaðes
ραγιάδων	ɾaʝaðon
ραγιάσ	ɾaʝas
ραμαζάνι	ɾamazani
ραμολιμέντο	ɾamolimendo
ραφείο	ɾafio
ρε	ɾe
ρεζίλεψα	ɾezilepsa
ρεζίλι	ɾezili
ρεζιλεύομαι	ɾezilevome
ρεζιλεύτηκα	ɾezileftika
ρεζιλεύω	ɾezilevo
ρετσίνα	ɾetsina
ρεφρέν	refren
ρεύομαι	ɾevome
ρεύτηκα	ɾeftika
ροβέρτοσ	ɾoveɾtos
ροδάκινα	roðacina
ροδάκινο	roðacino
ροδάκινου	roðacinu
ροδάκινων	roðacinon
ροδακίνου	roðacinu
ροδακίνων	roðacinon
ροδιά	ɾoðʝa
ροπή	ɾopi
ροσόλι	ɾosoli
ρουθούνι	ɾuθuni
ρουφήχτηκα	ɾufixtika
ρουφηγμένοσ	ɾufiɣmenos
ρουφιέμαι	ɾufçeme
ρουφώ	ɾufo
ροχάλισμα	ɾoxalizma
ροχαλίζω	ɾoxalizo
ροχαλητό	ɾoxalito
ρούφηξα	ɾufiksa
ρωμαίοσ	ɾomeos
ρωτάω	ɾotao
ρωτήθηκα	ɾotiθika
ρωτημένοσ	ɾotimenos
ρωτιέμαι	ɾotçeme
ρωτούσα	ɾotusa
ρωτώ	ɾoto
ρόγα	roɣa
ρόδε	ɾoðe
ρόδι	ɾoði
ρόδο	ɾoðo
ρόδοσ	ɾoðos
ρόζοσ	rozos
ρόμπερτ	ɾobeɾt
ρώγα	roɣa
ρώμη	ɾomi
ρώταγα	ɾotaɣa
ρώτησα	ɾotisa
σάλευε	saleve
σάλεψα	salepsa
σάλεψε	salepse
σάλοσ	salos
σάλταρα	saltaɾa
σάλταρε	saltaɾe
σάπιοσ	sapços
σάπων	sapon
σέβομαι	sevome
σέντερ	sendeɾ
σέρβιρα	seɾviɾa
σέρβιρε	seɾviɾe
σέρνομαι	sernome
σέρνω	serno
σέρρεσ	seɾes
σίγμα	siɣma
σίγουροσ	siɣuɾos
σίλασ	silas
σαββατοκύριακο	savatociɾʝako
σαγήνευσα	saʝinefsa
σαγήνεψα	saʝinepsa
σαγηνευτικόσ	saʝineftikos
σαγηνεύθηκα	saʝinefθika
σαγηνεύομαι	saʝinevome
σαγηνεύτηκα	saʝineftika
σαγηνεύω	saʝinevo
σαγιονάρα	saʝonaɾa
σακάτησ	sakatis
σαλαμίνα	salamina
σαλεύω	salevo
σαλτάριζα	saltaɾiza
σαλτάριζε	saltaɾize
σαλτάρισα	saltaɾisa
σαλτάρισε	saltaɾise
σαλτάρω	saltaɾo
σαμποδρόμιο	samboðromɲo
σαντορίνη	sandoɾini
σαντουριού	sandurʝu
σαντουριών	sandurʝon
σαντούρι	sanduri
σαντούρια	sandurʝa
σαπιοκοιλιά	sapçociʎa
σαπουνίζομαι	sapunizome
σαπουνίζω	sapunizo
σαπουνίστηκα	sapunistika
σαπούνι	sapuni
σαράντα	saɾanda
σαρώθηκα	saɾoθika
σαρώνομαι	saɾonome
σαρώνω	saɾono
σαχλαμάρα	saxlamaɾa
σβήνομαι	zvinome
σβήνω	zvino
σβήστρα	zvistɾa
σβηστήρα	zvistiɾa
σβηστήρασ	zvistiɾas
σβηστήρι	zvistiɾi
σβηστήρια	zvistiɾʝa
σβηστηριού	zvistiɾʝu
σβηστηριών	zvistiɾʝon
σείομαι	siome
σείομε	siome
σείουμε	siume
σείστηκα	sistika
σείω	sio
σεβίλλη	sevili
σεβαστιανόσ	sevastçanos
σεβαστουπόλεωσ	sevastupoleos
σεβαστούπολη	sevastupoli
σεβαστούπολησ	sevastupolis
σειέμαι	sçeme
σελάμι	selami
σελήνη	selini
σελίνι	selini
σεπτέμβρη	septeɱvɾi
σεπτέμβρηδεσ	septeɱvɾiðes
σεπτέμβρηδων	septeɱvɾiðon
σεπτέμβρησ	septeɱvɾis
σεπτέμβριε	septeɱvɾie
σεπτέμβριο	septeɱvɾio
σεπτέμβριοι	septeɱvɾii
σεπτέμβριοσ	septeɱvɾios
σεπτεμβρίου	septeɱvɾiu
σεπτεμβρίουσ	septeɱvɾius
σεπτεμβρίων	septeɱvɾion
σερβίριζα	seɾviɾiza
σερβίριζε	seɾviɾize
σερβίρισα	seɾviɾisa
σερβίρισε	seɾviɾise
σερβίρομαι	seɾviɾome
σερβίρω	seɾviɾo
σερβιέτα	seɾvieta
σερβιετάκι	servʝetaci
σερβιετούλα	servietula
σερβιρίζομαι	seɾviɾizome
σερβιρίζω	seɾviɾizo
σερβιρίστηκα	seɾviɾistika
σεφαρδίτησ	sefaɾðitis
σηκωμάρα	sikomaɾa
σημάδεψα	simaðepsa
σημάδι	simaði
σημάδια	simaðʝa
σημαίνω	simeno
σημαδεύομαι	simaðevome
σημαδεύτηκα	simaðeftika
σημαδεύω	simaðevo
σημαδιού	simaðʝu
σημαδιών	simaðʝon
σημαντικόσ	simandikos
σημασία	simasia
σημείωσα	simiosa
σημειωθήκαν	simioθikan
σημειωθήκανε	simioθikane
σημειωτόν	simioton
σημειώθηκα	simioθika
σημειώθηκαν	simioθikan
σημειώθηκε	simioθice
σημειώνομαι	simionome
σημειώνομε	simionome
σημειώνουμε	simionume
σημειώνω	simiono
σητεία	sitia
σιάτιστα	sçatista
σιγά	siɣa
σιγκαπούρη	siŋɡapuɾi
σικελία	sicelia
σιλάσ	silas
σιταποθήκη	sitapoθici
σιχάθηκα	sixaθika
σιχαίνομαι	siçenome
σιχτίρ	sixtiɾ
σιχτίρι	sixtiɾi
σκάζω	skazo
σκάνδαλο	skanðalo
σκάνταλο	skandalo
σκάσε	skase
σκάω	skao
σκέπτομαι	sceptome
σκέφθηκα	scefθika
σκέφτηκα	sceftika
σκέφτομαι	sceftome
σκίζομαι	scizome
σκίστηκα	scistika
σκανδάλη	skanðali
σκαντζόχοιροσ	skandzoçiɾos
σκασμένα	skazmena
σκασμένε	skazmene
σκασμένεσ	skazmenes
σκασμένη	skazmeni
σκασμένησ	skazmenis
σκασμένο	skazmeno
σκασμένοι	skazmeni
σκασμένοσ	skazmenos
σκασμένου	skazmenu
σκασμένουσ	skazmenus
σκασμένων	skazmenon
σκασμόσ	skazmos
σκατά	skata
σκατάσ	skatas
σκατήσ	skatis
σκατίλα	skatila
σκατουλήσ	skatulis
σκατούλα	skatula
σκατό	skato
σκατόγεροσ	skatoʝeɾos
σκατόγρια	skatoɣɾia
σκατόπαιδο	skatopeðo
σκεπάρνι	sceparni
σκευοθήκη	scevoθici
σκιάχτρο	scaxtɾo
σκληρή	skliri
σκληρόσ	skliɾos
σκοντάβω	skondavo
σκοντάφτω	skondafto
σκοπεύω	skopevo
σκορδόψωμα	skoɾðopsoma
σκορδόψωμο	skoɾðopsomo
σκορδόψωμου	skoɾðopsomu
σκορδόψωμων	skoɾðopsomon
σκοτωμόσ	skotomos
σκοτώνω	skotono
σκοτώστρα	skotostɾa
σκουλήκι	skulici
σκουντάω	skundao
σκουντήθηκα	skundiθika
σκουντήχτηκα	skundixtika
σκουντηγμένοσ	skundiɣmenos
σκουντημένοσ	skundimenos
σκουντιέμαι	skundʝeme
σκουντώ	skundo
σκούντηξα	skundiksa
σκούντησα	skundisa
σκυλάδικο	scilaðiko
σκυλάρα	scilaɾa
σκυλί	scili
σκυλίτσα	scilitsa
σκωτία	skotia
σκόνταψα	skondapsa
σκόπια	skopça
σκύβω	scivo
σκύλα	scila
σκύλοσ	scilos
σμύρνη	zmiɾni
σοβαρολογούσα	sovaɾoloɣusa
σοβαρολογώ	sovaɾoloɣo
σοκάκι	sokaci
σορέ	soɾe
σοροί	soɾi
σορού	soɾu
σορούσ	soɾus
σορό	soɾo
σορόσ	soɾos
σορών	soɾon
σουίτα	suita
σουβενίρ	suvenir
σουβλατζίδικο	suvladziðiko
σουτ	sut
σουτάριζα	sutaɾiza
σουτάριζε	sutaɾize
σουτάρισα	sutaɾisa
σουτάρισε	sutaɾise
σουτάρομαι	sutaɾome
σουτάρω	sutaɾo
σουταρίστηκα	pondaɾistika
σοφά	sofa
σοφάδεσ	sofaðes
σοφάδων	sofaðon
σοφάσ	sofas
σοφέ	sofe
σοφέσ	sofes
σοφή	sofi
σοφήσ	sofis
σοφία	sofia
σοφίαι	sofia
σοφίαι	sofie
σοφίαισ	sofies
σοφίαν	sofian
σοφίασ	sofias
σοφίεσ	sofies
σοφιῶν	sofion
σοφιών	sofion
σοφοί	sofi
σοφοκλήσ	sofoklis
σοφού	sofu
σοφούσ	sofus
σοφό	sofo
σοφόσ	sofos
σοφότερο	sofoteɾo
σοφότεροσ	sofoteɾos
σοφότερου	sofoteɾu
σοφών	sofon
σούρθηκα	surθika
σούρνομαι	surnome
σούρνω	surno
σούταρα	sutaɾa
σούταρε	sutaɾe
σπάζω	spazo
σπάρθηκα	spaɾθika
σπάρτη	spaɾti
σπάρτο	spaɾto
σπάω	spao
σπέρνομαι	speɾnome
σπέρνω	speɾno
σπέτσεσ	spetses
σπίθα	spiθa
σπίθιζε	spiθize
σπίθισα	spiθisa
σπίτι	spiti
σπίτωμα	spitoma
σπασμένα	spazmena
σπασμένε	spazmene
σπασμένεσ	spazmenes
σπασμένη	spazmeni
σπασμένησ	spazmenis
σπασμένο	spazmeno
σπασμένοι	spazmeni
σπασμένοσ	spazmenos
σπασμένου	spazmenu
σπασμένουσ	spazmenus
σπασμένων	spazmenon
σπείρω	spiro
σπιθίζω	spiθizo
σπιλώνομαι	spilonome
σπιλώνω	spilono
σπιτάκι	spitaci
σπιτήσιοσ	spitisios
σπιταρόνα	spitaɾona
σπιτική	spitici
σπιτικοί	spitici
σπιτικό	spitiko
σπιτικόσ	spitikos
σπιτόγατοσ	spitoɣatos
σπιτώνω	spitono
σπουργίτι	spuɾʝiti
σπουργίτια	spuɾʝitça
σπουργιτιού	spuɾʝitçu
σπουργιτιών	spuɾʝitçon
σπρώχνομαι	spɾoxnome
σπρώχνω	spɾoxno
σπρώχτηκα	spɾoxtika
σπω	spo
στάζει	stazi
στάζομαι	stazome
στάζουμε	stazume
στάζω	stazo
στάνη	stani
στάχτηκα	staxtika
στέκει	steci
στέκομαι	stekome
στέκω	steko
στέλιοσ	steʎos
στέλλα	stela
στέλλω	stelo
στέλνω	stelno
στέμμα	stema
στέρηση	steɾisi
στέρησησ	steɾisis
στέφθηκα	stefθika
στέφομαι	stefome
στέφομε	stefome
στέφουμε	stefume
στέφω	stefo
στέψεισ	stepsis
στήθοσ	stiθos
στα	sta
σταγόνα	staɣona
σταγόνασ	staɣonas
σταγόνεσ	staɣones
σταγόνων	staɣonon
σταγών	staɣon
σταθμεύω	staθmevo
σταθμόσ	staθmos
σταμάτα	stamata
σταμάτηδεσ	stamatiðes
σταμάτηδων	stamatiðon
σταμάτησ	stamatis
σταμάτησα	stamatisa
σταμάτιοσ	stamatios
σταματάω	stamatao
σταματία	stamatia
σταματημένοσ	stamatimenos
σταματιέμαι	stamatçeme
σταματώ	stamato
σταυροφορία	stavɾofoɾia
σταυρόσ	stavros
σταφιδόψωμα	stafiðopsoma
σταφιδόψωμο	stafiðopsomo
σταφιδόψωμου	stafiðopsomu
σταφιδόψωμων	stafiðopsomon
στείβω	stivo
στείροσ	stiɾos
στείρωσα	stiɾosa
στείρωση	stiɾosi
στειμμένα	stimena
στειμμένε	stimene
στειμμένεσ	stimenes
στειμμένη	stimeni
στειμμένησ	stimenis
στειμμένο	stimeno
στειμμένοι	stimeni
στειμμένοσ	stimenos
στειμμένου	stimenu
στειμμένουσ	stimenus
στειμμένων	stimenon
στειρότητα	stiɾotita
στειρώθηκα	stiɾoθika
στειρώνομαι	stiɾonome
στειρώνω	stiɾono
στειρώσεισ	stiɾosis
στεναγμόσ	stenaɣmos
στεναχωράω	stenaxorao
στεναχωρήθηκα	stenaxoriθika
στεναχωρημένα	stenaxorimena
στεναχωρημένε	stenaxorimene
στεναχωρημένεσ	stenaxorimenes
στεναχωρημένη	stenaxorimeni
στεναχωρημένησ	stenaxorimenis
στεναχωρημένο	stenaxorimeno
στεναχωρημένοι	stenaxorimeni
στεναχωρημένοσ	stenaxorimenos
στεναχωρημένου	stenaxorimenu
στεναχωρημένουσ	stenaxorimenus
στεναχωρημένων	stenaxorimenon
στεναχωριέμαι	stenaxorʝeme
στεναχωρούμαι	stenaxorume
στεναχωρούμε	stenaxorume
στεναχωρώ	stenaxoro
στενοχωρήθηκα	stenoxoriθika
στενοχωρημένα	stenoxorimena
στενοχωρημένε	stenoxorimene
στενοχωρημένεσ	stenoxorimenes
στενοχωρημένη	stenoxorimeni
στενοχωρημένησ	stenoxorimenis
στενοχωρημένο	stenoxorimeno
στενοχωρημένοι	stenoxorimeni
στενοχωρημένοσ	stenoxorimenos
στενοχωρημένου	stenoxorimenu
στενοχωρημένουσ	stenoxorimenus
στενοχωρημένων	stenoxorimenon
στενοχωριέμαι	stenoxorʝeme
στενοχωρούμαι	stenoxorume
στενοχωρούμε	stenoxorume
στενοχωρώ	stenoxoro
στενό	steno
στερήσεισ	steɾisis
στερήσεων	steɾiseon
στερήσεωσ	steɾiseos
στερεύω	steɾevo
στερούμαι	steɾume
στερούμε	steɾume
στερώ	steɾo
στεφάνη	stefani
στεφάνι	stefani
στη	sti
στην	stin
στησ	stis
στιβάδα	stivaða
στιγματίζομαι	stiɣmatizome
στιγματίζω	stiɣmatizo
στιγματίστηκα	stiɣmatistika
στιγματισμένοσ	stiɣmatizmenos
στιμμένα	stimena
στιμμένε	stimene
στιμμένεσ	stimenes
στιμμένη	stimeni
στιμμένησ	stimenis
στιμμένο	stimeno
στιμμένοι	stimeni
στιμμένοσ	stimenos
στιμμένου	stimenu
στιμμένουσ	stimenus
στιμμένων	stimenon
στισ	stis
στο	sto
στοίβαξα	stivaksa
στοιβάζομαι	stivazome
στοιβάζω	stivazo
στολή	stoli
στολίζομαι	stolizome
στολίζω	stolizo
στολίστηκα	stolistika
στον	ston
στοργή	storʝi
στου	stu
στουσ	stus
στουτγάρδη	stutɣarði
στουτγκάρδη	stutɡarði
στοχάζομαι	stoxazome
στοχάστηκα	stoxastika
στράβωσα	stɾavosa
στράφηκα	stɾafika
στρέφομαι	stɾefome
στρέφομε	stɾefome
στρέφουμε	stɾefume
στρέφω	stɾefo
στρίβομαι	stɾivome
στρίβω	stɾivo
στραβώθηκα	stɾavoθika
στραβώνομαι	stɾavonome
στραβώνω	stɾavono
στραγγίζομαι	stɾaŋɡizome
στραγγίζω	stɾaŋɟizo
στρατοπέδου	stɾatopeðu
στρατοπέδων	stɾatopeðon
στρατοπεδεύω	stɾatopeðevo
στρατόπεδα	stɾatopeða
στρατόπεδο	stɾatopeðo
στρατόσ	stɾatos
στριμμένα	stɾimena
στριμμένε	stɾimene
στριμμένεσ	stɾimenes
στριμμένη	stɾimeni
στριμμένησ	stɾimenis
στριμμένο	stɾimeno
στριμμένοι	stɾimeni
στριμμένοσ	stɾimenos
στριμμένου	stɾimenu
στριμμένουσ	stɾimenus
στριμμένων	stɾimenon
στρώμα	stɾoma
στυλιανή	stiʎani
στυλιανόσ	stiʎanos
στυμμένα	stimena
στυμμένε	stimene
στυμμένεσ	stimenes
στυμμένη	stimeni
στυμμένησ	stimenis
στυμμένο	stimeno
στυμμένοι	stimeni
στυμμένοσ	stimenos
στυμμένου	stimenu
στυμμένουσ	stimenus
στυμμένων	stimenon
στων	ston
στύβομαι	stivome
στύβω	stivo
συγγενήσ	siŋɟenis
συγγνώμη	siŋɣnomi
συγγράφει	siŋɣrafi
συγγράφεισ	siŋɣrafis
συγγράφηισ	siŋɣrafis
συγγράφηκα	siŋɣrafika
συγγράφομαι	siŋɣrafome
συγγράφομε	siŋɣrafome
συγγράφουμε	siŋɣrafume
συγγράφτηκα	siŋɣraftika
συγγράφω	siŋɣrafo
συγγραφέα	siŋɣrafea
συγγραφέασ	siŋɣrafeas
συγγραφέων	siŋɣrafeon
συγγραφέωσ	siŋɣrafeos
συγγραφήσ	siŋɣrafis
συγγραφεί	siŋɣrafi
συγγραφείσ	siŋɣrafis
συγγραφεῖσ	siŋɣrafis
συγγραφεῦ	siŋɣrafef
συγγραφεύσ	siŋɣrafefs
συγγραφῆσ	siŋɣrafis
συγγραφτεί	siŋɣrafti
συγγραφτεί	siɣrafti
συγγραφτείσ	siŋɣraftis
συγγραφτείσ	siɣraftis
συγκίνηση	siŋɟinisi
συγκινημένα	siŋɟinimena
συγκινημένε	siŋɟinimene
συγκινημένεσ	siŋɟinimenes
συγκινημένη	siŋɟinimeni
συγκινημένησ	siŋɟinimenis
συγκινημένο	siŋɟinimeno
συγκινημένοι	siŋɟinimeni
συγκινημένοσ	siŋɟinimenos
συγκινημένου	siŋɟinimenu
συγκινημένουσ	siŋɟinimenus
συγκινημένων	siŋɟinimenon
συγκινητικά	siŋɟinitika
συγκινητική	siŋɟinitici
συγκινητικοί	siŋɟinitici
συγκινητικόσ	siŋɟinitikos
συγκινητικώσ	siŋɟinitikos
συγκινούμαι	siŋɟinume
συγκινούμε	siŋɟinume
συγκινώ	siŋɟino
συγκοπή	siŋɡopi
συγκροτώ	siŋɡɾoto
συγκρουόμενα	siŋɡruomena
συγκρουόμενε	siŋɡruomene
συγκρουόμενεσ	siŋɡruomenes
συγκρουόμενη	siŋɡruomeni
συγκρουόμενησ	siŋɡruomenis
συγκρουόμενο	siŋɡruomeno
συγκρουόμενοι	siŋɡruomeni
συγκρουόμενοσ	siŋɡruomenos
συγκρουόμενου	siŋɡruomenu
συγκρουόμενουσ	siŋɡruomenus
συγκρουόμενων	siŋɡruomenon
συγκρούομαι	siŋɡruome
συγκρούσθηκα	siŋɡrusθika
συγκρούστηκα	siŋɡrustika
συγκόπηκα	siŋɡopika
συγκόπτομαι	siŋɡoptome
συγκόπτομε	siŋɡoptome
συγκόπτουμε	siŋɡoptume
συγκόπτω	siŋɡopto
συγνώμη	siɣnomi
συγχάρηκα	siŋxarika
συγχάρηκαν	siŋxaɾikan
συγχάρηκε	siŋxaɾice
συγχαίρω	siŋçero
συγχαρήκαν	siŋxaɾikan
συγχαρήκανε	siŋxaɾikane
συγχαρητήρια	siŋxaɾitiɾia
συγχωνεύω	siŋxonevo
συγχωρέθηκα	siŋxoɾeθika
συγχωρήθηκα	siŋxoɾiθika
συγχωριέμαι	siŋxoɾʝeme
συγχωρούμαι	siŋxoɾume
συγχωρώ	siŋxoɾo
συγχώρεσα	siŋxoɾesa
συγχώρησα	siŋxoɾisa
συζήτησα	sizitisa
συζητάω	sizitao
συζητήθηκα	sizitiθika
