aarōn	aːarɔn
trānsmontānus	t̪ransmɔn̪t̪aːnus
trānsmoveō	t̪ransmɔːvɛɔ
trānsmūtātiō	t̪ransmut̪aːt͡siɔ
trānsmūtō	t̪ransmuːt̪ɔ
trānsnatō	t̪ransnat̪ɔ
trānsnāvigō	t̪ransnaːviɡɔ
trānspadāna	t̪ranspad̪aːna
trānspiciō	t̪ranspiːt͡ʃiɔ
trānsplantātiō	t̪ransplan̪t̪aːt͡siɔ
trānsplantō	t̪ransplan̪t̪ɔ
trānsportāverimus	t̪ranspɔrt̪avɛːrimus
trānsportō	t̪ranspɔrt̪ɔ
trānspungō	t̪ranspuŋɡɔ
trānspāreō	t̪ranspaːrɛɔ
trānspārēns	t̪ranspaːrɛns
trānspōnō	t̪ranspɔːnɔ
trānsscendō	t̪ran̠ʲʃɛn̪d̪ɔ
trānsscrībō	t̪ranskriːbɔ
trānstiberīnus	t̪ranst̪ibɛriːnus
trānstineō	t̪ranst̪iːnɛɔ
trānstrum	t̪ranst̪rum
trānsubstantiāre	t̪ransupst̪ant͡siaːrɛ
trānsubstantiātiō	t̪ransupst̪ant͡siaːt͡siɔ
trānsubstantiō	t̪ransupst̪ant͡siɔ
trānsvaalicus	t̪ransvaːlikus
trānsvaalēnsis	t̪ransvalɛnsis
trānsvehō	t̪ransvɛɔ
trānsveniō	t̪ransvɛːniɔ
trānsverberō	t̪ransvɛrbɛrɔ
trānsversālis	t̪ransvɛrsaːlis
trānsvertō	t̪ransvɛrt̪ɔ
trānsvexerimus	t̪ransvɛksɛːrimus
trānsvolō	t̪ransvɔlɔ
trānsvādō	t̪ransvaːd̪ɔ
trānsāctiō	t̪ransakt͡siɔ
trānō	t̪raːnɔ
trāvehō	t̪raːvɛɔ
trāvus	t̪raːvus
trēbula	t̪rɛːbula
trēpālium	t̪rɛpaːlium
trērus	t̪rɛːus
trērēs	t̪rɛːrɛs
trēs	t̪rɛs
trēspēs	t̪rɛspɛs
trēventum	t̪rɛvɛn̪t̪um
trēverī	t̪rɛːvɛri
trībula	t̪riːbula
trīclīniarcha	t̪rikliniarka
trīclīnium	t̪rikliːnium
trīcēnārius	t̪rit͡ʃɛnaːrius
trīcēsimus	t̪rit͡ʃɛːzimus
trīduum	t̪riːd̪uum
trīgintā	t̪rid͡ʒin̪t̪a
trīgēsimus	t̪rid͡ʒɛːzimus
trīmulus	t̪riːmulus
trīmus	t̪riːmus
trīnacria	t̪rinaːkria
trīnitāria	t̪rinit̪aːria
trīnitārie	t̪rinit̪aːriɛ
trīnitārius	t̪rinit̪aːrius
trīnitāriās	t̪rinit̪aːrias
trīnitāriō	t̪rinit̪aːriɔ
trīnitāriōs	t̪rinit̪aːriɔs
trīnitās	t̪riːnit̪as
trīnus	t̪riːnus
trīnālis	t̪rinaːlis
trīnāliter	t̪rinaːlit̪ɛr
trīnō	t̪riːnɔ
trīstis	t̪rist̪is
trīstitia	t̪rist̪iːt͡sia
trīstor	t̪rist̪ɔr
trīstēs	t̪rist̪ɛs
trīticeus	t̪rit̪iːt͡ʃɛus
trīticum	t̪riːt̪ikum
trītūra	t̪rit̪uːra
trītūrō	t̪rit̪uːrɔ
trōas	t̪rɔːas
trōglodytae	t̪rɡɔlɔːd̪it̪ɛ
trōglodytēs	t̪rɔɡlɔːd̪it̪ɛs
trōgus	t̪rɔːɡus
trōgītis	t̪rɔd͡ʒiːt̪is
trōia	t̪rɔːja
trōja	t̪rɔːja
trūdō	t̪ruːd̪ɔ
trȳgōn	t̪riːɡɔn
tsushimēnsis	t̪suzimɛnsis
tua	t̪uːa
tuae	t̪uːɛ
tuam	t̪uːam
tuba	t̪uːba
tubantēs	t̪uban̪t̪ɛs
tuberō	t̪uːbɛrɔ
tubicen	t̪uːbit͡ʃɛn
tubicinem	t̪ubiːt͡ʃinɛm
tubicinēs	t̪ubiːt͡ʃinɛs
tubicinō	t̪ubiːt͡ʃinɔ
tubunae	t̪uːbunɛ
tuburchinābundus	t̪uburkinabun̪d̪us
tuburcinābundus	t̪uburt͡ʃinabun̪d̪us
tubus	t̪uːbus
tuccius	t̪utt͡ʃius
tucumanēnsis	t̪ukumanɛnsis
tuder	t̪uːd̪ɛr
tudes	t̪uːd̪ɛs
tudicius	t̪ud̪iːt͡ʃius
tudiculō	t̪ud̪iːkulɔ
tuditānus	t̪ud̪it̪aːnus
tue	t̪uːɛ
tueor	t̪uːɛɔr
tugia	t̪uːd͡ʒia
tugurium	t̪uɡuːrium
tuitiō	t̪uiːt͡siɔ
tuitiōne	t̪uit͡siɔːnɛ
tuitiōnem	t̪uit͡siɔːnɛm
tuitiōnibus	t̪uit͡siɔːnibus
tuitiōnis	t̪uit͡siɔːnis
tuitiōnum	t̪uit͡siɔːnum
tuitiōnēs	t̪uit͡siɔːnɛs
tuitiōnī	t̪uit͡siɔːni
tularēnsis	t̪ularɛnsis
tulcis	t̪ul̠ʲt͡ʃis
tulingī	t̪ulin̠ʲd͡ʒi
tulliassēs	t̪ulliassɛs
tullius	t̪ullius
tullum	t̪ullum
tum	t̪um
tumba	t̪umba
tumefaciō	t̪umɛfaːt͡ʃiɔ
tumefacta	t̪umɛfakt̪a
tumefactās	t̪umɛfakt̪as
tumefactō	t̪umɛfakt̪ɔ
tumefactōs	t̪umɛfakt̪ɔs
tumefactūrus	t̪umɛfakt̪uːrus
tumentia	t̪umɛnt͡sia
tumeō	t̪uːmɛɔ
tumiditās	t̪umiːd̪it̪as
tumidulus	t̪umiːd̪ulus
tumidus	t̪uːmid̪us
tumidē	t̪uːmid̪ɛ
tumidō	t̪uːmid̪ɔ
tumidōsus	t̪umid̪ɔːzus
tumor	t̪uːmɔr
tumultuor	t̪umul̪t̪uɔr
tumultus	t̪umul̪t̪us
tumultuāre	t̪umul̪t̪uaːrɛ
tumultuōsus	t̪umul̪t̪uɔːzus
tumulus	t̪uːmulus
tumulāmen	t̪umulaːmɛn
tumulātus	t̪umulaːt̪us
tumulō	t̪uːmulɔ
tumulōsus	t̪umulɔːzus
tumēscō	t̪umɛskɔ
tumōrōsus	t̪umɔrɔːzus
tunc	t̪uŋk
tundō	t̪un̪d̪ɔ
tungrī	t̪uŋɡri
tunica	t̪uːnika
tunicātus	t̪unikaːt̪us
tunna	t̪unna
turba	t̪urba
turbidus	t̪urbid̪us
turbulentia	t̪urbulɛnt͡sia
turbulentus	t̪urbulɛn̪t̪us
turbā	t̪urba
turbīnātus	t̪urbinaːt̪us
turbō	t̪urbɔ
turcia	t̪urt͡ʃia
turcicus	t̪urt͡ʃikus
turcilingī	t̪urt͡ʃilin̠ʲd͡ʒi
turcomannicus	t̪urkɔmannikus
turdulī	t̪urd̪uli
turdus	t̪urd̪us
turdētānī	t̪urd̪ɛt̪aːni
turenum	t̪uːrɛnum
turgeō	t̪urd͡ʒɛɔ
turgidulus	t̪urd͡ʒiːd̪ulus
turgidus	t̪urd͡ʒid̪us
turgēscente	t̪urd͡ʒɛʃʃɛn̪t̪ɛ
turicum	t̪uːrikum
turicēnsis	t̪urit͡ʃɛnsis
turius	t̪uːrius
turiō	t̪uːriɔ
turkestanicus	t̪urt͡ʃɛst̪aːnikus
turma	t̪urma
turmogidī	t̪urmɔːd͡ʒid̪i
turmālis	t̪urmaːlis
turnacum	t̪urnakum
turnus	t̪urnus
turobriga	t̪urɔːbriɡa
turonēs	t̪uːrɔnɛs
turoqua	t̪uːrɔkwa
turpiculus	t̪urpiːkulus
turpilius	t̪urpiːlius
turpiloquium	t̪urpilɔːkwium
turpilucricupidus	t̪urpilukrikuːpid̪us
turpilucrus	t̪urpiːlukrus
turpis	t̪urpis
turpitūdō	t̪urpit̪uːd̪ɔ
turpiō	t̪urpiɔ
turpō	t̪urpɔ
turquinēnsis	t̪urkwinɛnsis
turriger	t̪urrid͡ʒɛr
turris	t̪urris
turrānius	t̪urraːnius
turrītus	t̪urriːt̪us
tursiō	t̪ursiɔ
turtur	t̪urt̪ur
turutius	t̪uruːt͡sius
tuscia	t̪uʃʃia
tuscilius	t̪uʃʃiːlius
tusculum	t̪uskulum
tuscus	t̪uskus
tuscāna	t̪uskaːna
tuscēnius	t̪uʃʃɛːnius
tussis	t̪ussis
tussiō	t̪ussiɔ
tussēdō	t̪ussɛːd̪ɔ
tutīnī	t̪ut̪iːni
tuum	t̪uːum
tuus	t̪uːus
tuārum	t̪uaːrum
tuās	t̪uːas
tuātim	t̪uaːt̪im
tuēns	t̪uːɛns
tuī	t̪uːi
tuīs	t̪uːis
tuō	t̪uːɔ
tuōrum	t̪uɔːrum
tuōs	t̪uːɔs
tyana	t͡siːana
tychō	t̪iːkɔ
tydiī	t̪iːd̪ii
tylissus	t̪ilissus
tylos	t̪iːlɔs
tymbrēs	t̪imbrɛs
tympanum	t̪impanum
tymphaea	t̪imfɛːa
tymphaeī	t̪imfɛːi
tymphrēstus	t̪imfrɛst̪us
tymphē	t̪imfɛ
typicus	t̪iːpikus
typologia	t̪ipɔlɔːd͡ʒia
typologicus	t̪ipɔlɔːd͡ʒikus
typus	t̪iːpus
typārium	t̪ipaːrium
typīs	t̪iːpis
typōs	t̪iːpɔs
tyrambae	t̪irambɛ
tyrannicus	t̪irannikus
tyrannicē	t̪irannit͡ʃɛ
tyrannicīda	t̪irannit͡ʃiːd̪a
tyrannicīdium	t̪irannit͡ʃiːd̪ium
tyrannis	t̪irannis
tyrannus	t̪irannus
tyrannī	t̪iranni
tyrannīs	t̪irannis
tyriaeum	t̪iriɛːum
tyrissa	t̪irissa
tyrius	t̪iːrius
tyrrhus	t̪irrus
tyrrhēnia	t̪irrɛːnia
tyrrhēniae	t̪irrɛːniɛ
tyrrhēniam	t̪irrɛːniam
tyrtaeus	t̪irt̪ɛːus
tyrus	t̪iːrus
tyrās	t̪iːras
tzetzēs	t̪sɛt̪sɛs
tābefaciō	t̪abɛfaːt͡ʃiɔ
tābefactūrus	t̪abɛfakt̪uːrus
tābeō	t̪aːbɛɔ
tābidulus	t̪abiːd̪ulus
tābidus	t̪aːbid̪us
tābidōsus	t̪abid̪ɔːzus
tābificus	t̪abiːfikus
tābificābilis	t̪abifikaːbilis
tābificō	t̪abiːfikɔ
tābifluus	t̪abiːfluus
tābum	t̪aːbum
tābēs	t̪aːbɛs
tābēscō	t̪abɛskɔ
tāctilis	t̪akt̪ilis
tāle	t̪aːlɛ
tālea	t̪aːlɛa
tālis	t̪aːlis
tālitrum	t̪aːlit̪rum
tālus	t̪aːlus
tālāris	t̪alaːris
tālārius	t̪alaːrius
tālēs	t̪aːlɛs
tāmarēnsis	t̪amarɛnsis
tānagra	t̪aːnaɡra
tānfāna	t̪anfaːna
tāprobanē	t̪aprɔːbanɛ
tāygetus	t̪aiːd͡ʒɛt̪us
tēcolithos	t̪ɛkɔːlit̪ɔs
tēcte	t̪ɛkt̪ɛ
tēctum	t̪ɛkt̪um
tēcum	t̪ɛːkum
tēgula	t̪ɛːɡula
tēgulārius	t̪ɛɡulaːrius
tēlandrus	t̪ɛlan̪d̪rus
tēlephōnium	t̪ɛlɛfɔːnium
tēlephōnum	t̪ɛlɛfɔːnum
tēlescopium	t̪ɛlɛskɔːpium
tēlevīsificus	t̪ɛlɛviziːfikus
tēlevīsiō	t̪ɛlɛviːziɔ
tēliger	t̪ɛːlid͡ʒɛr
tēlis	t̪ɛːlis
tēlos	t̪ɛːlɔs
tēlum	t̪ɛːlum
tēmathia	t̪ɛmaːt̪ia
tēmenothyra	t̪ɛmɛnɔːt̪ira
tēmnus	t̪ɛmnus
tēmulentus	t̪ɛmulɛn̪t̪us
tēmō	t̪ɛːmɔ
tēnos	t̪ɛːnɔs
tēnsa	t̪ɛnsa
tēnsiō	t̪ɛnsiɔ
tēnsūra	t̪ɛnsuːra
tēriās	t̪ɛːrias
tēter	t̪ɛːt̪ɛr
tēterrimus	t̪ɛt̪ɛrrimus
tēthea	t̪ɛːt̪ɛa
tētrinniō	t̪ɛt̪rinniɔ
tētrior	t̪ɛːt̪riɔr
tētriōris	t̪ɛt̪riɔːris
tētrīs	t̪ɛːt̪ris
tē̆ba	t̪ɛːba
tībia	t̪iːbia
tībiāle	t̪ibiaːlɛ
tībiālis	t̪ibiaːlis
tībulus	t̪iːbulus
tībur	t̪iːbur
tīburtius	t̪iburt͡sius
tībīcen	t̪ibiːt͡ʃɛn
tībīcinēs	t̪ibiːt͡ʃinɛs
tīfernus	t̪ifɛrnus
tīmagenēs	t̪imaːd͡ʒɛnɛs
tīmarchus	t̪imarkus
tīmaretē	t̪imaːrɛt̪ɛ
tīmoleōn	t̪imɔːlɛɔn
tīmomachus	t̪imɔːmakus
tīmotheus	t̪imɔːt̪ɛus
tīna	t̪iːna
tīnctilis	t̪iŋkt̪ilis
tīnctiō	t̪iŋkt͡siɔ
tīnctōrius	t̪iŋkt̪ɔːrius
tīnctūra	t̪iŋkt̪uːra
tīridātēs	t̪irid̪aːt̪ɛs
tīryns	t̪iːrins
tīrō	t̪iːrɔ
tīrōcinium	t̪irɔt͡ʃiːnium
tīrōniānus	t̪irɔniaːnus
tītillus	t̪it̪illus
tītillāmentum	t̪it̪illamɛn̪t̪um
tītillātiō	t̪it̪illaːt͡siɔ
tītillōsus	t̪it̪illɔːzus
tītiō	t̪iːt͡siɔ
tītānium	t̪it̪aːnium
tītāniō	t̪it̪aːniɔ
tīus	t̪iːus
tōficius	t̪ɔfiːt͡ʃius
tōfāceus	t̪ɔfaːt͡ʃɛus
tōkiō	t̪ɔːt͡ʃiɔ
tōlēs	t̪ɔːlɛs
tōmentum	t̪ɔmɛn̪t̪um
tōmentōsus	t̪ɔmɛn̪t̪ɔːzus
tōnsillae	t̪ɔnsillɛ
tōnsor	t̪ɔnsɔr
tōnstrīx	t̪ɔnst̪riks
tōnsus	t̪ɔnsus
tōnsōrius	t̪ɔnsɔːrius
tōnsūra	t̪ɔnsuːra
tōtus	t̪ɔːt̪us
tōtālis	t̪ɔt̪aːlis
tō̆stus	t̪ɔst̪us
tū	t̪u
tūber	t̪uːbɛr
tūberculātus	t̪ubɛrkulaːt̪us
tūberculōsa	t̪ubɛrkulɔːza
tūberculōsās	t̪ubɛrkulɔːzas
tūberculōsō	t̪ubɛrkulɔːzɔ
tūberculōsōs	t̪ubɛrkulɔːzɔs
tūbertus	t̪ubɛrt̪us
tūberōsus	t̪ubɛrɔːzus
tūerobis	t̪uɛːrɔbis
tūnēs	t̪uːnɛs
tūra	t̪uːra
tūrcae	t̪urt͡ʃɛ
tūriasō	t̪uriːazɔ
tūribulum	t̪uriːbulum
tūrodī	t̪uːrɔd̪i
tūrūntus	t̪urun̪t̪us
tūs	t̪us
tūte	t̪uːt̪ɛ
tūtemet	t̪uːt̪ɛmɛt̪
tūtilius	t̪ut̪iːlius
tūtissimō	t̪ut̪issimɔ
tūtius	t̪uːt͡sius
tūtrīx	t̪uːt̪riks
tūtus	t̪uːt̪us
tūtāmen	t̪ut̪aːmɛn
tūtāmentum	t̪ut̪amɛn̪t̪um
tūtē	t̪uːt̪ɛ
tūtēla	t̪ut̪ɛːla
tȳphonicus	t̪ifɔːnikus
tȳphōnomachia	t̪ifɔnɔmaːkia
tȳrotarīchos	t̪irɔt̪ariːkɔs
uberae	uːbɛrɛ
uberī	uːbɛri
ubi	uːbi
ubicumque	ubikuŋkwɛ
ubicātiō	ubikaːt͡siɔ
ubiī	uːbii
ubus	uːbus
ucēnī	ut͡ʃɛːni
udura	uːd̪ura
udīnī	ud̪iːni
uganda	uɡan̪d̪a
ugernum	ud͡ʒɛrnum
ugia	uːd͡ʒia
ugricus	uːɡrikus
ulcerōsus	ul̠ʲt͡ʃɛrɔːzus
ulcīscor	ul̠ʲt͡ʃiskɔr
ulcīscō	ul̠ʲt͡ʃiskɔ
ulia	uːlia
ulixēs	uliksɛs
uliārus	uliaːrus
ulmeus	ulmɛus
ulter	ul̪t̪ɛr
ulterior	ul̪t̪ɛːriɔr
ultimus	ul̪t̪imus
ultimāte	ul̪t̪imaːt̪ɛ
ultimī	ul̪t̪imi
ultimō	ul̪t̪imɔ
ultiō	ult͡siɔ
ultor	ul̪t̪ɔr
ultrā	ul̪t̪ra
ultrāmundānus	ul̪t̪ramun̪d̪aːnus
ultrās	ul̪t̪ras
ultrīx	ul̪t̪riks
ultrō	ul̪t̪rɔ
ultrōneus	ul̪t̪rɔːnɛus
ultus	ul̪t̪us
ultōnia	ul̪t̪ɔːnia
ultōniēnsis	ul̪t̪ɔniɛnsis
ulubrae	uːlubrɛ
uluguruēnsis	uluɡuruɛnsis
ulula	uːlula
ululō	uːlulɔ
ulyssēs	ulissɛs
umbellātus	umbɛllaːt̪us
umber	umbɛr
umbilicātus	umbilikaːt̪us
umbilīcus	umbiliːkus
umbrāticus	umbraːt̪ikus
umbrātilis	umbraːt̪ilis
umbrēnus	umbrɛːnus
umbrō	umbrɔ
umbrōsus	umbrɔːzus
umbō	umbɔ
umbōnius	umbɔːnius
umerus	uːmɛrus
ummidius	ummiːd̪ius
umquam	uŋkwam
uncipēs	un̠ʲt͡ʃipɛs
uncus	uŋkus
uncīnus	un̠ʲt͡ʃiːnus
uncīnātus	un̠ʲt͡ʃinaːt̪us
unda	un̪d̪a
unde	un̪d̪ɛ
undique	un̪d̪ikwɛ
undisonus	un̪d̪iːzɔnus
unditānum	un̪d̪it̪aːnum
undivagus	un̪d̪iːvaɡus
undula	un̪d̪ula
undulātus	un̪d̪ulaːt̪us
undulō	un̪d̪ulɔ
undābundus	un̪d̪abun̪d̪us
undāns	un̪d̪ans
undātim	un̪d̪aːt̪im
undātus	un̪d̪aːt̪us
undō	un̪d̪ɔ
unedō	uːnɛd̪ɔ
unellī	unɛlli
ungarī	uŋɡari
unguen	uŋɡwɛn
unguentum	uŋɡwɛn̪t̪um
unguentāria	uŋɡwɛn̪t̪aːria
unguentārius	uŋɡwɛn̪t̪aːrius
unguentātus	uŋɡwɛn̪t̪aːt̪us
unguiculātus	uŋɡwikulaːt̪us
unguis	uŋɡwis
ungula	uŋɡula
ungulātus	uŋɡulaːt̪us
ungustus	uŋɡust̪us
unguō	uŋɡwɔ
ungō	uŋɡɔ
unquam	uŋkwam
upsaliēnsis	upsaliɛnsis
upupa	uːpupa
uralicus	uraːlikus
urbatē	urbat̪ɛ
urbicius	urbiːt͡ʃius
urbāne	urbaːnɛ
urbānitās	urbaːnit̪as
urbānus	urbaːnus
urbānē	urbaːnɛ
urcō	urkɔ
urgaō	urɡaɔ
urgent	urd͡ʒɛn̪t̪
urgente	urd͡ʒɛn̪t̪ɛ
urgentēs	urd͡ʒɛn̪t̪ɛs
urgeō	urd͡ʒɛɔ
urgueō	urɡwɛɔ
urgō	urɡɔ
uria	uːria
urius	uːrius
urpānus	urpaːnus
urruncum	urruŋkum
ursentum	ursɛn̪t̪um
ursiō	ursiɔ
ursānius	ursaːnius
ursātius	ursaːt͡sius
ursēius	ursɛːjus
ursō	ursɔ
urtīcāria	urt̪ikaːria
uruguaia	uruːɡwaja
usaepō	uzɛːpɔ
usambaricus	uzambaːrikus
usambarēnsis	uzambarɛnsis
usar	uːzar
uscudama	uskuːd̪ama
uscēnum	uʃʃɛnum
usellis	uzɛllis
usipetēs	uziːpɛt̪ɛs
ussubium	ussuːbium
ussuriēnsis	ussuriɛnsis
ustilāgō	ust̪ilaːɡɔ
ustulō	ust̪ulɔ
ustus	ust̪us
ustīca	ust̪iːka
ut	ut̪
utcumque	ut̪kuŋkwɛ
uter	uːt̪ɛr
utercumque	ut̪ɛrkuŋkwɛ
uterque	ut̪ɛrkwɛ
uterus	uːt̪ɛrus
utervīs	ut̪ɛrvis
uterīnus	ut̪ɛriːnus
utica	uːt̪ika
utinam	uːt̪inam
utis	uːt̪is
utque	ut̪kwɛ
utramvīs	ut̪ramvis
utrimque	ut̪riŋkwɛ
utrumnam	ut̪rumnam
utus	uːt̪us
utī	uːt̪i
uxantis	uksan̪t̪is
uxellodūnum	uksɛllɔd̪uːnum
uxentum	uksɛn̪t̪um
uxor	uksɔr
uxōricīdium	uksɔrit͡ʃiːd̪ium
uzbecia	ud͡zbɛːt͡ʃia
uzbecicus	ud͡zbɛːt͡ʃikus
uērus	vɛːrus
uīuus	viːvus
vacat	vaːkat̪
vaccifōrmis	vatt͡ʃifɔrmis
vaccīnium	vatt͡ʃiːnium
vaccīnus	vatt͡ʃiːnus
vaccīnātus	vatt͡ʃinaːt̪us
vacerrōsus	vat͡ʃɛrrɔːzus
vacillante	vat͡ʃillan̪t̪ɛ
vacillō	vat͡ʃillɔ
vacomagī	vakɔːmad͡ʒi
vacuitās	vakuːit̪as
vacuitātem	vakuit̪aːt̪ɛm
vacuolātus	vakuɔlaːt̪us
vacuus	vaːkuus
vacuēfaciō	vakuɛfaːt͡ʃiɔ
vacuēfactūrus	vakuɛfakt̪uːrus
vacātiō	vakaːt͡siɔ
vacātur	vakaːt̪ur
vacēfactum	vat͡ʃɛfakt̪um
vacēfactus	vat͡ʃɛfakt̪us
vacēfīō	vat͡ʃɛfiːɔ
vacīvus	vat͡ʃiːvus
vacō	vaːkɔ
vacūna	vakuːna
vadaeī	vad̪ɛːi
vadantī	vad̪an̪t̪i
vadum	vaːd̪um
vadātī	vad̪aːt̪i
vadīs	vaːd̪is
vadō	vaːd̪ɔ
vadōsus	vad̪ɔːzus
vae	vɛ
vaecors	vɛːkɔrs
vaesānus	vɛzaːnus
vafer	vaːfɛr
vagam	vaːɡam
vagandō	vaɡan̪d̪ɔ
vagellius	vad͡ʒɛllius
vagiennī	vad͡ʒiɛnni
vagor	vaːɡɔr
vagoritum	vaɡɔːrit̪um
vagulus	vaːɡulus
vagus	vaːɡus
vagābundus	vaɡabun̪d̪us
vagārem	vaɡaːrɛm
vagārēs	vaɡaːrɛs
vagās	vaːɡas
vagātum	vaɡaːt̪um
vagī	vaːd͡ʒi
vagōs	vaːɡɔs
vala	vaːla
valdasus	val̪d̪azus
valdē	val̪d̪ɛ
valedīcō	valɛd̪iːkɔ
valefaciō	valɛfaːt͡ʃiɔ
valefactum	valɛfakt̪um
valefactūrus	valɛfakt̪uːrus
valentia	valɛnt͡sia
valentiānus	valɛnt͡siaːnus
valentīniānōs	valɛn̪t̪iniaːnɔs
valentīnus	valɛn̪t̪iːnus
valeria	valɛːria
valerius	valɛːrius
valeō	vaːlɛɔ
valgius	val̠ʲd͡ʒius
validicornis	valid̪ikɔrnis
validus	vaːlid̪us
validē	vaːlid̪ɛ
vallatum	vallat̪um
vallettus	vallɛt̪t̪us
vallonicus	vallɔːnikus
vallēs	vallɛs
vallō	vallɔ
vallōnia	vallɔːnia
valor	vaːlɔr
valutius	valuːt͡sius
valē	vaːlɛ
valēns	vaːlɛns
valēscō	valɛskɔ
valēte	valɛːt̪ɛ
valētūdinārius	valɛt̪ud̪inaːrius
valētūdō	valɛt̪uːd̪ɔ
valī	vaːli
vamacurēs	vamaːkurɛs
vanadium	vanaːd̪ium
vandalicus	van̪d̪aːlikus
vandalirīce	van̪d̪aliriːt͡ʃɛ
vandalirīcus	van̪d̪aliriːkus
vanga	vaŋɡa
vangionēs	van̠ʲd͡ʒiːɔnɛs
vangiō	van̠ʲd͡ʒiɔ
vannō	vannɔ
vapidus	vaːpid̪us
vapincum	vapiŋkum
vapor	vaːpɔr
vappō	vappɔ
vapōrāta	vapɔraːt̪a
vapōrō	vapɔːrɔ
varagrī	vaːraɡri
varamus	vaːramus
varciānī	vart͡ʃiaːni
vardaeī	vard̪ɛːi
vardanēs	vard̪anɛs
vardulī	vard̪uli
vareia	vaːrɛja
varguntēius	varɡun̪t̪ɛːjus
varia	vaːria
varicolor	variːkɔlɔr
variegō	variːɛɡɔ
varietās	variːɛt̪as
variolōsus	variɔlɔːzus
varipēs	vaːripɛs
varisidius	variziːd̪ius
varius	vaːrius
varix	vaːriks
variā	vaːria
variābilis	variaːbilis
variō	vaːriɔ
varrutius	varruːt͡sius
varrō	varrɔ
varsovia	varsɔːvia
varulus	vaːrulus
varus	vaːrus
varīnius	variːnius
varīnī	variːni
vasalaetus	vazalɛːt̪us
vascintōnia	vaʃʃin̪t̪ɔːnia
vasconia	vaskɔːnia
vasconice	vaskɔːnit͡ʃɛ
vasconicum	vaskɔːnikum
vasconicus	vaskɔːnikus
vasconicī	vaskɔːnit͡ʃi
vasconicō	vaskɔːnikɔ
vasconēs	vaskɔnɛs
vasius	vaːzius
vasiō	vaːziɔ
vassēī	vassɛːi
vatia	vaːt͡sia
vatius	vaːt͡sius
vatrēnus	vat̪rɛːnus
vatīnius	vat̪iːnius
vavatō	vaːvat̪ɔ
veamīnī	vɛamiːni
veclus	vɛːklus
vecta	vɛkt̪a
vectae	vɛkt̪ɛ
vectam	vɛkt̪am
vectem	vɛkt̪ɛm
vectis	vɛkt̪is
vector	vɛkt̪ɔr
vectēnsis	vɛkt̪ɛnsis
vectīgālis	vɛkt̪iɡaːlis
vectō	vɛkt̪ɔ
vectōrius	vɛkt̪ɔːrius
vediantiī	vɛd̪iant͡sii
vedīnum	vɛd̪iːnum
vegeiia	vɛd͡ʒɛːjia
vegetius	vɛd͡ʒɛːt͡sius
vegetus	vɛːd͡ʒɛt̪us
vegetābilis	vɛd͡ʒɛt̪aːbilis
vegetō	vɛːd͡ʒɛt̪ɔ
vegeō	vɛːd͡ʒɛɔ
vegium	vɛːd͡ʒium
vegliō	vɛːɡliɔ
vegliōne	vɛɡliɔːnɛ
vegliōnī	vɛɡliɔːni
veglō	vɛːɡlɔ
veglōnus	vɛɡlɔːnus
vehementer	vɛɛmɛn̪t̪ɛr
vehemēns	vɛːɛmɛns
vehiculum	vɛiːkulum
vehilius	vɛiːlius
vehō	vɛːɔ
veientō	vɛjɛn̪t̪ɔ
vel	vɛl
vela	vɛːla
velam	vɛːlam
velaunī	vɛlau̯ni
veldidēna	vɛl̪d̪id̪ɛːna
veleia	vɛːlɛja
velia	vɛːlia
velim	vɛːlim
veliocassēs	vɛliɔkassɛs
vellereus	vɛllɛːrɛus
vellica	vɛllika
vellicō	vɛllikɔ
vellus	vɛllus
vellātēs	vɛllaːt̪ɛs
vellātūra	vɛllat̪uːra
vellēius	vɛllɛːjus
vellō	vɛllɔ
velutinus	vɛluːt̪inus
velānius	vɛlaːnius
velās	vɛːlas
velīs	vɛːlis
velī̆trae	vɛlit̪rɛ
velī̆trae	vɛːlit̪rɛ
venamī	vɛːnami
venedicus	vɛnɛːd̪ikus
venedī	vɛːnɛd̪i
venereālis	vɛnɛrɛaːlis
venerivagus	vɛnɛriːvaɡus
veneror	vɛːnɛrɔr
venerābilis	vɛnɛraːbilis
venerābundus	vɛnɛrabun̪d̪us
venetia	vɛnɛːt͡sia
veneticus	vɛnɛːt̪ikus
venetiola	vɛnɛt͡siːɔla
venetus	vɛːnɛt̪us
venezuelānus	vɛnɛdd͡zuɛlaːnus
venezuelēnsis	vɛnɛdd͡zuɛlɛnsis
venia	vɛːnia
venicōnēs	vɛnikɔːnɛs
venit	vɛːnit̪
veniālia	vɛniaːlia
veniālis	vɛniaːlis
veniō	vɛːniɔ
vennō	vɛnnɔ
vennōnius	vɛnnɔːnius
vennōnēs	vɛnnɔːnɛs
venostēs	vɛnɔst̪ɛs
venox	vɛːnɔks
venta	vɛn̪t̪a
venter	vɛn̪t̪ɛr
ventidius	vɛn̪t̪iːd̪ius
ventilābrum	vɛn̪t̪ilaːbrum
ventilābundus	vɛn̪t̪ilabun̪d̪us
ventilātor	vɛn̪t̪ilaːt̪ɔr
ventilō	vɛn̪t̪ilɔ
ventipō	vɛn̪t̪ipɔ
ventitō	vɛn̪t̪it̪ɔ
ventiō	vɛnt͡siɔ
ventriculus	vɛn̪t̪riːkulus
ventricōsus	vɛn̪t̪rikɔːzus
ventris	vɛn̪t̪ris
ventriōsus	vɛn̪t̪riɔːzus
