a	a˧˥
vinh thăng	jin˧˥tʰăŋ˧˥
vinh tiền	jin˧˥tiəŋ˦˨
vinh tân	jin˧˥tɤ̆ŋ˧˥
vinh tứ	jin˧˥tɯ˩˧
vinh xuân	jin˧˥swɤ̆ŋ˧˥
viêm	jiəm˧˥
viêm họng	jiəm˧˥hɔŋ͡m˨ˀ˩ʔ
viêm nhiễm	jiəm˧˥ɲiəm˧˩˨
viêm nhiệt	jiəm˧˥ɲiək˨ˀ˩ʔ
viêm quầng	jiəm˧˥wɤ̆ŋ˦˨
viêm tấy	jiəm˧˥tɤ̆j˩˧
viên	jiəŋ˧˥
viên an	jiəŋ˧˥aŋ˧˥
viên an đông	jiəŋ˧˥aŋ˧˥doŋ͡m˧˥
viên bao	jiəŋ˧˥baw˧˥
viên bao đường	jiəŋ˧˥baw˧˥dɯəŋ˦˨
viên bình	jiəŋ˧˥bin˦˨
viên băm	jiəŋ˧˥băm˧˥
viên chức	jiəŋ˧˥cɯk˦˥
viên chức hóa	jiəŋ˧˥cɯk˦˥hwa˩˧
viên cốm	jiəŋ˧˥kom˩˧
viên giác	jiəŋ˧˥jak˦˥
viên hạt	jiəŋ˧˥hak˨ˀ˩ʔ
viên mãn	jiəŋ˧˥maŋ˧˩˨
viên môn	jiəŋ˧˥moŋ͡m˧˥
viên nang	jiəŋ˧˥naŋ˧˥
viên ngoại	jiəŋ˧˥ŋwaj˨ˀ˩ʔ
viên ngậm	jiəŋ˧˥ŋɤ̆m˨ˀ˩ʔ
viên nhện	jiəŋ˧˥ɲen˨ˀ˩ʔ
viên nhộng	jiəŋ˧˥ɲoŋ͡m˨ˀ˩ʔ
viên nội	jiəŋ˧˥noj˨ˀ˩ʔ
viên phân	jiəŋ˧˥fɤ̆ŋ˧˥
viên sơn	jiəŋ˧˥ʂɤŋ˧˥
viên thông	jiəŋ˧˥tʰoŋ͡m˧˥
viên tịch	jiəŋ˧˥tit˨ˀ˩ʔ
viêng lán	jiəŋ˧˥laŋ˩˧
viếng	jiəŋ˩˧
viếng thăm	jiəŋ˩˧tʰăm˧˥
viết	jiək˦˥
viết chì	jiək˦˥ci˦˨
viết hoa	jiək˦˥hwa˧˥
viết lách	jiək˦˥lak˦˥
viết máy	jiək˦˥măj˩˧
viết mướn	jiək˦˥mɯəŋ˩˧
viết như gà bới	jiək˦˥ɲɯ˧˥ɣa˦˨bɤj˩˧
viết tay	jiək˦˥tăj˧˥
viền	jiəŋ˦˨
viển vông	jiəŋ˧˩˨joŋ͡m˧˥
viễn	jiəŋ˧˩˨
viễn chinh	jiəŋ˧˩˨cin˧˥
viễn chí	jiəŋ˧˩˨ci˩˧
viễn cảnh	jiəŋ˧˩˨kan˧˩˨
viễn cổ	jiəŋ˧˩˨ko˧˩˨
viễn du	jiəŋ˧˩˨ju˧˥
viễn dương	jiəŋ˧˩˨jɯəŋ˧˥
viễn dụng	jiəŋ˧˩˨juŋ͡m˨ˀ˩ʔ
viễn hoài	jiəŋ˧˩˨hwaj˦˨
viễn khách	jiəŋ˧˩˨xak˦˥
viễn kính	jiəŋ˧˩˨kin˩˧
viễn kế	jiəŋ˧˩˨ke˩˧
viễn nhật	jiəŋ˧˩˨ɲɤ̆k˨ˀ˩ʔ
viễn phương	jiəŋ˧˩˨fɯəŋ˧˥
viễn phố	jiəŋ˧˩˨fo˩˧
viễn sơn	jiəŋ˧˩˨ʂɤŋ˧˥
viễn thám	jiəŋ˧˩˨tʰam˩˧
viễn thông	jiəŋ˧˩˨tʰoŋ͡m˧˥
viễn thú	jiəŋ˧˩˨tʰu˩˧
viễn thị	jiəŋ˧˩˨tʰi˨ˀ˩ʔ
viễn tin	jiəŋ˧˩˨tin˧˥
viễn tiêu	jiəŋ˧˩˨tiəw˧˥
viễn tưởng	jiəŋ˧˩˨tɯəŋ˧˩˨
viễn tượng	jiəŋ˧˩˨tɯəŋ˨ˀ˩ʔ
viễn vọng	jiəŋ˧˩˨jɔŋ͡m˨ˀ˩ʔ
viễn xứ	jiəŋ˧˩˨sɯ˩˧
viễn đông	jiəŋ˧˩˨doŋ͡m˧˥
viễn đại	jiəŋ˧˩˨daj˨ˀ˩ʔ
viễn địa	jiəŋ˧˩˨diə˨ˀ˩ʔ
viễn ảnh	jiəŋ˧˩˨an˧˩˨
việc	jiək˨ˀ˩ʔ
việc bé xé ra to	jiək˨ˀ˩ʔbɛ˩˧sɛ˩˧ʐa˧˥tɔ˧˥
việc gì	jiək˨ˀ˩ʔɣi˦˨
việc làm	jiək˨ˀ˩ʔlam˦˨
việc người thì sáng, việc mình thì quáng	jiək˨ˀ˩ʔŋɯəj˦˨tʰi˦˨ʂaŋ˩˧jiək˨ˀ˩ʔmin˦˨tʰi˦˨waŋ˩˧
việc nhà	jiək˨ˀ˩ʔɲa˦˨
việc nước	jiək˨ˀ˩ʔnɯək˦˥
việc to đừng lo tốn	jiək˨ˀ˩ʔtɔ˧˥dɯŋ˦˨lɔ˧˥toŋ͡m˩˧
việc vua việc quan	jiək˨ˀ˩ʔjuə˧˥jiək˨ˀ˩ʔwaŋ˧˥
việc đã rồi	jiək˨ˀ˩ʔda˧˩˨ʐoj˦˨
viện	jiəŋ˨ˀ˩ʔ
viện binh	jiəŋ˨ˀ˩ʔbin˧˥
viện bảo tàng	jiəŋ˨ˀ˩ʔbaw˧˩˨taŋ˦˨
viện chứng	jiəŋ˨ˀ˩ʔcɯŋ˩˧
viện dân biểu	jiəŋ˨ˀ˩ʔjɤ̆ŋ˧˥biəw˧˩˨
viện dân biểu trung kỳ	jiəŋ˨ˀ˩ʔjɤ̆ŋ˧˥biəw˧˩˨ʈuŋ͡m˧˥ki˦˨
viện dẫn	jiəŋ˨ˀ˩ʔjɤ̆ŋ˧˩˨
viện hàm	jiəŋ˨ˀ˩ʔham˦˨
viện hàn lâm	jiəŋ˨ˀ˩ʔhaŋ˦˨lɤ̆m˧˥
viện kiểm sát	jiəŋ˨ˀ˩ʔkiəm˧˩˨ʂak˦˥
viện lí	jiəŋ˨ˀ˩ʔli˩˧
viện phí	jiəŋ˨ˀ˩ʔfi˩˧
viện phó	jiəŋ˨ˀ˩ʔfɔ˩˧
viện quân	jiəŋ˨ˀ˩ʔwɤ̆ŋ˧˥
viện quí tộc	jiəŋ˨ˀ˩ʔwi˩˧tok͡p˨ˀ˩ʔ
viện quý tộc	jiəŋ˨ˀ˩ʔwi˩˧tok͡p˨ˀ˩ʔ
viện sĩ	jiəŋ˨ˀ˩ʔʂi˧˩˨
viện sĩ thông tấn	jiəŋ˨ˀ˩ʔʂi˧˩˨tʰoŋ͡m˧˥tɤ̆ŋ˩˧
viện trưởng	jiəŋ˨ˀ˩ʔʈɯəŋ˧˩˨
viện trợ	jiəŋ˨ˀ˩ʔʈɤ˨ˀ˩ʔ
viện đô sát	jiəŋ˨ˀ˩ʔdo˧˥ʂak˦˥
việt	jiək˨ˀ˩ʔ
việt chu	jiək˨ˀ˩ʔcu˧˥
việt cường	jiək˨ˀ˩ʔkɯəŋ˦˨
việt dân	jiək˨ˀ˩ʔjɤ̆ŋ˧˥
việt dã	jiək˨ˀ˩ʔja˧˩˨
việt gian	jiək˨ˀ˩ʔjaŋ˧˥
việt gốc khơ-me	jiək˨ˀ˩ʔɣok͡p˦˥xɤ˧˥-mɛ˧˥
việt gốc miên	jiək˨ˀ˩ʔɣok͡p˦˥miəŋ˧˥
việt hoà	jiək˨ˀ˩ʔhwa˦˨
việt hoá	jiək˨ˀ˩ʔhwa˩˧
việt hóa	jiək˨ˀ˩ʔhwa˩˧
việt hùng	jiək˨ˀ˩ʔhuŋ͡m˦˨
việt hưng	jiək˨ˀ˩ʔhɯŋ˧˥
việt hải	jiək˨ˀ˩ʔhaj˧˩˨
việt hồng	jiək˨ˀ˩ʔhoŋ͡m˦˨
việt khái	jiək˨ˀ˩ʔxaj˩˧
việt kiều	jiək˨ˀ˩ʔkiəw˦˨
việt long	jiək˨ˀ˩ʔlɔŋ͡m˧˥
việt lâm	jiək˨ˀ˩ʔlɤ̆m˧˥
việt lập	jiək˨ˀ˩ʔlɤ̆p˨ˀ˩ʔ
việt mao	jiək˨ˀ˩ʔmaw˧˥
việt nam cách mạng đồng chí hội	jiək˨ˀ˩ʔnam˧˥kak˦˥maŋ˨ˀ˩ʔdoŋ͡m˦˨ci˩˧hoj˨ˀ˩ʔ
việt nam hóa	jiək˨ˀ˩ʔnam˧˥hwa˩˧
việt nam quang phục hội	jiək˨ˀ˩ʔnam˧˥waŋ˧˥fuk͡p˨ˀ˩ʔhoj˨ˀ˩ʔ
việt nam vong quốc sử	jiək˨ˀ˩ʔnam˧˥jɔŋ͡m˧˥wok͡p˦˥ʂɯ˧˩˨
việt ngọc	jiək˨ˀ˩ʔŋɔk͡p˨ˀ˩ʔ
việt ngữ	jiək˨ˀ˩ʔŋɯ˧˩˨
việt quang	jiək˨ˀ˩ʔwaŋ˧˥
việt sơn	jiək˨ˀ˩ʔʂɤŋ˧˥
việt sử lược	jiək˨ˀ˩ʔʂɯ˧˩˨lɯək˨ˀ˩ʔ
việt sử tiêu án	jiək˨ˀ˩ʔʂɯ˧˩˨tiəw˧˥aŋ˩˧
việt thuận	jiək˨ˀ˩ʔtʰwɤ̆ŋ˨ˀ˩ʔ
việt thành	jiək˨ˀ˩ʔtʰan˦˨
việt thống	jiək˨ˀ˩ʔtʰoŋ͡m˩˧
việt tiến	jiək˨ˀ˩ʔtiəŋ˩˧
việt trung	jiək˨ˀ˩ʔʈuŋ͡m˧˥
việt trì	jiək˨ˀ˩ʔʈi˦˨
việt vinh	jiək˨ˀ˩ʔjin˧˥
việt văn	jiək˨ˀ˩ʔjăŋ˧˥
việt vị	jiək˨ˀ˩ʔji˨ˀ˩ʔ
việt xuyên	jiək˨ˀ˩ʔswiəŋ˧˥
việt yên	jiək˨ˀ˩ʔiɛŋ˧˥
việt đoàn	jiək˨ˀ˩ʔdwaŋ˦˨
việt-mường	jiək˨ˀ˩ʔ-mɯəŋ˦˨
việt-nam học	jiək˨ˀ˩ʔ-nam˧˥hɔk͡p˨ˀ˩ʔ
vo	jɔ˧˥
vo ngại	jɔ˧˥ŋaj˨ˀ˩ʔ
vo tròn bóp bẹp	jɔ˧˥ʈɔŋ͡m˦˨bɔp˦˥bɛp˨ˀ˩ʔ
vo tròn lại bóp bẹp	jɔ˧˥ʈɔŋ͡m˦˨laj˨ˀ˩ʔbɔp˦˥bɛp˨ˀ˩ʔ
vo ve	jɔ˧˥jɛ˧˥
vo viên	jɔ˧˥jiəŋ˧˥
vo vo	jɔ˧˥jɔ˧˥
voan	jwaŋ˧˥
voi	jɔj˧˥
voi biết voi ngựa biết ngựa	jɔj˧˥biək˦˥jɔj˧˥ŋɯə˨ˀ˩ʔbiək˦˥ŋɯə˨ˀ˩ʔ
voi biển	jɔj˧˥biəŋ˧˩˨
voi chẳng đẻ, đẻ thì to	jɔj˧˥căŋ˧˩˨dɛ˧˩˨dɛ˧˩˨tʰi˦˨tɔ˧˥
voi giày ngựa xé	jɔj˧˥jăj˦˨ŋɯə˨ˀ˩ʔsɛ˩˧
voi không nài như trai không vợ	jɔj˧˥xoŋ͡m˧˥naj˦˨ɲɯ˧˥ʈaj˧˥xoŋ͡m˧˥jɤ˨ˀ˩ʔ
voi nan	jɔj˧˥naŋ˧˥
voi uống thuốc gió	jɔj˧˥uəŋ˩˧tʰuək˦˥jɔ˩˧
voi xổng tàu	jɔj˧˥soŋ͡m˧˩˨tăw˦˨
voi điếc đạn súng	jɔj˧˥diək˦˥daŋ˨ˀ˩ʔʂuŋ͡m˩˧
voi đú, chó đú, chuột chù cũng nhảy cẫng	jɔj˧˥du˩˧cɔ˩˧du˩˧cuək˨ˀ˩ʔcu˦˨kuŋ͡m˧˩˨ɲăj˧˩˨kɤ̆ŋ˧˩˨
vom	jɔm˧˥
von	jɔŋ͡m˧˥
von kế	jɔŋ͡m˧˥ke˩˧
von vót	jɔŋ͡m˧˥jɔk͡p˦˥
von-kế	jɔŋ͡m˧˥-ke˩˧
von-phơ-ram	jɔŋ͡m˧˥-fɤ˧˥-ʐam˧˥
vong	jɔŋ͡m˧˥
vong bản	jɔŋ͡m˧˥baŋ˧˩˨
vong bổn	jɔŋ͡m˧˥boŋ͡m˧˩˨
vong gia bại sản	jɔŋ͡m˧˥ja˧˥baj˨ˀ˩ʔʂaŋ˧˩˨
vong gia thất thổ	jɔŋ͡m˧˥ja˧˥tʰɤ̆k˦˥tʰo˧˩˨
vong hồn	jɔŋ͡m˧˥hoŋ͡m˦˨
vong linh	jɔŋ͡m˧˥lin˧˥
vong mạng	jɔŋ͡m˧˥maŋ˨ˀ˩ʔ
vong mệnh	jɔŋ͡m˧˥men˨ˀ˩ʔ
vong nhân	jɔŋ͡m˧˥ɲɤ̆ŋ˧˥
vong niên	jɔŋ͡m˧˥niəŋ˧˥
vong quốc	jɔŋ͡m˧˥wok͡p˦˥
vong quốc nô	jɔŋ͡m˧˥wok͡p˦˥no˧˥
vong vỏng	jɔŋ͡m˧˥jɔŋ͡m˧˩˨
vong ân	jɔŋ͡m˧˥ɤ̆ŋ˧˥
vong ân bội nghĩa	jɔŋ͡m˧˥ɤ̆ŋ˧˥boj˨ˀ˩ʔŋiə˧˩˨
voọc	jɔk͡p˨ˀ˩ʔ
voọc bẻ	jɔk͡p˨ˀ˩ʔbɛ˧˩˨
vu	ju˧˥
vu cáo	ju˧˥kaw˩˧
vu hoặc	ju˧˥hwăk˨ˀ˩ʔ
vu hãm	ju˧˥ham˧˩˨
vu hồi	ju˧˥hoj˦˨
vu khoát	ju˧˥xwak˦˥
vu khống	ju˧˥xoŋ͡m˩˧
vu oan	ju˧˥waŋ˧˥
vu oan giá hoạ	ju˧˥waŋ˧˥ja˩˧hwa˨ˀ˩ʔ
vu oan giá họa	ju˧˥waŋ˧˥ja˩˧hwa˨ˀ˩ʔ
vu qui	ju˧˥wi˧˥
vu quy	ju˧˥wi˧˥
vu thác	ju˧˥tʰak˦˥
vu vu	ju˧˥ju˧˥
vu vơ	ju˧˥jɤ˧˥
vu vạ	ju˧˥ja˨ˀ˩ʔ
vua	juə˧˥
vua biết mặt chúa biết tên	juə˧˥biək˦˥măk˨ˀ˩ʔcuə˩˧biək˦˥ten˧˥
vua biết mặt, chúa biết tên	juə˧˥biək˦˥măk˨ˀ˩ʔcuə˩˧biək˦˥ten˧˥
vua bếp	juə˧˥bep˦˥
vua chiến trường	juə˧˥ciəŋ˩˧ʈɯəŋ˦˨
vua chúa	juə˧˥cuə˩˧
vua ngô ba mươi sáu tàn vàng chết xuống âm phủ chẳng mang được gì	juə˧˥ŋo˧˥ba˧˥mɯəj˧˥ʂăw˩˧taŋ˦˨jaŋ˦˨cet˦˥suəŋ˩˧ɤ̆m˧˥fu˧˩˨căŋ˧˩˨maŋ˧˥dɯək˨ˀ˩ʔɣi˦˨
vua quan	juə˧˥waŋ˧˥
vua tôi	juə˧˥toj˧˥
vui	juj˧˥
vui chuyện	juj˧˥cwiəŋ˨ˀ˩ʔ
vui chân	juj˧˥cɤ̆ŋ˧˥
vui chơi	juj˧˥cɤj˧˥
vui cười	juj˧˥kɯəj˦˨
vui dạ	juj˧˥ja˨ˀ˩ʔ
vui hưởng	juj˧˥hɯəŋ˧˩˨
vui lòng	juj˧˥lɔŋ͡m˦˨
vui lòng hả dạ	juj˧˥lɔŋ͡m˦˨ha˧˩˨ja˨ˀ˩ʔ
vui miệng	juj˧˥miəŋ˨ˀ˩ʔ
vui mắt	juj˧˥măk˦˥
vui mồm	juj˧˥mom˦˨
vui mừng	juj˧˥mɯŋ˦˨
vui như hội	juj˧˥ɲɯ˧˥hoj˨ˀ˩ʔ
vui như mở cờ trong bụng	juj˧˥ɲɯ˧˥mɤ˧˩˨kɤ˦˨ʈɔŋ͡m˧˥buŋ͡m˨ˀ˩ʔ
vui như sáo	juj˧˥ɲɯ˧˥ʂaw˩˧
vui như trẩy hội	juj˧˥ɲɯ˧˥ʈɤ̆j˧˩˨hoj˨ˀ˩ʔ
vui như tết	juj˧˥ɲɯ˧˥tet˦˥
vui nhộn	juj˧˥ɲoŋ͡m˨ˀ˩ʔ
vui sướng	juj˧˥ʂɯəŋ˩˧
vui tai	juj˧˥taj˧˥
vui thích	juj˧˥tʰit˦˥
vui thú	juj˧˥tʰu˩˧
vui thú nguyệt hoa	juj˧˥tʰu˩˧ŋwiək˨ˀ˩ʔhwa˧˥
vui thú yên hà	juj˧˥tʰu˩˧iɛŋ˧˥ha˦˨
vui thú điền viên	juj˧˥tʰu˩˧diəŋ˦˨jiəŋ˧˥
vui tính	juj˧˥tin˩˧
vui tươi	juj˧˥tɯəj˧˥
vui vầy	juj˧˥jɤ̆j˦˨
vui vẻ	juj˧˥jɛ˧˩˨
vui đâu chầu đấy	juj˧˥dɤ̆w˧˥cɤ̆w˦˨dɤ̆j˩˧
vui đùa	juj˧˥duə˦˨
vun	juŋ͡m˧˥
vun bón	juŋ͡m˧˥bɔŋ͡m˩˧
vun gốc	juŋ͡m˧˥ɣok͡p˦˥
vun quén	juŋ͡m˧˥wɛŋ˩˧
vun trồng	juŋ͡m˧˥ʈoŋ͡m˦˨
vun tưới	juŋ͡m˧˥tɯəj˩˧
vun vào	juŋ͡m˧˥jaw˦˨
vun vén	juŋ͡m˧˥jɛŋ˩˧
vun vút	juŋ͡m˧˥juk͡p˦˥
vun xới	juŋ͡m˧˥sɤj˩˧
vun đắp	juŋ͡m˧˥dăp˦˥
vung	juŋ͡m˧˥
vung phí	juŋ͡m˧˥fi˩˧
vung tay quá trán	juŋ͡m˧˥tăj˧˥wa˩˧ʈaŋ˩˧
vung thiên địa	juŋ͡m˧˥tʰiəŋ˧˥diə˨ˀ˩ʔ
vung tiền qua cửa sổ	juŋ͡m˧˥tiəŋ˦˨wa˧˥kɯə˧˩˨ʂo˧˩˨
vung tàn tán	juŋ͡m˧˥taŋ˦˨taŋ˩˧
vung vinh	juŋ͡m˧˥jin˧˥
vung vãi	juŋ͡m˧˥jaj˧˩˨
vung vít	juŋ͡m˧˥jit˦˥
vung văng	juŋ͡m˧˥jăŋ˧˥
vung vảy	juŋ͡m˧˥jăj˧˩˨
vung vẩy	juŋ͡m˧˥jɤ̆j˧˩˨
vuông	juəŋ˧˥
vuông bánh chưng tám góc	juəŋ˧˥ban˩˧cɯŋ˧˥tam˩˧ɣɔk͡p˦˥
vuông chữ điền	juəŋ˧˥cɯ˧˩˨diəŋ˦˨
vuông góc	juəŋ˧˥ɣɔk͡p˦˥
vuông góc bánh chưng	juəŋ˧˥ɣɔk͡p˦˥ban˩˧cɯŋ˧˥
vuông như bánh chưng tám góc	juəŋ˧˥ɲɯ˧˥ban˩˧cɯŋ˧˥tam˩˧ɣɔk͡p˦˥
vuông thành sắc cạnh	juəŋ˧˥tʰan˦˨ʂăk˦˥kan˨ˀ˩ʔ
vuông tre	juəŋ˧˥ʈɛ˧˥
vuông tròn	juəŋ˧˥ʈɔŋ͡m˦˨
vuông tượng	juəŋ˧˥tɯəŋ˨ˀ˩ʔ
vuông vuông	juəŋ˧˥juəŋ˧˥
vuông vắn	juəŋ˧˥jăŋ˩˧
vuông vức	juəŋ˧˥jɯk˦˥
vuốt	juək˦˥
vuốt bụng thở dài	juək˦˥buŋ͡m˨ˀ˩ʔtʰɤ˧˩˨jaj˦˨
vuốt giãn	juək˦˥jaŋ˧˩˨
vuốt giận	juək˦˥jɤ̆ŋ˨ˀ˩ʔ
vuốt giận làm lành	juək˦˥jɤ̆ŋ˨ˀ˩ʔlam˦˨lan˦˨
vuốt mắt	juək˦˥măk˦˥
vuốt mặt không kịp	juək˦˥măk˨ˀ˩ʔxoŋ͡m˧˥kip˨ˀ˩ʔ
vuốt mặt không nể mũi	juək˦˥măk˨ˀ˩ʔxoŋ͡m˧˥ne˧˩˨muj˧˩˨
vuốt mặt phải nể mũi	juək˦˥măk˨ˀ˩ʔfaj˧˩˨ne˧˩˨muj˧˩˨
vuốt ngực thở dài	juək˦˥ŋɯk˨ˀ˩ʔtʰɤ˧˩˨jaj˦˨
vuốt râu	juək˦˥ʐɤ̆w˧˥
vuốt râu cọp	juək˦˥ʐɤ̆w˧˥kɔp˨ˀ˩ʔ
vuốt râu hùm	juək˦˥ʐɤ̆w˧˥hum˦˨
vuốt ve	juək˦˥jɛ˧˥
vuốt đuôi	juək˦˥duəj˧˥
vuột	juək˨ˀ˩ʔ
vuột nợ	juək˨ˀ˩ʔnɤ˨ˀ˩ʔ
vy hương	ji˧˥hɯəŋ˧˥
và	ja˦˨
vài	jaj˦˨
vài ba	jaj˦˨ba˧˥
vài bốn	jaj˦˨boŋ͡m˩˧
vàm	jam˦˨
vàm láng	jam˦˨laŋ˩˧
vàn	jaŋ˦˨
vàn đai trắng	jaŋ˦˨daj˧˥ʈăŋ˩˧
vàng	jaŋ˦˨
vàng anh	jaŋ˦˨an˧˥
vàng bạc	jaŋ˦˨bak˨ˀ˩ʔ
vàng choé	jaŋ˦˨cwe˩˧
vàng chóe	jaŋ˦˨cwe˩˧
vàng cốm	jaŋ˦˨kom˩˧
vàng da	jaŋ˦˨ja˧˥
vàng danh	jaŋ˦˨jan˧˥
vàng diệp	jaŋ˦˨jiəp˨ˀ˩ʔ
vàng gieo ngấn nước	jaŋ˦˨jeo˧˥ŋɤ̆ŋ˩˧nɯək˦˥
vàng hoa	jaŋ˦˨hwa˧˥
vàng hoe	jaŋ˦˨hwe˧˥
vàng hàng hoá	jaŋ˦˨haŋ˦˨hwa˩˧
vàng hươm	jaŋ˦˨hɯəm˧˥
vàng hườm	jaŋ˦˨hɯəm˦˨
vàng hồ	jaŋ˦˨ho˦˨
vàng hực	jaŋ˦˨hɯk˨ˀ˩ʔ
vàng khè	jaŋ˦˨xɛ˦˨
vàng khé	jaŋ˦˨xɛ˩˧
vàng kiêng	jaŋ˦˨kiəŋ˧˥
vàng lá	jaŋ˦˨la˩˧
vàng lưới	jaŋ˦˨lɯəj˩˧
vàng lụi	jaŋ˦˨luj˨ˀ˩ʔ
vàng ma chải	jaŋ˦˨ma˧˥caj˧˩˨
vàng mã	jaŋ˦˨ma˧˩˨
vàng mười	jaŋ˦˨mɯəj˦˨
vàng nghệ	jaŋ˦˨ŋe˨ˀ˩ʔ
vàng ngọc	jaŋ˦˨ŋɔk͡p˨ˀ˩ʔ
vàng như nghệ	jaŋ˦˨ɲɯ˧˥ŋe˨ˀ˩ʔ
vàng nén	jaŋ˦˨nɛŋ˩˧
vàng quì	jaŋ˦˨wi˦˨
vàng quỳ	jaŋ˦˨wi˦˨
vàng qùy	jaŋ˦˨wi˦˨
vàng ròng	jaŋ˦˨ʐɔŋ͡m˦˨
vàng rộm	jaŋ˦˨ʐom˨ˀ˩ʔ
vàng rực	jaŋ˦˨ʐɯk˨ˀ˩ʔ
vàng son	jaŋ˦˨ʂɔŋ͡m˧˥
vàng thau	jaŋ˦˨tʰăw˧˥
vàng thau lẫn lộn	jaŋ˦˨tʰăw˧˥lɤ̆ŋ˧˩˨loŋ͡m˨ˀ˩ʔ
vàng thùa	jaŋ˦˨tʰuə˦˨
vàng thật chẳng sợ chi lửa	jaŋ˦˨tʰɤ̆k˨ˀ˩ʔcăŋ˧˩˨ʂɤ˨ˀ˩ʔci˧˥lɯə˧˩˨
vàng thỏi	jaŋ˦˨tʰɔj˧˩˨
vàng thử lửa gian nan thử sức	jaŋ˦˨tʰɯ˧˩˨lɯə˧˩˨jaŋ˧˥naŋ˧˥tʰɯ˧˩˨ʂɯk˦˥
vàng tiền tệ	jaŋ˦˨tiəŋ˦˨te˨ˀ˩ʔ
vàng tâm	jaŋ˦˨tɤ̆m˧˥
vàng tây	jaŋ˦˨tɤ̆j˧˥
vàng vàng	jaŋ˦˨jaŋ˦˨
vàng vó	jaŋ˦˨jɔ˩˧
vàng võ	jaŋ˦˨jɔ˧˩˨
vàng vọt	jaŋ˦˨jɔk͡p˨ˀ˩ʔ
vàng xuộm	jaŋ˦˨suəm˨ˀ˩ʔ
vàng y	jaŋ˦˨i˧˥
vàng óng	jaŋ˦˨ɔŋ͡m˩˧
vàng úa	jaŋ˦˨uə˩˧
vàng đen	jaŋ˦˨dɛŋ˧˥
vàng đeo ngọc dát	jaŋ˦˨deo˧˥ŋɔk͡p˨ˀ˩ʔjak˦˥
vàng đá	jaŋ˦˨da˩˧
vàng ạnh	jaŋ˦˨an˨ˀ˩ʔ
vàng ẩng	jaŋ˦˨ɤ̆ŋ˧˩˨
vàng ệch	jaŋ˦˨et˨ˀ˩ʔ
vàng ệnh	jaŋ˦˨en˨ˀ˩ʔ
vàng ối	jaŋ˦˨oj˩˧
vành	jan˦˨
vành bánh	jan˦˨ban˩˧
vành bánh xe	jan˦˨ban˩˧sɛ˧˥
vành cánh	jan˦˨kan˩˧
vành khuyên	jan˦˨xwiəŋ˧˥
vành khăn	jan˦˨xăŋ˧˥
vành móng ngựa	jan˦˨mɔŋ͡m˩˧ŋɯə˨ˀ˩ʔ
vành mũi	jan˦˨muj˧˩˨
vành tai	jan˦˨taj˧˥
vành trăng	jan˦˨ʈăŋ˧˥
vành vạnh	jan˦˨jan˨ˀ˩ʔ
vành đai	jan˦˨daj˧˥
vành đai du kích	jan˦˨daj˧˥ju˧˥kit˦˥
vành đai trắng	jan˦˨daj˧˥ʈăŋ˩˧
vào	jaw˦˨
vào cuộc	jaw˦˨kuək˨ˀ˩ʔ
vào cầu	jaw˦˨kɤ̆w˦˨
vào cửa tà ra cửa mạch	jaw˦˨kɯə˧˩˨ta˦˨ʐa˧˥kɯə˧˩˨mak˨ˀ˩ʔ
vào hang cọp	jaw˦˨haŋ˧˥kɔp˨ˀ˩ʔ
vào hang hùm	jaw˦˨haŋ˧˥hum˦˨
vào hùa	jaw˦˨huə˦˨
vào khoảng	jaw˦˨xwaŋ˧˩˨
vào khuôn vào phép	jaw˦˨xuəŋ˧˥jaw˦˨fɛp˦˥
vào luồn ra cúi	jaw˦˨luəŋ˦˨ʐa˧˥kuj˩˧
vào làng	jaw˦˨laŋ˦˨
vào lỗ hà ra lỗ hống	jaw˦˨lo˧˩˨ha˦˨ʐa˧˥lo˧˩˨hoŋ͡m˩˧
vào lỗ hà ra lỗ hổng	jaw˦˨lo˧˩˨ha˦˨ʐa˧˥lo˧˩˨hoŋ͡m˧˩˨
vào lỗ tai ra lỗ miệng	jaw˦˨lo˧˩˨taj˧˥ʐa˧˥lo˧˩˨miəŋ˨ˀ˩ʔ
vào lộng ra khơi	jaw˦˨loŋ͡m˨ˀ˩ʔʐa˧˥xɤj˧˥
vào mẩy	jaw˦˨mɤ̆j˧˩˨
vào mồng ba, ra mồng bảy, rẫy mồng tám	jaw˦˨moŋ͡m˦˨ba˧˥ʐa˧˥moŋ͡m˦˨băj˧˩˨ʐɤ̆j˧˩˨moŋ͡m˦˨tam˩˧
vào nhỏ ra to	jaw˦˨ɲɔ˧˩˨ʐa˧˥tɔ˧˥
vào quả cà ra quả táo	jaw˦˨wa˧˩˨ka˦˨ʐa˧˥wa˧˩˨taw˩˧
vào ra	jaw˦˨ʐa˧˥
vào sinh ra tử	jaw˦˨ʂin˧˥ʐa˧˥tɯ˧˩˨
vào sống ra chết	jaw˦˨ʂoŋ͡m˩˧ʐa˧˥cet˦˥
vào sổ	jaw˦˨ʂo˧˩˨
vào trong mắc đó, ra ngoài mắc đăng	jaw˦˨ʈɔŋ͡m˧˥măk˦˥dɔ˩˧ʐa˧˥ŋwaj˦˨măk˦˥dăŋ˧˥
vào tròng	jaw˦˨ʈɔŋ͡m˦˨
vào trước ra sau	jaw˦˨ʈɯək˦˥ʐa˧˥ʂăw˧˥
vào tù ra tội	jaw˦˨tu˦˨ʐa˧˥toj˨ˀ˩ʔ
