а	a
храна	xrǎːna
хранидба	xrǎnidba
хранилац	xrǎnilat͡s
хранитељ	xrǎniteʎ
хранитељица	xranitěʎit͡sa
хранитељка	xrǎniteːʎka
хранити	xrǎːniti
храпав	xrâpaʋ
храпаво	xrâpaʋo
храпавост	xrâpaʋoːst
храст	xrâːst
храстик	xrǎstiːk
храстов	xrǎstoʋ
храстовина	xrǎstoʋina
храњив	xrǎɲiʋ
храњивост	xrǎɲiʋoːst
хрбат	xr̂bat
хрват	xřʋaːt
хрвати	xr̂ʋati
хрватица	xrʋǎtit͡sa
хрватски	xřʋaːtski
хрватски	xřʋaːtskiː
хрвачки	xřʋaːt͡ʃki
хрвачки	xřʋaːt͡ʃkiː
хрен	xrên
хреновка	xrěnoːʋka
хрестоматија	xrestomǎtija
хрид	xrîːd
христаделфијан	kristadělfijaːn
христаделфијански	kristadelfǐjaːnski
христаделфијански	kristadelfǐjaːnskiː
хришћански	xrǐʃtɕaːnski
хришћански	xrǐʃtɕaːnskiː
хришћанство	xrǐʃt͡ɕaːnstʋo
хркати	xřːkati
хркнути	xřːknuti
хром	xrôm
хромо	xrômo
хромост	xrômoːst
хроника	xrǒnika
хроничан	xrǒnit͡ʃan
хроничар	xrǒnit͡ʃaːr
хронолошки	xronǒloʃki
хронолошки	xronǒloʃkiː
хрпа	xřpa
хрскав	xr̂skaʋ
хрт	xr̂t
хрушт	xrûːʃt
хршум	xr̂ʃum
хтети	xtêti
хтење	xteːɲe
хтијење	xtîjeːɲe
хтјети	xtjêti
худ	xûːd
хук	xûːk
хулиган	xûliɡaːn
хулигански	xûliɡaːnskiː
хулитељ	xǔliteʎ
хулити	xǔːliti
хулник	xûːlniːk
хум	xûːm
хумак	xûmak
хуман	xûmaːn
хуманизам	xumanǐzam
хуманистички	xumanǐstitʃki
хуманистички	xumanǐstitʃkiː
хуманитаран	xûmanitaːran
хумано	xûmaːno
хуманост	xûmaːnoːst
хумор	xǔmor
хуморан	xǔmoːran
хумореска	xumorěska
хумористичан	xumorǐstit͡ʃan
хумористички	xumorǐstit͡ʃki
хумористички	xumorǐstit͡ʃkiː
хумористичност	xumorǐstit͡ʃnoːst
хумус	xǔːmus
хунта	xûːnta
хурикан	xûrikan
хурија	xûːrija
хусар	xûsaːr
хусит	xǔsiːt
хуситски	xǔsiːtskiː
хучан	xǔːt͡ʃan
хушкати	xûʃkati
хушкач	xǔʃkaːt͡ʃ
хуља	xûʎa
хљеб	xʎêb
хљепчић	xʎěpt͡ʃit͡ɕ
ц	t͡s
цака	t͡sǎːka
цаклити	t͡sǎkliti
цакло	t͡sǎklo
цапин	t͡sǎpiːn
цар	t͡sâr
царев	t͡sâreʋ
царевић	t͡sâreʋit͡ɕ
царевна	t͡sâreːʋna
цариград	t͡sǎriɡraːd
цариградски	t͡sǎriɡradskiː
царина	t͡sârina
царинарница	t͡sarinǎːrnit͡sa
цариник	t͡sâriniːk
царинички	t͡sârinit͡ʃkiː
царински	t͡sârinskiː
царица	t͡sârit͡sa
царичин	t͡sârit͡ʃiːn
царски	tsâːrski
царски	tsâːrskiː
царство	t͡sâːrstʋo
цајтнот	t͡sâjtnot
цајхнати	t͡sǎjxnati
цвасти	t͡sʋâsti
цват	t͡sʋâːt
цветак	t͡sʋěːtak
цветати	t͡sʋětati
цветни	t͡sʋětniː
цвећар	t͡sʋět͡ɕaːr
цвећарство	t͡sʋet͡ɕǎːrstʋo
цвеће	t͡sʋêːt͡ɕe
цвилеж	t͡sʋǐːleʒ
цвилити	t͡sʋǐːliti
цвијетак	t͡sʋijěːtak
цвијеће	t͡sʋijêːt͡ɕe
цвиљети	t͡sʋǐːʎeti
цвокотати	t͡sʋokǒtati
цвркутати	t͡sʋrkǔtati
цврчак	t͡sʋřːt͡ʃak
цвјетати	t͡sʋjětati
цвјетни	t͡sʋjětniː
цвјећар	t͡sʋjět͡ɕaːr
цвјећарство	t͡sʋjet͡ɕǎːrstʋo
цев	t͡sêːʋ
цевка	t͡sêːʋka
цевни	t͡sêːʋniː
цевовод	t͡sêʋoʋoːd
цевчица	t͡sěʋt͡ʃit͡sa
цедуља	t͡sêduʎa
целебритет	t͡selebrǐteːt
целер	t͡sêler
целибат	t͡selǐbaːt
целивати	t͡selǐːʋati
целина	t͡selǐna
целити	t͡sěːliti
целов	t͡sěloʋ
целовит	t͡selǒʋit
целокупан	t͡selǒkupan
целокупно	t͡selǒkupno
целост	t͡sěːloːst
целофан	t͡selǒfaːn
целулоза	t͡selulǒːza
целулоид	t͡selulǒiːd
цемент	t͡sěment
цементирати	t͡sementǐːrati
цена	t͡sěːna
цензор	t͡sênzor
цензура	t͡senzǔːra
ценити	t͡sěːniti
цент	t͡sênt
центар	t͡sêntar
центарфор	t͡sêntarfoːr
центилитар	t͡sěntilitar
центиметар	t͡sěntimetar
централизам	t͡sentralǐzam
централизација	t͡sentralizǎːt͡sija
централни	t͡sěntraːlniː
центрифуга	t͡sentrifǔːɡa
центрифугалан	t͡sentrifǔɡaːlan
центурион	t͡senturǐoːn
центурија	t͡sěntuːrija
цео	t͡sêo
цеп	t͡sêːp
цепати	t͡sěːpati
цепелин	t͡sepěliːn
цепидлака	t͡sepǐdlaka
цепидлачити	t͡sepǐdlat͡ʃiti
цепити	t͡sěːpiti
цепкати	t͡sêpkati
цепнути	t͡sêpnuti
цепљен	t͡sêːpʎen
цер	t͡sêr
цербер	t͡sêrber
церекати	t͡serěkati
церемонија	t͡seremǒnija
церемонијал	t͡seremonǐjaːl
церемонијалан	t͡sêremonijaːlan
церемонијално	t͡sêremonijaːlno
церити	t͡sêriti
церовина	t͡sěroʋina
цертификат	t͡sertifǐkaːt
цертифициран	t͡sertifǐt͡siːran
цесар	t͡sêsaːr
цестарина	t͡sestǎrina
цестовни	t͡sěstoːʋniː
цетињанин	t͡setǐːɲanin
цетиње	t͡sětiɲe
цех	t͡sêx
цејлон	t͡sějloːn
цењен	t͡sêːɲen
цењкати	t͡seɲkati
цивилизација	t͡siʋilizǎːt͡sija
цивилизацијски	t͡siʋilizǎːt͡siːjskiː
цивилизиран	t͡siʋilǐziːran
цивилизираност	t͡siʋilǐziːranoːst
цивилизован	t͡siʋilǐzoʋaːn
цивилни	t͡sǐʋiːlniː
циганин	t͡sîɡanin
циганити	t͡siɡǎːniti
цигански	tsîɡanski
цигански	tsîɡanskiː
цигарета	t͡siɡarěta
цигла	t͡sǐːɡla
циглар	t͡sǐɡlaːr
циклама	t͡siklǎːma
цикличан	t͡sǐklit͡ʃan
циклички	tsǐklitʃki
циклички	tsǐklitʃkiː
циклон	t͡sǐkloːn
циклона	t͡siklǒːna
циклус	t͡sǐklus
цилиндар	t͡silǐndar
цилиндричан	t͡silǐndrit͡ʃan
цимати	t͡sîmati
цимер	t͡sîmer
цимерица	t͡sîmerit͡sa
цимет	t͡sǐmet
цимнути	t͡sîmnuti
цинизам	t͡sinǐzam
циник	t͡sǐnik
циничан	t͡sǐnit͡ʃan
цинички	tsǐnitʃki
цинички	tsǐnitʃkiː
цио	t͡sîo
ционизам	t͡sionǐzam
ципела	t͡sǐpela
циркон	t͡sǐrkoːn
циркулација	t͡sirkulǎːt͡sija
циркус	t͡sǐrkus
циркусант	t͡sirkǔsant
циркусантица	t͡sirkǔsantit͡sa
циркусантски	t͡sirkǔsantski
циркусантски	t͡sirkǔsantskiː
циркуски	t͡sǐrkuskiː
циста	t͡sîsta
цистерна	t͡sǐsteːrna
цитологија	t͡sitolǒɡija
цитоплазма	t͡sitoplǎzma
цитра	t͡sîtra
циферблат	t͡sǐferblat
цифра	t͡sîfra
циција	t͡sǐt͡sija
цича	t͡sît͡ʃa
цијев	t͡sijêːʋ
цијевка	t͡sijêːʋka
цијевни	t͡sijêːʋniː
цијел	t͡sijêːl
цијелити	t͡sijěːliti
цијелост	t͡sijěːloːst
цијена	t͡sijěːna
цијенити	t͡sijěːniti
цијеп	t͡sijêːp
цијеп	t͡sîːjep
цијепати	t͡sijěːpati
цијепити	t͡sijěːpiti
цијепљен	t͡sijêːpʎen
цијеђ	t͡sijêːd͡ʑ
цијењен	t͡sijêːɲen
цијећ	t͡sijêt͡ɕ
циљ	t͡sîːʎ
циљан	t͡sîːʎan
циљати	t͡sǐːʎati
цокл	t͡sǒkl
цол	t͡sôːl
црвен	tsr̂ʋeːn
црвен	tsřʋen
црвендаћ	t͡srʋěndaːt͡ɕ
црвенити	t͡srʋěniti
црвенокос	t͡srʋenǒkos
црвенперка	t͡srʋěnpeːrka
црвењети	t͡srʋěɲeti
црвоточина	t͡srʋotǒt͡ʃina
црвоједина	t͡srʋǒjedina
цревни	t͡srêːʋniː
цревља	t͡srêʋʎa
цријевни	t͡srijêːʋniː
цркавати	t͡srkǎːʋati
црква	t͡sr̂ːkʋa
црквен	t͡sřkʋen
црквенословенски	t͡srkʋenoslǒʋenskiː
црквењак	t͡srkʋěɲaːk
цркнути	t͡sr̂knuti
црначки	t͡sřnat͡ʃki
црначки	t͡sřnat͡ʃkiː
црнети	t͡sřːneti
црногорац	t͡srnǒɡorat͡s
црногорица	t͡srnoɡǒrit͡sa
црногорични	t͡srnoɡǒrit͡ʃniː
црногорски	t͡srnǒɡorskiː
црнокос	t͡srnǒkos
црнокошуљаш	t͡srnokoʃǔʎaːʃ
црноморски	t͡sr̂nomorskiː
црноок	t͡srnǒok
црноризац	t͡srnorǐːzat͡s
црнчити	t͡sr̂ːnt͡ʃiti
црњети	t͡sřːɲeti
црћи	t͡sr̂t͡ɕi
цунами	t͡sunǎːmi
цура	t͡sûra
цурити	t͡sǔːriti
цјевовод	t͡sjêʋoʋoːd
цјевчица	t͡sjěʋt͡ʃit͡sa
цјеливати	t͡sjelǐːʋati
цјелина	t͡sjelǐna
цјелов	t͡sjěloʋ
цјеловит	t͡sjelǒʋit
цјелокупан	t͡sjelǒkupan
цјелокупно	t͡sjelǒkupno
цјепидлака	t͡sjepǐdlaka
цјепидлачити	t͡sjepǐdlat͡ʃiti
цјепкати	t͡sjêpkati
цјепнути	t͡sjêpnuti
чавка	t͡ʃâːʋka
чавчји	t͡ʃâʋt͡ʃjiː
чагаљ	t͡ʃǎɡaʎ
чад	t͡ʃâːd
чадор	tʃâdor
чак	t͡ʃâk
чакавац	t͡ʃǎːkaʋat͡s
чакавизам	t͡ʃakaʋǐzam
чакавка	t͡ʃǎːkaːʋka
чакавски	tʃǎːkaʋski
чакавски	tʃǎːkaʋskiː
чакавштина	t͡ʃakǎːʋʃtina
чакља	t͡ʃâkʎa
чалабрцнути	t͡ʃalabřːt͡snuti
чам	t͡ʃâm
чама	t͡ʃǎːma
чамац	t͡ʃǎːmat͡s
чамити	t͡ʃǎːmiti
чамотиња	t͡ʃamǒtiɲa
чамџија	t͡ʃǎmd͡ʒija
чап	tʃap
чап	tʃâp
чар	t͡ʃâːr
чарапа	t͡ʃǎrapa
чарати	t͡ʃǎːrati
чардаш	t͡ʃârdaːʃ
чарн	t͡ʃarn
чаробан	t͡ʃâroban
чаробно	t͡ʃârobno
чаролија	t͡ʃarǒlija
чаршав	t͡ʃǎrʃaʋ
чаршаф	t͡ʃǎrʃaf
чаршија	t͡ʃǎrʃija
часком	t͡ʃâskom
часник	t͡ʃâːsniːk
часно	t͡ʃâsno
часовит	t͡ʃasǒʋit
часовник	t͡ʃǎsoːʋniːk
часом	t͡ʃâsom
часопис	t͡ʃâsopiːs
часослов	t͡ʃâsosloʋ
част	t͡ʃâːst
частан	t͡ʃâstan
частохлепан	t͡ʃâstoxlepan
частољубив	t͡ʃastoʎǔbiʋ
частољубље	t͡ʃâstoʎuːbʎe
чауш	t͡ʃâuːʃ
чахура	t͡ʃǎxura
чахурити	t͡ʃǎxuriti
чаша	t͡ʃâʃa
чађ	t͡ʃâːd͡ʑ
чађа	t͡ʃâd͡ʑa
чађав	t͡ʃâd͡ʑaʋ
чађавити	t͡ʃâd͡ʑaʋiti
чађавост	t͡ʃâd͡ʑaʋoːst
чађити	t͡ʃâd͡ʑiti
чајник	t͡ʃâːjniːk
чварак	t͡ʃʋǎːrak
чвор	t͡ʃʋôːr
чворак	t͡ʃʋǒːrak
чворнат	t͡ʃʋôrnat
чворуга	t͡ʃʋǒruɡa
чврстина	t͡ʃʋrstǐna
чврсторукаш	t͡ʃʋrstorǔkaːʃ
чврстоћа	t͡ʃʋrstǒt͡ɕa
чег	t͡ʃêɡ
чега	t͡ʃěɡa
чедан	t͡ʃêdan
чедност	t͡ʃêdnoːst
чедоморка	t͡ʃedǒmoːrka
чедоморство	t͡ʃedomǒːrstʋo
чезнути	t͡ʃêznuti
чек	t͡ʃêk
чекалац	t͡ʃêkalat͡s
чекаоница	t͡ʃekaǒːnit͡sa
чекати	t͡ʃêkati
чекирати	tʃekirati
чекић	t͡ʃěkit͡ɕ
чекмеџе	t͡ʃekměd͡ʒe
чекрк	t͡ʃěkrk
челик	t͡ʃělik
челичити	t͡ʃělit͡ʃiti
челични	t͡ʃělit͡ʃniː
челник	t͡ʃêːlniːk
чело	t͡ʃělo
чем	t͡ʃêm
чемерика	t͡ʃeměrika
чемпрес	t͡ʃěmpres
чему	t͡ʃěmu
чено	t͡ʃěno
чеони	t͡ʃêoniː
чеп	t͡ʃêp
чепркати	t͡ʃepřkati
черга	t͡ʃêːrɡa
чесан	t͡ʃěsan
чесмина	t͡ʃěsmina
чесно	t͡ʃěsno
чест	t͡ʃêːst
честар	t͡ʃěstaːr
честит	t͡ʃěstit
честитати	t͡ʃestǐːtati
честито	t͡ʃěstito
честица	t͡ʃěstit͡sa
често	t͡ʃêːsto
чета	t͡ʃêta
четверокут	t͡ʃêtʋerokuːt
четвероношке	t͡ʃetʋerǒnoʃkeː
четворица	t͡ʃetʋǒrit͡sa
четворка	t͡ʃětʋoːrka
четвртфинале	t͡ʃetʋrtfinǎːle
четири	t͡ʃětiri
чех	t͡ʃêx
чехати	t͡ʃěxati
чехно	t͡ʃêxno
чехословачка	t͡ʃexoslǒʋaːt͡ʃkaː
чехословачки	t͡ʃexoslǒʋaːt͡ʃkiː
чехуља	t͡ʃěxuʎa
чешати	t͡ʃěʃati
чешаљ	t͡ʃêʃaʎ
чешањ	t͡ʃêʃaɲ
чешка	t͡ʃêʃkaː
чешки	t͡ʃêʃkiː
чешљугар	t͡ʃěʃʎuɡaːr
чешњак	t͡ʃěʃɲaːk
чешће	t͡ʃêʃt͡ɕe
чељад	t͡ʃeʎad
чељаде	t͡ʃeʎǎːde
чивит	t͡ʃǐʋit
чивија	t͡ʃǐʋija
чизма	t͡ʃîzma
чилаш	t͡ʃǐlaːʃ
чиле	t͡ʃîle
чилеанац	t͡ʃileǎːnat͡s
чилеански	t͡ʃilěaːnskiː
чим	t͡ʃîːm
чиме	t͡ʃǐːme
чин	t͡ʃîːn
чинилац	t͡ʃǐnilat͡s
чинити	t͡ʃǐniti
чиновник	t͡ʃinǒʋniːk
чиновница	t͡ʃinǒʋnit͡sa
чиновничин	t͡ʃinǒʋnit͡ʃin
чиновништво	t͡ʃinoʋnǐːʃtʋo
чип	t͡ʃîp
чипка	t͡ʃîpka
чирак	tʃǐraːk
число	t͡ʃǐːslo
чист	t͡ʃîst
чистач	t͡ʃǐstaːt͡ʃ
чистилац	t͡ʃǐstilat͡s
чистити	t͡ʃîstiti
чистка	t͡ʃîstka
чисто	t͡ʃîsto
чистост	t͡ʃîstoːst
чистота	t͡ʃistǒta
чистоћа	t͡ʃistǒt͡ɕa
читав	t͡ʃîtaʋ
читак	t͡ʃîtak
читаоница	t͡ʃitaǒːnit͡sa
читати	t͡ʃǐtati
читање	t͡ʃǐtaːɲe
читко	t͡ʃîtko
читљив	t͡ʃǐtʎiʋ
чифут	t͡ʃǐfut
чифутин	t͡ʃǐfutin
чихати	t͡ʃǐxati
чичак	t͡ʃǐːt͡ʃak
чијати	t͡ʃǐjati
чији	t͡ʃǐjiː
чињеница	t͡ʃîɲenit͡sa
чињеничан	t͡ʃîɲenit͡ʃan
члан	t͡ʃlâːn
чланак	t͡ʃlǎːnak
чланица	t͡ʃlǎnit͡sa
чланство	t͡ʃlǎnstʋo
чмар	t͡ʃmâːr
чмарни	t͡ʃmâːrniː
чобан	t͡ʃǒban
човек	t͡ʃôʋek
човекољубац	t͡ʃoʋekoʎǔːbat͡s
човекољубив	t͡ʃoʋekoʎǔbiʋ
човечан	t͡ʃôʋet͡ʃan
човечанство	t͡ʃoʋet͡ʃǎnstʋo
човечност	t͡ʃôʋet͡ʃnoːst
човечуљак	t͡ʃoʋet͡ʃǔːʎak
човечји	t͡ʃôʋet͡ʃjiː
човјек	t͡ʃôʋjek
човјекољубац	t͡ʃoʋjekoʎǔːbat͡s
човјекољубив	t͡ʃoʋjekoʎǔbiʋ
човјечан	t͡ʃôʋjet͡ʃan
човјечанство	t͡ʃoʋjet͡ʃǎnstʋo
човјечност	t͡ʃôʋjet͡ʃnoːst
човјечуљак	t͡ʃoʋjet͡ʃǔːʎak
човјечји	t͡ʃôʋjet͡ʃjiː
чоколада	t͡ʃokolǎːda
чоколадни	t͡ʃôkolaːdniː
чокот	t͡ʃôkot
чопор	t͡ʃôpor
чорба	t͡ʃǒːrba
чоха	t͡ʃǒxa
чојство	t͡ʃǒːjstʋo
чреда	t͡ʃrěːda
чредо	t͡ʃrěːdo
чрез	t͡ʃrêz
чувар	t͡ʃǔʋaːr
чуваркућа	t͡ʃuʋǎrkut͡ɕa
чувати	t͡ʃǔːʋati
чувен	t͡ʃǔʋen
чувство	t͡ʃǔːʋstʋo
чудак	t͡ʃǔdaːk
чудан	t͡ʃûdan
чудесан	t͡ʃûdesan
чудесно	t͡ʃûdesno
чудесност	t͡ʃûdesnoːst
чудити	t͡ʃûditi
чудно	t͡ʃûdno
чудноват	t͡ʃûdnoʋaːt
чудновато	t͡ʃûdnoʋaːto
чудо	t͡ʃûdo
чудовишан	t͡ʃûdoʋiːʃan
чудовишно	t͡ʃûdoʋiːʃno
чудовиште	t͡ʃûdoʋiːʃte
чудотворан	t͡ʃûdotʋoːran
чудотворац	t͡ʃudotʋǒːrat͡s
чудотворка	t͡ʃûdotʋoːrka
чудотворно	t͡ʃûdotʋoːrno
чука	t͡ʃûka
чуло	t͡ʃǔːlo
чупав	t͡ʃûpaʋ
чупавост	t͡ʃûpaʋoːst
чупати	t͡ʃǔpati
чуперак	t͡ʃupěːrak
чути	t͡ʃûti
чутура	t͡ʃǔtura
чучавац	t͡ʃǔːt͡ʃaʋat͡s
чучати	t͡ʃǔːt͡ʃati
чучањ	t͡ʃûːt͡ʃaɲ
чучнути	t͡ʃût͡ʃnuti
чуђење	t͡ʃûd͡ʑeːɲe
чујан	t͡ʃûːjan
чујно	t͡ʃûːjno
ша	ʃâ
шабан	ʃǎbaːn
шаблона	ʃablǒːna
шаблонски	ʃǎbloːnski
шав	ʃâʋ
шака	ʃâka
шакал	ʃâkal
шал	ʃâl
шала	ʃǎːla
шалабахтер	ʃalabǎxter
шалваре	ʃǎlʋare
шалити	ʃâliti
шалица	ʃâlit͡sa
шалмај	ʃǎlmaːj
шалсфинга	ʃǎlsfinɡa
шалтер	ʃǎlter
шалтунг	ʃǎltunɡ
шалунг	ʃǎlunɡ
шаман	ʃǎmaːn
шаманизам	ʃamanǐzam
шамар	ʃǎmar
шамарати	ʃamǎrati
шамарчина	ʃamǎrt͡ʃina
шамија	ʃǎːmija
шампањац	ʃampǎːɲat͡s
шампањски	ʃǎmpaɲskiː
шампион	ʃampǐoːn
шампионски	ʃampǐoːnski
шампионски	ʃampǐoːnskiː
шампон	ʃǎmpoːn
шанац	ʃânat͡s
шанк	ʃânk
шапа	ʃǎːpa
шапат	ʃâpaːt
шапнути	ʃǎpnuti
шаптати	ʃǎptati
шаптач	ʃǎptaːt͡ʃ
шапутати	ʃapǔtati
шар	ʃâːr
шара	ʃǎːra
шарати	ʃǎːrati
шараф	ʃǎraːf
шаргарепа	ʃarɡarěːpa
шарен	ʃǎren
шареница	ʃarěnit͡sa
шарлатан	ʃarlǎtaːn
шарлатанство	ʃarlatǎːnstʋo
шарлах	ʃǎrlax
шарм	ʃârm
шармантан	ʃarmǎntan
шармер	ʃǎrmeːr
шармирати	ʃarmǐːrati
шарнир	ʃǎrniːr
шаролик	ʃarǒlik
шатирати	ʃatǐːrati
шатор	ʃâtor
шатровачки	ʃâtroʋat͡ʃkiː
шаум	ʃǎum
шаумгума	ʃǎumɡuma
шаумрола	ʃǎumrola
шаумшнита	ʃǎumʃnita
шаф	ʃâf
шафран	ʃǎfran
шах	ʃâx
шахин	ʃǎːxin
шахист	ʃǎxist
шаховски	ʃǎxoʋskiː
шачица	ʃât͡ʃit͡sa
шаш	ʃâːʃ
шашав	ʃâʃaʋ
шашаво	ʃâʃaʋo
шајба	ʃâːjba
шаљив	ʃǎʎiʋ
шаљивац	ʃǎʎiʋat͡s
шаљивица	ʃǎʎiʋit͡sa
шаљиво	ʃǎʎiʋo
шаљивост	ʃǎʎiʋoːst
шаљивчина	ʃaʎǐʋt͡ʃina
шаљивџија	ʃaʎǐʋd͡ʒija
швапски	ʃʋâpski
швапски	ʃʋâpskiː
шваља	ʃʋâʎa
швед	ʃʋêd
шведска	ʃʋêdskaː
шведски	ʃʋêdskiː
шверц	ʃʋêrt͡s
швеђанин	ʃʋěːd͡ʑanin
швеља	ʃʋêʎa
швицарски	ʃʋît͡sarskiː
шврака	ʃʋrâka
швракопис	ʃʋrâkopiːs
шева	ʃěːʋa
шевал	ʃěʋaːl
шегрт	ʃěɡrt
шездесет	ʃezděseːt
шекспиријански	ʃekspirǐjaːnskiː
шекспиролог	ʃekspirǒloɡ
шекспирски	ʃěkspiːrskiː
шел	ʃêl
шелак	ʃêlak
шелесхамер	ʃělesxamer
шелит	ʃěliːt
шелман	ʃêlman
шелф	ʃêlf
шема	ʃěːma
шематизам	ʃematǐzam
шематски	ʃěmatski
шематски	ʃěmatskiː
шенгајст	ʃêːnɡajst
шенити	ʃěːniti
шенкати	ʃênkati
шепав	ʃêpaʋ
шепавац	ʃêpaʋat͡s
шепати	ʃêpati
шербе	ʃěrbe
шербет	ʃěrbet
шерпа	ʃěːrpa
шест	ʃêːst
шестар	ʃěstaːr
шестерац	ʃestěːrat͡s
шестина	ʃěstina
шестица	ʃěstit͡sa
шестињанин	ʃestǐɲanin
шестопер	ʃestǒper
шесторица	ʃestǒrit͡sa
шесторо	ʃêstoro
шестосједалница	ʃestosjědaːlnit͡sa
шестојануарски	ʃestojǎnuaːrskiː
шетати	ʃěːtati
шетач	ʃětaːt͡ʃ
шетачки	ʃětaːt͡ʃki
шетачки	ʃětaːt͡ʃkiː
шетња	ʃěːtɲa
шеф	ʃêf
шефља	ʃêfʎa
шехер	ʃêxer
шехерезада	ʃexerezǎːda
шешир	ʃěʃiːr
шеширина	ʃeʃǐrina
шеширић	ʃeʃǐrit͡ɕ
шеширчина	ʃeʃǐrt͡ʃina
шеширџија	ʃeʃǐrd͡ʒija
шешула	ʃêʃula
шејтан	ʃěːjtaːn
шећер	ʃět͡ɕer
шећерана	ʃet͡ɕerǎna
шећерни	ʃět͡ɕeːrniː
шиб	ʃîːb
шиба	ʃîba
шибати	ʃǐːbati
шибедах	ʃǐːbedax
шибер	ʃǐːber
шибица	ʃîbit͡sa
шивати	ʃǐːʋati
шизма	ʃîzma
шизофренија	ʃizofrěnija
шикана	ʃikǎna
шикати	ʃîkati
шикати	ʃǐːkati
шилер	ʃǐler
шилт	ʃîlt
шилтерица	ʃîlterit͡sa
шилткапа	ʃîltkapa
шимпанза	ʃimpǎnza
шимшир	ʃǐmʃir
шина	ʃîna
шинделбратен	ʃǐndelbraːten
шиндра	ʃîːndra
шинкенвуршт	ʃǐnkenʋurʃt
шинобус	ʃînobus
шинтер	ʃîːnter
шипан	ʃǐpan
шипанац	ʃipǎːnat͡s
шипански	ʃǐpanskiː
шипарац	ʃipǎːrat͡s
шипарица	ʃipǎrit͡sa
шипка	ʃîpka
шипков	ʃǐːpkoʋ
шипражје	ʃǐpraːʒje
шиптар	ʃîptar
шиптар	ʃîptaːr
шиптарски	ʃîptarskiː
шира	ʃǐra
ширајзл	ʃirǎjzl
ширење	ʃǐːreːɲe
ширилац	ʃǐrilat͡s
ширина	ʃirǐna
ширити	ʃǐːriti
ширм	ʃîrm
широк	ʃǐrok
широко	ʃirǒko
широкогрудан	ʃirokǒɡrudan
широкогрудно	ʃirokǒɡrudno
широкогрудност	ʃirokǒɡrudnoːst
широм	ʃǐːrom
ширцењегер	ʃǐrt͡seɲeːɡer
ширцл	ʃǐrt͡sl
шити	ʃîti
шиф	ʃîf
шифкарта	ʃîfkaːrta
шифра	ʃîfra
шихта	ʃîxta
шихтеншрајбер	ʃǐxtenʃraːjber
шица	ʃît͡sa
шица	ʃǐt͡sa
шишати	ʃǐːʃati
шиштав	ʃîʃtaʋ
шиштати	ʃǐːʃtati
шија	ʃîja
шиљ	ʃîːʎ
шиљак	ʃǐːʎak
шиљаст	ʃîʎast
шиљат	ʃîʎat
шиљбок	ʃǐʎbok
шиљег	ʃǐʎeɡ
шиљило	ʃǐʎilo
шиљити	ʃǐːʎiti
шиљка	ʃîːʎka
шиљчић	ʃǐʎt͡ʃit͡ɕ
шињорина	ʃiɲǒriːna
шићија	ʃǐt͡ɕija
шкамп	ʃkâːmp
шкаре	ʃkâre
шкатула	ʃkǎtula
шкатуља	ʃkǎtuʎa
шкаф	ʃkâf
шкафетин	ʃkafětiːn
шквадра	ʃkʋâdra
шкембе	ʃkěmbe
шкиц	ʃkît͡s
шкиљити	ʃkǐːʎiti
шкода	ʃkôda
шкодан	ʃkôdan
шкодити	ʃkôditi
шкодљив	ʃkǒdʎiʋ
шкодљиво	ʃkǒdʎiʋo
школа	ʃkôːla
школарина	ʃkolǎrina
школовати	ʃkôloʋati
школовање	ʃkôloʋaːɲe
школски	ʃkǒlski
школски	ʃkǒlskiː
школство	ʃkǒlstʋo
шкопити	ʃkǒpiti
шкорпион	ʃkorpǐoːn
шкот	ʃkôt
шкоткиња	ʃkôtkiɲa
шкотска	ʃkôtskaː
шкотски	ʃkôtskiː
шкољка	ʃkôːʎka
шкољкаст	ʃkôʎkast
шкољкаш	ʃkǒʎkaːʃ
шкрга	ʃkr̂ɡa
шкргут	ʃkr̂ɡuːt
шкргутати	ʃkrɡǔtati
шкрипа	ʃkrîpa
шкрипац	ʃkrǐpat͡s
шкрипити	ʃkrǐpiti
шкрипнути	ʃkrǐːpnuti
шкриљац	ʃkrǐːʎat͡s
шкриња	ʃkrîɲa
шкробило	ʃkrǒbilo
шкробити	ʃkrǒbiti
шкрт	ʃkr̂t
шкртарити	ʃkrtǎːriti
шкрто	ʃkr̂to
шкртост	ʃkr̂toːst
шкуна	ʃkûna
шкурија	ʃkǔrija
шлабекати	ʃlaběːkati
шлаг	ʃlâːɡ
шлагворт	ʃlǎɡʋort
шлагер	ʃlǎːɡer
шлагфертиг	ʃlâːɡfertiɡ
шлампав	ʃlâmpaʋ
шлапа	ʃlâpa
шлаух	ʃlâux
шлафхемд	ʃlâːfxemd
шлафцимер	ʃlâːft͡simer
шлајдрати	ʃlâːjdrati
шлајер	ʃlâjer
шлајм	ʃlâjm
шлајпек	ʃlǎjpek
шлајфа	ʃlâːjfa
шлајфати	ʃlâjfati
шлезија	ʃlêːzija
шлем	ʃlêm
шлеп	ʃlêp
шлепати	ʃlêpati
шлепер	ʃlêper
шлептрегерица	ʃleptrěːɡerit͡sa
шлеска	ʃlêskaː
шлески	ʃlêskiː
шлинга	ʃlîːnɡa
шлиф	ʃlîf
шлифер	ʃlǐfer
шлиц	ʃlît͡s
шличуха	ʃlǐt͡ʃuxa
шлогати	ʃlǒːɡati
шлосер	ʃlôser
шлук	ʃlûk
шлус	ʃlûs
шмарн	ʃmârn
шмајсер	ʃmǎjser
