ͷ	t͡sʼ
ἀρχαῖα	arkʰâi̯a
ἀρχαῖα	arkʰɛa
ἀρχαῖα	arxɛa
ἀρχαῖα	arçea
ἀρχαῖοσ	arkʰâi̯os
ἀρχαῖοσ	arkʰɛos
ἀρχαῖοσ	arxɛos
ἀρχαῖοσ	arçeos
ἀρχαιοτήτων	arkʰai̯otɛ̌ːtɔːn
ἀρχαιοτήτων	arkʰɛoteton
ἀρχαιοτήτων	arxɛotiton
ἀρχαιοτήτων	arçeotiton
ἀρχαιότησ	arkʰai̯ótɛːs
ἀρχαιότησ	arkʰɛotes
ἀρχαιότησ	arxɛotis
ἀρχαιότησ	arçeotis
ἀρχαϊσμόσ	arkʰaizmos
ἀρχαϊσμόσ	arkʰaizmós
ἀρχαϊσμόσ	arxaizmos
ἀρχεῖον	arkʰion
ἀρχεῖον	arkʰêːon
ἀρχεῖον	arxion
ἀρχεῖον	arçion
ἀρχῆι	arkʰe
ἀρχῆι	arkʰɛ̂ːi̯
ἀρχῆι	arxi
ἀρχῆι	arçi
ἀρχηγέτησ	arkʰeɡɛtes
ἀρχηγέτησ	arkʰɛːɡétɛːs
ἀρχηγέτησ	arxiɣetis
ἀρχηγέτησ	arçiʝetis
ἀρχιγραμματεύσ	arkʰiɡrammateʍs
ἀρχιγραμματεύσ	arkʰiɡrammatěu̯s
ἀρχιγραμματεύσ	arxiɣrammateɸs
ἀρχιγραμματεύσ	arçiɣramatefs
ἀρχιγραμματεύσ	arçiɣrammatefs
ἀρχιερεύσ	arkʰierěu̯s
ἀρχιερεύσ	arkʰiɛreʍs
ἀρχιερεύσ	arxiereɸs
ἀρχιερεύσ	arçierefs
ἀρχιμήδησ	arkʰimedes
ἀρχιμήδησ	arkʰimɛ̌ːdɛːs
ἀρχιμήδησ	arximiðis
ἀρχιμήδησ	arçimiðis
ἀρχιμανδρίτησ	arximandritis
ἀρχιμανδρίτησ	arçimandritis
ἀρχισυνάγωγοσ	arkʰisynaɡoɡos
ἀρχισυνάγωγοσ	arkʰisynáɡɔːɡos
ἀρχισυνάγωγοσ	arxisynaɣoɣos
ἀρχισυνάγωγοσ	arçisinaɣoɣos
ἀρχισυνάγωγοσ	arçisynaɣoɣos
ἀρχιτέκτων	arkʰitéktɔːn
ἀρχιτέκτων	arkʰitɛkton
ἀρχιτέκτων	arxitekton
ἀρχιτέκτων	arçitekton
ἀρχόν	arkʰon
ἀρχόν	arkʰón
ἀρχόν	arxon
ἀρχόσ	arkʰos
ἀρχόσ	arkʰós
ἀρχόσ	arxos
ἀρωγή	aroɡe
ἀρωγή	aroɣi
ἀρωγή	aroʝi
ἀρωγή	arɔːɡɛ̌ː
ἀρόω	aroo
ἀρόω	aróɔː
ἀρύβαλλοσ	arivalos
ἀρύβαλλοσ	aryballos
ἀρύβαλλοσ	aryvallos
ἀρύβαλλοσ	aryβallos
ἀρύβαλλοσ	arýballos
ἀρύταινα	aritena
ἀρύταινα	arytena
ἀρύταινα	arytɛna
ἀρύταινα	arýtai̯na
ἀρύτω	arito
ἀρύτω	aryto
ἀρύτω	arýtɔː
ἀρύω	ario
ἀρύω	aryo
ἀρύω	arýɔː
ἀρώματα	aromata
ἀρώματα	arɔ̌ːmata
ἀσάμινθοσ	asamintʰos
ἀσάμινθοσ	asaminθos
ἀσάμινθοσ	asámintʰos
ἀσάω	asao
ἀσάω	asáɔː
ἀσέα	asea
ἀσέα	aséaː
ἀσέα	asɛa
ἀσέβεια	asevia
ἀσέβεια	aseβia
ἀσέβεια	asébeːa
ἀσέβεια	asɛbia
ἀσήμινοσ	aseminos
ἀσήμινοσ	asiminos
ἀσήμινοσ	asɛ̌ːminos
ἀσήρ	aser
ἀσήρ	asir
ἀσία	asia
ἀσία	asíaː
ἀσία	aːsíaː
ἀσίασ	asias
ἀσίασ	asíaːs
ἀσίνη	asine
ἀσίνη	asini
ἀσίνη	asǐːnɛː
ἀσαῖοι	asei
ἀσαῖοι	asey
ἀσαῖοι	asɛy
ἀσεάτησ	aseatis
ἀσεάτησ	aseǎːtɛːs
ἀσεάτησ	asɛates
ἀσεβήσ	asebɛ̌ːs
ἀσεβήσ	asevis
ἀσεβήσ	aseβis
ἀσεβήσ	asɛbes
ἀσεβείασ	aseběːaːs
ἀσεβείασ	asevias
ἀσεβείασ	aseβias
ἀσεβείασ	asɛbias
ἀσεβειῶν	asebeːɔ̂ːn
ἀσεβειῶν	asevion
ἀσεβειῶν	aseβion
ἀσεβειῶν	asɛbion
ἀσεννέθ	aseneθ
ἀσεννέθ	asenneθ
ἀσεννέθ	asɛnnɛtʰ
ἀσεννέθ	aːsennétʰ
ἀσθένεια	astʰéneːa
ἀσθένεια	astʰɛnia
ἀσθένεια	asθenia
ἀσθένειαν	astʰéneːan
ἀσθένειαν	astʰɛnian
ἀσθένειαν	asθenian
ἀσθενέσι	astʰenési
ἀσθενέσι	astʰɛnɛsi
ἀσθενέσι	asθenesi
ἀσθενέω	astʰenéɔː
ἀσθενέω	astʰɛnɛo
ἀσθενέω	asθeneo
ἀσθενήσ	astʰenɛ̌ːs
ἀσθενήσ	astʰɛnes
ἀσθενήσ	asθenis
ἀσθενῆ	astʰenɛ̂ː
ἀσθενῆ	astʰɛne
ἀσθενῆ	asθeni
ἀσιανοῖσ	asianis
ἀσιανοῖσ	asianys
ἀσιανοῖσ	asiaːnôi̯s
ἀσιανόσ	asianos
ἀσιανόσ	asiaːnós
ἀσκάλαβοσ	askalabos
ἀσκάλαβοσ	askalavos
ἀσκάλαβοσ	askalaβos
ἀσκάλαβοσ	askálabos
ἀσκάλαφοσ	askalafos
ἀσκάλαφοσ	askalapʰos
ἀσκάλαφοσ	askalaɸos
ἀσκάλαφοσ	askálapʰos
ἀσκάληρον	askaleron
ἀσκάληρον	askaliron
ἀσκάληρον	askálɛːron
ἀσκάλων	askalon
ἀσκάνιοσ	askanios
ἀσκάνιοσ	askánios
ἀσκάντησ	askandis
ἀσκάντησ	askantes
ἀσκάντησ	askantis
ἀσκάντησ	askántɛːs
ἀσκέρα	ascera
ἀσκέρα	askera
ἀσκέρα	askéra
ἀσκέρα	askɛra
ἀσκέω	asceo
ἀσκέω	askeo
ἀσκέω	askéɔː
ἀσκέω	askɛo
ἀσκίδιον	asciðion
ἀσκίδιον	askidion
ἀσκίδιον	askiðion
ἀσκίδιον	askídion
ἀσκίτησ	ascitis
ἀσκίτησ	askites
ἀσκίτησ	askitis
ἀσκίτησ	askǐːtɛːs
ἀσκαλωνίτησ	askalonites
ἀσκαλωνίτησ	askalonitis
ἀσκαλώπασ	askalopas
ἀσκαλώπασ	askalɔ̌ːpaːs
ἀσκαρίσ	askaris
ἀσκαρίσ	askarís
ἀσκηθήσ	asciθis
ἀσκηθήσ	asketʰes
ἀσκηθήσ	askiθis
ἀσκηθήσ	askɛːtʰɛ̌ːs
ἀσκληπίδησ	asklepides
ἀσκληπίδησ	asklipiðis
ἀσκληπίδησ	asklɛːpídɛːs
ἀσκληπιάδησ	asklepiades
ἀσκληπιάδησ	asklipiaðis
ἀσκληπιάδησ	asklɛːpiádɛːs
ἀσκληπιάσ	asklepias
ἀσκληπιάσ	asklipias
ἀσκληπιάσ	asklɛːpiás
ἀσκληπιῶι	asklepio
ἀσκληπιῶι	asklipio
ἀσκληπιῶι	asklɛːpiɔ̂ːi̯
ἀσκληπιόδωροσ	asklepiodoros
ἀσκληπιόδωροσ	asklipioðoros
ἀσκληπιόδωροσ	asklɛːpiódɔːros
ἀσκληπιόσ	asklepios
ἀσκληπιόσ	asklipios
ἀσκληπιόσ	asklɛːpiós
ἀσκοθύλακοσ	askotʰylakos
ἀσκοθύλακοσ	askotʰy̌ːlakos
ἀσκοθύλακοσ	askoθilakos
ἀσκοθύλακοσ	askoθylakos
ἀσκοπήρα	askopera
ἀσκοπήρα	askopira
ἀσκοπήρα	askopɛ̌ːra
ἀσκοπυτίνη	askopitini
ἀσκοπυτίνη	askopytine
ἀσκοπυτίνη	askopytini
ἀσκοπυτίνη	askopyːtǐːnɛː
ἀσκόν	askon
ἀσκόν	askón
ἀσκόσ	askos
ἀσκόσ	askós
ἀσπάζομαι	aspazome
ἀσπάζομαι	aspazomɛ
ἀσπάζομαι	aspázdomai̯
ἀσπάλαθοσ	aspalatʰos
ἀσπάλαθοσ	aspalaθos
ἀσπάλαθοσ	aspálatʰos
ἀσπίδ'	aspid
ἀσπίδ'	aspið
ἀσπίδ'	aspíd
ἀσπίδα	aspida
ἀσπίδα	aspiða
ἀσπίδα	aspída
ἀσπίδασ	aspidas
ἀσπίδασ	aspiðas
ἀσπίδασ	aspídas
ἀσπίδεσ	aspidɛs
ἀσπίδεσ	aspiðes
ἀσπίδεσ	aspídes
ἀσπίδιον	aspidion
ἀσπίδιον	aspiðion
ἀσπίδιον	aspídion
ἀσπίσ	aspis
ἀσπίσ	aspís
ἀσπαίρω	aspero
ἀσπαίρω	aspǎi̯rɔː
ἀσπαίρω	aspɛro
ἀσπαθίνησ	aspatʰines
ἀσπαθίνησ	aspatʰínɛːs
ἀσπαθίνησ	aspaθinis
ἀσπασία	aspasia
ἀσπασία	aspasíaː
ἀσπασίωσ	aspasios
ἀσπασίωσ	aspasíɔːs
ἀσπιστάων	aspistaon
ἀσπιστάων	aspistǎːɔːn
ἀσπιστήσ	aspistes
ἀσπιστήσ	aspistis
ἀσπιστήσ	aspistɛ̌ːs
ἀσπληδών	aspledon
ἀσπληδών	aspliðon
ἀσπληδών	asplɛːdɔ̌ːn
ἀσσάρακοσ	asarakos
ἀσσάρακοσ	assarakos
ἀσσάρακοσ	assárakos
ἀσσάριον	asarion
ἀσσάριον	assarion
ἀσσάριον	assǎːrion
ἀσσίναροσ	asinaros
ἀσσίναροσ	assinaros
ἀσσίναροσ	assínaros
ἀσσυρία	asiria
ἀσσυρία	assyria
ἀσσυρία	assyríaː
ἀστάνδησ	astandes
ἀστάνδησ	astandis
ἀστάνδησ	astándɛːs
ἀστάρτη	astarte
ἀστάρτη	astarti
ἀστάρτη	astártɛː
ἀστέριον	asterion
ἀστέριον	astérion
ἀστέριον	astɛrion
ἀστήρ	aster
ἀστήρ	astir
ἀστήρ	astɛ̌ːr
ἀστακόσ	astakos
ἀστακόσ	astakós
ἀστασίαστον	astasiaston
ἀστασίαστον	astasíaston
ἀστασίαστοσ	astasiastos
ἀστασίαστοσ	astasíastos
ἀστεῖοσ	astios
ἀστεῖοσ	astêːos
ἀστερίσκοσ	asteriskos
ἀστερίσκοσ	asterískos
ἀστερίσκοσ	astɛriskos
ἀστερόεισ	asterois
ἀστερόεισ	asteróeːs
ἀστερόεισ	astɛrois
ἀστερόεντα	asteroenda
ἀστερόεντα	asteroenta
ἀστερόεντα	asteróenta
ἀστερόεντα	astɛroɛnta
ἀστράβη	astrabe
ἀστράβη	astravi
ἀστράβη	astraβi
ἀστράβη	astrábɛː
ἀστράγαλοσ	astraɡalos
ἀστράγαλοσ	astraɣalos
ἀστράγαλοσ	astráɡalos
ἀστραγαλίσκοσ	astraɡaliskos
ἀστραγαλίσκοσ	astraɡalískos
ἀστραγαλίσκοσ	astraɣaliskos
ἀστραγαλῖνοσ	astraɡalinos
ἀστραγαλῖνοσ	astraɡalîːnos
ἀστραγαλῖνοσ	astraɣalinos
ἀστραγαλωτή	astraɡalote
ἀστραγαλωτή	astraɡalɔːtɛ̌ː
ἀστραγαλωτή	astraɣaloti
ἀστραπή	astrape
ἀστραπή	astrapi
ἀστραπή	astrapɛ̌ː
ἀστρολάβοσ	astrolabos
ἀστρολάβοσ	astrolavos
ἀστρολάβοσ	astrolaβos
ἀστρολάβοσ	astrolábos
ἀστρολογία	astroloɡia
ἀστρολογία	astroloɡíaː
ἀστρολογία	astroloɣia
ἀστρολογία	astroloʝia
ἀστρολόγοσ	astroloɡos
ἀστρολόγοσ	astroloɣos
ἀστρολόγοσ	astrolóɡos
ἀστρονομία	astronomia
ἀστρονομία	astronomíaː
ἀστυάγησ	astiaʝis
ἀστυάγησ	astyaɡes
ἀστυάγησ	astyaɣis
ἀστυάγησ	astyaʝis
ἀστυάγησ	astyáɡɛːs
ἀστυάναξ	astianaks
ἀστυάναξ	astyanaks
ἀστυάναξ	astyánaks
ἀστυγείτονεσ	astiʝitones
ἀστυγείτονεσ	astyɡitonɛs
ἀστυγείτονεσ	astyɡěːtones
ἀστυγείτονεσ	astyɣitones
ἀστυγείτονεσ	astyʝitones
ἀστυγείτων	astiʝiton
ἀστυγείτων	astyɡiton
ἀστυγείτων	astyɡěːtɔːn
ἀστυγείτων	astyɣiton
ἀστυγείτων	astyʝiton
ἀστυπάλαια	astipalea
ἀστυπάλαια	astypalea
ἀστυπάλαια	astypalɛa
ἀστυπάλαια	astypálai̯a
ἀστυόχου	astioxu
ἀστυόχου	astyokʰu
ἀστυόχου	astyoxu
ἀστυόχου	astyókʰoː
ἀστυόχωι	astioxo
ἀστυόχωι	astyokʰo
ἀστυόχωι	astyoxo
ἀστυόχωι	astyókʰɔːi̯
ἀστόσ	astos
ἀστόσ	astós
ἀστύοχον	astioxon
ἀστύοχον	astyokʰon
ἀστύοχον	astyoxon
ἀστύοχον	astýokʰon
ἀστύοχοσ	astioxos
ἀστύοχοσ	astyokʰos
ἀστύοχοσ	astyoxos
ἀστύοχοσ	astýokʰos
ἀσφάλεια	asfalia
ἀσφάλεια	aspʰalia
ἀσφάλεια	aspʰáleːa
ἀσφάλεια	asɸalia
ἀσφάλτιον	asfaltion
ἀσφάλτιον	aspʰaltion
ἀσφάλτιον	aspʰáltion
ἀσφάλτιον	asɸaltion
ἀσφάραγοσ	asfaraɣos
ἀσφάραγοσ	aspʰaraɡos
ἀσφάραγοσ	aspʰáraɡos
ἀσφάραγοσ	asɸaraɣos
ἀσφαλέωσ	asfaleos
ἀσφαλέωσ	aspʰaléɔːs
ἀσφαλέωσ	aspʰalɛos
ἀσφαλέωσ	asɸaleos
ἀσφαλήσ	asfalis
ἀσφαλήσ	aspʰales
ἀσφαλήσ	aspʰalɛ̌ːs
ἀσφαλήσ	asɸalis
ἀσφαλείασ	asfalias
ἀσφαλείασ	aspʰalias
ἀσφαλείασ	aspʰalěːaːs
ἀσφαλείασ	asɸalias
ἀσφαλεῖσ	asfalis
ἀσφαλεῖσ	aspʰalis
ἀσφαλεῖσ	aspʰalêːs
ἀσφαλεῖσ	asɸalis
ἀσφαλῶσ	asfalos
ἀσφαλῶσ	aspʰalos
ἀσφαλῶσ	aspʰalɔ̂ːs
ἀσφαλῶσ	asɸalos
ἀσφοδέλινοσ	asfoðelinos
ἀσφοδέλινοσ	aspʰodélinos
ἀσφοδέλινοσ	aspʰodɛlinos
ἀσφοδέλινοσ	asɸoðelinos
ἀσφοδελόσ	asfoðelos
ἀσφοδελόσ	aspʰodelós
ἀσφοδελόσ	aspʰodɛlos
ἀσφοδελόσ	asɸoðelos
ἀσφυξία	asfiksia
ἀσφυξία	asfyksia
ἀσφυξία	aspʰyksia
ἀσφυξία	aspʰyksíaː
ἀσφυξία	asɸyksia
ἀσφόδελοσ	asfoðelos
ἀσφόδελοσ	aspʰodɛlos
ἀσφόδελοσ	aspʰódelos
ἀσφόδελοσ	asɸoðelos
ἀσχίον	askʰion
ἀσχίον	askʰíon
ἀσχίον	asxion
ἀσχίον	asçion
ἀσχαλάω	askʰalao
ἀσχαλάω	askʰaláɔː
ἀσχαλάω	asxalao
ἀσωπόσ	asopos
ἀσωπόσ	aːsɔːpós
ἀσωτία	asotia
ἀσωτία	asɔːtíaː
ἀσύνδετον	asindeton
ἀσύνδετον	asyndeton
ἀσύνδετον	asyndɛton
ἀσύνδετον	asýndeton
ἀσύνδετοσ	asindetos
ἀσύνδετοσ	asyndetos
ἀσύνδετοσ	asyndɛtos
ἀσύνδετοσ	asýndetos
ἀσύνετοσ	asinetos
ἀσύνετοσ	asynetos
ἀσύνετοσ	asynɛtos
ἀσύνετοσ	asýnetos
ἀσύφη	asifi
ἀσύφη	asyfi
ἀσύφη	asypʰe
ἀσύφη	asyɸi
ἀσύφη	asýpʰɛː
ἀσύφηλοσ	asifilos
ἀσύφηλοσ	asyfilos
ἀσύφηλοσ	asypʰelos
ἀσύφηλοσ	asyɸilos
ἀσύφηλοσ	asýpʰɛːlos
ἀσώδησ	asodes
ἀσώδησ	asoðis
ἀσώδησ	asɔ̌ːdɛːs
ἀσώπιοσ	asopios
ἀσώπιοσ	aːsɔ̌ːpios
ἀσώτη	asote
ἀσώτη	asoti
ἀσώτη	asɔ̌ːtɛː
ἀτάλαντον	atalandon
ἀτάλαντον	atalanton
ἀτάλαντον	atálanton
ἀτάλαντοσ	atalandos
ἀτάλαντοσ	atalantos
ἀτάλαντοσ	atálantos
ἀτάλλω	atallo
ἀτάλλω	atallɔː
ἀτάλλω	atalo
ἀτάρ	atar
ἀτάρ	atár
ἀτάσθαλα	atastʰala
ἀτάσθαλα	atasθala
ἀτάσθαλα	atástʰala
ἀτάσθαλον	atastʰalon
ἀτάσθαλον	atasθalon
ἀτάσθαλον	atástʰalon
ἀτάσθαλοσ	atastʰalos
ἀτάσθαλοσ	atasθalos
ἀτάσθαλοσ	atástʰalos
ἀτέμβω	atembo
ἀτέμβω	atémbɔː
ἀτέμβω	atɛmbo
ἀτέραμνοσ	ateramnos
ἀτέραμνοσ	atéramnos
ἀτέραμνοσ	atɛramnos
ἀτίλιοσ	atilios
ἀτίλιοσ	atǐːlios
ἀταλάντη	atalandi
ἀταλάντη	atalante
ἀταλάντη	atalanti
ἀταλάντη	atalántɛː
ἀταλαίπωροσ	ataleporos
ἀταλαίπωροσ	atalǎi̯pɔːros
ἀταλαίπωροσ	atalɛporos
ἀταλόσ	atalos
ἀταλόσ	atalós
ἀταξία	ataksia
ἀταξία	ataksíaː
ἀταραξία	ataraksia
ἀταραξία	ataraksíaː
ἀταρνεύσ	atarnefs
ἀταρνεύσ	atarneɸs
ἀταρνεύσ	atarneʍs
ἀταρνεύσ	atarněu̯s
ἀτασθάλλω	atastʰallo
ἀτασθάλλω	atastʰállɔː
ἀτασθάλλω	atasθallo
ἀτασθάλλω	atasθalo
ἀτασθαλία	atastʰalia
ἀτασθαλία	atastʰalíaː
ἀτασθαλία	atasθalia
ἀτασθαλίαι	atastʰaliɛ
ἀτασθαλίαι	atastʰalíai̯
ἀτασθαλίαι	atasθalie
ἀτασθαλίαι	atasθaliɛ
ἀτασθαλίασ	atastʰalias
ἀτασθαλίασ	atastʰalíaːs
ἀτασθαλίασ	atasθalias
ἀτασθαλίη	atastʰalie
ἀτασθαλίη	atastʰalíɛː
ἀτασθαλίη	atasθalii
ἀτασθαλίηι	atastʰalie
ἀτασθαλίηι	atastʰalíɛːi̯
ἀτασθαλίηι	atasθalii
ἀτασθαλίηισι	atastʰaliesi
ἀτασθαλίηισι	atastʰalíɛːi̯si
ἀτασθαλίηισι	atasθaliisi
ἀτασθαλίηισιν	atastʰaliesin
ἀτασθαλίηισιν	atastʰalíɛːi̯sin
ἀτασθαλίηισιν	atasθaliisin
ἀτασθαλίην	atastʰalien
ἀτασθαλίην	atastʰalíɛːn
ἀτασθαλίην	atasθaliin
ἀτασθαλίησ	atastʰalies
ἀτασθαλίησ	atastʰalíɛːs
ἀτασθαλίησ	atasθaliis
ἀτείχιστοσ	atikʰistos
ἀτείχιστοσ	atixistos
ἀτείχιστοσ	atiçistos
ἀτείχιστοσ	atěːkʰistos
ἀτειρέα	ateːréa
ἀτειρέα	atirea
ἀτειρέα	atirɛa
ἀτειρήσ	ateːrɛ̌ːs
ἀτειρήσ	atires
ἀτειρήσ	atiris
ἀτειχίστοισ	ateːkʰístoi̯s
ἀτειχίστοισ	atikʰistys
ἀτειχίστοισ	atixistys
ἀτειχίστοισ	atiçistis
ἀτειχίστοισ	atiçistys
ἀτειχίστων	ateːkʰístɔːn
ἀτειχίστων	atikʰiston
ἀτειχίστων	atixiston
ἀτειχίστων	atiçiston
ἀτελήσ	atelis
ἀτελήσ	atelɛ̌ːs
ἀτελήσ	atɛles
ἀτελείωτοσ	ateliotos
ἀτελείωτοσ	atelěːɔːtos
ἀτελείωτοσ	atɛliotos
ἀτενίζω	atenizo
ἀτενίζω	atenízdɔː
ἀτενίζω	atɛnizo
ἀτερπέστερον	aterpesteron
ἀτερπέστερον	aterpésteron
ἀτερπέστερον	atɛrpɛstɛron
ἀτερπέστεροσ	aterpesteros
ἀτερπέστεροσ	aterpésteros
ἀτερπέστεροσ	atɛrpɛstɛros
ἀτερπήσ	aterpis
ἀτερπήσ	aterpɛ̌ːs
ἀτερπήσ	atɛrpes
ἀτθίσ	attʰis
ἀτθίσ	atθis
ἀτθίσ	atʰtʰís
ἀτιζύησ	atizdýɛːs
ἀτιζύησ	atiziis
ἀτιζύησ	atizyes
ἀτιζύησ	atizyis
ἀτιμάζουσι	atimazusi
ἀτιμάζουσι	atiːmázdoːsi
ἀτιμάζω	atimazo
ἀτιμάζω	atiːmázdɔː
ἀτιμία	atimia
ἀτιμία	atiːmíaː
ἀτιμίαι	atimie
ἀτιμίαι	atimiɛ
ἀτιμίαι	atiːmíai̯
ἀτισών	atison
ἀτιτάλλω	atitallo
ἀτιτάλλω	atitallɔː
ἀτιτάλλω	atitalo
ἀτλαντίσ	atlandis
ἀτλαντίσ	atlantis
ἀτλαντίσ	atlantís
ἀτλαντικόν	atlandikon
ἀτλαντικόν	atlantikon
ἀτλαντικόν	atlantikón
ἀτμήν	atmen
ἀτμήν	atmin
ἀτμήν	atmɛ̌ːn
ἀτμόσ	atmos
ἀτμόσ	aːtmós
ἀτολμοτέρα	atolmotera
ἀτολμοτέρα	atolmotéraː
ἀτολμοτέρα	atolmotɛra
ἀτολμότερα	atolmotera
ἀτολμότερα	atolmotɛra
ἀτολμότερα	atolmótera
ἀτολμότεροσ	atolmoteros
ἀτολμότεροσ	atolmotɛros
ἀτολμότεροσ	atolmóteros
ἀτράφαξυσ	atrafaksis
ἀτράφαξυσ	atrafaksys
ἀτράφαξυσ	atrapʰaksys
ἀτράφαξυσ	atraɸaksys
ἀτράφαξυσ	atrápʰaksys
ἀτρέα	atrea
ἀτρέα	atréaː
ἀτρέα	atrɛa
ἀτρέμασ	atremas
ἀτρέμασ	atrémas
ἀτρέμασ	atrɛmas
ἀτρέοσ	atreos
ἀτρέοσ	atréos
ἀτρέοσ	atrɛos
ἀτρέωσ	atreos
ἀτρέωσ	atréɔːs
ἀτρέωσ	atrɛos
ἀτρακτυλίσ	atraktilis
ἀτρακτυλίσ	atraktylis
ἀτρακτυλίσ	atraktylís
ἀτραμύττιον	atramition
ἀτραμύττιον	atramyttion
ἀτραμύττιον	atramýttion
ἀτρείδησ	atrides
ἀτρείδησ	atriðis
ἀτρείδησ	atrěːdɛːs
ἀτρεΐδαο	atreiðao
ἀτρεΐδαο	atreídaːo
ἀτρεΐδαο	atrɛidao
ἀτρεΐδεω	atreiðeo
ἀτρεΐδεω	atreídeɔː
ἀτρεΐδεω	atrɛidɛo
ἀτρεΐδη	atreiði
ἀτρεΐδη	atreídɛː
ἀτρεΐδη	atrɛide
ἀτρεΐδηι	atreiði
ἀτρεΐδηι	atreídɛːi̯
ἀτρεΐδηι	atrɛide
ἀτρεΐδην	atreiðin
ἀτρεΐδην	atreídɛːn
ἀτρεΐδην	atrɛiden
ἀτρεΐδησ	atreiðis
ἀτρεΐδησ	atreídɛːs
ἀτρεΐδησ	atrɛides
ἀτρεΐων	atreion
ἀτρεΐων	atreíɔːn
ἀτρεΐων	atrɛion
ἀτρεῖ	atri
ἀτρεῖ	atrêː
ἀτρεκέωσ	atreceos
ἀτρεκέωσ	atrekeos
ἀτρεκέωσ	atrekéɔːs
ἀτρεκέωσ	atrɛkɛos
ἀτρεκήσ	atrecis
ἀτρεκήσ	atrekis
ἀτρεκήσ	atrekɛ̌ːs
ἀτρεκήσ	atrɛkes
ἀτρεύσ	atrefs
ἀτρεύσ	atreɸs
ἀτρεύσ	atreʍs
ἀτρεύσ	atrěu̯s
ἀτροπατηνή	atropatene
ἀτροπατηνή	atropatini
ἀτροπατηνή	atropatɛːnɛ̌ː
ἀτρυγέτοιο	atriʝetio
ἀτρυγέτοιο	atryɡétoi̯o
ἀτρυγέτοιο	atryɡɛtyo
ἀτρυγέτοιο	atryɣetyo
ἀτρυγέτοιο	atryʝetyo
ἀτρυτώνη	atritoni
ἀτρυτώνη	atrytone
ἀτρυτώνη	atrytoni
ἀτρυτώνη	atryːtɔ̌ːnɛː
ἀτρύγετον	atriʝeton
ἀτρύγετον	atryɡɛton
ἀτρύγετον	atryɣeton
ἀτρύγετον	atryʝeton
ἀτρύγετον	atrýɡeton
ἀτρύγετοσ	atriʝetos
ἀτρύγετοσ	atryɡɛtos
ἀτρύγετοσ	atryɣetos
ἀτρύγετοσ	atryʝetos
ἀτρύγετοσ	atrýɡetos
ἀττάλεια	atalia
ἀττάλεια	attalia
ἀττέλαβοσ	atelavos
ἀττέλαβοσ	attelavos
ἀττέλαβοσ	attelaβos
ἀττέλαβοσ	attélabos
ἀττέλαβοσ	attɛlabos
ἀτταγήν	ataʝin
ἀτταγήν	attaɡen
ἀτταγήν	attaɡɛ̌ːn
ἀτταγήν	attaɣin
ἀτταγήν	attaʝin
ἀτταγᾶσ	ataɣas
ἀτταγᾶσ	attaɡas
ἀτταγᾶσ	attaɡâːs
ἀτταγᾶσ	attaɣas
ἀττική	atici
ἀττική	attici
ἀττική	attike
ἀττική	attiki
ἀττική	attikɛ̌ː
ἀττικήν	aticin
ἀττικήν	atticin
ἀττικήν	attiken
ἀττικήν	attikin
ἀττικήν	attikɛ̌ːn
ἀττικίζον	aticizon
ἀττικίζον	atticizon
ἀττικίζον	attikizon
ἀττικίζον	attikízdon
ἀττικίζουσα	aticizusa
ἀττικίζουσα	atticizusa
ἀττικίζουσα	attikizusa
ἀττικίζουσα	attikízdoːsa
ἀττικίζων	aticizon
ἀττικίζων	atticizon
ἀττικίζων	attikizon
ἀττικίζων	attikízdɔːn
ἀττικῆι	atici
ἀττικῆι	attici
ἀττικῆι	attike
ἀττικῆι	attiki
ἀττικῆι	attikɛ̂ːi̯
ἀττικῆσ	aticis
ἀττικῆσ	atticis
ἀττικῆσ	attikes
ἀττικῆσ	attikis
ἀττικῆσ	attikɛ̂ːs
ἀττικόσ	atikos
ἀττικόσ	attikos
ἀττικόσ	attikós
ἀτυράννευτοσ	atiraneftos
ἀτυράννευτοσ	atyranneftos
ἀτυράννευτοσ	atyranneɸtos
ἀτυράννευτοσ	atyranneʍtos
ἀτυράννευτοσ	atyránneu̯tos
ἀτυχήσ	atiçis
ἀτυχήσ	atykʰes
ἀτυχήσ	atykʰɛ̌ːs
ἀτυχήσ	atyxis
ἀτυχήσ	atyçis
ἀτύζομαι	atizome
ἀτύζομαι	atyzome
ἀτύζομαι	atyzomɛ
ἀτύζομαι	atýzdomai̯
ἀΰσασ	aisas
ἀΰσασ	awy̌ːsaːs
ἀΰσασ	aysas
ἀφ'	af
ἀφ'	apʰ
ἀφ'	aɸ
ἀφάκη	afaci
ἀφάκη	apʰake
ἀφάκη	apʰákɛː
ἀφάκη	aɸaki
ἀφάρκτουσ	afarktus
ἀφάρκτουσ	apʰarktus
ἀφάρκτουσ	apʰárktoːs
ἀφάρκτουσ	aɸarktus
ἀφία	afia
ἀφία	apʰia
ἀφία	apʰíaː
ἀφία	aɸia
ἀφίδναι	afiðne
ἀφίδναι	apʰidnɛ
ἀφίδναι	apʰídnai̯
ἀφίδναι	aɸiðnɛ
ἀφίει	afii
ἀφίει	apʰii
ἀφίει	apʰǐːeː
ἀφίει	aɸii
ἀφίημι	afiimi
ἀφίημι	apʰiemi
ἀφίημι	apʰǐːɛːmi
ἀφίημι	aɸiimi
ἀφίκετο	aficeto
ἀφίκετο	apʰikɛto
