'ch	χ
o'r gloch	ɔrɡloːχ
obeutu	ɔbei̯ti
oce	ɔkɛ
ocr	ɔkr
ocsigenu	ɔksɪɡeːni
ocsigenu	ɔksɪɡɛni
ocsiwn	ɔkʃʊn
ocsiynau	ɔkʃənai̯
ocsiynau	ɔkʃənɛ
ocê	ɔkeː
oddeutu	ɔðei̯ti
oddf	ɔðv
oddi	ɔði
odl	ɔdl
oed	oːd
oed	ɔi̯d
oedd	oːð
oedd	ɔi̯ð
oedi	ɔi̯di
oedolion	ɔi̯dɔljɔn
oedolyn	ɔi̯doːlɪn
oedolyn	ɔi̯dɔlɪn
oen	oːn
oen	ɔi̯n
oer	oːr
oer	ɔi̯r
oeri	ɔi̯ri
oes	oːs
oes	weːs
oes	ɔi̯s
ofer	oːvɛr
ofer	ɔvɛr
oferedd	ɔveːrɛð
oferedd	ɔvɛrɛð
offeiriad	ɔfəi̯rjad
offer	oːfɛr
offer	ɔfɛr
offeren	ɔfeːrɛn
offeren	ɔfɛrɛn
ofnadwy	ɔvnadu
ofnadwy	ɔvnadʊi̯
ofnadwy	ɔvnaːdu
ofnadwy	ɔvnaːdʊi̯
ofyn	oːvɪn
ofyn	ɔvɪn
ogledd	ɔɡlɛð
ogof	oːɡɔv
ogof	ɔɡɔv
ogwr	oːɡʊr
ogwr	ɔɡʊr
ogystal	ɔɡəsdal
ogystal	ɔɡəstal
oherwydd	ɔhɛrwɪð
oherwydd	ɔhɛrʊi̯ð
ohirio	ɔhɪrjɔ
olaf	oːla
olaf	oːlav
olaf	ɔla
olaf	ɔlav
olau	oːlai̯
olau	oːlɛ
olau	ɔlai̯
olau	ɔlɛ
olchi	ɔlχi
olddodiad	oːlðɔdjad
oleuadau	ɔlei̯adai̯
oleuadau	ɔlei̯adɛ
oleuadau	ɔlei̯aːdai̯
oleuadau	ɔlei̯aːdɛ
oleuadau	ɔliadɛ
oleuadau	ɔliaːdɛ
oleuadau	ɔljadɛ
oleuadau	ɔljaːdɛ
olew olewydd	oːlɛu̯ɔlɛu̯ɪð
olew olewydd	ɔlɛu̯ɔlɛu̯ɪð
olewydd	ɔlɛu̯ɪð
olewydden	ɔlɛu̯əðɛn
olif	ɔlɪv
olifau	ɔliːvai̯
olifau	ɔliːvɛ
olifau	ɔlɪvai̯
olifau	ɔlɪvɛ
olifs	ɔlɪvz
olwg	oːlʊɡ
olwg	ɔlʊɡ
olwyn	oːlʊi̯n
olwyn	ɔlwɪn
olwyn	ɔlʊi̯n
olygu	ɔləɡi
oman	ɔman
oni	ɔni
onn	ɔn
onnen	ɔnɛn
oren	oːrɛn
oren	ɔrɛn
organig	ɔrɡanɪɡ
organig	ɔrɡaːnɪɡ
oriau	ɔrjai̯
oriau	ɔrjɛ
origami	ɔrɪɡami
origami	ɔrɪɡaːmi
orsaf	ɔrsav
os	ɔs
os gweli di'n dda	ɔsɡwɛlidiːnðaː
os gwelwch yn dda	ɔsɡwɛlʊχənðaː
osgoi	ɔsɡɔi̯
p'nawn	pnau̯n
pa	paː
pabell	pabɛɬ
pabell	paːbɛɬ
pabi	pabi
pabi	paːbi
pabydd	pabɪð
pabydd	paːbɪð
pabyddiaeth	pabəðjai̯θ
pabyddiaeth	pabəðjɛθ
pabyddion	pabəðjɔn
pabyddol	pabəðɔl
pabïau	pabiːai̯
pabïau	pabiːɛ
padell	padɛɬ
padell	paːdɛɬ
paent	pai̯nt
paentiau	pei̯ntjai̯
paentiau	pei̯ntjɛ
paentio	pei̯ntjɔ
paffio	pafjɔ
paffiwr	pafjʊr
paffwyr	pafwɪr
pafin	pavɪn
pafin	paːvɪn
pafán	pavan
paham	paham
paid	pai̯d
pair	pai̯r
paith	pai̯θ
pajamas	pad͡ʒamaz
palmant	palmant
palu	pali
palu	paːli
pam	pam
pan	pan
panasen	panasɛn
pandai	pandai̯
pandemig	pandɛmɪɡ
pandemigau	pandɛmiːɡai̯
pandemigau	pandɛmiːɡɛ
pandemigau	pandɛmɪɡai̯
pandemigau	pandɛmɪɡɛ
pandy	pandi
paned	panɛd
paned	paːnɛd
paneidiau	panei̯djai̯
paneidiau	panei̯djɛ
pannas	panas
pant	pant
papaia	papai̯a
papur	papɪr
papur newydd	papɪrnɛu̯ɪð
paradwys	paradʊi̯s
paradwys	paraːdʊi̯s
paratoi	paratɔi̯
parc	park
parch	parχ
parchu	parχi
parcio	parkjɔ
parcio	parkɔ
parddu	parði
parhaol	parhau̯ɔl
parhau	parhai̯
parod	parɔd
parod	paːrɔd
parot	parɔt
parot	paːrɔt
parotach	parɔtaχ
paroted	parɔtɛd
parth	parθ
parth rhynglanw	parθr̥əŋlanu
parth rhynglanw	parθr̥əŋlaːnu
pasg	pasɡ
pasiaf	pasja
pasiaf	pasjav
pasiaf	paʃa
pasiaf	paʃav
pasio	pasjɔ
pasio	paʃɔ
pasta	pasda
pastai	pasdai̯
pasteiod	pasdei̯ɔd
pathew	paθɛu̯
pathewod	paθɛu̯ɔd
pau	pai̯
pawb	pau̯b
pawr	pau̯r
pechadur	pɛχadɪr
pechadur	pɛχaːdɪr
pechod	peːχɔd
pechod	pɛχɔd
pechu	peːχi
pechu	pɛχi
pedair	peːdai̯r
pedair	peːdɛr
pedair	pɛdai̯r
pedair	pɛdɛr
pedol	peːdɔl
pedol	pɛdɔl
pedolau	pɛdoːlai̯
pedolau	pɛdoːlɛ
pedolau	pɛdɔlai̯
pedolau	pɛdɔlɛ
pedoli	pɛdoːli
pedoli	pɛdɔli
pedolwr	pɛdoːlʊr
pedolwr	pɛdɔlʊr
pedolwyr	pɛdɔlwɪr
pedr	pɛdr
pedrongl	pɛdrɔŋl
pedronglau	pɛdrɔŋlai̯
pedronglau	pɛdrɔŋlɛ
pedrsill	pɛdrsɪɬ
pedwar	pɛdwar
pedwar ar bymtheg	pɛdwararbəmθɛɡ
pedwar ar ddeg	pɛdwararðeːɡ
pedwar ar hugain	pɛdwararhiːɡai̯n
pedwar ar hugain	pɛdwararhiːɡɛn
pedwar ar hugain	pɛdwararhɪɡai̯n
pedwar ar hugain	pɛdwararhɪɡɛn
pedwaredd	pɛdwarɛð
pedwaredd	pɛdwaːrɛð
pedwerydd	pɛdweːrɪð
pedwerydd	pɛdwɛrɪð
pei	pei̯
peidio	peidjɔ
peidio	peidɔ
peidio	piːdɔ
peint	pei̯nt
peintiau	pei̯ntjai̯
peintiau	pei̯ntjɛ
peintio	pei̯ntjɔ
peintiwr	pei̯ntjʊr
peintwyr	pei̯ntwɪr
peiriannau	pei̯rjanai̯
peiriannau	pei̯rjanɛ
peiriannau arian	pei̯rjanai̯arjan
peiriannau arian	pei̯rjanɛarjan
peiriannau arian parod	pei̯rjanai̯arjanparɔd
peiriannau arian parod	pei̯rjanai̯arjanpaːrɔd
peiriannau arian parod	pei̯rjanɛarjanparɔd
peiriannau arian parod	pei̯rjanɛarjanpaːrɔd
peiriannau llungopïo	pei̯rjanai̯ɬiːŋɡɔpiːɔ
peiriannau llungopïo	pei̯rjanai̯ɬɪŋɔpiːɔ
peiriannau llungopïo	pei̯rjanɛɬiːŋɡɔpiːɔ
peiriannau llungopïo	pei̯rjanɛɬɪŋɔpiːɔ
peirianneg	pei̯rjanɛɡ
peiriannol	pei̯rjanɔl
peiriannwr	pei̯rjanʊr
peiriant	pei̯rjant
peiriant arian	pei̯rjantarjan
peiriant arian parod	pei̯rjantarjamparɔd
peiriant arian parod	pei̯rjantarjampaːrɔd
peiriant llungopïo	pei̯rjantɬiːŋɡɔpiːɔ
peiriant llungopïo	pei̯rjantɬɪŋɔpiːɔ
peirianwaith	pei̯rjanwai̯θ
peirianwaith	pei̯rjanwɛθ
peis	peiz
peithiau	pei̯θjai̯
peithiau	pei̯θjɛ
peli troed	peːlitroːd
peli troed	peːlitrɔi̯d
peli troed	pɛlitroːd
peli troed	pɛlitrɔi̯d
pell	peːɬ
pell	pɛɬ
pellter	pɛɬdɛr
pellweledydd	pɛɬwɛleːdɪð
pellweledydd	pɛɬwɛlɛdɪð
pelydr x	peːlɪdrɛks
pelydr x	pɛlɪdrɛks
pen	pɛn
pen y fan	pɛnəvan
penbleth	pɛmblɛθ
penblethau	pɛmblɛθai̯
penblethau	pɛmblɛθɛ
pencampwr	pɛŋkampʊr
pencampwriaeth	pɛŋkampʊrjai̯θ
pencampwriaeth	pɛŋkampʊrjɛθ
pencampwriaethau	pɛŋkampʊrjei̯θai̯
pencampwriaethau	pɛŋkampʊrjei̯θɛ
pencampwyr	pɛŋkampwɪr
pendant	pɛndant
penddu	pɛnði
penderfynu	pɛndɛrvəni
pendrist	pɛndrɪsd
pendrwm	pɛndrʊm
penelin	pɛneːlɪn
penelin	pɛnɛlɪn
penfelen	penveːlɛn
penfelen	penvɛlɛn
penfelyn	pɛnveːlɪn
penfelyn	pɛnvɛlɪn
penfras	pɛnvras
pengwin	pɛŋɡwɪn
pengwiniaid	pɛŋɡwɪnjai̯d
pengwiniaid	pɛŋɡwɪnjɛd
peniad	pɛnjad
peniadau	pɛnjadai̯
peniadau	pɛnjadɛ
peniadau	pɛnjaːdai̯
peniadau	pɛnjaːdɛ
penillion	pɛnɪɬjɔn
penisel	pɛniːsɛl
penisel	pɛnɪsɛl
pennau	pɛnai̯
pennau	pɛnɛ
pennill	pɛnɪɬ
pentis	pɛntɪs
pentref	pɛntrɛ
pentref	pɛntrɛv
pentwr	pɛntʊr
pentyrru	pɛntəri
peren	peːrɛn
peren	pɛrɛn
perfedd	pɛrvɛð
perfeddion	pɛrvɛðjɔn
perllan	pɛrɬan
perseiniol	pɛrsei̯njɔl
person	pɛrsɔn
personél	pɛrsɔnɛl
pert	pɛrt
perth	pɛrθ
perthi	pɛrθi
perthyn	pɛrθɪn
perthynas	pɛrθənas
pery	peːri
pery	pɛri
pesto	pɛsdɔ
pesychu	pɛsəχi
peth	peːθ
pethach	peːθaχ
pethach	pɛθaχ
pethau	peːθai̯
pethau	peːθɛ
pethau	pɛθai̯
pethau	pɛθɛ
petryal	pɛtriːal
petryalau	pɛtrialai̯
petryalau	pɛtrialɛ
petryalau	pɛtriaːlai̯
petryalau	pɛtriaːlɛ
phabell	fabɛɬ
phabell	faːbɛɬ
phaith	fai̯θ
phaned	fanɛd
phaned	faːnɛd
phant	fant
phapur	fapɪr
pharatoi	faratɔi̯
pharc	fark
pharhau	farhai̯
pharod	farɔd
pharod	faːrɔd
pharotach	farɔtaχ
pharoted	farɔtɛd
phasta	fasda
phastai	fasdai̯
phedol	feːdɔl
phedol	fɛdɔl
phedwar	fɛdwar
phei	fei
pheidio	feidjɔ
pheidio	feidɔ
pheidio	fiːdɔ
pheiriannwr	fei̯rjanʊr
pheis	feiz
phen	fɛn
phencampwr	fɛŋkampʊr
phencampwriaeth	fɛŋkampʊrjai̯θ
phencampwriaeth	fɛŋkampʊrjɛθ
phencampwyr	fɛŋkampwɪr
phenderfynu	fɛndɛrvəni
phengwin	fɛŋɡwɪn
phengwiniaid	fɛŋɡwɪnjai̯d
phengwiniaid	fɛŋɡwɪnjɛd
pherthynas	fɛrθənas
pheth	feːθ
phethau	feːθai̯
phethau	feːθɛ
phethau	fɛθai̯
phethau	fɛθɛ
phib	fiːb
phibgorn	fɪbɡɔrn
phigwrn	fiːɡʊrn
phigwrn	fɪɡʊrn
phinc	fɪŋk
phiws	fɪu̯s
phobl	foːbɔl
phobl	fɔbl
phobl	fɔbɔl
phobloedd	fɔblɔi̯ð
phoeni	fɔi̯ni
phont	fɔnt
phoptai	fɔptai̯
phopty	fɔpti
phortiwgal	fɔrtjʊɡal
phortiwgal	fɔrtɪu̯ɡal
phrif	friːv
phrydain	frədai̯n
phrydain	frədɛn
phryf	friːv
phryfed	frəvɛd
phrynu	frəni
phrysur	frəsɪr
phum	fɪm
phunt	fɪnt
phur	fiːr
phwl	fʊl
phyliau	fəljai̯
phyliau	fəljɛ
physgod	fəsɡɔd
physgodyn	fəsɡoːdɪn
physgota	fəsɡɔta
pi	piː
piau	piːai̯
piau	piːɛ
pib	piːb
pibgorn	pɪbɡɔrn
pibonwy	pɪboːnui̯
pibonwy	pɪbɔnui̯
pibonwyen	pɪbɔnui̯ɛn
pibwr inc	piːbʊrɪŋk
pibwr inc	pɪbʊrɪŋk
pibwyr inc	pɪbwɪrɪŋk
pic ar y maen	pɪkarəmai̯n
pic ar y maen	pɪkarəmaːn
picau	pɪkai̯
picau	pɪkɛ
picau ar y maen	pɪkai̯arəmai̯n
picau ar y maen	pɪkɛarəmai̯n
picau ar y maen	pɪkɛarəmaːn
picau bach	pɪkai̯baːχ
picau bach	pɪkɛbaːχ
picau maen	pɪkai̯mai̯n
picau maen	pɪkɛmai̯n
picau maen	pɪkɛmaːn
picen	pɪkɛn
picen ar y maen	pɪkɛnarəmai̯n
picen ar y maen	pɪkɛnarəmaːn
picen fach	pɪkɛnvaːχ
picil	pɪkɪl
picl	pɪkl
piclau	pɪklai̯
piclau	pɪklɛ
piclo	pɪklɔ
picls	pɪklz
pics	pɪks
picwns	pɪkʊnz
picwns coch	pɪkʊnzkoːχ
pidyn	piːdɪn
pidyn	pɪdɪn
pig	piːɡ
pigan	piːɡan
pigan	pɪɡan
pigau	piːɡai̯
pigau	piːɡɛ
pigau	pɪɡai̯
pigau	pɪɡɛ
piglas	pɪɡlas
pigwrn	piːɡʊrn
pigwrn	pɪɡʊrn
pilen	piːlɛn
pilen	pɪlɛn
pilipala	pɪlɪpala
pilipala	pɪlɪpaːla
pin	piːn
pin	pɪn
pinafal	piːnaval
pinafal	piːnaːval
pinafal	pɪnaval
pinafal	pɪnaːval
pinc	pɪŋk
piod	piːɔd
pioden	pioːdɛn
pioden	piɔdɛn
pioden	pjoːdɛn
pioden	pjɔdɛn
piso	pɪsɔ
pisyn grôt	pɪsɪŋɡroːt
piws	pɪu̯s
plaid	plai̯d
planhigion	planhɪɡjɔn
planhigyn	planhiːɡɪn
planhigyn	planhɪɡɪn
plant	plant
plastig	plasdɪɡ
platfform	platfɔrm
pleidiol	plei̯djɔl
pleidleisio	plei̯dlei̯sjɔ
pleidleisio	plei̯dlei̯ʃɔ
plentyn	plɛntɪn
plentynnaidd	plɛntənai̯ð
pleth	pleːθ
plethau	plɛθai̯
plethau	plɛθɛ
plethdorch	plɛθdɔrχ
plethedig	plɛθeːdɪɡ
plethedig	plɛθɛdɪɡ
plethi	plɛθi
plethu	plɛθi
plethwaith	plɛθwai̯θ
plismon	plismɔn
plismones	plismɔnɛs
plu	pliː
plu eira	pliːei̯ra
pluen eira	pliɛnei̯ra
pluen eira	pliːɛnei̯ra
pluf	pliːv
plwg	plʊɡ
plwm	plʊm
plwyf	plʊi̯v
plyg	pliːɡ
plygiau	pləɡjai̯
plygiau	pləɡjɛ
plygio	pləɡjɔ
pob	poːb
pobi	pɔbi
pobl	poːbɔl
pobl	pɔbl
pobl	pɔbɔl
pobloedd	pɔblɔi̯ð
poblog	pɔblɔɡ
pobol	poːbɔl
pobol	pɔbɔl
poena	pɔi̯na
poenen	pɔi̯nɛn
poeni	pɔi̯ni
poenit	pɔi̯nɪt
poeth	poːθ
poeth	pɔi̯θ
pont	pɔnt
popeth	pɔpɛθ
poptai	pɔptai̯
popty	pɔpti
porchell	pɔrχɛɬ
porfa	pɔrva
porffor	pɔrfɔr
pori	poːri
pori	pɔri
portiwgal	pɔrtjʊɡal
portiwgal	pɔrtɪu̯ɡal
posib	pɔsɪb
posibil	pɔsɪbɪl
post	pɔsd
poster	pɔsdɛr
posteri	pɔsdeːri
posteri	pɔsdɛri
potsio	pɔtʃɔ
prawf	prau̯v
preifat	prei̯vat
preifatrwydd	prei̯vatrʊi̯ð
pren	prɛn
pres	preːs
pres	prɛs
preswyl	prɛsʊi̯l
pridd	priːð
prif	priːv
prifddinas	priːvðiːnas
prifddinas	priːvðɪnas
prifddinas	prɪvðiːnas
prifddinas	prɪvðɪnas
prifiau	prɪvjai̯
prifiau	prɪvjɛ
prifion	prɪvjɔn
printio	prɪntjɔ
priod	priɔd
priodi	priɔdi
problem	prɔblɛm
profi	proːvi
profi	prɔvi
profiad	prɔvjad
protestaniaeth	prɔtɛsdanjai̯θ
protestaniaeth	prɔtɛsdanjɛθ
protestaniaid	prɔtɛsdanjai̯d
protestaniaid	prɔtɛsdanjɛd
protestannaidd	prɔtɛsdanai̯ð
protestannaidd	prɔtɛsdanɛð
protestant	prɔtɛsdant
protocol	prɔtɔkɔl
prudd	priːð
pry'r gannwyll	priːrɡanʊi̯ɬ
pryd	priːd
prydael	prədai̯l
prydain	prədai̯n
prydain	prədɛn
prydain fawr	prədai̯nvau̯r
prydain fawr	prədɛnvau̯r
pryder	prədɛr
pryf	priːv
pryf cop	priːkɔp
pryf cop	priːvkɔp
pryf copyn	priːkɔpɪn
pryf copyn	priːvkɔpɪn
pryf genwair	priːvɡɛnwai̯r
pryfed	prəvɛd
pryfed genwair	prəvɛdɡɛnwai̯r
pryna	prəna
prynu	prəni
prys	priːs
prysglwyn	prəsɡlʊi̯n
prysglwyni	prəsɡlʊi̯ni
prysur	prəsɪr
prŷn	priːn
pum	pɪm
pumdeg	pɪmdɛɡ
pumdegau	pɪmdeːɡɛ
pumed	pɪmɛd
pumongl	pɪmɔŋl
pump	pɪmp
pump ar hugain	pɪmparhiːɡai̯n
pump ar hugain	pɪmparhiːɡɛn
pump ar hugain	pɪmparhɪɡai̯n
pump ar hugain	pɪmparhɪɡɛn
punt	pɪnt
pur	piːr
puramid	pɪramɪd
pured	piːrɛd
pured	pɪrɛd
putain	pɪtai̯n
putain	pɪtɛn
puteindy	pɪtei̯ndi
pweru	pueːri
pweru	puɛri
pwl	pʊl
pwll	puːɬ
pwll	pʊɬ
pwll nofio	puːɬnɔvjɔ
pwll nofio	pʊɬnɔvjɔ
pwnc	pʊŋk
pwrpas	pʊrpas
pwy	pʊi̯
pwy dach chi	pʊi̯daχiː
pwy wyt ti	pʊi̯ʊi̯tiː
pwyll	pʊi̯ɬ
pwyllgor	pʊi̯ɬɡɔr
pwynt	pʊi̯nt
pwys	pʊi̯s
pwysig	pʊi̯sɪɡ
pydredd	pədrɛð
pydru	pədri
pyg	piːɡ
pyglyd	pəɡlɪd
pyjamas	pəd͡ʒamaz
pyliau	pəljai̯
pyliau	pəljɛ
pymtheg	pəmθɛɡ
pymthegfed	pəmθɛɡvɛd
pymthegnos	pəmθɛɡnɔs
pyramid	pɪramɪd
pyrwydd	pɪrʊi̯ð
pys	piːs
pysen	pəsɛn
pysgod	pəsɡɔd
pysgodyn	pəsɡoːdɪn
pysgodyn	pəsɡɔdɪn
pysgota	pəsɡɔta
pythefnos	pəθɛvnɔs
pâr minimol	paːrmɪnɪmɔl
pêl droed	peːldroːd
pêl droed	peːldrɔi̯d
pêr	peːr
pìn	pɪn
pîn	piːn
pïod	piːɔd
pŵer	puɛr
pŵer	puːɛr
pỳg	pəɡ
raced	rakɛd
radio	radjɔ
radwla	radʊla
raff	raːf
rai	rai̯
randibŵ	randɪbuː
ras	raːs
rasel	rasɛl
raser	rasɛr
rasys	rasɪz
rech	reːχ
record	rɛkɔrd
recordiad	rɛkɔrdjad
recordio	rɛkɔrdjɔ
recriwtiaid	rɛkrɪu̯tjai̯d
recriwtiaid	rɛkrɪu̯tjɛd
recríwt	rɛkrɪu̯t
redeg	reːdɛɡ
redeg	rɛdɛɡ
regen	reːɡɛn
regen	rɛɡɛn
regi	reːɡi
regi	rɛɡi
reiat	rei̯at
reis	rei̯s
reit	rei̯t
rew	rɛu̯
rewi	rɛu̯i
rhacs	r̥aks
rhad	r̥aːd
rhaeadr	r̥ei̯adr
rhaff	r̥aːf
rhafnwydd	r̥avnwɪð
rhag	r̥aɡ
rhagddodiad	r̥aɡðɔdjad
rhagenw	r̥aɡeːnu
rhagenw	r̥aɡɛnu
rhagfyr	r̥aɡvɪr
rhaglenni	r̥aɡlɛni
rhagrith	r̥aɡrɪθ
rhai	r̥ai̯
rhaid	rai̯d
rhaid	r̥ai̯d
rhaidd	r̥ai̯ð
rhaith	r̥ai̯θ
rhan	r̥an
rhanbarth	r̥anbarθ
rhanbarthau	r̥ambarθɛ
rhanbarthau	r̥anbarθai̯
rhanddeiliad	r̥anðei̯ljad
rhanddeiliaid	r̥anðei̯ljai̯d
rhanddeiliaid	r̥anðei̯ljɛd
rhannu	r̥ani
rhaw	r̥au̯
rhech	r̥eːχ
rhedeg	r̥eːdɛɡ
rhedeg	r̥ɛdɛɡ
rhedyn	r̥eːdɪn
rhedyn	r̥ɛdɪn
rhedyna	r̥ɛdəna
rheg	r̥eːɡ
rhegen	r̥eːɡɛn
rhegen	r̥ɛɡɛn
rhegfa	r̥ɛɡva
rhegfeydd	r̥ɛɡvei̯ð
rhegi	r̥eːɡi
rhegi	r̥ɛɡi
rhegion	r̥ɛɡjɔn
rheiddiadur	r̥ei̯ðjadɪr
rheiddiadur	r̥ei̯ðjaːdɪr
rheiddiau	r̥ei̯ðjai̯
rheiddiau	r̥ei̯ðjɛ
rheiddio	r̥eiðjɔ
rheiddyn	r̥ei̯ðin
rhent	r̥ɛnt
rhenti	r̥ɛnti
rhentu	r̥ɛnti
rhentwr	r̥ɛntʊr
rhentwyr	r̥ɛntwɪr
rheol	r̥eːɔl
rheolaidd	r̥ɛoːlai̯ð
rheolaidd	r̥ɛoːlɛð
rheolaidd	r̥ɛɔlai̯ð
rheolaidd	r̥ɛɔlɛð
rheolau	r̥ɛoːlai̯
rheolau	r̥ɛoːlɛ
rheolau	r̥ɛɔlai̯
rheolau	r̥ɛɔlɛ
rheoli	r̥ɛoːli
rheoli	r̥ɛɔli
rheoliad	r̥ɛɔljad
rheoliadau	r̥ɛɔljadai̯
rheoliadau	r̥ɛɔljadɛ
rheoliadau	r̥ɛɔljaːdai̯
rheoliadau	r̥ɛɔljaːdɛ
rheoliadur	r̥ɛɔljadɪr
rheoliadur	r̥ɛɔljaːdɪr
rheoliaduron	r̥ɛɔljadiːrɔn
rheoliaduron	r̥ɛɔljadɪrɔn
rheolwr	r̥ɛoːlʊr
rheolwr	r̥ɛɔlʊr
rheolydd	r̥ɛoːlɪð
rheolydd	r̥ɛɔlɪð
rhes	r̥eːs
rhesi	r̥ɛsi
rhestr	r̥ɛsdr
rhestr	r̥ɛsdɛr
rhestrau	r̥ɛsdrai̯
rhestrau	r̥ɛsdrɛ
rhestri	r̥ɛsdri
rhesymol	r̥ɛsəmɔl
rhew	r̥ɛu̯
rhewi	r̥ɛu̯i
rhewi'n gorn	r̥ɛu̯iŋɡɔrn
rhi	r̥iː
rhian	r̥ian
rhian	r̥iːan
rhiant	r̥iant
rhiant	r̥iːant
rhieni	r̥jeːni
rhieni	r̥jɛni
rhif	r̥iːv
rhiffio	r̥ɪfjɔ
rhin	r̥iːn
rhinart	r̥iːnart
rhinart	r̥ɪnart
rhiniart	r̥ɪnjart
rhinoseros	r̥ɪnɔsɛrɔs
rhisgl	r̥ɪsɡl
rhisgl	r̥ɪsɡɪl
rhisgl	r̥ɪʃɡɪl
rhith	r̥iːθ
rhithweledigaeth	r̥ɪθwɛlɛdiːɡai̯θ
rhithweledigaeth	r̥ɪθwɛlɛdiːɡɛθ
rhiw	r̥ɪu̯
rho	r̥oː
rhod	r̥oːd
rhodia	r̥ɔdja
rhodio	r̥ɔdjɔ
rhodiwch	r̥ɔdjʊχ
rhodri	r̥ɔdri
rhofio	r̥ɔvjɔ
rhoi	r̥ɔi̯
rhos	r̥oːs
rhosyn	r̥ɔsɪn
rhudd	r̥iːð
rhuddwyn	r̥ɪðwɪn
rhufeiniwr	r̥ɪvei̯njʊr
rhun	r̥iːn
rhuthraf	r̥ɪθra
rhuthraf	r̥ɪθrav
rhuthro	r̥ɪθrɔ
rhwng	r̥ʊŋ
rhwyd	r̥ʊi̯d
rhwydd	r̥ʊi̯ð
rhwydo	r̥ʊi̯dɔ
rhwydwaith	r̥ʊi̯dwai̯θ
rhwydwaith	r̥ʊi̯dwɛθ
rhwyf	r̥ʊi̯v
rhwyfau	r̥ʊi̯vai̯
rhwyfau	r̥ʊi̯vɛ
rhwyfo	r̥ʊi̯vɔ
rhwyg	r̥ʊi̯ɡ
rhwygo	r̥ʊi̯ɡɔ
rhwyll	r̥ʊi̯ɬ
rhwyllau	r̥ʊi̯ɬai̯
rhwyllau	r̥ʊi̯ɬɛ
rhwystr	r̥ʊi̯sdr
rhwystr	r̥ʊi̯sdɪr
rhwystrau	r̥ʊi̯sdrai̯
rhwystrau	r̥ʊi̯sdrɛ
rhwystredig	r̥ʊi̯sdreːdɪɡ
rhwystredig	r̥ʊi̯sdrɛdɪɡ
rhwystredigaeth	r̥ʊi̯sdrɛdiːɡai̯θ
rhwystredigaeth	r̥ʊi̯sdrɛdiːɡɛθ
rhwystredigaeth	r̥ʊi̯sdrɛdɪɡai̯θ
rhwystredigaeth	r̥ʊi̯sdrɛdɪɡɛθ
rhwystredigaethau	r̥ʊi̯sdrɛdɪɡei̯θai̯
rhwystredigaethau	r̥ʊi̯sdrɛdɪɡei̯θɛ
rhwystro	r̥ʊi̯sdrɔ
rhy	r̥iː
rhych	r̥iːχ
rhychau	r̥əχai̯
rhychau	r̥əχɛ
rhyd	r̥iːd
rhydau	r̥ədai̯
rhydau	r̥ədɛ
rhydd	r̥iːð
rhyddhaf	r̥əðhaːv
rhyddhau	r̥əðhai̯
rhyddid	r̥əðɪd
rhydychen	r̥iːdəχɛn
rhydychen	r̥ɪdəχɛn
rhyfedd	r̥əvɛð
rhyfeddu	r̥əvɛði
rhyfel	r̥əvɛl
rhyfela	r̥əveːla
rhyfela	r̥əvɛla
rhyfelwr	r̥əveːlʊr
rhyfelwr	r̥əvɛlʊr
rhyfelwyr	r̥əvɛlwɪr
rhyngrwyd	r̥əŋrʊi̯d
rhyngrwyd pethau	r̥əŋrʊi̯dpeːθai̯
rhyngrwyd pethau	r̥əŋrʊi̯dpeːθɛ
rhyngrwyd pethau	r̥əŋrʊi̯dpɛθai̯
rhyngrwyd pethau	r̥əŋrʊi̯dpɛθɛ
rhyngrwyd y pethau	r̥əŋrʊi̯dəpeːθai̯
rhyngrwyd y pethau	r̥əŋrʊi̯dəpeːθɛ
rhyngrwyd y pethau	r̥əŋrʊi̯dəpɛθai̯
rhyngrwyd y pethau	r̥əŋrʊi̯dəpɛθɛ
rhyngwladol	r̥əŋladɔl
rhyngwladol	r̥əŋlaːdɔl
rhyngwladol	r̥əŋwladɔl
rhyngwladol	r̥əŋwlaːdɔl
rhynion	r̥ənjɔn
rhynionyn	r̥ənjoːnɪn
rhynionyn	r̥ənjɔnɪn
rhys	r̥iːs
rhyw	r̥ɪu̯
rhywbeth	rʊbɛθ
rhywbeth	r̥ɪu̯bɛθ
rhywbeth	r̥ʊbɛθ
rhywiol	r̥ɪu̯jɔl
rhywle	rʊlɛ
rhywle	r̥ɪu̯lɛ
rhywle	r̥ʊlɛ
rhywsut	rɪu̯sɪt
rhywsut	r̥ɪu̯sɪt
rhywun	rɪu̯ɪn
rhywun	r̥ɪu̯ɪn
ricriwtiaid	rɪkrɪu̯tjai̯d
ricriwtiaid	rɪkrɪu̯tjɛd
ricríwt	rikrɪu̯t
rif	riːv
ril	riːl
riliau	rɪljai̯
riliau	rɪljɛ
rils	riːlz
rith	riːθ
ro	roː
rod	roːd
roedd	roːð
roedd	rɔi̯ð
roeddech	rɔi̯ðɛχ
roedden	rɔi̯ðɛn
roeddet	rɔi̯ðɛt
roeddwn	rɔi̯ðɛn
roeddwn	rɔi̯ðʊn
roeg	rɔi̯ɡ
roi	rɔi̯
rondefŵ	rɔndɛvuː
rw	rʊ
rwmania	rʊmanja
rwsia	rʊsja
rwyd	rʊi̯d
rwyt	rʊi̯t
ry	riː
rybela	rəbeːla
rybela	rəbɛla
rydd	riːð
ryddhaf	rəðhaːv
