uchinjo	utʃiⁿɗʒo
iliyosababishw	ilijosaɓaɓiʃw
kuliungama	kuliuᵑgama
kigoli	kiɠoli
nyepesi	ɲepesi
cheko	tʃeko
kuwapeni	kuwapeni
yameondolewa	jameoⁿɗolewa
hajaenda	haʄaeⁿɗa
mrusho	mɾuʃo
peni	peni
nimtokee	nimtokee
swi	swi
kuzungukazu	kuzuᵑgukazu
mfinyango	mfiɲaᵑgo
fila	fila
fuatia	fuatia
hori	hoɾi
itafaa	itafaa
buni	ɓuni
shahamu	ʃahamu
hawakuziach	hawakuziatʃ
kipambio	kipaᵐɓio
wajitolee	waʄitolee
wajisumbike	waʄisuᵐɓike
zitapita	zitapita
watabarikiw	wataɓaɾikiw
mvutio	ᵐvutio
yatangazien	jataᵑgazien
ninaandika	ninaaⁿɗika
midomo	miɗomo
husaga	husaɠa
mwomba	mwoᵐɓa
kingirisha	kiᵑgiɾiʃa
zitokazo	zitokazo
hamhitaji	hamhitaʄi
yalimetamet	jalimetamet
linahesabik	linahesaɓik
mbingiriko	ᵐɓiᵑgiɾiko
alimtolea	alimtolea
tumpokee	tumpokee
kiasili	kiasili
kinachorahisis	kinatʃoɾahisis
likajiunga	likaʄiuᵑga
mnayoteseka	mnajoteseka
kinachoapwa	kinatʃoapwa
vumburuka	vuᵐɓuɾuka
wanatazamia	wanatazamia
muweze	muweze
asiibe	asiiɓe
kimezwe	kimezwe
agizika	aɠizika
maungio	mauᵑgio
wateka	wateka
tunayo	tunajo
ngwe	ᵑgwe
umetayarish	umetajaɾiʃ
ardhia	aɾɗhia
nitakutimiz	nitakutimiz
ukutani	ukutani
sawazishwa	sawaziʃwa
shumizi	ʃumizi
mumbuaji	muᵐɓuaʄi
hajalifanya	haʄalifaɲa
kitawi	kitawi
kisichohitajik	kisitʃohitaʄik
kitakiwacho	kitakiwatʃo
kuzitupia	kuzitupia
walipokwish	walipokwiʃ
kalibu	kaliɓu
alikuwapo	alikuwapo
makakawana	makakawana
shangilieni	ʃaᵑgilieni
alikufunguaj	alikufuᵑguaʄ
chuma	tʃuma
wajinga	waʄiᵑga
kwapua	kwapua
ulindaji	uliⁿɗaʄi
mpingamaendel	mpiᵑgamaeⁿɗel
alidhaniwa	Aliɗhaniwa
uipate	uipate
ulifika	ulifika
kike	kike
kumchochea	kumtʃotʃea
wakainamiana	wakainamiana
alipomwona	alipomwona
mirija	miɾiʄa
biringisha	ɓiɾiᵑgiʃa
burugika	ɓuɾuɠika
ulighadhibik	uliɠhaɗhiɓik
uchengele	utʃeᵑgele
sahauliwa	sahauliwa
muwele	muwele
tamanika	tamanika
unamtafuta	unamtafuta
mashudu	maʃuɗu
kuzipinga	kuzipiᵑga
hamtaweza	hamtaweza
kupendekeza	kupeⁿɗekeza
ametuteua	ametuteua
hekakeka	hekakeka
ongezwa	oᵑgezwa
asimamaye	asimamaje
ulivyoamini	ulivjoamini
mwongozi	mwoᵑgozi
wanaojisema	wanaoʄisema
kutafunwa	kutafunwa
itadumu	itaɗumu
nitakutambi	nitakutaᵐɓi
niona	niona
twaeni	twaeni
charurika	tʃaɾuɾika
madutu	maɗutu
kumsindikiz	kumsiⁿɗikiz
kiimbo	kiiᵐɓo
kutakataka	kutakataka
anayesukumi	anajesukumi
wanaojibidi	wanaoʄiɓiɗi
vijavyo	viʄavjo
amewapa	amewapa
ngojo	ᵑgoʄo
herode	Heɾoɗe
washindwe	waʃiⁿɗwe
akapitisha	akapitiʃa
wametutii	wametutii
zamisha	zamiʃa
wanakwenda	wanakweⁿɗa
huwatetea	huwatetea
anazolipwa	anazolipwa
ulichonipa	ulitʃonipa
der	Deɾ
kisicholevy	kisitʃolevj
hutimizwa	hutimizwa
huzima	huzima
hawakai	hawakai
kuangushana	kuaᵑguʃana
waliotukose	waliotukose
mheshimiwa	mheʃimiwa
huelea	huelea
ulisulibiwa	ulisuliɓiwa
linalokutan	linalokutan
manyigu	maɲiɠu
wakamlazimis	wakamlazimis
ananisikiliza	ananisikiliza
tebwere	teɓweɾe
wasiokujua	wasiokuʄua
anakiona	anakiona
wawindwa	wawiⁿɗwa
mshukuru	mʃukuɾu
mlungula	mluᵑgula
kuzomea	kuzomea
uteuzi	uteuzi
wanavyoyaju	wanavjojaʄu
mlaso	mlaso
mroho	mɾoho
sinya	siɲa
elimika	elimika
tumainisha	tumainiʃa
kitapitapi	kitapitapi
umefika	umefika
dawati	ɗawati
nitamweka	nitamweka
pembenyingi	peᵐɓeɲiᵑgi
vikwa	vikwa
gereza	ɠeɾeza
finyu	fiɲu
sikufundishw	sikufuⁿɗiʃw
kupitishia	kupitiʃia
nikuonyeshe	nikuoɲeʃe
uwaambia	uwaaᵐɓia
vibonyeo	viɓoɲeo
wanaofinyan	wanaofiɲan
chambo	tʃaᵐɓo
yaliyeandikw	jalijeaⁿɗikw
watafundishw	watafuⁿɗiʃw
mlimaji	mlimaʄi
walijaribiw	waliʄaɾiɓiw
kimondo	kimoⁿɗo
inayofanyiwa	inajofaɲiwa
ulimi	ulimi
ifya	ifja
chapia	tʃapia
zinazokaang	zinazokaaᵑg
uzohari	uzohaɾi
patamuradi	patamuɾaɗi
hujikakamua	huʄikakamua
ufa	ufa
inayofanyik	inajofaɲik
jongea	ʄoᵑgea
shupi	ʃupi
machukulizi	matʃukulizi
ninga	niᵑga
upinduzi	upiⁿɗuzi
kalika	kalika
kusisitiza	kusisitiza
kurumbizi	kuɾuᵐɓizi
itaangamia	itaaᵑgamia
kuwasamehe	kuwasamehe
umejizungus	umeʄizuᵑgus
wavitumie	wavitumie
safi	safi
uliorowekwa	ulioɾowekwa
yamefumba	jamefuᵐɓa
nyongoa	ɲoᵑgoa
kuhadharish	kuhaɗhaɾiʃ
kulipatia	kulipatia
charurwa	tʃaɾuɾwa
hakujakucha	hakuʄakutʃa
mbwoji	ᵐɓwoʄi
alimfananisha	alimfananiʃa
kuwatakia	kuwatakia
uki	uki
nimekuchoka	nimekutʃoka
kukibamiza	kukiɓamiza
kubania	kuɓania
wanapochokozw	wanapotʃokozw
nimefundisha	nimefuⁿɗiʃa
dondolesha	ɗoⁿɗoleʃa
walipokula	walipokula
aliiba	aliiɓa
kutapunguza	kutapuᵑguza
kivangaito	kivaᵑgaito
vilevile	vilevile
kiduku	kiɗuku
kuikabili	kuikaɓili
kutoroka	kutoɾoka
ivunjwe	ivuⁿɗʒwe
alijiunga	aliʄiuᵑga
tunduia	tuⁿɗuia
masuguru	masuɠuɾu
mabakuliya	maɓakulija
wamelikufur	wamelikufuɾ
sikuipokea	sikuipokea
kufungisha	kufuᵑgiʃa
tukikila	tukikila
haitawafaa	haitawafaa
linalomtokea	linalomtokea
bandikika	ɓaⁿɗikika
ujana	uʄana
rejesha	ɾeʄeʃa
aliyemo	alijemo
mbatata	ᵐɓatata
steshenimas	steʃenimas
lilifanya	lilifaɲa
uwaangamize	uwaaᵑgamize
inayokwenda	inajokweⁿɗa
yalimkata	jalimkata
tujali	tuʄali
watazizinga	wataziziᵑga
itazidi	itaziɗi
utaishi	utaiʃi
lisijulikane	lisiʄulikane
anachukuliwa	anatʃukuliwa
tunataniana	tunataniana
kuniongezea	kunioᵑgezea
zinazochomo	zinazotʃomo
anayeweza	anajeweza
uliowaadhib	uliowaaɗhiɓ
jizungumza	ʄizuᵑgumza
kupakia	kupakia
yamenata	jamenata
akatupatia	akatupatia
kachombe	katʃoᵐɓe
yanayohesab	janajohesaɓ
nitakwenda	nitakweⁿɗa
haingekuwa	haiᵑgekuwa
chipuka	tʃipuka
shiti	ʃiti
hapaonekani	hapaonekani
wamlipa	wamlipa
zinaota	zinaota
ugiriki	Uɠiɾiki
kujipambia	kuʄipaᵐɓia
timizia	timizia
huniheshimu	huniheʃimu
hupitishia	hupitiʃia
ufarisi	ufaɾisi
kumsawiri	kumsawiɾi
nilibatiza	niliɓatiza
wateremshi	wateɾemʃi
anayenikarib	anajenikaɾiɓ
mlikusanya	mlikusaɲa
mzabibu	mzaɓiɓu
madhalimu	maɗhalimu
walilokuwa	walilokuwa
kumpaka	kumpaka
majarife	maʄaɾife
kilichogawa	kilitʃoɠawa
hakuenda	hakueⁿɗa
imenilemea	imenilemea
globu	ɠloɓu
timia	timia
watasababis	watasaɓaɓis
amekujalia	amekuʄalia
nyigu	ɲiɠu
wanaulizana	wanaulizana
walivumilia	walivumilia
mtakuwa	mtakuwa
vimekuja	vimekuʄa
itawajieni	itawaʄieni
wakafundisha	wakafuⁿɗiʃa
bangu	ɓaᵑgu
mtaushiriki	mtauʃiɾiki
aliyebomoa	alijeɓomoa
akatwe	akatwe
umepindika	umepiⁿɗika
hanioni	hanioni
yanapoeleza	janapoeleza
tuliingia	tuliiᵑgia
kilichotungu	kilitʃotuᵑgu
vikatoweka	vikatoweka
protoni	pɾotoni
kujizuia	kuʄizuia
angasa	aᵑgasa
dakana	ɗakana
changulisha	tʃaᵑguliʃa
hawataki	hawataki
muhogo	muhoɠo
huzururazuru	huzuɾuɾazuɾu
chezana	tʃezana
aliyetengene	alijeteᵑgene
mnaopendwa	mnaopeⁿɗwa
ghadhabika	ɠhaɗhaɓika
ishia	iʃia
alipoolewa	alipoolewa
njumu	ⁿɗʒumu
wakajiunga	wakaʄiuᵑga
muishi	muiʃi
mapagao	mapaɠao
mkaungana	mkauᵑgana
hufanyishwa	hufaɲiʃwa
kukasirishwa	kukasiɾiʃwa
waedomu	Waeɗomu
uzuiaji	uzuiaʄi
hatamwacha	hatamwatʃa
garsen	Gaɾsen
alichotengene	alitʃoteᵑgene
atainuliwa	atainuliwa
daktari	ɗaktaɾi
aliwakasiri	aliwakasiɾi
atakayeniona	atakajeniona
mabwege	maɓweɠe
umeapizwa	umeapizwa
ataorodhesh	ataoɾoɗheʃ
unapodundwa	unapoɗuⁿɗwa
taliki	taliki
mkiyazingati	mkijaziᵑgati
yananizingi	jananiziᵑgi
humwangusha	humwaᵑguʃa
vinavyotumika	vinavjotumika
iliyotimia	ilijotimia
datisha	ɗatiʃa
sijazaliwa	siʄazaliwa
vitumbua	vituᵐɓua
akafuata	akafuata
biti	ɓiti
nikikabiliw	nikikaɓiliw
namweka	namweka
ima	ima
yeye	jeje
yalimzidi	jalimziɗi
wenzio	weⁿzio
tukuto	tukuto
kimrima	Kimɾima
mpungio	mpuᵑgio
jore	ʄoɾe
temsi	temsi
kigagazi	kiɠaɠazi
viwele	viwele
watatoa	watatoa
malimati	malimati
akaonekana	akaonekana
tukuka	tukuka
wapalilizi	wapalilizi
mkodi	mkoɗi
benki	ɓenki
wametumwa	wametumwa
kumwinda	kumwiⁿɗa
kinachohita	kinatʃohita
chenjia	tʃeⁿɗʒia
atakuletea	atakuletea
eri	Eɾi
mkapeleleza	mkapeleleza
unaotolewa	unaotolewa
dreva	ɗɾeva
kitete	kitete
derbe	Deɾɓe
mawakili	mawakili
kudharaulik	kuɗhaɾaulik
hubanduki	huɓaⁿɗuki
ningeweza	niᵑgeweza
ulishindwa	uliʃiⁿɗwa
atatuletea	atatuletea
vitaeleza	vitaeleza
huwapanda	huwapaⁿɗa
kufahamika	kufahamika
kuguna	kuɠuna
mkando	mkaⁿɗo
hawakuyaach	hawakujaatʃ
majivu	maʄivu
mtakapotoke	mtakapotoke
umepataje	umepataʄe
mwanalugha	mwanaluɠha
machakura	matʃakuɾa
chupilia	tʃupilia
yamegeuka	jameɠeuka
akamfufua	akamfufua
rembo	ɾeᵐɓo
huamini	huamini
blangeti	ɓlaᵑgeti
bobari	ɓoɓaɾi
lililozungukwa	lililozuᵑgukwa
suuza	suuza
wanaokuasi	wanaokuasi
hawi	hawi
mkubalike	mkuɓalike
wanakesha	wanakeʃa
udukizi	uɗukizi
haisemi	haisemi
mabinti	maɓinti
anenaye	anenaje
jurawa	ʄuɾawa
kindengereka	kiⁿɗeᵑgeɾeka
inayobakia	inajoɓakia
dhabiti	ɗhaɓiti
mguu	mɠuu
marefumarefu	maɾefumaɾefu
tifutifu	tifutifu
anayesaidiana	anajesaiɗiana
anayejifanya	anajeʄifaɲa
ilivunja	ilivuⁿɗʒa
uutendee	uuteⁿɗee
kitawakimbi	kitawakiᵐɓi
vanaharibu	vanahaɾiɓu
isivyo	isivjo
unaolandana	unaolaⁿɗana
ufyambo	ufjaᵐɓo
afadhali	afaɗhali
mhazili	mhazili
mtakayopata	mtakajopata
mpagani	mpaɠani
usiositasita	usiositasita
yakung'uten	jakuŋuten
uzoroteshaj	uzoɾoteʃaʄ
akachopoka	akatʃopoka
alivyotupa	alivjotupa
ikaijaza	ikaiʄaza
mwakilishaj	mwakiliʃaʄ
awapeleke	awapeleke
hazikufua	hazikufua
achekwe	atʃekwe
ukasonga	ukasoᵑga
waliosahaul	waliosahaul
hucheka	hutʃeka
hawatannyan	hawatanɲan
wanamwambia	wanamwaᵐɓia
wanaoapa	wanaoapa
tongotongo	toᵑgotoᵑgo
alivyowafung	alivjowafuᵑg
anayekana	anajekana
usemaji	usemaʄi
mdeki	mɗeki
husishi	husiʃi
bushashi	ɓuʃaʃi
kudondosha	kuɗoⁿɗoʃa
sabaikheri	saɓaixeɾi
kuwauzia	kuwauzia
damari	Damaɾi
alishika	aliʃika
kumbukumbu	kuᵐɓukuᵐɓu
husisitiza	husisitiza
vyumba	vjuᵐɓa
wakamhubiria	wakamhuɓiɾia
amstahi	amstahi
nitayafuata	nitajafuata
haondoki	haoⁿɗoki
ajiria	aʄiɾia
kijidudu	kiʄiɗuɗu
ladha	laɗha
imepotea	imepotea
kariri	kaɾiɾi
nusuru	nusuɾu
siye	sije
videmu	viɗemu
maliga	maliɠa
naandika	Naaⁿɗika
pigasimu	piɠasimu
kilalio	kilalio
hekaluni	hekaluni
imeanguka	imeaᵑguka
enyi	eɲi
nitamtetea	nitamtetea
kupandwa	kupaⁿɗwa
akamchagua	akamtʃaɠua
umemuoa	umemuoa
tani	tani
kafumba	kafuᵐɓa
kimwondo	kimwoⁿɗo
mashtaka	maʃtaka
taajabu	taaʄaɓu
ilimjia	ilimʄia
asiyepambanu	asijepaᵐɓanu
azaliwapo	azaliwapo
wanamuziki	wanamuziki
kidhabu	kiɗhaɓu
taadhimu	taaɗhimu
alituma	alituma
nitauawa	nitauawa
akabariki	akaɓaɾiki
furahiwa	fuɾahiwa
utajihiliki	utaʄihiliki
uliyemfadhi	ulijemfaɗhi
milisho	miliʃo
analivaa	analivaa
ushwa	uʃwa
tubakero	tuɓakeɾo
kufunguliwa	kufuᵑguliwa
kuwagawieni	kuwaɠawieni
akawawekea	akawawekea
masao	masao
vishiku	viʃiku
upuuzi	upuuzi
kuitengenez	kuiteᵑgenez
milozi	milozi
hujichanua	huʄitʃanua
zinduliwa	ziⁿɗuliwa
kilichomo	kilitʃomo
fyagia	fjaɠia
kujitwalia	kuʄitwalia
bwabwajia	ɓwaɓwaʄia
isi	isi
maadui	maaɗui
tipitipi	tipitipi
shonoa	ʃonoa
anayetumiwa	anajetumiwa
nimeshika	nimeʃika
kukaangia	kukaaᵑgia
watakapowat	watakapowat
yawaangukie	jawaaᵑgukie
kujisinga	kuʄisiᵑga
witri	witɾi
hakufanyiwa	hakufaɲiwa
kukirihisha	kukiɾihiʃa
wakuchao	wakutʃao
dathani	Daθani
masalala	masalala
alizoea	alizoea
alipofanywa	alipofaɲwa
mkurungu	mkuɾuᵑgu
kilemba	kileᵐɓa
anawaita	anawaita
wamepotoka	wamepotoka
washinde	waʃiⁿɗe
ameukumbuka	ameukuᵐɓuka
kinachofuat	kinatʃofuat
machifu	matʃifu
wadeni	waɗeni
linalobeba	linaloɓeɓa
mnayaonea	mnajaonea
mabustanini	maɓustanini
kumchagua	kumtʃaɠua
roromoa	ɾoɾomoa
stiri	stiɾi
babatwa	ɓaɓatwa
hawasemezan	hawasemezan
sitasadiki	sitasaɗiki
nguo	ᵑguo
kuwatafuta	kuwatafuta
aligeuka	aliɠeuka
atawawezesha	atawawezeʃa
walimcha	walimtʃa
waliotuchuk	waliotutʃuk
kilichotungikw	kilitʃotuᵑgikw
kumtibu	kumtiɓu
sikutaka	sikutaka
viwashio	viwaʃio
lolote	lolote
vikombe	vikoᵐɓe
vikunazi	vikunazi
andalia	aⁿɗalia
unafanya	unafaɲa
telekevu	telekevu
kukaangwa	kukaaᵑgwa
opago	opaɠo
visinyooke	visiɲooke
iliyomo	ilijomo
kumahanika	kumahanika
miharagwe	mihaɾaɠwe
kufasirika	kufasiɾika
uombaye	uoᵐɓaje
tobolewa	toɓolewa
mkatani	mkatani
lalamika	lalamika
parami	paɾami
ameyachagua	amejatʃaɠua
vigono	viɠono
alivyoambiwa	alivjoaᵐɓiwa
humtumikia	humtumikia
mnaadhimisha	mnaaɗhimiʃa
nisiowajua	nisiowaʄua
huwachezea	huwatʃezea
kidui	kiɗui
kinachotuzu	kinatʃotuzu
marumvirumvi	maɾuᵐviɾuᵐvi
anayemkubal	anajemkuɓal
milile	milile
jozi	ʄozi
mngurumo	mᵑguɾumo
pachu	patʃu
dondoandume	ɗoⁿɗoaⁿɗume
chehe	Chehe
huangaza	huaᵑgaza
hatasema	hatasema
chanjika	tʃaⁿɗʒika
asiyetambua	asijetaᵐɓua
akazaliwa	akazaliwa
alichokula	alitʃokula
kitobosha	kitoɓoʃa
masalale	masalale
akaruhusiwa	akaɾuhusiwa
eliye	Elije
alipotolewa	alipotolewa
umenilinda	umeniliⁿɗa
atakujalia	atakuʄalia
kuliwekea	kuliwekea
karambizi	kaɾaᵐɓizi
zikolee	zikolee
wamepona	wamepona
kutishia	kutiʃia
kakatika	kakatika
amemfufua	amemfufua
ingi	iᵑgi
barisha	ɓaɾiʃa
bidii	ɓiɗii
chubuana	tʃuɓuana
inayofuata	inajofuata
mbinda	ᵐɓiⁿɗa
kutarajia	kutaɾaʄia
amesumbuliwa	amesuᵐɓuliwa
kumpata	kumpata
kasimile	kasimile
aliadhimish	aliaɗhimiʃ
patakatifu	patakatifu
kababu	kaɓaɓu
kikawasikili	kikawasikili
ulianza	uliaⁿza
yeyusha	jejuʃa
vidogovidog	viɗoɠoviɗoɠ
setla	setla
amewajulisha	amewaʄuliʃa
wa	wa
kakatua	kakatua
ng'oa	ŋoa
tegeni	teɠeni
ataudhihiris	atauɗhihiɾis
hamkuingia	hamkuiᵑgia
alibali	aliɓali
aelewe	aelewe
kuuvika	kuuvika
utawasilisha	utawasiliʃa
nyoto	ɲoto
zomeo	zomeo
lukuki	lukuki
suriama	suɾiama
vuvia	vuvia
chachari	tʃatʃaɾi
mchongoma	mtʃoᵑgoma
kutamanitamani	kutamanitamani
ampenda	ampeⁿɗa
uliowezesha	uliowezeʃa
mzomeo	mzomeo
dapilia	ɗapilia
kuru	kuɾu
zimeniishia	zimeniiʃia
nimepigwa	nimepiɠwa
fii	fii
mipira	mipiɾa
miao	miao
mngenijua	mᵑgeniʄua
ukasisi	ukasisi
nage	naɠe
jiepusha	ʄiepuʃa
bwilisha	ɓwiliʃa
yaliyofanan	jalijofanan
mnene	mnene
kufinyangwa	kufiɲaᵑgwa
mfarika	mfaɾika
rudufiwa	ɾuɗufiwa
anayemtunza	anajemtuⁿza
kutumika	kutumika
tanua	tanua
mtashiriki	mtaʃiɾiki
mtokapo	mtokapo
aliiona	aliiona
samani	samani
waanga	waaᵑga
chukulianeni	tʃukulianeni
akivunja	akivuⁿɗʒa
niliyoyasiki	nilijojasiki
mrusi	Mɾusi
kuparuzwa	kupaɾuzwa
kulithumu	kuliθumu
inavyoyeyuk	inavjojejuk
atakayempa	atakajempa
sonona	sonona
kuruhusiwa	kuɾuhusiwa
zela	zela
nyopoa	ɲopoa
spekta	spekta
zinahitajik	zinahitaʄik
aikabili	aikaɓili
kujiita	kuʄiita
imekaribia	imekaɾiɓia
hamkulia	hamkulia
ulipomalizik	ulipomalizik
unahusiana	unahusiana
mchukuano	mtʃukuano
upepeo	upepeo
tufe	tufe
mkumbuu	mkuᵐɓuu
utanguzi	utaᵑguzi
huwaangalia	huwaaᵑgalia
majazi	maʄazi
iliyopo	ilijopo
anayemlaani	anajemlaani
hawa	hawa
kisukuma	kisukuma
bamia	ɓamia
mfiniko	mfiniko
mangungumbaro	maᵑguᵑguᵐɓaɾo
visivyoonek	visivjoonek
kufahamisha	kufahamiʃa
chamko	tʃamko
kulipokucha	kulipokutʃa
kusikilizwa	kusikilizwa
chomoa	tʃomoa
husisha	husiʃa
amwika	amwika
beku	ɓeku
mnasemaje	mnasemaʄe
vipupa	vipupa
mtapitapi	mtapitapi
wasizuiwe	wasizuiwe
umejua	umeʄua
timutimu	timutimu
tarime	Taɾime
anakokaa	anakokaa
mtonga	mtoᵑga
fufua	fufua
huwakopesha	huwakopeʃa
akiisoma	akiisoma
uwaangazie	uwaaᵑgazie
mlichonong'on	mlitʃonoŋon
iliyotengene	ilijoteᵑgene
mabawani	maɓawani
mahindi	mahiⁿɗi
sunobari	sunoɓaɾi
dainamo	ɗainamo
yaangukayo	jaaᵑgukajo
wamekutana	wamekutana
vipindupindu	vipiⁿɗupiⁿɗu
gadimu	ɠaɗimu
nililofanya	nililofaɲa
asiyekawia	asijekawia
angali	aᵑgali
umajimaji	umaʄimaʄi
habari	haɓaɾi
kimeta	kimeta
kugutushwa	kuɠutuʃwa
aruba	aɾuɓa
juya	ʄuja
akatolewa	akatolewa
vyapatana	vjapatana
mtawanyo	mtawaɲo
uandikaji	uaⁿɗikaʄi
fungana	fuᵑgana
kujiandikisha	kuʄiaⁿɗikiʃa
waamori	Waamoɾi
hudhoofisha	huɗhoofiʃa
kuwaandikie	kuwaaⁿɗikie
munkari	munkaɾi
usisite	usisite
imathaya	imaθaja
itimie	itimie
nyungwa	ɲuᵑgwa
bighairi	ɓiɠhaiɾi
huzikwa	huzikwa
likaachwa	likaatʃwa
naomba	naoᵐɓa
wari	waɾi
ninaelewa	ninaelewa
hucheza	hutʃeza
speapati	speapati
kungekuwa	kuᵑgekuwa
kikazaa	kikazaa
viwewe	viwewe
kibichi	kiɓitʃi
nitatimiza	nitatimiza
kumkauka	kumkauka
akajikunjulia	akaʄikuⁿɗʒulia
amewaiteni	amewaiteni
kukutayarish	kukutajaɾiʃ
kusikia	kusikia
kipandio	kipaⁿɗio
peori	Peoɾi
arubaini	aɾuɓaini
akichaga	akitʃaɠa
madongo	maɗoᵑgo
biringani	ɓiɾiᵑgani
zitolewe	zitolewe
wanamchunguz	wanamtʃuᵑguz
kibaoni	Kiɓaoni
fyoto	fjoto
kigawakati	kiɠawakati
ikiwaambia	ikiwaaᵐɓia
wafuatao	wafuatao
niliwahimiza	niliwahimiza
iliyokonda	ilijokoⁿɗa
afikwe	afikwe
isiyoruhusi	isijoɾuhusi
hukingwa	hukiᵑgwa
londea	loⁿɗea
naghama	naɠhama
rusu	ɾusu
kargi	Kaɾɠi
kufika	kufika
isinyeshe	isiɲeʃe
hai	hai
kusisimkwa	kusisimkwa
bofyea	ɓofjea
mrela	mɾela
kujipa	kuʄipa
nimekuwa	nimekuwa
chimbana	tʃiᵐɓana
wakanichukia	wakanitʃukia
tuma	tuma
haridhiki	haɾiɗhiki
inukia	inukia
itawabidi	itawaɓiɗi
machochora	matʃotʃoɾa
uvulana	uvulana
akauondoa	akauoⁿɗoa
atawabomoa	atawaɓomoa
waliojitokez	walioʄitokez
nyiminyimi	ɲimiɲimi
arifiana	aɾifiana
watakataa	watakataa
analosema	analosema
afe	afe
dhalala	ɗhalala
kisuguu	kisuɠuu
warumi	Waɾumi
ikirahi	ikiɾahi
ikipuliziwa	ikipuliziwa
waharibifu	wahaɾiɓifu
iliyotundama	ilijotuⁿɗama
mssada	mssaɗa
nitakukabidh	nitakukaɓiɗh
mpokezi	mpokezi
banangwa	ɓanaᵑgwa
kutofichika	kutofitʃika
tumekubali	tumekuɓali
kutawanyika	kutawaɲika
zipu	zipu
ingekuwa	iᵑgekuwa
tulifarijik	tulifaɾiʄik
utaambiwa	utaaᵐɓiwa
sitayataja	sitajataʄa
ulipopitia	ulipopitia
daika	ɗaika
jikofia	ʄikofia
latokana	latokana
ningeichukua	niᵑgeitʃukua
hongo	hoᵑgo
kuamkiana	kuamkiana
muharamu	Muhaɾamu
tosheka	toʃeka
wangalistahil	waᵑgalistahil
mkiimba	mkiiᵐɓa
kukumba	kukuᵐɓa
alivumisha	alivumiʃa
nipigwe	nipiɠwe
mapindu	mapiⁿɗu
uliokuja	uliokuʄa
paraganya	paɾaɠaɲa
kuwachinja	kuwatʃiⁿɗʒa
ndiye	ⁿɗije
mororo	moɾoɾo
kinachotereza	kinatʃoteɾeza
ampelekea	ampelekea
tungependa	tuᵑgepeⁿɗa
asiyeogopa	asijeoɠopa
kuwadia	kuwaɗia
lisienee	lisienee
mwundo	mwuⁿɗo
sherizi	ʃeɾizi
amefika	amefika
raruka	ɾaɾuka
mateso	mateso
chakurika	tʃakuɾika
walilokataa	walilokataa
chukilika	tʃukilika
kuonewa	kuonewa
walimsihi	walimsihi
bainia	ɓainia
angetoa	aᵑgetoa
limo	limo
muwala	muwala
uliokauka	uliokauka
ushabaki	uʃaɓaki
aliitumia	aliitumia
chimbwa	tʃiᵐɓwa
finehasi	Finehasi
kebehi	keɓehi
hoki	hoki
yanavyonitish	janavjonitiʃ
unavyonguru	unavjoᵑguɾu
msizi	msizi
umeanza	umeaⁿza
ambaye	aᵐɓaje
patangi	pataᵑgi
bodwe	ɓoɗwe
kuzini	kuzini
mbarika	ᵐɓaɾika
vyungu	vjuᵑgu
yorimu	Yoɾimu
ning'iniza	niŋiniza
kemewa	kemewa
matosa	matosa
utunda	utuⁿɗa
amemwonea	amemwonea
tumba	tuᵐɓa
zoloto	zoloto
baharini	ɓahaɾini
donesha	ɗoneʃa
gangazi	ɠaᵑgazi
unanidaka	unaniɗaka
walifikirie	walifikiɾie
makatili	makatili
nakulilia	nakulilia
agano	aɠano
kitomeo	kitomeo
usimjaribu	usimʄaɾiɓu
visivyofaa	visivjofaa
mlio	mlio
gawanyika	ɠawaɲika
milima	milima
nikafanana	nikafanana
pekee	pekee
alipozungumz	alipozuᵑgumz
fumbwe	fuᵐɓwe
chonyotwa	tʃoɲotwa
kung'uta	kuŋuta
vitawale	vitawale
nimelitumai	nimelitumai
walimjabriu	walimʄaɓɾiu
ndiposa	ⁿɗiposa
nilichapwa	nilitʃapwa
anayezingatia	anajeziᵑgatia
wanyonyao	waɲoɲao
jekejeke	ʄekeʄeke
anayemtukan	anajemtukan
pusa	pusa
kuhadithiana	kuhaɗiθiana
ubatili	uɓatili
atawapeni	atawapeni
vitiba	vitiɓa
anywe	aɲwe
hutunzwa	hutuⁿzwa
stahimilivu	stahimilivu
shatashata	ʃataʃata
tumai	tumai
tagaa	taɠaa
hamkunichagu	hamkunitʃaɠu
mayungiyungi	majuᵑgijuᵑgi
wabini	waɓini
matako	matako
lia	lia
buye	ɓuje
wanamjua	wanamʄua
alilomwitia	alilomwitia
tunayoiunga	tunajoiuᵑga
nimepuuzwa	nimepuuzwa
akatupa	akatupa
huwasilisha	huwasiliʃa
kuwathibitis	kuwaθiɓitis
atamwokoa	atamwokoa
pakiti	pakiti
alioupenda	alioupeⁿɗa
mnaopenda	mnaopeⁿɗa
awezaye	awezaje
iliyopatikan	ilijopatikan
yafuatayo	jafuatajo
mauwe	mauwe
peperusha	pepeɾuʃa
ahusike	ahusike
wazito	wazito
juma	ʄuma
kutuokoa	kutuokoa
tulifanya	tulifaɲa
waduruma	Waɗuɾuma
vyayeyuka	vjajejuka
tujumuike	tuʄumuike
waminifu	waminifu
ninayekupen	ninajekupen
nitakapopumz	nitakapopumz
unaokausha	unaokauʃa
tumikieni	tumikieni
waliooa	waliooa
ilikataa	ilikataa
nilijivuna	niliʄivuna
kitafichuliw	kitafitʃuliw
viunoni	viunoni
kukubali	kukuɓali
yaliuawa	jaliuawa
