recipe	ret͡sˈipe
illegal	ˌileɡˈal
decennio	det͡sˈenjo
division	dˌivisjˈon
detalio	detˈaljo
factor	faktˈor
molecular	mˌolekulˈar
vidite	vidˈite
calculate	kˌalkulˈate
circumstantias	t͡sˌirkumstˈantjas
maximo	mˈaksimo
Textos	tˈekstos
frontieras	frontjˈeras
entrar	entrˈar
stilo	stˈilo
prohibite	prˌohibˈite
ration	ratjˈon
combinationes	kˌombinatjˈones
circular	t͡sˌirkulˈar
superviveva	sˌupervivˈeva
luna	lˈuna
alcun	ˈalkun
scripto	skrˈipto
cives	t͡sˈives
immediate	ˌimedjˈate
ethnic	ˈetnik
estraniero	ˌestranjˈero
fiction	fiktjˈon
concernente	kˌont͡sernˈente
rosate	rosˈate
phrases	frˈases
deo	ðˈeo
fornir	fornˈir
omne	ˈomne
approximatemente	ˌaproksˌimatemˈente
uni	ˈuni
imponite	ˌimponˈite
offereva	ˌoferˈeva
Con	kˈon
sembla	sˈembla
archivos	art͡ʃˈivos
designos	desˈiɡnos
greco	ɡrˈeko
Microsoft	mˌikrosˈoft
Pona	pˈona
Brongersma	broŋɡˈersma
dictionario	dˌiktjonˈarjo
Espania	espˈanja
commenciava	kˌoment͡sjˈava
instruction	ˌinstruktjˈon
invasion	ˌinvasjˈon
Henrico	henrˈiko
juxta	ʒˈuksta
usar	usˈar
physico	fˈisiko
haveva	havˈeva
Couturat	kˌouturˈat
fundatores	fˌundatˈores
Google	ɡoˈoɡle
chacos	ʃˈakos
articulation	ˌartikˌulatjˈon
rendite	rendˈite
removite	rˌemovˈite
create	kreˈate
anteriormente	ˌanterjormˈente
forsan	fˈorsan
manifesta	mˌanifˈesta
depende	depˈende
ut	ˈut
Al	ˈal
maritava	mˌaritˈava
nude	nˈude
Wikipedia	wˌikipˈedja
liberation	lˌiberatjˈon
primates	primˈates
pronomine	pronˈomine
masculin	mˌaskulˈin
picturas	piktˈuras
Europee	ˌeuropˈee
quadratos	kwadrˈatos
interpretate	ˌinterpretˈate
digital	dˌiɡitˈal
participio	pˌartit͡sˈipjo
faceva	fat͡sˈeva
variantes	varjˈantes
centimetros	t͡sentˈimetros
bon	bˈon
mais	mˈais
por	pˈor
biblic	bˈiblik
monstrava	monstrˈava
promethium	promˈetjum
realisava	rˌealisˈava
avantage	ˌavantˈaʒe
massas	mˈasas
impression	ˌimpresjˈon
formava	formˈava
subjecte	subʒˈekte
predecessor	prˌedet͡sesˈor
quitava	kwitˈava
colonisation	kˌolonˌisatjˈon
metallos	metˈalos
petra	pˈetra
futuro	futˈuro
viver	vivˈer
sur	sˈur
jalne	ʒˈalne
istes	ˈistes
fratre	frˈatre
tentativa	tˌentatˈiva
late	lˈate
Naruto	narˈuto
comenciar	kˌoment͡sjˈar
consequentia	kˌonsekwˈentja
existentia	ˌeksistˈentja
crescite	krest͡sˈite
pannello	panˈelo
Les	lˈes
brasilian	brˌasiljˈan
occidite	ˌot͡sidˈite
Vetule	vˈetule
fundamentos	fˌundamˈentos
feminas	fˈeminas
Jocos	ʒˈokos
commercio	komˈert͡sjo
exige	eksˈiɡe
sacerdote	sˌat͡serdˈote
arte	ˈarte
racemo	rat͡sˈemo
basate	basˈate
eucaryotes	ˌe͡ʊkarjˈotes
date	dˈate
extinction	ˌekstinktjˈon
foreste	forˈeste
organismos	ˌorɡanˈismos
traciar	trat͡sjˈar
internationalmente	ˌinternˌatjonalmˈente
Rock	rˈokk
alto	ˈalto
venita	venˈita
i	ˈi
adresses	adrˈeses
locos	lˈokos
eliger	ˌeliɡˈer
attinger	ˌatiŋɡˈer
fugir	fuɡˈir
compania	kˌompanˈia
forni	fˈorni
solitari	sˌolitˈari
significato	sˌiɡnifikˈato
negative	nˌeɡatˈive
Colombia	kolˈombja
parlamento	pˌarlamˈento
pedophilos	pedˈofilos
Book	boˈok
liberar	lˌiberˈar
colores	kolˈores
domestic	domˈestik
recerca	ret͡sˈerka
proposition	prˌopositjˈon
secular	sˌekulˈar
consentite	kˌonsentˈite
Occidente	ˌot͡sidˈente
demonstrava	dˌemonstrˈava
real	reˈal
material	mˌaterjˈal
scientias	st͡sjˈentjas
classe	klˈase
usator	ˌusatˈor
radiation	rˌadjatjˈon
fin	fˈin
Existe	eksˈiste
materne	matˈerne
Smith	smˈit
densitate	dˌensitˈate
village	vilˈaʒe
classificar	klˌasifikˈar
atheismo	atˈe͡ɪsmo
attachate	ˌatat͡ʃˈate
governator	ɡˌovernatˈor
inferior	ˌinferjˈor
declarationes	dˌeklaratjˈones
unite	unˈite
continental	kˌontinentˈal
muro	mˈuro
ecclesia	eklˈesja
Charles	t͡ʃˈarles
complimento	kˌomplimˈento
mares	mˈares
reformas	refˈormas
Hans	hˈans
columna	kolˈumna
destrueva	destrwˈeva
senior	senjˈor
fugiva	fuɡˈiva
observation	ˌobservatjˈon
examine	eksˈamine
passa	pˈasa
defensores	dˌefensˈores
prendeva	prendˈeva
Eduardo	edwˈardo
preste	prˈeste
identificate	ˌidentˌifikˈate
formate	formˈate
Septe	sˈepte
Carinthia	karˈintja
Die	dˈie
malgrado	malɡrˈado
rural	rurˈal
sportive	sportˈive
affin	afˈin
quarto	kwˈarto
tan	tˈan
George	ɡeˈorɡe
debattos	debˈatos
massive	masˈive
Illos	ˈilos
these	tˈese
Vasari	vasˈari
passo	pˈaso
contes	kˈontes
leve	lˈeve
roccas	rˈokas
portraits	portrˈes
impedir	ˌimpedˈir
Convention	kˌonventjˈon
representantes	rˌepresentˈantes
Nostre	nˈostre
memoria	memˈorja
India	ˈindja
Gaio	ɡˈa͡ɪo
administration	ˌadminˌistratjˈon
curte	kˈurte
infantil	ˌinfantˈil
stoppar	stopˈar
diaphragma	djafrˈaɡma
solutiones	sˌolutjˈones
representava	rˌepresentˈava
minerales	mˌinerˈales
show	ʃˈow
fungos	fˈuŋɡos
produceva	prˌodut͡sˈeva
clientes	kljˈentes
retirava	rˌetirˈava
cinquanta	t͡siŋkwˈanta
sexual	sekswˈal
currer	kurˈer
absolute	ˌabsolˈute
nemo	nˈemo
secundo	sekˈundo
controlo	kontrˈolo
technologias	tˌeknoloɡˈias
hindu	hindˈu
sablo	sˈablo
amplitude	ˌamplitˈude
definitive	dˌefinitˈive
historietta	hˌistorjˈeta
mortos	mˈortos
equipa	ekwˈipa
parlava	parlˈava
substantial	sˌubstantjˈal
extincte	ekstˈinkte
Traditionalmente	trˌaditjˌonalmˈente
Sud	sˈud
Communitate	kˌomunitˈate
organisation	ˌorɡanˌisatjˈon
disparite	dˌisparˈite
practicate	prˌaktikˈate
Ab	ˈab
accordos	akˈordos
aures	ˈawres
fluido	flˈuido
York	jˈork
deputatos	dˌeputˈatos
costume	kostˈume
Engels	eŋɡˈels
dona	dˈona
Systema	sistˈema
induction	ˌinduktjˈon
experimentos	ˌeksperimˈentos
Africa	ˈafrika
editate	ˌeditˈate
propone	propˈone
aggressive	ˌaɡresˈive
Per	pˈer
angelo	ˈanɡelo
labora	labˈora
comparate	kˌomparˈate
V	vˈe
stabile	stˈabile
episcopo	epˈiskopo
soldato	soldˈato
Lancaster	lˌankastˈer
pedemontese	pˌedemontˈese
bucca	bˈuka
rhythmo	rˈitmo
sonos	sˈonos
indefinite	ˌindefinˈite
redactor	rˌedaktˈor
Jerusalem	ʒˌerusalˈem
districto	distrˈikto
Royal	rojˈal
etymologic	ˌetimolˈoɡik
notation	nˌotatjˈon
Consequentemente	kˌonsekwˌentemˈente
armea	armˈea
reservate	rˌeservˈate
essayate	ˌesajˈate
compilate	kˌompilˈate
centro	t͡sˈentro
lentemente	lˌentemˈente
habitava	hˌabitˈava
paisage	pa͡ɪsˈaʒe
dentes	dˈentes
denomination	dˌenomˌinatjˈon
presentia	presˈentja
Gustav	ɡustˈav
cognite	kˈoɡnite
auree	a͡ʊrˈee
los	lˈos
becco	bˈeko
posta	pˈosta
occurrer	ˌokurˈer
diagramma	djaɡrˈama
communitate	kˌomunitˈate
evidente	ˌevidˈente
tribo	trˈibo
Republican	rˌepublikˈan
lector	lektˈor
equalitate	ˌekwalitˈate
House	hoˈuse
Orthodoxe	ˌortodˈokse
rito	rˈito
moriva	morˈiva
tosto	tˈosto
pariete	parjˈete
masculo	mˈaskulo
Desde	dˈesde
lor	lˈor
hereditario	hˌereditˈarjo
scopo	skˈopo
pulmonar	pˌulmonˈar
moderate	mˌoderˈate
septimanas	sˌeptimˈanas
officiero	ˌofit͡sjˈero
corporal	kˌorporˈal
mentionate	mˌentjonˈate
Julio	ʒˈuljo
summa	sˈuma
extrememente	ˌekstrememˈente
costa	kˈosta
description	dˌeskriptjˈon
una	ˈuna
bibliotheca	bˌibljotˈeka
senso	sˈenso
Illa	ˈila
evidentia	ˌevidˈentja
puncto	pˈunkto
mentiona	mentjˈona
terrestre	terˈestre
Alteres	ˈalteres
observar	ˌobservˈar
formation	fˌormatjˈon
general	ɡˌenerˈal
viage	vjˈaʒe
strategia	strˌateɡˈia
silicium	silˈit͡sjum
economia	ˌekonomˈia
multos	mˈultos
Beatles	beˈatles
armate	armˈate
variante	varjˈante
populose	pˌopulˈose
Congresso	koŋɡrˈeso
solmente	solmˈente
pilo	pˈilo
vulpes	vˈulpes
creaturas	krˌeatˈuras
specialistas	spˌet͡sjalˈistas
Turre	tˈure
permitteva	pˌermitˈeva
cantos	kˈantos
premio	prˈemjo
Tiberio	tibˈerjo
preparate	prˌeparˈate
blanco	blˈanko
conventional	kˌonventjonˈal
atomic	atˈomik
agricole	ˌaɡrikˈole
contento	kontˈento
tradition	trˌaditjˈon
tales	tˈales
vigor	viɡˈor
altere	ˈaltere
similaritates	sˌimilˌaritˈates
modo	mˈodo
studente	studˈente
obvie	ˈobvje
superficial	sˌuperfit͡sjˈal
bestial	bestjˈal
maladia	mˌaladˈia
exemplares	ˌeksemplˈares
render	rendˈer
modificationes	mˌodifˌikatjˈones
condemnate	kˌondemnˈate
scripte	skrˈipte
impacto	impˈakto
principe	print͡sˈipe
Aragon	ˌaraɡˈon
proxime	prˈoksime
granpatre	ɡranpˈatre
operator	ˌoperatˈor
accompaniate	ˌakompanjˈate
filo	fˈilo
biologic	bjolˈoɡik
Danmark	danmˈark
leger	leɡˈer
rubidium	rubˈidjum
radices	radˈit͡ses
monte	mˈonte
republican	rˌepublikˈan
Paris	parˈis
lassate	lasˈate
Guerra	ɡwˈera
mostra	mˈostra
cognoscite	kˌoɡnost͡sˈite
germanium	ɡermˈanjum
radical	rˌadikˈal
selectionate	sˌelektjonˈate
vulgar	vulɡˈar
acidos	ˈat͡sidos
acquirite	ˌakkwirˈite
opera	ˈopera
retornar	rˌetornˈar
Xenophon	ksˌenofˈon
mundo	mˈundo
Arte	ˈarte
distinction	dˌistinktjˈon
biographias	bjˌoɡrafˈias
Bison	bisˈon
prefixate	prˌefiksˈate
Universal	ˌuniversˈal
italiano	ˌitaljˈano
experimentava	ˌeksperˌimentˈava
ambiental	ˌambjentˈal
etate	etˈate
abuso	abˈuso
Elizabeth	ˌelizabˈet
particularmente	pˌartikˌularmˈente
formal	formˈal
plagias	plˈaʒas
niobium	niˈobjum
mercato	merkˈato
substituite	sˌubstitwˈite
nota	nˈota
participava	pˌartit͡sipˈava
General	ɡˌenerˈal
editores	ˌeditˈores
tempore	tˈempore
celo	t͡sˈelo
decennios	det͡sˈenjos
sperantia	sperˈantja
gallium	ɡˈaljum
durante	durˈante
tribos	trˈibos
base	bˈase
fontes	fˈontes
confrontar	kˌonfrontˈar
renascentia	rˌenast͡sˈentja
pipiones	pipjˈones
characteristicas	kˌarakterˈistikas
policia	pˌolit͡sˈia
signava	siɡnˈava
Jehovah	ʒehˈovah
potentia	potˈentja
fabricate	fˌabrikˈate
scribe	skrˈibe
votos	vˈotos
par	pˈar
nascite	nast͡sˈite
Finalmente	fˌinalmˈente
morte	mˈorte
referendum	rˌeferˈendum
Aphrodite	ˌafrodˈite
ben	bˈen
Invariabile	ˌinvarjˈabile
quasi	kwˈasi
signal	siɡnˈal
informal	ˌinformˈal
includente	ˌinkludˈente
supertoto	sˌupertˈoto
initiate	ˌinitjˈate
urbe	ˈurbe
devenite	dˌevenˈite
PIE	pjˈe
Concilio	kont͡sˈiljo
utilisation	ˌutilˌisatjˈon
archeologic	ˌarkeolˈoɡik
Peano	peˈano
sanitari	sˌanitˈari
vengiantia	venʒˈantja
addition	ˌaditjˈon
Valle	vˈale
litoral	lˌitorˈal
New	nˈiw
phenomeno	fenˈomeno
interpretation	ˌinterprˌetatjˈon
calefaction	kˌalefaktjˈon
pressa	prˈesa
fama	fˈama
fortemente	fˌortemˈente
duple	dˈuple
administrator	ˌadminˌistratˈor
Menelao	mˌenelˈao
condition	kˌonditjˈon
usual	uswˈal
technologic	tˌeknolˈoɡik
trans	trˈans
theatro	teˈatro
supporta	supˈorta
ubique	ubˈikwe
obscuritate	ˌobskuritˈate
nocte	nˈokte
energic	enˈerɡik
anterior	ˌanterjˈor
International	ˌinternˌatjonˈal
veritate	vˌeritˈate
cantatores	kˌantatˈores
appartamento	ˌapartamˈento
divideva	dˌividˈeva
franc	frˈank
inter	ˈinter
Schola	st͡ʃˈola
Las	lˈas
actiones	aktjˈones
Claudio	klˈa͡ʊdjo
mental	mentˈal
pueros	pˈueros
independente	ˌindependˈente
norma	nˈorma
comprendeva	kˌomprendˈeva
mense	mˈense
justo	ʒˈusto
venite	venˈite
devenir	dˌevenˈir
intervention	ˌinterventjˈon
defende	defˈende
autores	a͡ʊtˈores
sector	sektˈor
XX	vˈinti
mythologic	mˌitolˈoɡik
photos	fˈotos
distinguer	dˌistiŋɡwˈer
canta	kˈanta
vole	vˈole
immense	imˈense
equipas	ekwˈipas
gestion	ɡestjˈon
rapide	rˈapide
servitores	sˌervitˈores
scientista	st͡sjentˈista
anatomic	ˌanatˈomik
location	lˌokatjˈon
travalios	travˈaljos
connexe	konˈekse
adjutava	ˌadʒutˈava
contributiones	kˌontributjˈones
possede	posˈede
lupo	lˈupo
damno	dˈamno
vulpe	vˈulpe
diabete	djabˈete
posto	pˈosto
veniente	venjˈente
interprisa	ˌinterprˈisa
alcuno	alkˈuno
primo	prˈimo
indicante	ˌindikˈante
resurrection	rˌesurektjˈon
va	vˈa
cordes	kˈordes
centos	t͡sˈentos
Sin	sˈin
testamento	tˌestamˈento
russo	rˈuso
habe	hˈabe
quanto	kwˈanto
grano	ɡrˈano
Libere	lˈibere
rete	rˈete
menacia	menˈat͡sja
pais	pˈa͡ɪs
Sede	sˈede
Singapur	sˌiŋɡapˈur
dependente	dˌependˈente
explicava	ˌeksplikˈava
cadeva	kadˈeva
School	st͡ʃoˈol
romance	romˈant͡se
Israel	ˌisraˈel
rotation	rˌotatjˈon
C	sˈe
implementation	ˌimplemˌentatjˈon
Centro	t͡sˈentro
dextra	dˈekstra
lectiones	lektjˈones
homine	hˈomine
medio	mˈedjo
monstrar	monstrˈar
scientia	st͡sjˈentja
da	dˈa
importante	ˌimportˈante
descendentia	dˌest͡sendˈentja
cerca	t͡sˈerka
toto	tˈoto
Ecclesia	eklˈesja
grande	ɡrˈande
territorio	tˌeritˈorjo
traduceva	trˌadut͡sˈeva
hierarchia	hjˌerarkˈia
relationate	rˌelatjonˈate
conservation	kˌonservatjˈon
Lord	lˈord
falleva	falˈeva
Ci	t͡sˈi
practica	prˈaktika
religiose	rˌeliɡjˈose
apparite	ˌaparˈite
Jacobo	ʒˈakobo
nonobstante	nˌonobstˈante
cercava	t͡serkˈava
necessitates	nˌet͡sesitˈates
apportate	ˌaportˈate
copias	kˈopjas
ca	kˈa
revolutiones	rˌevolutjˈones
consistente	kˌonsistˈente
transverso	transvˈerso
pensava	pensˈava
publicitate	pˌublit͡sitˈate
fictional	fˌiktjonˈal
classifica	klasˈifika
ave	ˈave
postea	postˈea
characteres	t͡ʃˌaraktˈeres
lectura	lektˈura
probabilemente	prˌobabˌilemˈente
momento	momˈento
resultatos	rˌesultˈatos
pete	pˈete
Iste	ˈiste
infectate	ˌinfektˈate
pederastia	pˌederastˈia
francese	frant͡sˈese
compositos	kompˈositos
cavallos	kavˈalos
brasilianos	brˌasiljˈanos
cambios	kˈambjos
Germania	ɡermˈanja
celtic	t͡sˈeltik
experientia	ˌeksperjˈentja
disveloppar	dˌisvelopˈar
serviva	servˈiva
attingeva	ˌatiŋɡˈeva
analyse	anˈalise
Alcunes	alkˈunes
centra	t͡sˈentra
crea	krˈea
relievo	reljˈevo
addite	adˈite
reducite	rˌedut͡sˈite
schema	st͡ʃˈema
Montreal	mˌontreˈal
precio	prˈet͡sjo
El	ˈel
ordinava	ˌordinˈava
remover	rˌemovˈer
representation	rˌepresˌentatjˈon
stadio	stˈadjo
divin	divˈin
contineva	kˌontinˈeva
detra	dˈetra
suffice	sufˈit͡se
public	pˈublik
frequentias	frekwˈentjas
intendeva	ˌintendˈeva
subjectos	subʒˈektos
VIH	vˈih
legislation	lˌeɡislatjˈon
apportava	ˌaportˈava
pertineva	pˌertinˈeva
rege	rˈeɡe
orthographia	ˌortoɡrafˈia
valide	vˈalide
stationes	statjˈones
Compania	kˌompanˈia
human	humˈan
reteneva	rˌetenˈeva
laboratorio	lˌaboratˈorjo
esperantistas	ˌesperantˈistas
spatial	spatjˈal
essayava	ˌesajˈava
consonante	kˌonsonˈante
inscription	ˌinskriptjˈon
commando	komˈando
derivation	dˌerivatjˈon
plure	plˈure
censo	t͡sˈenso
clave	klˈave
occupava	ˌokupˈava
documento	dˌokumˈento
ancestre	ant͡sˈestre
alliantia	aljˈantja
accento	at͡sˈento
intelligente	ˌinteliɡˈente
connexiones	kˌoneksjˈones
menaciate	mˌenat͡sjˈate
organismo	ˌorɡanˈismo
costo	kˈosto
introduceva	ˌintrodut͡sˈeva
apte	ˈapte
gruppos	ɡrˈupos
narra	nˈara
calor	kalˈor
domesticate	dˌomestikˈate
Grecia	ɡrˈet͡sja
familiar	fˌamiljˈar
directiones	dˌirektjˈones
Lisbona	lisbˈona
les	lˈes
modificate	mˌodifikˈate
interpreta	ˌinterprˈeta
harmonia	hˌarmonˈia
gloria	ɡlˈorja
societate	sˌot͡sjetˈate
dramatic	dramˈatik
transmitter	trˌansmitˈer
initiativa	ˌinitjatˈiva
finir	finˈir
amonta	amˈonta
enorme	enˈorme
sitos	sˈitos
separatemente	sˌeparˌatemˈente
contrasto	kontrˈasto
rock	rˈokk
specialisate	spˌet͡sjalisˈate
Ultra	ˈultra
conscientia	konst͡sjˈentja
cumulo	kˈumulo
I	ˈi
appello	apˈelo
opposite	opˈosite
campo	kˈampo
Certe	t͡sˈerte
Academia	ˌakademˈia
aves	ˈaves
Philippo	filˈipo
ligate	liɡˈate
Madagascar	mˌadaɡaskˈar
incontro	inkˈontro
infantes	infˈantes
successos	sut͡sˈesos
marito	marˈito
Corporation	kˌorporatjˈon
magazin	mˌaɡazˈin
offere	ofˈere
Martijn	martˈiʒn
partialmente	pˌartjalmˈente
seta	sˈeta
intra	ˈintra
Vita	vˈita
concrete	konkrˈete
punk	pˈuŋk
Italia	itˈalja
multiple	mˈultiple
nulle	nˈule
civil	t͡sivˈil
parentheses	parˈenteses
Java	ʒˈava
spirito	spˈirito
fabula	fˈabula
vicin	vit͡sˈin
car	kˈar
strata	strˈata
debatto	debˈato
nederlandese	nˌederlandˈese
no	nˈo
como	kˈomo
prophetia	prˌofetˈia
largor	larɡˈor
perception	pˌert͡septjˈon
forrage	forˈaʒe
election	ˌelektjˈon
nova	nˈova
litteralmente	lˌiteralmˈente
surgeva	surɡˈeva
tractamentos	trˌaktamˈentos
fila	fˈila
disveloppamentos	dˌisvelˌopamˈentos
lacos	lˈakos
catholic	katˈolik
significava	sˌiɡnifikˈava
filmes	fˈilmes
functiona	funktjˈona
assassinato	ˌasasinˈato
Albert	albˈert
successor	sˌut͡sesˈor
mortal	mortˈal
categoria	kˌateɡorˈia
Dublin	dublˈin
Tres	trˈes
momentos	momˈentos
Jean	ʒeˈan
exterior	ˌeksterjˈor
requireva	rˌekwirˈeva
Societate	sˌot͡sjetˈate
function	funktjˈon
monachos	mˈonakos
marca	mˈarka
parallel	pˌaralˈel
definition	dˌefinitjˈon
Hall	hˈol
facilitates	fˌat͡silitˈates
pede	pˈede
incorrecte	ˌinkorˈekte
rapiditate	rˌapiditˈate
addeva	adˈeva
precise	pret͡sˈise
parentes	parˈentes
traductores	trˌaduktˈores
elemento	ˌelemˈento
complete	komplˈete
Atlantic	atlˈantik
essayo	esˈajo
usque	ˈuske
divisiones	dˌivisjˈones
scopos	skˈopos
mar	mˈar
cambio	kˈambjo
usatores	ˌusatˈores
destruite	destrwˈite
Daejeon	dˌaeʒeˈon
anatomia	ˌanatomˈia
parlatores	pˌarlatˈores
conclusion	kˌonklusjˈon
duration	dˌuratjˈon
IV	kwˈatro
donava	donˈava
symptomas	simptˈomas
sectiones	sektjˈones
acquisition	ˌakkwisitjˈon
Helena	hˈelena
peste	pˈeste
liberemente	lˌiberemˈente
Normalmente	nˌormalmˈente
proveniente	prˌovenjˈente
exactemente	ˌeksaktemˈente
communion	kˌomunjˈon
vision	visjˈon
appellava	ˌapelˈava
debite	dˈebite
decidite	dˌet͡sidˈite
unification	ˌunifˌikatjˈon
evitar	ˌevitˈar
defia	defˈia
desde	dˈesde
frigide	frˈiɡide
erronee	ˌeronˈee
Dunque	dˈuŋkwe
positive	pˌositˈive
converter	kˌonvertˈer
debe	dˈebe
Language	laŋɡwˈaɡe
cooperation	kˌoopˌeratjˈon
ancestres	ant͡sˈestres
Alicun	ˈalikun
Licentia	lit͡sˈentja
King	kˈiŋɡ
X	ˈiks
Cata	kˈata
licentia	lit͡sˈentja
svedese	svedˈese
obstante	obstˈante
rattos	rˈatos
William	wiljˈam
statistica	statˈistika
recognoscer	rˌekoɡnost͡sˈer
dextre	dˈekstre
varia	vˈarja
passato	pasˈato
decades	dˈekades
historico	histˈoriko
melior	meljˈor
Occidental	ˌot͡sidentˈal
martio	mˈartjo
transmission	trˌansmisjˈon
denominate	dˌenominˈate
vetule	vˈetule
quante	kwˈante
fiasco	fjˈasko
Brian	brjˈan
institution	ˌinstitutjˈon
li	lˈi
representate	rˌepresentˈate
favorite	fˌavorˈite
occupation	ˌokupatjˈon
autor	a͡ʊtˈor
vocabulo	vokˈabulo
ethica	ˈetika
attaccos	atˈakos
victima	vˈiktima
appella	apˈela
jazz	d͡ʒˈez
capacitate	kˌapat͡sitˈate
aragonese	ˌaraɡonˈese
byzantin	bˌizantˈin
electe	elˈekte
canales	kanˈales
colpos	kˈolpos
surprisa	surprˈisa
Io	ˈio
dynastia	dˌinastˈia
preda	prˈeda
contra	kˈontra
formato	formˈato
lontan	lontˈan
qui	kˈi
Aves	ˈaves
Pais	pˈa͡ɪs
categorias	kˌateɡorˈias
caso	kˈaso
quinte	kwˈinte
Corte	kˈorte
accesso	at͡sˈeso
presidentia	prˌesidˈentja
romanos	romˈanos
ultra	ˈultra
crise	krˈise
star	stˈar
Equalmente	ˌekwalmˈente
sede	sˈede
duo	dˈuo
gases	ɡˈases
academia	ˌakademˈia
Pythagoras	pitˈaɡoras
participa	pˌartit͡sˈipa
gran	ɡrˈan
christian	kristjˈan
ISO	ˈiso
facilemente	fˌat͡silemˈente
planeta	planˈeta
possibilitates	pˌosibˌilitˈates
novella	novˈela
dirigente	dˌiriɡˈente
selenium	selˈenjum
The	tˈe
retirate	rˌetirˈate
compilation	kˌompilatjˈon
Jones	ʒˈones
immigrantes	ˌimiɡrˈantes
micre	mˈikre
Uno	ˈuno
sempre	sˈempre
originalmente	ˌoriɡˌinalmˈente
Saturno	satˈurno
mobile	mˈobile
coxa	kˈoksa
pseudonymo	psˌeudˈonimo
voluntari	vˌoluntˈari
Johann	ʒohˈan
focar	fokˈar
monstrate	monstrˈate
columnas	kolˈumnas
liberate	lˌiberˈate
lassante	lasˈante
assume	asˈume
apertura	ˌapertˈura
Constitution	kˌonstitutjˈon
arriva	arˈiva
humor	humˈor
stabilitate	stˌabilitˈate
chronic	krˈonik
Debite	dˈebite
eventualmente	ˌeventwalmˈente
risco	rˈisko
claudite	kla͡ʊdˈite
creava	kreˈava
conta	kˈonta
branca	brˈanka
exister	ˌeksistˈer
appellar	ˌapelˈar
Utah	utˈah
fame	fˈame
tolerantia	tˌolerˈantja
pronomines	pronˈomines
ordinate	ˌordinˈate
galaxias	ɡalˈaksjas
terminate	tˌerminˈate
financiari	fˌinant͡sjˈari
Association	ˌasot͡sjatjˈon
Si	sˈi
succedeva	sˌut͡sedˈeva
culpa	kˈulpa
proximitate	prˌoksimitˈate
Edward	edwˈard
poemas	poˈemas
ronde	rˈonde
occasion	ˌokasjˈon
orchestra	ort͡ʃˈestra
corona	korˈona
dies	dˈies
data	dˈata
Niagara	ŋjˈaɡara
militar	mˌilitˈar
intendite	ˌintendˈite
felicitate	fˌelit͡sitˈate
ad	ˈad
rumine	rˈumine
longitude	lˌoŋɡitˈude
invariabile	ˌinvarjˈabile
cessava	t͡sesˈava
augmenta	a͡ʊɡmˈenta
station	statjˈon
numero	nˈumero
distinctive	dˌistinktˈive
Historias	histˈorjas
que	kˈe
manual	manwˈal
krypton	krˈipton
rationes	ratjˈones
decisiones	dˌet͡sisjˈones
difficile	difˈit͡sile
dignitate	dˌiɡnitˈate
hora	hˈora
criterio	kritˈerjo
viagiar	vjaʒˈar
travaliava	trˌavaljˈava
oceano	ot͡sˈeano
Piro	pˈiro
traductor	trˌaduktˈor
Esque	ˈeske
haber	habˈer
auxiliar	ˌa͡ʊksiljˈar
quando	kwˈando
multe	mˈulte
banda	bˈanda
Troia	θrˈoja
academic	ˌakadˈemik
Antonio	antˈonjo
Giovanni	ɡjovˈani
accentuate	ˌat͡sentwˈate
certo	t͡sˈerto
medios	mˈedjos
intentiones	ˌintentjˈones
fructos	frˈuktos
Quanto	kwˈanto
mover	movˈer
dubita	dˈubita
prole	prˈole
derivar	dˌerivˈar
limitate	lˌimitˈate
Re	rˈe
schemas	st͡ʃˈemas
iva	ˈiva
separa	sepˈara
electric	elˈektrik
dice	dˈit͡se
match	mˈat͡ʃ
cultura	kultˈura
ministerio	mˌinistˈerjo
Angeles	aŋɡˈeles
bonasus	bonˈasus
plana	plˈana
comprension	kˌomprensjˈon
communitates	kˌomunitˈates
transgenere	trˌansɡenˈere
simultaneemente	sˌimultˌaneemˈente
mathematic	mˌatemˈatik
trenta	trˈenta
manifestation	mˌanifˌestatjˈon
portrait	portrˈe
chinese	ʃinˈese
Roma	rˈoma
Prime	prˈime
episodios	ˌepisˈodjos
discoperi	dˌiskopˈeri
modification	mˌodifˌikatjˈon
controlate	kˌontrolˈate
projecto	proʒˈekto
primavera	prˌimavˈera
comocunque	kˌomokˈuŋkwe
version	versjˈon
a	ˈa
gamba	ɡˈamba
adder	adˈer
retorna	retˈorna
seculos	sˈekulos
regularmente	rˌeɡularmˈente
trovar	trovˈar
vitas	vˈitas
protection	prˌotektjˈon
grandemente	ɡrˌandemˈente
IP	ˈip
minas	mˈinas
propriemente	prˌoprjemˈente
characterisate	t͡ʃˌaraktˌerisˈate
segmentos	seɡmˈentos
normal	normˈal
maladias	mˌaladˈias
utile	ˈutile
catalogo	katˈaloɡo
aun	ˈa͡ʊn
hospites	hˈospites
imponeva	ˌimponˈeva
intersection	ˌintersektjˈon
Proque	prokˈe
promoveva	prˌomovˈeva
inventate	ˌinventˈate
manuscripto	mˌanuskrˈipto
Istes	ˈistes
hodie	hˈodje
supernatural	sˌupernˌaturˈal
decide	det͡sˈide
humano	humˈano
cercar	t͡serkˈar
bobina	bobˈina
bracio	brˈat͡sjo
selection	sˌelektjˈon
visual	viswˈal
crescimento	krˌest͡simˈento
chordas	t͡ʃˈordas
objectivos	ˌobʒektˈivos
pms	pˌeˌemˈes
Magne	mˈaɡne
templo	tˈemplo
