pcion	pt͡ɕɔn
drugą	druɡɔ̃
konsek	kɔ̃sɛk
lazłem	lazwɛm
waży	vaʐɨ
mękę	mɛŋkɛ
pokost	pɔkɔst
pyskata	pɨskata
galaktycznie	ɡalaktɨt͡ʂɲɛ
koźbiał	kɔʑbʲaw
oczywistego	ɔt͡ʂɨvʲistɛɡɔ
rosyjskimi	rɔsɨjskʲimʲi
rozpiska	rɔspʲiska
spadasz	spadaʂ
większą	vʲɛŋkʂɔ̃
brwiach	brvʲax
cyrulik	t͡sɨrulʲik
nieprzezornie	ɲɛpʂɛzɔrɲɛ
restauracyj	rɛstawrat͡sɨj
smarkaty	smarkatɨ
gnoje	ɡnɔjɛ
zjawię	zjavʲɛ
kwiaciarz	kfʲat͡ɕaʂ
klub	klup
angola	anɡɔla
kicol	kʲit͡sɔl
ę	ɛ̃
ochoczo	ɔxɔt͡ʂɔ
czadyjska	t͡ʂadɨjska
rodzi	rɔd͡ʑi
głuptak	ɡwuptak
grabię	ɡrabʲɛ
oświadczyny	ɔɕfʲatt͡ʂɨnɨ
siostrobójca	ɕɔstrɔbujt͡sa
ząbkowska	zɔmpkɔfska
zakażającą	zakaʐajɔnt͡sɔ̃
drę	drɛ
grosz	ɡrɔʂ
globalizacja	ɡlɔbalʲizat͡sja
karym	karɨm
jaszczuk	jaʂt͡ʂuk
owocni	ɔvɔt͡sɲi
lizane	lʲizanɛ
piwnej	pʲivnɛj
siennik	ɕɛnɲik
zębatki	zɛmbatkʲi
gumula	ɡumula
kaso	kasɔ
wołąsewicz	vɔwɔ̃sɛvʲit͡ʂ
wyszyński	vɨʂɨɲskʲi
wyżeł	vɨʐɛw
kocon	kɔt͡sɔn
barciami	bart͡ɕamʲi
odwodziciel	ɔdvɔd͡ʑit͡ɕɛl
jadały	jadawɨ
biednych	bʲɛdnɨx
topolewicz	tɔpɔlɛvʲit͡ʂ
węcel	vɛnt͡sɛl
włoski	vwɔskʲi
oduczać	ɔdut͡ʂat͡ɕ
pierwszy	pʲɛrfʂɨ
rozmarzniecie	rɔzmarzɲɛt͡ɕɛ
przedsiębiorca	pʂɛtɕɛmbʲɔrt͡sa
antochów	antɔxuf
starce	start͡sɛ
narys	narɨs
natłok	natwɔk
najmłodszego	najmwɔtʂɛɡɔ
skutek	skutɛk
pękł	pɛŋkw
acz	at͡ʂ
perm	pɛrm
żartowałybyście	ʐartɔvawɨbɨɕt͡ɕɛ
najambitniejszego	najambʲitɲɛjʂɛɡɔ
litewskiej	lʲitɛfskʲɛj
emancypacja	ɛmant͡sɨpat͡sja
urugwajskiej	uruɡvajskʲɛj
mazali	mazalʲi
urodziwszy	urɔd͡ʑifʂɨ
dzikiemu	d͡ʑikʲɛmu
lewo	lɛvɔ
świecą	ɕfʲɛt͡sɔ̃
marzenie	maʐɛɲɛ
dalsza	dalʂa
grota	ɡrɔta
winiacz	vʲiɲat͡ʂ
onomatopeja	ɔnɔmatɔpɛja
wawrowicz	vavrɔvʲit͡ʂ
wspiąć	fspʲɔɲt͡ɕ
maro	marɔ
golfistka	ɡɔlfʲistka
malucha	maluxa
roszczynialska	rɔʂt͡ʂɨɲalska
supły	supwɨ
mówić	muvʲit͡ɕ
juchami	juxamʲi
wykrwawienie	vɨkrvavʲɛɲɛ
zakażamy	zakaʐamɨ
wrócił	vrut͡ɕiw
trance	trɛ̃s
chlaj	xlaj
peruwiańskim	pɛruvʲaɲskʲim
trawiasty	travʲastɨ
kupywać	kupɨvat͡ɕ
adepta	adɛpta
wolnomyśliciel	vɔlnɔmɨɕlʲit͡ɕɛl
dziurkacz	d͡ʑurkat͡ʂ
słabe	swabɛ
macicami	mat͡ɕit͡samʲi
kazoń	kazɔɲ
zatrzymywać	zatʂɨmɨvat͡ɕ
zaśmiejcie	zaɕmʲɛjt͡ɕɛ
alpejską	alpɛjskɔ̃
konwenans	kɔnvɛnans
milczący	mʲilt͡ʂɔnt͡sɨ
stówy	stuvɨ
pyl	pɨl
strągowski	strɔŋɡɔfskʲi
leksem	lɛksɛm
patrzmy	patʂmɨ
pobliski	pɔblʲiskʲi
piontkowski	pʲɔntkɔfskʲi
nami	namʲi
order	ɔrdɛr
mazur	mazur
pisarewicz	pʲisarɛvʲit͡ʂ
wschodnioazjatyckiego	fsxɔdɲɔazjatɨt͡skʲɛɡɔ
gzach	ɡzax
kępina	kɛmpʲina
chyżemu	xɨʐɛmu
dobo	dɔbɔ
najchłodniejszego	najxwɔdɲɛjʂɛɡɔ
przekonywający	pʂɛkɔnɨvajɔnt͡sɨ
żubr	ʐubr
potraw	pɔtraf
wymagać	vɨmaɡat͡ɕ
spleśniały	splɛɕɲawɨ
białoruski	bʲawɔruskʲi
aliteraccy	alʲitɛrat͡st͡sɨ
prusaczyk	prusat͡ʂɨk
poczynienie	pɔt͡ʂɨɲɛɲɛ
zaimportować	zaimpɔrtɔvat͡ɕ
pod	pɔt
wierniejszego	vʲɛrɲɛjʂɛɡɔ
magmowy	maɡmɔvɨ
janczurewicz	jant͡ʂurɛvʲit͡ʂ
antylopa	antɨlɔpa
wałków	vawkuf
lista	lʲista
asturia	asturʲja
gładczak	ɡwatt͡ʂak
powietrze	pɔvʲɛtʂɛ
olanie	ɔlaɲɛ
pałami	pawamʲi
szata	ʂata
rewizja	rɛvʲizja
agencji	aɡɛnt͡sji
kizielewicz	kʲiʑɛlɛvʲit͡ʂ
akwarelistka	akfarɛlʲistka
wyżywić	vɨʐɨvʲit͡ɕ
ptasinóg	ptaɕinuk
ufając	ufajɔnt͡s
megalomania	mɛɡalɔmaɲa
zarchiwizowanych	zarxʲivʲizɔvanɨx
zawiedziony	zavʲɛd͡ʑɔnɨ
markowska	markɔfska
jedynek	jɛdɨnɛk
marylka	marɨlka
uprzejma	upʂɛjma
kanciasty	kant͡ɕastɨ
otyłość	ɔtɨwɔɕt͡ɕ
maryjską	marɨjskɔ̃
dawka	dafka
łodzie	wɔd͡ʑɛ
darwinistyczny	darvʲiɲistɨt͡ʂnɨ
przyszłego	pʂɨʂwɛɡɔ
powolna	pɔvɔlna
wygrałem	vɨɡrawɛm
doktrynalnie	dɔktrɨnalɲɛ
krowim	krɔvʲim
rzeźnik	ʐɛʑɲik
ozdabiać	ɔzdabʲat͡ɕ
topolowy	tɔpɔlɔvɨ
miniona	mʲiɲɔna
okropnie	ɔkrɔpɲɛ
chowały	xɔvawɨ
łabenda	wabɛnda
obułeś	ɔbuwɛɕ
wydęli	vɨdɛlʲi
zamieszkiwać	zamʲɛʂkʲivat͡ɕ
prostak	prɔstak
czyhać	t͡ʂɨxat͡ɕ
wylęga	vɨlɛŋɡa
rusa	rusa
wiń	vʲiɲ
pysiewicz	pɨɕɛvʲit͡ʂ
gąszcz	ɡɔ̃ʂt͡ʂ
mocha	mɔxa
chromiński	xrɔmʲiɲskʲi
podporządkowywać	pɔtpɔʐɔntkɔvɨvat͡ɕ
upał	upaw
petarda	pɛtarda
wschodnioeuropejskim	fsxɔdɲɔɛwrɔpɛjskʲim
nazwał	nazvaw
rosie	rɔɕɛ
biszkek	bʲiʂkɛk
garaż	ɡaraʂ
ślazik	ɕlaʑik
kaczocha	kat͡ʂɔxa
pragnienie	praɡɲɛɲɛ
skroi	skrɔi
obrabianie	ɔbrabʲaɲɛ
piwiszkis	pʲivʲiʂkʲis
likier	lʲikʲɛr
płowaś	pwɔvaɕ
kłusownictwo	kwusɔvɲit͡stfɔ
mącąc	mɔnt͡sɔnt͡s
srebrem	srɛbrɛm
wybrudź	vɨbrut͡ɕ
kroją	krɔjɔ̃
wdowa	vdɔva
analityczną	analʲitɨt͡ʂnɔ̃
słowianinie	swɔvʲaɲiɲɛ
łasuch	wasux
ulubioną	ulubʲɔnɔ̃
rachunki	raxunkʲi
igloo	iɡlu
robiłabym	rɔbʲiwabɨm
czcicielka	t͡ʂt͡ɕit͡ɕɛlka
punkty	punktɨ
lotaryngia	lɔtarɨnɡʲja
dziobek	d͡ʑɔbɛk
pietroniec	pʲɛtrɔɲɛt͡s
najabsurdalniejszego	najapsurdalɲɛjʂɛɡɔ
ziemię	ʑɛmʲɛ
święte	ɕfʲɛntɛ
zabudowywać	zabudɔvɨvat͡ɕ
kiszyniów	kʲiʂɨɲuf
wykrywacz	vɨkrɨvat͡ʂ
wesołemu	vɛsɔwɛmu
figowiec	fʲiɡɔvʲɛt͡s
ukręcenie	ukrɛnt͡sɛɲɛ
śmiem	ɕmʲɛm
teł	tɛw
pierdyliard	pʲɛrdɨlʲart
listopadów	lʲistɔpaduf
gryszczyk	ɡrɨʂt͡ʂɨk
lampę	lampɛ
wodorost	vɔdɔrɔst
byczek	bɨt͡ʂɛk
chlałam	xlawam
maciupeńki	mat͡ɕupɛɲkʲi
skromny	skrɔmnɨ
drylować	drɨlɔvat͡ɕ
mutacja	mutat͡sja
bzu	bzu
pracę	prat͡sɛ
pęknąć	pɛŋknɔɲt͡ɕ
wibrator	vʲibratɔr
nibyorzech	ɲibɨɔʐɛx
obtulenie	ɔptulɛɲɛ
czerwcowi	t͡ʂɛrft͡sɔvʲi
hajos	xajɔs
otrutą	ɔtrutɔ̃
szczodruch	ʂt͡ʂɔdrux
jacuś	jat͡suɕ
klusek	klusɛk
smak	smak
kambodżańskimi	kambɔd͡ʐaɲskʲimʲi
karmiony	karmʲɔnɨ
bodzan	bɔd͡zan
bliźniczka	blʲiʑɲit͡ʂka
zapychanie	zapɨxaɲɛ
bawiłeś	bavʲiwɛɕ
hostia	xɔstja
koiłeś	kɔiwɛɕ
sadaj	sadaj
dziełom	d͡ʑɛwɔm
dławić	dwavʲit͡ɕ
siwo	ɕivɔ
abonenccy	abɔnɛnt͡st͡sɨ
łuszczynka	wuʂt͡ʂɨnka
ochej	ɔxɛj
wlach	vlax
kopułowy	kɔpuwɔvɨ
krzyżować	kʂɨʐɔvat͡ɕ
wojtkowiak	vɔjtkɔvʲak
najprzyjaźniejszy	najpʂɨjaʑɲɛjʂɨ
synonim	sɨnɔɲim
pomurnik	pɔmurɲik
zebr	zɛbr
ambona	ambɔna
pierworodny	pʲɛrvɔrɔdnɨ
pendżabskie	pɛnd͡ʐapskʲɛ
zetrę	zɛtrɛ
zjeżdżać	zjɛʐd͡ʐat͡ɕ
najfajniejszego	najfajɲɛjʂɛɡɔ
łucewicz	wut͡sɛvʲit͡ʂ
rześny	ʐɛɕnɨ
chłopaczysko	xwɔpat͡ʂɨskɔ
michalkiewicz	mʲixalkʲɛvʲit͡ʂ
podkraść	pɔtkraɕt͡ɕ
informacja	infɔrmat͡sja
kratkę	kratkɛ
dostaję	dɔstajɛ
oręży	ɔrɛ̃ʐɨ
abstynenci	apstɨnɛnt͡ɕi
koleina	kɔlɛina
jędrykowski	jɛndrɨkɔfskʲi
popiołem	pɔpʲɔwɛm
siekli	ɕɛklʲi
kichając	kʲixajɔnt͡s
podłożyć	pɔdwɔʐɨt͡ɕ
warszawie	varʂavʲɛ
opalowi	ɔpalɔvʲi
platanach	platanax
karkut	karkut
sklepami	sklɛpamʲi
gacie	ɡat͡ɕɛ
karafka	karafka
macedończyk	mat͡sɛdɔɲt͡ʂɨk
paszę	paʂɛ
wszyściutki	fʂɨɕt͡ɕutkʲi
dzianina	d͡ʑaɲina
lobbing	lɔbbʲink
ksenon	ksɛnɔn
kumaci	kumat͡ɕi
okrent	ɔkrɛnt
przepranie	pʂɛpraɲɛ
sinym	ɕinɨm
świdergoł	ɕfʲidɛrɡɔw
jagłę	jaɡwɛ
radość	radɔɕt͡ɕ
nikt	ɲikt
marnowane	marnɔvanɛ
zanik	zaɲik
stachiewicz	staxʲjɛvʲit͡ʂ
kluskiewicz	kluskʲɛvʲit͡ʂ
okien	ɔkʲɛn
czarodziejka	t͡ʂarɔd͡ʑɛjka
baszkiru	baʂkʲiru
sidłem	ɕidwɛm
szemrany	ʂɛmranɨ
abstynencjami	apstɨnɛnt͡sjamʲi
soliwoda	sɔlʲivɔda
czarci	t͡ʂart͡ɕi
wielbłądziemu	vʲɛlbwɔɲd͡ʑɛmu
śmiałość	ɕmʲawɔɕt͡ɕ
czułem	t͡ʂuwɛm
chrobotek	xrɔbɔtɛk
granatowej	ɡranatɔvɛj
sewera	sɛvɛra
ćmom	t͡ɕmɔm
odwiń	ɔdvʲiɲ
przenieść	pʂɛɲɛɕt͡ɕ
unieruchamiać	uɲɛruxamʲat͡ɕ
pogodzie	pɔɡɔd͡ʑɛ
tanzańska	tanzaɲska
alba	alba
nienawiść	ɲɛnavʲiɕt͡ɕ
pigwa	pʲiɡva
komoryjski	kɔmɔrɨjskʲi
wapnia	vapɲa
zauważalny	zauvaʐalnɨ
zamulenie	zamulɛɲɛ
próżna	pruʐna
afatycznej	afatɨt͡ʂnɛj
chatkę	xatkɛ
wywiercenie	vɨvʲɛrt͡sɛɲɛ
kopiecie	kɔpʲɛt͡ɕɛ
charta	xarta
odjęli	ɔdjɛli
oberżysta	ɔbɛrʐɨsta
bliscy	blʲist͡sɨ
wilkach	vʲilkax
nietolerancja	ɲɛtɔlɛrant͡sja
chorować	xɔrɔvat͡ɕ
tygiel	tɨɡʲɛl
niewęgłowski	ɲɛvɛŋɡwɔfskʲi
anielski	aɲɛlskʲi
marnowałyśmy	marnɔvawɨɕmɨ
ostronos	ɔstrɔnɔs
sprawom	spravɔm
wojny	vɔjnɨ
aborcjonista	abɔrt͡sjɔɲista
wdychanie	vdɨxaɲɛ
cięższy	t͡ɕɛ̃ʂʂɨ
jasnozielone	jasnɔʑɛlɔnɛ
kleistość	klɛistɔɕt͡ɕ
grożą	ɡrɔʐɔ̃
lisiura	lʲiɕura
luków	lukuf
wąsatą	vɔ̃satɔ̃
samca	samt͡sa
jasiczek	jaɕit͡ʂɛk
kręte	krɛntɛ
zmartwychwstawać	zmartfɨxfstavat͡ɕ
patrzcie	patʂt͡ɕɛ
rybeńka	rɨbɛɲka
miesiąca	mʲɛɕɔnt͡sa
oczopląs	ɔt͡ʂɔplɔ̃s
jugowiec	juɡɔvʲɛt͡s
osikę	ɔɕikɛ
kubuś	kubuɕ
białostocczanka	bʲawɔstɔt͡st͡ʂanka
skinąć	skʲinɔɲt͡ɕ
siedemdziesiątą	ɕɛdɛmd͡ʑɛɕɔntɔ̃
przywieźć	pʂɨvʲɛɕt͡ɕ
węcławiak	vɛnt͡swavʲak
archiwizowanym	arxʲivʲizɔvanɨm
nastrosz	nastrɔʂ
kichałabym	kʲixawabɨm
rotach	rɔtax
łagodzić	waɡɔd͡ʑit͡ɕ
kurdupel	kurdupɛl
iguana	iɡuwana
cedzidło	t͡sɛd͡ʑidwɔ
niestabilność	ɲɛstabʲilnɔɕt͡ɕ
sobków	sɔpkuf
siech	ɕɛx
dol	dɔl
spławiec	spwavʲɛt͡s
burcz	burt͡ʂ
najgorętszego	najɡɔrɛntʂɛɡɔ
przygładzić	pʂɨɡwad͡ʑit͡ɕ
maine	mɛjn
wypłato	vɨpwatɔ
biegali	bʲɛɡalʲi
mięsny	mʲɛ̃snɨ
bada	bada
danisiewicz	daɲiɕɛvʲit͡ʂ
wystrój	vɨstruj
kran	kran
poncz	pɔnt͡ʂ
wydrzych	vɨdʐɨx
poduszkowiec	pɔduʂkɔvʲɛt͡s
chciej	xt͡ɕɛj
splątanie	splɔntaɲɛ
inwektywny	invɛktɨvnɨ
jełczeć	jɛwt͡ʂɛt͡ɕ
troskliwą	trɔsklʲivɔ̃
subkultura	supkultura
pracy	prat͡sɨ
gładcy	ɡwatt͡sɨ
agat	aɡat
nadgarstek	nadɡarstɛk
gojący	ɡɔjɔnt͡sɨ
rud	rut
pogranicze	pɔɡraɲit͡ʂɛ
bezczeszczonym	bɛst͡ʂɛʂt͡ʂɔnɨm
sunęli	sunɛli
najpodlejszego	najpɔdlɛjʂɛɡɔ
pochylać	pɔxɨlat͡ɕ
grała	ɡrawa
mazany	mazanɨ
ewenkijscy	ɛvɛnkʲijst͡sɨ
korzystny	kɔʐɨstnɨ
sferycznie	sfɛrɨt͡ʂɲɛ
wiedz	vʲɛt͡s
adwenty	advɛntɨ
legendarny	lɛɡɛndarnɨ
swobodna	sfɔbɔdna
południowokoreańskiej	pɔwudɲɔvɔkɔrɛaɲskʲɛj
pasione	paɕɔnɛ
maszt	maʂt
gackowiec	ɡat͡skɔvʲɛt͡s
nerze	nɛʐɛ
taili	tailʲi
licytacja	lʲit͡sɨtat͡sja
gum	ɡum
rozbieranie	rɔzbʲɛraɲɛ
sierpnia	ɕɛrpɲa
buczą	but͡ʂɔ̃
kupisiewicz	kupʲiɕɛvʲit͡ʂ
kropę	krɔpɛ
szczęsne	ʂt͡ʂɛ̃snɛ
nowiny	nɔvʲinɨ
srałby	srawbɨ
haubica	xawbʲit͡sa
skamiera	skamʲɛra
oderwij	ɔdɛrvʲij
ciągnąć	t͡ɕɔŋɡnɔɲt͡ɕ
najgoręcej	najɡɔrɛnt͡sɛj
styczniom	stɨt͡ʂɲɔm
doskonalszego	dɔskɔnalʂɛɡɔ
śląskiej	ɕlɔ̃skʲɛj
szprycować	ʂprɨt͡sɔvat͡ɕ
iłżecka	iwʐɛt͡ska
wymiotować	vɨmʲɔtɔvat͡ɕ
maskowanoby	maskɔvanɔbɨ
cielica	t͡ɕɛlʲit͡sa
manilach	maɲilax
kosiarka	kɔɕarka
nosowy	nɔsɔvɨ
wypowiadać	vɨpɔvʲadat͡ɕ
okoni	ɔkɔɲi
wystawny	vɨstavnɨ
nyczaj	nɨt͡ʂaj
córcia	t͡surt͡ɕa
krukowicz	krukɔvʲit͡ʂ
konwencjonalny	kɔ̃vɛnt͡sjɔnalnɨ
mongolskimi	mɔnɡɔlskʲimʲi
kłamem	kwamɛm
lemieszka	lɛmʲɛʂka
dybaś	dɨbaɕ
lisze	lʲiʂɛ
situ	ɕitu
radar	radar
słodzie	swɔd͡ʑɛ
poświata	pɔɕfʲata
cudzemu	t͡sud͡zɛmu
koncewicz	kɔnt͡sɛvʲit͡ʂ
morderstwa	mɔrdɛrstfa
trybunał	trɨbunaw
greń	ɡrɛɲ
fryzjerski	frɨzjɛrskʲi
osiemdziesiąty	ɔɕɛmd͡ʑɛɕɔntɨ
hordyj	xɔrdɨj
adwentystyczny	advɛntɨstɨt͡ʂnɨ
elżbieta	ɛlʐbʲɛta
bajanizm	bajaɲizm
przeznaczać	pʂɛznat͡ʂat͡ɕ
żyłem	ʐɨwɛm
podest	pɔdɛst
nerkom	nɛrkɔm
kompotowy	kɔmpɔtɔvɨ
koziorożec	kɔʑɔrɔʐɛt͡s
egzotyczniejszego	ɛɡzɔtɨt͡ʂɲɛjʂɛɡɔ
osobisty	ɔsɔbʲistɨ
rzetelnych	ʐɛtɛlnɨx
orła	ɔrwa
zajęczemu	zajɛnt͡ʂɛmu
kołder	kɔwdɛr
wydra	vɨdra
strachem	straxɛm
wrótny	vrutnɨ
gargas	ɡarɡas
braszkiewicz	braʂkʲɛvʲit͡ʂ
kotwas	kɔtfas
kwiatom	kfʲatɔm
zmyślony	zmɨɕlɔnɨ
drożdżewicz	drɔʐd͡ʐɛvʲit͡ʂ
prochów	prɔxuf
lekko	lɛkkɔ
tart	tart
wyfrunięcie	vɨfruɲɛɲt͡ɕɛ
śmigasiewicz	ɕmʲiɡaɕɛvʲit͡ʂ
buchowicz	buxɔvʲit͡ʂ
analitycznego	analʲitɨt͡ʂnɛɡɔ
artykulacja	artɨkulat͡sja
reja	rɛja
warzecha	vaʐɛxa
poetka	pɔɛtka
szkockiego	ʂkɔt͡skʲɛɡɔ
kościec	kɔɕt͡ɕɛt͡s
składowy	skwadɔvɨ
rudzik	rud͡ʑik
wyniosły	vɨɲɔswɨ
wydrzą	vɨdʐɔ̃
atrament	atramɛnt
rug	ruk
lekarstwo	lɛkarstfɔ
paterkiewicz	patɛrkʲɛvʲit͡ʂ
warchoła	varxɔwa
piasny	pʲasnɨ
najliczniejszy	najlʲit͡ʂɲɛjʂɨ
krawczyna	kraft͡ʂɨna
lichorad	lʲixɔrat
maśląg	maɕlɔŋk
tarczyński	tart͡ʂɨɲskʲi
reklamowany	rɛklamɔvanɨ
strome	strɔmɛ
gryf	ɡrɨf
orny	ɔrnɨ
jarząbek	jaʐɔmbɛk
hardość	xardɔɕt͡ɕ
liczyłby	lʲit͡ʂɨwbɨ
wujkiewicz	vujkʲɛvʲit͡ʂ
musimy	muɕimɨ
juhas	juxas
kontrolowałaś	kɔntrɔlɔvawaɕ
matołami	matɔwamʲi
wyrwą	vɨrvɔ̃
stopiony	stɔpʲɔnɨ
chmielowicz	xmʲɛlɔvʲit͡ʂ
niecnemu	ɲɛt͡snɛmu
przebiegłość	pʂɛbʲɛɡwɔɕt͡ɕ
indonezyjczycy	indɔnɛzɨjt͡ʂɨt͡sɨ
koszyk	kɔʂɨk
wejman	vɛjman
jerozolimski	jɛrɔzɔlʲimskʲi
brzydal	bʐɨdal
paliły	palʲiwɨ
susza	suʂa
mordujące	mɔrdujɔnt͡sɛ
osojad	ɔsɔjat
walczą	valt͡ʂɔ̃
infrastruktura	infrastruktura
dymać	dɨmat͡ɕ
zjełczeć	zjɛwt͡ʂɛt͡ɕ
wspaniałego	fspaɲawɛɡɔ
północna	puwnɔt͡sna
absorbowanemu	apsɔrbɔvanɛmu
polek	pɔlɛk
fałda	fawda
drygasiewicz	drɨɡaɕɛvʲit͡ʂ
odważnymi	ɔdvaʐnɨmʲi
podle	pɔdlɛ
kajetan	kajɛtan
pluszcz	pluʂt͡ʂ
tron	trɔn
krzon	kʂɔn
wychowanka	vɨxɔvanka
lichę	lʲixɛ
podłożę	pɔdwɔʐɛ
bierka	bʲɛrka
truć	trut͡ɕ
baran	baran
namówienie	namuvʲɛɲɛ
psychoterapeutycznie	psɨxɔtɛrapɛwtɨt͡ʂɲɛ
misiniec	mʲiɕiɲɛt͡s
żądane	ʐɔndanɛ
zależy	zalɛʐɨ
abdykacjo	abdɨkat͡sjɔ
ofertę	ɔfɛrtɛ
krzepcy	kʂɛpt͡sɨ
antuszewicz	antuʂɛvʲit͡ʂ
mazurzenie	mazuʐɛɲɛ
wola	vɔla
homonim	xɔmɔɲim
notabene	nɔtabɛnɛ
ciasteczko	t͡ɕastɛt͡ʂkɔ
nieciąg	ɲɛt͡ɕɔŋk
półkrzew	puwkʂɛf
donico	dɔɲit͡sɔ
przyj	pʂɨj
syfek	sɨfɛk
pięty	pʲɛntɨ
skrzypulec	skʂɨpulɛt͡s
korsyka	kɔrsɨka
wielokolorowy	vʲɛlɔkɔlɔrɔvɨ
suhak	suxak
wartościach	vartɔɕt͡ɕax
zakażalibyśmy	zakaʐalʲibɨɕmɨ
pięćdziesiąt	pʲɛɲd͡ʑɛɕɔnt
gumiennik	ɡumʲɛnɲik
label	lɛjbɛl
niewinnemu	ɲɛvʲinnɛmu
ubogą	ubɔɡɔ̃
spierdalanie	spʲɛrdalaɲɛ
jeżdżenie	jɛʐd͡ʐɛɲɛ
szmalc	ʂmalt͡s
czarodziej	t͡ʂarɔd͡ʑɛj
bzie	bʑɛ
polakami	pɔlakamʲi
golęba	ɡɔlɛmba
pietrasik	pʲɛtraɕik
wojna	vɔjna
nowosada	nɔvɔsada
sabotowało	sabɔtɔvawɔ
lotką	lɔtkɔ̃
dziergas	d͡ʑɛrɡas
woźna	vɔʑna
igą	iɡɔ̃
podchowanie	pɔtxɔvaɲɛ
sabotowałbym	sabɔtɔvawbɨm
wypłatą	vɨpwatɔ̃
hiszpańskojęzyczny	xʲiʂpaɲskɔjɛ̃zɨt͡ʂnɨ
ciotko	t͡ɕɔtkɔ
winciunas	vʲint͡ɕunas
apteka	aptɛka
zauważalnie	zauvaʐalɲɛ
rwetes	rvɛtɛs
środowisko	ɕrɔdɔvʲiskɔ
kłębowisko	kwɛmbɔvʲiskɔ
wybitnymi	vɨbʲitnɨmʲi
żurawina	ʐuravʲina
kasiarz	kaɕaʂ
styczni	stɨt͡ʂɲi
rodziciel	rɔd͡ʑit͡ɕɛl
smaczny	smat͡ʂnɨ
zziębniecie	zʑɛmbɲɛt͡ɕɛ
wyzębienie	vɨzɛmbʲɛɲɛ
kamczaccy	kamt͡ʂat͡st͡sɨ
sudoł	sudɔw
szatan	ʂatan
gużda	ɡuʐda
nowszy	nɔfʂɨ
rodzić	rɔd͡ʑit͡ɕ
adnotacja	adnɔtat͡sja
rzadkosz	ʐatkɔʂ
kłócicie	kwut͡ɕit͡ɕɛ
pękłeś	pɛŋkwɛɕ
lego	lɛɡɔ
turkmeńska	turkmɛɲska
świętoń	ɕfʲɛntɔɲ
najciemniejszy	najt͡ɕɛmɲɛjʂɨ
wiewiórkami	vʲɛvʲurkamʲi
żłoby	ʐwɔbɨ
anegdota	anɛɡdɔta
chyży	xɨʐɨ
pajęczego	pajɛnt͡ʂɛɡɔ
ekwadorskich	ɛkfadɔrskʲix
ptasiej	ptaɕɛj
świdrom	ɕfʲidrɔm
brudzić	brud͡ʑit͡ɕ
oszczep	ɔʂt͡ʂɛp
dzioboń	d͡ʑɔbɔɲ
przejebać	pʂɛjɛbat͡ɕ
rzeszoto	ʐɛʂɔtɔ
chciuk	xt͡ɕuk
przymkniecie	pʂɨmkɲɛt͡ɕɛ
spłynąć	spwɨnɔɲt͡ɕ
południowemu	pɔwudɲɔvɛmu
litość	lʲitɔɕt͡ɕ
kładła	kwadwa
mądrość	mɔndrɔɕt͡ɕ
berylowiec	bɛrɨlɔvʲɛt͡s
pacion	pat͡ɕɔn
gondoliera	ɡɔndɔlʲɛra
bezwzględny	bɛzvzɡlɛw̃dnɨ
mogliśmy	mɔɡlʲiɕmɨ
tomków	tɔmkuf
mewią	mɛvʲɔ̃
olewać	ɔlɛvat͡ɕ
pokazywałem	pɔkazɨvawɛm
maskowego	maskɔvɛɡɔ
protektorat	prɔtɛktɔrat
gardziłabyś	ɡard͡ʑiwabɨɕ
siedemnastą	ɕɛdɛmnastɔ̃
szermierz	ʂɛrmʲɛʂ
upleść	uplɛɕt͡ɕ
wybuchowość	vɨbuxɔvɔɕt͡ɕ
jednej	jɛdnɛj
szymczyna	ʂɨmt͡ʂɨna
ujeżdżalnia	ujɛʐd͡ʐalɲa
powiew	pɔvʲɛf
boczek	bɔt͡ʂɛk
italskiemu	italskʲɛmu
szutkiewicz	ʂutkʲɛvʲit͡ʂ
iwanowiec	ivanɔvʲɛt͡s
wpłacić	fpwat͡ɕit͡ɕ
wapniowy	vapɲɔvɨ
odpowiedzialny	ɔtpɔvʲɛd͡ʑalnɨ
serwisowy	sɛrvʲisɔvɨ
miąć	mʲɔɲt͡ɕ
podsiadła	pɔtɕadwa
hiroszima	xʲirɔʂima
gorącego	ɡɔrɔnt͡sɛɡɔ
albedo	albɛdɔ
poroś	pɔrɔɕ
panpsychizm	pampsɨxʲizm
fenicja	fɛɲit͡sja
maciorą	mat͡ɕɔrɔ̃
antyrealizm	antɨrɛalʲizm
pchały	pxawɨ
polowy	pɔlɔvɨ
szlachetka	ʂlaxɛtka
zachłanność	zaxwannɔɕt͡ɕ
sojusznik	sɔjuʂɲik
zarzucać	zaʐut͡sat͡ɕ
spadałaś	spadawaɕ
bajały	bajawɨ
uciął	ut͡ɕɔw
najpoważniejszy	najpɔvaʐɲɛjʂɨ
przesyp	pʂɛsɨp
bidą	bʲidɔ̃
cudna	t͡sudna
mandaryńskich	mandarɨɲskʲix
boliwijskie	bɔlʲivʲijskʲɛ
grabina	ɡrabʲina
oczywistszego	ɔt͡ʂɨvʲistʂɛɡɔ
klawa	klava
pitach	pʲitax
rypień	rɨpʲɛɲ
chlapanie	xlapaɲɛ
krupnik	krupɲik
lepom	lɛpɔm
szczęsna	ʂt͡ʂɛ̃sna
odgrzewać	ɔdɡʐɛvat͡ɕ
łyżwę	wɨʐvɛ
czeczenkach	t͡ʂɛt͡ʂɛnkax
