pamīsus	pamiːzus
ōrnāveritis	ɔrnavɛriːt̪is
aegida	ɛːd͡ʒid̪a
inclūsa	iŋkluːza
tablīnum	t̪abliːnum
prōductīvus	prɔd̪ukt̪iːvus
rhoetacēs	rɛːt̪at͡ʃɛs
falunēnsis	falunɛnsis
praeductōrius	prɛd̪ukt̪ɔːrius
cursuālis	kursuaːlis
geidumnī	d͡ʒɛid̪umni
oseriātēs	ɔzɛriaːt̪ɛs
erant	ɛːran̪t̪
pējōribus	pɛjɔːribus
mercēs	mɛrt͡ʃɛs
impellō	impɛllɔ
aviditer	aviːd̪it̪ɛr
pīsitō	piːzit̪ɔ
friderīcus	frid̪ɛriːkus
scrībātus	skribaːt̪us
adsūmptīvus	at̪sumpt̪iːvus
cembrās	t͡ʃɛmbras
ēmancipō	ɛman̠ʲt͡ʃipɔ
excursiō	ɛkskursiɔ
craugiae	krau̯d͡ʒiɛ
rea	rɛːa
locris	lɔːkris
sūgō	suːɡɔ
ilipa	iːlipa
salpesa	salpɛza
incōnspicuus	iŋkɔnspiːkuus
quamdiū	kwan̪d̪iu
tripertītus	t̪ripɛrt̪iːt̪us
interdictiō	in̪t̪ɛrd̪ikt͡siɔ
ūnigenitus	unid͡ʒɛːnit̪us
perrēptō	pɛrrɛpt̪ɔ
decōrus	d̪ɛkɔːrus
virguncula	virɡuŋkula
broccus	brɔkkus
subtīlis	supt̪iːlis
ruscinō	ruʃʃinɔ
dissimulātor	d̪issimulaːt̪ɔr
scythia	ʃiːt̪ia
axōn	aksɔn
discordō	d̪iskɔrd̪ɔ
dīum	d̪iːum
ignōrāveritis	iɲɲɔravɛriːt̪is
indifferēns	in̪d̪iffɛrɛns
tornus	t̪ɔrnus
caterva	kat̪ɛrva
filicātus	filikaːt̪us
brisbanēnsis	brisbanɛnsis
candefaciō	kan̪d̪ɛfaːt͡ʃiɔ
dormiō	d̪ɔrmiɔ
abietifolia	abiɛt̪ifɔːlia
novāria	nɔvaːria
contemplātōr	kɔn̪t̪ɛmplaːt̪ɔr
coenobium	t͡ʃɛnɔːbium
thaddaeus	t̪ad̪d̪ɛːus
leucophthalmos	lɛu̯kɔft̪almɔs
tamyraca	t̪amiːraka
adiantō	ad̪jan̪t̪ɔ
vagulus	vaːɡulus
pelōrus	pɛlɔːrus
ūrēticus	urɛːt̪ikus
pōmētia	pɔmɛːt͡sia
parallēle	parallɛːlɛ
uncīnus	un̠ʲt͡ʃiːnus
nemorōsus	nɛmɔrɔːzus
nōdāveritis	nɔd̪avɛriːt̪is
exculpō	ɛkskulpɔ
fūnestō	funɛst̪ɔ
intempestīvus	in̪t̪ɛmpɛst̪iːvus
pisilis	piːzilis
casīna	kaziːna
decussō	d̪ɛkussɔ
volturius	vɔl̪t̪uːrius
biessī	biɛssi
ūnōrum	unɔːrum
tellūs	t̪ɛllus
nauclēricus	nau̯klɛːrikus
castus	kast̪us
imperitāverimus	impɛrit̪avɛriːmus
cȳmē	t͡ʃiːmɛ
acetoxidāns	at͡ʃɛt̪ɔksid̪ans
frederīcus	frɛd̪ɛriːkus
papīrius	papiːrius
satura	saːt̪ura
schēmatometria	skɛmat̪ɔmɛːt̪ria
ovīle	ɔviːlɛ
sinōnia	sinɔːnia
obligāveris	ɔbliɡaːvɛris
ēlectrisō	ɛlɛkt̪rizɔ
auxiliāris	au̯ksiliaːris
longevī	lɔn̠ʲd͡ʒɛvi
undābundus	un̪d̪abun̪d̪us
intellegō	in̪t̪ɛllɛɡɔ
allabōrō	allabɔːrɔ
rotundus	rɔt̪un̪d̪us
flōridus	flɔːrid̪us
persecūtor	pɛrsɛkuːt̪ɔr
frendō	frɛn̪d̪ɔ
īnsultēs	insul̪t̪ɛs
liger	liːd͡ʒɛr
rogus	rɔːɡus
laginē	laːd͡ʒinɛ
inaugurāveritis	inau̯ɡuravɛːrit̪is
iēiūnō	jɛjuːnɔ
lepidus	lɛːpid̪us
pedetemptim	pɛd̪ɛt̪ɛmpt̪im
dīmoveō	d̪imɔːvɛɔ
petīgo	pɛt̪iːɡɔ
achillēs	akillɛs
pelicānus	pɛlikaːnus
lūcānicus	lukaːnikus
vitodūrum	vit̪ɔd̪uːrum
stipulus	st̪iːpulus
porculus	pɔrkulus
automūla	au̯t̪ɔmuːla
venezuelēnsis	vɛnɛdd͡zuɛlɛnsis
irrītābilis	irrit̪aːbilis
impugnāverimus	impuɲɲavɛːrimus
himalayānus	imalajaːnus
ādryas	aːd̪rias
lānātus	lanaːt̪us
baptizā	bapt̪idd͡za
agēns	aːd͡ʒɛns
lēvigāre	lɛviɡaːrɛ
moneō	mɔːnɛɔ
dīligenter	d̪ilid͡ʒɛn̪t̪ɛr
childerīcus	kil̪d̪ɛriːkus
contrāvēneris	kɔn̪t̪ravɛːnɛris
macrocarpus	makrɔkarpus
virgō	virɡɔ
acidominimus	at͡ʃid̪ɔmiːnimus
ebur	ɛːbur
dēputō	d̪ɛːput̪ɔ
perterreō	pɛrt̪ɛrrɛɔ
perstāns	pɛrst̪ans
dignātiō	d̪iɲɲaːt͡siɔ
īnstrūctiō	inst̪rukt͡siɔ
quisquilia	kwiskwiːlia
levipēs	lɛːvipɛs
setifer	sɛːt̪ifɛr
āreālis	arɛaːlis
laurentius	lau̯rɛnt͡sius
novemvirālis	nɔvɛmviraːlis
logarithmicus	lɔɡarit̪mikus
obumbrātus	ɔbumbraːt̪us
praegaudeō	prɛɡau̯d̪ɛɔ
arēna	arɛːna
obstupefaciō	ɔpst̪upɛfaːt͡ʃiɔ
bōlētar	bɔlɛːt̪ar
contemplātiō	kɔn̪t̪ɛmplaːt͡siɔ
oblongās	ɔblɔŋɡas
cynūria	t͡ʃinuːria
centritēs	t͡ʃɛn̪t̪rit̪ɛs
istam	ist̪am
zōnāte	d͡zɔnaːt̪ɛ
stātius	st̪aːt͡sius
suāsor	suaːzɔr
galēnās	ɡalɛːnas
mordēre	mɔrd̪ɛːrɛ
exsēcrābilis	ɛksɛkraːbilis
omirās	ɔːmiras
fiscella	fiʃʃɛlla
accentus	att͡ʃɛn̪t̪us
lentidius	lɛn̪t̪iːd̪ius
trānsferor	t̪ransfɛrɔr
collēga	kɔllɛːɡa
campānia	kampaːnia
gigasporus	d͡ʒiɡaspɔrus
prōloquium	prɔlɔːkwium
succurrō	sukkurrɔ
rētīna	rɛt̪iːna
francus	fraŋkus
indaudiō	in̪d̪au̯d̪iɔ
lacrimātīs	lakrimaːt̪is
trānseō	t̪ransɛɔ
satrapēs	saːt̪rapɛs
bovīnor	bɔviːnɔr
absonō	apsɔnɔ
propolis	prɔːpɔlis
fīniō	fiːniɔ
excipiō	ɛkst͡ʃiːpiɔ
barbātius	barbaːt͡sius
iordania	jɔrd̪aːnia
posca	pɔska
nōdātīs	nɔd̪aːt̪is
limnaea	limnɛːa
artabanus	art̪aːbanus
pleurōn	plɛu̯rɔn
archīāter	arkiaːt̪ɛr
obtemperātis	ɔpt̪ɛmpɛraːt̪is
circumrādō	t͡ʃirkumraːd̪ɔ
hyoscyamus	iɔʃʃiːamus
hērēmus	ɛrɛːmus
omnis	ɔmnis
contumēlia	kɔn̪t̪umɛːlia
hispidulus	ispiːd̪ulus
refectōriam	rɛfɛkt̪ɔːriam
eximius	ɛksiːmius
tīrōniānus	t̪irɔniaːnus
prōsecō	prɔːzɛkɔ
sīriacus	siriːakus
dehonestātiō	d̪ɛɔnɛst̪aːt͡siɔ
errandō	ɛrran̪d̪ɔ
admurmuror	ad̪murmurɔr
pistācia	pist̪aːt͡ʃia
adespota	ad̪ɛspɔt̪a
pēlamis	pɛːlamis
convolārent	kɔnvɔlaːrɛn̪t̪
indolēns	in̪d̪ɔlɛns
hermippus	ɛrmippus
ōvātae	ɔvaːt̪ɛ
diūs	d̪iːus
mediocritās	mɛd̪iɔːkrit̪as
elatē	ɛːlat̪ɛ
expejūrō	ɛkspɛjuːrɔ
complicō	kɔmplikɔ
verulae	vɛːrulɛ
reūnīrēs	rɛuniːrɛs
scaena	ʃɛːna
obsignātus	ɔpsiɲɲaːt̪us
cremō	krɛːmɔ
regent	rɛːd͡ʒɛn̪t̪
officium	ɔffiːt͡ʃium
pugillātus	pud͡ʒillaːt̪us
sēnsilis	sɛnsilis
antedīcō	an̪t̪ɛd̪iːkɔ
intonō	in̪t̪ɔnɔ
dysphoricus	d̪isfɔːrikus
occupātīs	ɔkkupaːt̪is
prōclīvis	prɔkliːvis
pictūra	pikt̪uːra
manūscrīptus	manuskript̪us
plicātus	plikaːt̪us
multijugus	mul̪t̪iːjuɡus
vulturius	vul̪t̪uːrius
calculēnsis	kalkulɛnsis
jūgerum	juːd͡ʒɛrum
spontāneī	spɔn̪t̪aːnɛi
interpretor	in̪t̪ɛrprɛt̪ɔr
spatium	spaːt͡sium
īnstrūmentum	inst̪rumɛn̪t̪um
stolōnifer	st̪ɔlɔːnifɛr
dasēa	d̪azɛːa
cēnsennia	t͡ʃɛnsɛnnia
myrtilus	mirt̪ilus
cynomazon	t͡ʃinɔmadd͡zɔn
gazētae	ɡadd͡zɛːt̪ɛ
būlinī	buːlini
tricorniger	t̪rikɔrnid͡ʒɛr
tītillōsus	t̪it̪illɔːzus
passibilis	passiːbilis
cōnspargō	kɔnsparɡɔ
coram	kɔːram
ipra	iːpra
tardō	t̪ard̪ɔ
dēnicālis	d̪ɛnikaːlis
famēs	faːmɛs
commūnālis	kɔmmunaːlis
violō	viːɔlɔ
oblīquātis	ɔblikwaːt̪is
adūrō	ad̪uːrɔ
anarrhīnon	anarriːnɔn
mania	maːnia
sorabicus	sɔraːbikus
tomyris	t̪ɔːmiris
dehinc	d̪ɛiŋk
cedrētōrum	t͡ʃɛd̪rɛt̪ɔːrum
annihilō	anniːilɔ
cōnsonō	kɔnsɔnɔ
mamillātus	mamillaːt̪us
saturīs	saːt̪uris
penetrābilis	pɛnɛt̪raːbilis
excellēns	ɛkst͡ʃɛllɛns
pedica	pɛːd̪ika
administrārem	ad̪minist̪raːrɛm
cōgō	kɔːɡɔ
pituānius	pit̪uaːnius
basicōnicus	bazikɔːnikus
illecebrōsus	illɛt͡ʃɛbrɔːzus
īnstrūmentālis	inst̪rumɛn̪t̪aːlis
aurificīna	au̯rifit͡ʃiːna
vitulus	viːt̪ulus
caligātus	kaliɡaːt̪us
cotonis	kɔːt̪ɔnis
epilēpticus	ɛpilɛpt̪ikus
glandula	ɡlan̪d̪ula
trīnitāria	t̪rinit̪aːria
bitius	biːt͡sius
acrozȳmus	akrɔdd͡ziːmus
āpidanus	apiːd̪anus
hederōsus	ɛd̪ɛrɔːzus
occīdō	ɔtt͡ʃiːd̪ɔ
bicaudātus	bikau̯d̪aːt̪us
cōnstantīnopolītānus	kɔnst̪an̪t̪inɔpɔlit̪aːnus
comitābilis	kɔmit̪aːbilis
arabica	araːbika
exacum	ɛksakum
cebrēn	t͡ʃɛːbrɛn
refocilō	rɛfɔːt͡ʃilɔ
cōnfectōrārius	kɔnfɛkt̪ɔraːrius
platanus	plaːt̪anus
rubrīca	rubriːka
absārius	apsaːrius
anatolicus	anat̪ɔːlikus
aestīvātum	ɛst̪ivaːt̪um
racōvia	rakɔːvia
inhabilis	inaːbilis
pluviāticus	pluviaːt̪ikus
faltō	fal̪t̪ɔ
mācerātīs	mat͡ʃɛraːt̪is
praedīcō	prɛd̪iːkɔ
tumidus	t̪uːmid̪us
chrīstiānus	krist̪iaːnus
tēlum	t̪ɛːlum
candēlābrārius	kan̪d̪ɛlabraːrius
pelengēnsis	pɛlɛn̠ʲd͡ʒɛnsis
harmonia	armɔːnia
subtaxon	supt̪aksɔn
postīcus	pɔst̪iːkus
artolaganus	art̪ɔlaːɡanus
cadī	kaːd̪i
ierō	iːɛrɔ
ocharius	ɔkaːrius
carminandō	karminan̪d̪ɔ
flāviobrīga	flaviɔbriːɡa
hauriō	au̯riɔ
scandalizō	skan̪d̪alidd͡zɔ
gāīpor	ɡaiːpɔr
dēfricō	d̪ɛːfrikɔ
inquināverimus	iŋkwinavɛriːmus
affectiōnātus	affɛkt͡siɔnaːt̪us
astapa	ast̪apa
incendiāriam	in̠ʲt͡ʃɛn̪d̪iaːriam
nūtāverimus	nut̪avɛːrimus
singulus	siŋɡulus
abnoctō	abnɔkt̪ɔ
compsa	kɔmpsa
melanōpus	mɛlanɔːpus
hībernō	ibɛrnɔ
lēnīs	lɛːnis
colō	kɔːlɔ
mārciōnis	mart͡ʃiɔːnis
andera	an̪d̪ɛra
cōnexiō	kɔnɛksiɔ
xērophilus	ksɛrɔːfilus
culleō	kullɛɔ
quadringenta	kwad̪rin̠ʲd͡ʒɛn̪t̪a
eximiās	ɛksiːmias
irruō	irruɔ
textrīx	t̪ɛkst̪riks
mūniceps	muːnit͡ʃɛps
convocātiō	kɔnvɔkaːt͡siɔ
exsībilō	ɛksiːbilɔ
āgrārius	aɡraːrius
amynticus	amin̪t̪ikus
vafer	vaːfɛr
iūlius	juːlius
ōcinarus	ɔt͡ʃiːnarus
amphiarāus	amfiaraːus
fūnereus	funɛːrɛus
jejūnō	jɛjuːnɔ
persalūtō	pɛrsaluːt̪ɔ
jūrō	juːrɔ
helvētica	ɛlvɛːt̪ika
echīdōrus	ɛkid̪ɔːrus
vopiscus	vɔpiskus
ēvidēns	ɛːvid̪ɛns
persius	pɛrsius
perquīrō	pɛrkwiːrɔ
oppīlāte	ɔppilaːt̪ɛ
concavus	kɔŋkavus
accorporō	akkɔrpɔrɔ
scutra	skuːt̪ra
iūdicātus	jud̪ikaːt̪us
paedophilia	pɛd̪ɔfiːlia
subflāvus	supflaːvus
excreō	ɛkskrɛɔ
voveō	vɔːvɛɔ
horreō	ɔrrɛɔ
matidius	mat̪iːd̪ius
scrīniārius	skriniaːrius
tumefactō	t̪umɛfakt̪ɔ
rediculus	rɛd̪iːkulus
crīsō	kriːzɔ
appāreō	appaːrɛɔ
crēbēscō	krɛbɛskɔ
calcitrō	kal̠ʲt͡ʃit̪rɔ
thermolīmōsus	t̪ɛrmɔlimɔːzus
ruber	ruːbɛr
textor	t̪ɛkst̪ɔr
adieris	ad̪iːɛris
festīnus	fɛst̪iːnus
adiūtābilis	ad̪jut̪aːbilis
noegēum	nɛd͡ʒɛːum
casānicus	kazaːnikus
mōrālitās	mɔraːlit̪as
administrāsse	ad̪minist̪rassɛ
viātor	viaːt̪ɔr
terribilis	t̪ɛrriːbilis
pelecānus	pɛlɛkaːnus
mūnicipālis	munit͡ʃipaːlis
amblyōpiam	ambliɔːpiam
venēnāre	vɛnɛnaːrɛ
cōnstitūtīve	kɔnst̪it̪ut̪iːvɛ
apostatātum	apɔst̪at̪aːt̪um
aquigenus	akwiːd͡ʒɛnus
abstēmius	apst̪ɛːmius
ūniversitās	univɛrsit̪as
ēvolvō	ɛvɔlvɔ
adurgeō	ad̪urd͡ʒɛɔ
grisēscēns	ɡrizɛʃʃɛns
complaceō	kɔmplaːt͡ʃɛɔ
germināverimus	d͡ʒɛrminavɛriːmus
abacis	aːbat͡ʃis
nudiceps	nuːd̪it͡ʃɛps
liquentia	likwɛnt͡sia
lactātiō	lakt̪aːt͡siɔ
incursāveris	iŋkursaːvɛris
sarepta	sarɛpt̪a
singae	sin̠ʲd͡ʒɛ
dialecte	d̪ialɛkt̪ɛ
scītor	ʃiːt̪ɔr
soror	sɔːrɔr
holmium	ɔlmium
membrum	mɛmbrum
pāgēnsis	pad͡ʒɛnsis
inligō	inliɡɔ
obsequiō	ɔpsɛːkwiɔ
fīdus	fiːd̪us
frūstrātiō	frust̪raːt͡siɔ
ēbulliō	ɛbulliɔ
pola	pɔːla
nec	nɛk
sauromatēs	sau̯rɔːmat̪ɛs
incitātiō	in̠ʲt͡ʃit̪aːt͡siɔ
athamanticus	at̪aman̪t̪ikus
celbis	t͡ʃɛlbis
multiplicātīvus	mul̪t̪iplikat̪iːvus
rogātō	rɔɡaːt̪ɔ
ovicula	ɔviːkula
thalamēgus	t̪alamɛːɡus
floccipendō	flɔtt͡ʃipɛn̪d̪ɔ
pūnctiuncula	puŋkt͡siuŋkula
tondeō	t̪ɔn̪d̪ɛɔ
aspectus	aspɛkt̪us
advēneritis	ad̪vɛnɛriːt̪is
excīdō	ɛkst͡ʃiːd̪ɔ
macra	maːkra
pēdagōgōs	pɛd̪aɡɔːɡɔs
obscūrāveritis	ɔpskuravɛːrit̪is
ustulō	ust̪ulɔ
subalbidus	subalbid̪us
prōvehō	prɔːvɛɔ
dēductīvās	d̪ɛd̪ukt̪iːvas
tamesa	t̪aːmɛza
incohāveritis	iŋkɔavɛːrit̪is
octingentēsimus	ɔkt̪in̠ʲd͡ʒɛn̪t̪ɛːzimus
attestor	at̪t̪ɛst̪ɔr
gatheae	ɡaːt̪ɛɛ
exampaeus	ɛksampɛːus
adrānum	ad̪raːnum
avēna	avɛːna
horia	ɔːria
annūtriō	annuːt̪riɔ
conparō	kɔmparɔ
eundus	ɛun̪d̪us
obsequiam	ɔpsɛːkwiam
rēpō	rɛːpɔ
citante	t͡ʃit̪an̪t̪ɛ
turriger	t̪urrid͡ʒɛr
hinc	iŋk
uxellodūnum	uksɛllɔd̪uːnum
immaneō	immaːnɛɔ
prōcēritās	prɔt͡ʃɛːrit̪as
bastiō	bast̪iɔ
megara	mɛːɡara
incōnfūsibilis	iŋkɔnfuziːbilis
cybaeus	t͡ʃibɛːus
regundārum	rɛɡun̪d̪aːrum
creperum	krɛːpɛrum
paenultima	pɛnul̪t̪ima
maeōtae	mɛɔːt̪ɛ
hebraicus	ɛbraːikus
alētrium	alɛːt̪rium
audītīs	au̯d̪iːt̪is
saepseritis	sɛpsɛːrit̪is
adūtor	ad̪uːt̪ɔr
ovātīs	ɔvaːt̪is
concēdō	kɔn̠ʲt͡ʃɛːd̪ɔ
condrūsī	kɔn̪d̪ruːzi
pēnsō	pɛnsɔ
cadāverōsus	kad̪avɛrɔːzus
cyretiae	t͡ʃirɛːt͡siɛ
foedifragī	fɛd̪iːfrad͡ʒi
sciī	ʃiːi
sonitus	sɔːnit̪us
benivolus	bɛniːvɔlus
exprōbrātiō	ɛksprɔbraːt͡siɔ
saltō	sal̪t̪ɔ
putrerētur	put̪rɛrɛːt̪ur
meterem	mɛːt̪ɛrɛm
ēventuāliter	ɛvɛn̪t̪uaːlit̪ɛr
falsijūrius	falsijuːrius
iehōva	jɛɔːva
sabis	saːbis
nūdō	nuːd̪ɔ
panormitānus	panɔrmit̪aːnus
spongītis	spɔn̠ʲd͡ʒiːt̪is
meretrīx	mɛːrɛt̪riks
diēspitrī	d̪iɛspit̪ri
chrōmium	krɔːmium
inūre	inuːrɛ
lēvigāveritis	lɛviɡavɛːrit̪is
prognōsis	prɔɲɲɔːzis
addiscō	ad̪d̪iskɔ
aporiātūrus	apɔriat̪uːrus
chersos	kɛrsɔs
imitātīve	imit̪at̪iːvɛ
tessarescaedecatītae	t̪ɛssarɛʃʃɛd̪ɛkat̪iːt̪ɛ
suratēnsis	surat̪ɛnsis
auctus	au̯kt̪us
trochaeus	t̪rɔkɛːus
lacessit	lat͡ʃɛssit̪
numerō	nuːmɛrɔ
cōnfectūrārius	kɔnfɛkt̪uraːrius
linguāx	liŋɡwaks
restaurante	rɛst̪au̯ran̪t̪ɛ
cosmologia	kɔsmɔlɔːd͡ʒia
dastarcum	d̪ast̪arkum
rūpestris	rupɛst̪ris
cētus	t͡ʃɛːt̪us
bālaena	balɛːna
sūtrīna	sut̪riːna
nāvicula	naviːkula
baebrō	bɛːbrɔ
berkelium	bɛrt͡ʃɛːlium
ēviscerātō	ɛviʃʃɛraːt̪ɔ
theās	t̪ɛːas
sulcirōstris	sul̠ʲt͡ʃirɔst̪ris
turbō	t̪urbɔ
vārōnēs	varɔːnɛs
fūnerālis	funɛraːlis
adjūtābilis	ad̪jut̪aːbilis
exportāssent	ɛkspɔrt̪assɛn̪t̪
rosātus	rɔzaːt̪us
reverberā	rɛvɛrbɛra
tardī	t̪ard̪i
sacrārius	sakraːrius
brachycephalus	brakit͡ʃɛːfalus
simeōn	siːmɛɔn
rixōsus	riksɔːzus
calfactum	kalfakt̪um
obtemperāveris	ɔpt̪ɛmpɛraːvɛris
cosmopolītismus	kɔsmɔpɔlit̪ismus
iactāns	jakt̪ans
gemō	d͡ʒɛːmɔ
dēsōlō	d̪ɛzɔːlɔ
glomerāveritis	ɡlɔmɛravɛriːt̪is
memoriālis	mɛmɔriaːlis
paucidēns	pau̯t͡ʃid̪ɛns
ageris	aːd͡ʒɛris
orōdēs	ɔrɔːd̪ɛs
chamāvī	kamaːvi
caelestiālis	t͡ʃɛlɛst̪iaːlis
nāsāle	nazaːlɛ
condylus	kɔn̪d̪ilus
laudābimus	lau̯d̪aːbimus
durōnia	d̪urɔːnia
minūtiloquium	minut̪ilɔːkwium
sētiferus	sɛt̪iːfɛrus
potidaea	pɔt̪id̪ɛːa
ingressus	iŋɡrɛssus
orestis	ɔrɛst̪is
polyphēmos	pɔlifɛːmɔs
saxifragus	saksiːfraɡus
ēlēctōribus	ɛlɛkt̪ɔːribus
garum	ɡaːrum
orchomenus	ɔrkɔːmɛnus
perfīnītiōnem	pɛrfinit͡siɔːnɛm
oculāriter	ɔkulaːrit̪ɛr
rhodium	rɔːd̪ium
hypothēca	ipɔt̪ɛːka
arātor	araːt̪ɔr
cōnectō	kɔnɛkt̪ɔ
catabānī	kat̪abaːni
compartior	kɔmpart͡siɔr
excitus	ɛkst͡ʃit̪us
sammeī	sammɛi
parstrȳmonia	parst̪rimɔːnia
tentāssēs	t̪ɛn̪t̪assɛs
calculātōrius	kalkulat̪ɔːrius
luxemburgicus	luksɛmburd͡ʒikus
nepete	nɛːpɛt̪ɛ
abortō	abɔrt̪ɔ
gundulfus	ɡun̪d̪ulfus
cosmopolītismī	kɔsmɔpɔlit̪ismi
benevolentia	bɛnɛvɔlɛnt͡sia
lacerātiō	lat͡ʃɛraːt͡siɔ
capisa	kaːpiza
quadrifurcus	kwad̪rifurkus
bīliōsus	biliɔːzus
eiusmodi	ɛjusmɔd̪i
volscē	vɔl̠ʲʃɛ
tractogalātus	t̪rakt̪ɔɡalaːt̪us
vērior	vɛːriɔr
camum	kaːmum
rhododendros	rɔd̪ɔd̪ɛn̪d̪rɔs
pāstuī	past̪ui
heus	ɛu̯s
callirhoē	kalliːrɔɛ
indolēscō	in̪d̪ɔlɛskɔ
septingenta	sɛpt̪in̠ʲd͡ʒɛn̪t̪a
pinnātifidus	pinnat̪iːfid̪us
decibilium	d̪ɛt͡ʃibiːlium
subplicō	supplikɔ
der	d̪ɛr
nihilum	niːilum
levigāverimus	lɛviɡavɛːrimus
phascōla	faskɔːla
femorālis	fɛmɔraːlis
dobūnī	d̪ɔbuːni
sontius	sɔnt͡sius
tyrius	t̪iːrius
scientiola	ʃiɛnt͡siːɔla
dīvus	d̪iːvus
obtūrāverimus	ɔpt̪uravɛriːmus
acūtilobus	akut̪iːlɔbus
pertentō	pɛrt̪ɛn̪t̪ɔ
collaudō	kɔllau̯d̪ɔ
imitātīvus	imit̪at̪iːvus
prōferō	prɔːfɛrɔ
saskatchewan	saskat̪kɛvan
fūrtum	furt̪um
rubefactum	rubɛfakt̪um
inperītus	impɛriːt̪us
būtiō	buːt͡siɔ
refluō	rɛːfluɔ
boreālis	bɔrɛaːlis
vēlīs	vɛːlis
messidius	mɛssiːd̪ius
sirōna	sirɔːna
vestis	vɛst̪is
memorābilis	mɛmɔraːbilis
circumerrō	t͡ʃirkumɛrrɔ
īnsipidus	insiːpid̪us
brūtō	bruːt̪ɔ
tarmitem	t̪armit̪ɛm
sandaligerula	san̪d̪alid͡ʒɛːrula
applicō	applikɔ
carnōsa	karnɔːza
imperitō	impɛːrit̪ɔ
maga	maːɡa
ebeneus	ɛbɛːnɛus
mūtātīs	mut̪aːt̪is
irrītātī	irrit̪aːt̪i
dēstrūctōrēs	d̪ɛst̪rukt̪ɔːrɛs
dēpellō	d̪ɛpɛllɔ
comitātus	kɔmit̪aːt̪us
scīpiō	ʃiːpiɔ
āerius	aɛːrius
vola	vɔːla
exitiābilis	ɛksit͡siaːbilis
mēlis	mɛːlis
cōntiōnābundus	kɔnt͡siɔnabun̪d̪us
triēris	t̪riɛːris
ruīnō	ruiːnɔ
haematophobia	ɛmat̪ɔfɔːbia
theātra	t̪ɛaːt̪ra
pertendō	pɛrt̪ɛn̪d̪ɔ
vapōrō	vapɔːrɔ
catulaster	kat̪ulast̪ɛr
ūnūnpentium	unumpɛnt͡sium
cōnfiteor	kɔnfiːt̪ɛɔr
zēlotypia	d͡zɛlɔt̪iːpia
dēnōminātor	d̪ɛnɔminaːt̪ɔr
sophoclēs	sɔːfɔklɛs
sufflāminandum	sufflaminan̪d̪um
conceptiō	kɔn̠ʲt͡ʃɛpt͡siɔ
cōnsabrum	kɔnsabrum
osyris	ɔːziris
verrēs	vɛrrɛs
scaniēnsis	skaniɛnsis
dēclāmātiō	d̪ɛklamaːt͡siɔ
vietnamia	viɛt̪naːmia
condictītius	kɔn̪d̪ikt̪iːt͡sius
dēvehō	d̪ɛːvɛɔ
gāī	ɡaːi
genius	d͡ʒɛːnius
ajāx	aːjaks
termes	t̪ɛrmɛs
religiōsī	rɛlid͡ʒiɔːzi
satyrus	saːt̪irus
irrogās	irrɔɡas
vōtam	vɔːt̪am
būtȳrum	but̪iːrum
sāmoānō	samɔːanɔ
ēloquium	ɛlɔːkwium
imāginante	imad͡ʒinan̪t̪ɛ
urgueō	urɡwɛɔ
baptizātor	bapt̪idd͡zaːt̪ɔr
nōdus	nɔːd̪us
dēdicāsse	d̪ɛd̪ikassɛ
subīnferō	subinfɛrɔ
hernia	ɛrnia
ptygma	pt̪iɡma
moechor	mɛːkɔr
ēlēctōre	ɛlɛkt̪ɔːrɛ
īnfōrmātīvōs	infɔrmat̪iːvɔs
exstirpō	ɛkst̪irpɔ
gallaecī	ɡallɛːt͡ʃi
meditor	mɛːd̪it̪ɔr
circumstupeō	t͡ʃirkumst̪uːpɛɔ
bibliothēcālis	bibliɔt̪ɛkaːlis
rēcta	rɛkt̪a
acranthus	akran̪t̪us
abūsor	abuːzɔr
ōrnāveris	ɔrnaːvɛris
lēvigātīs	lɛviɡaːt̪is
pervicāx	pɛrvikaks
embolus	ɛmbɔlus
mediterrāneus	mɛd̪it̪ɛrraːnɛus
injūstus	injust̪us
properipēs	prɔpɛːripɛs
dēterō	d̪ɛːt̪ɛrɔ
inprobus	imprɔbus
crīminālis	kriminaːlis
ambitiō	ambiːt͡siɔ
unguentum	uŋɡwɛn̪t̪um
northus	nɔrt̪us
tribōn	t̪riːbɔn
sufferveō	suffɛrvɛɔ
cambiō	kambiɔ
abecedārius	abɛt͡ʃɛd̪aːrius
ossifragus	ɔssiːfraɡus
mellōna	mɛllɔːna
sēgregō	sɛːɡrɛɡɔ
archidux	arkid̪uks
dīgestīvō	d̪id͡ʒɛst̪iːvɔ
diametros	d̪iaːmɛt̪rɔs
quōrum	kwɔːrum
ēvolvendō	ɛvɔlvɛn̪d̪ɔ
madubae	maːd̪ubɛ
quaeque	kwɛːkwɛ
asser	assɛr
circumspargō	t͡ʃirkumsparɡɔ
habitante	abit̪an̪t̪ɛ
saturāte	sat̪uraːt̪ɛ
paeniteō	pɛniːt̪ɛɔ
arboreus	arbɔːrɛus
oenomaus	ɛːnɔmau̯s
vāricus	vaːrikus
thorae	t̪ɔːrɛ
squāmulōsus	skwamulɔːzus
convictās	kɔnvikt̪as
detumō	d̪ɛːt̪umɔ
gadara	ɡaːd̪ara
īnserta	insɛrt̪a
seulum	sɛːulum
injiciō	injiːt͡ʃiɔ
caper	kaːpɛr
fornācula	fɔrnaːkula
ambrōnēs	ambrɔːnɛs
dubitāre	d̪ubit̪aːrɛ
matīnius	mat̪iːnius
laureātus	lau̯rɛaːt̪us
