ajornor	ad͡ʒornɔr
genevi	ɡenevi
februaro	februaro
ananasi	ananasi
sukoza	sukoza
pe	pe
reptero	reptero
akompanos	akompanɔs
glebo	ɡleba
exasperir	eksasperir
objekto	obd͡ʒekto
filtrote	filtrote
lamentas	lamentas
dicos	dit͡sɔs
joyoza	ʒojoza
discipliniti	dist͡sipliniti
depozario	depozari̯o
mentono	mentono
pilo	pilo
or	ɔr
blua	blua
komprenesar	komprenesar
paviliono	paviljono
abortar	abortar
memorito	memorito
modemo	modemo
favoronto	favoronto
durstar	durstar
liechtenstein	liktɛnʃtai̯n
gravitinto	ɡravitinto
adibe	adibe
aranjor	arand͡ʒɔr
equilibras	ekvilibras
belgia	belɡja
gravitir	ɡravitir
exasperonti	eɡzasperonti
decidinti	det͡sidinti
kruda	kruda
shako	ʃako
disciplinus	dist͡siplinus
aristokrato	aristokrato
serbia	serbi̯a
aquirez	akwirɛz
aplikez	aplikɛs
atentos	atentɔs
sigaro	siɡaro
quale	kwalɛ
projetoti	proʒetoti
jetoto	ʒetoto
shamigor	ʃamiɡɔr
cindro	t͡sindro
moyeni	mojeni
profetala	profetala
decembri	det͡sembri
likota	likota
kasrolo	kasrolo
genero	ɡenero
regenerez	reɡenerɛz
insultonte	insultonte
energio	enerɡi̯o
mani	mani
sorginti	sorɡinti
eroros	erorɔs
litigonti	litiɡonti
fresheskar	freʃeskar
komprenebla	komprenebla
formikumo	fɔrmikumo
amaso	amaso
aquirar	akwirar
chasohundo	t͡ʃasohundo
visar	visar
irgo	irɡo
padelo	padelo
sinonima	sinonima
furio	furi̯o
exutorio	eɡzutori̯o
jus	ʒus
decidar	det͡sidar
restauris	restau̯ris
shamigonta	ʃamiɡonta
he	hɛ
filtrinta	filtrinta
perturbus	perturbus
pozez	pozɛs
aptesar	aptesar
ajornez	aʒornɛz
mem	mem
insultinte	insultinte
lamentonte	lamentonte
antibiotiko	antibi̯otiko
trahizez	trahizɛs
bubono	bubono
filmo	filmo
jetar	d͡ʒetar
biomaso	biomaso
koquata	kokvata
konglomerato	konɡlomerato
sisati	sisati
manipulado	manipulado
glano	ɡlano
bakonta	bakonta
frapinta	frapinta
agi	aɡi
genio	ɡenijo
video	vidɛjɔ
glacieskar	ɡlat͡sjeskar
batar	batar
fotografita	fotoɡrafita
repentar	repentar
vespereskonto	vespereskonto
nuklea	nuklea
viciozeso	vit͡si̯ozeso
devancar	devant͡sar
kamizo	kamizo
insertos	insertɔs
barbuliar	barbuli̯ar
imagininte	imaɡininte
x	kse
alejor	aled͡ʒɔr
idiotismoza	idiotismoza
joyar	ʒojar
kontote	kontote
ita	ita
envolvus	envolvus
equilibrez	eku̯ilibrɛz
pomo	pɔmɔ
juez	ʒuɛz
energioza	enerɡi̯oza
ofensis	ofensis
vejetar	veʒetar
origano	oriɡano
statistiko	statistiko
etiko	etiko
volvar	vɔlvar
iracus	irat͡sus
yarala	jarala
fotografanti	fotoɡrafanti
kuglo	kuɡlo
agar	aɡar
citite	t͡sitite
krespo	krespo
bakanto	bakanto
citante	t͡sitante
oficior	ofit͡si̯ɔr
mariajar	mari̯aʒar
evolucionez	evolut͡si̯onɛs
frago	fraɡo
bigami	biɡami
stufati	stufati
linguala	linɡwala
peninsulo	peninsulo
decidanto	det͡sidanto
devorar	devorar
mentioza	mentioza
d	d
ne	ne
jeneroza	ʒeneroza
anciena	ant͡sjɛna
insultos	insultɔs
mentiar	mentjar
esvanar	ɛsvanar
aceptonta	at͡septonta
bastonagos	bastonaɡɔs
importanto	importanto
pluvo	pluvɔ
co	tso
kontredico	kontredit͡so
abandonate	abandonate
supernatura	supɛrnatura
tardigar	tardiɡar
quantesi	ku̯antesi
apertar	apertar
bucheyo	but͡ʃejo
vidato	vidato
desorganizonto	desorɡanizonto
charminti	t͡ʃarminti
termino	termino
kandelo	kandelo
engajar	enɡaʒar
organizez	orɡanizɛs
moskito	moskito
strikas	strikas
depozito	depozito
rezumos	rezumɔs
genitoro	ɡenitoro
instrukto	instrukto
hipar	hipar
atinginto	atinɡinto
fantaziir	fantaziir
ito	itɔ
digi	diɡi
rikomencar	rikoment͡sar
glacierala	ɡlat͡si̯erala
bordi	bordi
ajustez	ad͡ʒustɛs
gratitudar	ɡratitudar
paperacho	paperat͡ʃo
recepcionir	ret͡sept͡si̯onir
organizinte	orɡanizinte
mondo	mondo
jemelo	d͡ʒemelo
inflamo	inflamo
vulgara	vulɡara
kupolo	kupolo
sisinto	sisinto
tekto	tɛkto
imposti	imposti
filtronta	filtronta
venor	venɔr
spinato	spinato
amiko	amiko
sanigez	saniɡɛs
anticipita	antit͡sipita
charjar	t͡ʃarʒar
esamifar	esamifar
fortiganto	fortiɡanto
el	el
licenco	lit͡sent͡so
liro	liro
imperiestri	imperi̯estri
adoronta	adoronta
ministo	ministo
introduktar	introduktar
alejas	aled͡ʒas
filtrus	filtrus
monakeyo	monakejo
nederlandana	nederlandana
aktorino	aktorino
specaligar	spet͡saliɡar
sorginte	sorɡinte
pavonumar	pavonumar
portuo	pɔɾtwɔ
amebi	amebi
disciplinez	dist͡siplinɛs
enkorpigote	enkorpiɡote
chanjos	t͡ʃanʒɔs
mitralioso	mitralioso
mencionor	ment͡si̯onɔr
santa	santa
abandonar	abandonar
pensus	pensus
surda	surda
abandonite	abandonite
enkorpigota	enkorpiɡota
deputoti	deputoti
deputez	deputɛs
botanizonte	botanizonte
brechizabez	bret͡ʃizabɛs
ciencala	t͡sient͡sala
mandolini	mandolini
transito	tɾansito
skikurinti	skikurinti
biciklo	bit͡siklo
frivoli	frivoli
pluri	pluri
quante	kwante
embracar	embrat͡sar
lukto	lukto
litigato	litiɡato
regenerir	reɡenerir
drinkar	drinkar
sentir	sentir
peniso	peniso
kremo	kremo
sambuko	sambuko
exasperinti	eksasperinti
motivi	motivi
damo	damɔ
bandajizito	bandaʒizito
kobro	kobro
bandajizite	bandaʒizite
iono	i̯ono
furiero	furi̯ero
sublimos	sublimɔs
fusilo	fusilo
on	on
agrokultivi	aɡrokultivi
botanizinta	botanizinta
graviti	ɡraviti
agnoskos	aɡnoskɔs
pomo	pomo
agnoskis	aɡnoskis
equilibrato	eku̯ilibrato
festinas	festinas
aranjor	aranʒɔr
ekliptiki	ekliptiki
imputar	imputar
adverso	adverso
sfero	sfero
iracego	irat͡seɡo
helpez	helpɛz
skribinte	skribinte
kunlaborante	kunlaborante
exasperis	eɡzasperis
glikoso	ɡlikoso
tormentez	tormentɛz
rodar	rodar
objecionar	obʒet͡sjonar
exasperati	eɡzasperati
probez	probɛs
intrigar	intriɡar
instanto	instanto
sudo	sudo
brodas	brodas
stuvagar	stuvaɡar
abdikar	abdikar
x	ks
rozea	ɾɔzɛa
trahizir	trahizir
glitveturi	ɡlitveturi
komplikas	komplikas
arbustaro	arbustaro
polemikis	polemikis
intermixo	intermikso
saturata	saturata
biblioteko	bibljoteko
satisfacar	satisfat͡sar
skriboti	skriboti
venos	venɔs
dormetonti	dormetonti
jirafo	ʒirafo
glacieri	ɡlat͡si̯eri
aquoza	akwoza
sorgoto	sorɡoto
aceptinte	at͡septinte
o	o
insultanta	insultanta
helpor	helpɔr
bandajizanto	bandad͡ʒizanto
skribonta	skribonta
chanjor	t͡ʃanʒɔr
juez	d͡ʒuɛs
vitobero	vitobero
sucesar	sut͡sesar
aceptoto	at͡septoto
regeneroti	reɡeneroti
disciplinos	dist͡siplinɔs
diminutar	diminutar
equilibrinta	eku̯ilibrinta
mencionas	ment͡si̯onas
mungar	munɡar
decidita	det͡sidita
turnas	turnas
predicati	predit͡sati
teo	teo
burjoni	burd͡ʒoni
shamigis	ʃamiɡis
agnoskante	aɡnoskante
hundino	hundino
subtilajo	subtilaʒo
imaginate	imaɡinate
precize	pret͡size
exasperonta	eɡzasperonta
votis	votis
imaginos	imaɡinɔs
mencionata	ment͡si̯onata
tirez	tirɛs
spiko	spiko
fortigante	fortiɡante
sisonte	sisonte
korpi	korpi
fotografite	fotoɡrafite
raspanti	raspanti
esonti	esonti
chipro	t͡ʃipro
donacario	donat͡sario
exasperoti	eɡzasperoti
kamizolo	kamizolo
imposto	imposto
atingonta	atinɡonta
de	dɛ
hela	hela
algoritmi	alɡoritmi
projetir	prod͡ʒetir
nukumo	nukumo
lupo	lupɔ
varsar	varsar
kanapeo	kanapeo
ironte	ironte
koqueyi	kokweji
aranjir	aranʒir
mil	mil
avantaji	avantad͡ʒi
arto	aɾtɔ
pos	pos
koquus	koku̯us
revolucioni	revolut͡si̯oni
volkano	volkano
akonito	akonito
fortiganta	fortiɡanta
adoranti	adoranti
sukro	sukro
raspite	raspite
raspos	raspɔs
remediachi	remedi̯at͡ʃi
trahizonta	trahizonta
memoro	memoro
originala	oriɡinala
helpiti	helpiti
saturito	saturito
moneto	moneto
linguistikala	linɡuwistikala
aflikto	aflikto
insertas	insertas
judikito	ʒudikito
qui	kwi
judikato	ʒudikato
koquonti	kokvonti
extirpar	ekstirpar
lumar	lumar
stati	stati
vizajo	vizaʒo
projetinta	prod͡ʒetinta
mediko	mɛdikɔ
interruptar	interuptar
vicino	vit͡sino
orfani	orfani
equilibris	ekvilibris
japoniano	ʒaponi̯ano
ce	t͡sɛ
chanjos	t͡ʃand͡ʒɔs
emfazar	emfazar
tuberkloso	tuberkloso
dicar	dit͡saɾ
fortigoto	fortiɡoto
strucho	strut͡ʃo
depozonto	depozonto
judiki	d͡ʒudiki
genitiva	ɡenitiva
muziko	muziko
granizar	ɡranizar
sudorifar	sudorifar
raspir	raspir
dicar	dit͡sar
labiobarbi	labi̯obarbi
pensiti	pensiti
menciononte	ment͡si̯ononte
fotografote	fotoɡrafote
morto	mɔrto
pozor	pozɔr
irinta	irinta
skribonto	skribonto
konsequo	konseku̯o
tam	tam
internacione	internat͡sjone
esforcar	ɛsfɔrt͡sar
vinkar	vinkar
desorganizinta	desorɡanizinta
oficala	ofit͡sala
jetito	d͡ʒetito
nekonocata	nekonot͡sata
modi	modi
mariajar	mari̯ad͡ʒar
prezidonta	prezidonta
ovi	ovi
aerostato	aerostato
vortaro	vɔrtaro
e	e
imaginas	imaɡinas
probis	probis
sangifar	sanɡifar
glatigoti	ɡlatiɡoti
diminutos	diminutɔs
sorgus	sorɡus
mestiero	mestiero
fantazios	fantazi̯ɔs
depozar	depozar
bandajizato	bandaʒizato
procedo	prot͡sedo
geologio	ɡeoloɡjo
strado	strado
promulgez	promulɡɛz
kolino	kolino
tentinto	tentinto
likita	likita
gravitado	ɡravitado
decidate	det͡sidate
hezitema	hezitema
prezidanti	prezidanti
odiar	odi̯ar
skisar	skisar
rumania	rumani̯a
adianta	adi̯anta
bandajizinte	bandaʒizinte
plafono	plafono
servar	sɛɾvaɾ
kunlaborinto	kunlaborinto
trahizanta	trahizanta
infektar	infektar
koliziono	koloziono
adiar	adi̯ar
equilibrinti	eku̯ilibrinti
urjar	urʒar
adorota	adorota
advere	advere
exekutar	eɡzekutar
nihiligar	nihiliɡar
nedrinkebla	nedrinkebla
decimala	det͡simala
voluntez	voluntɛz
koquir	kokwir
skribiti	skribiti
vereso	vereso
hiperligilo	hiperliɡilɔ
konjedar	kond͡ʒedar
vatikano	vatikano
oktani	oktani
aciono	at͡sjono
tale	tale
bordizar	bordizar
memoros	memorɔs
tertremo	tertremo
formikumar	fɔrmikumar
botanizar	bɔtanizar
memoronta	memoronta
idioti	idi̯oti
akuzoti	akuzoti
adfluar	adflu̯ar
domajar	domad͡ʒar
diplasar	diplasar
homeosexuala	homeoseksuala
desfreshigar	desfreʃiɡar
atentonti	atentonti
yen	jen
objekto	obʒekto
rezuminte	rezuminte
frapante	frapante
violento	violento
skikuronto	skikuronto
fortigir	fortiɡir
joyar	d͡ʒojar
j	ʒ
separor	separɔr
mencioninda	ment͡sjoninda
matino	matinɔ
bandajizote	bandad͡ʒizote
impulsiva	impulsiva
erco	ɛrt͡so
lanci	lant͡si
trahizinti	trahizinti
permisez	permisɛz
fortigite	fortiɡite
recepcionez	ret͡sept͡si̯onɛz
saturonti	saturonti
augmentus	au̯ɡmentus
kantis	kantis
filtrato	filtrato
anticipante	antit͡sipante
jonki	d͡ʒonki
turisto	turisto
anmo	anmo
deputonti	deputonti
s	se
helpante	helpante
aranjas	aranʒas
kunlaborus	kunlaborus
equilibrote	ekvilibrote
femuro	femuro
substitucar	substitut͡sar
olima	olima
iti	iti
spontane	spontane
turdi	turdi
buklo	buklo
anciena	ant͡sijɛna
bandajizati	bandaʒizati
adicionir	adit͡si̯onir
frazo	frazo
direktadi	direktadi
filtrez	filtrɛs
damnir	damnir
prezidante	prezidante
akuzanta	akuzanta
vespereskanta	vespereskanta
jonki	ʒonki
desorganizo	desorɡanizo
equilibriti	eku̯ilibriti
plako	plako
puritano	puritano
rafto	rafto
fagonuco	faɡonut͡so
anticipanti	antit͡sipanti
tribui	tribui
saturinte	saturinte
imaginonte	imaɡinonte
bakante	bakante
vespero	vespero
domajar	domaʒar
filtrar	filtrar
boliigez	boliiɡɛz
rekortar	rekortar
argumento	arɡumento
parturar	parturar
skandinavia	skandinavi̯a
enlanjigar	enland͡ʒiɡar
faxar	faɡzar
equilibrota	eku̯ilibrota
frosto	frosto
irante	irante
ablativo	ablativo
championokonkurso	t͡ʃampi̯onokonkurso
bolo	bolo
laxigus	laksiɡus
retopagino	retopaɡino
akuzinto	akuzinto
frotos	frotɔs
desaranjar	desaranʒar
avelano	avelano
vespereskinte	vespereskinte
deputar	deputar
sklavo	sklavo
mekaniko	mekaniko
mezepoko	mezepoko
el	ɛl
pronuncar	pronunt͡sar
judikero	d͡ʒudikero
strokar	strɔkar
silkatra	silkatra
judikinti	ʒudikinti
sterko	sterko
darfar	darfar
irus	irus
nudisto	nudisto
bineto	bineto
disciplinoti	dist͡siplinoti
susurar	susurar
redemto	redemto
equilibronti	eku̯ilibronti
letro	letro
quanta	kwanta
responsanta	responsanta
japono	d͡ʒapono
projetis	prod͡ʒetis
fairo	faiɾɔ
instrumento	instrumento
hangaro	hanɡaro
xe	ksɛ
revoluciono	revolut͡siono
rezume	rezume
exasperite	eksasperite
maso	maso
bandajiziti	bandaʒiziti
exasperote	eɡzasperote
sulfito	sulfito
acendar	at͡sɛndar
explikor	eɡzplikɔr
vapornavi	vapornavi
biro	biro
orelo	orelo
emiri	emiri
adias	adi̯as
helpis	helpis
adoptante	adoptante
iracis	irat͡sis
fervoyala	fervojala
restauror	restau̯rɔr
nukumo	nukumɔ
cesigoti	t͡sesiɡoti
adjacanta	adʒat͡santa
employar	emplojar
sepultar	sepultar
praktikis	praktikis
celibino	t͡selibino
sequanta	sekwanta
tormentante	tormentante
saturante	saturante
citonto	t͡sitonto
erorar	erorar
permisir	permisir
eroras	eroras
trapasar	trapasar
venerdio	vɛnɛɾdiɔ
fortigus	fortiɡus
fortigonti	fortiɡonti
arkipelago	arkipelaɡo
traduko	traduko
prismato	prismato
agnoskonti	aɡnoskonti
chanjonti	t͡ʃanʒonti
projetoto	proʒetoto
insultinto	insultinto
striizez	striizɛs
eriko	eriko
fetida	fetida
adoptanti	adoptanti
helpoti	helpoti
axiomo	aɡzi̯omo
decidonte	det͡sidonte
dicata	dit͡sata
exasperoto	eɡzasperoto
vejetarar	veʒetarar
mankar	mankar
plano	plano
rasponta	rasponta
sutar	sutar
obstini	obstini
fondar	fondar
koquinte	kokvinte
incendias	int͡sendi̯as
gramatiko	ɡramatiko
bielorusia	bielorusia
yusta	justa
bakterio	bakterio
damnor	damnɔr
filtros	filtrɔs
oficiri	ofit͡siri
fotografas	fotoɡrafas
adorata	adorata
lamentinte	lamentinte
justa	ʒusta
almono	almono
idealo	ideala
permisar	permisar
dicante	dit͡sante
koquoti	kokvoti
gravitez	ɡravitɛs
equilibrito	eku̯ilibrito
festinar	festinar
sketeyo	sketejo
pasteto	pasteto
datumaro	datumaro
sonji	sonʒi
equilibrita	ekvilibrita
chanco	t͡ʃant͡so
kontinto	kontinto
brakiumo	brakjumɔ
restaurez	restau̯rɛz
piktor	piktɔr
boxar	boksar
altajo	altaʒo
grami	ɡrami
ankro	ankro
fato	fato
satiro	satiro
sisata	sisata
alejos	aled͡ʒɔs
demonstris	demonstris
insigno	insiɡno
amoranti	amoranti
imagininto	imaɡininto
aceptoti	at͡septoti
esonto	esonto
floso	flɔsɔ
bisquito	bisku̯ito
vadir	vadir
tradukesar	tradukesar
bordumo	bordumo
organizato	orɡanizato
naufrajar	nau̯frad͡ʒar
slovenia	sloveni̯a
juveli	d͡ʒuveli
klorido	klorido
bestio	bestio
refraktez	refraktɛs
skribita	skribita
babilema	babilema
transpozez	transpozɛs
atentis	atentis
gratar	ɡratar
japonia	ʒaponi̯a
etuyo	etujo
envolvor	envolvɔr
aparati	aparati
koqueri	kokweri
telegramo	teleɡramo
gravitonte	ɡravitonte
sovaja	sovad͡ʒa
libera	libera
fabo	fabo
minacar	minat͡sar
centimetro	t͡sentimetro
prezidor	prezidɔr
ofensus	ofensus
fundamento	fundamento
glatigonti	ɡlatiɡonti
chanjinti	t͡ʃand͡ʒinti
favoris	favoris
pasajero	pasad͡ʒero
funciono	funt͡si̯ono
due	du̯e
sisanta	sisanta
laudis	lau̯dis
kaoso	kaoso
moderna	moderna
decidito	det͡sidito
glavo	ɡlavo
juntar	ʒuntar
abatita	abatita
incendiis	int͡sendiis
aparato	aparato
skikurante	skikurante
kapitali	kapitali
koquas	koku̯as
abandonanto	abandonanto
ajornis	aʒornis
z	z
tableti	tableti
sajeso	saʒeso
exasperota	eɡzasperota
memoronto	memoronto
skulturo	skulturo
desorganizir	desorɡanizir
ofensate	ofensate
z	ze
abundanta	abundanta
koquite	kokvite
sikijar	sikiʒar
citez	t͡sitɛs
nepopulara	nepopulara
brechizanti	bret͡ʃizanti
imperar	imperar
garantio	ɡarantijo
sorgonto	sorɡonto
nebulo	nebulo
memorite	memorite
abatata	abatata
glacio	ɡlatsio
litigito	litiɡito
sternutar	sternutar
frotor	frotɔr
frapanto	frapanto
vespereskante	vespereskante
insultonto	insultonto
aeronavo	aeronavo
memorate	memorate
avelano	avelanɔ
akompanata	akompanata
exuduro	eksuduro
refraktez	refraktɛz
apertanto	apertanto
literaturaji	literaturad͡ʒi
shamigas	ʃamiɡas
lamentonti	lamentonti
dope	dope
akuzinte	akuzinte
alejez	aled͡ʒɛs
filtrati	filtrati
nelogikala	neloɡikala
suficar	sufit͡sar
bandajizota	bandaʒizota
refraktas	refraktas
aerosolo	aerosolo
citir	t͡sitir
erorus	erorus
krepo	krepo
cirkumskribar	t͡sirkumskribar
spliti	spliti
lamentir	lamentir
anticipate	antit͡sipate
neracionala	nerat͡si̯onala
bramas	bramas
adoras	adoras
arkeologio	arkeoloɡi̯o
frapanta	frapanta
botanizata	botanizata
decidinto	det͡sidinto
kantanti	kantanti
finlandana	finlandana
voco	vot͡so
jovdio	ʒɔvdiɔ
stufito	stufito
disimulus	disimulus
koaktar	kɔaktar
prezideri	prezideri
flajoleti	flaʒoleti
plaso	plaso
kunlaboras	kunlaboras
ferma	fɛrma
tertremi	tertremi
abandonabus	abandonabus
miligramo	miliɡramo
fotografez	fotoɡrafɛz
parafalo	parafalɔ
verda	verda
remedio	remedio
mondolingui	mondolinɡvi
kabino	kabino
piktos	piktɔs
okarini	okarini
diferenciar	diferent͡siar
vertico	vertit͡so
cirkumironti	t͡sirkumironti
momenti	momenti
mirakla	mirakla
fantazior	fantazi̯ɔr
atentonto	atentonto
juntata	d͡ʒuntata
vadati	vadati
bulgaria	bulɡari̯a
organa	orɡana
litiginti	litiɡinti
jirafi	ʒirafi
flotacar	flotat͡sar
emiro	emiro
maratono	maratono
jaro	d͡ʒaro
enkorpigoti	enkorpiɡoti
folio	foli̯o
patrini	patrini
skikuras	skikuras
maxim	maksim
mentala	mentala
regeneronti	reɡeneronti
signifiko	siɡnifiko
ciencisto	t͡siɛnt͡sistɔ
praktikor	praktikɔr
be	be
plumostroko	plumostroko
substantivo	substantivo
dicas	dit͡sas
pijamo	pid͡ʒamo
formiko	fɔrmikɔ
gracioza	ɡrat͡sjoza
jorno	d͡ʒorno
granizas	ɡranizas
dicite	dit͡site
esamo	esamo
vadez	vadɛz
homarala	homarala
obsoleta	obsoleta
neurono	neu̯rono
flajoleto	flaʒoleto
enkorpiginto	enkorpiɡinto
neopreni	neopreni
ampero	ampero
pektorala	pektorala
fotografate	fotoɡrafate
insultez	insultɛz
materialismo	materi̯alismo
roto	roto
chanjar	t͡ʃanʒar
horlojeto	horloʒeto
unika	unika
nasko	nasko
monomero	monomero
regenerate	reɡenerate
insultas	insultas
dicor	dit͡sɔr
imaginoto	imaɡinoto
prosternez	prosternɛs
axiomo	aksi̯omo
exasperonte	eksasperonte
konfundar	kɔnfundar
adorus	adorus
profeto	prɔfɛtɔ
adorato	adorato
benki	benki
decidir	det͡sidir
atingita	atinɡita
demonstro	demonstro
mielo	mi̯elo
decidez	det͡sidɛs
iterar	iterar
suburbo	suburbo
internacioneso	internat͡sijoneso
repudiar	repudi̯ar
papa	papa
laboristaro	laboristaro
favorus	favorus
abjekta	abʒekta
fidar	fidar
fiera	fi̯era
favorante	favorante
roki	roki
augmentez	au̯ɡmentɛz
mujar	muʒar
tentote	tentote
vehar	vehar
voluntar	vɔluntaɾ
komplikar	komplikar
abandonante	abandonante
akuzas	akuzas
aviacar	aviat͡sar
politikala	politikala
favorote	favorote
akompaninto	akompaninto
regresir	reɡresir
gratitudoza	ɡratitudoza
deputas	deputas
plezure	plɛzuɾɛ
anke	anke
projetos	proʒetɔs
kortico	kortit͡so
iris	iris
sindikati	sindikati
parento	parento
equilibrate	eku̯ilibrate
plualtigar	plualtiɡar
pramo	pramo
funero	funero
equilibrito	ekvilibrito
fortigati	fortiɡati
koquonti	kokwonti
fortiginto	fortiɡinto
kande	kande
apelor	apelɔr
perspektivo	perspektivo
deputiti	deputiti
greso	ɡreso
dissolvi	dissolvi
konocar	konocar
deputos	deputɔs
koqueyi	kokveji
chanjabez	t͡ʃand͡ʒabɛs
iros	irɔs
projeto	proʒeto
genuo	ɡenuo
enkorpiginta	enkorpiɡinta
evolucionir	evolut͡si̯onir
sorgote	sorɡote
sublimanti	sublimanti
fenestro	fenestro
moskeo	moskeo
onklino	onklino
menciononti	ment͡si̯ononti
shamigir	ʃamiɡir
lor	lɔɾ
albergo	albɛrɡo
augmentez	au̯ɡmentɛs
saturis	saturis
duimo	duimo
avida	avida
adoptez	adoptɛs
jenerozesi	d͡ʒenerozesi
trahizonti	trahizonti
demonstrez	demonstrɛz
adorinto	adorinto
prosternos	prosternɔs
bubuli	bubuli
equilibros	ekvilibrɔs
abandoninto	abandoninto
bito	bito
kalemburo	kalemburo
abandoninte	abandoninte
planko	plaŋkɔ
desplasizar	desplasizar
fiancitulo	fiant͡situlɔ
koquita	kokwita
bramez	bramɛs
fotografos	fotoɡrafɔs
berberiso	berberiso
sorgonte	sorɡonte
enkorpigir	enkorpiɡir
abandonato	abandonato
akushar	akuʃar
marchas	mart͡ʃas
generalo	ɡeneralo
protisto	protisto
redakteri	redakteri
lito	lito
weldez	weldɛz
kateto	kateto
litigoti	litiɡoti
predikar	predikar
kastano	kastano
raspar	raspar
napalmo	napalmo
faxar	faksar
abandonito	abandonito
benigna	beniɡna
glatigiti	ɡlatiɡiti
erorante	erorante
tentinte	tentinte
sinso	sinso
plezuro	plezuro
litero	litero
turnos	turnɔs
demonstras	demonstras
katedri	katedri
aplikez	aplikɛz
desorganizante	desorɡanizante
cent	sent
festininti	festininti
ka	ka
netransitiva	netɾansitiva
mato	mato
eskapar	eskapar
kakar	kakaɾ
anticipato	antit͡sipato
organizus	orɡanizus
obsidiani	obsidi̯ani
bakinto	bakinto
demonstrata	demonstrata
sunlumo	sunlumo
aceptito	at͡septito
w	we
lernar	lɛɾnaɾ
botanizanti	botanizanti
separas	separas
pos	pɔs
canokte	t͡sanokte
kantez	kantɛs
posmilita	posmilita
sako	sakɔ
purpuro	purpuro
konteno	kɔnteno
organizonte	orɡanizonte
raspate	raspate
ajustez	aʒustɛz
formo	formo
kabano	kabanɔ
osto	osto
mencionanti	ment͡si̯onanti
stufanti	stufanti
dominacar	dɔminat͡sar
mutono	mutono
kalsono	kalsono
fortigota	fortiɡota
enkorpigez	enkorpiɡɛz
dimezo	dimezo
fodar	fodar
adorinte	adorinte
sinkar	siŋkaɾ
adurolo	adurolo
granizos	ɡranizɔs
ve	vɛ
kravati	kravati
promulgas	promulɡas
abortigar	abortiɡar
turismo	turismo
decidonti	det͡sidonti
litigez	litiɡɛs
kontado	kontado
efikar	efikar
exajeranti	eksaʒeranti
evo	evo
envolvar	envolvar
b	be
salvar	salvar
stato	stato
chanjus	t͡ʃand͡ʒus
certe	t͡serte
projetote	prod͡ʒetote
aerolito	aerolito
plear	plear
ago	aɡo
lacerto	lat͡serto
avancigar	avant͡siɡar
fiasko	fiasko
frapoto	frapoto
aceptite	at͡septite
talono	talono
qualesala	kwalesala
skribos	skribɔs
organizar	oɾɡanizaɾ
preco	pɾɛt͡sɔ
skrubo	skrubo
germania	ɡermani̯a
delikata	delikata
glatiginti	ɡlatiɡinti
vu	vu
brakiumo	brakiumɔ
politiko	politiko
indijar	indiʒar
atentus	atentus
alejar	aled͡ʒar
guidar	ɡvidar
mosko	mosko
che	t͡ʃɛ
nederlando	nederlando
brazilia	brazili̯a
odiante	odi̯ante
vespereskonti	vespereskonti
doloro	doloro
juar	d͡ʒuar
minim	minim
lorneto	lorneto
lango	lanɡo
decido	det͡sido
ad	ad
hezitar	hezitar
tentis	tentis
suverena	suverena
judikinto	ʒudikinto
decensar	det͡sensar
trahizor	trahizɔr
regresar	reɡresar
kontos	kontɔs
expresema	eɡzpresema
adios	adi̯ɔs
descharjar	dest͡ʃarʒar
bandajizata	bandaʒizata
bisextila	bisɛkstila
kalzumo	kalzumɔ
ajornus	ad͡ʒornus
vereso	vɛrɛsɔ
repliko	repliko
tormentus	tormentus
abrupta	abrupta
tentita	tentita
judikeri	d͡ʒudikeri
fortiginta	fortiɡinta
lamentez	lamentɛz
avane	avane
domo	dɔmɔ
turnus	turnus
vadoti	vadoti
butro	butro
ofensar	ofensar
baro	baro
projetate	proʒetate
klimato	klimato
stufinte	stufinte
pasajo	pasad͡ʒo
desrespektar	desrespektar
bandajizinto	bandaʒizinto
specigar	spet͡siɡar
esperez	esperɛs
pasti	pasti
planajo	planad͡ʒo
desorganizata	desorɡanizata
odianti	odi̯anti
barometro	barɔmɛtrɔ
plastiko	plastiko
memoris	memoris
kunlaboro	kunlaboro
veino	vɛi̯no
longigar	lonɡiɡar
kontredicar	kɔntrɛdit͡saɾ
kolda	kolda
manjaji	mand͡ʒad͡ʒi
stando	stando
perisar	perisar
agnoskiti	aɡnoskiti
sen	sen
populi	populi
abatoti	abatoti
kantanto	kantanto
virgulo	virɡulo
inter	intɛɾ
serchar	sɛrt͡ʃar
explikos	eɡzplikɔs
agitesar	aɡitesar
spaco	spat͡so
enkorpigita	enkorpiɡita
bandajizite	bandad͡ʒizite
r	ɾe
favorito	favorito
alimentar	alimɛntar
donaji	donad͡ʒi
organizata	orɡanizata
vesto	vesto
equilibrati	eku̯ilibrati
bandajizabez	bandaʒizabɛz
lamentante	lamentante
sisanti	sisanti
kontor	kontɔr
astrofiziko	astrofiziko
legacez	leɡat͡sɛz
desfidema	desfidema
imaginata	imaɡinata
ideala	ideala
baseni	baseni
milito	milito
demonstrate	demonstrate
mamifero	mamifero
abatus	abatus
apreciar	apret͡si̯ar
anjelo	anʒelo
poka	poka
komplikus	komplikus
suko	suko
skriboto	skriboto
laxigis	laɡziɡis
vaditi	vaditi
separos	separɔs
atingez	atinɡɛs
kasero	kasero
rideto	ridɛtɔ
desfacilaji	desfat͡silaʒi
propagadi	propaɡadi
cadie	t͡sadie
