خطابت	xətˈaːbət
انھو	ˈanhoː
پوسٹس	pˈoːsʈs
ہیلپ	hˈɛlp
چمکتی	cˈʌməkti
نرائن	nərˈa͡ɪn
راوٴ	rˈeːˈalɪfˈoːlˈetəcʰˈehsˈaːtcˈaːr
پرمسائل	pˌərəmsˈa͡ɪl
ویثرن	ʋˈeːsərˌən
میا	mjˈaː
برہمی	bərˈʌhmi
دھوتے	dʰˈoːteː
دیاہے	djˈaːheː
فراڈپر	frˈaːɖpər
استقبا	ɪstˈaqbaː
وارمنگ	ʋˈaːrəmˌənɡ
عباد	abˈaːd
نوجوان	nˌɔːɟaʋˈaːn
کردیاتھا	kərdjˈaːtʰaː
نیوالے	neːʋˈaːleː
جلبانی	ɟˌəlbˈaːni
ئیے	jˈeː
پٹیشنر	pəʈˈiːʃənˌər
کسی	kˈɪsi
پرآگیا	pərˈaːɡjaː
گلوکارہ	ɡˌəloːkˈaːrˌa
فلاور	fəlˈaːʋər
تئیں	tˈʌẽː
لازم	lˈaːzəm
بندکردیا	bˌəndəkrdˈiːaː
دعوے	dˈaːʋeː
عطاالحق	ˌataːˈaːləhˌəq
سیکیورٹی	sˌeːkeːˈoːrʈi
مرسوں	mˈʌrsˌõː
کنکٹیویٹی	kˌənəkʈeːʋˈiːʈi
خیالوں	xˈajaːlˌõː
گریڈ	ɡrˈeːɖ
ڈینٹسٹ	ɖˈeːnʈɪsʈ
برتے	bˈʌrtˌeː
بچاو	bəcˈaːoː
سیخ	sˈiːx
بجھوائے	bˈʊɟhʋaːˌeː
درسگاہوں	dˌərəsɡˈaːhõː
کونسلوں	kˈoːnsəlˌõː
پروڈکٹ	pərˈoːɖəkˌəʈ
سپنوں	sˈʌpnˌõː
پرسیکورٹی	pˌərsikˈoːrʈi
فیوں	fˈiõː
چپڑی	cˈʊpr.i
تقوی	tˈʌqʋi
عون	aˈoːn
اورفوری	ˌoːrfˈoːri
دان	dˈaːn
سوسائیڈ	sˌoːsaːˈiːɖ
ربط	rˈabt
جوابدہی	ɟˈaʋaːbˌədhˌiː
مہارت	məhˈaːrət
پیس	pˈiːs
الشمس	alʃˈams
کچھ	kʊcʰ
غو	ɣˈoː
شیرانی	ʃeːrˈaːni
لسانی	lɪsˈaːni
جکھرا	ɟˈʌkʰrˌaː
لکڑیاں	ləkˈʌr.jãː
سماراویرا	sˌəmaːraːʋˈiːraː
شاعری	ʃaːˈaːɪrˌiː
ایری	ˈeːri
ہمارارشتہ	hˌəmaːraːrˈʌʃta
تیزرفتار	tˌeːzərˌəftˈaːr
ارض	ˈarz
مسکینوں	mɪskˈiːnõː
نارنجی	naːrˈʌnɟi
بردارفورس	bˌərdaːrfˈoːrəs
وزارتوں	ʋəzˈaːrtˌõː
شدیدگرمی	ʃədˈiːdəɡˌərmˌiː
سمجھو	sˈʌmɟʰˌoː
گیلے	ɡˈiːleː
کرتیں	kˈartĩː
غمگین	ɣˌəmɡˈiːn
قطع	qˈʌtaː
اظہار	ˌɪʐhˈaːr
مشاق	məʃˈaːq
کاکاروبار	kˌaːkaːroːbˈaːr
کنجوس	kənɟˈuːs
کوکسی	kˈoːksˌiː
اشارہ	ɪʃˈaːra
آندھرا	ˈaːndʰərˌaː
سپلا	sˈʌplˌaː
گوڈ	ɡˈoːɖ
اربوں	ˈarbˌõː
یونیسکو	jɔnˈiːskˌoː
وکٹوریہ	ʋˌɪkʈoːrˈiːa
گوپس	ɡˈoːpəs
انشااللہ	ˌɪnʃaːˈaːləla
کلیریکل	kˌəlirˈiːkəl
انھی	ˌʊnhi
القومی	alqˈoːmi
ناخوش	naːxˈoːʃ
گیلپ	ɡˈeːləp
گروہ	ɡɪrˈoːh
ایسنڈ	eːsˈʌnɖ
قلندریہ	qˌələndərˈiːa
ٹرانسفو	ʈrˈaːnsəfˌoː
کلف	kˈʌləf
تجو	tˈʌɟoː
ہدیات	hˌədiˈaːt
گھوٹ	ɡʰˈoːʈ
بشری	bˈʌʃrˌiː
دگنا	dˈʌɡnˌaː
انتظام	ˌɪntɪʐˈaːm
مالاکنڈ	mˌaːlaːkˈʌnɖ
فارسٹ	fˈaːrˌɪsʈ
دینا	dˈeːnaː
مخالفانہ	mʊxˈaːlɪfˌaːnˌa
کمالی	kəmˈaːli
دیدئیے	dˈiːdjeː
رومانی	roːmˈaːni
خانوں	xˈaːnõː
پاٹا	pˈaːʈaː
رسالہ	rɪsˈaːla
سرپرستی	sˌarparˈasti
روپےجرمانہ	rˌoːpeːɟˌərmˈaːnˌa
منائی	mənˈaːi
ریسپانس	rˌeːspˈaːns
کیاتاہم	kjaːtˈaːhəm
شویتا	ʃaʋˈiːtaː
بمقام	bˌəmqˈaːm
چڑھاؤ	cər.hˈaːoː
اعتزاز	ˈeːtɪzˌaːz
پاوٴنڈ	pˈeːˈalɪfˈoːlˈetəcʰˈehsˈaːtcˈaːrnˈuːnɖˈaːl
سکندر	sɪkˈandar
لاہورمیں	laːhˈoːrmˌẽː
ظفرنے	ʐafˈarneː
افتخارمحمد	ˌɪftɪxˈaːrəmˌəhəmˌəd
ٹروڈو	ʈrˈoːɖoː
مریخ	mərˈiːx
سینڈ	sˈeːnɖ
کروانے	kərʋˈaːneː
سنائپرز	sˌəna͡ɪpˈʌrz
میٹنگوں	meːʈˈɪnɡõː
پروگرا	prˈoɡraː
بارک	bˈaːrɪk
گراؤنڈز	ɡˌəraːˈoːnɖz
خاکسار	xˌaːksˈaːr
پھنستے	pʰˈʌnsətˌeː
کتابچے	kɪtˈaːbceː
لیکوئیڈ	lˌeːkoːˈiːɖ
فریدہ	fərˈiːda
ہائیڈرینٹ	hˌaːiɖrˈiːnʈ
تاثر	tˈaːsʊr
لنڈسے	lˈʌnɖəsˌeː
بہلانے	bˈɛhlaːnˌeː
بھوتانی	bʰoːtˈaːni
القاسم	alqˈaːsɪm
دوبھر	dˈoːbʰər
پرائیویٹائزیشن	pˌəraːˌeːʋiʈˌa͡ɪzeːʃˈan
دیرمیں	dˈeːrmˌẽː
مشیربرائے	mʊʃˈiːrbərˌaːeː
انجینئروں	ɪnɟˈiːnrˌõː
لبنانی	lˌəbnˈaːni
حوالے	haʋˈaːleː
مدھو	mˈʌdʰoː
کیخلا	kˈeːxlˌaː
ٹیفکیشن	ʈˌeːfkeːʃˈan
کالج	kˈaːlɪɟ
آشیر	aːʃˈiːr
معاشقے	mˈaːʃqˌeː
کڑائیں	kər.ˈaːẽː
بطو	bˈʌtoː
فاقہ	fˈaːqˌa
شاردہ	ʃˈaːrdˌa
اکیڈ	akˈiːɖ
نصاب	nɪʂˈaːb
کھود	kʰˈoːd
خوردنی	xˈʊrdni
مصلحتوں	mˈʌʂəlˌəhətˌõː
ہمدردی	hˈamdərdˌiː
گلف	ɡˈʌləf
واچ	ʋˈaːc
رینجرزکے	rˈeːnɟərˌəzkˌeː
اتریں	ˈʊtrẽː
پہنتی	pˈɛhɛnti
پان	pˈaːn
ڈیکوریشن	ɖˌeːkoːreːʃˈan
ماخذ	mˈaːxəz
توصیف	toːʂˈiːf
جاچکا	ɟˈaːckˌaː
سرٹیفیکٹ	sˌərʈifˈeːkʈ
پرتشددواقعات	pˌərətˌəʃəddʋaːqˈaːt
نکلوا	nˈɪklʋaː
ہوسکیں	hˈoːskˌẽː
قف	qˈʌf
ٹنڈومحمد	ʈənɖˈoːməhˌəməd
نشریاتی	nˌəʃrjˈaːti
مدرسے	mˈʌdərseː
بیماریاں	bimˈaːrjãː
اورنگزیب	ˌoːrənˌəɡzˈiːb
آئیوری	ˌaːeːˈoːri
سیتا	sˈiːtaː
لیفٹینٹ	lˌeːfʈˈiːnʈ
نااہلیوں	naːˈaːhliˌõː
لکس	lˈʌkəs
پرانی	pʊrˈaːni
نصیر	nəʂˈiːr
وک	ʋˈʌk
انگلینڈکی	ˌanəɡlˈiːnɖəkˌiː
کارر	kˈaːrɪr
طاہر	tˈaːhər
ندامت	nədˈaːmət
دھیمی	dʰˈiːmi
غل	ɣˈʌl
آسیب	aːsˈeːb
اضافے	ɪzˈaːfeː
چیف	cˈiːf
کوسندھ	koːsˈɪndʰ
مساوی	məsˈaːʋi
احوال	ˈahʋaːl
امیدواری	ʊmˈiːdʋaːrˌiː
دائرکردی	dˌa͡ɪrəkˈʌrdi
انٹریز	ˌɪnʈarˈiːz
چوراسی	coːrˈaːsi
بندیوں	bˈʌndiˌõː
نوشی	nˈoːʃi
ورثے	ʋˈʌrsˌeː
مہا	mˈʌhaː
گرومندر	ɡˌəroːmˈʌndər
ہرماہ	hˌərmˈaːh
ڈائل	ɖˈa͡ɪl
عقیل	aqˈiːl
پیوندکاری	peːʋˈandkaːrˌiː
عکسبند	ˌakəsəbˈʌnd
نظرسکیورٹی	naʐˈarsəkˌeːoːrʈˌiː
فرہم	fˈʌrəhˌəm
رعشہ	rˈaːʃˌa
قائرہ	qˈa͡ɪrˌa
مرحومہ	mˌərhˈuːmˌa
پسرور	pˌəsrˈoːr
ٹمن	ʈˈʌmən
رفح	rˌəfˈah
ہواوے	haʋˈaːʋeː
ہندوستانی	hˌɪnduːstˈaːni
ڈکار	ɖəkˈaːr
مشابہ	mʊʃˈaːbɛh
فوٹوز	foːʈˈoːz
غیرملکیوں	ɣˈeːrəmˌəlkˌiõː
ڈیرے	ɖˈeːreː
وسعت	ʋʊsˈat
کاسٹر	kˈaːsʈər
فارن	fˈaːrɪn
ٹھو	ʈʰˈoː
اعتما	ˈeːtɪmˌaː
اورکارکنان	ˌoːrkˈaːrkˌʊnaːn
تجمل	taɟˈammʊl
ٹورنا	ʈˈoːrnˌaː
دیکھتا	dˈeːkʰtˌaː
تانیہ	taːnˈiːa
عبدالکلام	ˌabdˌaːləklˈaːm
ہیرس	hˈeːrəs
کردینگے	kərdˈiːnɡˌeː
منزلہ	mˈanzˌɪla
گوارے	ɡaʋˈaːreː
طلبی	tˈʌlbˌiː
کرایہ	kərˈaːja
ورغلانے	ʋˌərəɣlˈaːneː
کاانعقاد	kˌaːaːnˈaːqaːd
نیشنل	nˌɛʃnˈal
متھیو	mətʰˈeːoː
یورپیئن	jˌɔrpiˈɪn
اورجس	ˈoːrəɟˌəs
مہرالنساء	mˈɛhraːlnsaː
بدظن	bˈadʐan
بنارہے	bənˈaːrhˌeː
خرہ	xˈʌrˌa
اینڈانڈسٹری	eːnɖˈaːnɖəsʈˌəri
قطرہ	qˈʌtəra
ہزار	həzˈaːr
کاوفد	kˈaːʋəfˌəd
اتھاہ	atʰˈaːh
شی	ʃˈiː
ہوگو	hˈoːɡoː
کروائے	kərʋˈaːeː
صائم	ʂˈa͡ɪm
رکھاگیا	rəkʰˈaːɡjaː
امدادکی	ˌɪmdˈaːdki
مستان	mˌəstˈaːn
حملہبڈھ	hˈʌməlˌəhəbˌəɖʰ
جنریشن	ɟˌənreːʃˈan
خوشنما	xˈʊʃnəmˌaː
اف	ˈaf
کوخود	koːxˈoːd
ماتمی	mˈaːtmˌiː
ذیابیطس	zˌɪaːbˈeːtɪs
عیت	ˌa͡ɪniˈat
کوشیش	koːʃˈiːʃ
افسر	ˌafsˈar
ویلا	ʋˈeːlaː
فائبر	fˈa͡ɪbər
ؤں	ˈoːn
بینگن	bˈeːnəɡˌən
وائرلیس	ʋˌa͡ɪrlˈiːs
ڈیول	ɖˈeːʋəl
والٹ	ʋˈaːlʈ
لالیاں	lˈaːljãː
ار	ˈar
بغاونت	bəɣˈaːʋənˌət
برآمدکر	bərˈaːmədˌəkər
مرزانے	mɪrzˈaːneː
نظرنہیں	naʐˈarnəhˌẽː
وینیو	ʋeːnˈeːoː
باب	bˈaːb
اساسی	asˈaːsi
دواں	dˈaʋãː
صفات	ʂɪfˈaːt
بیوپاریوں	bˌeːoːpˈaːriˌõː
ڈاکٹرعافیہ	ɖˈaːkʈarˌaːfiˌa
الجہاد	alɟɪhˈaːd
کارندوں	kaːrˈʌndõː
زیرقبضہ	zˈeːrəqˌəbəza
ترنگا	tˈʌrənɡaː
نورالدین	nˌoːraːldˈiːn
کیچپ	kˈeːcəp
ڈسٹرکٹس	ɖˈɪsʈrɪkʈs
ناشائستہ	naːʃˈa͡ɪstˌa
پرآگئی	pˌəraːɡˈai
امی	ˈami
کیسا	kˈeːsaː
اونس	ˈoːns
پیپلز	pˈeːpəlˌəz
ئض	zˈʌ
غلیظ	ɣəlˈiːʐ
سجنے	sˈʌɟnˌeː
نقوش	nʊqˈuːʃ
زاں	zˈãː
کماد	kəmˈaːd
دعویدار	dˌaːʋidˈaːr
ہیڈکوارٹر	hˌeːɖkʋˈaːrʈər
سیالوی	sjˈaːlʋi
پراسلام	pərˌɪslˈaːm
پاسکلی	pˈaːsəkli
ضری	zˈʌri
خیلہ	xˈeːlˌa
افسرنے	ˌafsˈarneː
نہار	nəhˈaːr
رکھی	rˈʌkʰi
پائوں	pˈaːõː
ایکسپوز	ˌeːkəspˈoːz
وسلم	ʋˈʌsəlˌəm
چسپاں	cˈʌspˌãː
قاف	qˈaːf
جاویدہاشمی	ɟaːʋˈeːdhaːʃˌɪmi
دقت	dɪqːˈat
ویڈیوزکراچی	ʋˌeːɖeːˌoːzəkrˈaːci
چوآ	cˈaʋaː
رہنی	rˈɛhni
فئیر	fəˈiːr
پورے	pˈuːreː
نعیش	naˈiːʃ
مٹکے	mˈʌʈkˌeː
ٹورازم	ʈoːrˈaːzəm
مونچھیں	mˈuːncʰẽː
پوٹینشل	poːʈˈiːnəʃˌəl
پرپورا	pˌərpˈoːraː
شیبا	ʃˈeːbaː
فیکٹریوں	fˈeːkʈərˌiõː
پرل	pˈʌrəl
تھیلی	tʰˈeːli
پررائے	pˌərrˈaːeː
برین	bərˈiːn
رتیک	rətˈiːk
دلپذیر	dˌələpzˈiːr
رسولی	rasˈuːli
خوار	xʋˈaːr
مستعد	mˌəstˈaːd
زنجیریں	zənɟˈiːrẽː
جنوبی	ɟʊnˈuːbi
ایسوسی	eːsˈoːsi
حشر	hˈaʃr
دوقراردادیں	dˌoːqrˈaːrdaːdˌẽː
سنٹرز	sɪnʈˈarz
ابدال	ˌabdˈaːl
پرخواتین	pˌərxʋaːtˈiːn
کنڈوں	kˈʌnɖõː
ہوجائے	hoːɟˈaːeː
چولھے	cˈuːlheː
منیجر	mənˈiːɟər
کاتیل	kaːtˈiːl
چارسو	cˈaːrsˌoː
کینیڈی	keːnˈiːɖi
بیکٹریا	bˈeːkʈərjˌaː
کندن	kʊndˈan
الانبار	alˈanbaːr
پھوپھی	pʰˈuːpʰi
سنڈیاں	sˈʌnɖjãː
بستر	bɪstˈar
قادریہ	qˌaːdrˈiːa
کمیو	kəmˈeːoː
الہلابن	alhəlˈaːbən
بانسری	bˈaːnsərˌiː
وارڈن	ʋˈaːrɖən
ایڈوانی	ˈeːɖʋaːnˌiː
فیتے	fˈiːteː
آئسنگ	ˈaːɪsˌɪnɡ
سیگل	sˈeːɡəl
سہتو	sˈɛhtoː
دستیابی	dˌəstjˈaːbi
بولوں	bˈoːlõː
رعائتی	rˈaːti
محال	məhˈaːl
مارنا	mˈaːrnˌaː
سرحدوں	sˈarhadˌõː
ایسرانی	ˌeːsrˈaːni
اویسیہ	ˌoːisˈiːa
مچھیروں	məcʰˈiːrõː
شوہر	ʃoːhˈar
زیورات	zˌeːʋərˈaːt
سینئرز	seːnˈʌrz
کارروائیاں	kˈaːrraʋˌaːjãː
وسل	ʋˈʌsəl
اینکر	ˈeːnəkˌər
یونٹس	jˈɔnʈs
تفری	tˈʌfrˌiː
ساکنان	sˌaːknˈaːn
ہدایات	hˌədaːiˈaːt
پولی	pˈoːli
ہرمز	hˈʌrəmˌəz
سرپرائز	sˌərəprˈa͡ɪz
رھے	rˈʌhəˌeː
ادیزئی	adˈiːzˌiː
نہلایا	nˌɛhɛlˈaːjaː
امارات	ˌamaːrˈaːt
صباح	ʂəbˈaːh
فرنچائز	fˌərncˈa͡ɪz
ڈھائے	ɖʰˈaːeː
سفاکانہ	sˌəfaːkˈaːnˌa
کھوسہکراچی	kʰˌoːsəhˌəkrˈaːci
کلبز	kˈʌləbˌəz
زماں	zˈʌmãː
ھیں	hˈʌẽː
الخلیفہ	alxəlˈiːfˌa
بنگلادیش	bˌənəɡlaːdˈiːʃ
ہوشیاری	hˈoːʃjaːrˌiː
الترکی	altˈʊrki
نک	nˈʌk
شعر	ʃˈeːr
فقدان	fˌʊqdˈaːn
کٹھ	kˈʌʈʰ
ڈبلز	ɖˈʌbəlˌəz
رہائشگاہ	rˌəha͡ɪʃɡˈaːh
گکھڑ	ɡˈʌkʰər.
بوجھل	bˈoːɟʰəl
شہریارخان	ʃˈɛhrjaːrxaːn
تنزیلہ	tˌənzˈiːlˌa
وسیلہ	ʋəsˈiːlˌa
آج	ˈaːɟ
یون	jˈɔn
مظفرگڑھ	mˌəʐəfˌərəɡˈʌr.h
قمیتوں	qəmˈiːtõː
گورنرکو	ɡˌaʋarnˈarkoː
ٹروجن	ʈrˈoːɟən
کوپولیو	kˌoːpoːlˈeːoː
اورجن	ˈoːrəɟˌən
ماروا	mˈaːrʋaː
رمدے	rˈʌmdˌeː
البتہ	albˈʌta
پیشی	pˈeːʃi
مبصر	mˈʌbəʂˌər
مگوئیاں	məɡˈoːjãː
پھینک	pʰˈẽːk
اوراراکین	ˌoːraːraːkˈiːn
تناظر	tanˈaːʐʊr
پرمشاورت	pˌərəmʃˈaːʋərˌət
ترقی	tarˈaqi
شموزئی	ʃəmˈoːzˌiː
بلوغت	bˌaluːɣˈat
ایگریکلچرل	ˌeːɡrˈiːkəlˌəcərˌəl
نگلنے	nˈʌɡəlneː
وحدانیت	ʋˌəhədˌaːniˈat
کرشماتی	kˌarɪʃmˈaːti
فنڈز	fˈʌnɖz
دیوبند	dˌeːoːbˈʌnd
پنڈ	pˈʌnɖ
سنوکر	sənˈoːkər
گولڈمیڈل	ɡˈoːlɖəmˌiːɖəl
الاحسن	alˈɛhsən
گفتگوکرتے	ɡʊftɡˈoːkərteː
نر	nˈʌr
سزاے	səzˈaːeː
انجنیئر	ˌanɟəniˈar
لمحہ	lˈamha
فائلر	fˈa͡ɪlər
والہانہ	ʋˌaːlhˈaːnˌa
رکھاہے	rəkʰˈaːheː
بلاک	bəlˈaːk
اعمال	aːmˈaːl
قمرالزمان	qˌəmrˌaːləzmˈaːn
پیشکش	pˌeːʃkˈaʃ
ہوگن	hˈoːɡən
لیفٹنگ	lˈeːfʈˌɪnɡ
رکھتے	rˈʌkʰtˌeː
نگلیریا	nˌəɡlˈiːrjaː
میش	mˈeːʃ
آسکی	ˈaːskˌiː
چلاؤں	cˌəlaːˈoːn
شاگردی	ʃaːɡˈɪrdi
بالاخر	bɪlˈaːxɪr
لخت	lˈʌxt
سیمی	sˈeːmi
کیل	kˈeːl
معزولی	mˈaːzuːlˌiː
سپرسٹار	sˌəpərsʈˈaːr
والدہ	ʋˈaːldˌa
اناسی	ʊnˈaːsi
دھنی	dʰˈʌni
پلیئنگ	pˌəliˈɪnɡ
رقیب	rəqˈiːb
ساکران	sˌaːkrˈaːn
پراڈکٹس	pˌəraːɖəkˈʌʈs
چلارہا	cəlˈaːrhˌaː
بھیک	bhˈiːk
سڈنی	sˈʌɖnˌiː
چھٹی	cʰˈʌʈi
متاثرہ	mʊtˈaːsɪrˌa
ووٹرز	ʋoːʈˈʌrz
فریق	fərˈiːq
اس	ɪs
ناگن	nˈaːɡən
امنگوں	ʊmˈanɡõː
وسلام	ʋˌəslˈaːm
گوڈا	ɡˈoːɖaː
بھتیجی	bʰətˈiːɟi
دریغ	dərˈiːɣ
جوائے	ɟˈaʋaːˌeː
کوکچھ	kˈoːkəcʰ
وٹیکنالوجی	ʋˌəʈiknaːlˈoːɟi
محموداشرفی	mˌɛhmuːdˈaːʃɪrfi
انکو	ˈɪnkoː
ارتقائی	ˌɪrtɪqˈaːi
ٹوئنٹی	ʈoːˈɪnʈˌiː
کروا	kˈʌrʋaː
نبردآزما	nˌəbrdˈaːzmˌaː
چلوں	cˈʌlõː
کیتی	kˌiːti
ملنگ	mˈʌlənɡ
احمدشہزاد	ˌɛhmədˌəʃhzˈaːd
انٹرسٹ	ɪnʈˈarɪsʈ
الخلا	alxˈʌlaː
دھکیلنا	dʰəkˈiːlnˌaː
سلوٹ	səlˈoːʈ
سلگتے	sˈʌləɡteː
پیڈیا	pˈeːɖjaː
انسٹیٹوٹ	ˌɪnsʈiʈˈoːʈ
لاریجانی	lˌaːriɟˈaːni
فلوریڈا	fˌəloːrˈiːɖaː
مادی	mˈaːdi
مصنو	mˈʌʂnˌoː
کوریلیز	kˌoːrilˈiːz
کشال	kəʃˈaːl
ہاتھوں	hˈaːtʰõː
کسا	kˈʌsaː
اینڈر	ˈeːnɖər
ڈھکا	ɖʰˈʌkaː
کیپس	kˈeːpəs
جوڑ	ɟˈoːr.
ٹرانزکشن	ʈrˈaːnəzˌəkəʃˌən
کورہیڈکوارٹرزمنگلا	kˌoːrhˌiːɖkʋˈaːrʈərˌəzəmˌənəɡlaː
کرائمیا	kərˈa͡ɪmjaː
کفیلہ	kəfˈiːlˌa
کوز	kˈoːz
چھیپا	cʰˈeːpaː
ایشٹن	ˈeːʃəʈˌən
زائدکی	zˈa͡ɪdkˌiː
محنتوں	mɛhnˈatõː
نخرے	nˈʌxrˌeː
فیزیبلٹی	feːzˈiːbəlʈi
کوچار	koːcˈaːr
اپ	ˈap
کلاسوں	klˈaːsõː
کنٹریکٹرز	kanʈrˈeːkʈərz
لاؤنج	laːˈoːnɟ
بیسز	bˈeːsəz
پاوٴنڈز	pˈeːˈalɪfˈoːlˈetəcʰˈehsˈaːtcˈaːrnˈuːnɖˈaːlzˈeː
نظرانہ	naʐˈaraːna
پوائنٹ	pˌʊaːˈɪnʈ
اقساط	ˌaqsˈaːt
ویادگار	ʋjˌaːdɡˈaːr
چارسدہ	cˈaːrəsda
امیشا	amˈiːʃaː
پیوٹن	peːˈoːʈən
ہیوز	hˈeːʋəz
ورائٹی	ʋərˈa͡ɪʈi
انڈیل	ˈanɖil
عیدکے	ˈiːdkeː
کرتاہے	kˌərtˈaːheː
کام	kˈaːm
جمی	ɟˈʌmi
کابیٹا	kaːbˈiːʈaː
کارستانی	kˌaːrɪstˈaːni
کوحراست	kˌoːhərˈaːst
پیرکوہو	pˌeːrkˈoːhoː
صابن	ʂˈaːbɪn
کوری	kˈoːri
اورسیکرٹری	ˌoːrsikˈʌrʈərˌiː
کاسہولت	kˌaːshˈoːlət
کورز	kˈoːrz
پرائمری	pərˈa͡ɪmrˌiː
جنر	ɟˈʌnər
دکھاتی	dəkʰˈaːti
اونچائی	ˈuːncaːˌiː
پٹیشنز	pˌəʈeːʃˈanz
پورٹ	pˈoːrʈ
عندلیب	ˈandəlˌiːb
کنڈیوں	kˈʌnɖiˌõː
بلوچکراچی	bˌəloːcˌəkrˈaːci
لاوارث	laːʋˈaːrəs
اچھائی	acʰˈaːi
پرند	pˈarɪnd
المنکر	almˈʊnkɪr
تکنیک	tˌəknˈiːk
پردیسیوں	pˈardeːsˌiõː
ڈسٹرب	ɖɪsʈˈarb
ذہنوں	zˈɛhnõː
سیٹنگز	seːʈˈɪnɡz
الاونس	alˈoːns
دفترکے	dˈʌfətˌərkˌeː
ستدانوں	sˌətdˈaːnõː
ضابطگیاں	zˌaːbətˈʌɡjãː
طشت	tˈʌʃt
پرمیں	pˈʌrmˌẽː
غیرآئینی	ɣˌeːraːˈiːni
بکریاں	bəkˈʌrjãː
عبداللہ	ˌabdˈaːləla
مرتضی	mʊrtˈazi
دائیگی	daːˈiːɡi
روزتیزی	rˌoːztˈiːzi
مصطفائی	mˌʊʂtafˈaːi
پیار	pjˈaːr
شیزہ	ʃˈeːzˌa
واٹ	ʋˈaːʈ
جھومتے	ɟʰˈoːmtˌeː
مباحثے	məbˈaːhəsˌeː
منجملہ	mˈʌnɟəmˌəlˌa
مفید	mʊfˈiːd
رحیمی	rəhˈiːmi
مسلم	mˈʊslˌɪm
ملائیکہ	mˌəlaːˈiːkˌa
چپقلش	cˈapqalˌɪʃ
تراجم	tərˈaːɟɪm
بیڈز	bˈeːɖz
رکھتا	rˈʌkʰtˌaː
اعزای	aːzˈaːi
روشنی	rˈoːʃnˌiː
بنایاجاسکے	bˌənaːjaːɟˈaːskˌeː
مالم	mˈaːlɪm
موری	mˈoːri
تبدیلی	tˌəbdˈiːli
فتوحات	fˌətoːhˈaːt
کااپنا	kaːˈaːpnˌaː
کیااس	kjaːˈaːs
وین	ʋˈeːn
وجود	ʋʊɟˈuːd
نصیبو	nəʂˈiːboː
اوریہ	oːrˈiːa
جعلی	ɟˈaːli
الظفر	alʐafˈar
اظہارافسوس	ˌɪʐhaːrˌaːfsˈoːs
آرٹلری	ˈaːrʈəlri
افاقہ	afˈaːqˌa
میڈیکل	meːɖˈiːkəl
ہتک	hˈʌtək
عرضداشت	arzdˈaːʃt
ناقص	nˈaːqɪʂ
مسلک	mˈaslak
ناہید	naːhˈiːd
سٹیکر	sʈˈeːkər
ایڑھی	ˈeːr.hi
ولیمسن	ʋəlˈiːməsˌən
کیجروال	kˌeːɟrʋˈaːl
فرم	fˈʌrəm
ازا	ˈazaː
منوں	mˈʌnõː
ٹائٹ	ʈˈa͡ɪʈ
چھاپ	cʰˈaːp
رشی	rˈʌʃi
قندوز	qəndˈuːz
عہدوں	ˌoːhdˈoːn
کویتی	kaʋˈiːti
ہنستے	hˈʌ̃steː
محمدحفیظ	mˌəhəmˌədəhəfˈiːʐ
کشوں	kˈʌʃõː
گائیڈز	ɡaːˈiːɖz
گذاری	ɡʊzˈaːri
تجاوز	taɟˈaːʋʊz
میجرجنرل	mˈeːɟərˌəɟənˌərəl
بنجمن	bˈʌnɟəmˌən
استقامت	ˌɪstɪqˈaːmət
آبادکے	aːbˈaːdkˌeː
مستثنی	mˈʌsətˌəsnˌiː
مدمقابل	mˌədmʊqˈaːbɪl
سمرہ	sˈʌməra
گریہ	ɡərˈiːa
اتارٹی	ʊtˈaːrʈi
منقتل	mˈʌnəqˌətəl
میتوں	mˈeːtõː
سازی	sˈaːzi
ایمرجنسی	ˌeːmərəɟˈʌnsi
پلک	pˈʌlək
شرمناک	ʃˌərəmnˈaːk
لاہورپولیس	lˌaːhoːrpoːlˈiːs
للکارا	lˌəlkˈaːraː
آدھے	ˈaːdʰeː
اتار	ʊtˈaːr
گلوبل	ɡəlˈoːbəl
گھریلو	ɡʰarˈeːluː
جوادایس	ɟˈaʋaːdˌaːjas
گلوکار	ɡˌəloːkˈaːr
چوپڑا	cˈoːpr.ˌaː
مگرمچھ	maɡˈarmacʰ
ویکیپیڈیا	ʋˌeːkipˈiːɖjaː
مالاکنڈڈویژن	mˌaːlaːkˌənɖəɖʋˈiːʒən
ڈاکٹریٹ	ɖˈaːkʈarˌiːʈ
مریڑ	mərˈiːr.
سکتی	sˈʌktˌiː
لیس	lˈeːs
عبدالمالک	ˌabdˌaːlmˈaːlɪk
مزاروں	məzˈaːrõː
عاصمہ	ˈaːʂəma
رکاؤٹ	rˌəkaːˈoːʈ
بڑھائے	bˈar.haːˌeː
شواہد	ʃaʋˈaːhɪd
ئندہ	nˈʌda
گھمنڈ	ɡʰəmˈʌnɖ
رون	rˈoːn
اسکیم	ˌaskˈiːm
چیزوں	cˈiːzõː
فرنیٹر	fˌərnˈiːʈər
زمانی	zəmˈaːni
مدرس	mˈʌdərˌəs
کرفیو	kˌərfˈeːoː
ولیئرز	ʋˌəliˈarz
بانی	bˈaːni
ممی	mˈʌmi
جھوٹی	ɟʰˈuːʈi
شکرگزار	ʃˌəkərˌəɡzˈaːr
ڈریں	ɖˈʌrẽː
مستانہ	mˌəstˈaːnˌa
ہوچکی	hˈoːckˌiː
فوج	fˈoːɟ
منفی	mˈʌnfˌiː
للت	lˈʌlət
