артуына	ˈɑɾtwənɑ
шайлығып	ʃˈɑjɫəʀəp
асырылды	ˈɑsəɾəɫdə
Шеруалиева	ʃeɾwˈɑɫəjevɑ
отырсақ	ˈotəɾsɑq
көтерілмей	kɵteɾɪɫmˈej
көмегінен	kɵmeɡɪnˈen
Эдоков	edokˈov
анықтаса	ˈɑnəqtɑsɑ
сарбазы	sɑɾbˈɑzə
ауруларын	ɑwɾwɫˈɑɾən
әкімдерді	ækɪmdeɾdˈɪ
гүлдей	ɡuɫdˈej
әлеумет	ælewmˈet
алаяқтың	ɑɫɑjˈaqtəŋ
сараптамадан	sɑɾɑptɑmɑdˈɑn
топтары	toptˈɑɾə
күйеулерімен	kujewleɾɪmˈen
некеге	nekeɡˈe
әлдеқайда	æɫdeqɑjdˈɑ
екендігінен	ekendɪɡɪnˈen
ажыратылып	ˈɑʒəɾɑtəɫəp
дулыға	dwɫəʀɑ
жасақтардың	ʒɑsɑqtˈɑɾdəŋ
Сиез	səjez
еттен	ettˈen
Жәкішев	ʒækɪʃˈev
номинациясында	nˈoməjnɑtsəjjasəndɑ
санай	sɑnˈɑj
шахтада	ʃɑxtɑdˈɑ
Сталиннен	stˈɑɫəjnnen
болашағымыз	boɫɑʃˈɑʀəməz
биржалық	bəjɾʒɑɫəq
дағы	dˈɑʀə
кітабы	kɪtˈɑbə
Шаңырақтағы	ʃˈɑŋəɾɑqtɑʀə
мерзімін	meɾzɪmˈɪn
іздей	ɪzdˈej
мәңгілікке	mæŋɡɪlɪkkˈe
жарылыста	ʒˈɑɾəɫəstɑ
Жарыссөз	ʒˈɑɾəssɵz
салдарымен	sɑɫdˈɑɾəmen
оқырмандар	ˈoqəɾmɑndɑɾ
Төреханов	tɵɾexɑnˈov
алмағаннан	ɑɫmɑʀɑnnˈɑn
соңғылары	sˈoŋʀəɫɑɾə
препарат	pɾepɑɾˈɑt
үнемдеу	unemdˈew
өзгеше	ɵzɡeʃˈe
Царнаевпен	tsɑɾnɑevpˈen
дұрыстығы	dˈʊɾəstəʀə
тыңдаудың	təŋdɑwdəŋ
киноларды	kəjnoɫɑɾdə
Кастроның	kɑstɾˈonəŋ
атағысы	ɑtˈɑʀəsə
Альварес	ɑɫʔvɑɾˈes
институттарын	əjnstəjtwttɑɾən
Аудандық	ɑwdˈɑndəq
тулары	twɫˈɑɾə
винтовка	vəjntovkɑ
жынысын	ʒənəsən
жұмылдыру	ʒˈʊməɫdəɾw
оптимист	ˈoptəjməjst
қоржынын	qˈoɾʒənən
мойнындағы	mˈojnəndɑʀə
шаруашылықпен	ʃɑɾwˈɑʃəɫəqpen
ұқыпты	ˈʊqəptə
ықыласын	əqəɫɑsən
кезегім	kezeɡˈɪm
тауымыз	tˈɑwəməz
ақпанында	ɑqpˈɑnəndɑ
Әзербайжан	æzeɾbɑjʒˈɑn
риторикасын	ɾəjtoɾəjkɑsən
наурызды	nˈɑwɾəzdə
боздақ	bozdˈɑq
Фредерик	fɾedˈeɾəjk
боранда	boɾɑndˈɑ
реформашыл	ɾefoɾmˈɑʃəɫ
Дос	dˈos
Алтайға	ɑɫtɑjʀˈɑ
әне	ænˈe
қалатындығын	qɑɫˈɑtəndəʀən
фактілеріне	fɑktɪleɾɪnˈe
жеткіздім	ʒetkɪzdˈɪm
Семенованың	semenovˈɑnəŋ
бостандықтарынан	bostˈɑndəqtɑɾənɑn
Бағдарламада	bɑʀdɑɾɫɑmɑdˈɑ
амандығын	ɑmˈɑndəʀən
Азатық	ɑzˈɑtəq
ашқан	ɑʃqˈɑn
қамқоршылар	qɑmqˈoɾʃəɫɑɾ
өртеліп	ɵɾtelˈɪp
қолдың	qˈoɫdəŋ
санитарлық	sˈɑnəjtɑɾɫəq
алысқан	ˈɑɫəsqɑn
бұралқы	bʊɾˈɑɫqə
қызықтырған	qəzəqtəɾʀɑn
шағымға	ʃˈɑʀəmʀɑ
Хун	xwn
таңдауым	tɑŋdˈɑwəm
қалалы	qɑɫˈɑɫə
өкпелі	ɵkpelˈɪ
құттықтайды	qˈʊttəqtɑjdə
тауысқан	tˈɑwəsqɑn
нығайтып	nəʀɑjtəp
кетірді	ketɪɾdˈɪ
агенттерінің	ɑɡentteɾɪnˈɪŋ
атасы	ɑtˈɑsə
Парламентінің	pɑɾɫɑmentɪnˈɪŋ
өкілеттіктері	ɵkɪlettɪkteɾˈɪ
көшуіне	kɵʃwɪnˈe
ыңырсып	əŋəɾsəp
қысымымен	qəsəməmen
тұтқындалып	tˈʊtqəndɑɫəp
тартудың	tˈɑɾtwdəŋ
Бектұрғанова	bektʊɾʀɑnovˈɑ
ұрандарға	ʊɾɑndɑɾʀˈɑ
Иран	əjɾɑn
замандасым	zɑmɑndˈɑsəm
қорларының	qoɾɫˈɑɾənəŋ
үлесіне	ulesɪnˈe
байқауларға	bɑjqɑwɫɑɾʀˈɑ
колониясының	koɫˈonəjjasənəŋ
Исатай	əjsɑtɑj
мылтығының	məɫtəʀənəŋ
қолдайды	qoɫdˈɑjdə
алмағандарын	ɑɫmɑʀɑndˈɑɾən
дуасы	dwˈɑsə
танытуына	tˈɑnətwənɑ
немересін	nemeɾesˈɪn
Қуанышбек	qwˈɑnəʃbek
Дүйсенбіде	dujsenbɪdˈe
абақтыға	ɑbˈɑqtəʀɑ
Зейнет	zejnˈet
адайдың	ɑdˈɑjdəŋ
тәсілдермен	tæsɪɫdeɾmˈen
семсер	semsˈeɾ
ІЖӨ	ɪʒˈɵ
Байқоңырдың	bɑjqˈoŋəɾdəŋ
көтеріліп	kɵteɾɪlˈɪp
жылдығындағы	ʒəɫdəʀəndɑʀə
тілегіміз	tɪleɡɪmˈɪz
Бюджетке	bjudʒetkˈe
Ертісбаев	eɾtɪsbɑˈev
түрмесі	tuɾmesˈɪ
әттең	ættˈeŋ
автобустардан	ɑvtobwstɑɾdˈɑn
ұшы	ˈʊʃə
Жұмабаевтың	ʒʊmɑbɑˈevtəŋ
көбінен	kɵbɪnˈen
Қорғалжын	qoɾʀˈɑɫʒən
ұялатып	ʊjaɫˈɑtəp
табылғанша	tˈɑbəɫʀɑnʃɑ
басқалармен	bɑsqɑɫɑɾmˈen
арнауға	ɑɾnɑwʀˈɑ
дастарқандас	dɑstɑɾqɑndˈɑs
Әуелгіде	æweɫɡɪdˈe
Нақпаев	nɑqpɑˈev
байланыста	bɑjɫˈɑnəstɑ
көрсін	kɵɾsˈɪn
Герат	ɡeɾˈɑt
боялып	bojˈaɫəp
мақтады	mɑqtˈɑdə
қабылдағандар	qˈɑbəɫdɑʀɑndɑɾ
мейірімі	mejɪɾɪmˈɪ
шариғат	ʃˈɑɾəjʀɑt
боран	boɾˈɑn
ұйымдарға	ˈʊjəmdɑɾʀɑ
саяжай	sɑjaʒˈɑj
секілді	sekɪɫdˈɪ
қызық	qəzəq
қарайтындай	qɑɾˈɑjtəndɑj
санатынан	sɑnˈɑtənɑn
жолғы	ʒˈoɫʀə
Царнаев	tsɑɾnɑˈev
Тұрғындар	tˈʊɾʀəndɑɾ
дәрежеде	dæɾeʒedˈe
чехтар	t͡ʃextˈɑɾ
бастығының	bˈɑstəʀənəŋ
бағасынан	bɑʀˈɑsənɑn
әдемілеп	ædemɪlˈep
Боз	bˈoz
шақыртылды	ʃˈɑqəɾtəɫdə
көкке	kɵkkˈe
компьютерлік	kompʔjuteɾlˈɪk
хатшысының	xˈɑtʃəsənəŋ
ұлтан	ʊɫtˈɑn
үлгісін	uɫɡɪsˈɪn
наразылықтардың	nɑɾˈɑzəɫəqtɑɾdəŋ
журналистерге	ʒwɾnˈɑɫəjsteɾɡe
қолданыстағы	qoɫdˈɑnəstɑʀə
дәру	dˈæɾw
қалдыруға	qˈɑɫdəɾwʀɑ
экспонат	eksponˈɑt
байласа	bɑjɫɑsˈɑ
көзімнен	kɵzɪmnˈen
Шыдамның	ʃədɑmnəŋ
Шах	ʃˈɑx
қағидаларды	qˈɑʀəjdɑɫɑɾdə
клиникада	kɫəjnəjkɑdɑ
Самат	sɑmˈɑt
танытпайтын	tˈɑnətpɑjtən
әдебиетте	ædˈebəjette
ержүрек	eɾʒuɾˈek
Исламхан	əjsɫɑmxɑn
шаққандай	ʃɑqqɑndˈɑj
тәжірибенің	tæʒˈɪɾəjbenɪŋ
Өтпелі	ɵtpelˈɪ
дөкейлер	dɵkejlˈeɾ
бастырып	bˈɑstəɾəp
жерлерінен	ʒeɾleɾɪnˈen
сұқбатын	sʊqbˈɑtən
ажарын	ɑʒˈɑɾən
Алматымен	ɑɫmˈɑtəmen
жолаушыға	ʒoɫˈɑwʃəʀɑ
құрбысын	qˈʊɾbəsən
конструктивті	kˈonstɾwktəjvtɪ
кіргізеді	kɪɾɡɪzedˈɪ
ескерткіштерге	eskeɾtkɪʃteɾɡˈe
ТМД	təmədə
тұрғысында	tˈʊɾʀəsəndɑ
айырмашылықтың	ˈɑjəɾmɑʃəɫəqtəŋ
паналатып	pɑnɑɫˈɑtəp
тоқырауы	tˈoqəɾɑwə
Жарыстан	ʒˈɑɾəstɑn
әкең	ækˈeŋ
шоғырлануы	ʃˈoʀəɾɫɑnwə
Мұхамедқали	mʊxɑmedqˈɑɫəj
допқа	dopqˈɑ
жұмсартуға	ʒʊmsɑɾtwʀˈɑ
консерваторияда	konseɾvɑtˈoɾəjjadɑ
хаттаманы	xɑttɑmˈɑnə
қамқоршылық	qɑmqˈoɾʃəɫəq
филиалдарының	fəjɫəjɑɫdɑɾənəŋ
жағдайымен	ʒɑʀdˈɑjəmen
жатпағанын	ʒɑtpɑʀˈɑnən
қалдырылған	qˈɑɫdəɾəɫʀɑn
жалғастыратын	ʒɑɫʀˈɑstəɾɑtən
Жатақханадағы	ʒɑtɑqxɑnɑdˈɑʀə
төлемдердің	tɵlemdeɾdˈɪŋ
игерген	əjɡeɾɡen
құрамасын	qʊɾɑmˈɑsən
Қалған	qɑɫʀˈɑn
айларында	ɑjɫˈɑɾəndɑ
кейіпкерді	kejɪpkeɾdˈɪ
өмірбаяндық	ɵmɪɾbɑjˈandəq
автономияның	ɑvtonˈoməjjanəŋ
көндірген	kɵndɪɾɡˈen
Құрамына	qʊɾˈɑmənɑ
көлігімді	kɵlɪɡɪmdˈɪ
Орындаған	ˈoɾəndɑʀɑn
терактілердің	teɾɑktɪleɾdˈɪŋ
татты	tˈɑttə
Музыкалық	mwzəkɑɫəq
импичмент	əjmpəjt͡ʃment
шаптырым	ʃˈɑptəɾəm
Жар	ʒˈɑɾ
шырай	ʃəɾɑj
келгісі	keɫɡɪsˈɪ
Бозбала	bozbɑɫˈɑ
оңтүстігін	oŋtustɪɡˈɪn
Боженконы	boʒenkˈonə
ауысқан	ˈɑwəsqɑn
парақорлықпен	pɑɾɑqˈoɾɫəqpen
еткендердің	etkendeɾdˈɪŋ
ағаларым	ɑʀɑɫˈɑɾəm
ескертеді	eskeɾtedˈɪ
технологияларды	texnoɫˈoɡəjjaɫɑɾdə
аясы	ɑjˈasə
блогшыларының	bɫˈoɡʃəɫɑɾənəŋ
диаметрі	dəjɑmetɾɪ
Ельцинді	ˈeɫʔtsəjndɪ
қорғаушысы	qoɾʀˈɑwʃəsə
университеттерінде	wnəjveɾsəjtetteɾɪnde
апталған	ɑptɑɫʀˈɑn
түтінін	tutɪnˈɪn
Каляпин	kɑɫjˈapəjn
шерменде	ʃeɾmendˈe
қауесет	qɑwesˈet
косоволық	kosovˈoɫəq
орындықты	ˈoɾəndəqtə
құрайтынын	qʊɾˈɑjtənən
Уго	wɡˈo
таңдамаған	tɑŋdɑmɑʀˈɑn
сағалап	sɑʀɑɫˈɑp
Мақпалдың	mɑqpˈɑɫdəŋ
жыбырлатып	ʒəbəɾɫɑtəp
Саиповтың	sˈɑəjpovtəŋ
ырғағымен	əɾʀɑʀəmen
күні	kunˈɪ
Славен	sɫɑvˈen
болмағаны	boɫmɑʀˈɑnə
әңгімелерін	æŋɡɪmeleɾˈɪn
Атасының	ɑtˈɑsənəŋ
Айлисли	ˈɑjɫəjsɫəj
үйренді	ujɾendˈɪ
парадты	pɑɾˈɑdtə
шалғанымызбен	ʃɑɫʀˈɑnəməzben
жікке	ʒɪkkˈe
нығайып	nəʀɑjəp
Юлия	jˈuɫəjja
пәтерсіз	pæteɾsˈɪz
хикая	xəjkɑja
сипаттауға	səjpɑttɑwʀɑ
тудыруға	twdəɾwʀɑ
әкетіп	æketˈɪp
саясатпен	sɑjasɑtpˈen
Ибраһим	əjbɾɑhəjm
жармасқан	ʒɑɾmɑsqˈɑn
Тоба	tobˈɑ
шамасы	ʃɑmˈɑsə
болғандығы	boɫʀˈɑndəʀə
дөңгелек	dɵŋɡelˈek
ұстанып	ʊstˈɑnəp
Шардара	ʃɑɾdɑɾˈɑ
Джобстың	dʒˈobstəŋ
колонияда	koɫˈonəjjadɑ
Жапонияның	ʒɑpˈonəjjanəŋ
жалғайды	ʒɑɫʀˈɑjdə
көліктегі	kɵlɪkteɡˈɪ
көздей	kɵzdˈej
басталғаннан	bɑstɑɫʀɑnnˈɑn
жүргенше	ʒuɾɡenʃˈe
қуғындау	qwʀəndɑw
сайттарынан	sɑjttˈɑɾənɑn
жүргізілуі	ʒuɾɡɪzɪɫwˈɪ
түрмесіндегі	tuɾmesɪndeɡˈɪ
алмаймыз	ɑɫmˈɑjməz
шенеуніктерді	ʃenewnɪkteɾdˈɪ
Кімнің	kɪmnˈɪŋ
лицензияны	ɫəjtsenzəjjanə
жанашыры	ʒɑnˈɑʃəɾə
Сайтта	sɑjttˈɑ
мінбеге	mɪnbeɡˈe
Азатыққа	ɑzˈɑtəqqɑ
шалдарға	ʃɑɫdɑɾʀˈɑ
жаңажылдық	ʒɑŋˈɑʒəɫdəq
танкі	tɑnkˈɪ
қағатын	qɑʀˈɑtən
деу	dˈew
Алдабергенов	ɑɫdɑbeɾɡenˈov
Ахмедова	ɑxmedovˈɑ
жиналыстарына	ʒəjnɑɫəstɑɾənɑ
Мұқтар	mʊqtˈɑɾ
құнсыздануын	qˈʊnsəzdɑnwən
алмадым	ɑɫmˈɑdəm
Ғимаратты	ʀəjmɑɾɑttə
шарының	ʃˈɑɾənəŋ
Стойлов	stojɫˈov
дүниемен	dˈunəjemen
Әбілсейітов	æbɪɫsejɪtˈov
шалқасынан	ʃɑɫqˈɑsənɑn
кигендері	kəjɡendeɾɪ
ұрпақтың	ʊɾpˈɑqtəŋ
қоспайды	qospˈɑjdə
Жасым	ʒˈɑsəm
идеясымен	əjdejasəmen
алғаш	ɑɫʀˈɑʃ
қолда	qoɫdˈɑ
басыла	bˈɑsəɫɑ
оқитынбыз	ˈoqəjtənbəz
түспей	tuspˈej
қорғаған	qoɾʀɑʀˈɑn
Күлтегін	kuɫteɡˈɪn
торабы	toɾˈɑbə
Болашаққа	boɫɑʃɑqqˈɑ
Ойнап	ojnˈɑp
төбелесті	tɵbelestˈɪ
қамқорлықты	qɑmqˈoɾɫəqtə
дайындалған	dˈɑjəndɑɫʀɑn
жерді	ʒeɾdˈɪ
хадистер	xˈɑdəjsteɾ
Айманның	ɑjmˈɑnnəŋ
Тибет	təjbet
қудаламауға	qwdɑɫɑmɑwʀˈɑ
көптеген	kɵpteɡˈen
мұрағаттарында	mʊɾɑʀɑttˈɑɾəndɑ
істейтіндігі	ɪstejtɪndɪɡˈɪ
шырғалаңға	ʃəɾʀɑɫɑŋʀɑ
Горбачевтың	ɡoɾbɑt͡ʃˈevtəŋ
Адамзаттың	ɑdɑmzˈɑttəŋ
Сәрсенбай	sæɾsenbˈɑj
шығыстарды	ʃəʀəstɑɾdə
мәжілісте	mæʒɪlɪstˈe
Ақырында	ˈɑqəɾəndɑ
сарайын	sɑɾˈɑjən
Берлин	bˈeɾɫəjn
Сәнтай	sæntˈɑj
Сананы	sɑnˈɑnə
ЕЭО	eeˈo
көздесе	kɵzdesˈe
босатылғанын	bosˈɑtəɫʀɑnən
Кент	kˈent
Медеуов	medewˈov
байланыстырмайды	bɑjɫˈɑnəstəɾmɑjdə
проблемасы	pɾoblemˈɑsə
танытқан	tˈɑnətqɑn
Гүлсара	ɡuɫsɑɾˈɑ
шытырман	ʃətəɾmɑn
есепшоттарын	esepʃottˈɑɾən
хабарлары	xɑbɑɾɫˈɑɾə
шекарасында	ʃekɑɾˈɑsəndɑ
орысты	ˈoɾəstə
Балгиннің	bˈɑɫɡəjnnɪŋ
бармайтыны	bɑɾmˈɑjtənə
бұйырып	bˈʊjəɾəp
Жәбірленушінің	ʒæbɪɾlenwʃɪnˈɪŋ
тыңшысы	təŋʃəsə
автобекет	ɑvtobekˈet
фотоаппарат	fotoɑppɑɾˈɑt
райының	ɾˈɑjənəŋ
жоспарға	ʒospɑɾʀˈɑ
межелі	meʒelˈɪ
университетін	wnəjveɾsəjtetɪn
ауылым	ˈɑwəɫəm
дүркін	duɾkˈɪn
ауылдарына	ˈɑwəɫdɑɾənɑ
тазартқыш	tɑzˈɑɾtqəʃ
Нұрмаханов	nʊɾmɑxɑnˈov
жанкүйерлері	ʒɑnkujeɾleɾˈɪ
конькимен	kˈonʔkəjmen
сатуы	sˈɑtwə
Асқаровты	ɑsqɑɾˈovtə
жақындары	ʒˈɑqəndɑɾə
тамсандырған	tɑmsˈɑndəɾʀɑn
Атлетико	ɑtlˈetəjko
телефондары	telefondˈɑɾə
қалалықтардың	qɑɫˈɑɫəqtɑɾdəŋ
міндетімді	mɪndetɪmdˈɪ
айтпақ	ɑjtpˈɑq
бота	botˈɑ
Түрмеге	tuɾmeɡˈe
мұраларын	mʊɾɑɫˈɑɾən
Журналист	ʒwɾnˈɑɫəjst
Билікшіл	bəjlɪkʃɪɫ
Нұрбаевтың	nʊɾbɑˈevtəŋ
туады	twˈɑdə
қабаған	qɑbɑʀˈɑn
ұнайтынын	ʊnˈɑjtənən
Жайылғановтың	ʒˈɑjəɫʀɑnovtəŋ
сермеген	seɾmeɡˈen
форумын	fˈoɾwmən
қату	qˈɑtw
сыйламау	səjɫɑmɑw
Майданның	mɑjdˈɑnnəŋ
туды	twdə
ризамыз	ɾəjzɑməz
онға	onʀˈɑ
қылатын	qəɫɑtən
арқадан	ɑɾqɑdˈɑn
Огай	oɡˈɑj
Коля	koɫjˈa
Мысырдағы	məsəɾdɑʀə
ұзатқан	ʊzɑtqˈɑn
баулып	bˈɑwɫəp
Компания	kompˈɑnəjja
қарасаң	qɑɾɑsˈɑŋ
әнұран	ænʊɾˈɑn
Алатауы	ɑɫɑtˈɑwə
Ренци	ɾˈentsəj
тамыры	tˈɑməɾə
батысына	bˈɑtəsənɑ
кетем	ketˈem
Қуанышты	qwˈɑnəʃtə
Тапқан	tɑpqˈɑn
болсам	boɫsˈɑm
тарататын	tɑɾɑtˈɑtən
мақтанамыз	mɑqtɑnˈɑməz
бұзушыларды	bˈʊzwʃəɫɑɾdə
Садықова	sˈɑdəqovɑ
қамшы	qˈɑmʃə
парадта	pɑɾɑdtˈɑ
жалтару	ʒɑɫtˈɑɾw
бағытымен	bˈɑʀətəmen
Боқаевтың	boqɑˈevtəŋ
редакцияда	ɾedˈɑktsəjjadɑ
Латиф	ɫˈɑtəjf
Құдайды	qʊdˈɑjdə
жоқшылық	ʒˈoqʃəɫəq
сүйеген	sujeɡˈen
өрбиді	ˈɵɾbəjdɪ
оралған	oɾɑɫʀˈɑn
Жуковтың	ʒwkˈovtəŋ
Полюс	poɫjˈus
Қаламқас	qɑɫɑmqˈɑs
христиандарға	xɾəjstəjɑndɑɾʀɑ
түскенше	tuskenʃˈe
тапаншадан	tɑpɑnʃɑdˈɑn
түсіргісі	tusɪɾɡɪsˈɪ
батырлардың	bˈɑtəɾɫɑɾdəŋ
тіркеуден	tɪɾkewdˈen
әскеріне	æskeɾɪnˈe
боксшыларынан	bˈoksʃəɫɑɾənɑn
қарындасымды	qˈɑɾəndɑsəmdə
қабаттағы	qɑbɑttˈɑʀə
келешегіне	keleʃeɡɪnˈe
қоянға	qojanʀˈɑ
қорытындысында	qˈoɾətəndəsəndɑ
кетіпті	ketɪptˈɪ
қорқынышы	qˈoɾqənəʃə
жарқын	ʒˈɑɾqən
жікшіл	ʒɪkʃˈɪɫ
үштен	uʃtˈen
жүргеніме	ʒuɾɡenɪmˈe
Ұлдары	ʊɫdˈɑɾə
жина	ʒəjnɑ
байлығымен	bˈɑjɫəʀəmen
влах	vɫˈɑx
сұмдығы	sˈʊmdəʀə
алармыз	ɑɫˈɑɾməz
Плахина	pɫˈɑxəjnɑ
Вашингтоннан	vˈɑʃəjnɡtonnɑn
кімнен	kɪmnˈen
қыса	qəsɑ
Джулиан	dʒwɫəjɑn
аққу	ˈɑqqw
аккаунтты	ɑkkˈɑwnttə
алматылықтарды	ɑɫmˈɑtəɫəqtɑɾdə
қаулысы	qˈɑwɫəsə
Абдуллаға	ɑbdwɫɫɑʀˈɑ
соқтым	sˈoqtəm
шелек	ʃelˈek
Марқұмдардың	mɑɾqʊmdˈɑɾdəŋ
батқанда	bɑtqɑndˈɑ
желінің	ʒelɪnˈɪŋ
сипатын	səjpɑtən
шығаруымыз	ʃəʀɑɾwəməz
нұсқаулар	nʊsqɑwɫˈɑɾ
қайтсем	qɑjtsˈem
кінә	kɪnˈæ
Мұхтарға	mʊxtɑɾʀˈɑ
макарон	mɑkɑɾˈon
пендешілік	pendeʃɪlˈɪk
шым	ʃəm
клиника	kɫəjnəjkɑ
Еуроаймақ	ewɾoɑjmˈɑq
без	bˈez
ешқайда	eʃqɑjdˈɑ
қарашада	qɑɾɑʃɑdˈɑ
Данабек	dɑnɑbˈek
алауыздықтың	ɑɫˈɑwəzdəqtəŋ
шошытты	ʃˈoʃəttə
поп	pˈop
депутаттыққа	depwtˈɑttəqqɑ
сауатсыздығы	sɑwˈɑtsəzdəʀə
Европа	evɾopˈɑ
Ставрополь	stɑvɾopˈoɫʔ
шапанын	ʃɑpˈɑnən
тақты	tˈɑqtə
номиналды	nˈoməjnɑɫdə
жақсарар	ʒɑqsɑɾˈɑɾ
пленумға	plenwmʀˈɑ
желкен	ʒeɫkˈen
үрей	uɾˈej
Элита	ˈeɫəjtɑ
Азимжан	ˈɑzəjmʒɑn
құсатып	qʊsˈɑtəp
мультфильмдер	mwɫʔtfəjɫʔmdeɾ
наразылығын	nɑɾˈɑzəɫəʀən
туберкулездің	twbeɾkwlezdˈɪŋ
естігенде	estɪɡendˈe
сынап	sənɑp
күткендегіден	kutkendeɡɪdˈen
ашынасы	ˈɑʃənɑsə
тасқыннан	tˈɑsqənnɑn
ұшақта	ʊʃɑqtˈɑ
Дипломат	dəjpɫomɑt
маңыздылығын	mˈɑŋəzdəɫəʀən
желтоқсандықтар	ʒeɫtoqsˈɑndəqtɑɾ
қайтаруды	qɑjtˈɑɾwdə
жүрер	ʒuɾˈeɾ
бұлақтардың	bʊɫɑqtˈɑɾdəŋ
қылдық	qəɫdəq
айырылды	ˈɑjəɾəɫdə
өзгертіліп	ɵzɡeɾtɪlˈɪp
Ошта	oʃtˈɑ
заманды	zɑmˈɑndə
төлейміз	tɵlejmˈɪz
көшелеріндегі	kɵʃeleɾɪndeɡˈɪ
күнә	kunˈæ
Цзиньпинмен	tszəjnʔpəjnmen
терминді	tˈeɾməjndɪ
мұрағаттардан	mʊɾɑʀɑttɑɾdˈɑn
изоляторында	əjzoɫjatoɾəndɑ
қамтуға	qɑmtwʀˈɑ
Күлекбаев	kulekbɑˈev
алдыңызда	ˈɑɫdəŋəzdɑ
әжетхана	æʒetxɑnˈɑ
тапшылықты	tˈɑpʃəɫəqtə
сендерді	sendeɾdˈɪ
сатушысы	sˈɑtwʃəsə
бағдарын	bɑʀdˈɑɾən
Төсек	tɵsˈek
сәулетті	sæwlettˈɪ
Пыштанай	pəʃtɑnɑj
декларациясына	dekɫɑɾˈɑtsəjjasənɑ
лаңкес	ɫɑŋkˈes
мақсатта	mɑqsɑttˈɑ
қанағаттанған	qɑnɑʀɑttɑnʀˈɑn
Түркиялық	tˈuɾkəjjaɫəq
Үлкен	uɫkˈen
жатаған	ʒɑtɑʀˈɑn
талабымды	tɑɫˈɑbəmdə
кешір	keʃˈɪɾ
қорытады	qˈoɾətɑdə
картасы	kɑɾtˈɑsə
күзінде	kuzɪndˈe
өртенген	ɵɾtenɡˈen
кеңейе	keŋejˈe
митрополит	məjtɾopoɫəjt
жүргеннен	ʒuɾɡennˈen
мәлімдемелерінен	mælɪmdemeleɾɪnˈen
қырауда	qəɾɑwdɑ
молдовалық	moɫdovˈɑɫəq
тағынған	tˈɑʀənʀɑn
молдасы	moɫdˈɑsə
Жылы	ʒəɫə
бостандықты	bostˈɑndəqtə
Айыпталушылардың	ˈɑjəptɑɫwʃəɫɑɾdəŋ
күтпей	kutpˈej
жариялауы	ʒˈɑɾəjjaɫɑwə
Фатима	fˈɑtəjmɑ
азаятын	ɑzɑjˈatən
Сарытөбе	sˈɑɾətɵbe
Мадиновтың	mˈɑdəjnovtəŋ
медалі	medɑlˈɪ
табыссыз	tˈɑbəssəz
жарасын	ʒɑɾˈɑsən
алаш	ɑɫˈɑʃ
жинау	ʒəjnɑw
тағайындайтынын	tɑʀˈɑjəndɑjtənən
ойнаймыз	ojnˈɑjməz
аккредитация	ɑkkɾˈedəjtɑtsəjja
бағам	bɑʀˈɑm
жуан	ʒwˈɑn
Үштаған	uʃtɑʀˈɑn
жанына	ʒˈɑnənɑ
арнасының	ɑɾnˈɑsənəŋ
жалықты	ʒˈɑɫəqtə
бедеу	bedˈew
қарастырылмаған	qɑɾˈɑstəɾəɫmɑʀɑn
демократиясы	demokɾˈɑtəjjasə
бекершілік	bekeɾʃɪlˈɪk
ақырзаманның	ˈɑqəɾzɑmɑnnəŋ
шапағатын	ʃɑpɑʀˈɑtən
балаларыңыз	bɑɫɑɫˈɑɾəŋəz
еркіндікте	eɾkɪndɪktˈe
нұсқауын	nʊsqˈɑwən
дереккөздің	deɾekkɵzdˈɪŋ
қалқаны	qɑɫqˈɑnə
сиякты	səjjaktə
мұрағаттағы	mʊɾɑʀɑttˈɑʀə
Ассалаумағалейкум	ɑssɑɫɑwmɑʀɑlˈejkwm
саудасы	sɑwdˈɑsə
Отаннан	otɑnnˈɑn
аңсаған	ɑŋsɑʀˈɑn
тұр	tˈʊɾ
долы	dˈoɫə
қаражатқа	qɑɾɑʒɑtqˈɑ
партиямен	pˈɑɾtəjjamen
жарнамадан	ʒɑɾnɑmɑdˈɑn
борышын	bˈoɾəʃən
есімдер	esɪmdˈeɾ
тоқтатуымыз	toqtˈɑtwəməz
дерекпен	deɾekpˈen
жарасы	ʒɑɾˈɑsə
Жұмекең	ʒʊmekˈeŋ
шоқындыру	ʃˈoqəndəɾw
жүргізушілеріне	ʒuɾɡɪzwʃɪleɾɪnˈe
Жұмалының	ʒʊmˈɑɫənəŋ
кісілерге	kɪsɪleɾɡˈe
хаттары	xɑttˈɑɾə
байланысын	bɑjɫˈɑnəsən
құлдық	qˈʊɫdəq
Қайролла	qɑjɾoɫɫˈɑ
Гүлзия	ɡˈuɫzəjja
демонстранттар	demonstɾɑnttˈɑɾ
қиындыққа	qəjəndəqqɑ
армиядағы	ˈɑɾməjjadɑʀə
көтермейтін	kɵteɾmejtˈɪn
Конвенцияға	konvˈentsəjjaʀɑ
райына	ɾˈɑjənɑ
күмәнданатындар	kumændɑnˈɑtəndɑɾ
түзетулерге	tuzetwleɾɡˈe
өңірге	ɵŋɪɾɡˈe
тақырыбы	tˈɑqəɾəbə
көліктер	kɵlɪktˈeɾ
жауы	ʒˈɑwə
Төтенше	tɵtenʃˈe
агенттігінен	ɑɡenttɪɡɪnˈen
табуды	tˈɑbwdə
БПО	bpˈo
консорциумының	konsˈoɾtsəjwmənəŋ
бұзау	bʊzˈɑw
қолданылса	qoɫdˈɑnəɫsɑ
