tændt	tˢɛnˀd̥
avanceret	ɑvɑŋseːˀɐð
frelser	fʁɑlˀsɐ
skod	sɡ̊ʌðˀ
skabte	sɡ̊ɑb̥d̥ə
smoking	smoːkʰeŋ
revidere	ʁævid̥eːˀɐ
nymfe	nøɱfə
menage	menæːɕə
svage	svæːjə
forråder	fʌʁɔˀðɐ
gær	ɡ̊ɛːˀɐ̯
masturbere	masd̥uɐ̯b̥eːˀɐ
hytterne	hyd̥ɐnə
arv	ɑːˀw
tømme	tˢœmə
hængt	hɛŋˀd̥
rendte	ʁand̥ə
age	æːæ
tvætte	tˢvɛd̥ə
svensker	sʋɛnsɡ̊ɐ
elementær	eləmɛntˢɛˀɐ̯
sule	suːlə
accenterne	ɑɡ̊sɑŋˀɐnə
snige	sniːi
gris	ɡ̊ʁiˀs
wc	veːˀseːˀ
leven	lewˀn̩
sønnen	sœnˀən
vedrørende	ʋeðʁɶˀɐnə
kar	kʰɑ
yver	yːˀvɐ
bondegård	b̥ɔnəɡ̊ɒːˀ
sag	sæːˀj
dug	d̥uˀ
overlegen	ɒwɐlɑjˀən
lem	lɛmˀ
vulgær	vulɡ̊ɛːˀɐ̯
rødt	ʁœd̥
sved	sʋeˀð
spurte	sb̥uɐ̯d̥e
diskret	d̥isɡ̊ʁɛːˀd̥
mus	muːˀs
sælge	sɛlə
sol	sʌl
insekt	ensɛɡ̊d̥
kommode	kʰomoːðˠə
lette	lɛd̥ə
hostesaft	hoːsd̥əsɑfd̥
sneg	sneˀj
kendetegne	kʰɛnətˢɑjˀnə
fjendtlig	fjɛnd̥li
pave	pʰæːwə
børnebørn	b̥ɶɐ̯nəb̥ɶɐ̯ˀn
færd	fɛɐ̯ˀ
fotograf	fotˢoɡ̊ʁɒːˀf
femten	fɛmd̥n̩
lærte	lɛɐ̯d̥ə
pateen	pʰatˢeːˀn̩
etbenet	ed̥b̥eːˀnəð
færgen	faɐ̯wən
forsker	fɒːsɡ̊ɐ
tilbagestående	tˢeb̥æːjəsd̥ɔˀənə
tvært	tˢʋ̥ɛɐ̯ˀd̥
cd	sed̥eˀ
siv	siːˀw
norge	nɒːʊ
fattig	fad̥i
incidens	e̝nsid̥enˀs
fællig	fɛli
gulv	ɡ̊ɔl
atomerne	atˢoˀmɐnə
red	ʁæðˀ
europa	eʁoːpʰa
hånd	hʌnˀ
tilbringe	tˢelb̥ʁɛŋˀə
brud	b̥ʁuð
anden	anˀən
damask	d̥amasɡ̊
net	nɛd̥
rydde	ʁyðə
reklame	ʁɛklæːmə
reel	ʁiːˀl
afbryde	ɑwb̥ʁyˀðə
pils	pʰilˀs
sæt	sɛd̥
akkumulatorer	akʰumulatˢoːɐ
befolkningstæthed	befʌlˀɡneŋstɛdheð
vis	ʋes
afløb	ɑwløːˀb̥
siden	siːðən
substans	sub̥sd̥anˀs
fadervor	fæːðɐvɒ
arvelig	ɑːvəli
bestialsk	b̥esd̥jæːˀlsɡ̊
offentlige	ʌfənd̥liə
loyal	lʌjæːˀl
politistation	pʰolitˢisd̥aɕoˀn
ananas	ananas
forbydende	fɒb̥yˀðənə
træder	tˢʁ̥ɛðˀə
født	føˀd̥
købet	kʰøˀb̥əð
bøjning	b̥ʌjneŋ
søvn	sœwˀn
opvakt	ʌb̥ʋɑɡ̊d̥
skaber	sɡ̊æːwɐ
grædt	ɡ̊ʁad̥
styrerne	sd̥yːɐnə
julemand	julemæˀ
tavs	tˢɑwˀs
ændre	ɛnd̥ʁɐ
love	lɔːʋə
ombudsmand	ʌmb̥uðsmanˀ
ælde	ɛlə
dus	d̥us
værelse	ʋaːɐlsə
rørt	ʁɶɐ̯ˀd̥
færden	faɐ̯d̥n̩
hyttefad	hyd̥əfað
flyvemaskine	flyːʊ̯masɡ̊iːnə
bone	b̥oːnə
ladet	laðˀəd̥
psykose	sykʰoːsə
drivhus	d̥ʁiwhuˀs
udland	uðlanˀ
hoppe	hʌb̥ə
forstår	fʌsd̥ɔɐ̯ˀ
dem	d̥ɛm
gnist	ɡ̊nisd̥
øst	øsd̥
sås	sɔˀs
karle	kʰɑːlə
race	ʁɛːsə
ugle	uːlə
tanker	tˢɑnɡ̊ɐ̯
morgenfrisk	mɒɒnfʁæsɡ
lev	lewˀ
død	d̥øˀð
løve	løːʊ
eje	ɑjə
frikadelle	fʁiɡ̊ad̥ɛlə
gelé	ɕele
beståen	b̥esd̥ɔˀən
besked	b̥esɡ̊eˀð
ruinere	ʁuineːˀɐ
skåning	sɡ̊ɔːneŋ
rytteri	ʁyd̥ɐʁiˀ
højforræderi	hʌjfʌʁaðɐʁiˀ
psykiatri	syɡ̊iatˢʁ̥iˀ
krybdyr	kʰʁ̥yb̥d̥yɐ̯ˀ
opslagsværk	ʌb̥sl̥æjsʋaɐ̯ɡ̊
guirlande	ɡ̊iɐ̯land̥ə
døbe	d̥øːb̥ə
vove	ʋɔːʊ
anmode	anmoˀð̩
optræder	ʌb̥tˢʁ̥aðˀɐ
lidet	liðð̩d̥
forte	fɒːd̥ə
oprøre	ʌb̥ʁɶˀɐ
immigration	emiɡ̊ʁɑɕoːˀn
kuldkaste	kʰulkʰasd̥ə
føde	føːðə
krudt	kʰʁ̥od̥
brunche	b̥ʁʌnɕə
istanbul	isd̥amb̥ul
tankens	tˢɑŋˀɡ̊ŋ̩s
enhjørning	eːnjœ̞ɐ̯neŋ
vide	ʋiðð̩
kuller	kʰulˀɐ
færden	fɛˀɐn
tidslig	tˢiðsli
gnosticisme	ɡ̊nʌsd̥isismə
bark	b̥ɑːɡ̊
lang	lɑŋˀ
bjerg	b̥jaɐ̯ˀw
eklektisk	ɛɡ̊lɛɡ̊tˢisɡ̊
bi	b̥iˀ
værgende	ʋaɐ̯wənə
tagetage	tˢɑwetˢæːˀɕə
klar	kʰl̥ɑˀ
hamp	hɑmˀb̥
mormor	mɒˀmoɐ̯
tru	tˢʁ̥oˀ
hvad	vɑ
spænder	sb̥ɛnɐ
bolt	b̥ʌlˀd̥
battet	b̥ad̥əð
svøber	sʋøːb̥ɐ
borg	pɒwˀ
grafit	ɡ̊ʁɑfid̥
anglofil	ɑŋlofiːˀl
bevæge	b̥evɛˀə
a'ets	æːəd̥s
tav	tavˀ
undgælde	ɔnɡ̊ɛlˀə
lunken	lɔŋɡ̊ən
ravn	ʁɑʊ̯ˀn
gemme	ɡ̊ɛmə
givet	ɡ̊iːwð̩
vandrefalk	vɑnd̥ʁɐfalˀɡ̊
monstro	mɔnstˢʁ̥oˀ
foranderlig	fʌɑnˀɐli
føler	føˀlɐ
korset	kʰɒsɛd̥
sej	sɑjˀ
fod	foðˀ
stadig	sd̥æːði
elskov	ɛlsɡ̊ɒwˀ
sløjfe	slʌjfə
snefald	snefalˀ
arabisk	ɑʁɑːˀb̥isɡ̊
promiskuøs	pʰʁ̥omisɡ̊uøːˀs
imponerede	empʰoneːˀɐðˠə
låg	lɔwˀ
fladt	flad̥
penge	pʰɛŋə
grave	ɡ̊ʁɑːvə
kokosnød	kʰoːɡ̊osnøðˀ
slot	slʌd̥
frosset	fʁ̥ʌsð̩
herskeren	hæɐ̯sɡ̊ɐɐn
bedrift	b̥ed̥ʁæfd̥
flyvning	flywneŋ
mos	moːˀs
sige	siːə
hø	høɪ̯ː
fødselsdag	føsl̩sd̥æˀ
arkivar	ɑkivɑˀ
magre	mæjʁʌ
roer	ʁoːˀɐ
safterne	sɑfd̥ɐnə
nukleon	nukʰleoˀn
yoga	joːɡ̊a
republik	ʁɛpʰub̥liɡ̊
rørsukker	ʁɶɐ̯sɔɡ̊ɐ
råb	ʁɔˀb̥
skærf	sɡ̊æɐ̯f
pædagogik	pʰɛd̥aɡ̊oɡ̊iɡ̊
klor	kʰloːˀɐ̯
klassiker	kʰl̥asiɡ̊ɐ
abbedi	ɑb̥ed̥iˀ
englænder	ɛŋlɛnˀɐ
kort	kʰɒːd̥
par	pʰɑ
toiletpapir	tˢoalɛd̥pʰapʰiɐ̯ˀ
total	tˢotˢæːˀl
kristen	kʰʁ̥ɛsd̥ən
million	milioˀn
frue	fʁ̥oːo
sparto	sb̥ɑtˢoːˀ
afholdt	ɑwhʌlˀd̥
bredden	b̥ʁæˀd̥n̩
betale	b̥etˢæˀlə
venskabsby	vɛnsɡ̊ab̥sb̥yːˀ
erindre	eʁɛnˀd̥ʁɐ
gang	ɡɑ̃ʊ̃
gynækologi	ɡ̊ynɛkoloɡ̊iːˀ
andrik	and̥ʁæɡ̊
kalv	kʰalˀ
slet	slɛd̥
opslagstavle	ʌb̥sl̥æstˢɑwlə
tilhører	tˢelhøˀɐ
undrende	ɔnd̥ʁɐnə
tier	tˢiːɐ
fjende	fjenə
baggrund	b̥ɑwɡ̊ʁɔnˀ
underskrive	ɔnɐsɡ̊ʁiˀʋə
usikker	useɡ̊ɐ
forræder	fʌʁɛðˀɐ
nominere	nomineˀɐ
gode	ɡ̊oːo
herberg	haɐ̯b̥aɐ̯w
huske	husɡ̊ə
gregoriansk	ɡ̊ʁɛɡ̊oɐ̯iæːˀnsɡ̊
undtager	ɔntˢɑˀ
sammenbrud	sɑmm̩b̥ʁoð
skrævet	sɡ̊ʁaðˀð
stress	sd̥ʁɑs
drenge	d̥ʁa̝ŋə
nærhed	nɛɐ̯heðˀ
prægnant	pʰʁ̥ɛɡ̊nanˀd̥
katastrofe	kʰad̥asd̥ʁoːfə
kavalerist	kʰaʋləʁisd̥
tålmod	tˢʌlmoˀð
fødderne	føðˀɐnə
rækken	ʁaɡ̊ən
mutant	mutˢanˀd̥
boede	b̥oðð̩
slaver	slæˀʋɐ
mine	miːn̩
bør	b̥øɐ̯ˀ
nænne	nɛnə
kylling	kʰyleŋ
lyne	lyːnə
røgelse	ʁøːjl̩sə
stoppe	sd̥ʌb̥ə
arne	ɑːnə
spare	sb̥ɛɐ̯
bestemt	b̥esd̥ɛmˀd̥
kælder	kɕɔʎə
brændenælde	b̥ʁɑnnɛlə
rørte	ʁɶɐ̯d̥ə
tveægget	tˢveɛɡ̊əð
åbenbare	ɔːb̥ənb̥ɑˀɑ
daner	d̥æˀnɐ
risvin	ʁiːsʋiːˀn
kaste	kʰasd̥ə
italesættelse	itˢæːləsɛd̥l̩sə
gåsen	ɡ̊ɔˀsən
dreje	d̥ʁɑːɪ
måge	mɔːwə
kreds	kʰʁ̥ɛːˀs
bod	b̥oˀð
hør	høɐ̯ˀ
ved	ʋe
svedig	sveːði
velfærdsstat	ʋɛlfɛɐ̯sd̥æˀd̥
rager	ʁɑwɐ
svide	sʋiːə
slowmotion	slɔwmɔwɕən
altruistisk	altˢʁ̥uisd̥isɡ̊
brunch	b̥ɹʌnˀɕ
skyr	sɡ̊yɐ̯ˀ
ståltråd	sd̥ʌltˢʁ̥ɔðˀ
kaffebønne	kʰɑfəb̥œnə
sid	seðˀ
stor	sd̥oˀɐ̯
kat	kʰad̥
æggene	ɛːɡ̊n̩nə
røve	ʁœːʊ
lokke	lʌɡ̊ə
passere	pʰasɐːɐ
uld	ulˀ
ambra	ɑmb̥ʁɑ
hang	hɑŋˀ
opvække	ʌb̥ʋɛɡ̊ə
lyve	lyːʋə
stjålent	sd̥jɔːlənd̥
kompagnon	kʰɔmpʰanjʌŋ
murer	muːɐ
fedt	fed̥
skøge	sɡ̊øːɪ
athener	atˢeˀnɐ
fremragende	fʁamʁɑˀwn̩nə
slægt	slɛɡ̊d̥
hjælpen	jɛlˀb̥m̩
sørge	sɶɐ̯ɐ
natugle	nad̥uːlə
september	səb̥tˢɛmˀb̥ɐ
ved	ʋeð
mør	møɐ̯ˀ
hænge	hɛŋə
røre	ʁɶːɐ
eskimo	ɛsɡ̊imoːˀ
ude	uːðə
hovedpine	hoːəðpʰiːnə
fuldmagt	fulmɑɡ̊d̥
lange	lɑŋə
danmark	d̥anmɑɡ̊
traktor	tˢʁ̥ɑɡ̊tˢɐ
ekstra	ɛɡ̊sd̥ʁɐ
kvartalsvis	kʰʋ̥ɑtˢæˀlsʋiˀs
truffet	tˢʁ̥ɔfəð
giver	ɡ̊iːʋɐ
næbdyr	nɛːbdyɐ̯ˀ
gid	ɡ̊iðˀ
fiskerbåd	fesɡ̊ɐb̥ɔðˀ
skat	sɡ̊ad̥
ispind	ispʰenˀ
fædrene	fɛðʁɐnə
rosin	ʁosiˀn
højredrejning	hʌɪ̯ʁʌd̥ʁɑɪ̯niŋ
rektor	ʁaɡ̊tˢɒ
tank	tˢæːŋɡ̊
gummi	ɡ̊ɔmi
seks	sɛɡ̊s
kræft	kʁ̥afd̥
tjekket	tçɛɡ̊əð
tendens	tˢɛnd̥ɛnˀs
hovmod	hɒwmoðˀ
bonusser	b̥oːnusɐ
syntaks	syntˢɑɡ̊s
bygning	b̥yɡ̊neŋˀ
kile	kʰiːlə
rat	ʁɑd̥
parallellen	pʰɑɑlɛlˀən
autodidakt	ɑwtˢod̥id̥aɡ̊d̥
hvirveldyr	viɐ̯wəld̥yɐ̯ˀ
fælles	fɛlˀəs
krigshelt	kʰʁ̥ishɛlˀd̥
spørgsmål	sb̥ɶɐ̯smɔˀl
tid	tˢiˀð
trække	tˢʁ̥aɡ̊ə
bragte	b̥ʁɑɡ̊d̥ə
lund	lɔnˀ
vækkedes	ʋɛɡ̊əðəs
regel	ʁɛjˀəl
gudbarn	ɡ̊uðb̥ɑːˀn
strukket	sd̥ʁɔɡ̊əð
voldtægt	ʋʌltˢɛɡ̊d̥
vred	ʋʁæˀð
hors	hɒːs
medley	mɛd̥li
fjert	fjæɐ̯ˀd̥
lyste	lyːsd̥ə
pensel	pʰɛnˀsl̩
eventyr	ɛːʋn̩tˢyˀɐ̯
slæb	slɛwˀ
spiser	sb̥iːˀsɐ
pålæg	pʰʌlɛɡ̊
tår	tˢɒˀ
strømpe	sd̥ʁɶmb̥ə
træde	tˢʁ̥æðð̩
majonæse	mɑjonɛːsə
fem	fɛmˀ
den	d̥ɛn
flæskesvær	flɛsɡ̊əsʋɛɐ̯ˀ
slagte	slɑɡ̊d̥ə
rønnebær	ʁɶnəpɛɐ̯
harpe	hɑːb̥ə
vinde	venə
tissemand	tˢisəmanˀ
vride	ʋʁiðð̩
skumbad	sɡ̊ɔmbað
mandfolk	manfʌlˀɡ̊
frisisk	fʁiːˀsisɡ̊
lærte	læɐ̯d̥ə
taks	tˢɑɡ̊s
tveægget	tˢveɛːˀɡ̊əð
ækvator	ekʰvæːtˢɐ
blodmangel	ploðmɑŋˀl̩
erkende	aɐ̯kʰɛnˀə
klitoris	kʰlitˢoʁis
trøffel	tˢʁ̥œfəl
gulvet	ɡ̊ɔlˀvəð
færgen	faɐ̯ʊn
bøger	b̥øjˀɐ
omgikkes	ʌmɡ̊iɡ̊əs
rådhus	ʁʌðhuˀs
oprindelig	ʌb̥ʁænˀn̩li
røbe	ʁœ̞ːb̥ə
w	d̥ʌb̥əlveːˀ
mandig	mand̥i
skærgård	sɡ̊ɛɐ̯ɡ̊ɒˀ
løste	løːsd̥ə
amagerkaner	ɑmɑːkæːˀnɐ
børene	b̥øːɐnə
atomet	atˢoˀməð
bonede	b̥ʌŋəðə
ærgerlig	aɐ̯wɐli
thi	tˢi
vitaminpille	vitˢamiːˀnpʰelə
rest	ʁasd̥
usynlig	usyˀnli
øge	øːø
kvæg	kʰʋ̥ɛˀj
have	hæːʋə
have	ha
jura	juːɑ
lidt	led̥
val	ʋæˀl
mørkhåret	mɶɐ̯ɡ̊hɒˀɒð
syrer	syːɐ
hit	hid̥
beholder	b̥ehʌlˀɐ
tidszone	tˢiðssoːnə
trælle	tˢʁ̥alə
flydt	flyd̥
korskilde	kʰɒːskʰilə
broder	b̥ʁoːðɐ
vælger	vɛljɐ
dræbe	d̥ʁɛːb̥ə
fatal	fatˢæːˀl
faldgruppe	falɡ̊ʁub̥ə
landet	lanəð
carbondioxid	kʰɑːbʌnd̥iʌɡ̊ksiðˀ
kvik	kʰʋ̥iɡ̊
akt	ɑɡ̊d̥
marchere	mɑɕeˀɐ
gnu	ɡ̊nuːˀ
gebærde	ɡ̊eb̥æɐ̯d̥ə
frossen	fʁ̥ʌsn̩
bastard	b̥asd̥ɑːˀd̥
tygger	tˢyɡ̊ɐ
kakofoni	kʰɑɡ̊ofoniːˀ
fakultet	fɑɡ̊ultˢeˀd̥
apparat	ɑb̥ɑʁɑːˀd̥
efterår	ɛfd̥ɐɒˀ
stativ	sd̥atˢiwˀ
pålagde	pʰʌlæˀə
alfons	alfʌnˀs
daler	d̥æːlɐ
helg	hɛlˀj
nok	nʌɡ̊
forme	fɒːmə
havet	hæˀvəð
ulykke	uløɡ̊ə
sandhed	sanheðˠˀ
hest	hɛsd̥
skulder	sɡ̊ulɐ
skøn	sɡ̊œnˀ
tygget	tˢyɡ̊əð
frelse	fʁalsə
bevæget	b̥evɛˀð̩
brand	b̥ʁɑnˀ
breddernes	b̥ʁæðɐnəs
sophus	soːfus
læste	lɛːsd̥ə
kørte	kʰøɐ̯d̥ə
porno	pʰɒːno
hos	hɔs
sælge	sɛljə
flødeskum	fløðð̩sɡ̊ɔmˀ
retning	ʁad̥neŋ
redde	ʁæðð̩
pynt	pʰønˀd̥
irriterende	iɐ̯itˢeˀɐnə
randers	ʁɑnɐs
slig	sliˀ
peanutbutter	pʰiːnʌb̥b̥ʌd̥ɐ
koagulere	kʰoɑɡ̊uleːˀɐ
hierarki	hiɑkʰiːˀ
skåren	sɡ̊ɒːɐn
sætte	sɛd̥ə
eksaminand	ɛɡ̊saminanˀd̥
seksten	sɑjsd̥n̩
øre	øːɐ
tango	tˢɑŋɡ̊o
blomst	b̥lʌmˀsd̥
svøben	sʋøːb̥ən
larme	lɑːmə
ægget	ɛɡ̊əð
legemlige	lɛːmlii
testikel	tˢɛsd̥iɡ̊əl
recept	ʁɛsɛb̥d̥
øl	øl
krage	kʁ̥ɑːʊ
norden	noˀɐn
ens	eːˀns
stjålne	sd̥jɔːlnə
idræt	idʁad̥
allokering	alokʰeːˀɐ̯eŋ
told	tˢʌlˀ
anmeldelse	anmɛlˀəlsə
rang	ʁɑŋˀ
vrøvl	ʋʁɶwˀl
tiende	tˢiːənə
gulerod	ɡ̊uləʁoðˀ
hyppig	hyb̥i
fin	fiˀn
hjerne	jæɐ̯nə
hæleren	hɛːlɐɐn
hof	hʌf
malmø	ma̝lmø
vågn	ʋɔwˀn
undtaget	ɔntˢæˀəð
kavalerist	kʰaʋaləʁisd̥
hyklerisk	hyɡ̊lɐʁiˀ
turkis	tˢuɐ̯kʰiːˀs
athensk	atˢeˀnsɡ̊
slutte	slud̥ə
knud	knuˀð
blokere	b̥lokʰeːˀɐ
bedrøvet	b̥ed̥ʁœwˀð̩
syntes	sys
stress	sd̥ʁas
lod	loðˀ
davre	d̥ɑwʁɐ
bestående	b̥esd̥ɔˀənə
skred	sɡ̊ʁæˀð
værget	ʋaɐ̯ʊð
vurdere	ʋuɐ̯d̥eˀɐ
bred	b̥ʁæˀð
ordne	ɒːnə
helt	heˀld̥
fag	fæˀj
strube	sd̥ʁuːb̥ə
besøge	b̥esøˀø
pure	pʰuːɐ̯
hofteben	hʌfd̥əb̥eːˀn
sofavælger	soːfavɛljɐ
spøg	sb̥ʌjˀ
dag	d̥æˀj
bumpet	b̥ɔmˀb̥ð̩
finder	fenˀɐ
klæderne	kʰl̥ɛːðɐnə
komplet	kʰɔmpʰlɛd̥
forfatter	fɒfad̥ɐ
parallelt	pʰɑɑlɛlˀd̥
levnet	lɛwnð̩
tillykke	tˢeløɡ̊ə
ørering	øːɐʁeŋ
ve	ʋeːˀ
nede	neːðə
overraske	ɒwɐʁɑsɡ̊ə
uvægerlig	uʋɛjˀɐli
regn	ʁɑɪ̯ˀn
svie	sʋiˀ
sabel	sæːˀb̥əl
rædsel	ʁaðˀsɭ̩
ragout'er	ʁɑɡ̊uːˀɐ
spurt	sb̥uɐ̯ˀd̥
from	fʁ̥ʌmˀ
vrøvlet	ʋʁɶwlð̩
løjpe	lʌjb̥ə
uomgængelig	ʌmɡ̊ɛŋˀəli
skrækkelig	sɡ̊ʁaɡ̊li
hjælper	jɛlb̥ɐ
sikken	seɡ̊ə
antydning	antˢyðˀneŋ
fortsat	fɒːsad̥
arp	ɑːb̥
kvarten	kʰʋ̥ɑːd̥ən
gide	ɡ̊iːðə
galehus	ɡ̊æːləhuːˀs
legeme	lɛːmə
snegl	snɑjˀl
fodring	foðɹeŋ
forråde	fʌʁɔˀðə
formode	fʌmoˀð̩
guldsmed	ɡ̊ulsmeð
købe	kʰøːʊ
lykønskning	løɡ̊ønˀsɡ̊neŋ
mysli	mysli
argentiner	ɑɡ̊ɛntˢiːˀnɐ
spinde	sb̥enə
selv	sɛlˀ
vammel	vɑmˀl̩
engelsk	ɛŋˀl̩sɡ̊
germansk	ɡ̊aɐ̯mæˀnsɡ̊
ende	ɛnə
formå	fʌmɔˀ
ryg	ʁyˀ
begrebsforvirring	b̥eɡ̊ʁæˀb̥sfʌviɐ̯ˀeŋ
menneskene	mɛnn̩sɡ̊ənə
mennesker	mɛnsɡ̊ɐ
race	ʁɛˀs
jord	jeʊːɐ
københavn	kʰøb̥m̩hɑwˀn
under	ɔnˀɐ
fråse	fʁ̥ɔːsə
gammen	ɡ̊ɑmən
hug	hɔɡ̊
gudskelov	ɡ̊usɡ̊əlɒw
forsøde	fʌsøːˀðə
bogklub	b̥ɔwkʰlub̥
læge	lɛːjə
ydmyg	yðmyˀ
opholdstilladelse	ʌphʌlstsʰelæˀðl̩sə
skabe	sɡ̊æːb̥ə
camper	kʰæːmb̥ɐ
besatte	b̥esad̥ə
syndflod	sønfloˀð
maksime	mɑɡ̊siːmə
røver	ʁœ̞ːʋɐ
sulten	sulˀd̥n̩
vrikke	vʁæɡ̊ə
postbude	pʰʌsd̥b̥uːðə
hukommelse	hukʰʌmˀɭ̩sə
hybris	hyːb̥ʁis
producer	pʰʁ̥od̥useːɐ̯
imponere	empʰoneːˀɐ
jætte	jɛd̥ə
dagligliv	d̥ɑwliliˀw
ordspil	oɐ̯sb̥el
urinsekt	uɐ̯ensɛɡ̊d̥
optrådte	ʌb̥tˢʁ̥ʌd̥ə
stemme	sd̥ɛmə
politi	pʰolitˢiˀ
lovmæssig	lɒwmɛˀsi
jo	jo
thi	tˢiˀ
råbe	ʁɔːʊ
standse	sd̥ansə
fjerdedel	fjɛːɐd̥eˀl
overhovedet	ɔuəʀhoːðəd
fagreste	fɑwʁɐsd̥ə
hjortekød	jɒːd̥əkʰøðˠ
uhyrlig	uhyɐ̯ˀli
føl	føl
klud	kʰl̥uðˀ
bekendende	b̥ekʰɛnˀənə
spænderne	sb̥ɛnɐnə
svide	sʋiˀ
orkestergrav	ɒkʰɛsd̥ɐɡ̊ʁɑwˀ
leo	leːʊ
stabil	sd̥ab̥iːˀl
fuchsier	fɔɡ̊ɕʌ
æg	ɛˀj
mandel	manˀəl
stjæleren	sd̥jɛːlɐɐn
terrasse	tˢaʁɑsə
rygrad	ʁœɡ̊ʁɑðˀ
forlyd	fɒːlyðˀ
uglerne	uːlɐnə
sted	sd̥ɛðˀ
paraply	pʰɑɑpʰl̥yˀ
intervention	entˢɐvənɕoːˀn
oprinde	ʌb̥ʁænə
desuagtet	d̥ɛsuɑɡ̊d̥əð
koger	kʰɔːwɐ
forstørre	fʌsd̥ɶˀɐ
tredive	tˢʁ̥aðʋə
tag	tˢɑw
rem	ʁɑmˀ
attribut	atˢʁ̥ib̥ud̥
pest	pʰɛsd̥
gjord	ɡ̊joɐ̯ˀd̥
nominativ	nɔminatˢiwˀ
hal	hæːˀl
sondere	sʌnd̥eːˀɐ
medtrafikant	mɛðtˢʁ̥ɑfikʰanˀd̥
tressende	tˢʁ̥ɛsənə
rak	ʁɑɡ̊
tre	tˢʁ̥ɛˀ
lav	læwˀ
porcelæn	pʰɒsəlɛːˀn
lasers	læjsɐs
musvåge	musʋɔːʊ
klædes	kʰl̥ɛˀs
hjertens	jaɐ̯d̥n̩s
vid	ʋið
formiddag	fɒːmed̥æːˀ
ordre	ɒˀd̥ʁɐ
krans	kʰʁ̥ɑnˀs
lige	liːə
venskab	vɛnsɡ̊æˀb̥
ost	oˀsd̥
snedker	sneˀɡ̊ɐ
gåseøjne	ɡ̊ɔːsəʌjnə
galoper	ɡ̊alopʰeɐ̯ˀ
holdne	hʌlnə
herberg	haɐ̯b̥aɐ̯wˀ
indre	end̥ʁɐ
overmorgen	ɒwˀɐmɒɒn
dem	d̥m̩
leksikonet	lɛɡ̊sikʰʌnˀəð
vår	ʋɒˀ
skotskternet	sɡ̊ʌd̥sɡ̊tˢæɐ̯nəð
album	alb̥ɔm
gebærde	ɡ̊eb̥æɐ̯ˀd̥ə
spot	sb̥ʌd̥
goddag	ɡ̊od̥ɑwˀ
stigma	sd̥iːma
suspensorium	susb̥ænsoːˀɐ̯iɔm
holdte	hʌld̥ə
sprød	sb̥ʁœðˀ
tempo	tˢɛmb̥o
mod	moðˀ
ordspillet	oɐ̯sb̥elˀð̩
fjæs	fj̊ɛˀs
mødre	møðʁɐ
balkon	b̥alkʰʌŋ
krævede	kʰʁ̥æwð̩ð̩
øverst	øwˀɐsd̥
museer	musɛːɐ
festskrift	fɛsd̥sɡ̊ʁæfd̥
stås	sd̥ɔˀs
sagte	sɑwdə
flange	flɑŋɕɘ
visa	viːsa
lejr	lɑjˀɐ
fangenskab	fɑŋənsɡ̊æˀb̥
nitten	ned̥n̩
læder	lɛðˀɐ
fonetisk	foneːˀd̥isɡ̊
især	isɛːˀɐ̯
hovmodig	hɒwmoðˀi
eventyr	ɛwn̩tˢyɐ̯ˀ
øjeblik	ʌjəb̥leɡ̊
piber	pʰiwˀɐ
arabisk	aʁɑːˀb̥isɡ̊
holder	hʌlɐ
kikke	kʰiɡ̊ə
tøjet	tˢʌðˀð̩
rørende	ʁɶːɐnə
søvnløs	sœwnløˀs
hierarkisk	hiʁɑːˀkʰisɡ̊
tilbage	tˢeb̥æːæ
hieroglyfferne	hioɡ̊lyfɐnə
nytteløs	nød̥əløːˀs
kristenhed	kʰʁ̥ɛsd̥ənheðˀ
levnet	lɛwˀnð̩
superhelt	suˀb̥ɐhɛlˀd̥
skærer	sɡ̊ɛːɐ
nørd	nœ̞ɐ̯ˀd̥
blokere	b̥lʌkʰeːˀɐ
spøge	sb̥øːø
skummetmælk	sɡ̊ɔmð̩mɛlˀɡ̊
stør	sd̥øɐ̯ˀ
stedte	sd̥eːd̥ə
metodisk	metˢoːˀd̥isɡ̊
ægte	ɛɡ̊d̥ə
småbarn	smʌb̥ɑːˀn
gøgle	ɡ̊ʌjlə
succes	syɡ̊se
frem	fʁamˀ
kryddernellike	kʰʁ̥yðɐnelˀeɡ̊ə
råd	ʁɔˀð
græder	ɡ̊ʁaˀðɐ
italiensk	itˢaljɛˀnsɡ̊
bjerge	b̥jæɐ̯wə
aflede	awleðˀð̩
lørdag	lɶɐ̯d̥a
gejst	ɡ̊ɑjˀsd̥
forleden	fʌleˀðən
hash	haɕ
nevø	neʋø
væge	vɛːjə
kontrovers	kʰʌntˢʁovæɐ̯s
patetisk	pʰatˢeːˀtˢisɡ̊
moræne	moʁɛːnə
sejre	sɑjʁɐ
skumring	sɡ̊ɔmʁeŋ
pulverne	pʰɔlˀvɐnə
medium	meːˀd̥jɔm
kro	kʁoˀ
rype	ʁyːb̥ə
cowboyer	kʰɒwb̥ʌjˀɐ
vom	vʌmˀ
æt	ɛˀd̥
nedprioritere	neðpʁiɒiteˀɐ
ø	øˀ
marts	mɑːd̥s
lys	lyˀs
kobberrør	kʰɒʊ̯ˀɐʁɶːˀɐ̯
accenter	ɑɡ̊sɑŋˀɐ
mariehøne	maʁiːˀəhœːnə
psykiater	syɡ̊iæˀd̥ɐ
omkring	ʌmkʁɛ̝ŋˀ
blufærdig	b̥lufæɐ̯ˀd̥i
