bomba	bˈomba
polacos	polˈakos
musulmans	mˌusulmˈans
qualque	kwˈalkɛ
isto	ˈisto
Bells	bels
chodigos	t͡ʃoðˈiɣos
destín	destˈin
perén	peɾˈen
calendata	kˌalendˈata
vesitants	bˌesitˈantʰs
suya	sˈuja
edificios	ˌeðifˈiθjɔs
dio	djˈɔ
pp	pˌepˈe
Confederación	kˌomfeðˌeɾaθjˈon
transmeso	tɾansmˈeso
Chapeto	t͡ʃapˈeto
dita	dˈita
revuelta	reβwˈɛlta
posible	posˈiβle
zaguers	θaɣˈɛs
masculina	mˌaskulˈina
amplo	ˈamplo
lingüistas	linɡwˈistas
veyió	bejjˈo
mantenimiento	mˌantenimjˈɛnto
chuntos	t͡ʃˈuntos
fundador	fˌundaðˈoɾ
ciudat	θjuðˈatʰ
iu	ˌiˈu
President	pɾˌesiðˈentʰ
representan	rˌepɾesˈentan
vivió	biβjˈo
importants	ˌimpoɾtˈantʰs
practicament	pɾˌaktikamˈentʰ
amás	amˈas
correr	korˈeɾ
común	komˈun
dentrata	dentɾˈata
clamau	klamˈa͡ʊ
League	leˈaɣɛ
titol	titˈol
menester	mˌenestˈeɾ
val	bˈal
consiguió	kˌonsiɣjˈo
tecnicas	teknˈikas
aon	ˌaon
muralla	muɾˈaʎa
nos	nos
freqüent	fɾekwˈentʰ
URSS	ˌuˌɛreˌɛseˈɛse
auxiliars	ˌa͡ʊksiljˈas
preposición	pɾˌeposiθjˈon
cursos	kˈuɾsos
sindembargo	sˌindembˈaɾɣo
fuesa	fwˈɛsa
ingredients	ˌinɡɾeðjˈɛntʰs
Pedro	pˈeðɾo
masas	mˈasas
viella	bjˈɛʎa
turquica	tuɾkˈika
caracteriza	kˌaɾakteɾˈiθa
superficie	sˌupeɾfˈiθjɛ
XIII	treθˈeno
tienen	tjˈɛnen
qualsiquier	kwˌalsikjˈɛɾ
espacials	ˌespaθjˈals
cierto	θjˈɛɾto
recinto	reθˈinto
le	le
conducta	kondˈukta
gosaba	ɣosˈaβa
desapareixe	dˌesapaɾˈeʃe
trobó	tɾoβˈo
lingüistica	lˌinɡwistˈika
emplegada	ˌempleɣˈaða
empresa	empɾˈesa
subespecie	sˌuβespˈeθjɛ
meyatos	mejˈatos
filosofía	fˌilosofˈia
cubre	kˈuβɾe
Respective	rˌespektˈiβe
Guadalachara	ɡwˌaðalat͡ʃˈaɾa
costas	kˈostas
cambeo	kambˈeo
standard	estandˈaɾ
tornoron	toɾnˈoɾon
blancos	blˈankos
difícil	difˈiθil
produció	pɾˌoðuθjˈo
rocas	rˈokas
Croacia	kɾoˈaθja
Cassini	kassˈini
fabricas	faβɾˈikas
m	ˈɛme
plantas	plˈantas
presentar	pɾˌesentˈaɾ
Santo	sˈanto
caleba	kalˈeβa
mui	mˈui
Navarro	naβˈaro
representant	rˌepɾesentˈantʰ
situata	sitwˈata
predominant	pɾˌeðominˈantʰ
sciencias	esθjˈɛnθjas
cruzada	kɾuθˈaða
vechetals	bˌet͡ʃetˈals
masclo	mˈasklo
marcas	mˈaɾkas
Conseller	kˌonseʎˈeɾ
Virchen	bˈiɾt͡ʃen
detectar	dˌetektˈaɾ
tasa	tˈasa
proviene	pɾoβjˈɛne
americán	ˌameɾikˈan
tramo	tɾˈamo
despoblato	dˌespoβlˈato
nomadas	nomˈaðas
baile	bˈa͡ɪle
funcions	funθjˈɔns
Román	romˈan
nunca	nˈunka
permitindo	pˌeɾmitˈindo
Amás	amˈas
liberar	lˌiβeɾˈaɾ
relativos	rˌelatˈiβos
exteriors	ˌeksteɾjˈɔs
trachectoria	tɾˌat͡ʃektˈoɾja
proposicions	pɾˌoposiθjˈɔns
millón	miʎˈon
dificultatz	dˌifikultˈaθ
emplegatos	ˌempleɣˈatos
introducción	ˌintɾoðukθjˈon
medalla	meðˈaʎa
Palacio	palˈaθjɔ
Fernández	feɾnˈandeθ
cursas	kˈuɾsas
vasca	bˈaska
Seu	sˈe͡ʊ
curta	kˈuɾta
conchuntos	kont͡ʃˈuntos
movimientos	mˌoβimjˈɛntos
Os	os
qualos	kwˈalos
aparent	ˌapaɾˈentʰ
Gramática	ɣɾamˈatika
sían	sˈian
mugas	mˈuɣas
actualment	ˌaktwalmˈentʰ
ella	ˈeʎa
Por	poɾ
desambigación	dˌesambˌiɣaθjˈon
amariello	ˌamaɾjˈɛʎo
riqueza	rikˈɛθa
fendo	fˈendo
laboratorio	lˌaβoɾatˈoɾjɔ
tornó	toɾnˈo
concreta	konkɾˈeta
situau	sitwˈa͡ʊ
duración	dˌuɾaθjˈon
dicen	dˈiθen
ganador	ɣˌanaðˈoɾ
selvas	sˈelβas
viven	bˈiβen
sierras	sjˈɛras
chineses	t͡ʃinˈeses
celebracions	θˌeleβɾaθjˈɔns
satelite	sˌatelˈite
permitiba	pˌeɾmitˈiβa
salir	salˈiɾ
García	ɣaɾθˈia
luenga	lwˈɛnɡa
Javier	xaβjˈɛɾ
academicos	ˌakaðemˈikos
esfuerzos	esfwˈɛɾθos
conquiesta	konkjˈɛsta
imposible	ˌimposˈiβle
silaba	silˈaβa
Ribas	rˈiβas
e	ˈe
chermanicos	t͡ʃˌeɾmanˈikos
Ha	ˈa
resta	rˈesta
estas	ˈestas
provienen	pɾoβjˈɛnen
Astí	astˈi
hipotesis	ˌipotˈesis
percusión	pˌeɾkusjˈon
fundamental	fˌundamentˈal
Concello	konθˈeʎo
mundial	mundjˈal
ditas	dˈitas
sepoltura	sˌepoltˈuɾa
encomienza	ˌenkomjˈɛnθa
determinato	dˌeteɾminˈato
contacto	kontˈakto
roca	rˈoka
Berenguer	bˌeɾenɡˈɛɾ
Adams	aðˈams
montanyosas	mˌontaɲˈɔsas
forma	fˈoɾma
con	kon
Semana	semˈana
durando	duɾˈando
Iste	ˈiste
romano	romˈano
Castiella	kastjˈɛʎa
Colechio	kolˈet͡ʃjɔ
intresant	ˌintɾesˈantʰ
consello	konsˈeʎo
os	os
dirichita	dˌiɾit͡ʃˈita
descubrimientos	dˌeskuβɾimjˈɛntos
deixan	dˈeʃan
composata	kˌomposˈata
Sin	sin
gols	ɣˈols
accento	akθˈento
valor	balˈoɾ
permanent	pˌeɾmanˈentʰ
murió	muɾjˈo
restos	rˈestos
creixe	kɾˈeʃe
dentrada	dentɾˈaða
nuevos	nwˈɛβos
relichiosos	rˌelit͡ʃjˈɔsos
comunista	kˌomunˈista
combinación	kˌombinaθjˈon
identificar	ˌiðentˌifikˈaɾ
conoixita	kˌonoʃˈita
cantón	kantˈon
preba	pɾˈeβa
qualo	kwˈalo
Sud	sˈu
grans	ɣɾˈans
Catalana	kˌatalˈana
estudios	estˈuðjɔs
tuca	tˈuka
ermita	eɾmˈita
chugaban	t͡ʃuɣˈaβan
subchuntivo	sˌubt͡ʃuntˈiβo
codete	koðˈete
vechetal	bˌet͡ʃetˈal
puedan	pwˈɛðan
modelos	moðˈelos
debe	dˈeβe
di	dˈi
suma	sˈuma
cutio	kˈutjɔ
plegar	pleɣˈaɾ
clama	klˈama
eno	ˈeno
espanyols	ˌespaɲˈɔls
Ye	jɛ
Rusia	rˈusja
relativo	rˌelatˈiβo
aerio	aˈeɾjɔ
pagar	paɣˈaɾ
principe	pɾinθˈipe
documentación	dˌokumˌentaθjˈon
cans	kˈans
Mont	mˈontʰ
pareixen	paɾˈeʃen
relichiosa	rˌelit͡ʃjˈɔsa
radio	rˈaðjɔ
podioron	poðjˈɔɾon
sistematica	sˌistematˈika
instrumentos	ˌinstɾumˈentos
reproducción	rˌepɾoðukθjˈon
lei	lˈe͡ɪ
invasions	ˌimbasjˈɔns
Rechional	rˌet͡ʃjɔnˈal
armenios	aɾmˈenjɔs
habitants	ˌaβitˈantʰs
municipios	mˌuniθˈipjɔs
capítol	kapˈitol
central	θentɾˈal
posibilidatz	pˌosiβˌiliðˈaθ
local	lokˈal
emplegar	ˌempleɣˈaɾ
representato	rˌepɾesentˈato
tal	tˈal
auxiliar	ˌa͡ʊksiljˈaɾ
beluna	belˈuna
series	sˈeɾjɛs
estase	estˈase
arquitectura	ˌaɾkitektˈuɾa
complexos	komplˈeksos
locals	lokˈals
constant	konstˈantʰ
tasament	tˌasamˈentʰ
reconoiximiento	rˌekonˌoʃimjˈɛnto
luita	luˈita
igualment	ˌiɣwalmˈentʰ
sentiu	sentˈiu
mampostería	mˌamposteɾˈia
bispes	bˈispes
celebre	θelˈeβɾe
rechions	ret͡ʃjˈɔns
derivar	dˌeɾiβˈaɾ
comunicación	kˌomunˌikaθjˈon
nº	ˌɛneˌoɾðinˌalmaskulˈin
mental	mentˈal
necesariament	nˌeθesˌaɾjamˈentʰ
Cristo	kɾˈisto
doctrina	doktɾˈina
combustible	kˌombustˈiβle
Diario	djˈaɾjɔ
derivau	dˌeɾiβˈa͡ʊ
personas	peɾsˈonas
actos	ˈaktos
haber	aβˈeɾ
internacionals	ˌinteɾnˌaθjɔnˈals
facilment	fˌaθilmˈentʰ
construyíu	kˌonstɾujˈiu
conflictos	komflˈiktos
pa	pa
primerías	pɾˌimeɾˈias
fayena	fajˈɛna
Fueva	fwˈɛβa
tienga	tjˈɛnɡa
Totas	tˈotas
universidatz	ˌuniβˌeɾsiðˈaθ
tribu	tɾˈiβu
adchectivo	ˌadt͡ʃektˈiβo
Lo	lo
luengaches	lwɛnɡˈat͡ʃes
buena	bwˈɛna
fauna	fˈa͡ʊna
termin	tˈeɾmin
radices	raðˈiθes
Fierro	fjˈɛro
confluyencia	kˌomflujˈɛnθja
tiempo	tjˈɛmpo
atomos	atˈomos
ordens	oɾðˈens
magnetico	mˌaɡnetˈiko
actual	aktwˈal
Die	djˈɛ
yera	jˈɛɾa
ya	jˈa
Bosnia	bˈosnja
nau	nˈa͡ʊ
capiellas	kapjˈɛʎas
reflecta	reflˈekta
posa	pˈosa
formaban	foɾmˈaβan
casco	kˈasko
participios	pˌaɾtiθˈipjɔs
residencia	rˌesiðˈenθja
Finlandia	finlˈandja
chica	t͡ʃˈika
estandar	ˌestandˈaɾ
quedan	kˈɛðan
Jean	xˈean
decidió	dˌeθiðjˈo
posan	pˈosan
existiba	ˌeksistˈiβa
parabra	paɾˈaβɾa
paisache	pa͡ɪsˈat͡ʃe
University	ˌuniβeɾsˈiti
pareixe	paɾˈeʃe
Titán	titˈan
guerra	ɡˈɛra
Saturno	satˈuɾno
foro	fˈoɾo
dialecto	djalˈekto
vecins	beθˈins
articlo	aɾtˈiklo
Y	jˈe
intención	ˌintenθjˈon
onsos	ˈonsos
Pamplona	pamplˈona
mida	mˈiða
ministro	minˈistɾo
Filología	fˌiloloxˈia
superiors	sˌupeɾjˈɔs
dice	dˈiθe
Deriva	deɾˈiβa
gracias	ɣɾˈaθjas
labor	laβˈoɾ
española	ˌespaɲˈola
ciclo	θˈiklo
segundo	seɣˈundo
tendencia	tendˈenθja
diario	djˈaɾjɔ
romanico	rˌomanˈiko
esleitos	eslˈe͡ɪtos
patrimonio	pˌatɾimˈonjɔ
XIV	kˌatoɾθˈeno
deseparato	dˌesepaɾˈato
polaco	polˈako
adintro	aðˈintɾo
muller	muʎˈeɾ
propietario	pɾˌopjɛtˈaɾjɔ
cofadría	kˌofaðɾˈia
unatro	unˈatɾo
menor	menˈoɾ
cosacos	kosˈakos
referencia	rˌefeɾˈenθja
intentos	intˈentos
contextos	kontˈekstos
eixemplos	eʃˈemplos
designar	dˌesiɡnˈaɾ
flors	flˈos
berbers	beɾβˈes
literatura	lˌiteɾatˈuɾa
evolucions	ˌeβoluθjˈɔns
Chorche	t͡ʃˈoɾt͡ʃe
Anvista	ambˈista
actividat	ˌaktiβiðˈatʰ
Hongría	onɡɾˈia
destacato	dˌestakˈato
chodigo	t͡ʃoðˈiɣo
sentimiento	sˌentimjˈɛnto
territorial	tˌeritoɾjˈal
consigue	konsˈiɣɛ
alemans	ˌalemˈans
intervención	ˌinteɾβenθjˈon
su	su
fese	fˈese
conseqüencia	kˌonsekwˈenθja
cordelera	kˌoɾðelˈeɾa
tres	tɾˈes
confundir	kˌomfundˈiɾ
entre	ˈentɾe
bellos	bˌeʎos
natural	nˌatuɾˈal
paretz	paɾˈeθ
Turolenses	tˌuɾolˈenses
condicional	kˌondiθjɔnˈal
epoca	epˈoka
poemas	poˈemas
popularidat	pˌopulˌaɾiðˈatʰ
in	ˈin
federación	fˌeðeɾaθjˈon
Cerro	θˈero
dioses	djˈɔses
dialectal	djˌalektˈal
XIX	dˌeθinʊˈeno
túnel	tˈunel
descubrimiento	dˌeskuβɾimjˈɛnto
Edat	eðˈatʰ
probable	pɾoβˈaβle
sigue	sˈiɣɛ
obchectos	obt͡ʃˈektos
sexo	sˈekso
variable	baɾjˈaβle
existencia	ˌeksistˈenθja
promeyo	pɾomˈejɔ
numeración	nˌumeɾaθjˈon
debaixo	deβˈaʃo
Cambra	kˈambɾa
sistema	sistˈema
oficio	ofˈiθjɔ
queda	kˈɛða
rematando	rˌematˈando
tenió	tenjˈo
controlar	kˌontɾolˈaɾ
conoixeba	kˌonoʃˈeβa
Fernando	feɾnˈando
mans	mˈans
Tamién	tamjˈen
garras	ɣˈaras
segundos	seɣˈundos
Existen	eksˈisten
municipal	mˌuniθipˈal
emplegato	ˌempleɣˈato
vocal	bokˈal
acido	aθˈiðo
patrimonial	pˌatɾimonjˈal
pasato	pasˈato
tanto	tˈanto
bases	bˈases
pai	pˈa͡ɪ
particlas	paɾtˈiklas
World	βˈoɾl
entidat	ˌentiðˈatʰ
serían	seɾˈian
Chuegos	t͡ʃwˈɛɣos
Actualment	ˌaktwalmˈentʰ
destacan	destˈakan
estausunidenses	ˌesta͡ʊsˌuniðˈenses
Tenió	tenjˈo
creyau	kɾejˈa͡ʊ
subespecies	sˌuβespˈeθjɛs
considerable	kˌonsiðeɾˈaβle
plega	plˈeɣa
neolatinas	nˌeolatˈinas
cambiar	kambjˈaɾ
chermanismos	t͡ʃˌeɾmanˈismos
cabal	kaβˈal
ondas	ˈondas
esdevinió	ˌesðeβinjˈo
Plana	plˈana
publicó	pˌuβlikˈo
maquina	makˈina
vuelo	bwˈɛlo
achent	at͡ʃˈentʰ
duque	dˈukɛ
paper	papˈeɾ
atro	ˈatɾo
centro	θˈentɾo
definita	dˌefinˈita
salut	salˈutʰ
participación	pˌaɾtiθˌipaθjˈon
ser	sˈeɾ
puya	pˈuja
monches	mˈont͡ʃes
cm	θˌeˈɛme
alto	ˈalto
simpla	sˈimpla
tradicional	tɾˌaðiθjɔnˈal
base	bˈase
levó	leβˈo
fonema	fonˈema
pronombres	pɾonˈombɾes
calandario	kˌalandˈaɾjɔ
maniera	manjˈɛɾa
escape	eskˈape
expresa	ekspɾˈesa
amigos	amˈiɣos
ambitos	ambˈitos
París	paɾˈis
obchecto	obt͡ʃˈekto
tardano	taɾðˈano
Martínez	maɾtˈineθ
quatro	kwˈatɾo
Fabla	fˈaβla
ciudadanía	θjˌuðaðanˈia
transportar	tɾˌanspoɾtˈaɾ
fuents	fwˈɛntʰs
Destaca	destˈaka
penya	pˈeɲa
chaponesa	t͡ʃˌaponˈesa
tecnolochías	tˌeknolot͡ʃˈias
determina	dˌeteɾmˈina
árbol	ˈaɾβol
pleno	plˈeno
fundo	fˈundo
Liga	lˈiɣa
ocupan	okˈupan
franceses	fɾanθˈeses
explica	eksplˈika
dients	djˈɛntʰs
librement	lˌiβɾemˈentʰ
canta	kˈanta
feito	fˈe͡ɪto
dan	dˈan
signo	sˈiɡno
chirmán	t͡ʃiɾmˈan
clasico	klasˈiko
relatos	relˈatos
urbana	uɾβˈana
Aquí	akˈi
siente	sjˈɛnte
Plan	plˈan
Revolución	rˌeβoluθjˈon
determinau	dˌeteɾminˈa͡ʊ
creyan	kɾˈejan
total	totˈal
pastors	pastˈos
luz	lˈuθ
dieta	djˈɛta
on	on
imperio	impˈeɾjɔ
indicador	ˌindikaðˈoɾ
uellos	ɡwˈɛʎos
superficial	sˌupeɾfiθjˈal
artes	ˈaɾtes
mitat	mitˈatʰ
sabor	saβˈoɾ
Villas	bˈiʎas
gramatica	ɣɾˌamatˈika
Isto	ˈisto
bi	bi
piedra	pjˈɛðɾa
relacionada	rˌelaθjɔnˈaða
treballadors	tɾˌeβaʎaðˈos
marca	mˈaɾka
levan	lˈeβan
pan	pˈan
manimenos	mˌanimˈenos
treballan	tɾeβˈaʎan
musica	musˈika
Socialista	sˌoθjalˈista
Macedonia	mˌaθeðˈonja
simbolo	simbˈolo
suposó	sˌuposˈo
falta	fˈalta
quedau	kɛðˈa͡ʊ
victimas	biktˈimas
pelo	pˈelo
fabrica	faβɾˈika
clero	klˈeɾo
accions	akθjˈɔns
significativa	sˌiɡnifˌikatˈiβa
pensamiento	pˌensamjˈɛnto
rodiato	roðjˈato
trol	tɾˈol
aniello	anjˈɛʎo
papa	pˈapa
Guerra	ɡˈɛra
escritos	eskɾˈitos
revolución	rˌeβoluθjˈon
Costa	kˈosta
depresión	dˌepɾesjˈon
equilibrio	ˌekilˈiβɾjɔ
altarias	altˈaɾjas
parar	paɾˈaɾ
fixa	fˈiʃa
romanz	romˈanθ
hierarquía	jˌɛɾaɾkˈia
texto	tˈeksto
V	bˌeβˈaʃa
conchunto	kont͡ʃˈunto
vegadas	beɣˈaðas
prochecto	pɾot͡ʃˈekto
define	defˈine
Manuel	manwˈɛl
simplament	sˌimplamˈentʰ
morió	moɾjˈo
inicialment	ˌiniθjalmˈentʰ
propios	pɾˈopjɔs
formoron	foɾmˈoɾon
releu	relˈe͡ʊ
diferenciar	dˌifeɾenθjˈaɾ
pueden	pwˈɛðen
amaneixió	ˌamaneʃjˈo
exposicions	ˌeksposiθjˈɔns
propiedat	pɾˌopjɛðˈatʰ
conoixió	kˌonoʃjˈo
formata	foɾmˈata
valura	balˈuɾa
exterior	ˌeksteɾjˈɔɾ
definida	dˌefinˈiða
ritmo	rˈitmo
entibo	entˈiβo
mont	mˈontʰ
apareixe	ˌapaɾˈeʃe
tradición	tɾˌaðiθjˈon
vertical	bˌeɾtikˈal
industrias	indˈustɾjas
economía	ˌekonomˈia
esdevenió	ˌesðeβenjˈo
metano	metˈano
conte	kˈonte
Austria	ˈa͡ʊstɾja
Estaus	estˈa͡ʊs
sirve	sˈiɾβe
estrela	estɾˈela
qualidat	kwˌaliðˈatʰ
motivos	motˈiβos
flora	flˈoɾa
naus	nˈa͡ʊs
meyo	mˈejɔ
clubs	klˈubs
malautía	mˌala͡ʊtˈia
escritura	ˌeskɾitˈuɾa
tema	tˈema
Tomo	tˈomo
recibe	reθˈiβe
gravedat	ɣɾˌaβeðˈatʰ
republicas	rˌepuβlˈikas
Buena	bwˈɛna
lituans	litwˈans
chugadors	t͡ʃˌuɣaðˈos
punta	pˈunta
puet	pwˈɛtʰ
formato	foɾmˈato
de	de
ficción	fikθjˈon
división	dˌiβisjˈon
sin	sin
estato	estˈato
melitar	mˌelitˈaɾ
solar	solˈaɾ
UEFA	ɡwˈɛfa
royo	rˈojɔ
municipio	mˌuniθˈipjɔ
iba	ˈiβa
Tercera	teɾθˈeɾa
equipe	ekˈipe
puerto	pwˈɛɾto
Madrit	maðɾˈitʰ
culturas	kultˈuɾas
cadaguna	kˌaðaɣˈuna
Cultura	kultˈuɾa
asociación	ˌasoθjaθjˈon
X	ʃˈe
cristianas	kɾistjˈanas
ganar	ɣanˈaɾ
Islas	ˈislas
charrau	t͡ʃarˈa͡ʊ
destacar	dˌestakˈaɾ
ocuporon	ˌokupˈoɾon
mensaches	mensˈat͡ʃes
unión	unjˈon
pueyo	pwˈɛjɔ
Miguel	miɣˈɛl
cayer	kajˈɛɾ
Island	islˈan
venir	benˈiɾ
importancia	ˌimpoɾtˈanθja
minutos	minˈutos
magnitut	mˌaɡnitˈutʰ
masculins	mˌaskulˈins
hierba	jˈɛɾβa
Representa	rˌepɾesˈenta
esportes	espˈoɾtes
aquí	akˈi
refirmar	rˌefiɾmˈaɾ
as	ˈas
chuga	t͡ʃˈuɣa
pistas	pˈistas
anyada	aɲˈaða
Segunda	seɣˈunda
Suiza	suˈiθa
recuperación	rˌekupˌeɾaθjˈon
quitar	kitˈaɾ
un	ˈun
der	dˈeɾ
permite	peɾmˈite
esleito	eslˈe͡ɪto
documenta	dˌokumˈenta
latitutz	lˌatitˈuθ
resolución	rˌesoluθjˈon
quantas	kwˈantas
t	tˈe
Portugal	pˌoɾtuɣˈal
aldeyas	alðˈejas
scientificos	esθjˌɛntifˈikos
podendo	poðˈendo
presentó	pɾˌesentˈo
hereu	eɾˈe͡ʊ
López	lˈopeθ
Esquema	eskˈɛma
Naixitos	naʃˈitos
mencions	menθjˈɔns
Como	kˌomo
variedat	bˌaɾjɛðˈatʰ
figuras	fiɣˈuɾas
estructura	ˌestɾuktˈuɾa
cheneral	t͡ʃˌeneɾˈal
muerte	mwˈɛɾte
filmografía	fˌilmoɣɾafˈia
relaciona	rˌelaθjˈɔna
secundario	sˌekundˈaɾjɔ
rumán	rumˈan
clasificacions	klˌasifˌikaθjˈɔns
fase	fˈase
Canadá	kˌanaðˈa
avión	aβjˈon
cubierta	kuβjˈɛɾta
campo	kˈampo
partito	paɾtˈito
companyía	kˌompaɲˈia
Fuente	fwˈɛnte
tercer	teɾθˈeɾ
rusio	rˈusjɔ
dirichito	dˌiɾit͡ʃˈito
tals	tˈals
entrada	entɾˈaða
usos	ˈusos
compromís	kˌompɾomˈis
totas	tˈotas
eslecions	ˌesleθjˈɔns
incendio	inθˈendjɔ
árbols	ˈaɾβols
amplament	ˌamplamˈentʰ
valencia	balˈenθja
zaguerías	θˌaɣɛɾˈias
conservar	kˌonseɾβˈaɾ
vivir	biβˈiɾ
fusta	fˈusta
heba	ˈeβa
permitir	pˌeɾmitˈiɾ
trobaba	tɾoβˈaβa
sudeste	suðˈeste
considerato	kˌonsiðeɾˈato
respective	rˌespektˈiβe
coordinación	kˌooɾðˌinaθjˈon
concentra	konθˈentɾa
Chesús	t͡ʃesˈus
marcha	mˈaɾt͡ʃa
Michael	mˌit͡ʃaˈel
Fa	fˈa
Andreu	andɾˈe͡ʊ
interpresa	ˌinteɾpɾˈesa
Cultural	kˌultuɾˈal
Qualques	kwˈalkɛs
Blanca	blˈanka
cadenas	kaðˈenas
Va	bˈa
mesuras	mesˈuɾas
dialectos	djalˈektos
ideyal	ˌiðejˈal
artificials	ˌaɾtifiθjˈals
Diccionario	dˌikθjɔnˈaɾjɔ
Barcelona	bˌaɾθelˈona
ninos	nˈinos
a	ˈa
realment	rˌealmˈentʰ
parroquia	parˈokja
versions	beɾsjˈɔns
seguidors	sˌeɣiðˈos
electrica	ˌelektɾˈika
orientación	ˌoɾjɛntaθjˈon
venda	bˈenda
celebran	θelˈeβɾan
Tanto	tˈanto
plegan	plˈeɣan
San	sˈan
km	kˌaˈɛme
contra	kˈontɾa
fundó	fundˈo
decide	deθˈiðe
sustantivos	sˌustantˈiβos
muscular	mˌuskulˈaɾ
producir	pɾˌoðuθˈiɾ
mena	mˈena
simient	simjˈɛntʰ
chicotas	t͡ʃikˈotas
publicau	pˌuβlikˈa͡ʊ
Tradicionalment	tɾˌaðiθjˌɔnalmˈentʰ
dreito	ðɾˈe͡ɪto
hombres	ˈombɾes
Lei	lˈe͡ɪ
puertas	pwˈɛɾtas
normalment	nˌoɾmalmˈentʰ
voluntarios	bˌoluntˈaɾjɔs
considerau	kˌonsiðeɾˈa͡ʊ
gramaticals	ɣɾˌamatikˈals
obra	ˈoβɾa
moneda	monˈeða
nacionalismo	nˌaθjɔnalˈismo
norueste	nˌoɾuˈɛste
reciben	reθˈiβen
XVII	dˌeθisɛtˈeno
capa	kˈapa
largos	lˈaɾɣos
organo	oɾɣˈano
verbos	bˈeɾβos
pobres	pˈoβɾes
zarrar	θarˈaɾ
corrients	korjˈɛntʰs
blanca	blˈanka
existe	eksˈiste
portugueses	pˌoɾtuɣˈɛses
vientos	bjˈɛntos
Rechión	ret͡ʃjˈon
Pireneu	pˌiɾenˈe͡ʊ
centra	θˈentɾa
estaus	estˈa͡ʊs
localidat	lˌokaliðˈatʰ
