เกลือก	klɯa̯k̚˨˩
ขี่	kʰiː˨˩
อ้น	ʔon˥˩
หน้าซีด	naː˥˩.siːt̚˥˩
ตกลูก	tok̚˨˩.luːk̚˥˩
การเรียนรู้เชิงลึก	kaːn˧.ria̯n˧.ruː˦˥.t͡ɕʰɤːŋ˧.lɯk̚˦˥
บ่ง	boŋ˨˩
การลอยตัว	kaːn˧.lɔːj˧.tua̯˧
มัดจำ	mat̚˦˥.t͡ɕam˧
ลับ	lap̚˦˥
ซึม	sɯm˧
ฝังเข็ม	faŋ˩˩˦.kʰem˩˩˦
การผจญภัย	kaːn˧.pʰa˨˩.t͡ɕon˧.pʰaj˧
รายวัน	raːj˧.wan˧
หาเหาใส่หัว	haː˩˩˦.haw˩˩˦.saj˨˩.hua̯˩˩˦
วิกิพีเดีย	wi˦˥.ki˨˩.pʰiː˧.dia̯˧,wi˦˥.ki˨˩.pʰiː˧.dia̯˨˩
สันติ	san˩˩˦.tiʔ˨˩
ดิ่ว	diw˨˩
เสร็จ	set̚˨˩
การเห็น	kaːn˧.hen˩˩˦
กระหรี่	kra˨˩.riː˨˩
เมียนมา	mia̯n˧.maː˥˩
ผ้าปูเตียง	pʰaː˥˩.puː˧.tia̯ŋ˧
บีบคั้น	biːp̚˨˩.kʰan˦˥
แกว	kɛːw˧
พวง	pʰua̯ŋ˧
ห้องเครื่อง	hɔŋ˥˩.kʰrɯa̯ŋ˥˩
อมาตยาธิปไตย	ʔa˨˩.maːt̚˨˩.ta˨˩.jaː˧.tʰip̚˦˥.pa˨˩.taj˧,ʔa˨˩.maːt̚˨˩.ta˨˩.jaː˧.tʰi˦˥.pa˨˩.taj˧
ฝอย	fɔj˩˩˦
คริสต์มาส	kʰris˦˥.maːs˥˩,kʰrit̚˦˥.sa˨˩.maːt̚˥˩
รัฐบาลผสม	rat̚˦˥.tʰa˨˩.baːn˧.pʰa˨˩.som˩˩˦
เฮติ	heː˧.tiʔ˨˩
อับ	ʔap̚˨˩
กลองสองหน้า	klɔːŋ˧.sɔːŋ˩˩˦.naː˥˩
คิชฌะ	kʰit̚˦˥.t͡ɕʰaʔ˦˥
ซ	sɔː˧
สัตยาบัน	sat̚˨˩.ta˨˩.jaː˧.ban˧,sat̚˨˩.ta˨˩.jaː˧.ban˧.na˦˥.
มัจฉา	mat̚˦˥.t͡ɕʰaː˩˩˦
ร้าง	raːŋ˦˥
ตลาดน้ำ	ta˨˩.laːt̚˨˩.naːm˦˥
มานุษยวิทยา	maː˧.nut̚˦˥.sa˨˩.ja˦˥.wit̚˦˥.tʰa˦˥.jaː˧
อนุเฉท	ʔa˨˩.nu˦˥.t͡ɕʰeːt̚˨˩
ผัก	pʰak̚˨˩
ตรวจ	trua̯t̚˨˩
มนุษยชาติ	ma˦˥.nut̚˦˥.sa˨˩.ja˦˥.t͡ɕʰaːt̚˥˩
ฉมวก	t͡ɕʰa˨˩.mua̯k̚˨˩
สรรพนาม	sap̚˨˩.pʰa˦˥.naːm˧
ไกล	klaj˧
ระยอง	ra˦˥.jɔːŋ˧
ร่องรอย	rɔŋ˥˩.rɔːj˧
เครื่องปรุงรส	kʰrɯa̯ŋ˥˩.pruŋ˧.rot̚˦˥
โอบ	ʔoːp̚˨˩
วัวสันหลังหวะ	wua̯˧.san˩˩˦.laŋ˩˩˦.waʔ˨˩
ยี่สิบเก้า	jiː˥˩.sip̚˨˩.kaw˥˩
กระต่ายหมายจันทร์	kra˨˩.taːj˨˩.maːj˩˩˦.t͡ɕan˧
ดิรัจฉาน	di˨˩.rat̚˦˥.t͡ɕʰaːn˩˩˦
เซนติเมตร	sen˧.ti˧.meːt̚˦˥,sen˧.ti˨˩.meːt̚˦˥
ฉิง	t͡ɕʰiŋ˩˩˦
ตีลังกา	tiː˧.laŋ˧.kaː˧
ประสาน	pra˨˩.saːn˩˩˦
โรเดียม	roː˧.dia̯m˥˩
การทดรอง	kaːn˧.tʰot̚˦˥.rɔːŋ˧
ตะไคร้	ta˨˩.kʰraj˦˥
ลักลอบ	lak̚˦˥.lɔːp̚˥˩
ลาก่อย	laː˧.kɔj˨˩
พลเรือเอก	pʰon˧.rɯa̯˧.ʔeːk̚˨˩
ใน	naj˧
ชุด	t͡ɕʰut̚˦˥
กุญแจผี	kun˧.t͡ɕɛː˧.pʰiː˩˩˦
บริเตน	bri˨˩.teːn˧
สถานีตำรวจ	sa˨˩.tʰaː˩˩˦.niː˧.tam˧.rua̯t̚˨˩
ซอก	sɔːk̚˥˩
อักษรนำ	ʔak̚˨˩.sɔːn˩˩˦.nam˧
เชื่อฟัง	t͡ɕʰɯa̯˥˩.faŋ˧
ประกอบ	pra˨˩.kɔːp̚˨˩
ลำใย	lam˧.jaj˧
ความเปรี้ยว	kʰwaːm˧.pria̯w˥˩
การเสด็จ	kaːn˧.sa˨˩.det̚˨˩
ใข่	kʰaj˨˩
ดีใจ	diː˧.t͡ɕaj˧
การล้มละลาย	kaːn˧.lom˦˥.la˦˥.laːj˧
เขียวหวาน	kʰia̯w˩˩˦.waːn˩˩˦
ห้างสรรพสินค้า	haːŋ˥˩.sap̚˨˩.pʰa˦˥.sin˩˩˦.kʰaː˦˥
ไพร	pʰraj˧
อินทรี	ʔin˧.siː˧
การแป้ก	kaːn˧.pɛk̚˥˩
ซีรีเบลลัม	siː˧.riː˧.beːl˧.lam˥˩
เกลา	klaw˧
แบ้ว	bɛw˥˩
ภาษามือ	pʰaː˧.saː˩˩˦.mɯː˧
หนาม	naːm˩˩˦
ตำหนิ	tam˧.niʔ˨˩
หน้าผา	naː˥˩.pʰaː˩˩˦
ศิลา	si˨˩.laː˧
การร่วมประเวณี	kaːn˧.rua̯m˥˩.pra˨˩.weː˧.niː˧
กำมะถัน	kam˧.ma˦˥.tʰan˩˩˦
ท่องเที่ยว	tʰɔŋ˥˩.tʰia̯w˥˩
นำพา	nam˧.pʰaː˧
ขี้คร้าน	kʰiː˥˩.kʰraːn˦˥
โจทย์	t͡ɕoːt̚˨˩
แอล	ʔɛːl˧,ʔɛl˧
ทะเยอทะยาน	tʰa˦˥.jɤː˧.tʰa˦˥.jaːn˧
ต้นไม้	ton˥˩.maːj˦˥
เมษา	meː˧.saː˩˩˦
หน่วยก้าน	nua̯j˨˩.kaːn˥˩
สำนวน	sam˩˩˦.nua̯n˧
ฮอกกี้	hɔk̚˦˥.kiː˥˩
โรงรถ	roːŋ˧.rot̚˦˥
พิชิต	pʰi˦˥.t͡ɕʰit̚˦˥,pʰi˦˥.t͡ɕʰit̚˦˥.ta˨˩.
เปิ๊ดสะก๊าด	pɤːt̚˦˥.sa˨˩.kaːt̚˦˥
ทิป	tʰip̚˦˥
ปลายทาง	plaːj˧.tʰaːŋ˧
รางวัล	raːŋ˧.wan˧
หลานสาว	laːn˩˩˦.saːw˩˩˦
ประจบ	pra˨˩.t͡ɕop̚˨˩
เรื่อยไป	rɯa̯j˥˩.paj˧
คอซอง	kʰɔː˧.sɔːŋ˧
เป็นบ้า	pen˧.baː˥˩
อายุรศาสตร์	ʔaː˧.ju˦˥.ra˦˥.saːt̚˨˩
แอตแลนติก	ʔɛːt̚˦˥.lɛːn˧.tik̚˨˩
เข้าใจผิด	kʰaw˥˩.t͡ɕaj˧.pʰit̚˨˩
แฟนเพจ	fɛːn˧.pʰeːt̚˨˩
ความกินใจ	kʰwaːm˧.kin˧.t͡ɕaj˧
มะขามป้อม	ma˦˥.kʰaːm˩˩˦.pɔm˥˩
จิบ	t͡ɕip̚˨˩
แคร่	kʰrɛː˥˩
ไปรษณีย์	praj˧.sa˨˩.niː˧
ไวยากรณ์	waj˧.jaː˧.kɔːn˧
แม่เลี้ยง	mɛː˥˩.lia̯ŋ˦˥
อาร์ชดัชเชส	ʔaːt͡ɕʰ˦˥.dat̚˦˥.t͡ɕʰes˦˥,ʔaːt͡ɕʰ˦˥.dat̚˦˥.t͡ɕʰes˥˩
จนท.	t͡ɕɔː˧.nɔː˧.tʰɔː˧
ชุมชน	t͡ɕʰum˧.t͡ɕʰon˧
การถ่ายภาพ	kaːn˧.tʰaːj˨˩.pʰaːp̚˥˩
ดาวทะเล	daːw˧.tʰa˦˥.leː˧
การนัดยิ้ม	kaːn˧.nat̚˦˥.jim˦˥
เริม	rɤːm˧
บู๊	buː˦˥
สินธี	sin˩˩˦.tʰiː˧
สถบดี	sa˨˩.tʰa˨˩.bɔː˧.diː˧
สกุณา	sa˨˩.ku˨˩.naː˧
ร้องไห้	rɔːŋ˦˥.haːj˥˩
การชยันโต	kaːn˧.t͡ɕʰa˦˥.jan˧.toː˧
รสชาด	rot̚˦˥.t͡ɕʰaːt̚˥˩
เกย	kɤːj˧
บ้านป่าเมืองเถื่อน	baːn˥˩.paː˨˩.mɯa̯ŋ˧.tʰɯa̯n˨˩
อวยพร	ʔua̯j˧.pʰɔːn˧
ลิเก	li˦˥.keː˧
กล้องสองตา	klɔːŋ˥˩.sɔːŋ˩˩˦.taː˧
อารูบา	ʔaː˧.ruː˧.baː˥˩
การสอย	kaːn˧.sɔj˩˩˦
อ่างอาบน้ำ	ʔaːŋ˨˩.ʔaːp̚˨˩.naːm˦˥
ความชอบ	kʰwaːm˧.t͡ɕʰɔːp̚˥˩
สัทอักษร	sat̚˨˩.tʰa˦˥.ʔak̚˨˩.sɔːn˩˩˦
มนตรีมุข	mon˧.triː˧.muk̚˦˥
เครื่องกรอง	kʰrɯa̯ŋ˥˩.krɔːŋ˧
น้ำพริก	nam˦˥.pʰrik̚˦˥
กัลปาวสาน	kan˧.la˦˥.paː˧.wa˦˥.saːn˩˩˦
เขน	kʰeːn˩˩˦
ฟาย	faːj˧
กริยา	kri˨˩.jaː˧,ka˨˩.ri˦˥.jaː˧
กระชาก	kra˨˩.t͡ɕʰaːk̚˥˩
อุษา	ʔu˨˩.saː˩˩˦
รอยสัก	rɔːj˧.sak̚˨˩
แผลฉกรรจ์	pʰlɛː˩˩˦.t͡ɕʰa˨˩.kan˧
เล่นเพื่อน	len˥˩.pʰɯa̯n˥˩
ที่ว่าง	tʰiː˥˩.waːŋ˥˩
ต่ำ	tam˨˩
แคะ	kʰɛʔ˦˥
ษ	sɔː˩˩˦
ไอดาโฮ	ʔaj˧.daː˧.hoː˥˩
แอฟริกา	ʔɛp̚˦˥.fri˦˥.kaː˧
น้องชาย	nɔːŋ˦˥.t͡ɕʰaːj˧
ตัดสินใจ	tat̚˨˩.sin˩˩˦.t͡ɕaj˧
ควัก	kʰwak̚˦˥
เทควันโด	tʰeː˧.kʰwan˧.doː˥˩
ม้านั่ง	maː˦˥.naŋ˥˩
โชเฟอร์	t͡ɕʰoː˧.fɤː˥˩
ครัช	kʰrat̚˦˥,kʰrat͡ɕʰ˦˥
ประมาณ	pra˨˩.maːn˧
ดังกล่าว	daŋ˧.klaːw˨˩
น้ำส้ม	nam˦˥.som˥˩
ชัยนาท	t͡ɕʰaj˧.naːt̚˥˩
เสมียน	sa˨˩.mia̯n˩˩˦
พันธุ์พืช	pʰan˧.pʰɯːt̚˥˩
แผ่	pʰɛː˨˩
พระราชกำหนด	pʰra˦˥.raːt̚˥˩.t͡ɕʰa˦˥.kam˧.not̚˨˩
ฐานรองดอก	tʰaːn˩˩˦.rɔːŋ˧.dɔːk̚˨˩
เพื่อนร่วมงาน	pʰɯa̯n˥˩.rua̯m˥˩.ŋaːn˧
โพย	pʰoːj˧
ตำรวจ	tam˧.rua̯t̚˨˩
ครู	kʰruː˧
นกร้า	nok̚˦˥.raː˦˥
เรือจ้าง	rɯa̯˧.t͡ɕaːŋ˥˩
กั่น	kan˨˩
นุ่น	nun˥˩
ดาวนพเคราะห์	daːw˧.nop̚˦˥.pʰa˦˥.kʰrɔʔ˦˥
กอ	kɔː˧
การเทศนา	kaːn˧.tʰeː˧.sa˨˩.naː˧,kaːn˧.tʰeːt̚˥˩.sa˨˩.naː˩˩˦
เลี่ยง	lia̯ŋ˥˩
ชาตินิยม	t͡ɕʰaːt̚˥˩.ni˦˥.jom˧
อนุทิน	ʔa˨˩.nu˦˥.tʰin˧
แผนภูมิ	pʰɛːn˩˩˦.pʰuːm˧
ทุพพลภาพ	tʰup̚˦˥.pʰon˧.la˦˥.pʰaːp̚˥˩
เส้นประ	sen˥˩.praʔ˨˩
พระ	pʰraʔ˦˥
การซุ่ม	kaːn˧.sum˥˩
ไฮเปอร์ลิงก์	haj˧.pɤː˧.liŋ˧
สวีดัด	sa˨˩.wiː˧.dat̚˨˩
มอริเตเนีย	mɔː˧.ri˦˥.teː˧.nia̯˧
ข้าวหลามตัด	kʰaːw˥˩.laːm˩˩˦.tat̚˨˩
ค่าปรับ	kʰaː˥˩.prap̚˨˩
สถาปนิก	sa˨˩.tʰaː˩˩˦.pa˨˩.nik̚˦˥
ปวยเล้ง	pua̯j˧.leːŋ˦˥
โอลิมปิก	ʔoː˧.lim˧.pik̚˨˩
สัตว์กินนม	sat̚˨˩.kin˧.nom˧
สีชอล์ค	siː˩˩˦.t͡ɕʰɔk̚˦˥
สัทศาสตร์	sat̚˨˩.tʰa˦˥.saːt̚˨˩
เส้นชัย	sen˥˩.t͡ɕʰaj˧
ลงเอย	loŋ˧.ʔɤːj˧
เนย	nɤːj˧
กระดิก	kra˨˩.dik̚˨˩
ผู้ทำนาย	pʰuː˥˩.tʰam˧.naːj˧
แผล	pʰlɛː˩˩˦
รู้	ruː˦˥
ตำนาน	tam˧.naːn˧
ฟาด	faːt̚˥˩
อั้งม่อ	ʔaŋ˥˩.mɔː˥˩
ศูนย์	suːn˩˩˦
หนอก	nɔːk̚˨˩
ยิง	jiŋ˧
โรแมนติก	roː˧.mɛːn˧.tik̚˨˩
ประสงค์	pra˨˩.soŋ˩˩˦
การเปรียบเทียบ	kaːn˧.pria̯p̚˨˩.tʰia̯p̚˥˩
ดูดฝุ่น	duːt̚˨˩.fun˨˩
ชะ	t͡ɕʰaʔ˦˥
เปล่า	plaːw˨˩
ละแวก	la˦˥.wɛːk̚˥˩
อิเควทอเรียลกินี	ʔi˨˩.kʰweː˧.tʰɔː˧.ria̯l˥˩.ki˨˩.niː˧
เกร็ด	kret̚˨˩
ปั่น	pan˨˩
พระเจ้า	pʰra˦˥.t͡ɕaːw˥˩
ศาลปกครอง	saːn˩˩˦.pok̚˨˩.kʰrɔːŋ˧
สันสกฤต	san˩˩˦.sa˨˩.krit̚˨˩
วิตามิน	wi˦˥.taː˧.min˧
ที่นี่	tʰiː˥˩.niː˥˩
ความดันโลหิตต่ำ	kʰwaːm˧.dan˧.loː˧.hit̚˨˩.tam˨˩
เป่าปาก	paw˨˩.paːk̚˨˩
กวาดต้อน	kwaːt̚˨˩.tɔːn˥˩
สีน้ำมัน	siː˩˩˦.nam˦˥.man˧
งาย	ŋaːj˧
กองหนุน	kɔːŋ˧.nun˩˩˦
จบเห่	t͡ɕop̚˨˩.heː˨˩
สันดาร	san˩˩˦.daːn˧
ซิกมา	sik̚˦˥.maː˥˩
ทรงรี	soŋ˧.riː˧
ลม	lom˧
ฉาย	t͡ɕʰaːj˩˩˦
บัญญัติ	ban˧.jat̚˨˩
วยัสย์	wa˦˥.jat̚˦˥
ฮ	hɔː˧
เค	kʰeː˧
ความชอบธรรม	kʰwaːm˧.t͡ɕʰɔːp̚˥˩.tʰam˧
หลอดเลือด	lɔːt̚˨˩.lɯa̯t̚˥˩
บอมบ์	bɔm˧
ขอบน้ำใจ	kʰɔːp̚˨˩.nam˦˥.t͡ɕaj˧
อาวุธ	ʔaː˧.wut̚˦˥
ต่อมไพเนียล	tɔm˨˩.pʰaj˧.nia̯l˧
กำมะถันแดง	kam˧.ma˦˥.tʰan˩˩˦.dɛːŋ˧
โจ๋	t͡ɕoː˩˩˦
ประกันภัย	pra˨˩.kan˧.pʰaj˧
อนุบาล	ʔa˨˩.nu˦˥.baːn˧
ขร้า	kʰraː˥˩
บากู	baː˧.kuː˧
เง่หมึง	ŋeː˥˩.mɯŋ˩˩˦
ห้องน้ำ	hɔŋ˥˩.naːm˦˥
หูหนวก	huː˩˩˦.nua̯k̚˨˩
ปราณ	praːn˧
ยัติภังค์	jat̚˦˥.ti˨˩.pʰaŋ˧
ตี	tiː˧
รน	ron˧
ถุงตีน	tʰuŋ˩˩˦.tiːn˧
กาบอง	kaː˧.bɔŋ˧
ปาเลสไตน์	paː˧.leːs˦˥.taːj˧
เดโช	deː˧.t͡ɕʰoː˧
กง	koŋ˧
เบือน	bɯa̯n˧
ปุบปับ	pup̚˨˩.pap̚˨˩
น่ากลัว	naː˥˩.klua̯˧
เลขาธิการ	leː˧.kʰaː˩˩˦.tʰi˦˥.kaːn˧
เยี่ยม	jia̯m˥˩
เปลี่ยน	plia̯n˨˩
คร่ำครึ	kʰram˥˩.kʰrɯʔ˦˥
สลาฟ	sa˨˩.laːp̚˦˥,sa˨˩.laːf˦˥
ชิงชัน	t͡ɕʰiŋ˧.t͡ɕʰan˧
การสอบสวน	kaːn˧.sɔːp̚˨˩.sua̯n˩˩˦
ประดิษฐาน	pra˨˩.dit̚˨˩.sa˨˩.tʰaːn˩˩˦
ถั่วพู	tʰua̯˨˩.pʰuː˧
ทำท่า	tʰam˧.tʰaː˥˩
กระบอกฉีดยา	kra˨˩.bɔːk̚˨˩.t͡ɕʰiːt̚˨˩.jaː˧
เนินทราย	nɤːn˧.saːj˧
ก้ม	kom˥˩
ถอดใจ	tʰɔːt̚˨˩.t͡ɕaj˧
ดาแกโรไทป์	daː˧.kɛː˧.roː˧.tʰaj˦˥
ผู้สำเร็จราชการแทนพระองค์	pʰuː˥˩.sam˩˩˦.ret̚˨˩.raːt̚˥˩.t͡ɕʰa˦˥.kaːn˧.tʰɛːn˧.pʰra˦˥.ʔoŋ˧
ทำงาน	tʰam˧.ŋaːn˧
ว๊าย	waːj˦˥
เจ้าหญิงนิทรา	t͡ɕaːw˥˩.jiŋ˩˩˦.nit̚˦˥.tʰraː˧
พับเพียบ	pʰap̚˦˥.pʰia̯p̚˥˩
ขมขื่น	kʰom˩˩˦.kʰɯːn˨˩
ปู้อี	puː˥˩.ʔiː˧
การ์บูเวดี	kaː˧.buː˧.weː˧.diː˧
เตี๊ยม	tia̯m˦˥
อนิจกรรม	ʔa˨˩.nit̚˦˥.t͡ɕa˨˩.kam˧
มัณฑะเลย์	man˧.da˨˩.leː˧
ไมโครนีเซีย	maj˧.kʰroː˧.niː˧.sia̯˧
หัวหิน	hua̯˩˩˦.hin˩˩˦
อัฐ	ʔat̚˨˩.tʰa˨˩.,ʔat̚˨˩
รังสี	raŋ˧.siː˩˩˦
สาธารณชน	saː˩˩˦.tʰaː˧.ra˦˥.na˦˥.t͡ɕʰon˧
ผ่าเหล่า	pʰaː˨˩.law˨˩
ไส้ศึก	saj˥˩.sɯk̚˨˩
ดอลล่าร์	dɔn˧.laː˥˩
ดอกจิก	dɔːk̚˨˩.t͡ɕik̚˨˩
ตรอก	trɔːk̚˨˩
ทำเนียบขาว	tʰam˧.nia̯p̚˥˩.kʰaːw˩˩˦
อื่น	ʔɯːn˨˩
แหวะ	wɛʔ˨˩
พิฆาต	pʰi˦˥.kʰaːt̚˥˩
กัลปังหา	kan˧.la˦˥.paŋ˧.haː˩˩˦
พลศาสตร์	pʰon˧.la˦˥.saːt̚˨˩
ตั้ง	taŋ˥˩
ตักบาตร	tak̚˨˩.baːt̚˨˩
นิรันดร	ni˦˥.ran˧.dɔːn˧
โจร	t͡ɕoːn˧
ฝ่าไฟแดง	faː˨˩.faj˧.dɛːŋ˧
หมดตูด	mot̚˨˩.tuːt̚˨˩
เอ็มบริโอ	ʔem˧.bri˨˩.ʔoː˥˩,ʔem˧.bri˨˩.ʔoː˧
ตำบล	tam˧.bon˧
เจ้าสำนักโรงแรม	t͡ɕaw˥˩.sam˩˩˦.nak̚˦˥.roːŋ˧.rɛːm˧
ผู้รุกราน	pʰuː˥˩.ruk̚˦˥.raːn˧
ข้ามน้ำข้ามทะเล	kʰaːm˥˩.naːm˦˥.kʰaːm˥˩.tʰa˦˥.leː˧
การเคารพ	kaːn˧.kʰaw˧.rop̚˦˥
คุชราต	kʰut̚˦˥.t͡ɕʰa˦˥.raːt̚˥˩
การดูหมิ่นซึ่งหน้า	kaːn˧.duː˧.min˨˩.sɯŋ˥˩.naː˥˩
ลุง	luŋ˧
เจ้าพระยา	t͡ɕaːw˥˩.pʰra˦˥.jaː˧
ระดม	ra˦˥.dom˧
พินัย	pʰi˦˥.naj˧
กุณฑี	kun˧.tʰiː˧
ภาษาจีนกวางตุ้ง	pʰaː˧.saː˩˩˦.t͡ɕiːn˧.kwaːŋ˧.tuŋ˥˩
ปริตยาค	pa˨˩.rit̚˦˥.ta˨˩.jaːk̚˥˩
วงแหวน	woŋ˧.wɛːn˩˩˦
สลัม	sa˨˩.lam˧
เหลือ	lɯa̯˩˩˦
เช็กโกสโลวะเกีย	t͡ɕʰek̚˦˥.koː˧.sa˨˩.loː˧.wa˦˥.kia̯˧
พรำ	pʰram˧
ขี้เรื้อน	kʰiː˥˩.rɯa̯n˦˥
เพื่อนร่วมชั้น	pʰɯa̯n˥˩.rua̯m˥˩.t͡ɕʰan˦˥
สาธารณรัฐ	saː˩˩˦.tʰaː˧.ra˦˥.na˦˥.rat̚˦˥,saː˩˩˦.tʰaː˧.ra˧.na˦˥.rat̚˦˥
ขี้ตา	kʰiː˥˩.taː˧
นานทีปีหน	naːn˧.tʰiː˧.piː˧.hon˩˩˦
เพศหญิง	pʰeːt̚˥˩.jiŋ˩˩˦
แก๊งค์	kɛːŋ˦˥
นามิเบีย	naː˧.mi˦˥.bia̯˧
ปากใบ	paːk̚˨˩.baj˧
จำเลย	t͡ɕam˧.lɤːj˧
สัตว์ครึ่งบกครึ่งน้ำ	sat̚˨˩.kʰrɯŋ˥˩.bok̚˨˩.kʰrɯŋ˥˩.naːm˦˥
ปล้นทรัพย์	plon˥˩.sap̚˦˥
เพลง	pʰleːŋ˧
นักการเงิน	nak̚˦˥.kaːn˧.ŋɤn˧
เนปีดอ	neː˧.piː˧.dɔː˧
บรูไน	bruː˧.naj˧
ครุย	kʰruj˧
นวัตกรรม	na˦˥.wat̚˦˥.ta˨˩.kam˧
ล้วน	lua̯n˦˥
ระนอง	ra˦˥.nɔːŋ˧
กันยายน	kan˧.jaː˧.jon˧
พอร์พอยส์	pʰɔː˧.pʰɔjs˦˥
คราด	kʰraːt̚˥˩
กันดาล	kan˧.daːn˧
คะน้า	kʰa˦˥.naː˦˥
ซิดนีย์	sit̚˦˥.niː˥˩
แคลิฟอร์เนียม	kʰɛː˧.li˦˥.fɔː˧.nia̯m˥˩
ภิตติ	pʰit̚˦˥.tiʔ˨˩
การ์ตูน	kaː˧.tuːn˧
ความแค้น	kʰwaːm˧.kʰɛːn˦˥
ที่สิบสาม	tʰiː˥˩.sip̚˨˩.saːm˩˩˦
ข่าง	kʰaːŋ˨˩
พ่น	pʰon˥˩
เครื่องพิมพ์	kʰrɯa̯ŋ˥˩.pʰim˧
ยั่งยืน	jaŋ˥˩.jɯːn˧
เข้มงวด	kʰem˥˩.ŋua̯t̚˥˩
ช่างไม้	t͡ɕʰaːŋ˥˩.maːj˦˥
ปรองดอง	prɔːŋ˧.dɔːŋ˧
ฌาปนสถาน	t͡ɕʰaː˧.pa˨˩.na˦˥.sa˨˩.tʰaːn˩˩˦
การควบแน่น	kaːn˧.kʰua̯p̚˥˩.nɛn˥˩
บ้า	baː˥˩
เขี้ยว	kʰia̯w˥˩
สงคราม	soŋ˩˩˦.kʰraːm˧
หม่อมเจ้า	mɔm˨˩.t͡ɕaːw˥˩
รูปแปดด้าน	ruːp̚˥˩.pa˨˩.pɛːt̚˨˩.daːn˥˩
ปท.	pɔː˧.tʰɔː˧
การบวช	kaːn˧.bua̯t̚˨˩
แบบฟอร์ม	bɛːp̚˨˩.fɔːm˧
ปาเลา	paː˧.law˧
สูญหาย	suːn˩˩˦.haːj˩˩˦
อังศุมาลิน	ʔaŋ˧.su˨˩.maː˧.lin˧
ทรงจำ	soŋ˧.t͡ɕam˧
นักมวยปล้ำ	nak̚˦˥.mua̯j˧.plam˥˩
อลังการ	ʔa˨˩.laŋ˧.kaːn˧
วันพระ	wan˧.pʰraʔ˦˥
ศิวะ	si˨˩.waʔ˦˥
บุษบา	but̚˨˩.sa˨˩.baː˧
คะราวาษ	kʰa˦˥.raː˧.waːt̚˥˩
สารสื่อประสาท	saːn˩˩˦.sɯː˨˩.pra˨˩.saːt̚˨˩
หูฟัง	huː˩˩˦.faŋ˧
ห่อพัสดุ	hɔː˨˩.pʰat̚˦˥.sa˨˩.duʔ˨˩
แม่ยาย	mɛː˥˩.jaːj˧
รับรอง	rap̚˦˥.rɔːŋ˧
ประสิทธิภาพ	pra˨˩.sit̚˨˩.tʰi˦˥.pʰaːp̚˥˩
เงื่อน	ŋɯa̯n˥˩
ผล	pʰon˩˩˦,pʰon˩˩˦.la˦˥.
ค่าคงที่	kʰaː˥˩.kʰoŋ˧.tʰiː˥˩
กวัก	kwak̚˨˩
ฤชา	rɯ˦˥.t͡ɕʰaː˧
เติมเต็ม	tɤːm˧.tem˧
แพ้	pʰɛː˦˥
บอ	bɔː˧
ภุชงค	pʰu˦˥.t͡ɕʰoŋ˧.kʰa˦˥.
หิมะ	hi˧.maʔ˦˥,hi˨˩.maʔ˦˥
กะพริบ	ka˨˩.pʰrip̚˦˥
โรงแรม	roːŋ˧.rɛːm˧
สูง	suːŋ˩˩˦
ป่าว	paːw˨˩
กั้ง	kaŋ˥˩
ความเจ็บ	kʰwaːm˧.t͡ɕep̚˨˩
ดัตช์	dat̚˦˥
ลำนำ	lam˧.nam˧
หมดลม	mot̚˨˩.lom˧
คณิกา	kʰa˦˥.ni˦˥.kaː˧
อิศวร	ʔi˨˩.sua̯n˩˩˦
ทิวลิป	tʰiw˧.lip̚˨˩
ขาน	kʰaːn˩˩˦
สะสม	sa˨˩.som˩˩˦
เข็มทิศ	kʰem˩˩˦.tʰit̚˦˥
บทกวี	bot̚˨˩.ka˨˩.wiː˧
ปาง	paːŋ˧
รวงผึ้ง	rua̯ŋ˧.pʰɯŋ˥˩
ยูเครน	juː˧.kʰreːn˧
เล็ก	lek̚˦˥
ลาปาซ	laː˧.paːs˦˥
โวลเตจ	woːn˧.teːt̚˨˩,woːl˧.teːt̚˨˩
งอม	ŋɔm˧,ŋɔːm˧
การตะแบง	kaːn˧.ta˨˩.bɛːŋ˧
มังสวิรัติ	maŋ˧.sa˨˩.wi˦˥.rat̚˦˥
ม้าห้อ	maː˦˥.hɔː˥˩
กระสวน	kra˨˩.sua̯n˩˩˦
ล้วง	lua̯ŋ˦˥
พระพุทธเจ้า	pʰra˦˥.pʰut̚˦˥.tʰa˦˥.t͡ɕaːw˥˩
มุ่งหวัง	muŋ˥˩.waŋ˩˩˦
สมมติ	som˩˩˦.mut̚˦˥
ศวา	sa˨˩.waː˧
ศรีสะเกษ	siː˩˩˦.sa˨˩.keːt̚˨˩
หลอก	lɔːk̚˨˩
รัตน	rat̚˦˥.ta˨˩.na˦˥.
ตกปลา	tok̚˨˩.plaː˧
ลื่น	lɯːn˥˩
และ	lɛʔ˦˥
หลอน	lɔːn˩˩˦
ซองจดหมาย	sɔːŋ˧.t͡ɕot̚˨˩.maːj˩˩˦
ธนบัตร	tʰa˦˥.na˦˥.bat̚˨˩,tʰon˧.na˦˥.bat̚˨˩
การมา	kaːn˧.maː˧
เส้นทางสายไหม	sen˥˩.tʰaːŋ˧.saːj˩˩˦.maj˩˩˦
อรรฆย์	ʔak̚˨˩
ไซน์	saːj˧
การตะโกน	kaːn˧.ta˨˩.koːn˧
ยี	jiː˧
ครุศาสตร์	kʰa˦˥.ru˦˥.saːt̚˨˩
จับ	t͡ɕap̚˨˩
