بچووک	.bi.çûk
چاپکردنیدا	.çap.kir.di.nî.da
پیشان	.pî.şan
دەمێک	.de.mêk
هێزێکی	.hê.zê.kî
پێگەیەکی	.pê.ge.ye.kî
ناسرا	.nas.ra
چەڵەمە	.çe.łe.me
پزیشکی	.pi.zîş.kî
دەفرۆشێ	.def.ro.şê
گۆرانیی	.go.ra.nîy
باسکردنی	.bas.kir.di.nî
سوود	.sûd
هاودەنگیی	.haw.den.gîy
دەیانهەوێت	.de.yan.he.wêt
ئەدا	.ʔe.da
لای	.lay
ئیسلامدا	.ʔîs.lam.da
ببووە	.bi.bu.we
گۆڕانکارییەکی	.go.řan.ka.rî.ye.kî
کربوون	.kir.bûn
ڕەسەنی	.ře.se.nî
بەفر	.be.fir
نەدەدا	.ne.de.da
گرتە	.gir.te
بەرزە	.ber.ze
وێژەدا	.wê.je.da
لابردنی	.la.bir.di.nî
لەهەموو	.le.he.mû
یاد	.yad
دواییەی	.dway.yey
بەندێکی	.ben.dê.kî
ڕوانگەی	.řwan.gey
فرۆشیان	.fi.roş.yan
لویس	.lwîs
تە	.te
شانۆیەک	.şa.no.yek
نووسەرەکانیان	.nû.se.re.kan.yan
کردوونەتەوە	.kir.dû.ne.te.we
بارگواستنەوە	.bar.gwas.ti.ne.we
بتوانێ	.bit.wa.nê,.bi.twa.nê
کایەوە	.ka.ye.we
پارتییە	.par.tî.ye
کورمێنج	.kur.mênc
تێرۆریزمەوە	.tê.ro.rîz.me.we
پاکی	.pa.kî
کورتەپێداچوونەوەیەک	.kur.te.pê.da.çû.ne.we.yek
نێومان	.nêw.man
بوارەدا	.bwa.re.da
تەرخان	.ter.xan
بابەکان	.ba.be.kan
سەردەم	.ser.dem
بریتانیا	.bi.rî.tan.ya
هاوشێوەی	.haw.şê.wey
قەدیس	.qe.dîs
وێنەگری	.wê.ne.gi.rî
کۆچیان	.koç.yan
یەکسان	.yek.san
ستێرمان	.si.têr.man
دەشزانن	.deş.za.nin
یەکێکە	.ye.kê.ke
باڵەک	.ba.łek
فراوانتر	.fi.ra.wan.tir
کان	.kan
پیر	.pîr
پیشەی	.pî.şey
نووسەرێکی	.nû.se.rê.kî
بتوانم	.bit.wa.nim,.bi.twa.nim
کراوە	.ki.ra.we
راماونەتەوە	.ra.maw.ne.te.we
ملکەچی	.mil.ke.çî
بۆسەر	.bo.ser
سەرێ	.se.rê
کرابوو	.ki.ra.bû
لەبارەی	.le.ba.rey
فارسییەوە	.far.sî.ye.we
گەشەپێدانی	.ge.şe.pê.da.nî
داڕێژەری	.da.řê.je.rî
بایەختر	.ba.yex.tir
زانیاری	.zan.ya.rî
حاکم	.ḧa.kim
خولی	.xu.lî
ناوەکانی	.na.we.ka.nî
تەمەنی	.te.me.nî
نوێژ	.nwêj
زیاتر	.zya.tir
خوا	.xwa
ڕۆژنامەنووسی	.řoj.na.me.nû.sî
دابەزینی	.da.be.zî.nî
دەکات	.de.kat
سلێمانی	.si.lê.ma.nî
ترساون	.tir.sa.win
دەرەوەی	.de.re.wey
کتێبخانەکان	.ki.têb.xa.ne.kan
خود	.xud
کارکردنی	.kar.kir.di.nî
قاعیدە	.qa.ƹî.de
نێوەوە	.nê.we.we
سەرۆکایەتی	.se.ro.ka.ye.tî
ناوخۆیی	.naw.xo.yî
ناکاو	.na.kaw
دووگۆلی	.dû.go.lî
بدلیس	.bid.lîs
کارانە	.ka.ra.ne
هەریەکەیان	.her.ye.ke.yan
حاڵەتێکی	.ḧa.łe.tê.kî
باسیان	.bas.yan
نووسەرێک	.nû.se.rêk
خستۆتە	.xis.to.te
دران	.di.ran
تورکییان	.tur.kî.yan
کتێبخانەکانی	.ki.têb.xa.ne.ka.nî
شەوێک	.şe.wêk
پرسێکی	.pir.sê.kî
دۆزراوەکانم	.doz.ra.we.ka.nim
ڕووباری	.řû.ba.rî
بەڕێ	.be.řê
وان	.wan
هەندەرانیشدا	.hen.de.ra.nîş.da
تۆمارەکانی	.to.ma.re.ka.nî
دەسەڵاتداران	.de.se.łat.da.ran
توانیویەتی	.twa.nîw.ye.tî
جیاوازە	.cya.wa.ze
ناساند	.na.sand
بزووتنەوەی	.bi.zût.ne.wey
نووسیبوو	.nû.sî.bû
پێگەی	.pê.gey
کردەوەیەک	.kir.de.we.yek
چەتوونە	.çe.tû.ne
زووبەزوو	.zû.be.zû
منداڵەکە	.min.da.łe.ke
هاوڕێیەکانی	.haw.řê.ye.ka.nî
هاواری	.ha.wa.rî
بێژین	.bê.jîn
یان	.yan
بەناوبانگی	.be.naw.ban.gî
چاپدانیان	.çap.dan.yan
سەرنج	.se.rinc
ئاساییی	.ʔa.sa.yîy
یاساگۆڕێنەکە	.ya.sa.go.řê.ne.ke
کەندوقووڵ	.ken.du.qûł
حکوومەتیدا	.ḧi.kû.me.tî.da
سازکردنی	.saz.kir.di.nî
ناوەندەکانی	.na.wen.de.ka.nî
هەروا	.her.wa
ماڵەکاندا	.ma.łe.kan.da
بەرخۆدانی	.ber.xo.da.nî
دەوڵەتانی	.dew.łe.ta.nî
سەرسووڕییانە	.ser.sû.řî.ya.ne
شۆرش	.şo.riş
رەپێیان	.re.pê.yan
رێنووسانی	.rê.nû.sa.nî
جیهانە	.cî.ha.ne
بەراستی	.be.ras.tî
رۆژێ	.ro.jê
چۆنیەتی	.çon.ye.tî
هەڵوەشێندبایەوە	.heł.we.şên.di.ba.ye.we
پێگە	.pê.ge
مووش	.mûş
کۆنترۆڵی	.kon.ti.ro.łî
کۆسپانەدایە	.kos.pa.ne.da.ye
پێکهێنا	.pêk.hê.na
رێژەی	.rê.jey
نهێنین	.ni.hê.nîn
دەستپێکردنی	.dest.pê.kird.nî
چاپخانەکە	.çap.xa.ne.ke
بەختەوەری	.bex.te.we.rî
وڵاتەی	.wi.ła.tey
ژێرچەپۆکەکانیش	.jêr.çe.po.ke.ka.nîş
ئیمپراتۆری	.ʔîm.pi.ra.to.rî
گۆڤارەی	.go.va.rey
چکۆلە	.çi.ko.le
لاپەڕەی	.la.pe.řey
بکەم	.bi.kem
رێکخرانەوە	.rêk.xi.ra.ne.we
بردەوە	.bir.de.we
گرێبەستی	.gi.rê.bes.tî
سدیق	.si.dîq
شەڕی	.şe.řî
گوتەبێژی	.gu.te.bê.jî
ڕێی	.řêy
زووانە	.zu.wa.ne
رێکدەخرێن	.rêk.dex.rên
کتێبفرۆشییانە	.ki.têb.fi.ro.şî.ya.ne
دیوی	.dî.wî
پەلەی	.pe.ley
کی	.kî
بچووکی	.bi.çû.kî
بانگەشەی	.ban.ge.şey
دەتوانرێ	.de.twan.rê
بەس	.bes
هاتۆتە	.ha.to.te
ساز	.saz
سێڤر	.sê.vir
بەڕێوەدەچوو	.be.řê.we.de.çû
گۆڤارێک	.go.va.rêk
یاریزان	.ya.rî.zan
سیاسەتدا	.sya.set.da
پێویستی	.pê.wîs.tî
گەورەکانی	.gew.re.ka.nî
لێدەکەوێتەوە	.lê.de.ke.wê.te.we
زگیان	.zig.yan
ئەژمارەدا	.ʔej.ma.re.da
هەستم	.hes.tim
نەریتی	.ne.rî.tî
لەچاپدەرانێکیش	.le.çap.de.ra.nê.kîş
ویلیام	.wîl.yam
ناردران	.nar.di.ran
ڕۆژئاوای	.řoj.ʔa.way
ناڕەوای	.na.ře.way
ناتوانم	.na.twa.nim
خاڵ	.xał
هەردوولا	.her.dû.la
سوورییەکان	.sû.rî.ye.kan
دامەزرا	.da.mez.ra
ئەژمارانە	.ʔej.ma.ra.ne
عەفریندا	.ƹef.rîn.da
مووچە	.mû.çe
سنوری	.si.nu.rî
می	.mî
کەڵکیان	.kełk.yan
کاروباری	.ka.ru.ba.rî
شنگال	.şin.gal
بودجەی	.bud.cey
ڕادەستی	.řa.des.tî
گەمارۆی	.ge.ma.roy
گوتوویانە	.gu.tû.ya.ne
ڕەسەن	.ře.sen
گەورەیە	.gew.re.ye
لیۆنێل	.lyo.nêl
بدرێت	.bi.di.rêt,.bid.rêt
سەدی	.se.dî
ڕووسیا	.řûs.ya
بابە	.ba.be
بەهێزی	.be.hê.zî
رۆژنامەیەکی	.roj.na.me.ye.kî
لەدایک	.le.dayk
شێوەکاری	.şê.we.ka.rî
شاعیران	.şa.ƹî.ran
شێرپەنجە	.şêr.pen.ce
ناموسڵمانەکان	.na.mu.sił.ma.ne.kan
کابرای	.kab.ray
دێت	.dêt
سیاسییە	.sya.sî.ye
دەیاننووسی	.de.yan.nû.sî
شیکردنەوەی	.şî.kir.di.ne.wey
کارەکانی	.ka.re.ka.nî
ناوەندێکی	.na.wen.dê.kî
دەبینرێ	.de.bîn.rê
دەچێت	.de.çêt
شکست	.şi.kist
حاڵەتە	.ḧa.łe.te
ژنە	.ji.ne
کتێبانەیان	.ki.tê.ba.ne.yan
ژێرچاودێریی	.jêr.çaw.dê.rîy
قەرس	.qers
بڕیارە	.biř.ya.re
میدیاکان	.mîd.ya.kan
دەهاتن	.de.ha.tin
کەڕەتان	.ke.ře.tan
نەکرێت	.ne.ki.rêt
شا	.şa
بەکارهێندرابوون	.be.kar.hên.di.ra.bûn
دامرکاندنی	.da.mir.kan.di.nî
ناهێننەوە	.na.hê.ni.ne.we
ئێزدی	.ʔêz.dî
خزمەتگوزارییەکانی	.xiz.met.gu.za.rî.ye.ka.nî
ئاگادارییان	.ʔa.ga.da.rî.yan
خودا	.xu.da
بەناوی	.be.na.wî
ئەمرۆ	.ʔem.ro
دادەنرێت	.da.de.ni.rêt
هەڵبژاردنی	.heł.bi.jar.di.nî
جینۆساید	.cî.no.sayd
رێنووسە	.rê.nû.se
ستەمبۆڵێ	.si.tem.bo.łê
پێشگرییان	.pêş.gi.rî.yan
نووسەرەوە	.nû.se.re.we
دەزگایەکی	.dez.ga.ye.kî
ئەرتشییە	.ʔer.ti.şî.ye
دوا	.dwa
مەیدان	.mey.dan
نووسەرانیشی	.nû.se.ra.nî.şî
توندی	.tun.dî
نێوانەم	.nê.wa.nem
لایەنێک	.la.ye.nêk
دەیانوێرا	.de.yan.wê.ra
چەکە	.çe.ke
هەڕەتەشدا	.he.ře.teş.da
ئێراق	.ʔê.raq
چیتر	.çî.tir
دامەزراندنی	.da.mez.ran.di.nî
ڕۆژنامەگەری	.řoj.na.me.ge.rî
دەورێکی	.dew.rê.kî
رابردوودا	.ra.bir.dû.da
کۆنترۆڵکردنی	.kon.ti.roł.kir.di.nî
وێنەکان	.wê.ne.kan
دوان	.dwan
ئوڤاجک	.ʔu.vack
هەناردە	.he.nar.de
گەڕایەوە	.ge.řa.ye.we
کوژراوە	.kuj.ra.we
سەرچاوکە	.ser.çaw.ke
پیری	.pî.rî
فەتەر	.fe.ter
جەوهەری	.cew.he.rî
بێجگە	.bêc.ge
هونەر	.hu.ner
جوانە	.cwa.ne
بازنەی	.baz.ney
نەکراوەتەوە	.ne.ki.ra.we.te.we
پیشەیەک	.pî.şe.yek
ئاوەدانی	.ʔa.we.da.nî
فرۆشراوە	.fi.roş.ra.we
لێکبڕابێتن	.lêk.bi.řa.bê.tin
یانەکەی	.ya.ne.key
کۆچ	.koç
دوازدە	.dwaz.de
بوون	.bûn
حوسێنی	.ḧu.sê.nî
دەدەین	.de.deyn
یەکلایی	.yek.la.yî
کتێبەکەش	.ki.tê.be.keş
لەکار	.le.kar
بازرگانەکانیشەوە	.ba.zir.ga.ne.ka.nî.şe.we
گۆڕاندایە	.go.řan.da.ye
دووهەمدا	.dû.hem.da
ڕادیۆی	.řad.yoy
مێژوودا	.mê.jû.da
مرۆڤایەتی	.mi.ro.va.ye.tî
ئامادەبوون	.ʔa.ma.de.bûn
بەهۆیەوە	.be.ho.ye.we
بازاڕەکانی	.ba.za.ře.ka.nî
سووریا	.sûr.ya
چاو	.çaw
ئەوانەدا	.ʔe.wa.ne.da
ڕاپۆرتەکە	.řa.por.te.ke
باڵبەستیان	.bał.best.yan
دیاریکردنی	.dya.rî.kir.di.nî
ئەرکێکی	.ʔer.kê.kî
نایاسایییانە	.na.ya.sa.yî.ya.ne
رێیان	.rê.yan
هونەرمەندان	.hu.ner.men.dan
بەخۆڕایی	.be.xo.řa.yî
دەوری	.dew.rî
چاوم	.ça.wim
کردە	.kir.de
سەرجەمدا	.ser.cem.da
بەرهەمەکانیان	.ber.he.me.kan.yan
سوننە	.sun.ne
بازاڕی	.ba.za.řî
زمان	.zi.man
ئۆکرانیا	.ʔok.ran.ya
بەرچاو	.ber.çaw
دابەزاندووە	.da.be.zan.du.we
راگەیەندراوەکانی	.ra.ge.yen.di.ra.we.ka.nî
یەکتری	.yek.ti.rî
سی	.sî
دابێ	.da.bê
زۆرکاری	.zor.ka.rî
قوتابیان	.qu.tab.yan
عێراقیان	.ƹê.raq.yan
یارییە	.ya.rî.ye
ئەنجامێکی	.ʔen.ca.mê.kî
کێوین	.kê.wîn
کرێکارەکانی	.ki.rê.ka.re.ka.nî
دوورلەبڕوای	.dûr.le.biř.way
سکەنێرێکیان	.si.ke.nê.rêk.yan
هیندوو	.hîn.dû
نازانین	.na.za.nîn
پەرەبستێنێ	.pe.re.bis.tê.nê
کارهێنراون	.kar.hên.ra.win
نەخۆشی	.ne.xo.şî
ڕێنمایی	.řê.ni.ma.yî
دەبردە	.de.bir.de
دەرهێنەر	.der.hê.ner
میر	.mîr
نەدات	.ne.dat
ڕەگەزی	.ře.ge.zî
حکوومەت	.ḧi.kû.met
ماوەیەکە	.ma.we.ye.ke
ئەرمەنییەکان	.ʔer.me.nî.ye.kan
خۆ	.xo
دابوون	.da.bûn
ئەواندایە	.ʔe.wan.da.ye
تەماشا	.te.ma.şa
مەتر	.me.tir
منداڵانی	.min.da.ła.nî
لێم	.lêm
ئافرەت	.ʔaf.ret
سادە	.sa.de
بیرماندا	.bîr.man.da
رۆژهەڵاتی	.roj.he.ła.tî
لەنێوان	.le.nê.wan
خدر	.xi.dir
چارەدیتنەوەیەکی	.ça.re.dî.ti.ne.we.ye.kî
زانستییەکاندا	.za.nis.tî.ye.kan.da
دیکەیان	.dî.ke.yan
ژیاننامەکەی	.jyan.na.me.key
ئاماژەیان	.ʔa.ma.je.yan
پێویست	.pê.wîst
وتاری	.wi.ta.rî
فوئاد	.fu.ʔad
دادگای	.dad.gay
پۆستەری	.pos.te.rî
پەڕ	.peř
هەبوونی	.he.bû.nî
ڕێ	.řê
هەڵسوکەوت	.heł.su.kewt
داود	.da.wid
لەماوەی	.le.ma.wey
شێوەی	.şê.wey
چاپکراویان	.çap.ki.raw.yan
کرابێت	.ki.ra.bêt
کوردستانێڕا	.kur.dis.ta.nê.řa
وەزیر	.we.zîr
چەندە	.çen.de
گورزەک	.gur.zek
هەڵوەشاند	.heł.we.şand
پێشکەوتووییی	.pêş.kew.tû.yîy
ماڵەکانیشدا	.ma.łe.ka.nîş.da
راگەیاند	.ra.ge.yand
ناسراو	.nas.raw
ئەوەیە	.ʔe.we.ye
بەهاوکاری	.be.haw.ka.rî
تۆڕی	.to.řî
ناسنامەیەک	.nas.na.me.yek
دانیشتووایەتییان	.da.nîş.tu.wa.ye.tî.yan
خوێندەوە	.xwên.de.we
بردنی	.bir.di.nî
نزیکە	.ni.zî.ke
پەرلەمانتاری	.per.le.man.ta.rî
بەئاشکرا	.be.ʔaş.ki.ra
دواییدا	.dwa.yî.da
یەکشەممە	.yek.şem.me
لێکرد	.lê.kird
زۆرتریش	.zor.ti.rîş
گەل	.gel
کارەی	.ka.rey
گەڕانێکی	.ge.řa.nê.kî
دەستکەوتە	.dest.kew.te
رادەیەک	.ra.de.yek
زۆربەشیان	.zor.beş.yan
تۆرەمەی	.to.re.mey
ڕێژیم	.řê.jîm
داهات	.da.hat
بەشێوەیەکی	.be.şê.we.ye.kî
دۆخی	.do.xî
شکاندنی	.şi.kan.di.nî
بەرگرییەک	.ber.gi.rî.yek
ژیاری	.jya.rî
هێنایەوە	.hê.na.ye.we
وتەکانی	.wi.te.ka.nî
ئەندامێکی	.ʔen.da.mê.kî
بگەن	.bi.gen
دەرفەتی	.der.fe.tî
گولێن	.gu.lên
پەرەپێدانی	.pe.re.pê.da.nî
کتێبەی	.ki.tê.bey
کوردانە	.kur.da.ne
ئەدەبیاتی	.ʔe.deb.ya.tî
خزمەتگۆزارییەکانی	.xiz.met.go.za.rî.ye.ka.nî
وەرگرتنی	.wer.gir.ti.nî
تاوتوێ	.taw.twê
منداڵەکانی	.min.da.łe.ka.nî
وەرگێڕەکانی	.wer.gê.ře.ka.nî
هەواڵگری	.he.wał.gi.rî
کوردستان	.kur.dis.tan
ماڵێکی	.ma.łê.kî
یەکگرتوویی	.yek.gir.tû.yî
بابەتانەی	.ba.be.ta.ney
وازهێنانی	.waz.hê.na.nî
ژاپۆن	.ja.pon
نرخ	.nirx
نەبێ	.ne.bê
خەڵات	.xe.łat
هاووڵاتییانی	.haw.wi.ła.tî.ya.nî
دەرووی	.de.rûy
هەستەکان	.hes.te.kan
دڵە	.di.łe
داگیر	.da.gîr
یانەیە	.ya.ne.ye
شی	.şî
تی	.tî
چالاکییە	.ça.la.kî.ye
پەیوەندییەکان	.pey.wen.dî.ye.kan
کوردی	.kur.dî
سێشەممە	.sê.şem.me
بهێنن	.bi.hê.nin
گیان	.gyan
خەڵکێکی	.xeł.kê.kî
ئابی	.ʔa.bî
ئەویش	.ʔe.wîş
نادرێ	.na.di.rê
ڕێکخراوە	.řêk.xi.ra.we
کارەکانیان	.ka.re.kan.yan
گەشەی	.ge.şey
ڕایگەیاند	.řay.ge.yand
جارجاریش	.car.ca.rîş
ڕۆحانی	.řo.ḧa.nî
بڕیاری	.biř.ya.rî
بۆی	.boy
کران	.ki.ran
خەباتگێڕە	.xe.bat.gê.ře
جیا	.cya
ئەوتۆ	.ʔew.to
سەردەشت	.ser.deşt
کارگێڕی	.kar.gê.řî
دراوەوە	.di.ra.we.we
رێکبخا	.rêk.bi.xa
سیریلیکەوە	.sî.rî.lî.ke.we
دەزگاکانی	.dez.ga.ka.nî
هیوادارین	.hî.wa.da.rîn
وڵاتانە	.wi.ła.ta.ne
شەنگال	.şen.gal
کردن	.kir.din
سەربەخۆیییەکی	.ser.be.xo.yî.ye.kî
ژنێکی	.ji.nê.kî
شەقام	.şe.qam
نەتەوەخوازییە	.ne.te.we.xwa.zî.ye
لەچاپدەدرێن	.le.çap.ded.rên
بڵاوکردنەوەدایە	.bi.ław.kir.di.ne.we.da.ye
قووڵ	.qûł
دەشێت	.de.şêt
کەوت	.kewt
بنکەی	.bin.key
بهێڵێتەوە	.bi.hê.łê.te.we
بنیاتنانی	.bin.yat.na.nî
شێوەزارانی	.şê.we.za.ra.nî
دەستنووسە	.dest.nû.se
ئەنجامەکانی	.ʔen.ca.me.ka.nî
چاپەمەنییە	.ça.pe.me.nî.ye
حاڵەتی	.ḧa.łe.tî
نەیاندەتوانی	.ne.yan.det.wa.nî
کێشی	.kê.şî
خەڵاتی	.xe.ła.tî
خامنەیی	.xam.ne.yî
بریار	.bir.yar
ڕاستیدا	.řas.tî.da
ساڵەدا	.sa.łe.da
بەیرووت	.bey.rût
ناوچەیەدا	.naw.çe.ye.da
فشار	.fi.şar
فڕۆکەی	.fi.řo.key
کتێبانێکی	.ki.tê.ba.nê.kî
کاریگەرییەکی	.ka.rî.ge.rî.ye.kî
سەلام	.se.lam
تازەلەچاپدراوەکان	.ta.ze.le.çap.di.ra.we.kan
کەسانێکیش	.ke.sa.nê.kîş
پرسیارانە	.pirs.ya.ra.ne
دەرناخا	.der.na.xa
لەچاپدانە	.le.çap.da.ne
گمگم	.gim.gim
تازەنووسەرەکان	.ta.ze.nû.se.re.kan
ژمارەیەکی	.ji.ma.re.ye.kî
بوارەکە	.bwa.re.ke
بەشدارن	.beş.da.rin
رێکخەرە	.rêk.xe.re
پایە	.pa.ye
پێویستە	.pê.wîs.te
بپارێزێ	.bi.pa.rê.zê
دادگادا	.dad.ga.da
مێشکدا	.mêş.ki.da
ناخۆشی	.na.xo.şî
گەرمیانی	.germ.ya.nî
تاکەکەسی	.ta.ke.ke.sî
نێر	.nêr
سڤیل	.si.vîl
ماڵپەڕێک	.mał.pe.řêk
هەبێت	.he.bêt
ئەورووپاوە	.ʔew.rû.pa.we
وەستان	.wes.tan
پەڕتووکەکەیان	.peř.tû.ke.ke.yan
کەتالۆگێکی	.ke.ta.lo.gê.kî
کرانەوە	.ki.ra.ne.we
کێو	.kêw
خانمە	.xa.ni.me
نەکات	.ne.kat
پێشانگای	.pê.şan.gay
داواخوازیی	.da.wa.xwa.zîy
کاغەز	.ka.ẍez
ڕەنج	.řenc
تایبەتیان	.tay.bet.yan
کۆبوونەوەیەکی	.ko.bû.ne.we.ye.kî
بەڕێوەبەرەکان	.be.řê.we.be.re.kan
ناسراوە	.nas.ra.we
کەلە	.ke.le
گۆڕان	.go.řan
زانستگایەکی	.za.nist.ga.ye.kî
حاستیدا	.ḧas.tî.da
نەهێشتنی	.ne.hêş.ti.nî
نادیار	.na.dyar
دیاردەیە	.dyar.de.ye
ڕێگرتن	.řê.gir.tin
کۆما	.ko.ma
دەستەڵاتی	.des.te.ła.tî
بینراوەکانی	.bîn.ra.we.ka.nî
بەشێکیان	.be.şêk.yan
خوێندگەی	.xwênd.gey
ناردن	.nar.din
هۆیەکانیان	.ho.ye.kan.yan
نووسینگەکەشیدا	.nû.sîn.ge.ke.şî.da
رەوشەن	.rew.şen
هەربۆیە	.her.bo.ye
پێکهاتووە	.pêk.ha.tu.we
گۆل	.gol
وێرای	.wê.ray
هۆییەک	.hoy.yek
رێکبخرێ	.rêk.bix.rê
دیار	.dyar
ڕۆما	.řo.ma
لەڕێگەی	.le.řê.gey
لەکۆڵ	.le.koł
بێگانەکانیشیان	.bê.ga.ne.ka.nîş.yan
چاکە	.ça.ke
هەرکەس	.her.kes
ئاهەنگی	.ʔa.hen.gî
ئەرشیڤی	.ʔer.şî.vî
دەرکرد	.der.kird
پێشکەشکردنی	.pêş.keş.kir.di.nî
دەشیانگوت	.deş.yan.gut
خەڵک	.xełk
مووسا	.mû.sa
کاوە	.ka.we
چی	.çî
هەڵە	.he.łe
لەئاستی	.le.ʔas.tî
چەندان	.çen.dan
ئەلجەواز	.ʔel.ce.waz
ئامادەکردنی	.ʔa.ma.de.kir.di.nî
گەشەپێدان	.ge.şe.pê.dan
شیرین	.şî.rîn
لیرەیی	.lî.re.yî
کتێبفرۆشەکان	.ki.têb.fi.ro.şe.kan
حیزبێک	.ḧîz.bêk
نێزیک	.nê.zîk
باشتر	.baş.tir
ئایین	.ʔa.yîn
ڕەچاوی	.ře.ça.wî
ژمارەیەک	.ji.ma.re.yek
گەرم	.germ
ئەدریش	.ʔed.rîş
لەڕاستیدا	.le.řas.tî.da
کامیل	.ka.mîl
دێرسیم	.dêr.sîm
کاتیشدا	.ka.tîş.da
بار	.bar
سەربازانی	.ser.ba.za.nî
کوردانەی	.kur.da.ney
دەگەرێتەوە	.de.ge.rê.te.we
ناکەم	.na.kem
مەشق	.meşq
سزادرانی	.si.za.di.ra.nî
بەشداریکردن	.beş.da.rî.kir.din
زەوی	.ze.wî
ناوەندیی	.na.wen.dîy
هۆکارێک	.ho.ka.rêk
پارتی	.par.tî
بووژانەوەیە	.bû.ja.ne.we.ye
یەکێکی	.ye.kê.kî
مستەفا	.mis.te.fa
نەیتوانیوە	.ney.twa.nî.we
داواکارییە	.da.wa.ka.rî.ye
مەسعوود	.mes.ƹûd
دامەزرابوون	.da.mez.ra.bûn
ئەندامانی	.ʔen.da.ma.nî
هەڵدەکەوت	.heł.de.kewt
خوێندنەوەکانی	.xwên.di.ne.we.ka.nî
زۆرکارییی	.zor.ka.rî.yî
دەرەبەگانەدا	.de.re.be.ga.ne.da
دەکرایەوە	.de.ki.ra.ye.we
کلاسیک	.ki.la.sîk
نەدراوە	.ne.di.ra.we
رۆژاوا	.ro.ja.wa
بەشێکە	.be.şê.ke
سەیرە	.sey.re
ملیان	.mil.yan
کردبوونەوەی	.kir.di.bû.ne.wey
خوێنەرانی	.xwê.ne.ra.nî
نەماون	.ne.ma.win
نەکرابوو	.ne.ki.ra.bû
تاوانبارکردنی	.ta.wan.bar.kir.di.nî
نایە	.na.ye
ناسێندرابوو	.na.sên.di.ra.bû
نەدیوە	.ne.dî.we
چیایێ	.çya.yê
ئەوەشدا	.ʔe.weş.da
تێگەیشتن	.tê.geyş.tin
بەکارهێنانی	.be.kar.hê.na.nî
ڕۆمان	.řo.man
ئیدی	.ʔî.dî
ئاگاهی	.ʔa.ga.hî
دهۆکێ	.di.ho.kê
فێدراسیۆنی	.fêd.ras.yo.nî
پزیشک	.pi.zîşk
قسەکەرە	.qi.se.ke.re
بیروڕای	.bî.ru.řay
کێشەسازکەرە	.kê.şe.saz.ke.re
قەزای	.qe.zay
مەرسین	.mer.sîn
کێبەرکێی	.kê.ber.kêy
بزاڤەکان	.bi.za.ve.kan
بەندە	.ben.de
میراودەلی	.mî.raw.de.lî
گرفتەکانی	.gi.rif.te.ka.nî
کۆمەڵگەدا	.ko.meł.ge.da
هەڕەشە	.he.ře.şe
هەڕەشەی	.he.ře.şey
دەکەنە	.de.ke.ne
بەرچاوی	.ber.ça.wî
چین	.çîn
ئەنجامە	.ʔen.ca.me
باوکم	.baw.kim
دزەکان	.di.ze.kan
رێکخراوانە	.rêk.xi.ra.wa.ne
شارانەدا	.şa.ra.ne.da
هاوکات	.haw.kat
بریتی	.bi.rî.tî
غازی	.ẍa.zî
گوندە	.gun.de
خەمی	.xe.mî
پێشنیاری	.pêş.nya.rî,[.pêş.nya.rî]
وڵاتەکەیان	.wi.ła.te.ke.yan
بخەینە	.bi.xey.ne
ژیان	.jyan
ڕێزی	.řê.zî
بەدواداچوون	.bed.wa.da.çûn
ئاوریان	.ʔa.wir.yan
شوێن	.şwên
دابمەزرێندرێن	.da.bi.mez.rên.di.rên
مافی	.ma.fî
بکەوێت	.bi.ke.wêt
زەحمەتە	.zeḧ.me.te
لێکۆڵینەوەیەکم	.lê.ko.łî.ne.we.ye.kim
فیدراڵ	.fîd.rał
قازانج	.qa.zanc
براکەی	.bi.ra.key
بیری	.bî.rî
سەپاندنی	.se.pan.di.nî
سنووردار	.si.nûr.dar
کورمانج	.kur.manc
بینینی	.bî.nî.nî
کۆڕەکە	.ko.ře.ke
گەرمی	.ger.mî
گەیشتبا	.geyş.ti.ba
هێزکردنەوەی	.hêz.kir.di.ne.wey
تورکیاوە	.turk.ya.we
پتر	.pi.tir
لەچاپدەرەکانەوە	.le.çap.de.re.ka.ne.we
رێژانە	.rê.ja.ne
هەموومان	.he.mû.man
دەریانخست	.der.yan.xist
ماڵەکەیان	.ma.łe.ke.yan
داهێنان	.da.hê.nan
کۆراندمانەوە	.ko.ran.di.ma.ne.we
زازایی	.za.za.yî
ئایینیی	.ʔa.yî.nîy
میری	.mî.rî
فێرگە	.fêr.ge
دەتاراند	.de.ta.rand
ناویسان	.na.wî.san
بتوانێت	.bi.twa.nêt
ئەستاند	.ʔes.tand
عوسمانیڕا	.ƹus.ma.nî.řa
کەمێک	.ke.mêk
کاریگەریی	.ka.rî.ge.rîy
جۆراوجۆرەوە	.co.raw.co.re.we
نیشانیان	.nî.şan.yan
لایەنی	.la.ye.nî
بەر	.ber
گۆڤارەکەدایە	.go.va.re.ke.da.ye
ڕاستەوخۆ	.řas.tew.xo
رادەیەکی	.ra.de.ye.kî
نوێیەکانی	.nwê.ye.ka.nî
مەرجە	.mer.ce
ڤیدیۆیی	.vîd.yo.yî
چاوە	.ça.we
پێشگرییە	.pêş.gi.rî.ye
سەقز	.se.qiz
یەکەی	.ye.key
بینیمان	.bî.nî.man
شوێنێک	.şwê.nêk
خانەقین	.xa.ne.qîn
پیشەسازی	.pî.şe.sa.zî
ڕێژوان	.řêj.wan
نەمێنێت	.ne.mê.nêt
