ayam	ʔajɐm
buli	bulɪ
madyong	mɐd͡ʒoŋ
alala	ʔɐlɐla
ligwak	lɪɡwak
humirap	hʊmiɾɐp
bilabila	bɪlɐbɪla
dijamco	dɪd͡ʒamko
bayani	bɐjanɪ
pagtalunan	pɐɡtɐlunɐn
talampas	tɐlampɐs
manginginom	mɐŋɪŋinom
narvaez	nɐɾbaes
kaaway	kxaɐwaɪ̯
dati	datɪ
tulay	tulaɪ̯
kabinet	kxabɪnet
pagkabuhay	pɐɡkɐbʊhaɪ̯
bakat	bɐxat
anib	ʔanɪb
inom	ʔɪnom
asap	ʔasɐp
dungaw	duŋaʊ̯
labinsiyam	lɐbinʃam
calauang	kxɐlawɐŋ
doktora	doktoɾɐ
lanta	lɐnta
balinguyngoy	bɐlɪŋʊɪŋoɪ̯
bobadilla	bodɐbiljɐ
litratista	lɪtɾɐtistɐ
maghimutok	mɐɡhɪmʊtok
banlian	bɐnlɪʔan
lugaw	lʊɰaʊ̯
bukadkad	bʊxɐdkad
baliko	bɐlɪxoʔ
kata	kxɐtaʔ
ulila	ʔʊlilɐ
agrabyado	ʔɐɡɾɐbjado
patnubay	pɐtnubaɪ̯
piraso	pɪɾaso
daginding	dɐɰɪndiŋ
aligi	ʔɐlɪɰi
andaya	ʔɐndajɐ
sihayan	sɪhajɐn
layak	lɐjak
misyon	mɪʃon
ligamento	lɪɰɐmento
pumula	pʊmʊla
anibersaryo	ʔɐnɪbeɾsaɾjo
lasaw	lasaʊ̯
halea	haleɐ
adelpa	ʔɐdelpɐ
nilabhan	nɪlɐbhan
igib	ʔɪɰib
komplikasyon	kxumplɪxɐʃon
himpilan	hɪmpilɐn
diperensiya	dɪpeɾenʃa
agwardiyente	ʔɐɡwɐɾd͡ʒente
apaw	ʔɐpaʊ̯
sampan	sɐmpan
alapaw	ʔɐlapaʊ̯
antabay	ʔɐntabaɪ̯
dili	dilɪʔ
maganap	mɐɰɐnap
deskripsiyon	deskɾɪpʃon
magsugal	mɐɡsʊɰal
dalmasya	dɐlmaʃɐ
leung	ljʊŋ
lambo	lɐmboʔ
magpanatili	mɐɡpɐnɐtilɪ
paragas	pɐɾaɰɐs
cabasag	kxɐbasɐɡ
malaswa	mɐlɐswaʔ
dominado	domɪnado
alba	ʔalbɐ
hapak	hɐpak
kunat	kxunɐt
dahop	dɐhop
bunggalo	bʊŋɡɐlo
likas	lɪxas
sige	sɪɰe
magnetiko	mɐɡnetɪxo
pugon	pʊɰon
gulaman	ɡʊlamɐn
mabasa	mabɐsaʔ
magbobote	mɐɡbobote
litsiyas	lɪt͡ʃiɐs
banli	bɐnliʔ
dimaranan	dɪmɐɾanɐn
abako	ʔɐbɐxo
balasubas	bɐlɐsubɐs
awayin	ʔɐwajɪn
batingting	bɐtɪŋtiŋ
gusi	ɡusɪʔ
intoksikasyon	ʔɪntoksɪxɐʃon
alamid	ʔɐlɐmid
istante	ʔɪstante
inahin	ʔɪnɐhin
bangkukang	bɐŋkuxɐŋ
bandalismo	bɐndɐlismo
lampin	lɐmpin
apir	ʔɐpiɾ
albarikoke	ʔɐlbɐɾɪxoke
shabu	ʃɐbu
likat	lɪxat
aninag	ʔɐninɐɡ
hintuturo	hɪntʊtuɾoʔ
baclig	baklɪɡ
bilaok	bɪlaʔok
balaho	bɐlɐhoʔ
bilangin	bilɐŋin
layaw	lajaʊ̯
landas	lɐndas
disisiyete	dɪsɪʃete
ibili	ʔɪbɪli
isulat	ʔɪsulɐt
butas	bʊtas
gambang	ɡɐmbaŋ
kaibigan	kxaɪ̯biɰɐn
pagbabasa	pɐɡbɐbɐsaʔ
lusaw	lusaʊ̯
diyabetiko	dɪɐbetɪxo
gulangan	ɡʊlɐŋan
liberal	lɪbeɾal
hukot	huxot
ada	ʔadɐ
buwisan	bʊɪsan
disyembre	dɪʃembɾe
adisyunal	ʔɐdɪʃʊnal
bilangin	bɪlaŋɪn
abok	ʔɐbok
abuso	ʔɐbuso
hopya	hopjɐʔ
suico	suɪxo
tanauan	tɐnawɐn
diyes	d͡ʒɪs
hipag	hipɐɡ
lingkaw	lɪŋkaʊ̯
propesyonalismo	pɾopeʃonɐlismo
limot	lɪmot
husi	husɪ
sulsol	sʊlsol
buan	bʊɐn
analisis	ʔɐnalɪsis
alma	ʔɐlma
hanayan	hɐnɐjan
kabinian	kxɐbɪniʔɐn
abilo	ʔɐbilo
intriga	ʔɪntɾiɰɐ
edipisyo	ʔedɪpiʃo
iliw	ʔilɪʊ̯
alit	ʔalɪt
bisa	bisɐ
iwanan	ʔɪwanɐn
barumbada	bɐɾumbadɐ
palakol	pɐlɐxol
bigti	bɪɡtiʔ
batis	batɪs
kailan	kxelɐn
linisan	lɪnisɐn
luntian	lʊntɪʔan
lohiko	lohɪxo
balaw	balaʊ̯
hortaleza	hoɾtɐlesɐ
tuason	twɐson
punzalan	pʊnsalɐn
salapi	sɐlɐpiʔ
bata	batɐ
pamalo	pɐmaloʔ
gumi	ɡumɪʔ
husto	hʊsto
labak	lɐbak
mangingisda	mɐŋɪŋɪsdaʔ
atayin	ʔɐtɐjin
loa	loʔɐ
lukba	lʊkbaʔ
olayvar	ʔolaɪ̯bɐɾ
sanitaryo	sɐnɪtaɾjo
ipis	ʔipɪs
aspeto	ʔɐspeto
babaylan	bɐbaɪ̯lan
lansina	lɐnsinɐʔ
bag	bɐɡ
disiplinado	dɪsɪplɪnado
tañada	tɐɲɐdɐ
palansak	pɐlɐnsak
salvacion	sɐlbasɪon
halari	hɐlaɾɪʔ
ano	ʔɐno
palacol	pɐlaxol
balabag	bɐlɐbaɡ
komposisyon	kxumposɪʃon
apak	ʔapɐk
gawad	ɡawɐd
balikat	bɐlixɐt
madulas	madʊlas
langkaw	lɐŋkaʊ̯
distinggido	dɪstɪŋɡido
basa	basɐ
selang	selɐŋ
gabay	ɡɐbaɪ̯
ampon	ʔɐmpon
kursonada	kxʊɾsonadɐ
silayan	sɪlajɐn
barkilyos	bɐɾkiljos
kalamba	kxɐlɐmbaʔ
ipamigay	ʔɪpɐmɪɰaɪ̯
ango	ʔɐŋo
guyana	ɡʊjanɐ
bubwit	bʊbwit
sapatos	sɐpatos
mambabae	mɐmbɐbaʔe
gabok	ɡɐbok
italyana	ʔɪtɐljanɐ
tugtugin	tʊɡtʊɰin
magabok	mɐɰɐbok
suka	suxɐ
litwanya	lɪtwaɲɐ
ganid	ɡanɪd
maarte	mɐʔaɾte
lunsod	lʊnsod
magbabakal	mɐɡbɐbaxɐl
abutan	ʔabutɐn
atraso	ʔɐtɾaso
balintataw	bɐlɪntɐtaʊ̯
banat	banɐt
lati	latɪʔ
tibay	tibaɪ̯
calinisan	kxɐlɪnisɐn
apid	ʔɐpid
montealegre	monteɐleɡɾe
martinez	mɐɾtines
kroni	kxɾonɪ
amin	ʔamɪn
buwakaw	bwɐxaʊ̯
hinas	hinɐs
sibuyas	sɪbujɐs
apihin	ʔɐpɪhin
aral	ʔɐɾal
lapulapu	lapʊlapʊ
balngawsipat	bɐlŋaʊ̯sipɐt
hesukristo	hesʊkɾisto
kalantas	kxɐlɐntas
linga	lɪŋaʔ
argolya	ʔɐɾɡoljɐ
ekonomiya	ʔexonomiɐ
buga	buɰɐʔ
coting	kxotiŋ
habubos	hɐbubos
abyasyon	ʔɐbjɐʃon
baon	bɐʔon
bulingbuling	bʊlɪŋbulɪŋ
idyota	ʔɪd͡ʒotɐ
husgahan	hʊsɡɐhan
ari	ʔɐɾi
gamutin	ɡɐmʊtin
adbiyento	ʔɐdbjento
hipan	hipɐn
mabagal	mɐbaɰɐl
lana	lanɐ
darak	dɐɾak
pagkapangulo	pɐɡkapɐŋulo
ganyan	ɡɐɲan
basura	bɐsuɾɐ
deregulasyon	deɾeɰʊlɐʃon
delegado	deleɰado
bastardo	bɐstaɾdo
wari	waɾɪʔ
gupo	ɡʊpoʔ
buhagsigwasan	bʊhɐɡsɪɡwasɐn
alaga	ʔɐlaɰɐʔ
hustisya	hʊstiʃɐ
pirurutong	pɪɾʊɾutoŋ
palitadahan	pɐlɪtɐdahɐn
alpay	ʔɐlpaɪ̯
dispensa	dɪspensɐ
humuthot	hʊmʊthot
burara	bʊɾaɾɐʔ
batutay	bɐtutaɪ̯
rodrigo	ɾodɾiɰo
aba	ʔɐba
higit	hɪɰit
debatista	debɐtistɐ
aroskaldo	ʔɐɾoskaldo
guya	ɡujɐʔ
arogante	ʔɐɾoɰante
sahagun	sɐhaɰʊn
gapi	ɡapɪʔ
harang	haɾɐŋ
ipagmalaki	ʔɪpɐɡmɐlɐxi
pahintulot	pɐhɪntulot
talunan	talʊnan
maghanapbuhay	mɐɡhɐnɐpbuhaɪ̯
kerosin	kxeɾosin
balbal	bɐlbal
korporasyon	kxoɾpoɾɐʃon
inuman	ʔinumɐn
labaw	labaʊ̯
mang	mɐŋ
kulungan	kxʊluŋɐn
litson	lɪt͡ʃon
justiniano	hʊstɪɲɐno
inat	ʔinɐt
salamat	sɐlamɐt
dirihible	dɪɾɪhible
mga	mɐŋa
gahaman	ɡɐhamɐn
karuwagan	kxɐɾʊɐɰan
hapdi	hɐpdiʔ
bunyi	bʊɲiʔ
igkasin	ʔɪɡkasɪn
olaguer	ʔolaɰeɾ
batag	bɐtaɡ
abyugin	ʔɐbjʊɰin
kuto	kxuto
hagilap	hɐɰilɐp
alaga	ʔɐlɐɰaʔ
lastag	lɐstaɡ
maglaso	mɐɡlaso
layo	lɐjoʔ
interyor	ʔɪnteɾjoɾ
ilegal	ʔɪleɰal
pagcaliwagan	pɐɡkɐlɪwaɰɐn
kalookan	kxaloʔoxan
umepal	ʔʊmepɐl
establisimyento	ʔestɐblɪsɪmjento
asilo	ʔɐsilo
boluntaryo	bolʊntaɾjo
ihambing	ʔɪhɐmbiŋ
bilangguan	bɪlɐŋɡuʔɐn
akap	ʔaxɐp
dagli	dɐɡliʔ
husay	husaɪ̯
niknik	nɪknik
hingalo	hɪŋɐloʔ
butangero	bʊtɐŋeɾo
tutuli	tʊtʊli
villafuerte	bɪljɐfweɾte
portuges	poɾtʊɰes
atrebida	ʔɐtɾebidɐ
hikbi	hɪkbi
kalyo	kxaljo
kalamansi	kxɐlɐmɐnsiʔ
pagbabasa	pɐɡbɐbɐsa
gawain	ɡɐwain
mingming	mɪŋmiŋ
asam	ʔɐsam
embahada	ʔembɐhadɐ
tuloy	tuloɪ̯
kabastusan	kxɐbɐstʊsan
biyahe	bjɐhe
comia	kxomɪɐ
bayaran	bɐjaɾɐn
bangka	bɐŋkaʔ
lucena	lʊsenɐ
balagtas	bɐlɐɡtas
iba	ʔibɐ
atat	ʔɐtat
lumutang	lʊmutɐŋ
eslobakya	ʔeslobakjɐ
salba	sɐlba
galagala	ɡɐlɐɰɐla
humagikgik	hʊmɐɰɪkɡik
bigting	bɪɡtiŋ
ikalabimpito	ʔɪxɐlɐbimpɪto
admiral	ʔadmɪɾal
ligtas	lɪɡtas
abukado	ʔɐbʊxado
sipnayan	sɪpnajɐn
lemur	lemʊɾ
bahag	bɐhaɡ
hintay	hɪntaɪ̯
kurap	kxʊɾap
insubordinasyon	ʔɪnsʊboɾdɪnɐʃon
isda	ʔɪsdaʔ
gatid	ɡatɪd
konsiyensiya	kxonʃenʃa
tomiko	tomixo
hihip	hihɪp
pating	pɐtiŋ
galawgaw	ɡɐlaʊ̯ɰaʊ̯
atsi	ʔat͡ʃɪ
burak	buɾɐk
sucgang	sukɡɐŋ
bigkis	bɪɡkis
aral	ʔaɾɐl
kakapitan	kxaxɐpitɐn
limitado	lɪmɪtado
korola	kxoɾolɐ
heolohiya	heolohiɐ
bagot	bɐɰot
balisuso	bɐlɪsʊsoʔ
linggit	lɪŋɡit
impormasyon	ʔɪmpoɾmɐʃon
kailan	kxɐʔɪlan
ingreso	ʔɪŋɡɾeso
lasak	lɐsak
bagtas	bɐɡtas
huy	hʊɪ
llanera	llɐneɾɐ
garapata	ɡɐɾɐpatɐ
pansamantala	pɐnsɐmɐntɐla
lubay	lʊbaɪ̯
mangitlog	mɐŋɪtloɡ
penitensiya	penɪtenʃa
bubo	bʊbo
almohadilya	ʔɐlmohɐdiljɐ
esparago	ʔespaɾɐɰo
malikdim	mɐlikdɪm
praning	pɾanɪŋ
pakulo	pɐxʊloʔ
galapong	ɡɐlɐpoŋ
daungan	daʔuŋɐn
bangus	bɐŋus
inglesa	ʔɪŋɡlesɐ
luwag	lwaɡ
balite	bɐlite
hantong	hɐntoŋ
bigha	bɪɡhaʔ
baguhan	bɐɰuhɐn
komunista	kxomʊnistɐ
man	mɐn
konsensya	kxonsenʃɐ
babasagin	bɐbɐsɐɰin
lumapastangan	lʊmɐpɐstaŋɐn
arminyo	ʔɐɾmiɲo
bangas	baŋɐs
bulatlat	bʊlɐtlat
kesyo	kxeʃo
padrino	pɐdɾino
bakla	bɐklaʔ
magdamag	mɐɡdɐmaɡ
balnidagitab	bɐlnɪdɐɰitɐb
kelan	kxelɐn
isanggalang	ʔɪsɐŋɡɐlaŋ
busay	bʊsaɪ̯
delegasyon	deleɰɐʃon
masyado	mɐʃɐdo
pulbura	pʊlbʊɾa
bestida	bestidɐ
gising	ɡɪsiŋ
hininga	hɪnɪŋa
akwaryum	ʔɐkwaɾjʊm
hamog	hɐmoɡ
maski	mɐski
opasidad	ʔopɐsɪdad
pilapil	pɪlapɪl
basyuhin	bɐʃʊhin
emiko	ʔemixo
malabuyoc	mɐlɐbujok
kanta	kxɐnta
lapit	lɐpit
serna	seɾnɐ
busisi	bʊsisɪʔ
tuwad	tuɐd
kungyari	kxʊŋjaɾɛ
buka	bʊxa
bangcay	bɐŋkaɪ̯
ermita	ʔeɾmitɐ
disiseis	dɪsɪseʔis
ikaanim	ʔɪxɐʔanɪm
collado	kxoljado
racelis	ɾɐselɪs
limay	lɪmaɪ̯
kondimento	kxondɪmento
inis	ʔɪnis
laguyo	lɐɰujoʔ
macuha	mɐxuhɐ
kendi	kxendɪ
abiso	ʔɐbiso
balino	bɐlɪnoʔ
bosyo	boʃoʔ
buwisan	bwisɐn
hakay	hɐxaɪ̯
chiong	t͡ʃɪoŋ
henerala	heneɾalɐ
libing	lɪbiŋ
lesbiyana	lesbjɐnɐ
hangal	haŋɐl
isangkot	ʔɪsɐŋkot
salagubang	sɐlɐɰubɐŋ
matisod	mɐtisod
kabaong	kxɐbaoŋ
gagapang	ɡɐɰapɐŋ
ikadalawampu	ʔɪxɐdɐlɐwɐmpuʔ
budismo	bʊdismo
langgam	lɐŋɡam
hawa	hawɐ
lawit	lɐwit
hirit	hiɾɪt
pulahan	pʊlɐhan
limitasyon	lɪmɪtɐʃon
isil	ʔisɪl
ikit	ʔɪxit
nagbabaon	nɐɡbɐbɐʔon
grapito	ɡɾɐpito
hayku	haɪ̯xʊ
arcilla	ʔɐɾsillɐ
lapnos	lɐpnos
dumaguete	dʊmɐɰete
epistemolohiya	ʔepɪstemolohiɐ
disente	dɪsente
tetano	tetɐno
villapando	bɪllɐpando
imposible	ʔɪmposible
brotsa	bɾot͡ʃɐ
kumabig	kxʊmabɪɡ
hipolito	hɪpolito
mariñas	mɐɾiɲɐs
maggatong	mɐɡɡatoŋ
espanyola	ʔespɐɲolɐ
baraha	bɐɾahɐ
matrapik	mɐtɾapɪk
bilhan	bɪlhan
gitara	ɡɪtaɾɐ
istapador	ʔɪstɐpɐdoɾ
paupahan	paʊ̯pahɐn
kulisap	kxʊlisɐp
kunwari	kxʊnwɐɾeʔ
dagubang	dɐɰʊbaŋ
lapya	lɐpjaʔ
baybay	baɪ̯baɪ̯
babuyan	bɐbʊjan
umakyat	ʔʊmɐkjat
takal	taxɐl
kalooban	kxɐloʔobɐn
katarata	kxɐtɐɾatɐ
galang	ɡɐlaŋ
palitan	pɐlɪtan
hikayat	hɪxajɐt
aspile	ʔɐspɪle
lapig	lapɪɡ
madriaga	mɐdɾiɐɰɐ
esmeril	ʔesmeɾɪl
lomi	lomɪ
pastulan	pɐstulɐn
damuho	dɐmuhoʔ
labintador	lɐbɪntɐdoɾ
larawan	lɐɾawɐn
lalim	lalɪm
tinta	tintɐ
dalubhalmanan	dɐlubhɐlmanɐn
ligis	lɪɰis
maghikaw	mɐɡhixaʊ̯
araw	ʔaɾaʊ̯
lintik	lɪntik
dita	ditɐʔ
sawa	sɐwaʔ
kaakuhan	kxɐʔɐxuhɐn
lakdawkaphay	lɐkdaʊ̯xɐphaɪ̯
labag	lɐbaɡ
rason	ɾɐson
amperyo	ʔɐmpeɾjo
dee	dɪ
luklok	lʊklok
letra	letɾɐ
raket	ɾaxet
delikado	delɪxado
garbansos	ɡɐɾbansos
humina	hʊminɐʔ
bangkoro	bɐŋkoɾo
konsul	kxonsʊl
carillo	kxɐɾiljo
bungbong	bʊŋboŋ
hanip	hanɪp
binata	bɪnatɐʔ
presensiya	pɾesenʃa
giling	ɡɪliŋ
inodoro	ʔɪnodoɾo
ilaw	ʔilaʊ̯
charot	t͡ʃɐɾot
hiyo	hɪoʔ
lumigwak	lʊmɪɡwak
alinman	ʔɐlɪmman
bakokang	bɐxokɐŋ
guwapa	ɡwɐpɐ
infante	ʔɪmpante
lugod	lʊɰod
bulak	bulɐk
marquinez	mɐɾkines
lumibao	lʊmibaʊ̯
diksiyonaryo	dɪkʃonaɾjo
misteryoso	mɪsteɾjoso
gaguhin	ɡɐɰuhɪn
hindot	hɪndot
negosasyon	neɰosɐʃon
abestrus	ʔɐbestɾus
lali	lalɪ
laris	lɐɾis
giwa	ɡiwɐʔ
duhandas	dʊhɐndas
lamog	lɐmoɡ
ebanghelista	ʔebɐŋhelistɐ
datu	datʊ
gumagapang	ɡʊmɐɰapɐŋ
adlawan	ʔɐdlawɐn
gaga	ɡɐɰa
bighani	bɪɡhanɪʔ
nakakabingi	nɐxɐkɐbɪŋi
pangkaraniwan	pɐŋkɐɾɐniwɐn
espadahan	ʔespɐdɐhan
bakasyunista	bɐxɐʃʊnistɐ
bunggo	bʊŋɡoʔ
bacsa	baksɐ
aspalto	ʔɐspalto
lihukan	lihuxɐn
iboykot	ʔɪboɪ̯xot
delata	delatɐ
anito	ʔɐnito
ulianin	ʔʊlianɪn
apyan	ʔɐpjan
taduran	tɐduɾɐn
bayki	baɪ̯xɪ
bawa	bawɐ
luwa	luɐ
almirante	ʔɐlmɪɾante
lentehas	lentehɐs
inangit	ʔɪnɐŋit
castrence	kxɐstɾense
baway	bawaɪ̯
labas	lɐbas
buweltahan	bweltɐhan
gupiling	ɡʊpilɪŋ
gamugamo	ɡɐmuɰɐmo
dalubhasaan	dɐlʊbhɐsaʔɐn
bulalayak	bulɐlɐjak
lahi	lahɪʔ
guyam	ɡujɐm
asawa	ʔɐsawɐ
siya	ʃa
sinelas	sɪnelɐs
distribusyon	dɪstɾɪbʊʃon
ataul	ʔɐtɐʔul
kiamzon	kxiɐmson
gibik	ɡɪbik
ambon	ʔɐmbon
singgapur	sɪŋɡɐpuɾ
lukong	lʊxoŋ
sampay	sɐmpaɪ̯
magpawis	mɐɡpɐwis
tingnan	tɪŋnan
ipabasa	ʔɪpɐbasɐ
ibahin	ʔɪbɐhin
sira	sɪɾaʔ
kabaligtaran	kxɐbɐlɪɡtɐɾan
lutong	lʊtoŋ
laktosa	lɐktosɐ
mangopya	mɐŋopjɐ
samahan	sɐmɐhan
anatomiya	ʔɐnɐtomja
gusilaw	ɡʊsilaʊ̯
lumabas	lʊmɐbas
halalan	hɐlalɐn
absik	ʔɐbsik
harana	hɐɾanɐ
dumukot	dʊmuxot
bisagra	bɪsaɡɾɐ
lunok	lʊnok
malukong	mɐlʊxoŋ
biko	bixo
gamot	ɡɐmot
eva	ʔebɐ
kay	kxaɪ̯
magnipayer	mɐɡnɪpajeɾ
lunaw	lunaʊ̯
humanda	hʊmɐndaʔ
lindayag	lɪndajɐɡ
hingal	hɪŋal
jara	d͡ʒaɾɐ
apostoliko	ʔɐpostolɪxo
asikaso	ʔɐsɪxaso
lanlan	lɐnlan
lumbay	lumbaɪ̯
layon	lɐjon
dakot	dɐxot
indonesya	ʔɪndoneʃɐ
lastay	lɐstaɪ̯
bagunsakupin	bɐɰʊnsaxʊpɪn
pawis	pawɪs
mananquil	mɐnaŋkɪl
bugnit	bʊɡnit
delikadesa	delɪxɐdesɐ
panlipunan	pɐnlipunɐn
angal	ʔaŋɐl
ligpitin	lɪɡpɪtin
kubrekama	kxʊbɾexamɐ
lugar	lʊɰaɾ
bilyar	bɪljaɾ
hanay	hanaɪ̯
reyna	ɾeɪ̯nɐ
manggantso	mɐŋɡant͡ʃo
munggo	mʊŋɡo
ayos	ʔɐjos
bansiw	bɐnsiʊ̯
ambuwang	ʔɐmbwaŋ
batikusin	bɐtɪxusɪn
adhika	ʔɐdhɪxaʔ
pandaigdig	pɐndaɪ̯ɡdiɡ
agahan	ʔɐɰahɐn
langkay	lɐŋkaɪ̯
matunog	mɐtʊnoɡ
ipakita	ʔɪpɐxitɐʔ
lambat	lɐmbat
ani	ʔɐni
usisero	ʔʊsɪseɾo
uwas	ʔʊas
bulalay	bʊlalaɪ̯
mangkukulam	mɐŋkʊxulɐm
dumal	dumɐl
lagpak	lɐɡpak
nguya	ŋujɐʔ
akda	ʔɐkdaʔ
butanding	bʊtɐndiŋ
lomibao	lomibaʊ̯
buwik	bwik
relihiyon	ɾelɪhɪon
lokal	loxal
maapoy	mɐɐpoɪ̯
hambaw	hɐmbaʊ̯
halughog	hɐlʊɡhoɡ
balibago	bɐlɪbaɰo
arawan	ʔɐɾawɐn
gili	ɡɪli
wangis	waŋɪs
kulantro	kxʊlantɾo
iuwi	ʔɪʔʊiʔ
dayrit	daɪ̯ɾɪt
hilahil	hɪlɐhil
macasaet	mɐxasɐet
sinukmani	sɪnʊkmanɪ
arriola	ʔɐɾiolɐ
ragasa	ɾɐɰasɐ
birus	biɾʊs
atay	ʔataɪ̯
konserbatibo	kxonseɾbɐtibo
lehislasyon	lehɪslɐʃon
magbibigas	mɐɡbɪbiɰɐs
ginip	ɡinɪp
sasakyan	sasɐkjan
ihi	ʔihɪʔ
longganisa	loŋɡɐnisɐ
itaas	ʔɪtɐʔas
simenteryo	sɪmenteɾjo
bilot	bɪlot
paraikit	pɐɾɐʔɪxit
kalatsutsi	kxɐlɐt͡ʃut͡ʃɪʔ
hirang	hiɾɐŋ
rin	ɾɪn
bakalaw	bɐxɐlaʊ̯
sayson	saɪ̯son
bundok	bʊndok
dawi	dawɪ
butaka	bʊtaxɐʔ
kupad	kxupɐd
balyan	bɐljan
diyosesis	d͡ʒosesis
gambala	ɡɐmbɐlaʔ
bisitahin	bɪsɪtahɪn
halubilo	hɐlʊbilo
isig	ʔisɪɡ
magtinda	mɐɡtɪnda
magbabasa	mɐɡbɐbɐsa
ibarra	ʔɪbaɾɐ
abang	ʔɐbaŋ
esopago	ʔesopɐɰo
kalamidad	kxɐlɐmɪdad
boac	boʔɐk
humiram	hʊmɪɾam
manilip	mɐnilɪp
alternatibo	ʔɐlteɾnɐtibo
antropolohiya	ʔɐntɾopolohiɐ
atrebido	ʔɐtɾebido
panlikuran	panlɪxʊɾan
limbag	lɪmbaɡ
asosasyon	ʔɐsosɐʃon
burundi	bʊɾundɪ
inakay	ʔɪnaxaɪ̯
lislis	lɪslis
'day	daɪ̯
bawas	bawɐs
mamimili	mɐmɪmilɪ
hatid	hɐtid
bahaw	bɐhaʊ̯
camacho	kxɐmat͡ʃo
turnilyo	tʊɾniljo
atikha	ʔɐtɪkhaʔ
belhika	belhɪxɐ
demostrasyon	demostɾɐʃon
dyaket	d͡ʒaxet
kumpederasyon	kxumpedeɾɐʃon
inglatera	ʔɪŋɡlɐteɾɐ
almoranas	ʔɐlmoɾanɐs
langyot	lɐŋjot
lungad	luŋɐd
kulilipaw	kxʊlɪlipaʊ̯
lingkod	lɪŋkod
anta	ʔantɐ
initsigan	ʔinɪt͡siɰɐn
alkabus	ʔɐlkɐbus
dyumologs	d͡ʒʊmoloɡs
baskagan	bɐskaɰɐn
dila	dilɐʔ
baog	bɐʔoɡ
umaaa	ʔʊmɐʔɐʔaʔ
lagkit	lɐɡkit
isdantuko	ʔɪsdantʊxoʔ
huli	hʊli
mangalay	mɐŋalaɪ̯
calamba	kxɐlɐmbaʔ
magbuhat	mɐɡbuhɐt
kontorsiyonista	kxontoɾsɪonistɐ
dulang	dʊlaŋ
apritada	ʔɐpɾɪtadɐ
pulgas	pʊlɡas
duling	dʊliŋ
lapay	lɐpaɪ̯
albahaka	ʔɐlbɐhaxɐ
himnasyo	hɪmnaʃo
bihasa	bɪhasɐʔ
varona	bɐɾonɐ
hika	hixɐʔ
mansiyon	mɐnʃon
lagod	lɐɰod
malamang	mɐlɐmaŋ
dagibulog	dɐɰɪbʊloɡ
bungaw	bʊŋaʊ̯
kulimlim	kxʊlɪmlim
integral	ʔɪnteɡɾal
identipika	ʔɪdentɪpɪxa
almasiga	ʔɐlmasɪɰa
cornejo	kxoɾneho
galawin	ɡɐlɐwin
barangay	bɐɾɐŋɡaɪ̯
biluslawas	bɪlʊslawɐs
balibat	bɐlibɐt
dagisikan	daɰɪsɪxan
laing	lɐʔiŋ
cabuhat	kxɐbuhɐt
lumakas	lʊmɐxas
halo	hɐloʔ
topacio	topaʃo
tindera	tɪndeɾɐ
baligho	bɐlɪɡhoʔ
lagalag	lɐɰalɐɡ
labastida	lɐbɐstidɐ
konstitusyon	kxonstɪtʊʃon
makipagsuntukan	mɐxɪpɐɡsʊntuxɐn
humilab	hʊmilɐb
pilosopiya	pɪlosopiɐ
kanser	kxanseɾ
karo	kxaɾo
adobe	ʔɐdobe
pasig	pasɪɡ
ayako	ʔɐjaxo
pala	pɐlaʔ
haykap	haɪ̯xap
dimatatac	dɪmɐtatɐk
gawangan	ɡɐwaŋɐn
hampol	hɐmpol
kilitis	kxɪlɪtis
banaba	bɐnɐba
hukuman	hʊxʊman
agbarog	ʔɐɡbaɾoɡ
diplomasya	dɪplomaʃɐ
initsupil	ʔinɪt͡supɪl
balipik	bɐlipɪk
maghikab	mɐɡhɪxab
areglo	ʔɐɾeɡlo
lingon	lɪŋon
dipterya	dɪpteɾjɐ
himuti	hɪmutɪ
lumipad	lʊmɪpad
bami	bamɪʔ
inaantok	ʔɪnɐʔɐntok
bahala	bɐhalɐʔ
aksiyon	ʔɐkʃon
dalublahi	dɐlublahɪʔ
anunsyo	ʔɐnunʃo
akiko	ʔɐxiko
catibog	kxɐtiboɡ
istambay	ʔɪstambaɪ̯
lumo	lʊmo
dagil	daɰɪl
ikaisa	ʔɪxɐʔɪsa
kasintahan	kxɐsɪntahɐn
labadora	lɐbɐdoɾɐ
gumanda	ɡʊmɐnda
lumbao	lumbaʊ̯
gumamit	ɡʊmamɪt
hawig	hɐwiɡ
pacaña	pɐxaɲɐ
ligamgam	lɪɰɐmɡam
dilambuwaya	dɪlambwajɐ
leksiyon	lekʃon
bulbol	bʊlbol
puwas	pwas
dosyentos	doʃentos
panguman	pɐŋʊman
aap	ʔaʔɐp
halika	hɐlixɐ
awa	ʔawɐʔ
barik	bɐɾik
mamagitan	mɐmɐɰitɐn
alibadbad	ʔɐlɪbɐdbad
letsugas	let͡ʃuɰɐs
habulin	hɐbulɪn
pumatay	pʊmɐtaɪ̯
pagsamantalahan	pɐɡsɐmɐntɐlɐhan
macatulad	mɐxɐtulɐd
gayas	ɡɐjas
pagsanjan	pɐɡsɐŋhan
adberbiyo	ʔɐdbeɾbɪo
sentimo	sentɪmo
abilaw	ʔɐbɪlaʊ̯
lilip	lɪlip
dapal	dapɐl
balanse	bɐlanse
direksiyon	dɪɾekʃon
sabunot	sɐbunot
kulangot	kxʊlaŋot
ferriols	feɾɾɪols
indiyano	ʔɪnd͡ʒano
bala	balɐ
arap	ʔaɾɐp
lapit	lapɪt
