vocero	vosˈero
tarheta	tarhˈeta
Oro	ˈoro
rueda	rwˈeda
decoracion	dekorasjˈoŋ
medio	mˈedjo
area	arˈea
entiteit	entitˈe͡ɪt
limpi	lˈimpi
casualidad	kaswalidˈad
atacha	atˈat͡ʃa
Democratico	demokratˈiko
cuerpo	kwˈerpo
on	ˈoŋ
X	ˈɛks
Dios	djˈos
Voetbal	vutbˈal
cierre	sjˈerre
lamper	lampˈer
Impact	impˈakt
apelacion	apelasjˈoŋ
oraño	orˈaɲo
drumi	drˈumi
bisa	bˈisa
Sharina	ʃarˈina
conferencianan	konferensjˈanan
trend	trˈend
Hotel	hotˈel
mortal	mortˈal
legislativo	lexislatˈivo
protehi	protˈehi
dje	d͡ʒˈe
inespera	inespˈera
Embahada	embahˈada
mando	mˈando
esta	ˈesta
lihe	lˈihe
evalua	evˈalwa
Entertainment	enterta͡ɪnmˈent
Resultado	resultˈado
Bikker	bikkˈer
botter	bottˈer
Park	pˈark
socialista	sosjalˈista
immune	immˈune
touch	tˈowt͡ʃ
letter	lettˈer
Mr	ˌɛmˈɛr
Vallejo	vallˈejo
kitando	kitˈando
Afl	ˈafl
disciplina	dissiplˈina
ladronnan	ladrˈonnan
mi	mˈi
Nunca	nˈunka
presupuesto	presupwˈesto
yuinan	jˈujnan
platonan	platˈonan
problematica	problematˈika
Mesun	mesˈuŋ
sindicatonan	sindikatˈonan
decadanan	dekadˈanan
Fitch	fˈitt͡ʃ
Islanan	islˈanan
cuadro	kwˈadro
Keto	kˈeto
Metanan	metˈanan
colecta	kolˈekta
Plan	plˈaŋ
Liber	libˈer
relacion	relasjˈoŋ
baho	bˈaho
oradornan	oradˈornan
Seguro	seɡˈuro
temporadanan	temporadˈanan
experiencia	eksperjˈensja
carnaval	karnavˈal
disco	dˈisko
Back	bˈakk
security	sekurˈiti
komo	kˈomo
testing	testˈinɡ
afo	ˈafo
Con	kˈoŋ
Pecho	pˈet͡ʃo
One	ˈone
accesibel	aksesibˈel
cuartal	kwartˈal
mehorando	mehorˈando
sumario	sumˈarjo
Diferente	diferˈente
slow	slˈow
atrae	atrˈae
plaka	plˈaka
solucionnan	solusjˈonnan
Bushiri	buʃˈiri
energia	enˈerxja
Pavia	pˈavja
Latinoamerica	latinoamerˈika
òf	ˈɔf
Theater	theatˈer
primanan	primˈanan
tripulante	tripulˈante
VNO	vnˈo
fit	fˈit
Generalmente	xeneralmˈente
ham	hˈam
establecimentonan	establesimentˈonan
Cualkier	kwalkjˈer
minimalisa	minimalˈisa
trauma	traˈuma
trabou	trabˈow
Arubianismo	arubjanˈismo
Placa	plˈaka
riba	rˈiba
haber	habˈer
conseha	konsˈeha
administrativo	administratˈivo
Chiquito	t͡ʃikwˈito
acuerdonan	akwerdˈonan
escritor	eskritˈor
tan	tˈaŋ
Casibari	kasibˈari
prescribi	preskrˈibi
maestronan	maestrˈonan
regresa	reɡrˈesa
habilidad	habilidˈad
obhetivo	obhetˈivo
preparacionnan	preparasjˈonnan
call	kˈall
despues	despwˈes
negociacion	neɡosjasjˈoŋ
Hapon	hapˈoŋ
Sint	sˈint
cadena	kadˈena
el	ˈel
mentor	mentˈor
encargo	enkˈarɡo
spaño	spˈaɲo
Sindicatonan	sindikatˈonan
laptop	laptˈop
Minister	ministˈer
destructivo	destruktˈivo
molester	molestˈer
Paradera	paradˈera
erornan	erˈornan
haf	hˈaf
Seco	sˈeko
tokante	tokˈante
diamars	djamˈars
Esnan	ˈesnan
pronostica	pronostˈika
alivio	alˈivjo
seyo	sˈejo
finalisa	finalˈisa
silencio	silˈensjo
reino	rˈe͡ɪno
socio	sˈosjo
genera	xenˈera
parkeo	parkˈeo
diaranson	djaransˈoŋ
acompaña	akompˈaɲa
balance	balˈanse
resultado	resultˈado
corespondiente	korespondjˈente
entrena	entrˈena
Rapport	rappˈort
PPA	ppˈa
concientizacion	konsjentizasjˈoŋ
obtenibel	obtenibˈel
boternan	botˈernan
Ultimamente	ultimamˈente
suspenso	suspˈenso
mag	mˈaɡ
firme	fˈirme
new	nˈew
Dam	dˈam
convence	konvˈense
anda	ˈanda
relaha	relˈaha
Elements	elemˈents
Young	jˈownɡ
weganan	weɡˈanan
mire	mˈire
taira	tˈa͡ɪra
areanan	areˈanan
Rodenburg	rodenbˈurɡ
Jenny	jˈenni
sorpresa	sorprˈesa
Digital	dixitˈal
queda	kwˈeda
tools	tˈoːls
session	sessjˈoŋ
Pau	pˈau
preferiblemente	preferiblemˈente
provee	provˈeː
containernan	konta͡ɪnˈernan
cultiva	kultˈiva
consensus	konsensˈus
motociclista	motosiklˈista
forensico	forensˈiko
Island	islˈand
futuro	futˈuro
entregamento	entreɡamˈento
St	ˌɛstˈe
enormemente	enormemˈente
adelanto	adelˈanto
Concierto	konsjˈerto
moringa	morˈinɡa
compleho	komplˈeho
thee	thˈeː
comision	komisjˈoŋ
epicentro	episˈentro
favor	favˈor
coba	kˈoba
Valero	valˈero
Obama	obˈama
cabayero	kabajˈero
dignatario	diɡnatˈarjo
brindando	brindˈando
Coronel	koronˈel
anota	anˈota
cora	kˈora
heroe	hˈeru
nek	nˈek
Utrecht	utrˈet͡ʃt
Balentina	balentˈina
Sousa	sˈowsa
limite	limˈite
amigo	amˈiɡo
claim	klˈa͡ɪm
Algo	ˈalɡo
derota	derˈota
join	jˈojŋ
Unavez	unavˈez
ocasiona	okasjˈona
grill	ɡrˈill
Deportivo	deportˈivo
den	dˈeŋ
Belasting	belastˈinɡ
China	t͡ʃˈina
Flora	flˈora
instruccionnan	instruksjˈonnan
momentu	momˈentu
reforsa	refˈorsa
violacion	vjolasjˈoŋ
Online	onlˈine
Cuba	kˈuba
preocupacionan	preokupasjˈonan
comisionnan	komisjˈonnan
paraliza	paralˈiza
apela	apˈela
obhecion	obhesjˈoŋ
diesdos	djesdˈos
Monarch	monˈart͡ʃ
training	tra͡ɪnˈinɡ
pacient	pasjˈent
arte	ˈarte
Dicon	dikˈoŋ
gasta	ɡˈasta
nan	nˈaŋ
disturbio	distˈurbjo
agrega	aɡrˈeɡa
lectornan	lektˈornan
comparacion	komparasjˈoŋ
luganan	luɡˈanan
accentua	aksˈentwa
servicio	servˈisjo
mericano	merikˈano
relativamente	relativamˈente
Solamente	solamˈente
paar	pˈaːr
stroba	strˈoba
capitulo	kapitˈulo
Conhuntamente	konhuntamˈente
conclui	konklˈuj
Frontera	frontˈera
anterior	anterjˈor
avanza	avˈanza
entama	entˈama
safe	sˈafe
studiantenan	studjantˈenan
Arikok	arikˈok
lamenta	lamˈenta
detenshon	detenʃˈoŋ
Raymond	rajmˈond
For	fˈor
Instancia	instˈansja
mesun	mesˈuŋ
Arubano	arubˈano
vivienda	vivjˈenda
mustrando	mustrˈando
chance	t͡ʃˈanse
saca	sˈaka
flexibilisa	fleksibilˈisa
Actualmente	aktwalmˈente
PAHO	pˈaho
pafo	pˈafo
flaco	flˈako
higiene	hixjˈene
statuto	statˈuto
bieuw	bjˈeww
Mientrastanto	mjentrastˈanto
CEDE	sˈede
Dollar	dollˈar
Request	rekwˈest
meld	mˈeld
esencia	esˈensja
DJ	dˌejˈe
reforma	refˈorma
bisto	bˈisto
Blue	blwˈe
Paloma	palˈoma
debolbe	debˈolbe
Club	klˈub
historico	historˈiko
click	klˈikk
Pieters	pjetˈers
Maris	marˈis
jetBlue	jˈetblwˈe
behes	behˈes
SER	sˈer
constata	konstˈata
Pacifico	pasifˈiko
disculpa	diskˈulpa
Elite	elˈite
Carlton	karltˈoŋ
bombero	bombˈero
escala	eskˈala
ni	nˈi
kavel	kavˈel
masal	masˈal
cada	kˈada
kerstboom	kerstbˈoːm
Ling	lˈinɡ
sitio	sˈitjo
ken	kˈeŋ
Mercado	merkˈado
presentacionnan	presentasjˈonnan
Society	sosjˈeti
examen	eksamˈeŋ
roadservice	roadservˈise
sentra	sˈentra
claro	klˈaro
agencianan	axensjˈanan
obligacion	obliɡasjˈoŋ
berdaderamente	berdaderamˈente
pensa	pˈensa
literatura	literatˈura
opina	opˈina
tey	tˈej
the	thˈe
vacunanan	vakunˈanan
combina	kombˈina
determinante	determinˈante
stricto	strˈikto
Control	kontrˈol
pensando	pensˈando
Ey	ˈej
manipulacion	manipulasjˈoŋ
Wel	wˈel
American	amerikˈaŋ
forsa	fˈorsa
baila	bˈa͡ɪla
James	jamˈes
so	sˈo
zoom	zˈoːm
condicionnan	kondisjˈonnan
pinta	pˈinta
efectividad	efektividˈad
Amalia	amˈalja
stof	stˈof
accidente	aksidˈente
mastanto	mastˈanto
Unidad	unidˈad
pionero	pjonˈero
personanan	personˈanan
contagionan	kontaxjˈonan
respaldo	respˈaldo
agente	axˈente
instruccion	instruksjˈoŋ
Basora	basˈora
facil	fasˈil
kleuterschool	klewterst͡ʃˈoːl
NOS	nˈos
awe	ˈawe
hayanan	hajˈanan
dunamento	dunamˈento
Rotary	rotˈari
esencial	esensjˈal
gang	ɡˈanɡ
ofertanan	ofertˈanan
identificacion	identifikasjˈoŋ
nervioso	nervjˈoso
Thomas	thomˈas
pashent	paʃˈent
pre	prˈe
pesey	pesˈej
transaccionnan	transaksjˈonnan
deze	dˈeze
pacientnan	pasjˈentnan
districto	distrˈikto
merdia	mˈerdja
cabezante	kabezˈante
proclama	proklˈama
repatriacion	repatrjasjˈoŋ
OPPA	ˈoppa
Bestuur	bestˈyr
disciplinario	dissiplinˈarjo
cuando	kwˈando
Ritmo	rˈitmo
camaranan	kamarˈanan
vota	vˈota
Warda	wˈarda
preguntanan	preɡuntˈanan
Unda	ˈunda
delivery	delivˈeri
Kustwacht	kustwˈat͡ʃt
recicla	resˈikla
eta	ˈeta
sink	sˈink
pospone	pospˈone
Britanico	britanˈiko
registro	rexˈistro
colabora	kolabˈora
Hildward	hildwˈard
Crisis	krisˈis
cumindanan	kumindˈanan
biahero	bjahˈero
San	sˈaŋ
abogado	aboɡˈado
Officer	offisˈer
tèst	tˈɛst
indicadornan	indikadˈornan
Huridico	huridˈiko
con	kˈoŋ
ban	bˈaŋ
Star	stˈar
Diadomingo	djadomˈinɡo
prensa	prˈensa
boet	bˈut
Segun	seɡˈuŋ
populista	populˈista
t	tˈe
tim	tˈim
intenso	intˈenso
uni	ˈuni
sospechosonan	sospet͡ʃosˈonan
blauw	blaˈuw
resalta	resˈalta
restringi	restrˈinxi
fauna	faˈuna
supervisa	supervˈisa
asesina	asesˈina
Noka	nˈoka
Kleuterschool	klewterst͡ʃˈoːl
ahustacion	ahustasjˈoŋ
wayanan	wajˈanan
sero	sˈero
financia	finˈansja
honda	hˈonda
mentalidad	mentalidˈad
preocupa	preokˈupa
sucu	sˈuku
rednan	rˈednan
plaats	plˈaːts
cansancio	kansˈansjo
posibilidadnan	posibilidˈadnan
Step	stˈep
Williams	willjˈams
participa	partisˈipa
Otro	ˈotro
cubico	kubˈiko
scolnan	skˈolnan
Ehecutivo	ehekutˈivo
sobresali	sobresˈali
Asia	ˈasja
Interino	interˈino
destino	destˈino
afectando	afektˈando
encera	ensˈera
aprecio	aprˈesjo
uzo	ˈuzo
Reino	rˈe͡ɪno
ampliamente	ampljamˈente
ID	ˈid
conducta	kondˈukta
Mayor	majˈor
hoga	hˈoɡa
Black	blˈakk
Santo	sˈanto
trampa	trˈampa
confianza	konfjˈanza
cometi	komˈeti
metodo	metˈodo
empeño	empˈeɲo
barco	bˈarko
Consecuentemente	konsekwentemˈente
instala	instˈala
tabata	tabˈata
hefenan	hefˈenan
viaha	vjˈaha
Mansur	mansˈur
alegre	alˈeɡre
nuebe	nwˈebe
bij	bˈe͡ɪ
plachinan	plat͡ʃˈinan
carnet	karnˈet
primeramente	primeramˈente
beneficionan	benefisjˈonan
sperando	sperˈando
weekend	weːkˈend
traduci	tradˈusi
campaña	kampˈaɲa
rijnan	rˈe͡ɪnan
siendo	sjˈendo
luhoso	luhˈoso
azeta	azˈeta
conecta	konˈekta
abuso	abˈuso
tribi	trˈibi
accion	aksjˈoŋ
sangrando	sanɡrˈando
excelencia	eksselˈensja
riesga	rjˈesɡa
Integrity	inteɡrˈiti
boga	bˈoɡa
Censo	sˈenso
general	xenerˈal
proceduranan	prosedurˈanan
Staatsregeling	staːtsrexelˈinɡ
Iron	irˈoŋ
computer	komputˈer
Clarisca	klarˈiska
Gonzalo	ɡonzˈalo
Boneiru	bonˈe͡ɪru
Up	ˈup
desaroyonan	desarojˈonan
sonrisa	sonrˈisa
capa	kˈapa
provoca	provˈoka
iPad	ipˈad
omo	ˈomo
Sosten	sostˈeŋ
Droga	drˈoɡa
cumpli	kˈumpli
consumo	konsˈumo
habilidadnan	habilidˈadnan
indesea	indesˈea
trahadonan	trahadˈonan
firmamento	firmamˈento
DCA	dkˈa
clasificacion	klasifikasjˈoŋ
naturalmente	naturalmˈente
constructivo	konstruktˈivo
nota	nˈota
camber	kambˈer
campus	kampˈus
corectamente	korektamˈente
obligatoriamente	obliɡatorjamˈente
diversifica	diversifˈika
primi	prˈimi
Mediador	medjadˈor
Justicia	justˈisja
lema	lˈema
lansa	lˈansa
gasoline	ɡasolˈine
Eleccion	eleksjˈoŋ
mask	mˈask
admira	admˈira
Benchi	bˈent͡ʃi
especienan	espesjˈenan
Schloss	st͡ʃlˈoss
Health	heˈalth
boroto	borˈoto
welga	wˈelɡa
laborando	laborˈando
D	dˈe
contracto	kontrˈakto
Proyecto	projˈekto
bini	bˈini
unilateralmente	unilateralmˈente
poblacion	poblasjˈoŋ
urgente	urxˈente
Mangel	manxˈel
Participacion	partisipasjˈoŋ
relevante	relevˈante
suministro	suminˈistro
temanan	temˈanan
presupuestario	presupwestˈarjo
tuma	tˈuma
separacion	separasjˈoŋ
Directiva	direktˈiva
lantamento	lantamˈento
cuminsa	kumˈinsa
awacero	awasˈero
POREDmep	pˈoredmˈep
reduccion	reduksjˈoŋ
naturalesa	naturalˈesa
relacionnan	relasjˈonnan
labamento	labamˈento
netto	nˈetto
yora	jˈora
Silva	sˈilva
castigo	kastˈiɡo
raro	rˈaro
sushedad	suʃedˈad
Tera	tˈera
industrial	industrjˈal
fout	fˈowt
aan	ˈaːŋ
Yen	jˈeŋ
individualmente	individwalmˈente
sapato	sapˈato
Program	proɡrˈam
Evita	evˈita
neglisha	neɡlˈiʃa
comparti	kompˈarti
reputacion	reputasjˈoŋ
monitorea	monitorˈea
UNESCO	unˈesko
implica	implˈika
Partidonan	partidˈonan
hanja	hˈanja
kabel	kabˈel
mesa	mˈesa
Zika	zˈika
Wout	wˈowt
Hilton	hiltˈoŋ
Programa	proɡrˈama
deber	debˈer
anticipa	antisˈipa
promesanan	promesˈanan
duo	dwˈo
Prome	prˈome
revisa	revˈisa
zwaailicht	zwaːjlˈit͡ʃt
tanki	tˈanki
Tourism	towrˈism
Comunicacion	komunikasjˈoŋ
parcial	parsjˈal
LabHOH	lˈabhˈoh
gaba	ɡˈaba
MAVO	mˈavo
unabes	unabˈes
scirbi	ssˈirbi
siguiente	siɡjˈente
casi	kˈasi
Toque	tˈokwe
Britten	brittˈeŋ
adresa	adrˈesa
conosi	konˈosi
holo	hˈolo
nubianan	nubjˈanan
Siendo	sjˈendo
aprecia	aprˈesja
diario	djˈarjo
mientras	mjentrˈas
veredicto	veredˈikto
Federacion	federasjˈoŋ
Trafico	trafˈiko
agresivo	aɡresˈivo
paki	pˈaki
meneer	menˈeːr
Reclasering	reklaserˈinɡ
Rotterdam	rotterdˈam
imigracion	imiɡrasjˈoŋ
Theo	thˈeo
UTV	ˈutv
baki	bˈaki
MOT	mˈot
meimei	mˈe͡ɪme͡ɪ
lancha	lˈant͡ʃa
semi	sˈemi
Africa	afrˈika
mediante	medjˈante
Unabes	unabˈes
simbolonan	simbolˈonan
hubenil	hubenˈil
fini	fˈini
biaha	bjˈaha
Pa	pˈa
Impuesto	impwˈesto
strategico	stratexˈiko
tot	tˈot
Trahadornan	trahadˈornan
of	ˈof
propone	propˈone
Paris	parˈis
Mi	mˈi
lomba	lˈomba
ministernan	ministˈernan
De	dˈe
motiva	motˈiva
necesariamente	nesesarjamˈente
Pastor	pastˈor
prevencion	prevensjˈoŋ
kilo	kˈilo
baha	bˈaha
remarcabel	remarkabˈel
recuri	rekˈuri
planes	planˈes
celnan	sˈelnan
terorismo	terorˈismo
gradualmente	ɡradwalmˈente
cancela	kansˈela
pelicula	pelikˈula
Carlo	kˈarlo
competi	kompˈeti
bom	bˈom
hobennan	hobˈennan
bariga	barˈiɡa
exportacion	eksportasjˈoŋ
graduacion	ɡradwasjˈoŋ
locual	lokwˈal
tardansa	tardˈansa
claramente	klaramˈente
peaton	peatˈoŋ
acaso	akˈaso
Ata	ˈata
Informantenan	informantˈenan
dat	dˈat
sorprendi	sorprˈendi
Strategico	stratexˈiko
gremio	ɡrˈemjo
Tarabana	tarabˈana
sostene	sostˈene
Rasmijn	rasmˈe͡ɪŋ
Gamma	ɡˈamma
Roadservice	roadservˈise
parokia	parˈokja
awasero	awasˈero
listanan	listˈanan
huez	hwˈez
Derecho	derˈet͡ʃo
Lacle	lˈakle
keda	kˈeda
ciclista	siklˈista
ronda	rˈonda
impuesto	impwˈesto
Tour	tˈowr
instrumento	instrumˈento
Catiri	katˈiri
comprension	komprensjˈoŋ
Board	boˈard
satelite	satelˈite
Taxista	taksˈista
operando	operˈando
espantoso	espantˈoso
accent	aksˈent
bateria	batˈerja
vuelo	vwˈelo
Carolina	karolˈina
Companianan	kompanjˈanan
Miles	milˈes
Imelda	imˈelda
Turismo	turˈismo
entiero	entjˈero
Polis	polˈis
gasolin	ɡasolˈiŋ
Ambiente	ambjˈente
forza	fˈorza
mente	mˈente
Jeon	jeˈoŋ
Hotelnan	hotˈelnan
Drive	drˈive
cubo	kˈubo
compacto	kompˈakto
organizacion	orɡanizasjˈoŋ
cumprado	kumprˈado
cinema	sinˈema
Pronk	prˈonk
sensacion	sensasjˈoŋ
ahustacionnan	ahustasjˈonnan
spaar	spˈaːr
Xiomara	zjomˈara
radio	rˈadjo
mashinnan	maʃˈinnan
kap	kˈap
probablemente	probablemˈente
eligi	elˈixi
secura	sekˈura
Paramedico	paramedˈiko
Tara	tˈara
productonan	produktˈonan
sintomanan	sintomˈanan
Medico	medˈiko
te	tˈe
intensidad	intensidˈad
infantil	infantˈil
skerpi	skˈerpi
yudansa	judˈansa
consehero	konsehˈero
pagara	paɡˈara
paso	pˈaso
welo	wˈelo
bais	bˈa͡ɪs
autor	autˈor
ilustracion	ilustrasjˈoŋ
museo	musˈeo
Jurette	jurˈette
voor	vˈoːr
Policial	polisjˈal
FDA	fdˈa
pilarnan	pilˈarnan
inaceptable	inaseptˈable
presidi	presˈidi
Pasco	pˈasko
preocupacion	preokupasjˈoŋ
Shiribana	ʃiribˈana
pesei	pˈese͡ɪ
bebe	bˈebe
Bermudez	bermudˈez
democratico	demokratˈiko
herment	hermˈent
Momento	momˈento
campa	kˈampa
Palm	pˈalm
trahador	trahadˈor
temporalmente	temporalmˈente
bloki	blˈoki
asigna	asˈiɡna
Guillfred	ɡjllfrˈed
Hubert	hubˈert
contradictorio	kontradiktˈorjo
Cuna	kˈuna
kendenan	kendˈenan
ilegalidad	ileɡalidˈad
higienico	hixjenˈiko
enemigo	enemˈiɡo
fada	fˈada
Jennifer	jennifˈer
cyclista	siklˈista
Alaves	alavˈes
bari	bˈari
mokete	mokˈete
Bank	bˈank
Homber	hombˈer
Iran	irˈaŋ
garantiza	ɡarantˈiza
aerolineanan	aerolineˈanan
ruman	rumˈaŋ
wanta	wˈanta
SVOA	svˈoa
tabatin	tabatˈiŋ
enfatiza	enfatˈiza
Hulandesnan	hulandˈesnan
ofreci	ofrˈesi
cede	sˈede
TOB	tˈob
Prijs	prˈe͡ɪs
card	kˈard
Vitamina	vitamˈina
Kia	kjˈa
Suriname	surinˈame
entrante	entrˈante
resumen	resumˈeŋ
Taekwondo	taekwˈondo
decada	dekˈada
Cayman	kajmˈaŋ
Land	lˈand
salvaguardia	salvaɡwˈardja
Surnam	surnˈam
TDQ	tˌedˌekˈy
Turkia	tˈurkja
adecuado	adekwˈado
religioso	relixjˈoso
Es	ˈes
corda	kˈorda
kustwacht	kustwˈat͡ʃt
Debi	dˈebi
unidadnan	unidˈadnan
Desde	dˈesde
Zeewijk	zeːwˈe͡ɪk
pasahero	pasahˈero
Educacion	edukasjˈoŋ
vuurwerk	vyrwˈerk
cocaina	kokˈa͡ɪna
mey	mˈej
Pesei	pˈese͡ɪ
inventarisa	inventarˈisa
financieramente	finansjeramˈente
Bachelor	bat͡ʃelˈor
suavisa	swavˈisa
service	servˈise
agredi	aɡrˈedi
radical	radikˈal
mara	mˈara
facilmente	fasilmˈente
braza	brˈaza
materia	matˈerja
simpel	simpˈel
decreto	dekrˈeto
monitor	monitˈor
gusta	ɡˈusta
Autoridad	autoridˈad
Ministerraad	ministerrˈaːd
DirecTV	dirˈektˌevˈe
finaliza	finalˈiza
fisicamente	fisikamˈente
Kayak	kajˈak
Probablemente	probablemˈente
tellernan	tellˈernan
kiebra	kjˈebra
Alex	alˈeks
edad	edˈad
social	sosjˈal
hospitaliza	hospitalˈiza
Dellanire	dellanˈire
suspension	suspensjˈoŋ
FTA	ftˈa
Bijstand	be͡ɪstˈand
psicologo	psikolˈoɡo
recomendacionnan	rekomendasjˈonnan
plamando	plamˈando
oposicion	oposisjˈoŋ
escoge	eskˈoxe
Gomes	ɡomˈes
local	lokˈal
credibilidad	kredibilidˈad
Mavo	mˈavo
Maarten	maːrtˈeŋ
Restaurant	restaurˈant
calculacion	kalkulasjˈoŋ
nr	ˌɛnˈɛr
idea	idˈea
Linear	lineˈar
Temporada	temporˈada
Pabao	pabˈao
Brasil	brasˈil
Maneho	manˈeho
referente	referˈente
Kende	kˈende
OMS	ˈoms
amistadnan	amistˈadnan
unidad	unidˈad
Child	t͡ʃˈild
superior	superjˈor
suspende	suspˈende
Wit	wˈit
Monuments	monumˈents
Argentina	arxentˈina
rumornan	rumˈornan
Hulp	hˈulp
castiga	kastˈiɡa
kibra	kˈibra
altura	altˈura
cronico	kronˈiko
cordialmente	kordjalmˈente
margen	marxˈeŋ
reitera	re͡ɪtˈera
atende	atˈende
auto	aˈuto
academico	akademˈiko
toca	tˈoka
Cabesante	kabesˈante
rehabilitacion	rehabilitasjˈoŋ
Claro	klˈaro
occasion	okkasjˈoŋ
TV	tˌevˈe
atendi	atˈendi
varios	varjˈos
petrolero	petrolˈero
cua	kwˈa
live	lˈive
finansa	finˈansa
Locual	lokwˈal
Canada	kanˈada
shopping	ʃoppˈinɡ
norma	nˈorma
Hand	hˈand
liber	libˈer
nunca	nˈunka
instructor	instruktˈor
comercio	komˈersjo
efecto	efˈekto
transicion	transisjˈoŋ
naturalisacion	naturalisasjˈoŋ
modelo	modˈelo
canasta	kanˈasta
cubri	kˈubri
bien	bjˈeŋ
compromete	kompromˈete
La	lˈa
ploeg	plˈuɡ
dede	dˈede
actualisa	aktwalˈisa
Los	lˈos
elmar	elmˈar
trapi	trˈapi
husto	hˈusto
dibo	dˈibo
donjo	dˈonjo
evita	evˈita
bringamento	brinɡamˈento
reciente	resjˈente
orguyo	ˈorɡjo
Kock	kˈokk
Centro	sˈentro
BOB	bˈob
app	ˈapp
RIVM	rˈivm
tareanan	tareˈanan
inmediato	inmedjˈato
damnan	dˈamnan
tanta	tˈanta
Setar	setˈar
Kamp	kˈamp
preparacion	preparasjˈoŋ
ehempel	ehempˈel
Rijkswet	re͡ɪkswˈet
tamaño	tamˈaɲo
Ora	ˈora
hospeda	hospˈeda
participacion	partisipasjˈoŋ
Olsen	olsˈeŋ
conoci	konˈosi
Santa	sˈanta
waf	wˈaf
dado	dˈado
spart	spˈart
homenahe	homenˈahe
persona	persˈona
musico	musˈiko
evacua	evˈakwa
espacio	espˈasjo
Plat	plˈat
abusadornan	abusadˈornan
zink	zˈink
Banconan	bankˈonan
cura	kˈura
Cft	sˌeˌɛftˈe
conduci	kondˈusi
cupo	kˈupo
fructifero	fruktifˈero
refuerso	refwˈerso
brainstorming	bra͡ɪnstormˈinɡ
deporte	depˈorte
frontliners	frontlinˈers
porfabor	porfabˈor
empresanan	empresˈanan
Nunes	nunˈes
Medidanan	medidˈanan
Clinton	klintˈoŋ
piscador	piskadˈor
condena	kondˈena
Lorentzstraat	lorentzstrˈaːt
exito	eksˈito
extra	ˈekstra
ricibi	risˈibi
Nes	nˈes
Vos	vˈos
punto	pˈunto
scol	skˈol
conseheronan	konseherˈonan
APFA	ˈapfa
GDP	ɡˌedˌepˈe
seguramente	seɡuramˈente
shelter	ʃeltˈer
garantia	ɡarˈantja
respectivo	respektˈivo
casnan	kˈasnan
abao	abˈao
dependiente	dependjˈente
lapso	lˈapso
mal	mˈal
bashi	bˈaʃi
Caso	kˈaso
terminacion	terminasjˈoŋ
Gomez	ɡomˈez
camara	kamˈara
varia	vˈarja
posesion	posesjˈoŋ
automatisacion	automatisasjˈoŋ
reactivacion	reaktivasjˈoŋ
nifica	nifˈika
desde	dˈesde
cine	sˈine
suerte	swˈerte
organonan	orɡanˈonan
distingui	distˈinɡj
muhenan	muhˈenan
mescla	mˈeskla
Alarma	alˈarma
Persona	persˈona
Marinierskazerne	marinjerskazˈerne
inspira	inspˈira
Antillas	antillˈas
partnernan	partnˈernan
madruga	madrˈuɡa
TOQUE	tˈokwe
estafa	estˈafa
web	wˈeb
Jeep	jˈeːp
decision	desisjˈoŋ
Estadistica	estadistˈika
electronico	elektronˈiko
funciona	funsjˈona
Renaissance	rena͡ɪssˈanse
Nest	nˈest
reunion	rewnjˈoŋ
rumor	rumˈor
transitorio	transitˈorjo
uitkering	ujtkerˈinɡ
dushi	dˈuʃi
durante	durˈante
Rooi	rˈoːj
suplente	suplˈente
Irani	irˈani
Arte	ˈarte
adaptacion	adaptasjˈoŋ
acusa	akˈusa
President	presidˈent
salba	sˈalba
borchinan	bort͡ʃˈinan
status	statˈus
Japon	japˈoŋ
definitivo	definitˈivo
Haci	hˈasi
consehonan	konsehˈonan
opta	ˈopta
votadonan	votadˈonan
proyecto	projˈekto
perde	pˈerde
fiesta	fjˈesta
localidad	lokalidˈad
acta	ˈakta
gaña	ɡˈaɲa
premie	prˈemje
sobrevivencia	sobrevivˈensja
mande	mˈande
desagradable	desaɡradˈable
tienda	tjˈenda
mentornan	mentˈornan
corupto	korˈupto
alternativanan	alternativˈanan
boter	botˈer
Open	opˈeŋ
logico	loxˈiko
trainingnan	tra͡ɪnˈinɡnan
luz	lˈuz
silencia	silˈensja
carchinan	kart͡ʃˈinan
exactamente	eksaktamˈente
General	xenerˈal
papelnan	papˈelnan
brasa	brˈasa
Miembro	mjˈembro
policial	polisjˈal
condecoracion	kondekorasjˈoŋ
solucion	solusjˈoŋ
elementonan	elementˈonan
señor	seɲˈor
Atrobe	atrˈobe
alrededor	alrededˈor
depresion	depresjˈoŋ
Bou	bˈow
concerni	konsˈerni
grave	ɡrˈave
recorido	rekorˈido
down	dˈowŋ
Lounge	lˈownxe
interoga	interˈoɡa
tripulacion	tripulasjˈoŋ
FM	ˌɛfˈɛm
Specialmente	spesjalmˈente
obliga	oblˈiɡa
start	stˈart
Mimi	mˈimi
contribuyentenan	kontribujentˈenan
cas	kˈas
extremo	ekstrˈemo
clip	klˈip
jama	jˈama
MiSVb	miˌɛsvˌebˈe
vigilancia	vixilˈansja
Adicionalmente	adisjonalmˈente
siñamento	siɲamˈento
distincion	distinsjˈoŋ
Yaris	jarˈis
mercado	merkˈado
Mainta	mˈa͡ɪnta
defensa	defˈensa
excluyendo	eksklujˈendo
Centrum	sentrˈum
Bloomberg	bloːmbˈerɡ
airport	a͡ɪrpˈort
Mey	mˈej
precedente	presedˈente
Fiesta	fjˈesta
Hulandes	hulandˈes
argumenta	arɡumˈenta
incidentenan	insidentˈenan
Conrado	konrˈado
