porowini	pˌɔrɔwˈini
whakahihiko	fˌakahihˈikɔ
Anau	anˈau"
kee	kˈee
Whitireia	fˌitireˈia
tapoko	tapˈɔkɔ
Rewi	rˈewi
mihini	mihˈini
Ripeka	ripˈeka
Ahurea	ˌahu"rˈea
Kahungunu	kˌahu"ŋˈu"nu"
nō	nˈɔː
aronga	arˈɔŋa
tara	tˈara
taapiri	tˌaapˈiri
ahurei	ˌahu"rˈei
whati	fˈati
Wharehuia	fˌarehu"ˈia
whakau	fakˈau"
wehi	wˈehi
ātete	aːtˈete
kotikoti	kˌɔtikˈɔti
whakamana	fˌakamˈana
Atiawa	ˌatiˈawa
Pāpā	pˈaːpaː
Tuini	tu"ˈini
Riu	rˈiu"
whanautanga	fˌanau"tˈaŋa
whakapiria	fˌakapirˈia
maumahara	mˌau"mahˈara
Ōtepoti	ˌɔːtepˈɔti
whakatinanatia	fˌakatˌinanatˈia
wheke	fˈeke
pänui	panˈu"i
karangahia	kˌaraŋahˈia
tanga	tˈaŋa
Otira	ɔtˈira
engari	eŋˈari
māhere	maːhˈere
Tirohia	tˌirɔhˈia
wānangatia	wˌaːnaŋatˈia
ētita	eːtˈita
kāpā	kˈaːpaː
waiora	wa͡ɪˈɔra
ahatia	ˌahatˈia
tuna	tˈu"na
pihanga	pihˈaŋa
tākaro	taːkˈarɔ
waiho	wˈa͡ɪhɔ
Motueka	mˌɔtu"ˈeka
Anaru	anˈaru"
Putanga	pu"tˈaŋa
tuohu	tu"ˈɔhu"
Poihākena	pˌo͡ɪhaːkˈena
pewhea	pefˈea
apataki	ˌapatˈaki
mataono	matˈa͡ʊnɔ
taumāhekeheke	tˌau"mˌaːhekehˈeke
pi	pˈi
me	mˈe
hapainga	hapˈa͡ɪŋa
tiakina	tˌiakˈina
Takuta	takˈu"ta
A	ˈa
kēkē	kˈeːkeː
moohio	mˌɔɔhˈiɔ
hemo	hˈemɔ
taru	tˈaru"
ahupūngao	ˌahu"pˈu"ːŋa͡ʊ
angitu	aŋˈitu"
Tapere	tapˈere
taina	tˈa͡ɪna
konihi	kɔnˈihi
ake	ˈake
whakanoa	fˌakanˈɔa
Whiting	fˈitiŋ
tao	tˈa͡ʊ
Whakaarohia	fˌakaˌarɔhˈia
Maihi	mˈa͡ɪhi
Koohi	kɔˈɔhi
Park	pˈark
tētehi	teːtˈehi
rō	rˈɔː
whakatatū	fˌakatˈatu"ː
totohu	tɔtˈɔhu"
nana	nˈana
Tāwhaki	taːfˈaki
whakahōu	fˌakahˈɔːu"
Pāngarau	pˌaːŋarˈau"
whāiti	faːˈiti
manaia	manˈa͡ɪa
ranunga	ranˈu"ŋa
Putea	pu"tˈea
meake	meˈake
tukanga	tu"kˈaŋa
miraka	mirˈaka
weera	weˈera
kapakapa	kˌapakˈapa
kiki	kˈiki
tawahi	tawˈahi
Pipiri	pipˈiri
ana	ˈana
heke	hˈeke
Oranga	ɔrˈaŋa
Tamehana	tˌamehˈana
kahawai	kahˈawa͡ɪ
motuhake	mˌɔtu"hˈake
tukitukia	tˌu"kitu"kˈia
wae	wˈa͡ɪ
Koinei	ko͡ɪnˈei
Kani	kˈani
tuarā	tu"ˈaraː
arā	ˈaraː
kaikerēme	kˌa͡ɪkerˈeːme
wehewehea	wˌehewehˈea
am	ˈam
pouri	poˈu"ri
week	wˈeek
kōawa	kɔːˈawa
hopukanga	hˌɔpu"kˈaŋa
taiora	ta͡ɪˈɔra
Apopo	apˈɔpɔ
koiri	kˈo͡ɪri
pēnei	peːnˈei
rūma	rˈu"ːma
whakanuitanga	fˌakanˌu"itˈaŋa
maha	mˈaha
ruma	rˈu"ma
papakupu	pˌapakˈu"pu"
hapūtanga	hˌapu"ːtˈaŋa
toko	tˈɔkɔ
Akoranga	ˌakɔrˈaŋa
whakarere	fˌakarˈere
Manawatu	mˌanawˈatu"
tohua	tɔhˈu"a
nakunaku	nˌaku"nˈaku"
ngangau	ŋaŋˈau"
whakatairanga	fˌakata͡ɪrˈaŋa
whāngaia	faːŋˈa͡ɪa
ia	ˈia
Hinemoa	hˌinemˈɔa
tūhuratia	tˌu"ːhu"ratˈia
toe	twˈe
takanga	takˈaŋa
ngaringari	ŋˌariŋˈari
tūāpapa	tˌu"ːaːpˈapa
kirīmi	kirˈiːmi
winika	winˈika
tāruatia	tˌaːru"atˈia
tāpiritanga	tˌaːpiritˈaŋa
wera	wˈera
hauwarea	hˌau"warˈea
Kahu	kˈahu"
poutiriao	pˌou"tirˈia͡ʊ
whakapaparanga	fˌakapˌaparˈaŋa
pūoho	pu"ːˈɔhɔ
haurau	hˌau"rˈau"
Pūtahi	pu"ːtˈahi
hauora	hˌau"ˈɔra
whawha	fˈafa
tuemi	tu"ˈemi
Kaitohutohu	kˌa͡ɪtɔhu"tˈɔhu"
Kaa	kˈaa
MauHe	mˈau"hˈe
Mangakāhia	mˌaŋakaːhˈia
haereere	hˌa͡ɪreˈere
Taketake	tˌaketˈake
topa	tˈɔpa
huarahi	hˌu"arˈahi
kīa	kˈiːa
Tahu	tˈahu"
whawhai	fˈafa͡ɪ
āraitia	ˌaːra͡ɪtˈia
motu	mˈɔtu"
karekau	kˌarekˈau"
motoka	mɔtˈɔka
tīmatanga	tˌiːmatˈaŋa
Tuwharetoa	tˌu"faretˈɔa
Heeni	heˈeni
kapohia	kˌapɔhˈia
kï	kˈi
taurea	tˌau"rˈea
rama	rˈama
Tirikātene	tˌirikaːtˈene
Manukau	mˌanu"kˈau"
anö	ˈanɔ
Hōngongoi	hɔːŋˈɔŋo͡ɪ
whakaparahako	fˌakapˌarahˈakɔ
mauherea	mˌau"herˈea
Ta	tˈa
Kōwhiria	kˌɔːfirˈia
kaukau	kˌau"kˈau"
pūtaketanga	pˌu"ːtaketˈaŋa
rārangitia	rˌaːraŋitˈia
Matuku	matˈu"ku"
tiu	tˈiu"
Hua	hˈu"a
tuatoru	tˌu"atˈɔru"
tāpirihia	tˌaːpirihˈia
ruirui	rˌu"irˈu"i
taihemahema	tˌa͡ɪhemahˈema
Pīhopa	piːhˈɔpa
waiata	wa͡ɪˈata
torongū	tɔrˈɔŋu"ː
parakuihi	pˌaraku"ˈihi
tuitui	tˌu"itˈu"i
āhea	aːhˈea
irirangi	ˌirirˈaŋi
puhia	pu"hˈia
Kapua	kapˈu"a
tātau	taːtˈau"
Tonoa	tɔnˈɔa
pārongo	paːrˈɔŋɔ
wananga	wanˈaŋa
tima	tˈima
Mapi	mˈapi
Hākinakina	hˌaːkinakˈina
auau	ˌau"ˈau"
ingoa	iŋˈɔa
tupeka	tu"pˈeka
io	ˈiɔ
kohikohinga	kˌɔhikɔhˈiŋa
tatanga	tatˈaŋa
miihini	mˌiihˈini
Whenua	fenˈu"a
whakaraupapahia	fˌakarˌau"pˌapahˈia
whiti	fˈiti
toki	tˈɔki
putunga	pu"tˈu"ŋa
arotakenga	ˌarɔtakˈeŋa
poipoi	pˈo͡ɪpo͡ɪ
poutāpeta	pˌou"taːpˈeta
kōkuhu	kɔːkˈu"hu"
kaiwhakataetae	kˌa͡ɪfakatˈa͡ɪta͡ɪ
wātea	waːtˈea
Pūkeko	pu"ːkˈekɔ
Iharaira	ˌiharˈa͡ɪra
ati	ˈati
Ora	ˈɔra
hauhake	hˌau"hˈake
whakarauora	fˌakarˌau"ˈɔra
kaingia	ka͡ɪŋˈia
Aute	aˈu"te
tūemi	tu"ːˈemi
kaiārahi	kˌa͡ɪaːrˈahi
poho	pˈɔhɔ
Akarana	ˌakarˈana
Koata	kɔˈata
kahui	kahˈu"i
nupepa	nu"pˈepa
pere	pˈere
autaia	ˌau"tˈa͡ɪa
ngākaunui	ŋˌaːkau"nˈu"i
Whakaata	fˌakaˈata
horopaki	hˌɔrɔpˈaki
punahiko	pˌu"nahˈikɔ
pukenga	pu"kˈeŋa
hūmarie	hˌu"ːmarˈie
tāpiri	taːpˈiri
pepa	pˈepa
Matahiko	mˌatahˈikɔ
taiapa	ta͡ɪˈapa
tūnga	tˈu"ːŋa
ngaronga	ŋarˈɔŋa
ku	kˈu"
hurihanga	hˌu"rihˈaŋa
their	thˈeir
aianei	ˌa͡ɪanˈei
whakatere	fˌakatˈere
Tonga	tˈɔŋa
ipurangi	ˌipu"rˈaŋi
tēnehi	teːnˈehi
anamata	ˌanamˈata
Kapa	kˈapa
tono	tˈɔnɔ
roro	rˈɔrɔ
pātapa	paːtˈapa
Tauira	tˌau"ˈira
hihiri	hihˈiri
Ope	ˈɔpe
kapukapu	kˌapu"kˈapu"
raa	rˈaa
takiri	takˈiri
rapanga	rapˈaŋa
paraharaha	pˌaraharˈaha
Tamati	tamˈati
pukupuku	pˌu"ku"pˈu"ku"
patunga	patˈu"ŋa
pehea	pehˈea
kakapa	kakˈapa
new	nˈew
ea	ˈea
tānekaha	tˌaːnekˈaha
kōwhatu	kɔːfˈatu"
taa	tˈaa
koro	kˈɔrɔ
pāho	pˈaːhɔ
māramatanga	mˌaːramatˈaŋa
takahuri	tˌakahˈu"ri
tatū	tˈatu"ː
Oreore	ˌɔreˈɔre
aute	aˈu"te
Toru	tˈɔru"
Kohikohinga	kˌɔhikɔhˈiŋa
koe	kwˈe
rangatira	rˌaŋatˈira
hēkona	heːkˈɔna
Tapuika	tˌapu"ˈika
Tom	tˈɔm
whitia	fitˈia
Ākonga	aːkˈɔŋa
mātai	mˈaːta͡ɪ
pepeke	pepˈeke
māku	mˈaːku"
Hongoeka	hɔŋwˈeka
tangotango	tˌaŋɔtˈaŋɔ
taurekareka	tˌau"rˌekarˈeka
Manukura	mˌanu"kˈu"ra
Mutunga	mu"tˈu"ŋa
Ataarangi	ˌataarˈaŋi
kaitohutohu	kˌa͡ɪtɔhu"tˈɔhu"
tuakana	tˌu"akˈana
Waitohi	wa͡ɪtˈɔhi
Muriwai	mu"rˈiwa͡ɪ
Pukapuka	pˌu"kapˈu"ka
Korero	kɔrˈerɔ
whakarārangitanga	fˌakarˌaːraŋitˈaŋa
Kate	kˈate
tuatahi	tˌu"atˈahi
tuhi	tˈu"hi
Patu	pˈatu"
Taria	tarˈia
Hera	hˈera
Wātaka	waːtˈaka
tiriti	tirˈiti
pātaka	paːtˈaka
tūātipu	tˌu"ːaːtˈipu"
in	ˈin
hina	hˈina
Rata	rˈata
ua	ˈu"a
whaka	fˈaka
auahatanga	ˌau"ˌahatˈaŋa
ono	ˈɔnɔ
whakahōnore	fˌakahɔːnˈɔre
rawatia	rˌawatˈia
hīkoitanga	hˌiːko͡ɪtˈaŋa
ahotakakame	ˌahɔtˌakakˈame
tane	tˈane
wākena	waːkˈena
whakaahuru	fˌakaahˈu"ru"
aka	ˈaka
Heke	hˈeke
Ngātoroirangi	ŋˌaːtɔro͡ɪrˈaŋi
whakahuihui	fˌakahˌu"ihˈu"i
tā	tˈaː
noti	nˈɔti
Pūmotu	pu"ːmˈɔtu"
kauruku	kˌau"rˈu"ku"
inarā	inˈaraː
whakakīia	fˌakakiːˈia
kata	kˈata
wānanga	waːnˈaŋa
ēhara	eːhˈara
tāonga	taːˈɔŋa
tōtika	tɔːtˈika
waehere	wa͡ɪhˈere
Apiata	ˌapiˈata
Mokena	mɔkˈena
puehu	pu"ˈehu"
Rawhiti	rafˈiti
ū	ˈu"ː
tatau	tatˈau"
kariri	karˈiri
An	ˈan
kaiwhakawā	kˌa͡ɪfakˈawaː
Pene	pˈene
Tamarau	tˌamarˈau"
Raraunga	rˌaraˈu"ŋa
mimi	mˈimi
Patua	patˈu"a
kii	kˈii
Makere	makˈere
Waiata	wa͡ɪˈata
pokai	pˈɔka͡ɪ
korou	kɔrˈou"
tautohe	tˌau"tˈɔhe
noke	nˈɔke
tāwāhi	taːwˈaːhi
wētahi	weːtˈahi
tātari	taːtˈari
waia	wˈa͡ɪa
aukatia	ˌau"katˈia
hotu	hˈɔtu"
totika	tɔtˈika
Pēhia	peːhˈia
whakakī	fakˈakiː
huānga	hu"ˈaːŋa
Ngāruawāhia	ŋˌaːru"ˌawaːhˈia
moo	mˈɔɔ
Kawekawe	kˌawekˈawe
Ānō	ˈaːnɔː
rere	rˈere
Temara	temˈara
whakahuatanga	fˌakahˌu"atˈaŋa
tauoti	tˌau"ˈɔti
painga	pˈa͡ɪŋa
haurangi	hˌau"rˈaŋi
hangā	hˈaŋaː
hopukina	hˌɔpu"kˈina
Whakaritea	fˌakaritˈea
tāwere	taːwˈere
TTR	ttr
mahi	mˈahi
kaipatu	ka͡ɪpˈatu"
korerohia	kˌɔrerɔhˈia
kētia	keːtˈia
hāngī	hˈaːŋiː
whakauruhia	fˌakaˌu"ru"hˈia
kaihoahoa	kˌa͡ɪhɔahˈɔa
whiua	fiˈu"a
waenga	wˈa͡ɪŋa
Wahawaha	wˌahawˈaha
Tūmatanui	tˌu"ːmatanˈu"i
mānu	mˈaːnu"
ao	ˈa͡ʊ
whakahuahua	fˌakahˌu"ahˈu"a
toke	tˈɔke
kura	kˈu"ra
tataunga	tˌataˈu"ŋa
apopo	apˈɔpɔ
tipuna	tipˈu"na
morehu	mɔrˈehu"
whakapaetia	fˌakapa͡ɪtˈia
pītara	piːtˈara
whakapuakanga	fˌakapˌu"akˈaŋa
hakahaka	hˌakahˈaka
Maranga	marˈaŋa
Tatauria	tˌatau"rˈia
tāima	taːˈima
tieki	tiˈeki
Whangarei	fˌaŋarˈei
rawe	rˈawe
taupatupatu	tˌau"pˌatu"pˈatu"
Teko	tˈekɔ
tiima	tiˈima
pa	pˈa
tihi	tˈihi
whakawāteatia	fˌakawˌaːteatˈia
pūrua	pu"ːrˈu"a
Ā	ˈaː
karia	karˈia
keria	kerˈia
takurua	tˌaku"rˈu"a
titonga	titˈɔŋa
tuumomo	tˌu"u"mˈɔmɔ
Mohi	mˈɔhi
kaitaka	ka͡ɪtˈaka
koroheke	kˌɔrɔhˈeke
Matene	matˈene
totara	tɔtˈara
rātau	raːtˈau"
Kaiwhakaako	kˌa͡ɪfakaˈakɔ
ëtahi	etˈahi
pokanoa	pˌɔkanˈɔa
māka	mˈaːka
Whanaketanga	fˌanaketˈaŋa
Hirini	hirˈini
ratau	ratˈau"
haumanu	hˌau"mˈanu"
taraka	tarˈaka
Pārongo	paːrˈɔŋɔ
takupu	takˈu"pu"
Aroha	arˈɔha
tahi	tˈahi
arotakehia	ˌarɔtˌakehˈia
Pūhipi	pu"ːhˈipi
parapara	pˌarapˈara
huritau	hˌu"ritˈau"
tēnā	tˈeːnaː
koranehe	kˌɔranˈehe
rotarota	rˌɔtarˈɔta
tātarihia	tˌaːtarihˈia
herea	herˈea
auahi	ˌau"ˈahi
poaka	pɔˈaka
Matapihi	mˌatapˈihi
Pātiti	paːtˈiti
hae	hˈa͡ɪ
matawhānui	mˌatafaːnˈu"i
whiwhinga	fifˈiŋa
Mokopuna	mˌɔkɔpˈu"na
tokowha	tɔkˈɔfa
Mauri	maˈu"ri
Huakina	hˌu"akˈina
whakatapu	fˌakatˈapu"
Āniwaniwa	ˌaːniwanˈiwa
matamua	mˌatamˈu"a
whakatenatena	fˌakatˌenatˈena
Arikinui	ˌarikinˈu"i
Kawiti	kawˈiti
hoahoatia	hˌɔahˌɔatˈia
reinga	reˈiŋa
Tana	tˈana
Ihenga	ihˈeŋa
waru	wˈaru"
paihikara	pˌa͡ɪhikˈara
Muri	mˈu"ri
ōhanga	ɔːhˈaŋa
teihana	tˌeihˈana
I	ˈi
whakatairitea	fˌakatˌa͡ɪritˈea
māori	maːˈɔri
maimai	mˈa͡ɪma͡ɪ
Whakatu	fakˈatu"
pirangi	pirˈaŋi
Pouako	pˌou"ˈakɔ
pakirehua	pˌakirehˈu"a
War	wˈar
mahue	mahˈu"e
whakarewatanga	fˌakarˌewatˈaŋa
tata	tˈata
Ata	ˈata
hoka	hˈɔka
kopae	kˈɔpa͡ɪ
Kaihautū	kˌa͡ɪhaˈu"tu"ː
whakaraupapa	fˌakarˌau"pˈapa
whakatoko	fˌakatˈɔkɔ
tawa	tˈawa
mahere	mahˈere
RTM	rtm
ngārara	ŋaːrˈara
whakarato	fˌakarˈatɔ
Awanuiārangi	ˌawanˌu"iaːrˈaŋi
whetū	fˈetu"ː
kawe	kˈawe
ukauka	ˌu"kaˈu"ka
Tarakawa	tˌarakˈawa
tātea	taːtˈea
whae	fˈa͡ɪ
papaneke	pˌapanˈeke
pae	pˈa͡ɪ
whakapumautia	fˌakapˌu"mau"tˈia
kaikanikani	kˌa͡ɪkanikˈani
käore	kˈa͡ʊre
tena	tˈena
taara	taˈara
kina	kˈina
whakapūmau	fˌakapu"ːmˈau"
Whiria	firˈia
pato	pˈatɔ
tahitahi	tˌahitˈahi
takapau	tˌakapˈau"
Tane	tˈane
wāwāhia	wˌaːwaːhˈia
Rawiri	rawˈiri
Erihana	ˌerihˈana
pūranga	pu"ːrˈaŋa
whakanoho	fˌakanˈɔhɔ
Ngatoro	ŋatˈɔrɔ
Aro	ˈarɔ
ngeetehi	ŋˌeetˈehi
kiwi	kˈiwi
pikitia	pˌikitˈia
ratarata	rˌatarˈata
taana	taˈana
tokorua	tˌɔkɔrˈu"a
whanui	fanˈu"i
haupū	haˈu"pu"ː
Mareikura	mˌareikˈu"ra
Ngunguru	ŋu"ŋˈu"ru"
whakaaturia	fˌakaˌatu"rˈia
takiwā	takˈiwaː
pahua	pahˈu"a
tītī	tˈiːtiː
papariki	pˌaparˈiki
aroā	arˈɔaː
kōtiti	kɔːtˈiti
Hoatu	hɔˈatu"
tauhono	tˌau"hˈɔnɔ
Rangihaeata	rˌaŋiha͡ɪˈata
hāpiripiri	hˌaːpiripˈiri
Whakaahua	fˌakaahˈu"a
Tāpirihia	tˌaːpirihˈia
Hatupatu	hˌatu"pˈatu"
huringa	hu"rˈiŋa
whakarata	fˌakarˈata
arero	arˈerɔ
Rau	rˈau"
manawa	manˈawa
whakatūturu	fˌakatu"ːtˈu"ru"
Koroki	kɔrˈɔki
pūtea	pu"ːtˈea
Hauraki	hˌau"rˈaki
kohikohi	kˌɔhikˈɔhi
tērā	tˈeːraː
Kō	kˈɔː
Maketu	makˈetu"
toona	tɔˈɔna
tirohia	tˌirɔhˈia
tūāhuatanga	tˌu"ːaːhˌu"atˈaŋa
iwa	ˈiwa
ika	ˈika
kohurutia	kˌɔhu"ru"tˈia
puke	pˈu"ke
mātakitaki	mˌaːtakitˈaki
whakawera	fˌakawˈera
rauna	raˈu"na
nekehia	nˌekehˈia
ruku	rˈu"ku"
Takurua	tˌaku"rˈu"a
akitu	akˈitu"
whitiwhiti	fˌitifˈiti
Hainamana	hˌa͡ɪnamˈana
Īhu	ˈiːhu"
kāinga	kaːˈiŋa
kaunihera	kˌau"nihˈera
whanau	fanˈau"
maimoatanga	mˌa͡ɪmɔatˈaŋa
tārua	taːrˈu"a
Taraipiunara	tˌara͡ɪpˌiu"nˈara
karawhiua	kˌarafiˈu"a
pātengi	paːtˈeŋi
whakaahuatanga	fˌakaˌahu"atˈaŋa
kōnae	kˈɔːna͡ɪ
teka	tˈeka
kiripuaki	kˌiripu"ˈaki
tīmata	tiːmˈata
whakaawhiwhia	fˌakaˌafifˈia
Wā	wˈaː
rerewē	rerˈeweː
hianga	hiˈaŋa
Kaihokohoko	kˌa͡ɪhɔkɔhˈɔkɔ
kōura	kɔːˈu"ra
kaihauturu	kˌa͡ɪhau"tˈu"ru"
kāhui	kaːhˈu"i
TPK	tpk
Tae	tˈa͡ɪ
tukino	tu"kˈinɔ
pākawa	paːkˈawa
wawahi	wawˈahi
whakatairangatia	fˌakatˌa͡ɪraŋatˈia
Tawhiao	tafˈia͡ʊ
Karahipi	kˌarahˈipi
tupapaku	tˌu"papˈaku"
ihirangi	ˌihirˈaŋi
pao	pˈa͡ʊ
Patariana	pˌatariˈana
Whakatū	fakˈatu"ː
ro	rˈɔ
whakamātūtū	fˌakamaːtˈu"ːtu"ː
kohia	kɔhˈia
Ngarimu	ŋarˈimu"
haki	hˈaki
whatiwhati	fˌatifˈati
whakatupatohia	fˌakatˌu"patɔhˈia
Hapū	hˈapu"ː
Pari	pˈari
tatu	tˈatu"
mahimahi	mˌahimˈahi
raina	rˈa͡ɪna
tautika	tˌau"tˈika
ngakau	ŋakˈau"
wharangi	farˈaŋi
heri	hˈeri
utauta	ˌu"taˈu"ta
rongona	rɔŋˈɔna
iringa	irˈiŋa
rokiroki	rˌɔkirˈɔki
riterite	rˌiterˈite
tahae	tˈaha͡ɪ
Nina	nˈina
Torere	tɔrˈere
raupō	raˈu"pɔː
momona	mɔmˈɔna
Hema	hˈema
tapuae	tapˈu"a͡ɪ
nāna	nˈaːna
Ranginui	rˌaŋinˈu"i
Pita	pˈita
pakapaka	pˌakapˈaka
Tatau	tatˈau"
pona	pˈɔna
noku	nˈɔku"
mōna	mˈɔːna
āku	ˈaːku"
manakohia	mˌanakɔhˈia
Taite	tˈa͡ɪte
rangatū	raŋˈatu"ː
Tūtira	tu"ːtˈira
mutunga	mu"tˈu"ŋa
Tūhourangi	tˌu"ːhou"rˈaŋi
Tata	tˈata
Prime	prˈime
rata	rˈata
kamupene	kˌamu"pˈene
kemu	kˈemu"
kawanatanga	kˌawanatˈaŋa
kaipānui	kˌa͡ɪpaːnˈu"i
paoho	pˈa͡ʊhɔ
tāne	tˈaːne
tioro	tiˈɔrɔ
Uiui	ˌu"iˈu"i
hongi	hˈɔŋi
matea	matˈea
moea	mwˈea
kaipuke	ka͡ɪpˈu"ke
rapunga	rapˈu"ŋa
pāmu	pˈaːmu"
kūare	ku"ːˈare
whakatupu	fˌakatˈu"pu"
uaua	ˌu"aˈu"a
kounga	koˈu"ŋa
whakawāngia	fˌakawaːŋˈia
Raina	rˈa͡ɪna
maunu	maˈu"nu"
Whakataki	fˌakatˈaki
oo	ˈɔɔ
Noa	nˈɔa
pakari	pakˈari
eka	ˈeka
Rakaumangamanga	rˌakaˌu"maŋamˈaŋa
ngākau	ŋaːkˈau"
hou	hˈou"
Whakawhanake	fˌakafanˈake
kumea	ku"mˈea
kurī	kˈu"riː
hokomaha	hˌɔkɔmˈaha
Ngohi	ŋˈɔhi
anu	ˈanu"
pāngarau	pˌaːŋarˈau"
kātahi	kaːtˈahi
Mōteatea	mˌɔːteatˈea
Puoro	pu"ˈɔrɔ
mīhini	miːhˈini
paraihe	parˈa͡ɪhe
whakaaehia	fˌakaa͡ɪhˈia
whakarāpopototanga	fˌakarˌaːpɔpˌɔtɔtˈaŋa
tauārai	tˌau"ˈaːra͡ɪ
Ki	kˈi
whakapono	fˌakapˈɔnɔ
Maungatautari	mˌau"ŋˌatau"tˈari
Na	nˈa
Papatuanuku	pˌapatˌu"anˈu"ku"
mīharo	miːhˈarɔ
tupato	tu"pˈatɔ
raurau	rˌau"rˈau"
Āwherika	ˌaːferˈika
Porourangi	pˌɔrou"rˈaŋi
whakahoungia	fˌakahˌou"ŋˈia
mokopuna	mˌɔkɔpˈu"na
Kanawa	kanˈawa
whāngaihia	fˌaːŋa͡ɪhˈia
whakamahuki	fˌakamahˈu"ki
whakapapa	fˌakapˈapa
whakapuakihia	fˌakapˌu"akihˈia
putea	pu"tˈea
ngarongaro	ŋˌarɔŋˈarɔ
piu	pˈiu"
paahitia	pˌaahitˈia
utunga	u"tˈu"ŋa
pitomata	pˌitɔmˈata
Tāwhiao	taːfˈia͡ʊ
whakaarotanga	fˌakaˌarɔtˈaŋa
pütea	pu"tˈea
Muriwhenua	mˌu"rifenˈu"a
raupua	rˌau"pˈu"a
kaiora	ka͡ɪˈɔra
tapatoru	tˌapatˈɔru"
kaituhi	ka͡ɪtˈu"hi
niho	nˈihɔ
ngāngara	ŋaːŋˈara
Anei	anˈei
whakatūtū	fˌakatˈu"ːtu"ː
whanaungatanga	fˌanaˌu"ŋatˈaŋa
hīkaka	hiːkˈaka
K	k
tāneke	taːnˈeke
UN	ˈu"n
Taumata	tˌau"mˈata
hurihia	hˌu"rihˈia
ngarara	ŋarˈara
Āpiha	aːpˈiha
Wīwī	wˈiːwiː
koura	koˈu"ra
pū	pˈu"ː
ito	ˈitɔ
mātāmua	mˌaːtaːmˈu"a
whakamiharo	fˌakamihˈarɔ
ārainga	aːrˈa͡ɪŋa
Rahui	rahˈu"i
Mataatua	mˌataatˈu"a
Teina	teˈina
poka	pˈɔka
Kanikani	kˌanikˈani
North	nˈɔrth
Taua	taˈu"a
huaki	hu"ˈaki
wānaka	waːnˈaka
whakareka	fˌakarˈeka
Wa	wˈa
poraka	pɔrˈaka
Maiharanui	mˌa͡ɪharanˈu"i
Rangiwewehi	rˌaŋiwewˈehi
Mātai	mˈaːta͡ɪ
Rānana	raːnˈana
honi	hˈɔni
Waikanae	wa͡ɪkˈana͡ɪ
pānuitanga	pˌaːnu"itˈaŋa
tāpiripiri	tˌaːpiripˈiri
kauaka	kˌau"ˈaka
taipitopito	tˌa͡ɪpitɔpˈitɔ
hēneti	heːnˈeti
Ama	ˈama
manaakitanga	mˌanaˌakitˈaŋa
turituri	tˌu"ritˈu"ri
pūkahukahu	pˌu"ːkahu"kˈahu"
Tīkina	tiːkˈina
kaipūtaiao	kˌa͡ɪpu"ːtˈa͡ɪa͡ʊ
āwhā	ˈaːfaː
matapōkere	mˌatapɔːkˈere
Tūturu	tu"ːtˈu"ru"
mārika	maːrˈika
Pūkenga	pu"ːkˈeŋa
rangapū	raŋˈapu"ː
paetara	pa͡ɪtˈara
mahia	mahˈia
Hunga	hˈu"ŋa
Āperira	ˌaːperˈira
ihotanga	ˌihɔtˈaŋa
hokona	hɔkˈɔna
whakahāngai	fˌakahˈaːŋa͡ɪ
whakawākia	fˌakawaːkˈia
ngangahu	ŋaŋˈahu"
hakari	hakˈari
Toitū	tˈo͡ɪtu"ː
tūhonoa	tˌu"ːhɔnˈɔa
Nui	nˈu"i
kite	kˈite
koroni	kɔrˈɔni
Taumārere	tˌau"maːrˈere
Matatini	mˌatatˈini
maranga	marˈaŋa
Paari	paˈari
tautuhi	tˌau"tˈu"hi
kairangi	ka͡ɪrˈaŋi
whakangau	fˌakaŋˈau"
whakamutua	fˌakamu"tˈu"a
Tamatoa	tˌamatˈɔa
penapena	pˌenapˈena
pōraruraru	pˌɔːraru"rˈaru"
whakarauika	fˌakarˌau"ˈika
Pahi	pˈahi
Kereama	kˌereˈama
Huka	hˈu"ka
mona	mˈɔna
puiaki	pˌu"iˈaki
Taiwhanga	ta͡ɪfˈaŋa
matatika	mˌatatˈika
awhitia	ˌafitˈia
māu	mˈaːu"
taraute	tˌaraˈu"te
whakahoutia	fˌakahˌou"tˈia
TE	tˈe
pā	pˈaː
Mema	mˈema
kaihāpai	ka͡ɪhˈaːpa͡ɪ
reta	rˈeta
tuaahu	tˌu"aˈahu"
Pem	pˈem
whakapiripiri	fˌakapˌiripˈiri
atarau	ˌatarˈau"
Whakareatia	fˌakarˌeatˈia
pena	pˈena
Tuahiwi	tˌu"ahˈiwi
haurua	hˌau"rˈu"a
tërä	tˈera
tiakarete	tˌiakarˈete
papaki	papˈaki
Wairaka	wa͡ɪrˈaka
whakarerekēngia	fˌakarˌerekeːŋˈia
tōu	tˈɔːu"
nunui	nu"nˈu"i
Toi	tˈo͡ɪ
TEETH	tˈeeth
whakamihi	fˌakamˈihi
atu	ˈatu"
wāhanga	waːhˈaŋa
ōwehenga	ˌɔːwehˈeŋa
Whakapono	fˌakapˈɔnɔ
wana	wˈana
kūmara	ku"ːmˈara
tahanga	tahˈaŋa
unuhia	ˌu"nu"hˈia
kaitoro	ka͡ɪtˈɔrɔ
kēne	kˈeːne
Hone	hˈɔne
pangia	paŋˈia
oha	ˈɔha
tonoa	tɔnˈɔa
kaiwhakawa	kˌa͡ɪfakˈawa
Tētahi	teːtˈahi
Taonga	tˈa͡ʊŋa
Week	wˈeek
Hāunga	haːˈu"ŋa
purakau	pˌu"rakˈau"
