vitamiene	vitɐminə
middeldeur	mədəldøər
Kanaan	kɐnɑːn
dertigs	dærtəxs
mentor	mɛntɔr
Musical	mysikɐl
retrieving	rɛtrifəŋ
Kiwi	kivi
rugbyspanne	rœɡbispɐnə
nagedagtenis	nɑːxədɐxtənəs
Aires	aɪrɛs
gepomp	xəpɔmp
uitgewerp	øytxəværp
kapitalistiese	kɐpitɐləstisə
teleurgestelde	təløərxəstældə
Kunstekaap	kœnstəkɑːp
vrugte	frœxtə
Bostaande	bʊəstɑːndə
Uitleg	øytlæx
verwesenliking	fərviəsənləkəŋ
senator	sənɑːtɔr
Berig	bərəx
boekjaar	bukjɑːr
ns	ɛnɛs
Verneukpan	fərnøəkpɐn
aansteeklike	ɑːnstiəkləkə
medewerkers	miədəværkərs
Oorblyfsel	ʊərblɛɪfsəl
Kleuterkerk	kløətərkærk
Nasie	nɑːsi
Tel	tæl
Passasiers	pɐsɐsiːrs
Marius	mɑːriœs
Kaapanda	kɑːpɐndɐ
skroefie	skrufi
akademies	ɐkədiəmis
Samewerking	sɑːməværkəŋ
Themes	tiəməs
inheemse	ənhiəmsə
Gisteroggend	xəstərɔxənt
skemerte	skiəmərtə
saalbyeenkomste	sɑːlbɛɪiəŋkɔmstə
Afrikanervolk	ɐfrikɑːnərfɔlk
wyding	vɛɪdəŋ
ka	kɑː
onbewus	ɔnbəvœs
bussie	bœsi
saamgegaan	sɑːmxəxɑːn
Dawid	dɑːvət
slag	slɐx
Bakkes	bɐkəs
Moore	mʊərə
Huil	høyl
romp	rɔmp
gesinswoning	xəsənsvʊənəŋ
uitgedoof	øytxədʊəf
SWA	swɑː
verkoopsprys	fərkʊəpsprɛɪs
Wannie	vɐni
ontgin	ɔntxən
veelsydigste	fiəlsɛɪdəxstə
Hannetjie	hɐnici
bikes	bikəs
Kol	kɔl
swaar	swɑːr
afgeklim	ɐfxəkləm
ooreenkom	ʊəriəŋkɔm
toiletgeriewe	tɔɪlɛtxərivə
sentimeter	sɛntimiətər
Ans	ɐns
Manchester	mɐŋxɛstər
Uur	yr
Gin	xən
krag	krɐx
skandalige	skɐndɑːləxə
onkundigheid	ɔnkœndəxɛɪt
rapporteer	rɐpɔrtiər
bedwing	bədwəŋ
Ramadan	rɑːmɑːdɐn
koord	kʊərt
pragtigste	prɐxtəxstə
rampspoedig	rɐmpspudəx
topspanne	tɔpspɐnə
Chamber	xɐmbər
oneweredige	ɔniəvəriədəxə
komplimente	kɔmplimɛntə
wies	vis
teelprogram	tiəlpruxrɐm
Rektor	rɛktɔr
gebrei	xəbrɛɪ
hidroliese	hidrʊəlisə
Paramount	pɐrɐməʊnt
Maseko	mɑːsəku
rue	ryə
feitelike	fɛɪtələkə
Rhule	rhylə
Myl	mɛɪl
VOO	fʊə
skote	skʊətə
Wepener	viəpiənər
Maharero	mɐhɑːrəru
wêrelddele	væːrəltdiələ
hopelik	hʊəpələk
diskriminasie	dəskrəmənɑːsi
Seine	sɛɪnə
Malema	mɑːliəmɐ
brei	brɛɪ
Pure	pyrə
sluiting	sløytəŋ
Tempeliers	tɛmpəliːrs
padkaart	pɐtkɑːrt
gemsbok	xɛmsbɔk
uitstekende	øytstiəkəndə
gerou	xərəʊ
geskoei	xəskuɪ
stukkies	stœkis
houthuisies	həʊthøysis
bywoord	bɛɪvʊərt
daarsonder	dɑːrsɔnər
gemeng	xəmɛŋ
Kornelius	kɔrniəliœs
Deutsche	døətʃə
uitbrei	øytbrɛɪ
Dairies	daɪris
beroerd	bəruːrt
GIPF	xəpf
Supersport	sypərspɔrt
Rus	rœs
d	diə
a	ɑː
Centre	sɛntrə
pleitverduideliking	plɛɪtfərdøydələkəŋ
Miriam	məriəm
getooi	xətʊɪ
moniteer	mɔnitiər
Lied	lit
Kosovo	kʊəsʊəfu
sukkelend	sœkələnt
opgehaal	ɔpxəhɑːl
Victoriabaai	vikturiɐbɑɪ
versuim	fərsøym
Waarop	vɑːrɔp
Federico	fiədəriku
geloofspad	xəlʊəfspɐt
sosioloog	suʃiulʊəx
verseëldes	fərsiəldəs
opgedra	ɔpxədrɑː
skuldvlakke	skœltflɐkə
meriete	məritə
verminder	fərməndər
skakelafdeling	skɑːkəlɐfdiələŋ
Leendert	liəndært
geklopte	xəklɔptə
omrede	ɔmriədə
Delagoabaai	diəlɐxʊəɐbɑɪ
AV	ɐf
DP	diəpiə
Fanie	fɑːni
indraai	əndrɑɪ
onoordeelkundige	ɔnʊərdiəlkœndəxə
HD	hɑːdiə
wêreldbekende	væːrəltbəkɛndə
skrywerskap	skrɛɪvərskɐp
korrektiewe	kɔrɛktivə
navy	nɑːfɛɪ
Mc	ɛmsiə
Oorsaak	ʊərsɑːk
konsentrasiekamp	kɔnsəntrɑːsikɐmp
raadop	rɑːtɔp
gloei	xluɪ
mangat	mɐnxɐt
veiligheidsmagte	fɛɪləxɛɪtsmɐxtə
vervloë	fərfluːə
republiek	rəpœblik
jurisdiksie	jurəsdəksi
ménse	mɛnsə
Bloemhofdam	blumhɔfdɐm
Sestigers	sɛstəxərs
waai	vɑɪ
PPC	piəpiəsiə
OPSOMMING	ɔpsɔməŋ
Speletjies	spiəlicis
oorgekoop	ʊərxəkʊəp
Suid	søyt
suiwerheid	søyvərhɛɪt
Pippa	pəpɐ
geskerts	xəskærts
Makhado	mɐkhɑːdu
vokaal	fukɑːl
Verby	fərbɛɪ
diameter	diɐmiətər
huweliksmaat	hyvələksmɑːt
Diè	di
Enkeling	ɛŋkələŋ
iets	its
Broom	brʊəm
kalkoen	kɐlkun
Professional	prufɛʃiunɐl
Parmalat	pɐrmɑːlɐt
paar	pɑːr
Charlize	xɐrlizə
terugstuur	trœxstyːr
terugskouend	trœxskəʊənt
GPF	xiəpiəɛf
gespook	xəspʊək
owerhede	ʊəvərhiədə
Kaaronda	kɑːrɔndɐ
Nederlanders	niədərlɐndərs
Literatuur	lətərɐtyr
omhaal	ɔmhɑːl
solidariteit	sɔlidɑːritɛɪt
innig	ənəx
vlugtig	flœxtəx
flenters	flɛntərs
ondergeskik	ɔnərxəskək
krippe	krəpə
Observer	ɔpsærfæːr
groet	xrut
treine	trɛɪnə
Osiris	ʊəsirəs
loononderhandelinge	lʊənɔnərhɐndələŋə
Pete	piətə
indikasie	əndikɑːsi
besprekingspunt	bəspriəkəŋspœnt
beproewinge	bəpruvəŋə
Vervolgens	fərfɔlxəns
aangemaakte	ɑːnxəmɑːktə
storietjies	stʊəricis
klipperige	kləpərəxə
Reis	rɛɪs
voëlsoorte	fuːəlsʊərtə
SJGD	ɛsjiəxiədiə
Besigheidskool	biəsəxhɛɪtskʊəl
Vreemde	friəmdə
implisiete	əmplisitə
verre	fæːrə
Vlieg	flix
kosteloos	kɔstəlʊəs
visstokke	fəstɔkə
versterkte	fərstærktə
elektrone	ilɛktrʊənə
Stoffel	stɔfəl
Hedendaagse	hiədəndɑːxsə
wandeling	vɐndələŋ
opvattinge	ɔpfɐtəŋə
Mind	mənt
nommerplaat	nɔmərplɑːt
Bosasa	bɔsʔɑːsɐ
gekoördineer	xəkuɔrdəniər
Sprinkel	sprəŋkəl
Enersyds	iənərsɛɪts
bekoring	bəkʊərəŋ
kul	kœl
doodnormale	dʊətnɔrmɑːlə
akkuraatheid	ɐkyrɑːthɛɪt
sin	sən
sabbatte	sɐbɐtə
Nella	nælɐ
veelsydig	fiəlsɛɪdəx
kondisies	kɔndisis
opgeteken	ɔpxətiəkən
kragpunte	krɐxpœntə
rapsie	rɐpsi
Jannus	jɐnœs
Engele	ɛŋələ
Dorslandtrekkers	dɔrslɐntrækərs
demokrate	dɛmukrɑːtə
vaardig	fɑːrdəx
Jodi	jʊədi
meelopers	miəlʊəpərs
byderhand	bɛɪdərhɐnt
free	friə
Pohamba	pʊəhɐmbɐ
plaasdam	plɑːsdɐm
Accra	ɐkrɐ
ongetroude	ɔnxətrəʊdə
Bulelani	byliəlɑːni
plaasvlak	plɑːsflɐk
drinker	drəŋkər
wyne	vɛɪnə
Ent	ɛnt
yskaste	ɛɪskɐstə
Wedding	vɛdəŋ
Gezina	xəzinɐ
gebore	xəbʊərə
loutere	ləʊtərə
waggel	vɐxəl
flentertjie	flɛntərki
reddingspoging	rɛdəŋspʊəxəŋ
Cotton	kɔtɔn
personal	pərsʊənɐl
neerkyk	niərkɛɪk
oostewind	ʊəstəvənt
troonsaal	trʊənsɑːl
Javascript	jɑːfɐskrəpt
Trofee	trufiə
betrek	bətræk
haker	hɑːkər
verlossings	fərlɔsəŋs
Kawasaki	kɑːvɑːsɑːki
leerareas	liərɑːriɐs
vieringe	fiːrəŋə
klaskamer	klɐskɑːmər
lukraak	lœkrɑːk
Kombuiskaste	kɔmbøyskɐstə
Straeuli	strɑːyli
ofskoon	ɔfskʊən
Gebiede	xəbidə
Jean	ʒɑ̃n
JUIG	jøyx
herboude	hærbəʊdə
komplot	kɔmplɔt
Kairos	kaɪrɔs
privaatsektor	prifɑːtsɛktɔr
ontmasker	ɔntmɐskər
Prag	prɐx
serwituut	særvətyt
aangerand	ɑːnxərɐnt
betrokke	bətrɔkə
CB	siəbiə
melodieë	mɛludiə
proteïen	prʊətəin
Soedannese	sudɐniəsə
gewaardeer	xəvɐrdiər
geskenkpak	xəskɛŋkpɐk
hak	hɐk
Rusland	rœslɐnt
Chaka	xɑːkɐ
wintersport	vəntərspɔrt
gestook	xəstʊək
yskas	ɛɪskɐs
eenjarige	iənjɑːrəxə
laks	lɐks
gelouter	xələʊtər
afkeuring	ɐfkøərəŋ
Jakkas	jɐkɐs
geskakeerde	xəskɐkiərdə
peuters	pøətərs
individualisties	əndəvədyɑːləstis
Lizz	ləz
odd	ɔd
sleutels	sløətəls
toegedeel	tuxədiəl
Greyvenstein	xrɛɪfɛnstɛɪn
ruiter	røytər
regsaak	ræxsɑːk
Hammer	hɐmər
Vertaling	fərtɑːləŋ
Trek	træk
sportliefhebber	spɔrtlifhɛbər
versoekings	fərsukəŋs
weggesteek	væxəstiək
tuinier	tøyniːr
eind	ɛɪnt
derde	dæːrdə
Bloukrans	bləʊkrɑ̃ns
maj	mɐj
TT	tiətiə
Kriegler	krixlər
hegte	hæxtə
krygsmanne	krɛɪxsmɐnə
boeremusiek	buːrəmœsik
boosheid	bʊəshɛɪt
kerslig	kærsləx
fanfare	fɐnfɑːrə
stofomslag	stɔfʔɔmslɐx
inenting	ənɛntəŋ
Oasis	ʊəɑːsəs
inkomstegroepe	əŋkɔmstəxrupə
Vergaderings	fərxɑːdərəŋs
wyksraadslid	vɛɪksrɑːtslət
wye	vɛɪə
Swahili	swɐhili
besparings	bəspɑːrəŋs
Twente	twɛntə
kortverhaalbundels	kɔrtfərhɑːlbœndəls
spartel	spɐrtəl
gelisensieer	xələsɛnsiiər
protestantse	prɔtəstɐntsə
herverdeling	hærfərdiələŋ
misluk	məslœk
Verskaffer	fərskɐfər
behoef	bəhuf
muffinpan	mœfənpɐn
Reid	rɛɪt
Wêrelderfenisgebied	væːrəltærfənəsxəbit
Pta	ptɑː
Patensie	pɐtɛnsi
gesmag	xəsmɐx
resolusie	rɛsɔlysi
Bernadette	bærnɑːdɛtə
insae	ənsɑː
voleinding	fulɛɪndəŋ
versplinter	fərspləntər
wanhopige	vɐnhʊəpəxə
neerslagtig	niərslɐxtəx
Wilders	vəldərs
breinsel	brɛɪnsəl
deurgehaak	døərxəhɑːk
Gereelde	xəriəldə
bestuurderslisensie	bəstyːrdərsləsɛːnsi
loopgrawe	lʊəpxrɑːvə
Riviere	rəfiːrə
lengte	lɛŋtə
vandie	fɐndi
blaartjie	blɑːrci
Lugversorging	lœxfərsɔrxəŋ
Venaani	fiənɑːni
perverse	pərfærsə
Pass	pɐs
bevoordeel	bəfʊərdiəl
Sedekia	siədəkiɐ
Mapungubwe	mɑːpœŋœbvə
twisted	twəstət
nooit	nʊɪt
leidraad	lɛɪdrɑːt
tallose	tɐlʊəsə
Belydenisskrifte	bəlɛɪdənəsskrəftə
huisraad	høysrɑːt
gelykvormig	xəlɛɪkfɔrəməx
rpm	ærpiəɛm
Onderwysers	ɔnərvɛɪsərs
Rottweiler	rɔtwɛɪlər
vonk	fɔŋk
NNP	ɛnɛnpiə
brul	brœl
kombuise	kɔmbøysə
brommer	brɔmər
gewere	xəviərə
skuldbelydenis	skœltbəlɛɪdənəs
Vreesloos	friəslʊəs
departemente	dəpɐrtəmɛntə
Chanelle	xɑːnɛlə
nuwere	nyvərə
Tides	tidəs
behaaglik	bəhɑːxlək
Olsen	ɔlsən
Dokter	dɔktər
verewig	fəriəvəx
Jude	jydə
akkedisse	ɐkədəsə
Randt	rɐnt
gesmul	xəsmœl
Lize	lizə
Sassa	sɐsɐ
stilgehou	stəlxəhəʊ
Hagar	hɑːxɐr
opheldering	ɔphældərəŋ
lewens	liəvəns
updates	œpdɑːtəs
gestrem	xəstrɛm
afgemete	ɐfxəmiətə
geroof	xərʊəf
Anneke	ɐnəkə
Random	rɐndɔm
inslaan	ənslɑːn
Villa	vəlɐ
beklink	bəkləŋk
Dallas	dɐlɐs
Huwelik	hyvələk
Buffelspoort	bœfəlspʊərt
Gross	xrɔs
Julio	jyliʊə
lug	lœx
bedoelinge	bəduləŋə
Skot	skɔt
waterkant	vɑːtərkɐnt
elwe	ælvə
Barrett	bɐrɛt
years	ɛɪiəɐrs
Integrasie	əntəxrɑːsi
Amptelik	ɐmptələk
Administratiewe	ɐtmənəstrɐtivə
PSALMS	pəsɐləms
bestuurde	bəstyːrdə
fees	fiəs
takie	tɑːki
verhoed	fərhut
Blanco	blɐŋku
driekwart	drikwɐrt
eetgerei	iətxərɛɪ
bloedverbond	blutfərbɔnt
verslag	fərslɐx
PBS	piəbiəɛs
eindstryde	ɛɪntstrɛɪdə
woes	vus
ononderhandelbaar	ɔnɔnərhɐndəlbɑːr
vervaardigingsbedryf	fərfɑːrdəxəŋsbədrɛɪf
Tarsus	tɐrsœs
seker	siəkər
gesoute	xəsəʊtə
oseane	ʊəʃiɑːnə
marathon	mɐrɐtɔn
analise	ɐnɐlisə
Chinese	ʃiniəsə
hulleself	hœləsælf
uitsluitlike	øytsløytləkə
chemikalieë	xiəmikɑːliːə
skermpie	skærəmpi
beproewings	bəpruvəŋs
Kapp	kɐp
ondersteuningsnetwerk	ɔnərstøənəŋsnɛtværk
Gestel	xəstæl
troetel	trutəl
Turner	tœrnər
eiewys	ɛɪəvɛɪs
manipuleer	mɐnipyliər
Bybelwerk	bɛɪbəlværk
oorweeg	ʊərviəx
CHRISTUS	xrəstœs
Stewige	stiəvəxə
walvis	vɐlfəs
Dickens	dəkəns
verbeeldingswêreld	fərbiəldəŋsvæːrəlt
komplikasies	kɔmplikɑːsis
opgespoor	ɔpxəspʊər
jagveld	jɐxfælt
kerm	kærəm
kankerlyers	kɐŋkərlɛɪərs
heuwels	høəvəls
Nicky	nəkɛɪ
voorin	fʊərən
Bonaparte	bʊənɐpɐrtə
delta	dæltɐ
lewensbelangrik	liəvənsbəlɐŋrək
staatsbesteding	stɑːtsbəstiədəŋ
opdragte	ɔpdrɐxtə
indrukwekkende	əndrœkvɛkəndə
sang	sɐŋ
Naby	nɑːbɛɪ
glim	xləm
Debra	dɛbrɐ
Smaak	smɑːk
geplaas	xəplɑːs
kalant	kɐlɐnt
Potties	pɔtis
groepies	xrupis
meebring	miəbrəŋ
Waterberg	vɑːtərbærx
Reede	riədə
geloofwaardige	xəlʊəfvɑːrdəxə
vredeliewende	friədəlivəndə
Kawana	kɑːvɑːnɐ
verbygaan	fərbɛɪxɑːn
Aflaaibare	ɐflɑɪbɑːrə
terugkry	trœxkrɛɪ
GK	xiəkɑː
luukse	lyksə
definitief	dɛfənətif
vooruitskouing	fʊərøytskəʊəŋ
hyskraan	hɛɪskrɑːn
Madeleine	mɐdiəlɛɪnə
verlossingsleer	fərlɔsəŋsliər
skuldenaar	skœldənɑːr
bondgenoot	bɔntxənʊət
Malan	mɐlɐn
terapeut	tɛrɐpøət
geimplementeer	xɛɪmpliəmɛntiər
Kliek	klik
Rugbyweek	rœɡbiviək
sware	swɑːrə
Moot	mʊət
dryfveer	drɛɪffiər
godsdienstig	xɔtsdinstəx
samesang	sɑːməsɐŋ
Balmoral	bɐlmʊərɐl
nadertrek	nɑːdərtræk
inwyding	ənvɛɪdəŋ
SAJSV	sɐjsf
Arbeidsorganisasie	ɐrbɛɪtsɔrxɐnisɑːsi
Debora	dəbʊərɐ
minderheidsgroep	məndərhɛɪtsxrup
koop	kʊəp
Hmmm	hɑːɛmɛmɛm
want	vɐnt
vannie	fɐnni
laairuim	lɑɪrøym
demp	dɛmp
verliefde	fərlifdə
Rosie	rʊəsi
opgeslaan	ɔpxəslɑːn
onvrede	ɔnfriədə
Alexandrië	ɐlɛkzɐndriəiəə
Nicol	nikɔl
klasmaats	klɐsmɑːts
insny	ənsnɛɪ
artikulasie	ɐrtikylɑːsi
doktorale	dɔktʊərɑːlə
saffraan	sɐfrɑːn
Italie	itɑːli
uitgeskei	øytxəskɛɪ
potholes	pɔthʊələs
traumatiese	trəʊmɑːtisə
Margo	mɐrxu
hardste	hɐrtstə
Museum	mysøəm
ONDER	ɔnər
koraal	kurɑːl
rentmeesters	rɛntmiəstərs
saamgebind	sɑːmxəbənt
Annalize	ɐnɑːlizə
gate	xɑːtə
Luwes	lyvəs
geloer	xəluːr
leiersposisie	lɛɪərspuzisi
lukrake	lœkrɑːkə
ko	kʊə
wetens	viətəns
Tregardt	træxɐrt
afdwaal	ɐfdwɑːl
Terugblik	trœxblək
bysteek	bɛɪstiək
Kellermann	kælərmɐn
kwoteer	kwutiər
Welma	vælmɑː
Akademiese	ɐkədiəmisə
kuberruimte	kybərrøymtə
impulsiwiteit	əmpœlsivitɛɪt
deelname	diəlnɑːmə
selfbeskikking	sælfbəskəkəŋ
Rietvlei	ritflɛɪ
broosheid	brʊəshɛɪt
doelhok	dulhɔk
Trustfonds	trœstfɔnts
hardloopskoene	hɐrtlʊəpskunə
Midstream	mətstriɐm
tuin	tøyn
uiteengesit	øytiənxəsət
Plase	plɑːsə
trekkings	trækəŋs
futuristiese	fytyrəstisə
social	susiɐl
MB	ɛmbiə
wardeer	vɐrdiər
moontlikheid	mʊəntləkhɛɪt
Consulting	kɔnsœltəŋ
vakbondverteenwoordigers	fɐkbɔntfərtiənvʊərdəxərs
beskibaar	bəskibɑːr
trollie	trɔli
Barber	bɐrbər
Theresa	tərɛsɐ
sensasioneel	sɛnsɐʃiuniəl
rigied	rəxit
remissie	riəmisi
Minstens	mənstəns
dienskneg	dinsknæx
penetreer	pɛnətriər
rolprent	rɔlprɛnt
platorand	plɑːtʊərɐnt
p	piə
dubbeld	dœbəlt
omverwerping	ɔmfærværpəŋ
erkentlikheid	ærkɛntləkhɛɪt
voorbereidings	fʊərbərɛɪdəŋs
Moolman	mʊəlmɐn
gemik	xəmək
positivistiese	pʊəsitifəstisə
Verpleegkunde	fərpliəxkœndə
asyn	ɐsɛɪn
cry	krɛɪ
jule	jylə
Olaf	ʊəlɐf
ligpunt	ləxpœnt
Junie	juni
gebrokenheid	xəbrʊəkənhɛɪt
Saru	sɑːry
aankopers	ɑːŋkʊəpərs
Produksie	prudœksi
grafieke	xrɐfikə
Messiah	mɛsiɐ
uittel	øyttæl
rubriek	rœbrik
Salman	sɐlmɐn
aangedryf	ɑːnxədrɛɪf
uitdagende	øydɑːxəndə
oppergesag	ɔpərxəsɐx
aangehoudene	ɑːnxəhəʊdənə
afhanklike	ɐfhɐŋkləkə
tickets	təkɛts
bracket	brɐkɛt
dwelmmiddels	dwæləmmədəls
Mev	məfrəʊ
brandmerke	brɐntmærkə
rit	rət
Genootskap	xənʊətskɐp
nouliks	nəʊləks
Lettie	lɛti
watervlakke	vɑːtərflɐkə
geblinddoek	xəblənduk
olifante	ʊəlifɐntə
RIGTERS	rəxtərs
Groenvlei	xrunflɛɪ
Geallieerdes	xəɐliiərdəs
vlakvarke	flɐkfɐrkə
zeer	ziər
ter	tær
drieling	driləŋ
herberg	hærbærx
Spuit	spøyt
koördinate	kuɔrdinɑːtə
beslissings	bəsləsəŋs
ekstern	ɛkstærən
poskantoor	pɔskɐntʊər
Simbole	səmbʊələ
Melodie	mɛludi
Sertifikaat	særtifikɑːt
minderheidsregte	məndərhɛɪtsræxtə
Gore	xʊərə
Insig	ənsəx
partye	pɐrtɛɪə
onverskoning	ɔnfərskʊənəŋ
Aus	əʊs
ruvoer	ryfuːr
traantjie	trɑɪŋci
Hospitaal	hɔspitɑːl
Iemand	imɐnt
universaliteit	yniværsɐlitɛɪt
Leermeester	liərmiəstər
Regisseur	rəxəsøər
inpak	ənpɐk
verskillende	fərskələndə
Ismail	əsmaɪl
uitgevra	øytxəfrɑː
inkomstebelasting	əŋkɔmstəbəlɐstəŋ
Sending	sɛndəŋ
page	pɑːxə
kronologie	krʊənuluxi
rieme	rimə
blindings	bləndəŋs
kurwe	kœrvə
material	mɑːtəriɐl
Toerisme	turəsmə
oumense	əʊmẽnsə
Lund	lœnt
medegelowiges	miədəxəlʊəvəxəs
guide	xøydə
Spiderman	spidərmɐn
voorkomende	fʊərkʊəməndə
Antiochus	ɐntiɔxœs
Judy	jydɛɪ
Kameeldoring	kɐmiəldʊərəŋ
meningsverskille	miənəŋsfərskələ
Kerneels	kærniəls
stam	stɐm
navraag	nɑːfrɑːx
radeloosheid	rɑːdəlʊəshɛɪt
leerwerk	liərværk
rigtingloos	rəxtəŋlʊəs
Ster	stær
mentaliteit	mɛntɐlitɛɪt
interaksie	əntərɐksi
rats	rɐts
Kolonnade	kʊəlɔnɑːdə
Breakfast	briɐkfɐst
daardie	dɑːrdi
innie	əni
grammatika	xrɐmɐtikɐ
voortgekom	fʊərtxəkɔm
ens	ɛnsʊəfʊərts
Daaraan	dɑːrɑːn
wolkekrabbers	vɔlkəkrɐbərs
Drakies	drɑːkis
uitsnuffel	øytsnœfəl
Swembad	swɛmbɐt
Sutton	sœtɔn
dorre	dɔrə
Beurtkrag	bøərtkrɐx
nommers	nɔmərs
stoere	stuːrə
ontplooiing	ɔntplʊɪəŋ
lyfstraf	lɛɪfstrɐf
digitaal	dixitɑːl
wetgewing	vɛtxiəvəŋ
slaapplek	slɑːplæk
hoofsekretaris	hʊəfsəkrətɑːrəs
voorsien	fʊərsin
Son	sɔn
lekkerder	lækərdər
Benadie	bənɑːdi
vlieër	fliːər
Thomson	tɔmsɔn
helmteken	hælmtiəkən
aanroep	ɑːnrup
Ligging	ləxəŋ
Val	fɐl
egter	æxtər
grondige	xrɔːndəxə
Oorkant	ʊərkɐnt
musiekbedryf	mœsikbədrɛɪf
verkeerde	fərkiərdə
Boekklub	buklœp
Wene	viənə
gedruk	xədrœk
humanistiese	hymɑːnəstisə
Ottomaanse	ɔtumɑ̃nsə
Oil	ɔɪl
onbeantwoorde	ɔnbəɐntvʊərdə
ly	lɛɪ
logistiek	lʊəxəstik
sorgeloos	sɔrxəlʊəs
Wêreldbiddag	væːrəltbədɐx
wildveilings	vəltfɛɪləŋs
middagslapie	mədɐxslɑːpi
sojaboon	sʊəjɐbʊən
allemintige	ɐləməntəxə
onderdruktes	ɔnərdrœktəs
Almagtig	ɐlmɐxtəx
sous	səʊs
tuismaak	tøysmɑːk
snytjies	snɛɪcis
omkopery	ɔmkʊəpərɛɪ
verassing	fərɐsəŋ
vernou	fərnəʊ
Ubuntu	ybœnty
gestop	xəstɔp
paleis	pɐlɛɪs
Roundup	rəʊndœp
Koor	kʊər
dié	di
stywer	stɛɪvər
kussing	kœsəŋ
geykte	xəɛɪktə
reaksies	riɐksis
honger	hɔŋər
belydenisskrif	bəlɛɪdənəsskrəf
gedetaileerde	xədiːtɛɪliərdə
uitvinding	øytfəndəŋ
Emmerson	ɛmərsɔn
uitspele	øytspiələ
huurmotor	hyrmʊətər
kitsoplossings	kətsɔplɔsəŋs
verskerp	fərskærp
agteroor	ɐxtərʊər
Schubert	ʃubərt
psigiater	sixiɑːtər
karikatuur	kɐrikɐtyr
Arme	ɐrmə
gemeenskapsradiostasie	xəmiənskɐpsrɑːdiuːstɑːsi
Ooreenkomstig	ʊəriəŋkɔmstəx
Rooibostee	rʊɪbɔstiə
belastinggeld	bəlɐstəŋxælt
bloeddorstige	bludɔrstəxə
sappig	sɐpəx
gewas	xəvɐs
dubbele	dœbələ
velletjie	fælici
sooo	sʊəʊə
veroorsaak	fərʊərsɑːk
leerstellinge	liərstæləŋə
HT	hɑːtiə
verwurging	fərvœrxəŋ
Levin	ləfən
wêreldbevolking	væːrəltbəfɔlkəŋ
Baines	baɪnəs
Stad	stɐt
opvolg	ɔpfɔlx
Uitstallers	øytstɐlərs
soewereine	suvərɛɪnə
Studente	stydɛntə
Gevangenis	xəfɐŋənəs
ondubbelsinnige	ɔndœbəlsənəxə
edel	iədəl
uitgemaak	øytxəmɑːk
Braamfontein	brɑːmfɔntɛɪn
Opdrag	ɔpdrɐx
V	fiə
onwankelbare	ɔnvɐŋkəlbɑːrə
doodslaan	dʊətslɑːn
goudmyn	xəʊtmɛɪn
treffers	trɛfərs
Onbeskaamd	ɔnbəskɑːmt
krimineel	krəməniəl
Redakteursbrief	rədɐktøərsbrif
meemaak	miəmɑːk
effe	ɛfə
visekanselier	fisikɑ̃nsəliːr
goede	xudə
insuig	ənsøyx
FNB	ɛfɛnbiə
must	mœst
oproer	ɔpruːr
lugpyp	lœxpɛɪp
stormloop	stɔrəmlʊəp
Vuur	fyr
gedempte	xədɛmptə
afronding	ɐfrɔndəŋ
gesondheidskwessies	xəsɔnthɛɪtskwɛsis
handjie	haɪŋci
Miena	minɐ
vervullend	fərfœlənt
gestil	xəstəl
flap	flɐp
uittrap	øyttrɐp
aankomelinge	ɑːŋkʊəmələŋə
verskuil	fərskøyl
IT	ət
Wildeklawer	vəldəklɑːvər
selfopgelegde	sælfɔpxəlæxdə
Vakansiegangers	fəkɐnsixɐŋərs
bar	bɐr
teater	tiɑːtər
Ligte	ləxtə
uitgekryt	øytxəkrɛɪt
Nationale	nɑːtiʊənɑːlə
kannibalisme	kɐnibɐləsmə
aspirasies	ɐspirɑːsis
geldjie	xælci
koronêre	kʊərʊənæːrə
druppel	drœpəl
afgestorwenes	ɐfxəstɔrvənəs
Gloria	ɡlɔːriɐ
marxistiese	mɐrksəstisə
Historiese	histʊərisə
verantwoording	fərɐntvʊərdəŋ
sonbruin	sɔnbrøyn
losskakel	lɔskɑːkəl
gare	xɑːrə
Nansen	nɑːnsən
ruïneer	ryiniər
bestaande	bəstɑːndə
dobbelary	dɔbəlɐrɛɪ
oondrooster	ʊəntrʊəstər
Impak	əmpɐk
gegrens	xəxrẽns
Oesdag	usdɐx
Eerder	iərdər
Opuwo	ɔpyvu
hierdie	hirdi
kombuis	kɔmbøys
Bloubaard	bləʊbɑːrt
uitdunne	øytdœnə
teksgedeelte	tɛksxədiəltə
predikant	priədəkɐnt
Hawies	hɑːvis
KWV	kɑːviəfiə
Learn	liəɐrən
Gesoute	xəsəʊtə
etiketteer	ɛtikɛtiər
Connect	kɔnəkt
kasteel	kɐstiəl
korrupte	kurœptə
VAE	fɑː
Cottages	kɔtɑːxəs
hut	hœt
Prix	prəks
immorele	əmʊəriələ
Clarens	klɑːrəns
memory	mɛmurɛɪ
geïgnoreer	xəixnuriər
Tomas	tʊəmɐs
medestudente	miədəstydɛntə
droogtes	drʊəxtəs
kommunikasiekanale	kɔmynikɑːsikɐnɑːlə
druif	drøyf
hofverskyning	hɔffərskɛɪnəŋ
Depressie	diprɛsi
mette	mɛtə
malvalekker	mɐlfɐlækər
habitat	hɑːbitɐt
Alkohol	ɐlkuɔl
kêrel	kæːrəl
Fox	fɔks
klerke	klærkə
wyle	vɛɪlə
skaamteloos	skɑːmtəlʊəs
geminag	xəmənɐx
