Зенги	zˈɛŋɡɪ
светлосном	svˈɛtlosnom
мултимедијални	mˈultɪmˌɛdɪjˌɐlnɪ
мишићна	mˈiʃɪt͡ɕnɐ
Паре	pˈɑrɛ
пре	prˈɛ
воћарству	vˈot͡ɕɑrstvʊ
рудари	rˈudɑrɪ
мрачних	mrˈat͡ʃnɪh
зечева	zˈɛt͡ʃɛvɐ
продукте	prˈodʊktɛ
покајања	pˈokɑjˌɐɲɐ
сломио	slˈomɪo
очевој	ˈot͡ʃɛvoj
каплар	kˈaplɑr
Моћ	mˈot͡ɕ
пигменте	pˈiɡmɛntɛ
Детроита	dˈɛtroˌɪtɐ
окрутним	ˈokrʊtnɪm
стизали	stˈizɐlɪ
артроза	ˈɑrtrozɐ
Процедура	prˈot͡sɛdˌʊrɐ
дође	dˈod͡ʑɛ
Глазгов	ɡlˈazɡov
Градитељи	ɡrˈadɪtˌɛʎɪ
обезбедити	ˈobɛzbˌɛdɪtɪ
Мадриду	mˈadrɪdʊ
Свакодневни	svˈakodnˌɛvnɪ
порицање	pˈorɪt͡sˌɐɲe
шокирани	ʃˈokɪrˌɐnɪ
репресију	rˈɛprɛsˌɪjʊ
ЕРУ	ˈɛrʊ
чему	t͡ʃˈɛmʊ
градска	ɡrˈatskɐ
ретком	rˈɛtkom
предње	prˈɛdɲe
атеросклерозе	ˈatɛrˌosklɛrˌozɛ
Видак	vˈidɐk
деоничара	dˈɛonˌɪt͡ʃɑrɐ
Издат	ˈizdɐt
шпанско	ʃpˈansko
тријумфовао	trˈijʊmfˌovɐo
Епархијског	ˈɛpɑrhˌɪjskoɡ
бродске	brˈotskɛ
оснивач	ˈosnɪvɐt͡ʃ
успомене	ˈuspomˌɛnɛ
Резерват	rˈɛzɛrvɐt
поштеде	pˈoʃtɛdɛ
Розберг	rˈozbɛrɡ
ограђена	ˈoɡrɐd͡ʑˌɛnɐ
заједничком	zˈɑjednˌɪt͡ʃkom
образовањем	ˈobrɐzˌovɐɲem
најраспрострањенијих	nˈɑjrɐsprˌostrɐɲˌenɪjɪh
спроводила	sprˈovodˌɪlɐ
нетачним	nˈɛtɐt͡ʃnɪm
валуту	vˈalʊtʊ
просветитељство	prˈosvɛtˌɪtɛʎstvo
званог	zvˈanoɡ
опекама	ˈopɛkˌɐmɐ
диференцијација	dˈifɛrˌɛnt͡sɪjˌɐt͡sɪjɐ
Основну	ˈosnovnʊ
штеточине	ʃtˈɛtot͡ʃˌɪnɛ
боксерског	bˈoksɛrskoɡ
индивидуе	ˈindɪvˌɪdʊɛ
ДЈ	dˈəjˌə
ABC	ˈabˌət͡sˌə
романским	rˈomɐnskɪm
Погачар	pˈoɡɐt͡ʃɑr
алпских	ˈalpskɪh
Катарина	kˈatɑrˌɪnɐ
напредном	nˈaprɛdnom
јачала	jˈat͡ʃɐlɐ
попунили	pˈopʊnˌɪlɪ
реши	rˈɛʃɪ
раставе	rˈastɐvɛ
скелет	skˈɛlɛt
дечијих	dˈɛt͡ʃɪjɪh
Бојић	bˈojɪt͡ɕ
личне	lˈit͡ʃnɛ
тропској	trˈopskoj
Еволуција	ˈɛvolˌʊt͡sɪjɐ
дизајнирани	dˈizɑjnˌɪrɐnɪ
уређивао	ˈurɛd͡ʑˌɪvɐo
величину	vˈɛlɪt͡ʃˌɪnʊ
енерџи	ˈɛnɛrd͡ʒɪ
херојски	xˈɛrojskɪ
усташе	ˈustɐʃɛ
гледа	ɡlˈɛdɐ
филтерима	fˈiltɛrˌɪmɐ
Бирд	bˈird
редов	rˈɛdov
Адолфа	ˈadolfɐ
Осовине	ˈosovˌɪnɛ
Data	dˈatɐ
духовитих	dˈuhovˌɪtɪh
сударио	sˈudɑrˌɪo
Рибник	rˈibnɪk
израсти	ˈizrɐstɪ
ношени	nˈoʃɛnɪ
валвуле	vˈalvʊlɛ
привођења	prˈivod͡ʑˌɛɲɐ
искоришћавају	ˈiskorˌɪʃt͡ɕɐvˌɑjʊ
одлуком	ˈodlʊkom
претњи	prˈɛtɲɪ
Оријент	ˈorɪjent
Родолфо	rˈodolfo
Индустрија	ˈindʊstrˌɪjɐ
фирма	fˈirmɐ
наставне	nˈastɐvnɛ
Плаза	plˈazɐ
Хајек	xˈɑjek
једру	jˈedrʊ
Отисак	ˈotɪsɐk
порушено	pˈorʊʃˌɛno
освоји	ˈosvojɪ
вису	vˈisʊ
Влашки	vlˈaʃkɪ
дуго	dˈuɡo
тону	tˈonʊ
Статистички	stˈatɪstˌɪt͡ʃkɪ
Зака	zˈakɐ
сукобљавања	sˈukobʎˌɐvɐɲɐ
протесте	prˈotɛstɛ
убица	ˈubɪt͡sɐ
џип	d͡ʒˈip
Дамаска	dˈamɐskɐ
Алфа	ˈalfɐ
пупољака	pˈupoʎˌɐkɐ
освежавања	ˈosvɛʒˌɐvɐɲɐ
свитака	svˈitɐkɐ
динамичких	dˈinɐmˌɪt͡ʃkɪh
Бенфике	bˈɛnfɪkɛ
ДФЈ	dˈəfˌəjˌə
ширих	ʃˈirɪh
ефикасност	ˈɛfɪkˌɐsnost
известила	ˈizvɛstˌɪlɐ
Челинац	t͡ʃˈɛlɪnɐt͡s
посече	pˈosɛt͡ʃɛ
идејног	ˈidejnoɡ
придобију	prˈidobˌɪjʊ
тамнији	tˈamnɪjɪ
ограничењу	ˈoɡrɐnˌɪt͡ʃɛɲʊ
Пиреју	pˈirejʊ
живописа	ʒˈivopˌɪsɐ
Набу	nˈabʊ
жупани	ʒˈupɐnɪ
хлорид	xlˈorɪd
обележавању	ˈobɛlˌɛʒɐvˌɐɲʊ
паркета	pˈɑrkɛtɐ
кајсије	kˈɑjsɪje
најквалитетнији	nˈɑjkvɐlˌɪtɛtnˌɪjɪ
уморни	ˈumornɪ
Чедомир	t͡ʃˈɛdomɪr
Бартона	bˈɑrtonɐ
Окосница	ˈokosnˌɪt͡sɐ
Социјална	sˈot͡sɪjˌɐlnɐ
сјевероисточном	sjˈevɛrˌoɪstˌot͡ʃnom
уопштена	ˈuopʃtˌɛnɐ
округлу	ˈokrʊɡlʊ
инструктора	ˈinstrʊktˌorɐ
јефтино	jˈeftɪno
врањски	vrˈaɲskɪ
трупом	trˈupom
нападачем	nˈapɐdˌɐt͡ʃɛm
Павлу	pˈavlʊ
прогестерона	prˈoɡɛstˌɛronɐ
учитељске	ˈut͡ʃɪtˌɛʎskɛ
утицајним	ˈutɪt͡sˌɑjnɪm
Месечева	mˈɛsɛt͡ʃˌɛvɐ
зимска	zˈimskɐ
Богородичиног	bˈoɡorˌodɪt͡ʃˌɪnoɡ
контакта	kˈontɐktɐ
РЦ	rˈət͡sˌə
срамно	srˈamno
подређени	pˈodrɛd͡ʑˌɛnɪ
кружних	krˈuʒnɪh
машинску	mˈaʃɪnskʊ
датотекама	dˈatotˌɛkɐmɐ
Симеон	sˈimɛon
најмањих	nˈɑjmɐɲɪh
примерцима	prˈimɛrt͡sˌɪmɐ
радом	rˈadom
мукама	mˈukɐmɐ
Рикардо	rˈikɑrdo
странка	strˈaŋkɐ
дефанзивног	dˈɛfɐnzˌɪvnoɡ
голих	ɡˈolɪh
Пупина	pˈupɪnɐ
Говорио	ɡˈovorˌɪo
одвајањем	ˈodvɑjˌɐɲem
стандардни	stˈandɑrdnɪ
Medicine	mˈɛdɪt͡sˌɪnɛ
поправкама	pˈoprɐfkˌɐmɐ
HTTP	xˈətˌətˌəpˌə
се	sˈɛ
исекли	ˈisɛklɪ
ЖОК	ʒˈok
садашња	sˈadɐʃɲɐ
Компликације	kˈomplɪkˌɐt͡sɪje
Малту	mˈaltʊ
примесама	prˈimɛsˌɐmɐ
криве	krˈivɛ
истовремену	ˈistovrˌɛmɛnʊ
Развијају	rˈazvɪjˌɑjʊ
техно	tˈɛhno
мишеве	mˈiʃɛvɛ
контроверза	kˈontrovˌɛrzɐ
Дјеца	djˈet͡sɐ
искориштавања	ˈiskorˌɪʃtɐvˌɐɲɐ
усудила	ˈusʊdˌɪlɐ
невероватног	nˈɛvɛrˌovɐtnoɡ
војвоткиње	vˈojvotkˌɪɲe
сировинама	sˈirovˌɪnɐmɐ
чобанин	t͡ʃˈobɐnɪn
престижно	prˈɛstɪʒno
предложено	prˈɛdloʒˌɛno
битном	bˈitnom
основи	ˈosnovɪ
утемељивач	ˈutɛmˌɛʎɪvɐt͡ʃ
гестова	ɡˈɛstovɐ
канарда	kˈanɑrdɐ
издате	ˈizdɐtɛ
Фрање	frˈaɲe
нормалан	nˈormɐlɐn
Прозорски	prˈozorskɪ
хирургију	xˈirʊrɡˌɪjʊ
Абелове	ˈabɛlˌovɛ
неустрашив	nˈɛʊstrˌɐʃɪv
би	bˈi
лимунске	lˈimʊnskɛ
Балдо	bˈaldo
Врха	vrhˈa
Београдској	bˈɛoɡrˌɐtskoj
животном	ʒˈivotnom
револуционарној	rˈɛvolˌʊt͡sɪˌonɑrnoj
гони	ɡˈonɪ
мотору	mˈotorʊ
бродоградња	brˈodoɡrˌɐdɲɐ
знаменитости	znˈamɛnˌɪtostɪ
повезану	pˈovɛzˌɐnʊ
регрутације	rˈɛɡrʊtˌɐt͡sɪje
капуте	kˈapʊtɛ
опредељењу	ˈoprɛdˌɛʎeɲʊ
изграђена	ˈizɡrɐd͡ʑˌɛnɐ
потпорног	pˈotpornoɡ
разлаза	rˈazlɐzɐ
објављивањем	ˈobjɐvljˌɪvɐɲem
нападу	nˈapɐdʊ
освоје	ˈosvoje
неуморно	nˈɛʊmˌorno
Неке	nˈɛkɛ
рашири	rˈaʃɪrɪ
одвојене	ˈodvojˌenɛ
набрајања	nˈabrɑjˌɐɲɐ
исписана	ˈispɪsˌɐnɐ
КНА	knˈa
суверену	sˈuvɛrˌɛnʊ
формати	fˈormɐtɪ
означених	ˈoznɐt͡ʃˌɛnɪh
Чисти	t͡ʃˈistɪ
Деоница	dˈɛonˌɪt͡sɐ
тржиште	trʒˈiʃtɛ
Бесарабији	bˈɛsɑrˌɐbɪjɪ
заједничких	zˈɑjednˌɪt͡ʃkɪh
енклава	ˈɛŋklɐvɐ
Алтернатива	ˈaltɛrnˌɐtɪvɐ
вртлога	vrtlˈoɡɐ
јe	je
безбедност	bˈɛzbɛdnost
нервна	nˈɛrvnɐ
дијаспора	dˈijɐspˌorɐ
разлагањем	rˈazlɐɡˌɐɲem
Хорхеа	xˈorhɛɐ
хитове	xˈitovɛ
стари	stˈɑrɪ
племићем	plˈɛmɪt͡ɕɛm
статичких	stˈatɪt͡ʃkɪh
престају	prˈɛstɑjʊ
изложбени	ˈizloʒbˌɛnɪ
нарочита	nˈɑrot͡ʃˌɪtɐ
отпочели	ˈotpot͡ʃˌɛlɪ
јерменским	jˈermɛnskɪm
истим	ˈistɪm
поновно	pˈonovno
довршено	dˈovrʃɛno
девојчицу	dˈɛvojt͡ʃˌɪt͡sʊ
смирио	smˈirɪo
хришћанством	xrˈiʃt͡ɕɐnstvom
одустаје	ˈodʊstˌɑje
Добром	dˈobrom
Организациони	ˈorɡɐnˌɪzɐt͡sˌɪonɪ
Крсташка	krstˈaʃkɐ
Степинац	stˈɛpɪnɐt͡s
Обавештајне	ˈobɐvˌɛʃtɑjnɛ
Med	mˈɛd
Лепосаву	lˈɛposˌɐvʊ
вешала	vˈɛʃɐlɐ
најезда	nˈɑjezdɐ
предвиђања	prˈɛdvɪd͡ʑˌɐɲɐ
инсталације	ˈinstɐlˌɐt͡sɪje
преплављен	prˈɛplɐvljen
мишићи	mˈiʃɪt͡ɕɪ
неминовно	nˈɛmɪnˌovno
Дачић	dˈat͡ʃɪt͡ɕ
материјална	mˈatɛrˌɪjɐlnɐ
Јаки	jˈakɪ
непријатељству	nˈɛprɪjˌɐtɛʎstvʊ
љуска	ʎˈuskɐ
Габријела	ɡˈabrɪjˌelɐ
заметака	zˈamɛtˌɐkɐ
Темзи	tˈɛmzɪ
правилну	prˈavɪlnʊ
Заплање	zˈaplɐɲe
Разуме	rˈazʊmɛ
прерађена	prˈɛrɐd͡ʑˌɛnɐ
Католичкој	kˈatolˌɪt͡ʃkoj
оперисан	ˈopɛrˌɪsɐn
микрофони	mˈikrofˌonɪ
услужни	ˈuslʊʒnɪ
чекање	t͡ʃˈɛkɐɲe
упознале	ˈupoznˌɐlɛ
Осман	ˈosmɐn
Имале	ˈimɐlɛ
Алжира	ˈalʒɪrɐ
Готам	ɡˈotɐm
палатом	pˈalɐtom
ослабљено	ˈoslɐbʎˌeno
губилиште	ɡˈubɪlˌɪʃtɛ
семантике	sˈɛmɐntˌɪkɛ
усамљенички	ˈusɐmʎˌenɪt͡ʃkɪ
вакцине	vˈakt͡sɪnɛ
умом	ˈumom
ужег	ˈuʒɛɡ
NBA	nbˈa
гаранције	ɡˈɑrɐnt͡sˌɪje
варирале	vˈɑrɪrˌɐlɛ
учи	ˈut͡ʃɪ
модификован	mˈodɪfˌɪkovɐn
сложеног	slˈoʒɛnoɡ
прегревања	prˈɛɡrɛvˌɐɲɐ
Боса	bˈosɐ
ријетко	rˈijetko
прошири	prˈoʃɪrɪ
дефиле	dˈɛfɪlɛ
Постали	pˈostɐlɪ
гусаре	ɡˈusɑrɛ
заосталост	zˈaostˌɐlost
катастрофалних	kˈatɐstrˌofɐlnɪh
Израђен	ˈizrɐd͡ʑɛn
састајалиште	sˈastɑjˌɐlɪʃtɛ
аристократских	ˈɑrɪstˌokrɐtskɪh
Константиновић	kˈonstɐntˌɪnovɪt͡ɕ
Родриго	rˈodrɪɡo
цилиндри	t͡sˈilɪndrɪ
престола	prˈɛstolɐ
прељубе	prˈɛʎʊbɛ
групације	ɡrˈupɐt͡sˌɪje
подсећање	pˈotsɛt͡ɕˌɐɲe
Давор	dˈavor
моћнијих	mˈot͡ɕnɪjɪh
одлучујућих	ˈodlʊt͡ʃˌʊjʊt͡ɕɪh
регуларне	rˈɛɡʊlˌɑrnɛ
посматрању	pˈosmɐtrˌɐɲʊ
скакање	skˈakɐɲe
Јасна	jˈasnɐ
однесе	ˈodnɛsɛ
Јункерс	jˈuŋkɛrs
Медаљу	mˈɛdɐʎʊ
Енглеској	ˈɛŋɡlɛskoj
Мајор	mˈɑjor
обрађен	ˈobrɐd͡ʑɛn
Ускопље	ˈuskopʎe
колоније	kˈolonˌɪje
размештај	rˈazmɛʃtɑj
распоређена	rˈasporˌɛd͡ʑɛnɐ
Јужном	jˈuʒnom
Винстон	vˈinston
разлику	rˈazlɪkʊ
преводом	prˈɛvodom
Сабља	sˈabʎɐ
погрдно	pˈoɡrdno
Аустроугара	ˈaʊstrˌo͡ʊɡɑrɐ
грбовник	ɡrbˈovnɪk
форми	fˈormɪ
осамдесетих	ˈosɐmdˌɛsɛtɪh
палета	pˈalɛtɐ
уздигла	ˈuzdɪɡlɐ
ау	ˈaʊ
Насловну	nˈaslovnʊ
амбасаду	ˈambɐsˌɐdʊ
Мајо	mˈɑjo
Штурм	ʃtˈurm
ванбрачни	vˈanbrɐt͡ʃnɪ
Балтимор	bˈaltɪmor
изједначи	ˈizjednˌɐt͡ʃɪ
представљен	prˈɛtstɐvljen
експлодира	ˈɛksplodˌɪrɐ
Новчанице	nˈoft͡ʃɐnˌɪt͡sɛ
награђиване	nˈaɡrɐd͡ʑˌɪvɐnɛ
Сигмунд	sˈiɡmʊnd
карловачке	kˈɑrlovˌɐt͡ʃkɛ
приказивале	prˈikɐzˌɪvɐlɛ
La	lˈa
севдалинке	sˈɛvdɐlˌɪŋkɛ
трансформације	trˈansformˌɐt͡sɪje
житеља	ʒˈitɛʎɐ
злочинаца	zlˈot͡ʃɪnˌɐt͡sɐ
Јапанци	jˈapɐnt͡sɪ
аспирације	ˈaspɪrˌɐt͡sɪje
Камехамеха	kˈamɛhˌɐmɛhɐ
Педагошког	pˈɛdɐɡˌoʃkoɡ
Бундеслиги	bˈundɛslˌɪɡɪ
храмовне	xrˈamovnɛ
Бразилу	brˈazɪlʊ
Кирил	kˈirɪl
Иваниш	ˈivɐnɪʃ
одвајања	ˈodvɑjˌɐɲɐ
Дејзи	dˈejzɪ
микроархитектуре	mˈikroˌɑrhɪtˌɛktʊrɛ
седиментним	sˈɛdɪmˌɛntnɪm
сећала	sˈɛt͡ɕɐlɐ
дипломате	dˈiplomˌɐtɛ
спољних	spˈoʎnɪh
сналазе	snˈalɐzɛ
ротира	rˈotɪrɐ
проклетство	prˈoklɛtstvo
Ланкастера	lˈaŋkɐstˌɛrɐ
рањене	rˈaɲenɛ
Архилох	ˈɑrhɪloh
Кентаки	kˈɛntɐkɪ
размјера	rˈazmjerɐ
Плутона	plˈutonɐ
мењало	mˈɛɲɐlo
воћа	vˈot͡ɕɐ
Границу	ɡrˈanɪt͡sʊ
имунизација	ˈimʊnˌɪzɐt͡sˌɪjɐ
преноће	prˈɛnot͡ɕɛ
Ха	xˈa
опремљеном	ˈoprɛmʎˌenom
Кошутњак	kˈoʃʊtɲɐk
успостављању	ˈuspostˌɐvljɐɲʊ
дугогодишњем	dˈuɡoɡˌodɪʃɲem
Консеквентно	kˈonsɛkvˌɛntno
букових	bˈukovɪh
Јединство	jˈedɪnstvo
иконографски	ˈikonˌoɡrɐfskɪ
Анастазија	ˈanɐstˌɐzɪjɐ
двадесетој	dvˈadɛsˌɛtoj
Марјановић	mˈɑrjɐnˌovɪt͡ɕ
Обред	ˈobrɛd
изреке	ˈizrɛkɛ
Тихог	tˈihoɡ
импулсе	ˈimpʊlsɛ
Мастерсу	mˈastɛrsʊ
малтерисана	mˈaltɛrˌɪsɐnɐ
рекорди	rˈɛkordɪ
економској	ˈɛkonˌomskoj
неправилно	nˈɛprɐvˌɪlno
Приморске	prˈimorskɛ
ликовног	lˈikovnoɡ
осредње	ˈosrɛdɲe
Војиновић	vˈojɪnˌovɪt͡ɕ
производне	prˈoɪzvˌodnɛ
увозних	ˈuvoznɪh
заклињали	zˈaklɪɲˌɐlɪ
размисли	rˈazmɪslɪ
краљицом	krˈaʎɪt͡som
стајао	stˈɑjɐo
структуралне	strˈuktʊrˌɐlnɛ
пуцајући	pˈut͡sɑjˌʊt͡ɕɪ
везан	vˈɛzɐn
ископано	ˈiskopˌɐno
картон	kˈɑrton
остварујући	ˈostvɑrˌʊjʊt͡ɕɪ
дивљом	dˈivljom
Рог	rˈoɡ
откривши	ˈotkrɪfʃɪ
Адриан	ˈadrɪɐn
Ишла	ˈiʃlɐ
лежишту	lˈɛʒɪʃtʊ
прегледачи	prˈɛɡlɛdˌɐt͡ʃɪ
лажни	lˈaʒnɪ
Виолета	vˈiolˌɛtɐ
мушке	mˈuʃkɛ
најбогатије	nˈɑjboɡˌɐtɪje
Већи	vˈɛt͡ɕɪ
Ангола	ˈaŋɡolɐ
воли	vˈolɪ
објашњења	ˈobjɐʃɲˌeɲɐ
Франциском	frˈant͡sɪskom
Светског	svˈɛtskoɡ
обруча	ˈobrʊt͡ʃɐ
Реактор	rˈɛɐktor
Причало	prˈit͡ʃɐlo
једрилицама	jˈedrɪlˌɪt͡sɐmɐ
врелом	vrˈɛlom
Сполета	spˈolɛtɐ
шикаре	ʃˈikɑrɛ
трбуха	trbˈuhɐ
играчицу	ˈiɡrɐt͡ʃˌɪt͡sʊ
диференцијације	dˈifɛrˌɛnt͡sɪjˌɐt͡sɪje
француској	frˈant͡sʊskoj
револуционаран	rˈɛvolˌʊt͡sɪˌonɑrɐn
критеријуму	krˈitɛrˌɪjʊmʊ
орбитале	ˈorbɪtˌɐlɛ
Солуна	sˈolʊnɐ
Полимља	pˈolɪmʎɐ
Гуја	ɡˈujɐ
Константиновом	kˈonstɐntˌɪnovom
Босни	bˈosnɪ
пушта	pˈuʃtɐ
возећи	vˈozɛt͡ɕɪ
ОУН	ˈo͡ʊn
Савезницима	sˈavɛznˌɪt͡sɪmɐ
Часлава	t͡ʃˈaslɐvɐ
Лорена	lˈorɛnɐ
равничарског	rˈavnɪt͡ʃˌɑrskoɡ
Фигаро	fˈiɡɑro
Ђорђевић	d͡ʑˈord͡ʑɛvɪt͡ɕ
неизбрисив	nˈɛɪzbrˌɪsɪv
Конструкција	kˈonstrʊkt͡sˌɪjɐ
реквизите	rˈɛkvɪzˌɪtɛ
изградње	ˈizɡrɐdɲe
Ло	lˈo
очајничком	ˈot͡ʃɑjnˌɪt͡ʃkom
лоптастог	lˈoptɐstoɡ
Подједнако	pˈodjednˌɐko
натерао	nˈatɛrˌɐo
Висарион	vˈisɑrˌɪon
настањују	nˈastɐɲˌʊjʊ
сјевера	sjˈevɛrɐ
континент	kˈontɪnɛnt
Почетне	pˈot͡ʃɛtnɛ
паника	pˈanɪkɐ
погинулих	pˈoɡɪnˌʊlɪh
доминацију	dˈomɪnˌɐt͡sɪjʊ
Милешеве	mˈilɛʃˌɛvɛ
размјена	rˈazmjenɐ
критиком	krˈitɪkom
камеру	kˈamɛrʊ
пријемној	prˈijemnoj
одсече	ˈotsɛt͡ʃɛ
директорком	dˈirɛktˌorkom
оперативним	ˈopɛrˌɐtɪvnɪm
јурили	jˈurɪlɪ
разврстане	rˈazvrstɐnɛ
вампире	vˈampɪrɛ
атара	ˈatɑrɐ
Домицијан	dˈomɪt͡sˌɪjɐn
изјавило	ˈizjɐvˌɪlo
малопродају	mˈaloprˌodɑjʊ
успостављен	ˈuspostˌɐvljen
Савинац	sˈavɪnɐt͡s
страница	strˈanɪt͡sɐ
родоначелника	rˈodonˌɐt͡ʃɛlnˌɪkɐ
игуманија	ˈiɡʊmˌɐnɪjɐ
Food	fˈood
нематеријално	nˈɛmɐtˌɛrɪjˌɐlno
Мондријан	mˈondrɪjɐn
анатомским	ˈanɐtˌomskɪm
библиотеке	bˈiblɪˌotɛkɛ
страственог	strˈastvɛnoɡ
Компресор	kˈomprɛsor
уредништвом	ˈurɛdnˌɪʃtvom
Миладина	mˈilɐdˌɪnɐ
гејша	ɡˈejʃɐ
коме	kˈomɛ
одиграла	ˈodɪɡrˌɐlɐ
предвидео	prˈɛdvɪdˌɛo
Брив	brˈiv
Саром	sˈɑrom
надморском	nˈadmorskom
присутних	prˈisʊtnɪh
улов	ˈulov
покрајину	pˈokrɑjˌɪnʊ
саобраћајном	sˈaobrˌɐt͡ɕɑjnom
сина	sˈinɐ
чаура	t͡ʃˈaʊrɐ
Теа	tˈɛɐ
додељивао	dˈodɛʎˌɪvɐo
снабдевача	snˈabdɛvˌɐt͡ʃɐ
Дејл	dˈejl̩
крши	krʃˈi
напоре	nˈaporɛ
електроде	ˈɛlɛktrˌodɛ
омеђен	ˈomɛd͡ʑɛn
заузели	zˈaʊzˌɛlɪ
сиромашнији	sˈiromˌɐʃnɪjɪ
Издаје	ˈizdɑje
прваке	prvˈakɛ
заобљену	zˈaobʎˌenʊ
супротстављају	sˈuprotstˌɐvljɑjʊ
Селтикса	sˈɛltɪksɐ
додате	dˈodɐtɛ
запажен	zˈapɐʒɛn
мраку	mrˈakʊ
докази	dˈokɐzɪ
Играло	ˈiɡrɐlo
таласом	tˈalɐsom
дворац	dvˈorɐt͡s
стрмог	strmˈoɡ
сачуваној	sˈat͡ʃʊvˌɐnoj
Нормана	nˈormɐnɐ
учионица	ˈut͡ʃɪˌonɪt͡sɐ
Шанац	ʃˈanɐt͡s
дивљења	dˈivljeɲɐ
нумеричком	nˈumɛrˌɪt͡ʃkom
победама	pˈobɛdˌɐmɐ
конструкција	kˈonstrʊkt͡sˌɪjɐ
предлагала	prˈɛdlɐɡˌɐlɐ
Шри	ʃrˈi
Јанковића	jˈaŋkovˌɪt͡ɕɐ
Сицилији	sˈit͡sɪlˌɪjɪ
кобна	kˈobnɐ
вршила	vrʃˈilɐ
Западом	zˈapɐdom
Машинском	mˈaʃɪnskom
постаменту	pˈostɐmˌɛntʊ
тренерским	trˈɛnɛrskɪm
споредним	spˈorɛdnɪm
Амар	ˈamɑr
поморства	pˈomorstvɐ
Галић	ɡˈalɪt͡ɕ
Свон	svˈon
показало	pˈokɐzˌɐlo
дубљим	dˈubʎɪm
контракцијом	kˈontrɐkt͡sˌɪjom
Албаније	ˈalbɐnˌɪje
куповао	kˈupovˌɐo
кожном	kˈoʒnom
мољци	mˈoʎt͡sɪ
Соре	sˈorɛ
задржане	zˈadrʒɐnɛ
раковима	rˈakovˌɪmɐ
Предрагом	prˈɛdrɐɡom
газдинства	ɡˈazdɪnstvɐ
пређашњих	prˈɛd͡ʑɐʃɲɪh
првенца	prvˈɛnt͡sɐ
резервисане	rˈɛzɛrvˌɪsɐnɛ
Неретви	nˈɛrɛtvɪ
снимањем	snˈimɐɲem
Цељу	t͡sˈɛʎʊ
складишни	sklˈadɪʃnɪ
оптерећење	ˈoptɛrˌɛt͡ɕɛɲe
Петља	pˈɛtʎɐ
уграђују	ˈuɡrɐd͡ʑˌʊjʊ
почињале	pˈot͡ʃɪɲˌɐlɛ
Мерида	mˈɛrɪdɐ
испричао	ˈisprɪt͡ʃˌɐo
интервјуа	ˈintɛrvjˌʊɐ
Квинси	kvˈinsɪ
заставица	zˈastɐvˌɪt͡sɐ
Фуџи	fˈud͡ʒɪ
капута	kˈapʊtɐ
апсорбован	ˈapsorbˌovɐn
најмасовнији	nˈɑjmɐsˌovnɪjɪ
донесе	dˈonɛsɛ
еврозоне	ˈɛvrozˌonɛ
најпопуларнијим	nˈɑjpopˌʊlɑrnˌɪjɪm
полукругу	pˈolʊkrˌʊɡʊ
злом	zlˈom
Текија	tˈɛkɪjɐ
пјевају	pjˈevɑjʊ
лучног	lˈut͡ʃnoɡ
ГРУБ	ɡrˈub
Анастасија	ˈanɐstˌɐsɪjɐ
Кратак	krˈatɐk
Лејси	lˈejsɪ
косовске	kˈosofskɛ
минималних	mˈinɪmˌɐlnɪh
маркиз	mˈɑrkɪz
заокрета	zˈaokrˌɛtɐ
Розете	rˈozɛtɛ
стартну	stˈɑrtnʊ
адаптацијама	ˈadɐptˌɐt͡sɪjˌɐmɐ
буџета	bˈud͡ʒɛtɐ
Турчин	tˈurt͡ʃɪn
was	vˈas
партизанске	pˈɑrtɪzˌɐnskɛ
крсте	krstˈɛ
фабрички	fˈabrɪt͡ʃkɪ
спољној	spˈoʎnoj
Социјалистичке	sˈot͡sɪjˌɐlɪstˌɪt͡ʃkɛ
масног	mˈasnoɡ
занату	zˈanɐtʊ
укрштањем	ˈukrʃtɐɲem
Међународну	mˈɛd͡ʑʊnˌɑrodnʊ
Хабзбурга	xˈabzbʊrɡɐ
брегу	brˈɛɡʊ
обавезну	ˈobɐvˌɛznʊ
џунглама	d͡ʒˈuŋɡlɐmɐ
грнчарије	ɡrnt͡ʃˈɑrɪje
Ђиро	d͡ʑˈiro
планинара	plˈanɪnˌɑrɐ
нуди	nˈudɪ
живети	ʒˈivɛtɪ
аудиције	ˈaʊdˌɪt͡sɪje
опструкција	ˈopstrʊkt͡sˌɪjɐ
похвала	pˈohvɐlɐ
Ангелине	ˈaŋɡɛlˌɪnɛ
теореми	tˈɛorˌɛmɪ
тенкови	tˈɛŋkovɪ
искориштава	ˈiskorˌɪʃtɐvɐ
Између	ˈizmɛd͡ʑʊ
Подземни	pˈod͡ʑɛmnɪ
коалициона	kˈoɐlˌɪt͡sɪˌonɐ
чедности	t͡ʃˈɛdnostɪ
горње	ɡˈorɲe
обложена	ˈobloʒˌɛnɐ
префикс	prˈɛfɪks
мањинска	mˈaɲɪnskɐ
November	nˈovɛmbɛr
приоритетом	prˈiorˌɪtɛtom
ресорних	rˈɛsornɪh
Рашку	rˈaʃkʊ
катастру	kˈatɐstrʊ
камењем	kˈamɛɲem
истезање	ˈistɛzˌɐɲe
криву	krˈivʊ
пребивалишта	prˈɛbɪvˌɐlɪʃtɐ
божићну	bˈoʒɪt͡ɕnʊ
Скуп	skˈup
секли	sˈɛklɪ
папиром	pˈapɪrom
светиљка	svˈɛtɪʎkɐ
поштене	pˈoʃtɛnɛ
