گاڏڙ	ɡaːɖˈʌr.
آريسر	ˌaːrisˈʌr
تصنيفون	t̪ˌəʂnifˈoːn
روزانو	roːzˈaːnoː
هنري	hənˈʌri
اولاهين	ˌuːlaːhˈiːn
وڻج	ʋəɳˈʌɟ
شديد	ʃədˈiːd
ملائڻ	mˌəlaːˈɪɳ
ڊرامن	ɖˌəraːmˈʌn
جلاوطني	ɟˌəlaːoːtˈʌni
عيال	ajˈaːl
اڳڀرو	ˌaɡəbʰˈʌroː
غسان	ɣəsˈaːn
ٺاهيل	ʈʰˈaːhjal
بزرگن	bˈʊzʊɾɡn
يورپي	joːrˈʌpi
پيشڪش	pˌeːʃəkˈʌʃ
ناجائز	nˌaːɟaːˈɪz
مجيد	məɟˈiːd
داغ	dˈaːɣ
سن	sˈʌn
آزمائش	ˌaːzmaːˈɪʃ
وسيلن	ʋˌəsilˈʌn
پيوند	pjˈoːnd
تابڪاري	t̪ˌaːbkˈaːri
لک	lˈʌkʰ
سگهون	sˌəɡhˈuːn
شڪست	ʃəkˈʌst̪
وچن	ʋəcˈʌn
قسط	qˈɪst
سمجهو	sˌəməɟˈʌhoː
دروازي	dərʋˈaːzi
عبدالحق	ˌabdˌaːləhˈʌq
پلي	pˈʌli
ريشمي	reːʃˈʌmi
اهتمام	ˌahət̪mˈaːm
ڪينئان	kˌeːnˈaːn
جاٽ	ɟˈaːʈ
درجا	dˈarɟaː
آرڪيالاجيڪل	ˌaːrkjˌaːlaːɟikˈʌl
سڀا	sˈʌbʰaː
وارا	ʋˈaːraː
خراج	xərˈaːɟ
پيش	pˈeːʃ
ڪندڙ	kəndˈʌr.
دخل	dəxˈʌl
متحرڪ	mˌət̪əhərˈʌk
آيتن	ˌaːit̪ˈʌn
افاديت	ˌafaːdˈiːt̪
ڇھون	cʰəhˈoːn
ويجھو	ʋeːɟˈʌhoː
ڪلو	kˈʌloː
پوئين	poːˈiːn
دينيات	dˌeːniˈaːt
پسنديده	pˌəsndidˈʌh
امروهي	ˌamrˈoːhi
ٽيڪنيڪي	ʈˌeːknˈiːki
زرخيزي	zˌərxˈiːzi
هرچند	hərcˈʌnd
اسرائيلي	ˌasraːˈiːli
اسانجي	ˌasaːnˈʌɟi
ملاوٽ	mˌəlaːˈoːʈ
سڏجڻ	sˌəɖəɟˈʌɳ
سگھيو	sˈʌɡʰjoː
راندين	raːndˈiːn
ناتو	nˈaːt̪oː
بنگال	bənɡˈaːl
باھ	bˈaːh
اشاعتي	ˌaʃaːˈaːt̪i
فرخ	fərˈʌx
ڪپر	kəpˈʌr
تعميرات	t̪ˌaːmirˈaːt
ڪينال	keːnˈaːl
جلدي	ɟəlˈʌdi
ٻيو	bjˈoː
اسڪندر	ˌasəkəndˈʌr
مکي	mˈʌkʰi
سوڄ	sˈoːɟ
ٻڌل	bədʰˈʌl
اشارن	ˌaʃaːrˈʌn
ڪلاڪار	kˌəlaːkˈaːr
قائل	qaːˈɪl
گھڻائي	ɡʰəɳˈaːi
ووٽنگ	ʋoːʈˈʌnɡ
پليجي	pəlˈiːɟi
حسد	həsˈʌd
غلامن	ɣˌəlaːmˈʌn
عقيدي	aqˈiːdi
سوڍا	sˈoːɖʰaː
شڪلين	ʃˌəklˈiːn
بيماري	bˈeːmaːrˌiː
ٺاھيو	ʈʰˈaːhjoː
لڳندڙ	lˌəɡəndˈʌr.
اکين	akʰˈiːn
ضرورتون	zˌaruːrt̪ˈoːn
لھجو	ləhˈʌɟoː
انقلابي	ˌɪnqɪlaːbˈiː
عدالتون	ˌadaːlt̪ˈoːn
تبليغي	t̪ˌəblˈiːɣi
دستاويزن	dˌəst̪aːʋizˈʌn
هلائڻ	hˌəlaːˈɪɳ
وڙهندا	ʋˌər.əhˈʌndaː
رهندڙ	rˌəhəndˈʌr.
پيارڻ	pjaːrˈʌɳ
سوڻ	sˈoːɳ
ٿيندو	tʰˈĩːdoː
شاخون	ʃaːxˈoːn
خصوصي	xəʂˈoːʂi
جون	ɟˈoːn
روايتن	rʋˌaːit̪ˈʌn
چرين	cərˈiːn
سکيو	sˈʌkʰjoː
ڪشمڪش	kˌəʃəməkˈʌʃ
ڪرڙ	kərˈʌr.
اولاد	uːlˈaːd
ملاحن	mˌəlaːhˈʌn
برطانيا	bˌərtˈaːnjaː
سهڻو	səhˈʌɳoː
پارن	paːrˈʌn
ستابو	sˌət̪aːbˈoː
سار	sˈaːr
ڪڍي	kˈʌɖʰi
جيمز	ɟeːmˈʌz
انگريزي	ˌanɡərˈiːzi
سڃاتي	səɲˈaːt̪i
پيپر	peːpˈʌr
کاري	kʰˈaːri
گائيڊ	ɡaːˈiːɖ
گهمندو	ɡˌəhəmˈʌndoː
جاگرافيدان	ɟˌaːɡrˌaːfidˈaːn
فريئر	fˌəriˈɪr
تڪليفن	t̪ˌəklifˈʌn
درجہ	dˈarɟh
جنسي	ɟˈɪnsi
لوڻ	lˈoːɳ
خلافت	xˌəlaːfˈʌt̪
ڀوپال	bʰoːpˈaːl
ناليواري	naːljʋˈaːri
شوق	ʃˈoːq
نيوز	njˈoːz
پاڻياٺ	paːɳjˈaːʈʰ
عيسائيت	ˌaisaːˈiːt̪
نفاذ	nəfˈaːz
اپريل	apˈʌrjal
زبون	zəbˈoːn
چمپا	cˈʌmpaː
وضاحت	ʋˌəzaːhˈʌt̪
پرزائيڊنگ	pˌərzˌaːiɖˈʌnɡ
عهدي	ahˈʌdi
لکپڙهه	lˌəkʰəpˌər.əhˈʌh
ڪٺو	kˈʌʈʰoː
طبع	təbˈaː
ڇپايو	cʰəpˈaːjoː
نظرين	naʐˈarin
پت	pˈʌt̪
ميل	mˈeːl
علميت	ˌalmˈiːt̪
گهڙيو	ɡəhˈʌr.joː
برقرار	bˌərəqrˈaːr
ٽنڊوالهيار	ʈˌənɖʋaːlhjˈaːr
ياتري	jaːt̪ˈʌri
جوڙيو	ɟˈoːr.joː
شروع	ʃˈʊruː
ٿولھھ	tʰˌoːləhˈʌh
لي	lˈeː
ميرن	meːrˈʌn
وانگي	ʋˈaːnɡi
سازن	saːzˈʌn
سهولتن	sˌəhoːlət̪ˈʌn
سموري	səmˈoːri
ڳاڙهن	ɡˌaːr.əhˈʌn
تقريبن	t̪ˌəqribˈʌn
سياري	sjˈaːri
پوپٽ	poːpˈʌʈ
مور	mˈoːr
پريس	pərˈiːs
لالچند	lˌaːləcˈʌnd
موڪليل	moːkˈʌljal
بالا	bˈaːlaː
بڪين	bəkˈiːn
نگارن	nˌəɡaːrˈʌn
يمن	jəmˈʌn
واقعات	ʋaːqˈaːt̪
سگريٽ	sˌəɡrˈiːʈ
فقط	fəqˈʌt
ويد	ʋˈeːd
الزام	ˌɪlzˈaːm
آب	ˈaːb
سروس	sərˈoːs
آرڊيننس	ˌaːrɖinˈʌns
آھن	ˈaːhɪn
نوڪرن	nˌoːkərˈʌn
ڪيپٽن	kˌeːpəʈˈʌn
لاڏ	lˈaːɖ
بيڪار	bˈeːkaːr
واڌاري	ʋaːdʰˈaːri
راڳي	rˈaːɡi
رهڻي	rəhˈʌɳi
علوم	alˈoːm
گھراڻي	ɡʰərˈaːɳi
راشدي	raːʃˈʌdi
ڍڪڻ	ɖʰəkˈʌɳ
جابلو	ɟaːbˈʌloː
لائبريرين	lˌaːɪbrirˈiːn
بلڪہ	bˌələkˈʌh
قاصد	qaːʂˈʌd
مثال	məsˈaːl
پرفارم	pˌərfaːrˈʌm
هوندا	hˈũːdaː
مطلع	mətˈʌlaː
ڪٺي	kˈʌʈʰi
ص	sˈʊaːd
دوها	dˈoːhaː
سمجھن	sˌəməɟəhˈʌn
صفحو	ʂəfˈʌhoː
ظاھر	ʐaːhˈʌr
ڏوهه	ɖoːhˈʌh
باريڪ	bˈaːrik
جمالو	ɟəmˈaːloː
سلامي	səlˈaːmi
تعبير	t̪aːbˈiːr
وليج	ʋəlˈiːɟ
مجاهدن	mˌəɟaːhədˈʌn
گڏهه	ɡˌəɖəhˈʌh
هوائن	hʋaːˈɪn
ملڪن	mˌələkˈʌn
سوات	sʋˈaːt̪
قليچ	qəlˈiːc
دستاويزي	dˌəst̪aːʋˈiːzi
ماس	mˈaːs
گاج	ɡˈaːɟ
امين	amˈiːn
کنڀ	kʰənˈʌbʰ
ٻوٽا	bˈoːʈaː
شعر	ʃˈaːr
وڌي	ʋˈʌdʰi
زبان	zəbˈaːn
ڪتبخانو	kˌət̪əbxˈaːnoː
پڪڙڻ	pˌəkər.ˈʌɳ
ڊسڪ	ɖəsˈʌk
پٽاندر	pˌəʈaːndˈʌr
حڪومت	hˌəkoːmˈʌt̪
اختيار	axt̪jˈaːr
ورهين	ʋˌərhˈiːn
کاتو	kʰˈaːt̪oː
شهدادڪوٽ	ʃˌəhədˌaːdkˈoːʈ
ڪٺا	kˈʌʈʰaː
مشير	məʃˈiːr
پيروڪارن	pˌeːroːkaːrˈʌn
ڪرنٽ	kˌərənˈʌʈ
اٿن	aʈˈʌn
ايوانن	ˌeːʋaːnˈʌn
ڪاؤنسلون	kˌaːa͡ʊnsəlˈoːn
تامل	t̪aːmˈʌl
محراب	mˌəhrˈaːb
گرلز	ɡˌərəlˈʌz
لهجن	lˌəhəɟˈʌn
بخشي	bəxˈʌʃi
دولتمند	dˌoːlət̪əmˈʌnd
وصيت	ʋəʂˈiːt̪
فوٽن	foːʈˈʌn
ايوان	eːʋˈaːn
جڏنهن	ɟˌəɖənəhˈʌn
ظاهري	ʐaːhˈʌri
حمايت	hˌəmaːˈiːt̪
لڳايا	ləɡˈaːjaː
علاج	alˈaːɟ
خليفه	xˌəlifˈʌh
ويهندو	ʋeːhˈʌndoː
عيدي	aˈiːdi
عدد	adˈʌd
رڍن	rəɖʰˈʌn
ملتوي	məlˈʌt̪ʋi
دراوڙي	dˌəraːˈoːr.i
قافيه	qaːfˈiːh
جويي	ɟʋjˈeː
محاوري	mˌəhaːˈoːri
اسحاق	ˌashˈaːq
انڊين	ɪnɖˈiːn
ملڪا	məlˈʌkaː
ڳالهائڻ	ɡˌaːlhaːˈɪɳ
ھارون	haːrˈoːn
سمجهجي	sˌəməɟəhˈʌɟi
ڳڙھي	ɡˈʌr.hi
سرجري	sˌərəɟˈʌri
وڪيل	ʋˈʌkjal
ڳڻي	ɡˈʌɳi
بجلي	bəɟˈʌli
مهيا	mˈʌhjaː
نشان	nɪʃˈaːn
تجويز	t̪əɟʋˈiːz
فيملي	feːmˈʌli
صلاحيت	ʂˌəlaːhˈiːt̪
عمدي	amˈʌdi
مٿن	məʈˈʌn
گهراڻو	ɡˌəhərˈaːɳoː
خطرو	xətˈʌroː
سينٽ	seːnˈʌʈ
پيغمبرن	pˌeːɣəmbərˈʌn
چشتي	cˈʌʃt̪i
ويٺي	ʋˈeːʈʰi
تکي	t̪ˈʌkʰi
شهدادپور	ʃˌəhədˌaːdpˈoːr
ٺٽو	ʈʰˈʌʈoː
ڪافي	kˈaːfi
مظلوم	mˌəʐlˈuːm
انصاري	ˌanʂˈaːri
هارون	haːrˈoːn
چڪ	cˈʌk
اهميت	ˌahəmˈiːt̪
مٿين	mətʰˈiːn
ڪهي	kˈʌhi
خطا	xˈʌtaː
حاصلات	hˌaːʂəlˈaːt
عمدو	amˈʌdoː
ٿيڻ	tʰˈɪaɳ
ڊائريڪٽر	ɖˌaːɪrˌiːkəʈˈʌr
شاھه	ʃaːhˈʌh
مرڪبن	mˌərəkəbˈʌn
ڏور	ɖˈoːr
قومون	qoːmˈoːn
اعتراف	ˌeːtɪrˈaːf
گھوٽڪي	ɡʰoːʈˈʌki
ڇنڇر	cʰˌənəcʰˈʌr
بڻايائين	bˌəɳaːjaːˈiːn
اهڙين	ˌahər.ˈiːn
ناگپور	nˌaːɡpˈoːr
الور	alˈoːr
قنوج	qənˈoːɟ
منارو	mənˈaːroː
ٺھندا	ʈʰəhˈʌndaː
تخليقي	t̪ˌəxlˈiːqi
ماٹھن	mˌaːʈəhˈʌn
اڀرندي	ˌabʰərˈʌndi
فل	fˈʌl
مينهن	mˌeːnəhˈʌn
حلقن	hˌələqˈʌn
ميونسپل	mjˌoːnsəpˈʌl
سنڌين	sɪndhˈiːn
پاليسين	pˌaːlisˈiːn
عملن	ˌaməlˈʌn
بچي	bˈʌci
ٻرڻ	bərˈʌɳ
وتايو	ʋət̪ˈaːjoː
پاڙيسري	pˌaːr.isˈʌri
مڻ	mˈʌɳ
تنظيم	t̪ˌənʐˈiːm
رکيون	rəkʰjˈoːn
ٻنھي	bˈʌnhi
غذائي	ɣəzˈaːi
پوين	pʋˈeːn
ڪفر	kəfˈʌr
ڌڙ	dʰˈʌr.
ٻاويهه	bˌaːʋihˈʌh
نقطه	nˌəqətˈʌh
ڳائي	ɡˈaːi
چونڊجڻ	cˌoːnɖəɟˈʌɳ
سوڙهي	soːr.ˈʌhi
ڪاتب	kaːt̪ˈʌb
چرپر	cˌərəpˈʌr
مسئلن	mˌəsəlˈʌn
نقد	nəqˈʌd
گهربل	ɡˌəhərəbˈʌl
اسٽوڊنٽس	ˌasʈˌoːɖənəʈˈʌs
پٺن	pəʈʰˈʌn
واٽس	ʋaːʈˈʌs
سوئر	soːˈɪr
ھڪڙا	həkˈʌr.aː
في	fˈeː
حبيب	həbˈiːb
پيرزادي	pˌeːrzˈaːdi
رفته	rˈafəth
منحصر	mˌənəhəʂˈʌr
ڏهاڙو	ɖəhˈaːr.oː
پوليس	poːlˈiːs
برسات	bˌərəsˈaːt
حوارين	hʋaːrˈiːn
آپريٽنگ	ˌaːpriʈˈʌnɡ
جهڳٽو	ɟˌəhəɡˈʌʈoː
ڪنڀار	kˌənbʰˈaːr
قوتن	qoːt̪ˈʌn
بکري	bəkʰˈʌri
پنھنجو	pənhnˈʌɟoː
سلسليوار	sˈɪlsˌɪljʋaːr
نينهن	nˌeːnəhˈʌn
تقليد	t̪ˌəqlˈiːd
ڏياريو	ɖjˈaːrjoː
جيڪو	ɟˈeːkoː
مجموعا	məɟˈʌmʋaː
داڻا	dˈaːɳaː
انتظار	ˌɪntɪʐˈaːr
اقبال	ˌaqbˈaːl
حاوي	hˈaːʋi
گوپال	ɡoːpˈaːl
نيوٽن	njoːʈˈʌn
وٺ	ʋˈʌʈʰ
پيرون	peːrˈoːn
وھندڙ	ʋˌəhəndˈʌr.
ارتسخ	ˌɪrtɪsˈʌx
ڪشمور	kˌəʃmˈuːr
ونگ	ʋˈʌnɡ
کارائي	kʰaːrˈaːi
رشتن	rəʃt̪ˈʌn
هئي	hˈʊi
مضمونن	mˌəzmuːnˈʌn
گهاٽ	ɡəhˈaːʈ
سيٽون	seːʈˈoːn
ڪچي	kˈʌci
دؤران	dˌəa͡ʊrˈaːn
رهاڻ	rəhˈaːɳ
نرواڻ	nərʋˈaːɳ
سيوهاڻي	sjoːhˈaːɳi
ايندي	ˈeːndi
آهسته	ˌaːhəst̪ˈʌh
نيوزيلينڊ	njˌoːzilˈiːnɖ
سيوھڻ	sjoːhˈʌɳ
لائيف	laːˈiːf
ڇاتين	cʰaːt̪ˈiːn
ريڊ	rˈeːɖ
ڳالهائين	ɡˌaːlhaːˈiːn
مات	mˈaːt̪
استثنا	ˌɪstˈasnaː
ڇوته	cʰoːt̪ˈʌh
چانڊين	caːnɖˈiːn
آپريشن	ˌaːpriʃˈʌn
سندون	səndˈuːn
ڪالونيون	kˌaːloːnjˈoːn
جيئندي	ɟeːˈɪndi
ميان	mjˈaːn
محلن	mˌəhəlˈʌn
جج	ɟˈʌɟ
ٽڪر	ʈəkˈʌr
تنقيد	t̪ˌənqˈiːd
ايسڊ	eːsˈʌɖ
ميري	mˈeːri
آڏواڻي	aːɖʋˈaːɳi
ٽيلي	ʈˈeːli
ڪالي	kˈaːli
باقاعدي	bˈaːqˈaːjdi
شهرين	ʃˌəhərˈiːn
شڪوه	ʃəkˈoːh
صوبا	ʂuːbˈaː
آگاهه	ˌaːɡaːhˈʌh
پنجاب	pˌənɟˈaːb
قلعا	qˈʌlaː
مسالو	məsˈaːloː
چونڊيو	cˈoːnɖjoː
سنڌ	sˈɪndh
لائيٽ	laːˈiːʈ
جڙي	ɟˈʌr.i
شعوري	ʃaːˈoːri
واڳيل	ʋˈaːɡjal
قافلي	qaːfˈʌli
ڄمائي	ɟəmˈaːi
فرمائي	fˌərmˈaːi
ويجهه	ʋˌeːɟəhˈʌh
شيدي	ʃˈeːdi
واپارين	ʋˌaːpaːrˈiːn
نماز	namˈaːz
رسول	rəsˈoːl
افتتاح	ɪftˈɪt̪aːh
مھينن	mˌəhinˈʌn
بنائي	bənˈaːi
بينڪاڪ	bˈeːnkˌaːk
رتو	rˈʌt̪oː
ڇوٽڪارو	cʰˌoːʈkˈaːroː
اتفاق	ˌɪtɪfˈaːq
فوري	fˈoːri
ڏيڻ	ɖˈɪaɳ
فلمون	fˈɪlmuːn
نصيحت	nˌəʂihˈʌt̪
دستاربندي	dˌəst̪aːrəbˈʌndi
سبڻ	səbˈʌɳ
ڪاؤنسل	kˌaːa͡ʊnsˈʌl
خانو	xˈaːnoː
هٿن	həʈˈʌn
ڪرشنا	kˌərəʃˈʌnaː
ترن	t̪ərˈʌn
ڇڏينديون	cʰˌəɖindjˈoːn
گروهن	ɡˌəroːhˈʌn
مالوند	maːlˈoːnd
لاتعداد	lˌaːt̪aːdˈaːd
پندرهن	pˌəndərəhˈʌn
مستي	mˈʌst̪i
ويسٽ	ʋeːsˈʌʈ
الهه	ˌaləhˈʌh
دلچسپ	dˌɪlcˈasp
قيد	qˈeːd
ناڻو	nˈaːɳoː
روزگار	rˌoːzɡˈaːr
ليٽر	leːʈˈʌr
اليڪٽرانڪ	ˌalikˌəʈraːnˈʌk
بڙدي	bər.ˈʌdi
ٻڍل	bəɖʰˈʌl
جو	ɟˈoː
خوفناڪ	xˌoːfnˈaːk
نفرت	nˌəfərˈʌt̪
میں	mˈiːmjˈeːlˈetəcʰˈahabˈiːˈeːj
اسڪرين	ˌasəkrˈiːn
گنڌار	ɡəndʰˈaːr
انچ	ˈanc
پڇڙ	pəcʰˈʌr.
ڏاڏن	ɖaːɖˈʌn
عضون	azˈoːn
مترجم	mˌət̪ərəɟˈʌm
پناهه	pˌənaːhˈʌh
يعني	jˈaːni
سوويت	sʋʋˈeːt̪
الوطني	ˌaloːtˈʌni
جهيڙي	ɟəhˈiːr.i
ڄيٺمل	ɟˌeːʈʰəmˈʌl
مقدما	mʊqˈadmaː
اباڻي	abˈaːɳi
بيورو	bjˈoːroː
مختصر	mˌəxt̪əʂˈʌr
ڦڪا	pʰˈʌkaː
اڪثر	ˌakəsˈʌr
دڳ	dˈʌɡ
وٺرائڻ	ʋˌəʈʰraːˈɪɳ
جهاز	ɟəhˈaːz
جھنگ	ɟəhˈʌnɡ
سمنڊ	səmˈʌnɖ
ڪمپوز	kəmpˈuːz
رڻ	rˈʌɳ
عزم	azˈʌm
سوڍن	soːɖʰˈʌn
چانسلر	cˌaːnsəlˈʌr
انھي	ˈanhi
ڪتابن	kˌɪtaːbˈʌn
ماٿيلي	maːtʰˈiːli
ڇڏائڻ	cʰˌəɖaːˈɪɳ
چڙهائي	cˌər.hˈaːi
لنگهي	lənɡˈʌhi
گذريا	ɡəzˈʌrjaː
مصيبتن	mˌəʂibət̪ˈʌn
مشتري	məʃt̪ˈʌri
معمول	maːmˈoːl
اقوام	aqʋˈaːm
گيس	ɡˈeːs
الملڪ	ˌaləməlˈʌk
مذاق	məzˈaːq
انڪار	ˌankˈaːr
اوڏن	uːɖˈʌn
کانپوء	kʰˈaːnpoː
سفرنامو	sˌəfərnˈaːmoː
هار	hˈaːr
علامت	ˌalaːmˈʌt̪
ٻوڙ	bˈoːr.
ڪٽ	kˈʌʈ
ورهائجي	ʋˌərhaːˈɪɟi
سڏائين	sˌəɖaːˈiːn
ميڻ	mˈeːɳ
نويس	nʋˈeːs
ساڳيون	saːɡjˈoːn
ڪاهي	kˈaːhi
قرض	qərˈʌz
اڇن	acʰˈʌn
چور	cˈoːr
ڪامرس	kˌaːmərˈʌs
ريڊيي	rˈeːɖji
عوام	aʋˈaːm
ڳاڙهو	ɡaːr.ˈʌhoː
عمرو	ˈʊmroː
سيکاريو	seːkʰˈaːrjoː
تنھن	t̪ˈʌnhn
ڊي	ɖˈeː
سمجھ	sˌəməɟˈʌh
سوڌو	sˈoːdʰoː
تپ	t̪ˈʌp
ڪنگراڻي	kˌənɡərˈaːɳi
نٿو	nˈʌtʰoː
سانگي	sˈaːnɡi
آکيرا	aːkʰˈiːraː
ميرا	mˈeːraː
جوائن	ɟˈaʋaːˈɪn
اصطلاحي	ˌɪʂtɪlˈaːhi
مٺي	mˈʌʈʰi
اڀرندو	ˌabʰərˈʌndoː
نسب	nəsˈʌb
ڪوڏي	kˈoːɖi
ابي	abˈiː
شڪليون	ʃˌəkljˈoːn
هنڌن	həndʰˈʌn
پاڻي	pˈaːɳi
واپار	ʋaːpˈaːr
مزارون	mˌəzaːrˈoːn
منصور	mˌənʂˈuːr
محمدن	mˌəhəmədˈʌn
عمران	ˈʊmraːn
اڏاوتي	ˌaɖaːˈoːt̪i
اھن	ahˈʌn
ڳائيندي	ɡaːˈiːndi
پاسو	pˈaːsoː
موت	mˈoːt̪
تحريرن	t̪ˌəhrirˈʌn
شرم	ʃərˈʌm
ٺيٺ	ʈʰˈeːʈʰ
ڇو	cʰˈoː
ٽائيٽل	ʈˌaːiʈˈʌl
تکو	t̪ˈʌkʰoː
سهڻا	səhˈʌɳaː
قسمن	qˌəsəmˈʌn
ڳنڍ	ɡənˈʌɖʰ
وسن	ʋəsˈʌn
ور	ʋˈʌr
وزارت	ʋˌəzaːrˈʌt̪
سمرقند	sˌəmərəqˈʌnd
ٻيٽ	bˈeːʈ
ليلي	lˈeːli
ڪبا	kəbˈaː
کولڻ	kʰoːlˈʌɳ
اجلاسن	ˌaɟlaːsˈʌn
دوربين	dˌoːrbˈiːn
ڄاڻ	ɟˈaːɳ
رٽائرڊ	rˌəʈaːɪrˈʌɖ
اختلافن	ˌɪxtɪlaːfˈʌn
صدف	ʂədˈʌf
مهمن	mˌəhəmˈʌn
کوٽڻ	kʰoːʈˈʌɳ
شعبان	ʃˈɔbaːn
ڪني	kˈʌni
ڳوٺ	ɡˈoːʈʰ
خميس	xəmˈiːs
هاڪي	hˈaːki
وڃو	ʋˈʌɲoː
شڪار	ʃəkˈaːr
پاڻيٺ	paːɳˈiːʈʰ
ميمبر	meːmbˈʌr
ڪئين	kəˈiːn
ڪنھن	kˈʌnhn
ڪلاس	kəlˈaːs
وڻندڙ	ʋˌəɳəndˈʌr.
وغيرھ	ʋˌəɣirˈʌh
تھذيبن	t̪ˌəhzibˈʌn
ڪاڪا	kˈaːkaː
ديوتا	djˈoːt̪aː
ام	ˈam
ذمي	zˈʌmi
نڪرندا	nˈɪkrndaː
پامير	paːmˈiːr
بروھي	bərˈoːhi
ٽيريٽري	ʈˌeːriʈˈʌri
ڏکيائي	ɖəkʰjˈaːi
ڪوثر	koːsˈʌr
ڪانھي	kˈaːnhi
ڦاٽڻ	pʰaːʈˈʌɳ
چڪا	cˈʌkaː
رومن	roːmˈʌn
شھرين	ʃˌəhrˈiːn
همراهه	hˌəmraːhˈʌh
بائيڪاٽ	bˈaːikˌaːʈ
ميٽروپوليٽن	mˌeːʈrˌoːpoːliʈˈʌn
سپ	sˈʌp
اگر	aɡˈʌr
بلوغت	bˌəloːɣˈʌt̪
تصنيفن	t̪ˌəʂnifˈʌn
اونهو	uːnˈʌhoː
نيپال	neːpˈaːl
ڀيرومل	bʰˌeːroːmˈʌl
ملان	məlˈaːn
بلڪ	bəlˈʌk
بياض	bjˈaːz
ج	ɟˈiːm
سڀ	sˈʌbʰ
روغن	roːɣˈʌn
ڪلهي	kəlˈʌhi
درڪار	dˌərkˈaːr
سڏ	sˈʌɖ
حواس	hʋˈaːs
تحليل	t̪əhˈʌljal
چندر	cəndˈʌr
ايجنسين	ˌeːɟnsˈiːn
يوٽوپيا	joːʈˈoːpjaː
آسماني	ˌaːsmˈaːni
اڪثريتي	ˌakəsrˈiːt̪i
لهڻ	ləhˈʌɳ
زيارت	zjaːrˈʌt̪
ريج	rˈeːɟ
مملڪتي	mˌəmələkˈʌt̪i
قرارداد	qˌəraːrdˈaːd
ماٹھو	maːʈˈʌhoː
ڪميون	kəmjˈoːn
لکتن	lˌəkʰət̪ˈʌn
بدوش	bədˈoːʃ
عباسين	abˈaːsin
ڪيٿائيئرليخ	kˌeːtʰaːiˈɪrlˌiːx
بصري	bəʂˈʌri
ريگستان	rˌeːɡˈɪstaːn
گهرندو	ɡˌəhərˈʌndoː
رومين	roːmˈiːn
مدن	mədˈʌn
ڌيان	dʰjˈaːn
چوٽي	cˈoːʈi
الاول	ˌalaːˈoːl
ذميداري	zˌəmidˈaːri
ڊپارٽمينٽ	ɖˌəpaːrˌəʈminˈʌʈ
ريڊيو	rˈeːɖjoː
ميلي	mˈeːli
وحيد	ʋəhˈiːd
ماضي	mˈaːzi
دراوڙ	dˌəraːˈoːr.
بندو	bˈʌndoː
نازڪ	naːzˈʌk
گذرڻ	ɡˌəzərˈʌɳ
تنتي	t̪ənˈʌt̪i
معاوضو	maːˈoːzoː
حواسن	hʋaːsˈʌn
ڏسون	ɖɪsˈoːn
حامين	haːmˈiːn
آفيسرن	ˌaːfisərˈʌn
ماهي	mˈaːhi
پورچوگيزن	pˌoːrcoːɡizˈʌn
وڃڻ	ʋəɲˈʌɳ
معرفت	mˌaːrəfˈʌt̪
ٻنهي	bənˈʌhi
خاصو	xˈaːʂoː
عروضي	arˈoːzi
بخار	bəxˈaːr
قسطنطنيه	qˈɪstnətnih
پهاڪا	pəhˈaːkaː
جنگ	ɟˈʌnɡ
جيني	ɟˈeːni
لاشعور	lˌaːʃaːˈoːr
بلڪه	bˌələkˈʌh
گھرجن	ɡʰˌərəɟˈʌn
ٽيڪنيڪل	ʈˌeːknikˈʌl
صوفياڻي	ʂoːfjˈaːɳi
ڪپي	kˈʌpi
ڇت	cʰˈʌt̪
يعقوب	jaːqˈoːb
سڏيندا	səɖˈiːndaː
ساڳ	sˈaːɡ
سھارو	səhˈaːroː
کپري	kʰəpˈʌri
مختلف	mʊxtˈalɪf
ڊراما	ɖərˈaːmaː
لعل	lˈaːl
هجي	hˈʊɟeː
ٻنهين	bˌənhˈiːn
پڙهيا	pər.ˈʌhjaː
واقعن	ʋaːqˈaːn
ري	rˈeː
الدوله	ˌaldoːlˈʌh
پريزيڊنسي	pˌəriziɖˈʌnsi
گوبند	ɡoːbˈʌnd
پريل	pˈʌrjal
کڏ	kʰˈʌɖ
غدار	ɣədˈaːr
جملي	ɟˈʊmli
مرڪز	mˌərəkˈʌz
غائب	ɣaːˈɪb
آتش	ˈaːtɪʃ
پاري	pˈaːri
بنائڻ	bˌənaːˈɪɳ
قرب	qərˈʌb
مغز	məɣˈʌz
برادرس	bˌəraːdərˈʌs
الڳ	alˈʌɡ
فيڪٽري	fˌeːkəʈˈʌri
ململ	mˌələmˈʌl
سنئون	sˌənˈoːn
گهرواري	ɡˌəhərʋˈaːri
پٽڪو	pəʈˈʌkoː
ھاشم	haːʃˈʌm
آهر	aːhˈʌr
رک	rˈʌkʰ
ڳهه	ɡəhˈʌh
ڊيوڪ	ɖjˈoːk
پنهنجيون	pʌ̃hnɟjˈoːn
نيپئر	neːpˈʌr
جهرڪ	ɟˌəhərˈʌk
چٽ	cˈʌʈ
مدت	mədˈʌt̪
پالش	paːlˈʌʃ
زون	zˈoːn
ٿئيس	ʈəˈiːs
نشر	nəʃˈʌr
درس	dərˈʌs
فزڪس	fˌəzəkˈʌs
انجمن	ˌanəɟəmˈʌn
برفاني	bˌərfˈaːni
قديمي	qədˈiːmi
موري	mˈoːri
مسئلا	məsˈʌlaː
نامو	nˈaːmoː
