ܚܠܘܠܐ	ħəlulɑʔ
ܪܝܪܐ	rirɑʔ
ܛܝܙܝܬܐ	tˤizjɑθɑʔ
ܩܕܪܐ	qaddɑrɑʔ
ܒܪܘܝܬܐ	bɑrojɑθɑʔ
ܟܘܕܢܬܐ	koðnɑθɑ
ܗܡܢܝܟܐ	hɛmnixeʔ
ܡܦܩܬܐ	mappəqɑθɑ
ܩܘܘܙܐ	quwɑzeʔ
ܡܢܬܐ	mənɑθɑʔ
ܫܩܠܐ	ʃɛqlɑʔ
ܐܝܩܪܬܐ	ʔiqartɑʔ
ܩܛܪܩܐ	qɑtˤɛrqɑʔ
ܦܘܪܣܐ	purrɑsɑʔ
ܠܘܥܛܐ	luʕtˤeʔ
ܥܠܝܡܐ	ʕəlajmɑ
ܗܠܟܐ	hɛlkɑʔ
ܫܘܘܚܪܐ	ʃuwħɑreʔ
ܢܒܥܐ	nɛvʕɑʔ
ܐܝܬܝܐ	ʔiθjeʔ
ܐܠܦܐ	ʔɛlləfɑʔ
ܐܫܝܬܐ	ʔɛʃjɑθɑ
ܙܚܘܪܝܬܐ	zəħoriθɑʔ
ܙܪܙܝܪܐ	zarzirɑ
ܐܓܝܪܐ	ʔăɣirɑ
ܡܐܟܠܬܐ	meʔxlɑθɑʔ
ܐܦܩܐ	ʔafqɑ
ܥܝܢܐ	ʕajnɑθɑʔ
ܐܒܠܬܐ	ʔabbɑlɑθɑ
ܙܩܘܪܐ	zɑqoreʔ
ܒܠܘܛܐ	ballutˤeʔ
ܐܒܝܕܘܬܐ	ʔăviðuθɑʔ
ܚܪܕܠܐ	ħardəle
ܟܘܢܝܐ	kunnɑjeʔ
ܥܘܗܕܢܐ	ʕuhdɑneʔ
ܐܬܢܐ	ʔăθɑnɑ
ܩܢܛܐ	qɛntˤeʔ
ܐܣܩܦܐ	ʔɛsqəfeʔ
ܟܪܣܐ	karsɑʔ
ܡܪܓܢܝܬܐ	marɡəniθɑ
ܓܦܪܐ	ɡɛppɑrɑ
ܒܣܡܐ	bassɑmɑʔ
ܚܘܘܝܬܐ	ħwɑwiθo
ܙܡܪܓܕܐ	zəmɑrɡɑðɑʔ
ܟܪܛܝܣܐ	kartˤiseʔ
ܚܬܐ	ħɛtteʔ
ܣܪܛܢܐ	sartˤɑneʔ
ܩܦܠܐ	qappɛllas
ܐܚܝܢܐ	ħjɑnɑʔ
ܐܚܝܢܬܐ	ħjɑnjɑθɑ
ܬ	t
ܣܘܪܓܕܐ	surɡɑðeʔ
ܛܘܠܫܐ	tˤullɑʃɑʔ
ܪܘܫܡܐ	ruʃmeʔ
ܟܦܪܘܢܐ	kafrone
ܐܝܕܐ	ʔiðajjɑʔ
ܫܘܫܐ	ʃəwɑʃɑʔ
ܟܢܦܐ	kɛnəfɑθɑʔ
ܫܟܪ	ʃakkar
ܠܘܥܐ	loʕeʔ
ܩܛܠ	qətˤal
ܚܘܪܒܐ	ħurbe
ܛܥܡܐ	tˤəʕɑmɑʔ
ܩܘܕܫܐ	quddɑʃeʔ
ܩܘܕܫܐ	quðʃeʔ
ܥܛܪܐ	ʕɛtˤrɑneʔ
ܡܬܘܪܐ	məθawwəreʔ
ܐܓܘܢܝܣܛܐ	ʔaɡɡonistˤɑʔ
ܠܦܛܐ	lɛftˤɑʔ
ܥܪܒܐ	ʕɑrɑwɑ
ܣܦܪܬܐ	sɑfrɑθɑʔ
ܩܪܩܦܝܬܐ	qarqafjɑθɑʔ
ܐܙܠܐ	ʔɛzleʔ
ܚܘܝܐ	xɪwjɑ
ܓܢܣܐ	ɡɛnsɑneʔ
ܩܒܝܬܐ	qəvɑjɑθɑ
ܓܘܒܐ	ɡuve
ܡܠܩܛܐ	malqətˤɑʔ
ܒܣܕܝܐ	bɛsdɑjɑ
ܐܫܟܬܐ	ʔɛʃkeʔ
ܬܗܘܡܐ	təhomɑʔ
ܪܨܦܐ	rɑsˤpɑʔ
ܥܛܪܐ	ʕɛtˤrɑʔ
ܩܘܠܘܬܐ	qolawwɑθɑʔ
ܐܨܚܬܐ	ʔasˤaħħɑθɑʔ
ܣܦܝܢܝܬܐ	səfinɑjɑθɑ
ܒܚܪܐ	bɑħreʔ
ܩܠܝܕܐ	qəliðeʔ
ܚܘܓܬܐ	ħuɣjɑθɑ
ܠܩܚܐ	lɑqħo
ܢܚܫܐ	nɑħʃeʔ
ܟܝܢܐ	kəjɑnɑ
ܫܝܫܠܬܐ	ʃejʃaltɑʔ
ܫܩܠܐ	ʃəqɑleʔ
ܕܒܩܐ	dɛvqeʔ
ܚܪܫܐ	ħɛrʃɑ
ܫܚܢܐ	ʃəħɑnɑʔ
ܚܘܡܐ	ħummɑʔ
ܫܘܦܢܝܢܬܐ	ʃufnintɑ
ܙܠܡܐ	zəlɑmeʔ
ܐܪܕܝܟܠܐ	ʔardejxleʔ
ܫܘܐܠܐ	ʃuʔʔɑlɑʔ
ܦܠܙܐ	pəlɛzzɑʔ
ܛܝܢܐ	tˤinɑ
ܚܘܪܐ	xwɑrɑ
ܟܣܐ	kɑsɑ
ܣܝܒܘܬܐ	sajbuθɑʔ
ܛܘܪܐ	tˤurɑʔ
ܪܡܟܐ	raməxɑθɑʔ
ܚܪܬܐ	ħartɑ
ܘܙܝܪܐ	wazzireʔ
ܩܘܕܫܐ	quddɑʃɑʔ
ܫܘܫܦܐ	ʃuʃɛppeʔ
ܝܒܪܘܚܐ	javruħɑ
ܒܩܪܐ	baqqɑre
ܚܠܡܬܐ	ħalmɑθɑ
ܚܪܝܥܐ	ħəriʕɑ
ܥܨܪܬܐ	ʕɑsˤrɑθɑʔ
ܙܥܘܪ	zəʕor
ܚܡܝܥܐ	ħammiʕɑʔ
ܒܘܪܟܐ	burəxɑʔ
ܨܦܪܐ	sˤappɑreʔ
ܓܪܒܐ	ɡərɑvɑ
ܡܟܪܐ	mɑxrɑ
ܟܐܢܘܬܐ	keʔnuθɑʔ
ܒܘܡܐ	bumeʔ
ܦܢܝܬܐ	pəniθɑʔ
ܫܘܥܐ	ʃoʕɑʔ
ܐܫܟܪܐ	ʔɛʃkɑrɑ
ܐܪܓܘܒܠܐ	ʔarɡuvlɑʔ
ܐܝܬܘܬܐ	ʔiθuθɑʔ
ܬܝܟܐ	təjɑxɑʔ
ܚܢܢ	ħənan
ܢܘܒܪܫܐ	nuvrɑʃɑ
ܛܘܦܢܐ	tˤawpɑnɑ
ܫܢܝܐ	ʃannɑjɑʔ
ܦܟܐ	pakkeʔ
ܪܘܡܐ	romeʔ
ܦܛܝܚܐ	patˤtˤiħɑ
ܥܠܝܬܐ	ʕɛlliθɑ
ܙܪܕܐ	zarəde
ܓܠܦܢܐ	ɡɛlpɑnɑʔ
ܣܝܒܪܬܐ	sajbɑrtɑʔ
ܨܒܥܐ	sˤəvɑʕeʔ
ܬܘܪܬܐ	torɑθɑʔ
ܡܨܝܕܬܐ	məsˤiðɑθɑ
ܐܓܘܪܣܐ	ʔaɡɡursɑʔ
ܩܣܪ	qesɑr
ܓܕܘܦܐ	ɡɑðofe
ܐܪܥܬܐ	ʔarʕɑθɑʔ
ܣܬܘܐ	saθwɑʔ
ܐܝܩܪܐ	ʔiqɑrɑʔ
ܐܠܣ	ʔɑlɛs
ܣܘܦܢܐ	sawpɑnɑʔ
ܩܙ	qaz
ܕܡܝܐ	dəmajjɑ
ܪܬܡܐ	rɛθmɑʔ
ܓܡܠܐ	ɡamle
ܥܪܒܐ	ʕarwɑ
ܦܪܣܐ	pɑrseʔ
ܩܝܢܝܐ	qajnɑjɑʔ
ܐܒܠܐ	ʔɛvlɑ
ܦܬܚܐ	pəθɑħeʔ
ܡܝܐ	majjɑ
ܝܘܠܦܢܐ	julləfɑnɑʔ
ܢܘܪܬܐ	nəwɑrtɑ
ܐܒܢܐ	ʔavnɑ
ܡܐܣܪܝܬܐ	meʔsɑrjɑθɑʔ
ܚܘܪܐ	ħawwɑrɑ
ܚܨܝܢܐ	ħasˤsˤine
ܓܕܡܐ	ɡɛðme
ܫܒܠܬܐ	ʃabbɑltɑ
ܚܘܚܐ	ħoħɑ
ܩܘܛܢܐ	qutˤneʔ
ܢܘܪܬܐ	nəwɑrɑθɑ
ܐܠܦܐ	ʔaləfajjɑʔ
ܬܢܚܬܐ	tɛnnaħtɑʔ
ܓܕܝܐ	ɡaðjɑ
ܪܚܡܐ	raħmeʔ
ܠܒܫܐ	labbɑʃeʔ
ܬܫܡܫܬܐ	tɛʃmɛʃtɑʔ
ܡܪܛܘܛܐ	martˤutˤɑ
ܣܡܘܪܐ	sammureʔ
ܚܒܨܐ	ħəvɑsˤeʔ
ܒܩܐ	bɑqeʔ
ܓܘܢܐ	ɡunɑ
ܪܡܟܬܐ	raməxɑθɑʔ
ܚܪܘܬܐ	ħəruθɑʔ
ܩܘܪܫܐ	qurʃɑʔ
ܬܘܢܐ	tawwɑneʔ
ܢܚܝܪܐ	nəħirɑ
ܓܕܠܐ	ɡəðɑlɑ
ܟܐܢ	kɑʔn
ܕܪܒܐ	dɛrbe
ܫܘܪܐ	ʃurreʔ
ܢܠܐ	nɑleʔ
ܩܛܝܢܝܬܐ	qatˤtˤinjɑθɑʔ
ܟܪܦܣܐ	kərafsɑ
ܐܘܦܪܐ	ʔawpɑrɑʔ
ܓܪܝܨܬܐ	ɡəriseʔ
ܣܘܪܓܕܐ	surɡɑðɑʔ
ܥܘܩܒܪܐ	ʕuqbərɑʔ
ܫܪܘܬܐ	ʃɑrwɑθɑʔ
ܠܦܬܐ	lɛftɑ
ܢܡܠܐ	nammɑlɑ
ܛܗܪܐ	tˤahre
ܢܒܘܙܐ	nəvozɑʔ
ܬܦܝܐ	təfɑjeʔ
ܚܕܚܝܙܐ	ħaðħizɑʔ
ܡܟܢܫܬܐ	maxnɛʃtɑ
ܟܝܣܐ	kiseʔ
ܐܒܪܐ	ʔăvɑrɑ
ܗܓܝܢܐ	həɣinɑ
ܫܠܦܘܚܐ	ʃalpuħeʔ
ܓܘܪܒܐ	ɡurbe
ܩܕܡܐ	qɑðmeʔ
ܢܘܡܐ	numɑʔ
ܟܘܡܪܐ	kumreʔ
ܐܒܪܐ	ʔɛvre
ܟܐܦܐ	keʔfɑʔ
ܪܘܚܐ	ruħo
ܬܕܝܐ	təðajjɑʔ
ܛܠܝܬܐ	tˤɛllɑjɑθɑ
ܥܕܟܝܠ	ʕəðakkejl
ܦܩܪܐ	pəqɑrɑʔ
ܡܣܐܢܐ	məsɑʔneʔ
ܚܣܝܪܘܬܐ	ħassirwɑθɑʔ
ܥܪܒܐ	ʕarbe
ܕܘܠܐ	dawleʔ
ܝܠܘܕܐ	jalluðɑʔ
ܓܠܦܐ	ɡallɑfeʔ
ܨܠܡܐ	sˤalmɑʔ
ܐܬܘܬܐ	ʔɑθuθɑʔ
ܒܪܘܝܐ	bɑrojɑʔ
ܚܪܩܛܐ	ħarqɑtˤɑʔ
ܨܝܪܐ	sˤɑjrɑʔ
ܛܟܣܐ	tˤɛxseʔ
ܥܡܘܪܬܐ	ʕɑmortɑʔ
ܐܓܘܪܣܐ	ʔɑɣorseʔ
ܚܣܬܐ	ħassəθɑʔ
ܐܢܬܘܢ	ʔatton
ܚܒܠܐ	ħavlɑ
ܪܥܠܬܐ	rɑʕɛləθɑʔ
ܕܡܥܬܐ	dɛmʕəθɑ
ܚܡܪܐ	ħamrɑ
ܗܘܬܐ	hawwɑθɑ
ܚܙܝܪܬܐ	ħəzirtɑ
ܡܫܟܐ	mɛʃkɑne
ܐܣܛܪܛܝܘܛܐ	ʔɛstˤəratˤjotˤe
ܡܐܟܘܠܝܬܐ	meʔxuljɑθɑʔ
ܪܟܢܐ	rəxɑnɑʔ
ܦܗܕܐ	pahdɑʔ
ܝܕܥܬܐ	jaðʕɑθɑʔ
ܫܪܓܐ	ʃərɑɣeʔ
ܒܟܢܫ	baxənɛʃ
ܥܩܪܐ	ʕɛqrɑʔ
ܢܒܪܫܬܐ	navrɛʃtɑ
ܟܪܘܙܐ	kɑrozɑʔ
ܥܠܩܬܐ	ʕalqɑθɑ
ܢܪܓܐ	nɑrəɣɑ
ܐܪܒܢܐ	ʔɑrbono
ܩܝܢܬܐ	qinjɑθɑʔ
ܟܘܕܪܐ	kuðreʔ
ܚܝܪܐ	ħəjɑreʔ
ܕܘܥܬܐ	duʕtɑʔ
ܡܩܕܡܘܬܐ	məqaðmuθɑ
ܬܪܨ	tərasˤ
ܣܩܐ	saqqɑʔ
ܦܥܠܐ	pəʕɑlɑʔ
ܩܢܦܐ	qɛnpeʔ
ܫܒܘܥܐ	ʃɑvoʕeʔ
ܐܟܘܠܐ	ʔɑxoleʔ
ܥܪܒܬܐ	ʕarrɑwtɑ
ܗܘܠܐ	hulɑ
ܩܘܪܢܝܬܐ	qurnəjɑθɑʔ
ܒܥܘܐ	baʕweʔ
ܣܩܐ	saqqeʔ
ܣܘܢܩܘܪ	sonqor
ܫܘܦܝܐ	ʃuppɑjeʔ
ܡܪܛܘܛܐ	martˤutˤe
ܟܪܣܬܐ	karsɑθɑʔ
ܥܡܠܐ	ʕamlɑʔ
ܬܕܐ	tðo
ܙܩܬܐ	zɛqqəθeʔ
ܒܝܫܬܐ	biʃɑθɑʔ
ܡܥܝܪܢܘܬܐ	məʕirɑnwɑθɑʔ
ܦܛܪܝܪܟܐ	patˤrijarkeʔ
ܡܟܘܬܬܐ	makkuθtɑʔ
ܬܐܓܪܘܡܬܐ	taʔɣrumɑθɑʔ
ܟܒܫܐ	kavʃɑʔ
ܐܓܡܐ	ʔɑɣmɑ
ܥܘܩܒܪܬܐ	ʕuqbərɑθɑʔ
ܡ	m
ܐܠܦܐ	ʔalpɑʔ
ܨܗܘܐ	sˤahwɑʔ
ܚܘܠܦܐ	ħullɑfeʔ
ܨܝܕܬܐ	sˤajjɑðɑθɑʔ
ܐܣܦܪܝܣܐ	ʔɛspərajsɑʔ
ܬܠܡܝܕܬܐ	talmiðɑθɑʔ
ܫܪܫܐ	ʃɛrʃɑʔ
ܪܦܦܐ	rəfɑfeʔ
ܫܪܛܐ	ʃɑrtˤeʔ
ܫܘܩܐ	ʃuqeʔ
ܓܛܐ	ɡɛtˤo
ܛܠܐ	tˤɛllɑj
ܛܪܘܢܐ	tˤarrunɑʔ
ܪܒܝܐ	rabbɑjɑʔ
ܥܛܪܐ	ʕatˤtˤɑreʔ
ܕܠܩܐ	dɛlqeʔ
ܐܟܠܐ	ʔakkɑlɑʔ
ܐܒܘܒܐ	ʔabbuvɑ
ܫܐܪܐ	ʃeʔre
ܣܢܘܪܬܐ	sanwartɑ
ܪܘܡܐ	rumɑʔ
ܢܫܪܐ	nɑʃrɑʔ
ܦܕܢܐ	paddɑne
ܦܛܪܝܪܟܐ	patˤrijarkɑʔ
ܫܘܥܐ	ʃoʕeʔ
ܒܢܕܐ	bandas
ܡܠܬܐ	mɛlləθɑʔ
ܓܙܐ	ɡɑzɑʔ
ܪܚܫܐ	raxʃɑ
ܫܘܫܐ	ʃəwɑʃeʔ
ܩܪܕܐ	qɛrde
ܙܠܡܐ	zɛlmɑʔ
ܗܘܢܐ	hawneʔ
ܟܠܙܘܙܐ	kalzuzeʔ
ܐܬܪܐ	ʔaθre
ܥܡܬܐ	ʕamməmɑθɑ
ܩܦܣܐ	qafse
ܒܣܪܐ	bsɑrɑ
ܦܛܪܝܪܟܐ	patˤrijarko
ܚܟܬܐ	ħɛkkəθɑʔ
ܦܐܬܐ	paʔθɑʔ
ܒܙܐ	bɛzzɑʔ
ܒܛܐ	batˤtˤeʔ
ܦܣܡܐ	pasmɑ
ܩܘܕܫܐ	quðʃɑʔ
ܚܘܪܒܐ	ħurəve
ܝܘܚܢܢ	joħannɑn
ܫܪܒܐ	ʃarrɑvɑʔ
ܥܪܒܐ	ʕɛrbo
ܥܓܠܬܐ	ʕɑɣaltɑ
ܚܘܕܪܐ	xuðrɑ
ܢܩܣܐ	nɛqse
ܐܝܡܡܐ	ʔimɑmeʔ
ܡܪܫܐ	mɑrʃo
ܢܘܩܙܐ	nuqzeʔ
ܣܦܪܐ	səfɑreʔ
ܝܘܪܩܐ	yurrɑqeʔ
ܚܠܐ	ħɛllɑʔ
ܐܫܝܡܘܢ	ʔăʃimon
ܥܪܕܐ	ʕarde
ܪܓܡܐ	rəɣɑmeʔ
ܐܝܠܐ	ʔajjɑle
ܬܘܪܣܝܐ	tursɑjɑʔ
ܐܪܘܢܐ	ʔarwɑnɑʔ
ܒܠܘܥܬܐ	bɑloʕɑθɑ
ܪܡܬܐ	rɑməθɑ
ܚܢܐ	ħannɑʔ
ܫܒܒܐ	ʃəvɑvɑʔ
ܩܪܕܐ	qardɑ
ܣܚܪܬܐ	saħrɑθɑ
ܡܫܝܚܐ	məʃiħeʔ
ܙܓܪܘܪܐ	zaɣrure
ܐܘܪܝܐ	ʔorjɑʔ
ܓܙܪܐ	ɡəzɑrɑ
ܪܟܟܐ	rəxɑxeʔ
ܬܘܠܬܐ	tulteʔ
ܗܠܟܐ	hallɑxɑʔ
ܚܡܪܐ	ħammɑre
ܥܘܪܐ	ʕureʔ
ܙܘܙܐ	zuze
ܬܪܡܐ	tɑromo
ܩܦܠܐܘܢ	qɛppalleʔon
ܬܦܝܐ	təfɑwɑθɑʔ
ܦܠܚܬܐ	pallɑħɑθɑʔ
ܦܠܚܐ	pɑlħeʔ
ܡܘܛܐ	mawtˤeʔ
ܦܝܠܐ	pəjɑle
ܕܪܡܢܐ	darmɑnɑʔ
ܦܪܙܠܐ	parzəleʔ
ܙܪܙܘܪܐ	zarzure
ܪܓܠܐ	rɛɣlɑ
ܬܘܗܬܐ	tawhɑθɑʔ
ܩܒܝܬܐ	qavjɑθɑ
ܚܘܪܙܐ	ħurrɑzɑ
ܠܘܪܐ	lawreʔ
ܠܠܝܐ	lɛljɑ
ܝܨܝܠܐ	jasˤsˤilɑʔ
ܫܘܓܠܐ	ʃuɣleʔ
ܟܪܦܣܐ	kərafse
ܡܫܚܠܦܐ	məʃaħləfeʔ
ܩܢܐ	qɛnneʔ
ܚܠܡܐ	ħallɑmeʔ
ܥܪܡܐ	ʕɑrmo
ܒܝܥܬܐ	be̝ʕəθɑ
ܚܡܪܬܐ	ħəmɑrɑθɑʔ
ܒܪܝܬܐ	barriθɑʔ
ܦ	peʔ
ܥܘܠܐ	ʕawwɑlɑʔ
ܝ	j
ܓܕܢܦܐ	ɡəðɑnpɑ
ܢܘܗܪܐ	nuhreʔ
ܬܪܥܐ	tarʕeʔ
ܐܘܘܢܐ	ʔawwəwɑnɑʔ
ܫܚܬܐ	ʃɛħteʔ
ܐܘܫܢܐ	ʔuʃnɑʔ
ܣܦܝܢܐ	sɛfjɑnɑ
ܐܣܛܪܛܝܘܛܐ	ʔɛstˤəratˤjotˤɑ
ܬܫܡܫܬܐ	tɛʃməʃɑθɑʔ
ܚܘܛܐ	ħutˤe
ܒܙܐ	bɑzɑʔ
ܥܪܩܘܒܐ	ʕarqubbeʔ
ܣܟܠܐ	səxɑlɑʔ
ܢܩܫܬܐ	nɑqɛʃtɑʔ
ܪܬܝܬܐ	rəθejθɑʔ
ܡܛܪܐ	mətˤɑreʔ
ܚܨܪܐ	ħɛsˤrɑ
ܒܪܘܢܐ	bəronɑʔ
ܪܣܘܠܐ	rassuleʔ
ܪܓܠܐ	rɛɣle
ܣܝܦܐ	səjɑfe
ܒܘܣܡܐ	bussɑmɑʔ
ܫܩܡܐ	ʃɛqmɑ
ܣܘܢܩܢܐ	sunqɑnɑʔ
ܠܘܡܐ	lumɑʔ
ܨܦܪܐ	sˤafrɑʔ
ܣܪܢܐ	sarnɑʔ
ܣܕܘܢܐ	sɛddoneʔ
ܒܙܪܐ	bəzɑrɑʔ
ܥܒܐ	ʕəvɑ
ܨܝܕܬܐ	sˤajjɑðtɑʔ
ܓܫܘܫܐ	ɡɑʃoʃe
ܐܒܐ	ʔabbɑne
ܡܢܝܢܐ	mɛnjɑneʔ
ܐܒܟܐ	ʔɑvakke
ܐܚܝܢܝܬܐ	ħjɑnjɑθɑʔ
ܩܠܐ	qalleʔ
ܥܩܐ	ʕəqɑʔ
ܚܠܙܘܢܐ	ħəlɑzonɑ
ܛܘܪܐ	tˤureʔ
ܟܢܫܘܬܐ	kɛnʃawwɑθɑʔ
ܚܠܘܠܐ	ħɑlolɑʔ
ܐܘܕܐ	ʔuðɑʔ
ܐܡܐ	ʔemɑʔ
ܥܠܝܡܐ	ʕəlajme
ܫܘܫܡܢܐ	ʃuʃʃəmɑnɑʔ
ܢܘܪܬܐ	nawwɑrtɑ
ܩܘܚܐ	qawħe
ܚܪܕܢܐ	ħardɑne
ܥܪܝܬܐ	ʕərɑjtɑʔ
ܫܪܝܪܘܬܐ	ʃarriruθɑʔ
ܚܪܒܐ	ħarbe
ܕܝܢܪܐ	dejnɑrɑʔ
ܩܢܘܡܐ	qənomɑ
ܫܘܪܝܐ	ʃurrɑjeʔ
ܪܬܝܬܐ	rəθejθeʔ
ܣܥܪܬܐ	səʕɑre
ܒܥܠܕܒܒܐ	bəʕɛldəvɑvɑʔ
ܙܝܢܐ	zajneʔ
ܝܘܡܢܐ	jawmɑnɑʔ
ܬܘܚܪܬܐ	tawħərɑθɑʔ
ܡܘܒܠܐ	mawbəlɑʔ
ܓܪܓܐ	ɡɑrɡeʔ
ܬܩܠܐ	tɛqleʔ
ܥܩܪܐ	ʕɛqqɑrɑʔ
ܝܘܢܐ	jawnɑ
ܟܘܪܐ	korɑʔ
ܫܢܐ	ʃanneʔ
ܕܗܩܢܐ	dahqɑnɑ
ܝܩܪܐ	jaqreʔ
ܚܟܡܬܐ	ħɛxmɑθɑ
ܒܝܪܬܐ	birɑθɑʔ
ܡܐܟܠܐ	meʔxlɑʔ
ܦܘܠܐ	pulɑʔ
ܣܚܪܬܐ	sɑħrɑθɑ
ܦܠܓܘܬܐ	pɑlɡəwɑθɑʔ
ܟܘܕܐ	kuðɑʔ
ܥܪܣܘܬܐ	ʕarsawwɑθɑʔ
ܢܩܡܬܐ	nɛqqɛməθɑ
ܥܫܐ	ʕaʃʃɑʔ
ܙܪܥܐ	zarʕɑʔ
ܒܣܕܝܐ	bɛssɑðjɑ
ܐܝܫܠܐ	ʔiʃle
ܚܘܪܐ	ħɑworo
ܙܪܥܐ	zarʕəjɑθɑʔ
ܚܣܕܐ	ħɛsdɑʔ
ܓܨܐ	ɡɛsˤsˤɑʔ
ܥܩܪܐ	ʕaqreʔ
ܘܪܝܕܐ	warriðe
ܦܘܩܕܢܐ	puqqəðɑnɑ
ܡܫܬܐܠܢܘܬܐ	mɛʃtaʔlɑnwɑθɑʔ
ܚܣܢܐ	ħɛsnawwɑθɑʔ
ܓܙܐ	ɡɛzze
ܚܘܝܒܐ	ħujjɑvɑʔ
ܕܒܝܚܘܬܐ	dəviħwɑθɑ
ܣܒܪܐ	səvɑrɑʔ
ܕܚܫܐ	daħʃeʔ
ܨܘܨܝܬܐ	sˤusˤiθɑ
ܩܨܪܐ	qasˤsˤɑreʔ
ܒܘܪܟܐ	burrɑxɑʔ
ܡܥܒܪܐ	maʕbərɑʔ
ܚܠܕܝܬܐ	ħallɑðiθɑʔ
ܟܢܫܐ	kɛnʃawwɑθɑʔ
ܕܡܟ	dammɑx
ܐܒܠܬܐ	ʔɛbbɑlɑθɑ
ܙܪܩܐ	zɑrqe
ܪܡܟܐ	rammɑxeʔ
ܬܪܡܠܐ	tarmɑlɑʔ
ܐܡܩܬܐ	ʔɑmqɑθɑʔ
ܚܘܪܐ	ħuro
ܒܒܬܐ	bɑwtɑ
ܐܢܬܝܢ	ʔattejn
ܬܝܫܐ	tajʃeʔ
ܫܝܘܠ	ʃjuːl
ܨܕܥܐ	sˤaðʕɑʔ
ܪܥܠܬܐ	rəʕɛləθɑʔ
ܥܘܩܒܪܐ	ʕuqbəreʔ
ܦܛܪܝܪܟܐ	pɑtˤarjarko
ܪܙܩܐ	rɛzqɑ
ܓܫܘܫܐ	ɡɑʃoʃɑ
ܚܘܝܚܐ	ħəwiħeʔ
ܣܦܣܝܪܐ	safsejrɑ
ܣܘܟܬܐ	sawkɑθɑ
ܣܟܐ	sɑxɑ
ܣܘܪܗܒܐ	surhɑwɑ
ܕܒܒܐ	dɛbbɑve
ܡܓܢܐ	məɣanne
ܟܘܪܦܐ	kurpɑ
ܓܘܒܝܐ	ɡubbɑje
ܒܙܬܐ	bɛzzəθɑʔ
ܒܝܪܬܐ	bajjɑrtɑʔ
ܒܒܐ	bowo
ܚܛܝܐ	ħatˤtˤɑjɑ
ܦܘܚܕܐ	puħde
ܪܬܡܐ	rɛθmeʔ
ܪܡܫܘܬܐ	ramʃawwɑθɑʔ
ܐܕܫܐ	ʔɑðʃɑʔ
ܥܒܘܪܐ	ʕɑvorɑʔ
ܩܪܝܬܐ	qɑriθɑʔ
ܨܢܕܘܩܐ	sˤanduqe
ܚܝܛܘܬܐ	ħajjɑtˤuθɑ
ܠܐܓܘܣ	lɑɣos
ܐܘܝܘܬܐ	ʔawjəwɑθɑʔ
ܚܠܡܐ	ħallɑmɑʔ
ܒܙܚܐ	bazzɑħɑ
ܡܕܩܬܐ	məðaqqɑθɑ
ܟܠܒܬܐ	kalbɑθɑʔ
ܦܫܦܫܐ	pɛʃpəʃeʔ
ܒܘܣܡܐ	bussɑmeʔ
ܙܢܒܝܠܐ	zanbilɑʔ
ܓܪܒܐ	ɡarəvɑ
ܝܒܡܬܐ	javmɑθɑʔ
ܢܝܚܐ	nəjɑħeʔ
ܒܛܠܢܐ	bɛtˤlɑnɑʔ
ܝܕܢܐ	jaðneʔ
ܥܨܪܬܐ	ʕɑsˤartɑʔ
ܒ	b
ܡܐܟܢܐ	meʔkanneʔ
ܢܚܠܐ	naħleʔ
ܡܟܫܘܠܐ	maxʃuleʔ
ܟܫܠܐ	kɛʃlɑʔ
ܢܘܡܪܐ	numreʔ
ܐܕܪܐ	ʔɑðreʔ
ܟܠܒܐ	kaləvɑʔ
ܫܢܬܐ	ʃanəθɑ
ܩܝܡܬܐ	qojɛmto
ܟܠܒܐ	kalbɑʔ
ܐܣܟܘܠܐ	ʔɛskoleʔ
ܢܘܪܐ	nawrɑʔ
ܓܪܦܐ	ɡarpe
ܢܝܫܐ	niʃɑʔ
ܡܢܝܢܐ	mɑnineʔ
ܟܘܢܫܐ	kunnɑʃɑʔ
ܦܛܩܐ	pɛtˤqeʔ
ܢܩܣܐ	nɛqsɑ
ܗܢܕܒܐ	hɛndəve
ܚܚܐ	ħaħwɑθɑ
ܥܪܐ	ʕarrɑʔ
ܡܣܪܩܐ	masrəqɑʔ
ܚܨܕܐ	ħɛsˤdɑʔ
ܐܓܘܪܐ	ʔɑɣorɑʔ
ܐܠܝܬܐ	ʔɛljɑθɑ
ܠܚܡܐ	laħmeʔ
ܐܝܙܓܕܐ	ʔizɡaddɑʔ
ܫܚܢܐ	ʃəħɑneʔ
ܨܡ	sˤam
ܛܗܪܘܬܐ	tˤahrawwɑθɑʔ
ܠܩܢܐ	laqneʔ
ܢܘܛܦܬܐ	nutˤpeʔ
ܡܚܘܙܐ	mɑxozɑ
ܟܘܬܠܐ	koθlɑ
ܓܢܒܐ	ɡannɑve
ܡܥܡܘܕܝܬܐ	maʕmoðiθɑ
ܙܓܓܐ	zəɣɑɣeʔ
ܠܒܠܒܬܐ	lavləvɑθɑʔ
ܥܘܠܐ	ʕulleʔ
ܪܡܙܐ	rɛmzeʔ
ܓܝܪܐ	ɡajjɑre
ܟܘܪܣܝܐ	kursawwɑθɑʔ
ܩܢܝܐ	qanjɑ
ܥܠܝܡܘܬܐ	ʕəlajmuθɑʔ
ܣܟܝܢܝܬܐ	sakkinjɑθɑ
ܬܦܝܐ	təfajjɑʔ
ܡܫܛܚܐ	maʃtˤɑħɑʔ
