የሌሎች	jˈəlelot͡ʃ
ሐምሌ	hˈamɨle
ከመጽሐፍ	kˈəmətsɨhaf
ታሪካዊ	tˈarikawi
ውሀ	wˈɨha
ውጫዊ	wˈɨt͡ʃ`awi
ከአቶ	kˈəʔato
የእምነት	jˈəʔɨmɨnət
መስመሮች	mˈəsɨmərot͡ʃ
ግዛቱ	ɡˈɨzatu
ማስረጃ	mˈasɨrəd͡ʒa
ዐፄ	ʔˈatse
ተማሪወች	tˈəmariwət͡ʃ
ልጆችን	lˈɨd͡ʒot͡ʃɨn
በማስቀመጥ	bˈəmasɨk`əmət`
ያለምንም	jˈaləmɨnɨm
ኃይል	hˈajɨl
ዜማ	zˈema
ዓማርኛ	ʔˈamarɨɲa
ቡድን	bˈudɨn
ለማከም	lˈəmakəm
የምድር	jˈəmɨdɨr
የሮሜ	jˈərome
ፍላጎት	fˈɨlaɡot
የተሠራ	jˈətəsəra
መታሰቢያ	mˈətasəβija
በሚከተለው	bˈəmikətələw
ድምር	dˈɨmɨr
ለጊዜው	lˈəɡizew
መጥቶ	mˈət`ɨto
በከፍተኛ	bˈəkəfɨtəɲa
መስፋፋት	mˈəsɨfafat
ሃሳቦች	hˈasaβot͡ʃ
እግሩ	ʔˈɨɡɨru
እኔን	ʔˈɨnen
ሕዝቦች	hˈɨzɨβot͡ʃ
ጃፓን	d͡ʒˈapan
ቤቱ	bˈetu
ሀሳብ	hˈasab
ስለሆነ	sˈɨləhonə
ጨረር	t͡ʃ`ˈərər
አካባቢዎች	ʔˈakaβaβiwot͡ʃ
መንግሥትና	mˈənɨɡɨsɨtɨna
ገፅ	ɡˈəts
ልሳነ	lˈɨsanə
ልኮ	lˈɨko
ድረ	dˈɨrə
በተመለከተ	bˈətəmələkətə
ሰኑስረት	sˈənusɨrət
አምስተኛ	ʔˈamɨsɨtəɲa
ዝምድና	zˈɨmɨdɨna
የመጡ	jˈəmət`u
የግብጽ	jˈəɡɨβɨts
የሲቪል	jˈəsivil
ዘውድ	zˈəwɨd
ቅራኔ	k`ˈɨrane
ይላሉ	jˈɨlalu
እኛን	ʔˈɨɲan
ትርጓሜ	tˈɨrɨɡwame
በመንግሥት	bˈəmənɨɡɨsɨt
ደም	dˈəm
የአባቱን	jˈəʔaβatun
በሚለው	bˈəmiləw
በሁሉም	bˈəhulum
የዝናብ	jˈəzɨnab
በነበረው	bˈənəβərəw
ዘመን	zˈəmən
ግንኙነት	ɡˈɨnɨɲunət
ትክክል	tˈɨkɨkɨl
ተቀጥሮ	tˈək`ət`ɨro
ዶሮ	dˈoro
በመጨረሻው	bˈəmət͡ʃ`ərəʃaw
ደረሰ	dˈərəsə
በዕብራይስጥ	bˈəʔɨβɨrajɨsɨt`
በሚባል	bˈəmiβal
ተብላ	tˈəβɨla
እውን	ʔˈɨwɨn
አሥራ	ʔˈasɨra
ክህነት	kˈɨhɨnət
የሥራ	jˈəsɨra
ደራሲው	dˈərasiw
ትርጉሙ	tˈɨrɨɡumu
የምትባል	jˈəmɨtɨβal
ለንጉሱ	lˈənɨɡusu
አከፋፈል	ʔˈakəfafəl
በኋላ	bˈəhwala
ጥቅስ	t`ˈɨk`ɨs
ነገስታት	nˈəɡəsɨtat
ኃይለ	hˈajɨlə
ብርቱ	bˈɨrɨtu
ታማኝነት	tˈamaɲɨnət
ሰውነት	sˈəwɨnət
እሳቸው	ʔˈɨsat͡ʃəw
መንፈሳዊ	mˈənɨfəsawi
የአረብ	jˈəʔarəb
ውሃ	wˈɨha
እሱ	ʔˈɨsu
ምድርን	mˈɨdɨrɨn
ወራሪ	wˈərari
ልማዶች	lˈɨmadot͡ʃ
የተሞላ	jˈətəmola
ፖለቲካዊ	pˈolətikawi
ያላት	jˈalat
ኢኮኖሚ	ʔˈikonomi
መጨረሻው	mˈət͡ʃ`ərəʃaw
የመረጃ	jˈəmərəd͡ʒa
ክበብ	kˈɨβəb
አምባገነን	ʔˈamɨβaɡənən
ተከታይ	tˈəkətaj
ትእዛዝ	tˈɨʔɨzaz
ካውንቲ	kˈawɨnɨti
ሌዊ	lˈewi
የዓፄ	jˈəʔatse
ፈላስፋ	fˈəlasɨfa
መስሪያ	mˈəsɨrija
በማገልገል	bˈəmaɡəlɨɡəl
የተወለዱት	jˈətəwələdut
የተሰኙ	jˈətəsəɲu
አይርላንድ	ʔˈajɨrɨlanɨd
አዳል	ʔˈadal
ለኛ	lˈəɲa
የሌለው	jˈəleləw
በደረሰበት	bˈədərəsəβət
ክንፍ	kˈɨnɨf
አንዱን	ʔˈanɨdun
ዜግነት	zˈeɡɨnət
መነሳት	mˈənəsat
በስደት	bˈəsɨdət
በመያዝ	bˈəməjaz
በሽታውን	bˈəʃɨtawɨn
ሐረግ	hˈarəɡ
መላኩ	mˈəlaku
ፓርላማ	pˈarɨlama
የመንፈስ	jˈəmənɨfəs
ማዶ	mˈado
የላቲን	jˈəlatin
ደርሶ	dˈərɨso
መሪነት	mˈərinət
ስፍራ	sˈɨfɨra
ለሰዎች	lˈəsəwot͡ʃ
ቤተ	bˈetə
ዩኒቨርስቲ	jˈunivərɨsɨti
በቅዱስ	bˈək`ɨdus
ሳይቀር	sˈajɨk`ər
መሰረት	mˈəsərət
ምን	mˈɨn
ኦፍ	ʔˈof
እርሱ	ʔˈɨrɨsu
ቪዛ	vˈiza
መጥተው	mˈət`ɨtəw
ደረጃ	dˈərəd͡ʒa
ለመከላከል	lˈəməkəlakəl
ፊልም	fˈilɨm
ዘፈኖችን	zˈəfənot͡ʃɨn
አባሎች	ʔˈaβalot͡ʃ
የደረሰ	jˈədərəsə
ከርሱ	kˈərɨsu
እናንተ	ʔˈɨnanɨtə
በአንድ	bˈəʔanɨd
በሀገራችን	bˈəhaɡərat͡ʃɨn
ጠላቶች	t`ˈəlatot͡ʃ
በማናቸውም	bˈəmanat͡ʃəwɨm
ቁስል	k`ˈusɨl
ሺህ	ʃˈiç
ላሊበላ	lˈaliβəla
ለሚለው	lˈəmiləw
በተለምዶ	bˈətələmɨdo
ቆይቶ	k`ˈojɨto
በይፋ	bˈəjɨfa
ድምጾች	dˈɨmɨtsot͡ʃ
የአገሬው	jˈəʔaɡərew
ባህልና	bˈahɨlɨna
ኅብረት	hˈɨβɨrət
ስምንተኛ	sˈɨmɨnɨtəɲa
የኛ	jˈəɲa
ረጃጅም	rˈəd͡ʒad͡ʒɨm
ይችላሉ	jˈɨt͡ʃɨlalu
እስከ	ʔˈɨsɨkə
ገጽታ	ɡˈətsɨta
የጣልያን	jˈət`alɨjan
ወደ	wˈədə
ሦስተኛ	sˈosɨtəɲa
አካባቢው	ʔˈakaβaβiw
ዝቅ	zˈɨk`
እናታችን	ʔˈɨnatat͡ʃɨn
በአብዛኛው	bˈəʔaβɨzaɲaw
እንደነበር	ʔˈɨnɨdənəβər
ህጎች	hˈɨɡot͡ʃ
ሲጨምር	sˈit͡ʃ`əmɨr
ሙሴ	mˈuse
ቂም	k`ˈim
ባሕል	bˈahɨl
በኣንድ	bˈəʔanɨd
ቫይረሱ	vˈajɨrəsu
በአሜሪካ	bˈəʔamerika
ነገሩን	nˈəɡərun
የኢንተርኔት	jˈəʔinɨtərɨnet
መንስኤ	mˈənɨsɨʔe
የጥንታዊ	jˈət`ɨnɨtawi
ገቢ	ɡˈəβi
ቪ	vˈi
ፍሬ	fˈɨre
ስህተት	sˈɨhɨtət
የእስፓንያ	jˈəʔɨsɨpanɨja
ያሉት	jˈalut
ቅጥ	k`ˈɨt`
ከአዲስ	kˈəʔadis
በተባሉ	bˈətəβalu
በእሳት	bˈəʔɨsat
የግድ	jˈəɡɨd
ሁኔታው	hˈunetaw
መጻህፍት	mˈətsahɨfɨt
ፊልሙ	fˈilɨmu
ጨዋታዎች	t͡ʃ`ˈəwatawot͡ʃ
እስራኤላውያን	ʔˈɨsɨraʔelawɨjan
ቋንቋ	k`wˈanɨk`wa
የሚመጡ	jˈəmimət`u
የኢትዮጵያ	jˈəʔitɨjop`ɨja
ግዛቶች	ɡˈɨzatot͡ʃ
ወዲህ	wˈədiç
እጅግ	ʔˈɨd͡ʒɨɡ
ምናልባትም	mˈɨnalɨβatɨm
ለወዳጅነት	lˈəwədad͡ʒɨnət
በደስታ	bˈədəsɨta
ኢትዮጵያ	ʔˈitɨjop`ɨja
ፈልጎ	fˈəlɨɡo
ላይም	lˈajɨm
ዳር	dˈar
የአውሮጳ	jˈəʔawɨrop`a
በሆነበት	bˈəhonəβət
ዜማዎችን	zˈemawot͡ʃɨn
የግዕዝን	jˈəɡɨʔɨzɨn
አገሮች	ʔˈaɡərot͡ʃ
ቅዱሳን	k`ˈɨdusan
ገብተው	ɡˈəβɨtəw
መመገብ	mˈəməɡəb
አይን	ʔˈajɨn
ትምህርቷን	tˈɨmɨhɨrɨtwan
አጋማሽ	ʔˈaɡamaʃ
ተግባራዊ	tˈəɡɨβarawi
ሐውልት	hˈawɨlɨt
ከታች	kˈətat͡ʃ
ቅድመ	k`ˈɨdɨmə
ውድድሩን	wˈɨdɨdɨrun
ወዲያው	wˈədijaw
ተወዳጅ	tˈəwədad͡ʒ
መላ	mˈəla
ጥበቃ	t`ˈɨβək`a
ማቅረብ	mˈak`ɨrəb
ሕንድ	hˈɨnɨd
ነጋዴዎች	nˈəɡadewot͡ʃ
ነገሥቱ	nˈəɡəsɨtu
ሕያው	hˈɨjaw
እኒህ	ʔˈɨniç
የሚፈጠር	jˈəmifət`ər
ቢኖር	bˈinor
መልሰው	mˈəlɨsəw
ክሮኖስ	kˈɨronos
ዜማዎች	zˈemawot͡ʃ
በሕይወት	bˈəhɨjɨwət
ስፋት	sˈɨfat
ፍልስፍና	fˈɨlɨsɨfɨna
በከተማው	bˈəkətəmaw
እየሰራ	ʔˈɨjəsəra
ጽሑፉ	tsˈɨhufu
ምንጊዜም	mˈɨnɨɡizem
መወሰኛ	mˈəwəsəɲa
ቅርፅ	k`ˈɨrɨts
ይቅር	jˈɨk`ɨr
በሌሎችም	bˈəlelot͡ʃɨm
አንዴ	ʔˈanɨde
አምባ	ʔˈamɨβa
ከቶ	kˈəto
ቀለማት	k`ˈələmat
ጎርፍ	ɡˈorɨf
ያለበት	jˈaləβət
በግ	bˈəɡ
አውጥቶ	ʔˈawɨt`ɨto
ጀምሮ	d͡ʒˈəmɨro
ለምን	lˈəmɨn
ልምምድ	lˈɨmɨmɨd
አጠያያቂ	ʔˈat`əjajak`i
ወጣቱ	wˈət`atu
ዱቄት	dˈuk`et
ለዚህም	lˈəzihɨm
ከዚያ	kˈəzija
ካቴድራል	kˈatedɨral
የተባለ	jˈətəβalə
ሦስተኛው	sˈosɨtəɲaw
ተጨባጭ	tˈət͡ʃ`əβat͡ʃ`
ያሉ	jˈalu
ከሆነ	kˈəhonə
ቤት	bˈet
መነሻ	mˈənəʃa
ከአለት	kˈəʔalət
በትጋት	bˈətɨɡat
ሕግጋት	hˈɨɡɨɡat
በተወለደ	bˈətəwələdə
በጦርነት	bˈət`orɨnət
ኮሎኔል	kˈolonel
የታወቀው	jˈətawək`əw
አቡበክር	ʔˈaβuβəkɨr
በመጀመርያ	bˈəməd͡ʒəmərɨja
በአዲሱ	bˈəʔadisu
ፕሬዝዳንት	pˈɨrezɨdanɨt
ዘንድ	zˈənɨd
ቀሪው	k`ˈəriw
የመሬት	jˈəməret
የሚባል	jˈəmiβal
ውጤት	wˈɨt`et
ሞት	mˈot
አገራቸውን	ʔˈaɡərat͡ʃəwɨn
ከሁለት	kˈəhulət
ጠቃሚ	t`ˈək`ami
ሌላውን	lˈelawɨn
ቤታቸው	bˈetat͡ʃəw
ዘፍጥረት	zˈəfɨt`ɨrət
የኤርትራ	jˈəʔerɨtɨra
ወንድና	wˈənɨdɨna
ዘወትር	zˈəwətɨr
ሲገመት	sˈiɡəmət
ሌሎች	lˈelot͡ʃ
ውድ	wˈɨd
ተመርቆ	tˈəmərɨk`o
ማህበር	mˈahɨβər
ምክር	mˈɨkɨr
ወጥቶ	wˈət`ɨto
ባህል	bˈahɨl
ሕይወታቸውን	hˈɨjɨwətat͡ʃəwɨn
አከባቢ	ʔˈakəβaβi
መረብ	mˈərəb
ይህንንም	jˈɨhɨnɨnɨm
የኣሉ	jˈəʔalu
አማርኛ	ʔˈamarɨɲa
ርዕስ	rˈɨʔɨs
ዳንጉን	dˈanɨɡun
ዑደት	ʔˈudət
የኖሩ	jˈənoru
ትውፊቶች	tˈɨwɨfitot͡ʃ
ያለው	jˈaləw
አ	ʔˈa
ለመግዛት	lˈəməɡɨzat
እድል	ʔˈɨdɨl
አንበሶች	ʔˈanɨβəsot͡ʃ
የሥነ	jˈəsɨnə
ንድፍ	nˈɨdɨf
ሲል	sˈil
የዓለም	jˈəʔaləm
የሆኑት	jˈəhonut
ቀበሮ	k`ˈəβəro
ከነሱም	kˈənəsum
ስርዓት	sˈɨrɨʔat
ከእዚህ	kˈəʔɨziç
ገደማ	ɡˈədəma
ጥንቃቄ	t`ˈɨnɨk`ak`e
አገራቸው	ʔˈaɡərat͡ʃəw
ለማንበብ	lˈəmanɨβəb
ወዲያውም	wˈədijawɨm
የግዕዝ	jˈəɡɨʔɨz
አጠቃቀም	ʔˈat`ək`ak`əm
ውድድሮችን	wˈɨdɨdɨrot͡ʃɨn
በሐዲስ	bˈəhadis
ወሲባዊ	wˈəsiβawi
ተመራማሪ	tˈəməramari
በአውሮጳ	bˈəʔawɨrop`a
ቀጥሎም	k`ˈət`ɨlom
ነው	nˈəw
የአሁኑ	jˈəʔahunu
ይላል	jˈɨlal
ግፍ	ɡˈɨf
ተገኙ	tˈəɡəɲu
በቁጥጥር	bˈək`ut`ɨt`ɨr
እቃዎች	ʔˈɨk`awot͡ʃ
ሃይማኖታዊ	hˈajɨmanotawi
መካከለኛ	mˈəkakələɲa
ስምምነት	sˈɨmɨmɨnət
ማዕከል	mˈaʔɨkəl
ድምፅ	dˈɨmɨts
ማቴዎስ	mˈatewos
ሳሉ	sˈalu
የአካድ	jˈəʔakad
ዳንኤል	dˈanɨʔel
በእጅ	bˈəʔɨd͡ʒ
ልውውጥ	lˈɨwɨwɨt`
ኹኔታ	hˈuneta
ከአባቱ	kˈəʔaβatu
በኋላም	bˈəhwalam
ምላሽ	mˈɨlaʃ
ማለትም	mˈalətɨm
ሌሊት	lˈelit
ሆኗል	hˈonwal
መግቢያ	mˈəɡɨβija
ታላቅ	tˈalak`
ገንዘብ	ɡˈənɨzəb
ሁለቱ	hˈulətu
ብርሃንና	bˈɨrɨhanɨna
ትርጉሞች	tˈɨrɨɡumot͡ʃ
ሰጥቶ	sˈət`ɨto
ጥርጣሬ	t`ˈɨrɨt`are
በተገኘ	bˈətəɡəɲə
ተሸካሚ	tˈəʃəkami
ስትሆን	sˈɨtɨhon
አሞራውያን	ʔˈamorawɨjan
እናቴ	ʔˈɨnate
ኤሌክትሪክ	ʔˈelekɨtɨrik
ውድድሮች	wˈɨdɨdɨrot͡ʃ
ገዳይ	ɡˈədaj
የግሪክ	jˈəɡɨrik
መልዕክቱ	mˈəlɨʔɨkɨtu
ከነዚህ	kˈənəziç
ከስድስት	kˈəsɨdɨsɨt
መካከለኛው	mˈəkakələɲaw
ዕብራይስጥ	ʔˈɨβɨrajɨsɨt`
ምድብ	mˈɨdɨb
ብቻውን	bˈɨt͡ʃawɨn
በተጨማሪ	bˈətət͡ʃ`əmari
ምንም	mˈɨnɨm
ሚካኤል	mˈikaʔel
አለቃ	ʔˈalək`a
ጆርጅ	d͡ʒˈorɨd͡ʒ
እሷም	ʔˈɨswam
ቅርብ	k`ˈɨrɨb
ሃይማኖቶች	hˈajɨmanotot͡ʃ
በዘር	bˈəzər
ትላልቅ	tˈɨlalɨk`
ትብብር	tˈɨβɨβɨr
የመጀመሪያ	jˈəməd͡ʒəmərija
በገዛ	bˈəɡəza
በምን	bˈəmɨn
ስለነበረ	sˈɨlənəβərə
መጨረሻ	mˈət͡ʃ`ərəʃa
የሃይል	jˈəhajɨl
በዙሪያው	bˈəzurijaw
የዛሬ	jˈəzare
የሚለው	jˈəmiləw
የኣማርኛ	jˈəʔamarɨɲa
ክፍለዘመን	kˈɨfɨləzəmən
እነዚህን	ʔˈɨnəzihɨn
ክልክል	kˈɨlɨkɨl
ጣልቃ	t`ˈalɨk`a
ለሰው	lˈəsəw
አገልግሎት	ʔˈaɡəlɨɡɨlot
ነበረው	nˈəβərəw
የሚገኙት	jˈəmiɡəɲut
በሚል	bˈəmil
የጉዞ	jˈəɡuzo
ዓመተ	ʔˈamətə
ራሱ	rˈasu
ነጻነቷን	nˈətsanətwan
አኒዩስ	ʔˈanijus
በቀን	bˈək`ən
እንደሚለው	ʔˈɨnɨdəmiləw
ጠመንጃ	t`ˈəmənɨd͡ʒa
አደባባይ	ʔˈadəβaβaj
የሚባሉ	jˈəmiβalu
ሊኖር	lˈinor
ለነዚህ	lˈənəziç
ነጻነት	nˈətsanət
ጥሬ	t`ˈɨre
የተባሉት	jˈətəβalut
ቲያትር	tˈijatɨr
ሰፈር	sˈəfər
ታናሽ	tˈanaʃ
በመካከለኛው	bˈəməkakələɲaw
ን	nˈɨ
መጻፊያ	mˈətsafija
እድሜያቸው	ʔˈɨdɨmejat͡ʃəw
ነጻነቱን	nˈətsanətun
ትልቁ	tˈɨlɨk`u
ሽብር	ʃˈɨβɨr
ማረፊያ	mˈarəfija
ያገኘው	jˈaɡəɲəw
እነሱ	ʔˈɨnəsu
ለይቶ	lˈəjɨto
የሙዚቃ	jˈəmuzik`a
ነሐሴ	nˈəhase
የጽሕፈት	jˈətsɨhɨfət
የተሻለ	jˈətəʃalə
አጥኝው	ʔˈat`ɨɲɨw
እነሆ	ʔˈɨnəho
ባሻገር	bˈaʃaɡər
ህዳር	hˈɨdar
ፈቃድ	fˈək`ad
ምግብ	mˈɨɡɨb
እንጅ	ʔˈɨnɨd͡ʒ
አይነቶች	ʔˈajɨnətot͡ʃ
መሰረቶች	mˈəsərətot͡ʃ
የኢየሱስ	jˈəʔijəsus
የታወቁ	jˈətawək`u
ዳሪዮስ	dˈarijos
እርሷ	ʔˈɨrɨswa
ስርጭት	sˈɨrɨt͡ʃ`ɨt
ሥራ	sˈɨra
ለሕዝብ	lˈəhɨzɨb
የዘር	jˈəzər
ፈላስፎች	fˈəlasɨfot͡ʃ
ቁሶች	k`ˈusot͡ʃ
ከተማው	kˈətəmaw
የስነ	jˈəsɨnə
አቡ	ʔˈaβu
አላህ	ʔˈalax
ምድራዊ	mˈɨdɨrawi
ጨረቃ	t͡ʃ`ˈərək`a
ማህበሩ	mˈahɨβəru
ምት	mˈɨt
ሊቀ	lˈik`ə
የተዘጋጀው	jˈətəzəɡad͡ʒəw
እርሻ	ʔˈɨrɨʃa
የዚሁ	jˈəzihu
በቅድስት	bˈək`ɨdɨsɨt
ነበር	nˈəβər
ዳምጠው	dˈamɨt`əw
ሃይቅ	hˈajɨk`
የኦሮሞ	jˈəʔoromo
ምርት	mˈɨrɨt
እንቅስቃሴዎች	ʔˈɨnɨk`ɨsɨk`asewot͡ʃ
ባህር	bˈahɨr
እስላማዊ	ʔˈɨsɨlamawi
የፖርቱጋል	jˈəporɨtuɡal
እረፍት	ʔˈɨrəfɨt
በግልጽ	bˈəɡɨlɨts
ምንድን	mˈɨnɨdɨn
የካቶሊክ	jˈəkatolik
የውሃ	jˈəwɨha
ለማጥናት	lˈəmat`ɨnat
ለምግብነት	lˈəmɨɡɨβɨnət
ስመ	sˈɨmə
በሰዎች	bˈəsəwot͡ʃ
በደንብ	bˈədənɨb
አመጣጥ	ʔˈamət`at`
ቀዳሚ	k`ˈədami
ብዙ	bˈɨzu
ምሁራን	mˈɨhuran
የሰብዓዊ	jˈəsəβɨʔawi
በመድረክ	bˈəmədɨrək
አባል	ʔˈaβal
ቶሎ	tˈolo
በቀር	bˈək`ər
መቶ	mˈəto
ብሄራዊ	bˈɨherawi
ይገናኛሉ	jˈɨɡənaɲalu
ሰልፎች	sˈəlɨfot͡ʃ
አዳኝ	ʔˈadaɲ
በምትባል	bˈəmɨtɨβal
ያደረገው	jˈadərəɡəw
የሚገኘውን	jˈəmiɡəɲəwɨn
በቦታው	bˈəβotaw
ሚና	mˈina
ከላይ	kˈəlaj
የመንግስት	jˈəmənɨɡɨsɨt
ለመስጠት	lˈəməsɨt`ət
የቋንቋ	jˈək`wanɨk`wa
ህግ	hˈɨɡ
ቋንቋዎች	k`wˈanɨk`wawot͡ʃ
በዘፍጥረት	bˈəzəfɨt`ɨrət
በከተማዋ	bˈəkətəmawa
ወላጅ	wˈəlad͡ʒ
የሚመስል	jˈəmiməsɨl
ስጋት	sˈɨɡat
ምንጮች	mˈɨnɨt͡ʃ`ot͡ʃ
ዳዊት	dˈawit
ምናልባት	mˈɨnalɨβat
በወታደራዊ	bˈəwətadərawi
ደንብ	dˈənɨb
የዝሆን	jˈəzɨhon
ምክንያት	mˈɨkɨnɨjat
ባቢሎን	bˈaβilon
በመጠቀም	bˈəmət`ək`əm
እንዚራን	ʔˈɨnɨziran
መረጃዎች	mˈərəd͡ʒawot͡ʃ
መሰረታዊ	mˈəsərətawi
አስተዋጽኦ	ʔˈasɨtəwatsɨʔo
ክፍሉ	kˈɨfɨlu
በኩል	bˈəkul
ችሎታ	t͡ʃˈɨlota
ጥቃት	t`ˈɨk`at
ዘዴ	zˈəde
በመፍጠር	bˈəməfɨt`ər
ኗሪ	nwˈari
ቡናማ	bˈunama
ቻርልስ	t͡ʃˈarɨlɨs
ክፍት	kˈɨfɨt
ግቢ	ɡˈɨβi
ክርስቶስን	kˈɨrɨsɨtosɨn
የተገኘ	jˈətəɡəɲə
ኖረ	nˈorə
የኔ	jˈəne
በመርታት	bˈəmərɨtat
በትክክል	bˈətɨkɨkɨl
የተፈጠረ	jˈətəfət`ərə
ሰላማዊ	sˈəlamawi
ይቻላል	jˈɨt͡ʃalal
ቆጠራ	k`ˈot`əra
ከእናቱ	kˈəʔɨnatu
የአገሪቱን	jˈəʔaɡəritun
ዓክልበ	ʔˈakɨlɨβə
ድምጽ	dˈɨmɨts
ጥንድ	t`ˈɨnɨd
አማካሪ	ʔˈamakari
የእንጨት	jˈəʔɨnɨt͡ʃ`ət
ሰባቱ	sˈəβatu
አርጎ	ʔˈarɨɡo
አሠራር	ʔˈasərar
የጻፈው	jˈətsafəw
ባለሥልጣናት	bˈaləsɨlɨt`anat
የሰውነት	jˈəsəwɨnət
በሃይል	bˈəhajɨl
ግለሰቦች	ɡˈɨləsəβot͡ʃ
የፆታ	jˈətsota
ከተማውን	kˈətəmawɨn
ለገበያ	lˈəɡəβəja
የሚሆኑት	jˈəmihonut
ሲስተም	sˈisɨtəm
መልእክት	mˈəlɨʔɨkɨt
ምክንያቱ	mˈɨkɨnɨjatu
ሌላው	lˈelaw
ወድቆ	wˈədɨk`o
ተይዞ	tˈəjɨzo
ከሁሉም	kˈəhulum
ይገኛሉ	jˈɨɡəɲalu
ለመላው	lˈəməlaw
ሲናገር	sˈinaɡər
ኤድስ	ʔˈedɨs
ግጭት	ɡˈɨt͡ʃ`ɨt
ዶክቶር	dˈokɨtor
ማሞ	mˈamo
በእርሱ	bˈəʔɨrɨsu
ፊደላት	fˈidəlat
ይችላል	jˈɨt͡ʃɨlal
የሚኖሩ	jˈəminoru
ማዕረግ	mˈaʔɨrəɡ
ወርቅ	wˈərɨk`
አባ	ʔˈaβa
በእዚህ	bˈəʔɨziç
ባልታወቀ	bˈalɨtawək`ə
ወለተ	wˈələtə
ሰራዊት	sˈərawit
ይችል	jˈɨt͡ʃɨl
አይተው	ʔˈajɨtəw
ቤቶች	bˈetot͡ʃ
በመሥራት	bˈəməsɨrat
ሸለቆ	ʃˈələk`o
ቀርቶ	k`ˈərɨto
ከጥንት	kˈət`ɨnɨt
በግፍ	bˈəɡɨf
ስኬታማ	sˈɨketama
በሁለቱም	bˈəhulətum
ተለዋዋጭ	tˈələwawat͡ʃ`
እሳት	ʔˈɨsat
ውድር	wˈɨdɨr
በርስ	bˈərɨs
ለሁለት	lˈəhulət
አንድን	ʔˈanɨdɨn
ኢጣልያ	ʔˈit`alɨja
በሮማ	bˈəroma
ማሽን	mˈaʃɨn
አጋጣሚ	ʔˈaɡat`ami
ሥነ	sˈɨnə
ተይዘው	tˈəjɨzəw
ስፖርት	sˈɨporɨt
ጉዞ	ɡˈuzo
አብ	ʔˈab
ራሱን	rˈasun
ተዋህዶ	tˈəwahɨdo
መሬት	mˈəret
ግለሰብ	ɡˈɨləsəb
አካባቢ	ʔˈakaβaβi
ቀድሞ	k`ˈədɨmo
ከፈጣሪ	kˈəfət`ari
ሁለተኛውን	hˈulətəɲawɨn
እህል	ʔˈɨhɨl
የከተማው	jˈəkətəmaw
የተገኙ	jˈətəɡəɲu
ባሩድ	bˈarud
ህብረት	hˈɨβɨrət
መለያ	mˈələja
ከሥነ	kˈəsɨnə
ታቦት	tˈaβot
ሲ	sˈi
የተወሰኑ	jˈətəwəsənu
ውሸት	wˈɨʃət
ሃገር	hˈaɡər
አባታቸው	ʔˈaβatat͡ʃəw
ባብዛኛው	bˈaβɨzaɲaw
የሚመጣ	jˈəmimət`a
ተክል	tˈəkɨl
መደቦች	mˈədəβot͡ʃ
በአገራችን	bˈəʔaɡərat͡ʃɨn
ትግርኛ	tˈɨɡɨrɨɲa
በታላቅ	bˈətalak`
ጽኑ	tsˈɨnu
የሚያደርገው	jˈəmijadərɨɡəw
ሲያገለግሉ	sˈijaɡələɡɨlu
ዕድሜው	ʔˈɨdɨmew
መስዋዕት	mˈəsɨwaʔɨt
እንድትሆን	ʔˈɨnɨdɨtɨhon
የቻለ	jˈət͡ʃalə
በተከታታይ	bˈətəkətataj
በሥራ	bˈəsɨra
ገዛ	ɡˈəza
በአለም	bˈəʔaləm
በሰላም	bˈəsəlam
ናሙና	nˈamuna
ዎቹ	wˈot͡ʃu
በሁለተኛው	bˈəhulətəɲaw
መድረክ	mˈədɨrək
ድጋፍ	dˈɨɡaf
ኣንድ	ʔˈanɨd
በሁሉ	bˈəhulu
ሥፍራዎች	sˈɨfɨrawot͡ʃ
ማስተማር	mˈasɨtəmar
ይህንን	jˈɨhɨnɨn
በመቃወም	bˈəmək`awəm
የኖሩት	jˈənorut
በተገኘው	bˈətəɡəɲəw
የሚያሳዩ	jˈəmijasaju
የንጉሠ	jˈənɨɡusə
ከግሪክ	kˈəɡɨrik
አቶ	ʔˈato
አንዳች	ʔˈanɨdat͡ʃ
የሚሉት	jˈəmilut
ስሙ	sˈɨmu
ሥራቸው	sˈɨrat͡ʃəw
ሙዚቃ	mˈuzik`a
ሰንደቅ	sˈənɨdək`
ገዳም	ɡˈədam
ተሽከርካሪ	tˈəʃɨkərɨkari
በስሜን	bˈəsɨmen
ቆፋሪዎች	k`ˈofariwot͡ʃ
ትዕዛዝ	tˈɨʔɨzaz
እና	ʔˈɨna
ሀገሩ	hˈaɡəru
አሦር	ʔˈasor
ከጊዜ	kˈəɡize
አልጋ	ʔˈalɨɡa
አቅም	ʔˈak`ɨm
ወርረው	wˈərɨrəw
እለት	ʔˈɨlət
በአየር	bˈəʔajər
ጉድ	ɡˈud
በሚቀጥለው	bˈəmik`ət`ɨləw
ያለበትን	jˈaləβətɨn
ፈራጅ	fˈərad͡ʒ
ለማምጣት	lˈəmamɨt`at
ያደረጉት	jˈadərəɡut
ስር	sˈɨr
ቅጂ	k`ˈɨd͡ʒi
በረራ	bˈərəra
ግምት	ɡˈɨmɨt
የካልኩለስ	jˈəkalɨkuləs
አጠቃላይ	ʔˈat`ək`alaj
የሰው	jˈəsəw
ጸሐፊዎች	tsˈəhafiwot͡ʃ
ቁጥጥር	k`ˈut`ɨt`ɨr
ከተሞች	kˈətəmot͡ʃ
ግብፅ	ɡˈɨβɨts
