pozitif	pozitˈɪf
Dağlarına	daːɫaɾɯnˈa
Kupasını	kupasɯnˈɯ
Fan	fˈan
metil	metˈɪl
yönlendirilebilir	jœnlændiɾilebilˈɪr
kültürdür	køltˈørdør
batmıştır	batmˈɯʃtɯr
sinyalinin	sɪnjalinˈɪn
Hazine	hazinˈɛ
Yörüklerin	jœɾøkleɾˈɪn
Best	bˈɛst
korkuya	kɔrkujˈa
nadide	nadidˈɛ
Kuruluşunda	kuɾuɫuʃʊndˈa
inşaasına	ɪnʃaasɯnˈa
toprakta	tɔpraktˈa
borcunun	bɔrd͡ʒunˈʊn
Sezonunda	sezonʊndˈa
Komisyonlarında	komɪsjɔnɫaɾɯndˈa
ziyarete	zijˈaɾetɛ
Neruda	neɾudˈa
kıtasındaki	kɯtasɯndakˈɪ
resmetmiştir	rɛsmɛtmˈɪʃtɪr
katının	katɯnˈɯn
L	lˈɛ
Houghton	hoʊɡhtˈɔn
Suluova	suɫuovˈa
konulan	konuɫˈan
tanjant	tanʒˈant
Brueghel	bruɛɟhˈæl
Soldaki	sɔɫdakˈɪ
kazanılmasından	kazanɯɫmasɯndˈan
görüşüp	ɟœɾyʃˈøp
Fantasy	fantˈasj
görüşmesi	ɟœɾøʃmesˈɪ
savunmuşlardır	savʊnmʊʃɫˈardɯr
karakterli	kaɾaktɛrlˈɪ
bitirici	bitiɾid͡ʒˈɪ
Bakanlığının	bakanɫɯɯɯnˈɯn
eşitlik	eʃɪtlˈɪk
akımıyla	akɯmˈɯjɫa
yarışmasında	jaɾɯʃmasɯndˈa
ettiriyor	etːiɾˈijɔr
Peer	peˈɛr
miksajı	mɪksaʒˈɯ
dinlere	dɪnleɾˈɛ
Ekmek	ɛkmˈɛk
Yazar	jazˈar
Eyyubiler	ɛjjubilˈɛr
ebediyen	ebedijˈæn
kümeden	kˈymedæn
türetme	tyɾˈɛtmɛ
kâğıtların	kaːɯtɫaɾˈɯn
yonga	jɔnɡˈa
beğenisine	bejenisinˈɛ
çalışmıştı	t͡ʃaɫɯʃmɯʃtˈɯ
nitelendirdi	nitelˈændɪrdɪ
beldesinde	bældesɪndˈɛ
gönderdiğinde	ɟœndɛrdijɪndˈɛ
doğmaz	doːmˈaz
yerleşme	jɛrlˈɛʃmɛ
dişiler	diʃilˈɛr
Nguyen	nɡujˈæn
Nielsen	niˈælsæn
mücevherat	myd͡ʒɛvheɾˈat
Yaşasın	jaʃasˈɯn
ayrılmayı	ajrˈɯɫmajɯ
birinde	biɾɪndˈɛ
demolarını	demoɫaɾɯnˈɯ
face	fˈad͡ʒɛ
kabileye	kabˈilejɛ
Birthday	bɪrthdˈaj
geçe	ɟˈet͡ʃɛ
başardı	baʃardˈɯ
Rollo	rɔɫɫˈɔ
armasında	armasɯndˈa
karışmaya	kaɾˈɯʃmaja
neden	nedˈæn
RSA	rsˈa
Dükü	dykˈø
timi	timˈɪ
geliştirilmekte	ɟelɪʃtiɾɪlmɛktˈɛ
Starkiller	starkɪllˈɛr
Maliki	malikˈɪ
boğulup	boːuɫˈʊp
yerle	jˈɛrlɛ
Çeşmenin	t͡ʃˈɛʃmenɪn
açıkken	at͡ʃɯkːˈæn
hemşiresi	hæmʃiɾesˈɪ
getiriliyordu	ɟetiɾilˈijɔrdʊ
Soccer	sod͡ʒːˈɛr
önemlileridir	œnæmlileɾˈidɪr
ünitesinde	ynitesɪndˈɛ
bildiklerini	bɪldɪkleɾinˈɪ
üslerini	øsleɾinˈɪ
Baba	babˈa
dayanılmaz	dajanɯɫmˈaz
İnşaatı	ɪnʃaatˈɯ
birden	bɪrdˈæn
parlaklığı	parɫakɫɯɯˈɯ
çıkmasıydı	t͡ʃɯkmasɯjdˈɯ
fillerinin	fɪlleɾinˈɪn
Sazak	sazˈak
becerisine	bed͡ʒeɾisinˈɛ
kütüphanelerinden	kytøphaneleɾɪndˈæn
Bigeyev	biɟejˈɛv
Gambiya	ɡambijˈa
Tournament	toʊrnamˈænt
Halkevleri	haɫkɛvleɾˈɪ
pg	pˌɛɟˈɛ
Sapık	sapˈɯk
Ortadaki	ɔrtadakˈɪ
sınıflama	sɯnˈɯfɫama
sınavında	sɯnavɯndˈa
savaşmasını	savaʃmasɯnˈɯ
Enfekte	ænfɛktˈɛ
fiyatla	fijˈatɫa
koşması	kɔʃmasˈɯ
gezegenine	ɟezeɟeninˈɛ
balıklardır	baɫɯkɫˈardɯr
Kademeli	kadˈemelɪ
McDuck	mˌɛd͡ʒˈɛdˈʊd͡ʒk
yapımcısı	japɯmd͡ʒɯsˈɯ
Dede	dedˈɛ
piyasaları	pijasaɫaɾˈɯ
göleti	ɟœletˈɪ
kırılmış	kɯɾɯɫmˈɯʃ
hapsedildiği	hapsedɪldijˈɪ
oturumları	otuɾʊmɫaɾˈɯ
gözlemsel	ɟœzlæmsˈæl
Kaman	kamˈan
açıklarında	at͡ʃɯkɫaɾɯndˈa
Nasuh	nasˈʊh
yoğunlaşmasına	joːʊnɫaʃmasɯnˈa
Sakallı	sakaɫɫˈɯ
Tartışmanın	tartˈɯʃmanɯn
Davul	davˈʊɫ
çektiklerini	t͡ʃɛktɪkleɾinˈɪ
kutlanmasına	kʊtɫanmasɯnˈa
gözlenir	ɟœzlenˈɪr
yapısalcı	japɯsaɫd͡ʒˈɯ
melankoli	meɫankolˈɪ
tanrılı	tanrɯɫˈɯ
sağlıklarını	saːɫɯkɫaɾɯnˈɯ
PowerPoint	powˈɛrpoˈɪnt
radio	radiˈɔ
ikilem	ikilˈæm
engelin	ænɟelˈɪn
Ters	tˈɛrs
Benden	bændˈæn
Gábor	ɡabˈɔr
Geçmişi	ɟɛt͡ʃmiʃˈɪ
verimsiz	veɾˈɪmsɪz
planlama	pɫˈanɫama
önceliği	œnd͡ʒelijˈɪ
durumunda	duɾumʊndˈa
De	dɛ
gazeteciler	ɡazeted͡ʒilˈɛr
Gerçekler	ɟɛrt͡ʃɛklˈɛr
Araştırmaları	aɾaʃtɯrmaɫaɾˈɯ
benzetmiştir	bænzɛtmˈɪʃtɪr
Johann	ʒohˈann
usulsüzlük	usˈʊɫsøzløk
kaybetmiştir	kajbɛtmˈɪʃtɪr
Demirspor	demɪrspˈɔr
bırakılmışlardır	bɯɾakɯɫmɯʃɫˈardɯr
performansa	pɛrfɔrmˈansa
Kongresinde	kɔnɡresɪndˈɛ
Asyalı	asjaɫˈɯ
vokallerini	vokaɫleɾinˈɪ
Azeri	azeɾˈɪ
saygın	sajɡˈɯn
Sözleşmenin	sœzlˈɛʃmenɪn
işaretiyle	iʃaɾetˈɪjlɛ
piyasalar	pijˈasaɫar
geliştirir	ɟelɪʃtiɾˈɪr
SEKA	sekˈa
Enver	ænvˈɛr
canlandırmayı	d͡ʒanɫandˈɯrmajɯ
araştırıp	aɾaʃtɯɾˈɯp
benimsediler	benˈɪmsedilɛr
Sting	stˈɪnɡ
batması	batmasˈɯ
ulaşarak	uɫaʃaɾˈak
gasp	ɡˈasp
mutfağına	mʊtfaːɯnˈa
tanımlanmamış	tanɯmɫanmamˈɯʃ
filoya	fiɫojˈa
Brain	braˈɪn
Manyetik	manjetˈɪk
Tbeti	tbetˈɪ
gösterilmesine	ɟœsteɾɪlmesinˈɛ
elips	elˈɪps
söndürme	sˈœndørmɛ
inanmaktaydı	inanmaktajdˈɯ
atölyesine	atœljesinˈɛ
etkileşimlerde	ɛtkileʃɪmlɛrdˈɛ
eklendiği	ɛklændijˈɪ
tanrıça	tanrɯt͡ʃˈa
dönüşecek	dœnyʃed͡ʒˈɛk
mahalline	mahaɫlinˈɛ
binlere	bɪnleɾˈɛ
Marks	mˈarks
enzimlerin	ænzɪmleɾˈɪn
Tall	tˈaɫl
anlaşmazlıkları	anɫaʃmazɫɯkɫaɾˈɯ
düşüncelerle	dyʃønd͡ʒelˈɛrlɛ
yaprakların	japrakɫaɾˈɯn
değişti	dejɪʃtˈɪ
optimal	ɔptimˈaɫ
dizisini	dizisinˈɪ
hataların	hataɫaɾˈɯn
Haiku	haikˈʊ
seçilmektedir	set͡ʃɪlmɛktˈedɪr
göreliliğin	ɟœɾelilijˈɪn
işçi	ɪʃt͡ʃˈɪ
eklentiler	ɛklæntilˈɛr
nötronların	nœtrɔnɫaɾˈɯn
sınavın	sɯnavˈɯn
biçimlerinden	bit͡ʃɪmleɾɪndˈæn
büyümesinin	byjymesinˈɪn
low	ɫˈɔw
yarayacak	jˈaɾajad͡ʒak
paylaşmış	pajɫaʃmˈɯʃ
Çizgiler	t͡ʃɪzɟilˈɛr
ilerletmek	ilɛrlɛtmˈɛk
zindan	zɪndˈan
Nimet	nimˈɛt
İtalya	itaɫjˈa
binici	binid͡ʒˈɪ
Tablet	tablˈɛt
kavuştular	kavʊʃtuɫˈar
Steps	stˈɛps
Salvatore	saɫvatoɾˈɛ
motoruna	motoɾunˈa
Rekreasyon	rɛkreasjˈɔn
değişikliklerle	dejiʃɪklɪklˈɛrlɛ
akreditasyon	akreditasjˈɔn
gururu	ɡuɾuɾˈʊ
Sawyer	sawjˈɛr
Kırmızı	kˈɯrmɯzɯ
ket	kˈɛt
başkanıdır	baʃkanˈɯdɯr
Müşfik	møʃfˈɪk
Masters	mastˈɛrs
tanımladığı	tanɯmɫadɯɯˈɯ
anatomi	anatomˈɪ
Demiryolu	demɪrjoɫˈʊ
taciri	tad͡ʒiɾˈɪ
kopyalar	kɔpjaɫˈar
Gümüşhane	ɟømˈøʃaːne
Thelma	thˈælma
deneyimlerin	denejɪmleɾˈɪn
Zapata	zapatˈa
popülerdi	popylɛrdˈɪ
arttırmıştır	artːɯrmˈɯʃtɯr
Bulutsu	buɫʊtsˈʊ
Pratik	pratˈɪk
yaklaşım	jakɫˈaʃɯm
soluktur	soɫˈʊktʊr
gelenlerin	ɟelænleɾˈɪn
Diary	diˈarj
tanıtılan	tanɯtɯɫˈan
dB	dˈɛbˈe
harfin	harfˈɪn
ilçede	ˈɪlt͡ʃɛdɛ
yakınlarının	jakɯnɫaɾɯnˈɯn
Everett	eveɾˈɛtː
terkedip	tɛrkedˈɪp
vazgeçilmez	vazɟet͡ʃɪlmˈɛz
noktadır	nɔktˈadɯr
son	sˈɔn
Operasyonda	opeɾasjɔndˈa
Grand	ɡrˈand
incelen	ɪnd͡ʒelˈæn
Komşuları	kɔmʃuɫaɾˈɯ
kulübe	kulybˈɛ
Göçmen	ɟœt͡ʃmˈæn
kazandıktan	kazandɯktˈan
Erden	ɛrdˈæn
Düğünler	døːnlˈɛr
salar	saɫˈar
almasıdır	aɫmasˈɯdɯr
enstrüman	ænstrymˈan
üzere	yzeɾˈɛ
oransal	oɾansˈaɫ
Kerek	keɾˈɛk
Protein	proteˈɪn
drama	drˈama
Bağlantısı	baːɫantɯsˈɯ
karıncayiyen	kaɾɯnd͡ʒajijˈæn
konuşmadan	konˈʊʃmadan
halüsinasyonlar	halysinasjɔnɫˈar
Birliğinde	bɪrlijɪndˈɛ
Temsilcileri	tæmsɪld͡ʒileɾˈɪ
Deneyi	denejˈɪ
doğusundan	doːusʊndˈan
kıyılar	kɯjɯɫˈar
reddediyordu	redːedˈijɔrdʊ
Eldivan	ældivˈan
elçilerinin	ælt͡ʃileɾinˈɪn
Hurley	hʊrlˈɛj
Webster	wɛbstˈɛr
Köpek	kœpˈɛk
denizden	dˈenɪzdæn
kültürlerini	køltørleɾinˈɪ
Halis	halˈɪs
hücresinin	hød͡ʒresinˈɪn
Adelaide	adeɫaidˈɛ
dönüştükten	dœnøʃtøktˈæn
nöbeti	nœbetˈɪ
Plan	pɫˈan
cumhurbaşkanına	d͡ʒʊmhʊrbaʃkanɯnˈa
çıkıntıları	t͡ʃɯkɯntɯɫaɾˈɯ
indirimi	ɪndˈiɾimɪ
Kalbim	kˈaɫbɪm
yalvarmaya	jaɫvˈarmaja
görüşüne	ɟœɾyʃynˈɛ
telefonlara	telefɔnɫaɾˈa
gerilemiş	ɟeɾilemˈɪʃ
Metalik	metalˈɪk
kurulmasındaki	kuɾʊɫmasɯndakˈɪ
kayalıktan	kajaɫɯktˈan
Hastalıkların	hastaɫɯkɫaɾˈɯn
Production	prodʊd͡ʒtiˈɔn
halihazırdaki	halihazɯrdakˈɪ
bankalardan	bankaɫardˈan
partiküllerin	partikølleɾˈɪn
Havari	havaɾˈɪ
mağarada	mˈaːɾada
Philipp	philˈɪpː
hatırlanmaktadır	hatɯrɫanmaktˈadɯr
tacir	tad͡ʒˈɪr
yürütme	jyɾˈøtmɛ
yönetmenliği	jœnɛtmænlijˈɪ
etti	etːˈɪ
yapısalcılık	japɯsaɫd͡ʒɯɫˈɯk
adasında	adasɯndˈa
küçültülmüş	kyt͡ʃøltølmˈøʃ
kalpsiz	kˈaɫpsɪz
Suyun	sujˈʊn
hekimlerin	hekɪmleɾˈɪn
olmamasıdır	ɔɫmamasˈɯdɯr
delegasyonunun	deleɡasjonunˈʊn
taarruzuyla	taarruzˈʊjɫa
ordusuna	ɔrdusunˈa
sohbetler	sɔhbɛtlˈɛr
asya	asjˈa
Cahide	d͡ʒahidˈɛ
Südet	sydˈɛt
evrimi	ˈɛvrimɪ
Heinrici	heɪnrid͡ʒˈɪ
statüsünü	statysynˈø
dergisi	dɛrɟisˈɪ
satışlarındaki	satɯʃɫaɾɯndakˈɪ
mü	mø
Anlamsal	anɫamsˈaɫ
Azad	azˈad
Panda	pandˈa
Gezen	ɟezˈæn
etabın	etabˈɯn
Party	pˈartj
sivrildi	sɪvrɪldˈɪ
kurbanlarından	kʊrbanɫaɾɯndˈan
seçeneğine	set͡ʃenejinˈɛ
kazandıkça	kazandɯkt͡ʃˈa
anlatır	anɫatˈɯr
Düzmece	dˈøzmed͡ʒɛ
başlatmış	baʃɫatmˈɯʃ
toplama	tˈɔpɫama
kodunda	kodʊndˈa
Server	sɛrvˈɛr
Holt	hˈɔɫt
oyları	ɔjɫaɾˈɯ
saldırabilir	saɫdɯɾabilˈɪr
kullan	kʊɫɫˈan
makamdır	makˈamdɯr
biyografi	bijɔɡrafˈɪ
lehçelerinde	lɛht͡ʃeleɾɪndˈɛ
etkenlere	ɛtkænleɾˈɛ
tiyatrolarında	tijatroɫaɾɯndˈa
ROH	rˈɔh
Crosby	d͡ʒrˈɔsbj
bütçesinin	bøtt͡ʃesinˈɪn
belirtilerin	belɪrtileɾˈɪn
yerlerde	jɛrlɛrdˈɛ
Safiye	safijˈɛ
hızlandıran	hɯzɫandɯɾˈan
Rousey	rousˈɛj
küp	kˈøp
Parkın	parkˈɯn
ameliyat	amelijˈat
Muazzam	muazzˈam
ik	ˈɪk
tasarlama	tasˈarɫama
evrensel	ɛvrænsˈæl
Başsavcı	baʃsavd͡ʒˈɯ
gerçekleşirse	ɟɛrt͡ʃɛkleʃˈɪrsɛ
tankını	tankɯnˈɯ
imkanına	ɪmkanɯnˈa
Sakin	sakˈɪn
olmaktan	ɔɫmaktˈan
Eastman	eastmˈan
Hesaplamalı	hesapɫˈamaɫɯ
özelliklerdir	œzællɪklˈɛrdɪr
bileti	biletˈɪ
korunarak	koɾunaɾˈak
modüler	modylˈær
duvarlarından	duvarɫaɾɯndˈan
iyileşmiştir	ijilɛʃmˈɪʃtɪr
pistonun	pɪstonˈʊn
Çim	t͡ʃˈɪm
kesimli	kˈesɪmlɪ
fişekler	fiʃɛklˈɛr
hardal	hardˈaɫ
dokuya	dokujˈa
servisleri	sɛrvɪsleɾˈɪ
Belirleme	belˈɪrlemɛ
cümledir	d͡ʒˈømledɪr
fevkalâde	fɛvkaladˈɛ
teknolojisinin	tɛknoɫoʒisinˈɪn
bilgilerdir	bɪlɟilˈɛrdɪr
Sisam	sˈisam
Huxley	hʊkslˈɛj
geçmeyen	ɟɛt͡ʃmejˈæn
yaklaşmaya	jakɫˈaʃmaja
sıkıntıdan	sɯkɯntɯdˈan
yaşamdaki	jaʃamdakˈɪ
yazdı	jazdˈɯ
Classical	d͡ʒɫassid͡ʒˈaɫ
fırlatarak	fɯrɫataɾˈak
solcu	sɔɫd͡ʒˈʊ
göstermediler	ɟœstˈɛrmedilɛr
mimariyi	mimaɾijˈɪ
üsten	østˈæn
bildirme	bˈɪldɪrmɛ
farklılık	farkɫɯɫˈɯk
şadırvan	ʃadɯrvˈan
Onikinci	onikɪnd͡ʒˈɪ
kısıtlayan	kɯsɯtɫajˈan
bölümüyle	bœlymˈøjlɛ
akciğerin	akd͡ʒijeɾˈɪn
koşturdu	kˈɔʃtʊrdʊ
Helmuth	hælmˈʊth
Vestel	vɛstˈæl
Arkeologlar	arkeoɫɔɡɫˈar
ortanca	ɔrtand͡ʒˈa
buharın	buhaɾˈɯn
kanıtladılar	kanˈɯtɫadɯɫar
töreninden	tœɾenɪndˈæn
vitray	vɪtrˈaj
koyduğu	kɔjdˈʊː
argümanı	arɟymanˈɯ
erir	eɾˈɪr
rüzgârlar	røzɟarɫˈar
oluşumunda	oɫuʃumʊndˈa
piyanisti	pijanɪstˈɪ
fotoğraftan	fotoːɾaftˈan
buğdayın	buːdajˈɯn
erime	eɾˈimɛ
uzatmada	uzˈatmada
Skinner	skɪnnˈɛr
sedan	sedˈan
Aspendos	aspændˈɔs
günlere	ɟønleɾˈɛ
müdahalesinden	mydahalesɪndˈæn
Berber	bɛrbˈɛr
işlendi	ɪʃlændˈɪ
şiddetine	ʃidːetinˈɛ
kapatılan	kapatɯɫˈan
onayladı	onˈajɫadɯ
diktatörü	dɪktatœɾˈø
biçilmez	bit͡ʃɪlmˈɛz
yansıtıyor	jansɯtˈɯjɔr
yapılandırılmış	japɯɫandɯɾɯɫmˈɯʃ
koşulur	koʃuɫˈʊr
Suzy	sˈʊzj
aylarında	ajɫaɾɯndˈa
Polly	pˈɔɫlj
ASCII	asd͡ʒɯˈɯ
Akkışla	akːˈɯʃɫa
sendromu	sændromˈʊ
tepkilerle	tɛpkilˈɛrlɛ
Müsteşar	møsteʃˈar
ulaşılmıştır	uɫaʃɯɫmˈɯʃtɯr
yönünde	jœnøndˈɛ
oluşturuyordu	oɫʊʃtuɾˈujɔrdʊ
dalda	daɫdˈa
ilişkilerinin	ilɪʃkileɾinˈɪn
uyumu	ˈujumʊ
by	bj
yalnızca	jaɫnɯzd͡ʒˈa
yayınlanacağı	jajɯnɫanad͡ʒaːˈɯ
çekerken	t͡ʃekˈɛrcæn
çarpıtılmış	t͡ʃarpɯtɯɫmˈɯʃ
Müzenin	myzenˈɪn
tüfekli	tyfɛklˈɪ
yerleşimden	jɛrlˈeʃɪmdæn
yapılırken	japɯɫˈɯrcæn
meyvesini	mɛjvesinˈɪ
başkentini	baʃkæntinˈɪ
işlemek	ɪʃlemˈɛk
Hân	hˈan
ikisinden	ikisɪndˈæn
Cizvitlerin	d͡ʒɪzvɪtleɾˈɪn
devralmıştır	dɛvraɫmˈɯʃtɯr
kuruluşta	kuɾuɫʊʃtˈa
açıların	at͡ʃɯɫaɾˈɯn
tembih	tæmbˈɪh
Circle	d͡ʒˈɪrd͡ʒlɛ
Çartist	t͡ʃartˈɪst
prensiple	prænsˈɪplɛ
Kaufman	kaʊfmˈan
köyüne	kœjynˈɛ
Moşe	moʃˈɛ
ekolün	ekoɫˈøn
CA	d͡ʒˈa
sosyolog	sɔsjoɫˈɔɡ
ünlüler	ønlylˈɛr
taze	tazˈɛ
Tutak	tutˈak
beygir	bɛjɟˈɪr
odunsu	odʊnsˈʊ
zevkli	zɛvklˈɪ
Finans	finˈans
otomobile	otomobˈilɛ
bale	bˈalɛ
Abdülkerim	abdølkˈeɾɪm
pan	pˈan
girebilmek	ɟiɾebɪlmˈɛk
Gracie	ɡrad͡ʒiˈɛ
hafızayı	hafɯzajˈɯ
yolculuklarda	jɔɫd͡ʒuɫʊkɫardˈa
buket	bukˈɛt
içermektedir	it͡ʃɛrmɛktˈedɪr
beldeye	bældejˈɛ
bitip	bitˈɪp
sadrazamlıktan	sadrazamɫɯktˈan
Gurieli	ɡuɾielˈɪ
Chrome	d͡ʒˈɛhrˈomɛ
aktarma	aktˈarma
Torosların	toɾɔsɫaɾˈɯn
üçüncülüğü	yt͡ʃønd͡ʒylˈøː
faresi	faɾesˈɪ
rutin	rutˈɪn
refahını	refahɯnˈɯ
evlerinden	ɛvleɾɪndˈæn
Türkmenistan	tørkmenɪstˈan
seyrini	sɛjrinˈɪ
ihanete	ihanetˈɛ
hatalı	hataɫˈɯ
Mütevelli	mytevællˈɪ
yoktu	jɔktˈʊ
karede	kˈaɾedɛ
ziyaretinin	zijaɾetinˈɪn
kullanmadı	kʊɫɫˈanmadɯ
Pigs	pˈɪɟs
voleybola	volɛjbˈoɫa
romanlarda	romanɫardˈa
yollarının	jɔɫɫaɾɯnˈɯn
eklenecektir	ɛklened͡ʒˈɛktɪr
yalnız	jˈaɫnɯz
ordugahına	ɔrduɡahɯnˈa
japon	ʒapˈɔn
ailesel	ailesˈæl
padişahları	padiʃahɫaɾˈɯ
doğusundaki	doːusʊndakˈɪ
konuşmacı	konʊʃmad͡ʒˈɯ
tüylü	tøjlˈø
Fatimiler	fatimilˈɛr
Vol	vˈɔɫ
mekân	mekˈan
yayıncıları	jajɯnd͡ʒɯɫaɾˈɯ
testte	tɛstːˈɛ
kiliselerden	kiliselɛrdˈæn
geçebilme	ɟet͡ʃebˈɪlmɛ
vokallerinin	vokaɫleɾinˈɪn
getirecek	ɟetiɾed͡ʒˈɛk
soymaya	sˈɔjmaja
Ferrara	fɛrraɾˈa
pateni	patenˈɪ
vaziyette	vazijetːˈɛ
yıkılan	jɯkɯɫˈan
seferber	sefɛrbˈɛr
kalıbını	kaɫɯbɯnˈɯ
göndermiş	ɟœndɛrmˈɪʃ
azaltmaya	azˈaɫtmaja
keşfedilmesine	kɛʃfedɪlmesinˈɛ
akının	akɯnˈɯn
kahyası	kahjasˈɯ
Kişilik	kiʃilˈɪk
grubuyla	ɡrubˈʊjɫa
durumlarından	duɾʊmɫaɾɯndˈan
verimliliğine	veɾɪmlilijinˈɛ
yalnızlığını	jaɫnɯzɫɯɯɯnˈɯ
karışmasına	kaɾɯʃmasɯnˈa
incisi	ɪnd͡ʒisˈɪ
yollarını	jɔɫɫaɾɯnˈɯ
arabalarından	aɾabaɫaɾɯndˈan
antioksidan	antiɔksidˈan
Artyom	artjˈɔm
girdiğinde	ɟɪrdijɪndˈɛ
ayakkabısı	ajakːabɯsˈɯ
bitkisidir	bɪtkisˈidɪr
verebilir	veɾebilˈɪr
meselesini	meselesinˈɪ
gerilim	ɟeɾˈilɪm
atıyordu	atˈɯjɔrdʊ
corpus	d͡ʒɔrpˈʊs
kralı	kraɫˈɯ
yandan	jandˈan
akmaktadır	akmaktˈadɯr
Biraz	biɾˈaz
plağı	pɫaːˈɯ
Alien	aliˈæn
Annem	annˈæm
miladi	mˈiɫadɪ
Piyale	pijˈalɛ
PLC	pˌɛlˌɛd͡ʒˈɛ
görenekleri	ɟœɾenɛkleɾˈɪ
yapıldığına	japɯɫdɯɯɯnˈa
Bilgisayarlar	bɪlɟisajarɫˈar
alınamaması	aɫɯnamamasˈɯ
ligi	liɟˈɪ
öncekinin	œnd͡ʒekinˈɪn
psikoloğu	psikoɫoːˈʊ
Soyadı	sojadˈɯ
Gauge	ɡauɡˈɛ
bilinirler	bilinɪrlˈɛr
Lisesine	lisesinˈɛ
kurumlardır	kuɾʊmɫˈardɯr
ulaşabilmektedir	uɫaʃabɪlmɛktˈedɪr
kullanıp	kʊɫɫanˈɯp
uykudan	ʊjkudˈan
gözlemlemeye	ɟœzlæmlˈemejɛ
pozisyonundan	pozɪsjonʊndˈan
genoma	ɟenˈoma
tayfa	tajfˈa
topluluktan	tɔpɫuɫʊktˈan
gerçekleştirilmektedir	ɟɛrt͡ʃɛklɛʃtiɾɪlmɛktˈedɪr
Tekel	tekˈæl
tembel	tæmbˈæl
Hand	hˈand
Esasında	esasɯndˈa
ladin	ɫadˈɪn
Romanda	romandˈa
getirilmiş	ɟetiɾɪlmˈɪʃ
talebin	talebˈɪn
Şarkılar	ʃarkɯɫˈar
oküler	okylˈɛr
yaşandı	jaʃandˈɯ
Grameri	ɡrameɾˈɪ
partizan	partizˈan
Dijital	diʒitˈaɫ
oybirliği	ɔjbɪrlijˈɪ
devletleri	dɛvlɛtleɾˈɪ
Başında	baʃɯndˈa
laboratuvar	ɫaboɾatuvˈar
protestoya	protɛstojˈa
kullanmalarını	kʊɫɫanmaɫaɾɯnˈɯ
geliştirildiği	ɟelɪʃtiɾɪldijˈɪ
rüzgârın	røzɟaɾˈɯn
Serkan	sɛrkˈan
inatla	inˈatɫa
bahsetmek	bahsɛtmˈɛk
birazcık	biɾazd͡ʒˈɯk
ton	tˈɔn
statik	statˈɪk
Hacıbektaş	had͡ʒɯbɛktˈaʃ
roketleri	rokɛtleɾˈɪ
yazmalarından	jazmaɫaɾɯndˈan
bölükleri	bœløkleɾˈɪ
üretilerek	yɾetileɾˈɛk
klanına	kɫanɯnˈa
karikatüre	kaɾikatyɾˈɛ
kısmına	kɯsmɯnˈa
Kadı	kadˈɯ
Trol	trˈɔɫ
Türkçeyi	tˈørkt͡ʃɛjɪ
gelişmek	ɟelɪʃmˈɛk
istila	ɪstˈiɫa
sapkınlık	sapkɯnɫˈɯk
deneyler	denɛjlˈɛr
milletvekilliğinden	mɪllɛtvekɪllijɪndˈæn
konjestif	kɔnʒɛstˈɪf
kubbeyle	kubːˈɛjlɛ
yansımasıdır	jansɯmasˈɯdɯr
Şarlman	ʃarlmˈan
Hijyen	hɪʒjˈæn
Heroes	heɾoˈɛs
kalanlara	kaɫanɫaɾˈa
Feyyaz	fɛjjˈaz
Gaspıralı	ɡaspˈɯɾaɫɯ
galaksileri	ɡaɫaksileɾˈɪ
tenisi	tenisˈɪ
görüntülenmiştir	ɟœɾøntylænmˈɪʃtɪr
Ayasofya	ajasɔfjˈa
koroyu	koɾojˈʊ
merkez	mɛrkˈɛz
fonksiyonunu	fɔnksijonunˈʊ
ırmağı	ɯrmaːˈɯ
zorlu	zɔrɫˈʊ
çözerken	t͡ʃœzˈɛrcæn
meraklıları	meɾakɫɯɫaɾˈɯ
kökten	kœktˈæn
Serisinde	seɾisɪndˈɛ
bilimlerde	bilɪmlɛrdˈɛ
Tevfik	tɛvfˈɪk
toplanarak	tɔpɫanaɾˈak
Okada	okadˈa
bütünleşen	bytønleʃˈæn
kondisyon	kɔndɪsjˈɔn
yaratmada	jaɾˈatmada
Tanrı	tanrˈɯ
ulaşma	uɫˈaʃma
Hera	heɾˈa
tehlikesi	tɛhlikesˈɪ
izinin	izinˈɪn
yuvanın	juvanˈɯn
Zazalar	zazaɫˈar
Komşular	kɔmʃuɫˈar
müttefiklerin	mytːefɪkleɾˈɪn
ebeveynler	ebevɛjnlˈɛr
popülerliğe	popylɛrlijˈɛ
uzantıları	uzantɯɫaɾˈɯ
hayatındaki	hajatɯndakˈɪ
Köylerin	kœjleɾˈɪn
sanığı	sanɯɯˈɯ
Ünlüler	ønlylˈɛr
havzanın	havzanˈɯn
LSD	lˌɛsˌɛdˈɛ
Tugay	tuɡˈaj
Anadili	anadilˈɪ
liberalizmin	libeɾalɪzmˈɪn
Industry	ɯndˈʊstrj
Müttefiklere	mytːefɪkleɾˈɛ
özgüven	œzɟyvˈæn
motive	motivˈɛ
korumasından	koɾumasɯndˈan
Kaşka	kaʃkˈa
Seyir	sejˈɪr
Araba	aɾabˈa
yenebilen	jenebilˈæn
Vakit	vakˈɪt
galibiyetler	ɡalibijɛtlˈɛr
es	ˈɛs
Gondor	ɡɔndˈɔr
müzeyi	myzejˈɪ
Football	foɔtbˈaɫl
Şapeli	ʃapelˈɪ
Yazlık	jazɫˈɯk
müzakereler	myzakˈeɾelɛr
İnfaz	ɪnfˈaz
Batıda	batɯdˈa
varlığa	varɫɯɯˈa
