aktsom	ˈɑktsɔm
irsk	iːʂk
tilpasse	ˈtɪlpɑsə
varigst	ˈʋɑːɾɪkst
uegennyttig	ˈʉːeːgənʏtɪ
eldgammel	ˈɛlgɑməl
fortryllende	fɔˈʈɾʏlɛnə
synkron	sʏŋˈkɾuːn
udugeligere	ʉːˈdʉːgəlɪɾə
diplomatisk	dɪplʊˈmɑːtɪsk
gemen	gəˈmeːn
manene	ˈmɑːnə
klassisisme	klɑsɪˈsɪsmə
kle seg om	kleːsæɪˈʊm
bisette	ˈbiːsɛtə
degradere	ˈdeːgɾɑdeːɾə
skvise	ˈskʋiːsə
kuriøs	kʉɾɪˈøːs
dorme	ˈdɔɾmə
usigeligere	ʉˈsiːgəlɪɾə
mistenksom	mɪsˈtɛŋksɔm
overnaturligst	ˈoːʋəɳɑtʉːɭɪkst
stum	stʉm
motsetning	ˈmʊtsɛtnɪŋ
skjære	ˈʂæːɾə
innvendigste	ˈɪnʋɛnɪkstə
nynorsk	ˈnyːnɔʂk
geografisk	gəʊˈgɾɑːfɪsk
veske	ˈʋɛskə
forunderlig	fɔɾˈʉnəɭɪ
vekke	ˈʋɛkə
fordømme	fɔˈɖœmə
portrett	pʊˈʈɾɛt
planlegging	ˈplɑːnlæjɪŋ
driftigere	ˈdɾɪftɪɾə
teleobjektiv	teːlɛʊbjɛktiːʋ
turistkontor	tʉˈɾɪstkʊntuːɾ
tekstil	təkˈstiːl
idyllisk	ɪˈdʏlɪsk
fattige	ˈfɑtɪə
røre	ˈɾøːɾə
gud	gʉːd
utbytte	ˈʉːtbʏtə
forbigående	fɔɾˈbiːgoːənə
rampete	ˈɾɑmpətə
hatt	hɑt
ignorere	ɪgnʊˈɾeːɾə
samtidigst	ˈsɑmtiːdɪkst
pertentligere	pæˈʈɛntlɪɾə
materiale	mɑtəɾɪˈɑːlə
svette	ˈsʋɛtə
kongelig	ˈkɔŋəlɪ
herligere	ˈhæːɭɪɾə
mjaue	ˈmjæwə
uroligste	ʉˈɾuːlɪkstə
paff	pɑf
rar	ɾɑːɾ
såre	ˈsoːɾə
betydeligere	bəˈtyːdəlɪɾə
utroligst	ʉˈtɾuːlɪkst
størrelse	ˈstœɾəlsə
korpulent	kɔɾpʉˈlɛnt
tragedie	tɾɑˈgeːdɪə
bebo	bɛˈbuː
kutte	ˈkʉtə
kelner	ˈkɛlnəɾ
nysgjerrigst	nʏˈʂæɾɪkst
tynn	tʏn
kravle	ˈkɾɑʋlə
høre	ˈhøːɾə
hårgele	hoːʂɛleː
frimodigste	fɾiːˈmuːdɪkstə
ubarmhjertigere	ˈʉːbɑɾmjæʈɪɾə
færøysk	ˈfæːɾœjsk
dum	dʊm
veterinær	ʋətɾɪˈnæːɾ
pop	pɔp
barna	ˈbɑːɳɑ
gamp	gɑmp
aspirin	ɑspɪˈɾiːn
rekruttere	ɾɛkɾʉˈteːɾə
glad for	ˈglɑːfɔɾ
hensynsfull	ˈhɛnsyːnsfʉl
kreft	kɾɛft
forsiktig	fɔˈʂɪktɪ
utgift	ˈʉːtjɪft
vantro	ˈʋɑntɾuː
dytte	ˈdʏtə
taket	ˈtɑːkə
feilslått	ˈfæɪlʂɭɔt
lammelse	lɑmɛlsə
roe	ˈɾuːwə,ˈɾuːə
kupert	kʉˈpeːʈ
kaldblodigst	ˈkɑlbluːdɪkst
unngjelde	ˈʉnjɛlə
gaupe	ˈgæʉpə
uvettigere	ʉˈʋɛtɪɾə
får	foːɾ
skitt	ʂɪt
sladre	ˈʂɭɑdɾə
katte	ˈkɑtə
merkverdigere	mæɾkˈʋæɖɪɾə
tau	tæʉ
uvanligere	ʉˈʋɑːnlɪɾə
umenneskelig	ʉˈmɛnskəlɪ
dagligvareforretning	dɑːglɪʋɑːɾəfɔɾɛtnɪŋ
postkort	ˈpɔstkɔʈ
gro	gɾuː
snakkesaligst	ˈsnɑkəsɑːlɪkst
framlegge	ˈfɾɛmlæɪə
krypt	kɾʏpt
deportere	dəpʊˈʈeːɾə
gås	goːs
gli	gliː
avlegge	ˈɑːʋlæɪə
fjellbygd	fjælbʏgd
offentligste	ˈɔfəntlɪkstə
frekk	fɾɛk
flikke	ˈflɪkə
referere	ɾəfəˈɾeːɾə
tinglyse	ˈtɪŋlyːsə
hjerteløs	ˈjæʈəløːs
stekt	steːkt
sperre	ˈspæɾə
ene	ˈeːnə
folkelige	ˈfɔlkəlɪə
veive	ˈʋæɪʋə
presentasjon	pɾɛsɑŋtɑˈʂuːn
snill	snɪl
solist	sʊˈlɪst
framsynt	ˈfɾɛmsyːnt
godgjøre	ˈguːjøːɾə
livlig	ˈlɪʋlɪ
sørgmodig	sœɾgˈmuːdɪ
hende	ˈhɛnə
boligere	ˈbuːlɪɾə
vesentlige	ˈʋeːsəntlɪə
stopp	stɔp
redelig	ˈɾeːdəlɪ
kostbar	ˈkɔstbɑːɾ
ord	uːɾ
formane	fɔɾˈmɑːnə
krasje	ˈkɾæʂə
røff	ɾœf
mugge	ˈmʉgə
etterlate	ˈɛtəɭɑːtə
viker	ˈʋiːkəɾ
grundigere	ˈgɾʉnɪɾə
himmelsk	ˈhɪməlsk
stakkarsligst	ˈstɑkɑʂɭɪkst
verke	ˈʋæɾkə
vognnummer	ʋɔŋnʊməɾ
uvenn	ˈʉːʋɛn
helseskadeligst	ˈhɛlsəskɑːdlɪkst
losje	ˈluːʂə
etasje	ɛˈtɑːʂə
stakkarslig	ˈstɑkɑʂɭɪ
hotellgarasje	huːtɛlgɑɾɑʂə
fargeblind	ˈfɑɾgəblɪn
regelmessigere	ˈɾeːgəlmɛsɪɾə
merkelige	ˈmæɾkəlɪə
ønskeligste	ˈœnskəlɪkstə
uavsluttet	ˈʉːɑːʋʂɭʉtət
løpsk	lœpsk
lagelige	ˈlɑːgəlɪə
vindu	ʋɪnʉː
endevende	ˈɛnəʋɛnə
person	pæˈʂuːn
ymse	ˈʏmsə
huseier	hʉːsæɪəɾ
kortermet	ˈkɔʈæɾmət
ingenting	ɪŋəntɪŋ
ubehagelige	ʉːbəˈhɑːgəlɪə
foreskrive	ˈfoːɾəskɾiːʋə
buddhistisk	bʉˈdɪstɪsk
språklige	ˈspɾoːklɪə
keramikk	çɛɾɑːmɪk
avlyse	ˈɑːʋlyːsə
frottere	ˈfɾɔteːɾə
røsligere	ˈɾœʂɭɪɾə
var	ʋɑːɾ
danseteater	dɑnsɛteːɑtəɾ
profittere	pɾʊfɪˈteːɾə
anspent	ˈɑnspɛnt
inspirere	ɪnspɪˈɾeːɾə
idiotisk	ɪdɪˈuːtɪsk
lytter	ˈlʏtəɾ
boksåpner	bɔksoːpnəɾ
beskjeden	bəˈʂeːdən
hver uke	ʋæːɾʉːkə
middelmådige	ˈmɪdəlmoːdɪə
utilstrekkeligst	ʉːtɪlˈstɾɛkəlɪkst
tepose	ˈteːpuːsə
umetteligste	ʉˈmɛtəlɪkstə
snarvei	ˈsnɑːɾʋæɪ
tilbøyeligste	tɪlˈbœjəlɪkstə
fakse	ˈfɑksə
borte	ˈbʊʈə
innkjørsel	ˈɪnçœʂəl
plutselig	ˈplʉtsəlɪ
anslå	ˈɑnʂɭoː
be noen om noe	ˈbeːnuːənʊmnuːə
veranda	ʋæˈɾɑndɑ
kritikkverdigst	kɾɪˈtɪkʋæɖɪkst
upassende	ˈʉːpɑsənə
tanke opp	tɑŋkəˈɔp
tryne	ˈtɾyːnə
flagg	flɑg
rastløs	ˈɾɑstløːs
tysk	tʏsk
fedme	ˈfɛdmə
kroppslige	ˈkɾɔpʂɭɪə
sta	stɑː
skrinn	skɾɪn
skylle	ˈʂʏlə
her	hæːɾ
latent	lɑˈtɛnt
påskynde	ˈpoːʂʏnə,ˈpoːʂʏndə
øve	ˈøːʋə
medisin	mədɪˈsiːn
modern	mɔˈdɛɳ
loppe	ˈlɔpə
padde	ˈpɑdə
soleklar	ˈsuːləklɑːɾ
defekt	dɛˈfɛkt
blåbær	ˈblɔbæɾ
uheldige	ʉˈhɛldɪə
ku	kʉː
bilsete for baby	biːlseːtəfɔɾbæɪbi
huse	ˈhʉːsə
gravlegge	ˈgɾɑːʋlæɪə
kloster	ˈklɔstəɾ
flott	flɔt
klissete	ˈklɪsətə
p-pille	ˈpeːpɪlə
på norsk	pɔˈnɔʂk
innvendigere	ˈɪnʋɛnɪɾə
geit	jæɪt
uryddigste	ʉˈɾʏdɪkstə
tornete	ˈtuːɳətə
forklare	fɔɾˈklɑːɾə,fɔˈklɑːɾə
bord	bɔɖ,buːɾ
uimotståeligst	ʉɪmuːtˈstoːəlɪkst
besinne	bəˈsɪnə
ordne	ˈoːɳə,ˈɔɖnə
erfaren	æɾˈfɑːɾən
uhandterlig	ˈʉːhɔnteːɭɪ
putte	ˈpʉtə
skeptisk	ˈskɛptɪsk
solrikt	suːlɾɪkt
distre	dɪˈstɾeː
igle	ˈɪglə
henlegge	ˈhɛnlæɪə
uavlateligst	ʉːɑːʋˈlɑːtəlɪkst
innen	ˈɪnən
skill	ʂɪl
uformelige	ʉˈfɔɾməlɪə
nyttige	ˈnʏtɪə
veikro	ʋæɪkɾu
fortrenge	fɔˈʈɾɛŋə
verdigere	ˈʋæɖɪɾə
fyrer	ˈfyːɾəɾ
vanskeligste	ˈʋɑnskəlɪkstə
lunsj	lœnʂ
det fins	dɛfɪns
grepa	ˈgɾeːpɑ
barokk	bɑˈɾɔk
hverdagsligere	ˈʋæːɖɑkʂɭɪɾə
forstandige	fɔˈʂtɑnɪə
morder	ˈmʊɖəɾ
distribuere	dɪstɾɪbʉˈeːɾə
fattigslige	ˈfɑtɪʂɭɪə
primær	pɾɪˈmæːɾ
skinnhellig	ˈʂɪnhɛlɪ
spesielt	spɛsɪˈɛlt
tilbørlige	tɪlˈbøːɭɪə
grense	ˈgɾɛnsə
grå	gɾoː
borgerlig	ˈbɔɾgəlɪ
hendig	ˈhɛnɪ
fòr	foːɾ
kroppsbygging	ˈkɾɔpsbyːgɪŋ
vant	ʋɑnt
korttenkt	ˈkɔʈtɛŋt,ˈkɔʈtɛŋkt
and	ɑn
oversiktligere	ˈoːʋəʂɪktlɪɾə
skyldige	ˈʂʏldɪə
behageligst	bəˈhɑːgəlɪkst
uverdig	ʉˈʋæɖɪ
uvant	ˈʉːʋɑnt
katolsk	kɑˈtuːlsk
vissen	ˈʋɪsən
smidig	ˈsmiːdɪ
vinterlige	ˈʋɪntəɭɪə
sakligst	ˈsɑːklɪkst
bris	bɾiːs
utålelig	ʉˈtoːləlɪ
anseligste	ɑnˈseːlɪkstə
for ti minutter siden	fɔˈʈiːmɪˈnʉtəʂiːdən
skyve	ˈʂyːʋə
arkitektonisk	ɑɾkɪtəkˈtuːnɪsk
småpike	smoːˈpiːkə
informativ	ɪnˈfɔɾmɑtiːʋ
beslutte	bəˈʂɭʉtə
makrell	mɑˈkɾɛl
uhandterligste	ˈʉːhɔnteːɭɪkstə
akklimatisere	ɑklɪmɑtɪˈsɛɾə
fruktbar	ˈfɾʉktbɑːɾ
hebraisk	həˈbɾɑːɪsk
kristeligste	ˈkɾɪstəlɪkstə
fascistisk	fɑˈʂɪstɪsk
definere	dəfɪˈneːɾə
geitost	jæɪtʊst
vippe	ˈʋɪpə
utslette	ˈʉːtʂɭɛtə
bringe	ˈbɾɪŋə
skjorte	ˈʂʊʈə
geskjeftigste	gəˈʂɛftɪkstə
har	hɑːɾ
råtten	ˈɾɔtən
eksperiment	ɛkspəɾɪˈmɛnt
prove	ˈpɾøːʋə
klamre	ˈklɑmɾə
boble	ˈbɔblə
vannfarge	ˈʋɑnfɑɾgə,ˈʋɑɱfɑɾgə
blote	ˈbluːtə
vite	ˈʋiːtə
moteriktigste	ˈmuːtəɾɪktɪkstə
ansvarlige	ɑnˈsʋɑːɭɪə
ressurs	ɾɛˈsʉʂ
fornøyeligste	fɔˈɳœjəlɪkstə
telt	tɛlt
is	iːs
frykteligst	ˈfɾʏktəlɪkst
ufravikeligste	ʉːfɾɑˈʋiːkəlɪkstə
dualisme	dʉwɑˈlɪsmə
behørig	bəˈhøːɾɪ
enslige	ˈeːnʂɭɪə
kåre	ˈkoːɾə
mulig	ˈmʉːlɪ
muggen	ˈmʉgən
dam	dɑm
agurk	ɑˈgʉɾk
elektronisk	ɛləkˈtɾuːnɪsk
myndige	ˈmʏnɪə
forslitt	fɔˈʂɭɪt
livstruende	ˈlɪfstɾʉːənə
stabbe	ˈstɑbə
grundige	ˈgɾʉnɪə
lovlig	ˈloːʋlɪ
belgier	ˈbɛlgɪəɾ
disiplinær	dɪsɪplɪˈnæːɾ
pengeanvisning	pɛŋəɑnʋiːsnɪŋ
søster	ˈsœstəɾ
ubekvem	ˈʉːbəkʋɛm
ettertrykkeligere	ɛtəˈʈɾʏkəlɪɾə
skredder	skɾɛdəɾ
ubeleiligst	ˈʉːbəlæɪlɪkst
mellom	ˈmɛlɔm
spydigste	ˈspyːdɪkstə
paprika	ˈpɑːpɾɪkɑ
til høyre	tɪlhœjɾə
steril	stəˈɾiːl
utdype	ˈʉːtdyːpə
åpenhjertige	ˈoːpənjæʈɪə
opp	ɔp
flyktig	ˈflʏktɪ
eksistensiell	ɛksɪstənsɪˈɛl
hannkjønn	ˈhɑnçœn
skissere	ʂɪˈseːɾə
politikk	pʊlɪˈtɪk
godslig	ˈgʊʂɭɪ
dynke	ˈdʏŋkə
mannskap	mɑnskɑːp
fløyte	ˈflœjtə
ofre	ˈɔfɾə
gresskar	gɾɛskɑːɾ
rasistisk	ɾɑˈsɪstɪsk
hulke	ˈhʉlkə
brødrister	bɾøːɾɪstəɾ
vaksinere	ʋɑksɪˈneːɾə
sovne	ˈsɔʋnə
varme	ˈʋɑɾmə
hva for en	ˈʋɑːfɔɾeːn
bønder	ˈbœnəɾ
uhørt	ˈʉːhøːʈ
flagge	ˈflɑgə
grue	ˈgɾʉːə
disigere	ˈdiːsɪɾə
spinat	spɪˈnɑːt
skli	skɭiː
kretse	ˈkɾɛtsə
ost	ʊst
avskyeligste	ɑʋˈʂyːəlɪkstə
interiør	ɪntəɾɪˈøːɾ
flue	flʉːə
forbund for funksjonshemmede	fɔɾbʉnfɔɾfʉŋkˈʂuːnshɛmədə
furu	ˈfʉːɾʉ
forbilledlige	fɔɾˈbɪlədlɪə
limtube	ˈliːmtʉːbə
urin	ʉˈɾiːn
privat	pɾɪˈʋɑːt
uutsletteligst	ʉːʉtˈʂɭɛtəlɪkst
hittil	ˈhɪtɪl
bevisst	bəˈʋɪst
forkjølelse	fɔɾˈçøːlɛlsə
rygge	ˈɾʏgə
lange	ˈlɑŋə
uleiligste	ʉˈlæɪlɪkstə
vidunderlig	ʋɪdˈʉnəɭɪ
glovarm	ˈgluːʋɑɾm
be	beː
kløe	ˈkløːə
krampe	kɾɑmpə
klemme	ˈklɛmə
tante	ˈtɑntə
månedligst	ˈmoːnədlɪkst
intervenere	ɪntəɾʋəˈneːɾə
onanere	ʊnɑˈneːɾə
kvikk	kʋɪk
håndtak	hɔntɑːk
spiselige	ˈspiːsəlɪə
kløyve	ˈklœjʋə
vei	ʋæɪ
digital	dɪgɪˈtɑːl
halsbetennelse	hɑlsbɛtɛnɛlsə
kostelig	ˈkɔstəlɪ
grafikk	gɾɑˈfɪk
arvelige	ˈɑɾʋəlɪə
baron	bɑˈɾuːn
forskrift	fɔʂkɾɪft
vedstå	ˈʋeːdstoː
forbindelse	fɔɾˈbɪnəlsə
natur	nɑˈtʉːɾ
tørr	tœɾ
måte	ˈmoːtə
beige	beːʂ,ˈbeːʒə
kokos	ˈkʊkʊs
parkett	pɑɾˈkɛt
sannsynlighet	sɑnˈsyːnlɪheːt
befrielse	bəˈfɾiːjəlsə
enkel	ˈɛŋkəl
smålige	ˈsmoːlɪə
væromslag	ˈʋæːɾɔmʂɭɑːg
tåpelige	ˈtoːpəlɪə
blå	bloː
håve	ˈhoːʋə
sart	sɑːʈ
spå	spoː
salomonisk	sɑlʊˈmuːnɪsk
begjærlig	bəˈjæːɭɪ
tyveri	tyːʋəˈɾiː
ensformige	ˈeːnsfɔɾmɪə
verdsligere	ˈʋæɖslɪɾə
usannsynligere	ˈʉːsɑnsyːnlɪɾə
ende	ˈɛnə
fascinere	fɑsɪˈneːɾə
fundamental	fʉnɑmənˈtɑːl
ned	neːd
lafte	ˈlɑftə
polere	pʊˈleːɾə
trafikklys	tɾɑˈfɪklʏtɾɑːs
behørigste	bəˈhøːɾɪkstə
vare	ˈʋɑːɾə
ualminneligst	ʉɑlˈmɪnəlɪkst
gange	ˈgɑŋə
essensiell	ɛsənsɪˈɛl
vitebegjærlig	ˈʋiːtəbəjæːɭɪ
først	fœʂt
fortreffelig	fɔˈʈɾɛfəlɪ
barsk	bɑʂk
patetisk	pɑˈteːtɪsk
barbent	ˈbɑːɾbeːnt
tese	ˈteːsə
kassettspiller	kɑˈsɛtspɪləɾ
kinesisk	çɪˈneːsɪsk
videofilm	ˈʋiːdɛʊfɪlm
punktlige	ˈpʉŋtlɪə,ˈpʉŋktlɪə
sirligst	ˈsiːɭɪkst
på bakkenivå	pɔbɑkənɪʋoː
trillebår	ˈtɾɪləboːɾ
oversettelse	ˈoːʋəʂɛtəlsə
overta	ˈoːʋəʈɑː
kognitiv	ˈkɔgnɪtiːʋ
enfoldigste	ɛnˈfɔldɪkstə
falsk	fɑlsk
ensformigst	ˈeːnsfɔɾmɪkst
sukre	ˈsʊkɾə
fotografere	fʊtʊgɾɑˈfeːɾə
kaffetrakter	ˈkɑfətɾɑktəɾ
glipe	ˈgliːpə
sindig	ˈsɪnɪ
hyggeligste	ˈhʏgəlɪkstə
vralte	ˈʋɾɑltə
åpenlys	ˈoːpənlyːs
karakterisere	kɑɾɑktəɾɪˈseːɾə
vokte	ˈʋɔktə
forbrytelse	fɔɾˈbɾyːtəlsə
skandaløs	skɑnɑˈløːs
kombinere	kʊmbɪˈneːɾə
formiddag	fɔɾmɪdɑg
rusten	ˈɾʉstən
fortroligste	fɔˈʈɾuːlɪkstə
gjennomsiktigste	ˈjɛnɔmsɪktɪkstə
sutrete	ˈsʉtɾətə
foreløpigste	ˈfoːɾəløːpɪkstə
bronkitt	bɾʊŋˈkɪt
skjenne	ˈʂɛnə
minke	ˈmɪŋkə
karikere	kɑɾɪˈkeːɾə
telefonere	tɛlɛfʊˈneːɾə
havarere	hɑʋɑˈɾeːɾə
over	ˈoːʋəɾ
individuell	ɪnɪʋɪdʉˈɛl
akvarell	ɑkʋɑˈɾɛl
innvendig	ˈɪnʋɛnɪ
makelig	ˈmɑːkəlɪ
tilhører	ˈtɪlhøːɾəɾ
tindre	ˈtɪndɾə
dynamisk	dʏˈnɑːmɪsk
tilrådelig	tɪlˈɾoːdlɪ,tɪlˈɾoːdəlɪ
geskjeftigst	gəˈʂɛftɪkst
juridisk	jʉˈɾiːdɪsk
kul	kʉːl
taus	tæws
blodig	ˈbluːdɪ
advare	ˈɑːdʋɑːɾə
gangen	ˈgɑŋən
gråte	ˈgɾoːtə
sånn	sɔn
underbygge	ˈʉnəɾbʏgə
bleke	ˈbleːkə
omgjengeligere	ɔmˈjɛŋəlɪɾə
temmelig	tɛməlɪg,tɛməli
innebære	ˈɪnəbæːɾə
språk	spɾoːk
handtere	hɔnˈteːɾə
stasjonere	stɑʂʊˈneːɾə
hostesaft	hʊstəsɑft
atten	ɑtən
streng	stɾɛŋ
tilta	ˈtɪltɑː
erverve	æɾˈʋæɾʋə
filmfølsomhet	ˈfɪlmfœlsɔmheːt
administrativ	ɑdmɪˈnɪstɾɑtiːʋ
tjueen	çʉːəˈːɛn
klatrer	ˈklɑtɾəɾ
køye	ˈkœjə
fastende	fɑstənə
islandsk	ˈiːslɑnsk
bedøve	bəˈdøːʋə
heltemodigst	ˈhɛltəmuːdɪkst
gjelle	ˈjɛlə
delegere	dələˈgeːɾə
ulykkelig	ʉˈlʏkəlɪ
femti	ˈfɛmti
vokstavle	ˈʋɔkstɑʋlə
reise til	ˈɾæɪsətɪl
ferdigere	ˈfæːɖɪɾə
flyvert	ˈflyːʋæʈ
uriktigere	ʉˈɾɪktɪɾə
handgripeligere	hɔnˈgɾiːpəlɪɾə
tordenvær	ˈtʉɖn̩ʋæːɾ
tjueto	çʉːəˈtu
tander	ˈtɑnəɾ
uforståeligere	ʉːfɔˈʂtoːəlɪɾə
konvensjonell	kɔnʋənʂʊˈnɛl
moderere	mʊdəˈɾeːɾə
sagn	sɑŋn
ekstatisk	ɛkˈstɑːtɪsk
tekkelige	ˈtɛkəlɪə
ly	lyː
dumpe	ˈdʊmpe
sveis	sʋæɪs
surkle	ˈsʉɾklə
lang	lɑŋ
portugisisk	pʊʈʉˈgiːsɪsk
usmakelige	ʉˈsmɑːkəlɪə
musikk	mʉˈsɪk
småligste	ˈsmoːlɪkstə
rikelige	ˈɾiːkəlɪə
sleip	ʂɭæɪp
vikle	ˈʋɪklə
spotte	ˈspɔtə
overvinne	ˈoːʋəɾʋɪnə
tilgjengelighet	tɪlˈjɛŋəlɪheːt
klargjøre	ˈklɑːɾjøːɾə
avskyelige	ɑʋˈʂyːəlɪə
fordype	fɔˈɖyːpə
bomme	ˈbʊmə
nødsfall	ˈnøːdsfɑl
uforståeligste	ʉːfɔˈʂtoːəlɪkstə
populær	pʊpʉˈlæːɾ
høre på en	høːɾəpɔeːn
ballett	bɑˈlɛt
goro	guːɾu
avlede	ˈɑːʋleːdə
vestligste	ˈʋɛstlɪkstə
lillebror	ˈlɪləbɾuːɾ
stave	ˈstɑːʋə
trivelige	ˈtɾiːʋəlɪə
arbeidsom	ˈɑɾbæɪdsɔm
zappe	ˈsɑpə
vilter	ˈʋɪltəɾ
maleri	mɑləˈɾiː
ledige	ˈleːdɪə
konfiskere	kʊnfɪˈskeːɾə
gjennomsiktigst	ˈjɛnɔmsɪktɪkst
edrueligste	ɛˈdɾʉːəlɪkstə
overført	ˈoːʋəɾføːʈ
synd	sʏn
voldeligst	ˈʋɔldəlɪkst
aparte	ɑˈpɑʈə
spesifikk	spəsɪˈfɪk
fortroligst	fɔˈʈɾuːlɪkst
plumpe	ˈplʊmpə
geometrisk	gəʊˈmeːtɾɪsk
eksosrør	ɛkˈsuːsɾøːɾ
fortreffeligst	fɔˈʈɾɛfəlɪkst
appelere	ɑpəlˈleːɾə
hindre	ˈhɪndɾə
masete	ˈmɑːsətə
bønnene	ˈbœnənə
intuitiv	ɪnˈtʉːɪtiːʋ
spenstigere	ˈspɛnstɪɾə
innertak	ɪnəʈɑːk
gå	goː
godslige	ˈgʊʂɭɪə
fasjonabel	fɑʂʊˈnɑːbəl
uforsiktige	ˈʉːfɔʂɪktɪə
kjole	çuːlə
ved	ʋeː,ʋeːd
honningmelon	hɔnɪŋmɛluːn
kompensere	kʊmpənˈseːɾə
tungsindigste	tʊŋˈsɪnɪkstə
virke	ˈʋɪɾkə
bacon	ˈbæɪkən
uimotståelige	ʉɪmuːtˈstoːəlɪə
år	oːɾ
samarbeid	ˈsɑmɑɾbæɪd
overrekke	ɔʋəˈɾɛkə
ubrukbar	ʉˈbɾʉːkbɑːɾ
råd	ɾoː
barnemat	bɑːɳəmɑːt
sirkus	ˈsɪɾkʉs
overskride	ˈoːʋəʂkɾiːdə
kniv	kniːʋ
sjarmerende	ʂɑɾˈmeːɾənə
konform	kʊnˈfɔɾm
brodere	bɾʊˈdeːɾə
lekker	ˈlɛkəɾ
matbit	mɑːtbiːt
trille	ˈtɾɪlə
sort	sɔʈ
trangsynt	ˈtɾɑŋsyːnt
balansert	bɑlɑŋˈseːʈ
rundhåndet	ˈɾʉnhɔnət
anbefale	ˈɑnbəfɑːlə
genere	ʂɛˈneːɾə
resultat	ɾɛsʉlˈtɑːt
om formiddagen	ɔmfɔɾmɪdɑgən
sentrisk	ˈsɛntɾɪsk
surmule	ˈsʉːɾmʉːlə
mase	ˈmɑːsə
anatomisk	ɑnɑˈtuːmɪsk
kristin	ˈkɾɪstɪn
uunngåelig	ʉːʉnˈgoːəlɪ
moms	mʊms
overlate	ˈoːʋəɭɑːtə
utheve	ˈʉːtheːʋə
dra	dɾɑː
uhyggeligst	ʉˈhʏgəlɪkst
livsviktigste	ˈlɪfsʋɪktɪkstə
ubevisst	ˈʉːbəʋɪst
innstendige	ɪnˈstɛnɪə
avføring	ˈɑːʋføːɾɪŋ
vanvittig	ʋɑnˈʋɪtɪ
fryse	ˈfɾyːsə
substituere	sʉpstɪtʉˈeːɾə
folkelig	ˈfɔlkəlɪ
bringe tilbake	bɾɪŋətɪlbɑːkə
subbe	ˈsʉbə
lykke	lʏkə
olje	ˈɔljə
ettermiddag	ˈɛtəɾmɪdɑːg
månedlige	ˈmoːnədlɪə
kløft	klœft
brakke	ˈbɾɑkə
betro	bəˈtɾuː
selvhjulpen	ˈsɛljʊlpən
tid	tiːd
heldigst	ˈhɛldɪkst
tennis	ˈtɛnɪs
hamre	ˈhɑmɾə
ungdommeligste	ʊŋˈdɔməlɪkstə
undertrykke	ˈʉnəʈɾʏkə
besvimelse	bɛˈsʋiːmɛlsə
samling	ˈsɑmlɪŋ
bunad	ˈbʉːnɑːd
lyde	ˈlyːdə
råkjøre	ˈɾoːçøːɾə
rotere	ɾʊˈteːɾə
felles	ˈfɛləs
per	peːɾ
fiolinist	fɪʊlɪˈnɪst
uforbederlig	ʉːfɔɾˈbeːdəɭɪ
irritabel	ɪɾɪˈtɑːbəl
medskyldigere	ˈmeːdʂʏldɪɾə
feilaktigere	fæɪlˈɑktɪɾə
upåvirkeligere	ʉpɔˈʋɪɾkəlɪɾə
fargerik	ˈfɑɾgəɾiːk
kreps	kɾɛps
ramle	ˈɾɑmlə
fornavn	ˈfɔɳɑʋn̩
telefonrør	tɛlɛˈfuːnɾøːɾ
uunnværligst	ʉːʉnˈʋæːɭɪkst
sprette	ˈspɾɛtə
vinterdekk	ʋɪntəɖɛk
ufullstendig	ˈʉːfʉlstənɪ
forstandigere	fɔˈʂtɑnɪɾə
målrettet	ˈmoːlɾɛtət
foreløpige	ˈfoːɾəløːpɪə
kastrere	kɑˈstɾeːɾə
verdifull	ʋæˈɖiːfʉl
buss	bʉs
elendige	ɛˈlɛnɪə
human	hʉˈmɑːn
surne	ˈsʉːɳə
iscenesettelse	ɪseːnəsɛtɛlsə
patruljere	pɑtɾʉlˈjeːɾə
hesten	hɛstən
uforglemmelige	ʉfɔɾˈglɛməlɪə
innpakning	ˈɪnpɑknɪŋ
rutine	ɾʉˈtiːnə
sørligere	ˈsøːɭɪɾə
gå seg vill	goːsæɪˈʋɪl
godhjertet	ˈguːjæʈɑ
klaffe	ˈklɑfə
underlige	ˈʉnəɭɪə
gassflaske	ˈgɑsflɑskə
tilgjengeligst	tɪlˈjɛŋəlɪkst
garde	ˈgɑɖə
veg	ʋæi
tydelig	ˈtyːdəlɪ
betaling	bɛˈtɑːlɪŋ
forskuttere	fɔʂkʉˈteːɾə
hensynsløs	ˈhɛnsyːnsløːs
jamføre	ˈjɑmføːɾə
broderi	bɾɔdɛˈɾiː
brette	ˈbɾɛtə
hånlige	ˈhoːnlɪə
født	fœt
storme	ˈstɔɾmə
brannfarlig	ˈbɾɑnfɑːɭɪ
utrivelige	ʉˈtɾiːʋəlɪə
røa	ˈɾøːwɑ
kasserer	kɑˈseːɾəɾ
flakke	ˈflɑkə
saks	sɑks
dødeligst	ˈdøːdəlɪkst
rundhanda	ˈɾʉnhɔnət
kapitalistisk	kɑpɪtɑˈlɪstɪsk
håndlaga	ˈhɔnlɑːgət
maskinell	mɑʂɪˈnɛl
umetteligere	ʉˈmɛtəlɪɾə
nedlate	ˈneːdlɑːtə
svær	sʋæːɾ
forkynne	fɔɾˈçʏnə
drakt	dɾɑkt
skadede	ˈskɑdədə
overveiende	ˈoːʋəɾʋæɪənə
kjøre	ˈçøːɾə
